graph_count	1398
record_251	accession=ENCFF235EAR | dataset=/experiments/ENCSR555MCF/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF235EAR | @id=/files/ENCFF235EAR/
record_252	accession=ENCFF047GLX | dataset=/experiments/ENCSR851JLM/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF047GLX | @id=/files/ENCFF047GLX/
record_253	accession=ENCFF342OQW | dataset=/experiments/ENCSR851JLM/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF342OQW | @id=/files/ENCFF342OQW/
record_254	accession=ENCFF454QJG | dataset=/experiments/ENCSR597QGT/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF454QJG | @id=/files/ENCFF454QJG/
record_255	accession=ENCFF214NYH | dataset=/experiments/ENCSR735OOX/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF214NYH | @id=/files/ENCFF214NYH/
record_256	accession=ENCFF580NXR | dataset=/experiments/ENCSR806PZJ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF580NXR | @id=/files/ENCFF580NXR/
record_257	accession=ENCFF463DCJ | dataset=/experiments/ENCSR339SAH/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF463DCJ | @id=/files/ENCFF463DCJ/
record_258	accession=ENCFF310HVP | dataset=/experiments/ENCSR308AAU/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF310HVP | @id=/files/ENCFF310HVP/
record_259	accession=ENCFF738LLB | dataset=/experiments/ENCSR308AAU/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF738LLB | @id=/files/ENCFF738LLB/
record_260	accession=ENCFF169NVL | dataset=/experiments/ENCSR817XKF/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF169NVL | @id=/files/ENCFF169NVL/
record_261	accession=ENCFF992LNP | dataset=/experiments/ENCSR817XKF/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF992LNP | @id=/files/ENCFF992LNP/
record_262	accession=ENCFF087MNQ | dataset=/experiments/ENCSR495VON/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF087MNQ | @id=/files/ENCFF087MNQ/
record_263	accession=ENCFF063GTG | dataset=/experiments/ENCSR775YXT/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF063GTG | @id=/files/ENCFF063GTG/
record_264	accession=ENCFF844GAC | dataset=/experiments/ENCSR087SMP/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF844GAC | @id=/files/ENCFF844GAC/
record_265	accession=ENCFF741TMF | dataset=/experiments/ENCSR217LLB/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF741TMF | @id=/files/ENCFF741TMF/
record_266	accession=ENCFF112CLW | dataset=/experiments/ENCSR684FTN/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF112CLW | @id=/files/ENCFF112CLW/
record_267	accession=ENCFF230BSS | dataset=/experiments/ENCSR390WJQ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF230BSS | @id=/files/ENCFF230BSS/
record_268	accession=ENCFF835BKL | dataset=/experiments/ENCSR516MIQ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF835BKL | @id=/files/ENCFF835BKL/
record_269	accession=ENCFF662NLT | dataset=/experiments/ENCSR748JHQ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF662NLT | @id=/files/ENCFF662NLT/
record_270	accession=ENCFF653MVR | dataset=/experiments/ENCSR240BDA/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF653MVR | @id=/files/ENCFF653MVR/
record_271	accession=ENCFF757OQZ | dataset=/experiments/ENCSR389UOP/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF757OQZ | @id=/files/ENCFF757OQZ/
record_272	accession=ENCFF407BXX | dataset=/experiments/ENCSR428TVC/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF407BXX | @id=/files/ENCFF407BXX/
record_273	accession=ENCFF676RET | dataset=/experiments/ENCSR428TVC/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF676RET | @id=/files/ENCFF676RET/
record_274	accession=ENCFF804QZA | dataset=/experiments/ENCSR610MWX/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF804QZA | @id=/files/ENCFF804QZA/
record_275	accession=ENCFF468RAN | dataset=/experiments/ENCSR097IXN/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF468RAN | @id=/files/ENCFF468RAN/
record_276	accession=ENCFF160AIW | dataset=/experiments/ENCSR296IPK/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF160AIW | @id=/files/ENCFF160AIW/
record_277	accession=ENCFF081TJI | dataset=/experiments/ENCSR212UYG/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF081TJI | @id=/files/ENCFF081TJI/
record_278	accession=ENCFF587CPQ | dataset=/experiments/ENCSR212UYG/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF587CPQ | @id=/files/ENCFF587CPQ/
record_279	accession=ENCFF947UHK | dataset=/experiments/ENCSR578BUG/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF947UHK | @id=/files/ENCFF947UHK/
record_280	accession=ENCFF978USI | dataset=/experiments/ENCSR840JAN/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF978USI | @id=/files/ENCFF978USI/
record_281	accession=ENCFF422NBM | dataset=/experiments/ENCSR430SWN/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF422NBM | @id=/files/ENCFF422NBM/
record_282	accession=ENCFF371EXR | dataset=/experiments/ENCSR038ZQK/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF371EXR | @id=/files/ENCFF371EXR/
record_283	accession=ENCFF580EDE | dataset=/experiments/ENCSR917OYF/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF580EDE | @id=/files/ENCFF580EDE/
record_284	accession=ENCFF201FGH | dataset=/experiments/ENCSR492IOQ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF201FGH | @id=/files/ENCFF201FGH/
record_285	accession=ENCFF574OZY | dataset=/experiments/ENCSR492IOQ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF574OZY | @id=/files/ENCFF574OZY/
record_286	accession=ENCFF857LAW | dataset=/experiments/ENCSR337UDT/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF857LAW | @id=/files/ENCFF857LAW/
record_287	accession=ENCFF273IOU | dataset=/experiments/ENCSR353BNA/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF273IOU | @id=/files/ENCFF273IOU/
record_288	accession=ENCFF019XIK | dataset=/experiments/ENCSR353BNA/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF019XIK | @id=/files/ENCFF019XIK/
record_289	accession=ENCFF678XCG | dataset=/experiments/ENCSR014QPI/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF678XCG | @id=/files/ENCFF678XCG/
record_290	accession=ENCFF513ZBY | dataset=/experiments/ENCSR938GML/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF513ZBY | @id=/files/ENCFF513ZBY/
record_291	accession=ENCFF197BXM | dataset=/experiments/ENCSR213ZST/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF197BXM | @id=/files/ENCFF197BXM/
record_292	accession=ENCFF514WGU | dataset=/experiments/ENCSR213ZST/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF514WGU | @id=/files/ENCFF514WGU/
record_293	accession=ENCFF328ARS | dataset=/experiments/ENCSR658TVR/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF328ARS | @id=/files/ENCFF328ARS/
record_294	accession=ENCFF944AYG | dataset=/experiments/ENCSR290OZK/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF944AYG | @id=/files/ENCFF944AYG/
record_295	accession=ENCFF810ZAX | dataset=/experiments/ENCSR074UEU/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF810ZAX | @id=/files/ENCFF810ZAX/
record_296	accession=ENCFF656UKN | dataset=/experiments/ENCSR340WCM/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF656UKN | @id=/files/ENCFF656UKN/
record_297	accession=ENCFF678YGY | dataset=/experiments/ENCSR316MUV/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF678YGY | @id=/files/ENCFF678YGY/
record_298	accession=ENCFF540OZH | dataset=/experiments/ENCSR316MUV/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF540OZH | @id=/files/ENCFF540OZH/
record_299	accession=ENCFF157NKU | dataset=/experiments/ENCSR642VUY/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF157NKU | @id=/files/ENCFF157NKU/
record_300	accession=ENCFF375EJL | dataset=/experiments/ENCSR495UGE/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF375EJL | @id=/files/ENCFF375EJL/
