strain	direction	pathway_id	pathway_name	universe_size	foreground_size	pathway_size	overlap	pvalue	padj	genes
98	down	pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	2041	54	111	6	0.0694403697917473	0.951333066146937	PA14_16250,PA14_30630,PA14_31290,PA14_40260,PA14_45940,PA14_45960
98	down	pau01503	Cationic antimicrobial peptide (CAMP) resistance - Pseudomonas aeruginosa UCBPP-PA14	2041	54	31	2	0.196992324754055	1	PA14_10330,PA14_16250
98	down	pau02025	Biofilm formation - Pseudomonas aeruginosa - Pseudomonas aeruginosa UCBPP-PA14	2041	54	108	4	0.319309597989921	1	PA14_30630,PA14_31290,PA14_45940,PA14_45960
98	down	pau01240	Biosynthesis of cofactors - Pseudomonas aeruginosa UCBPP-PA14	2041	54	184	6	0.359117461820255	1	PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_37610
98	down	pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	2041	54	1049	29	0.419031278552076	1	PA14_00640,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_06740,PA14_06750,PA14_06810,PA14_06830,PA14_20200,PA14_33450,PA14_36570,PA14_36580,PA14_36590,PA14_36605,PA14_36630,PA14_36710,PA14_36730,PA14_36740,PA14_36810,PA14_36840,PA14_36880,PA14_37610,PA14_45940,PA14_49300,PA14_53290,PA14_58030,PA14_61040
98	down	pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	24	1	0.476510324381187	1	PA14_30630
98	down	pau00760	Nicotinate and nicotinamide metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	24	1	0.476510324381187	1	PA14_36880
98	down	pau00630	Glyoxylate and dicarboxylate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	63	2	0.502405881607863	1	PA14_36810,PA14_61040
98	down	pau00020	Citrate cycle (TCA cycle) - Pseudomonas aeruginosa UCBPP-PA14	2041	54	29	1	0.542995152251505	1	PA14_58030
98	down	pau00030	Pentose phosphate pathway - Pseudomonas aeruginosa UCBPP-PA14	2041	54	29	1	0.542995152251505	1	PA14_53290
98	down	pau01501	beta-Lactam resistance - Pseudomonas aeruginosa UCBPP-PA14	2041	54	34	1	0.601172825262298	1	PA14_10330
98	down	pau00720	Other carbon fixation pathways - Pseudomonas aeruginosa UCBPP-PA14	2041	54	35	1	0.611903601264209	1	PA14_58030
98	down	pau00250	Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	36	1	0.622350862247127	1	PA14_00640
98	down	pau00270	Cysteine and methionine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	41	1	0.670585344992404	1	PA14_45940
98	down	pau01200	Carbon metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	129	3	0.675184227271268	1	PA14_36810,PA14_58030,PA14_61040
98	down	pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	57	1	0.787762818283607	1	PA14_06740
98	down	pau00620	Pyruvate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	63	1	0.82018609387932	1	PA14_58030
98	down	pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	2041	54	323	6	0.878920888402049	1	PA14_06660,PA14_06750,PA14_06810,PA14_06830,PA14_20200,PA14_58030
98	down	pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	2041	54	202	3	0.915832752373173	1	PA14_10340,PA14_20180,PA14_40240
98	down	pau03070	Bacterial secretion system - Pseudomonas aeruginosa UCBPP-PA14	2041	54	95	1	0.926370065895047	1	PA14_10330
98	down	pau01230	Biosynthesis of amino acids - Pseudomonas aeruginosa UCBPP-PA14	2041	54	146	1	0.982801884634956	1	PA14_00640
98	down	pau00010	Glycolysis / Gluconeogenesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	35	0	1	1	
98	down	pau00040	Pentose and glucuronate interconversions - Pseudomonas aeruginosa UCBPP-PA14	2041	54	8	0	1	1	
98	down	pau00051	Fructose and mannose metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	18	0	1	1	
98	down	pau00052	Galactose metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	4	0	1	1	
98	down	pau00053	Ascorbate and aldarate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	6	0	1	1	
98	down	pau00061	Fatty acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	27	0	1	1	
98	down	pau00071	Fatty acid degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	31	0	1	1	
98	down	pau00074	Mycolic acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	2	0	1	1	
98	down	pau00130	Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	21	0	1	1	
98	down	pau00220	Arginine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	33	0	1	1	
98	down	pau00230	Purine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	67	0	1	1	
98	down	pau00240	Pyrimidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	36	0	1	1	
98	down	pau00260	Glycine, serine and threonine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	56	0	1	1	
98	down	pau00261	Monobactam biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	9	0	1	1	
98	down	pau00280	Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	45	0	1	1	
98	down	pau00290	Valine, leucine and isoleucine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	17	0	1	1	
98	down	pau00300	Lysine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	16	0	1	1	
98	down	pau00310	Lysine degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	22	0	1	1	
98	down	pau00330	Arginine and proline metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	48	0	1	1	
98	down	pau00332	Carbapenem biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	2	0	1	1	
98	down	pau00340	Histidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	25	0	1	1	
98	down	pau00350	Tyrosine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	27	0	1	1	
98	down	pau00360	Phenylalanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	21	0	1	1	
98	down	pau00361	Chlorocyclohexane and chlorobenzene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	5	0	1	1	
98	down	pau00362	Benzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	34	0	1	1	
98	down	pau00364	Fluorobenzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	7	0	1	1	
98	down	pau00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	32	0	1	1	
98	down	pau00401	Novobiocin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	6	0	1	1	
98	down	pau00410	beta-Alanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	19	0	1	1	
98	down	pau00430	Taurine and hypotaurine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	7	0	1	1	
98	down	pau00440	Phosphonate and phosphinate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	9	0	1	1	
98	down	pau00450	Selenocompound metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	9	0	1	1	
98	down	pau00460	Cyanoamino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	11	0	1	1	
98	down	pau00470	D-Amino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	23	0	1	1	
98	down	pau00480	Glutathione metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	36	0	1	1	
98	down	pau00520	Amino sugar and nucleotide sugar metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	27	0	1	1	
98	down	pau00521	Streptomycin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	8	0	1	1	
98	down	pau00523	Polyketide sugar unit biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	5	0	1	1	
98	down	pau00525	Acarbose and validamycin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	2	0	1	1	
98	down	pau00540	Lipopolysaccharide biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	21	0	1	1	
98	down	pau00541	Biosynthesis of various nucleotide sugars - Pseudomonas aeruginosa UCBPP-PA14	2041	54	30	0	1	1	
98	down	pau00543	Exopolysaccharide biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	11	0	1	1	
98	down	pau00550	Peptidoglycan biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	22	0	1	1	
98	down	pau00552	Teichoic acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	2	0	1	1	
98	down	pau00561	Glycerolipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	15	0	1	1	
98	down	pau00562	Inositol phosphate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	7	0	1	1	
98	down	pau00564	Glycerophospholipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	27	0	1	1	
98	down	pau00565	Ether lipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	3	0	1	1	
98	down	pau00592	alpha-Linolenic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	3	0	1	1	
98	down	pau00600	Sphingolipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	2	0	1	1	
98	down	pau00622	Xylene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	6	0	1	1	
98	down	pau00623	Toluene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	2	0	1	1	
98	down	pau00625	Chloroalkane and chloroalkene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	7	0	1	1	
98	down	pau00626	Naphthalene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	2	0	1	1	
98	down	pau00627	Aminobenzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	15	0	1	1	
98	down	pau00633	Nitrotoluene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	2	0	1	1	
98	down	pau00640	Propanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	43	0	1	1	
98	down	pau00643	Styrene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	11	0	1	1	
98	down	pau00650	Butanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	38	0	1	1	
98	down	pau00660	C5-Branched dibasic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	13	0	1	1	
98	down	pau00670	One carbon pool by folate - Pseudomonas aeruginosa UCBPP-PA14	2041	54	31	0	1	1	
98	down	pau00680	Methane metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	26	0	1	1	
98	down	pau00710	Carbon fixation by Calvin cycle - Pseudomonas aeruginosa UCBPP-PA14	2041	54	13	0	1	1	
98	down	pau00730	Thiamine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	13	0	1	1	
98	down	pau00740	Riboflavin metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	14	0	1	1	
98	down	pau00750	Vitamin B6 metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	9	0	1	1	
98	down	pau00770	Pantothenate and CoA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	26	0	1	1	
98	down	pau00780	Biotin metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	20	0	1	1	
98	down	pau00785	Lipoic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	24	0	1	1	
98	down	pau00790	Folate biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	33	0	1	1	
98	down	pau00900	Terpenoid backbone biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	16	0	1	1	
98	down	pau00907	Pinene, camphor and geraniol degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	15	0	1	1	
98	down	pau00920	Sulfur metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	58	0	1	1	
98	down	pau00930	Caprolactam degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	7	0	1	1	
98	down	pau00946	Degradation of flavonoids - Pseudomonas aeruginosa UCBPP-PA14	2041	54	1	0	1	1	
98	down	pau00970	Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	86	0	1	1	
98	down	pau00984	Steroid degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	4	0	1	1	
98	down	pau00997	Biosynthesis of various other secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	2041	54	4	0	1	1	
98	down	pau00999	Biosynthesis of various plant secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	2041	54	3	0	1	1	
98	down	pau01040	Biosynthesis of unsaturated fatty acids - Pseudomonas aeruginosa UCBPP-PA14	2041	54	6	0	1	1	
98	down	pau01053	Biosynthesis of siderophore group nonribosomal peptides - Pseudomonas aeruginosa UCBPP-PA14	2041	54	9	0	1	1	
98	down	pau01210	2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	47	0	1	1	
98	down	pau01212	Fatty acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	51	0	1	1	
98	down	pau01220	Degradation of aromatic compounds - Pseudomonas aeruginosa UCBPP-PA14	2041	54	29	0	1	1	
98	down	pau01232	Nucleotide metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	50	0	1	1	
98	down	pau01250	Biosynthesis of nucleotide sugars - Pseudomonas aeruginosa UCBPP-PA14	2041	54	43	0	1	1	
98	down	pau01320	Sulfur cycle - Pseudomonas aeruginosa UCBPP-PA14	2041	54	10	0	1	1	
98	down	pau01502	Vancomycin resistance - Pseudomonas aeruginosa UCBPP-PA14	2041	54	9	0	1	1	
98	down	pau02030	Bacterial chemotaxis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	49	0	1	1	
98	down	pau02040	Flagellar assembly - Pseudomonas aeruginosa UCBPP-PA14	2041	54	46	0	1	1	
98	down	pau02060	Phosphotransferase system (PTS) - Pseudomonas aeruginosa UCBPP-PA14	2041	54	8	0	1	1	
98	down	pau03008	Ribosome biogenesis in eukaryotes - Pseudomonas aeruginosa UCBPP-PA14	2041	54	3	0	1	1	
98	down	pau03010	Ribosome - Pseudomonas aeruginosa UCBPP-PA14	2041	54	67	0	1	1	
98	down	pau03018	RNA degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	54	19	0	1	1	
98	down	pau03020	RNA polymerase - Pseudomonas aeruginosa UCBPP-PA14	2041	54	4	0	1	1	
98	down	pau03030	DNA replication - Pseudomonas aeruginosa UCBPP-PA14	2041	54	17	0	1	1	
98	down	pau03060	Protein export - Pseudomonas aeruginosa UCBPP-PA14	2041	54	17	0	1	1	
98	down	pau03250	Viral life cycle - HIV-1 - Pseudomonas aeruginosa UCBPP-PA14	2041	54	1	0	1	1	
98	down	pau03410	Base excision repair - Pseudomonas aeruginosa UCBPP-PA14	2041	54	13	0	1	1	
98	down	pau03420	Nucleotide excision repair - Pseudomonas aeruginosa UCBPP-PA14	2041	54	9	0	1	1	
98	down	pau03430	Mismatch repair - Pseudomonas aeruginosa UCBPP-PA14	2041	54	20	0	1	1	
98	down	pau03440	Homologous recombination - Pseudomonas aeruginosa UCBPP-PA14	2041	54	24	0	1	1	
98	down	pau04122	Sulfur relay system - Pseudomonas aeruginosa UCBPP-PA14	2041	54	22	0	1	1	
98	down	pau04148	Efferocytosis - Pseudomonas aeruginosa UCBPP-PA14	2041	54	2	0	1	1	
98	down	pau04156	Integrated stress response (ISR) signaling pathway - Pseudomonas aeruginosa UCBPP-PA14	2041	54	8	0	1	1	
98	down	pau04980	Cobalamin transport and metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	2	0	1	1	
98	down	pau04981	Folate transport and metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	7	0	1	1	
99	up	pau00970	Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	86	7	0.00172795998788639	0.123221930238205	PA14_08650,PA14_23570,PA14_23580,PA14_27600,PA14_27610,PA14_27620,PA14_65220
99	up	pau03010	Ribosome - Pseudomonas aeruginosa UCBPP-PA14	2041	43	67	6	0.00233701754586799	0.123221930238205	PA14_17060,PA14_57580,PA14_57590,PA14_60400,PA14_60460,PA14_70190
99	up	pau00740	Riboflavin metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	14	3	0.00269829044317236	0.123221930238205	PA14_11410,PA14_11420,PA14_19530
99	up	pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	2041	43	57	5	0.00608231917824248	0.17955432223883	PA14_44340,PA14_44350,PA14_44360,PA14_57560,PA14_57570
99	up	pau00920	Sulfur metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	58	5	0.00655307745397188	0.17955432223883	PA14_19530,PA14_19540,PA14_19560,PA14_19570,PA14_19580
99	up	pau04148	Efferocytosis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	2	1	0.0417024526616132	0.952206002440168	PA14_57570
99	up	pau00760	Nicotinate and nicotinamide metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	24	2	0.0893489248748844	1	PA14_64950,PA14_64960
99	up	pau00785	Lipoic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	24	2	0.0893489248748844	1	PA14_32985,PA14_33000
99	up	pau00260	Glycine, serine and threonine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	56	3	0.111749022457752	1	PA14_32985,PA14_33000,PA14_47100
99	up	pau01200	Carbon metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	129	5	0.131181531773817	1	PA14_19190,PA14_32985,PA14_33000,PA14_47100,PA14_61770
99	up	pau00670	One carbon pool by folate - Pseudomonas aeruginosa UCBPP-PA14	2041	43	31	2	0.137426429565469	1	PA14_32985,PA14_33000
99	up	pau00620	Pyruvate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	63	3	0.144936447315712	1	PA14_19190,PA14_63090,PA14_63100
99	up	pau01240	Biosynthesis of cofactors - Pseudomonas aeruginosa UCBPP-PA14	2041	43	184	6	0.185569528854519	1	PA14_11410,PA14_11420,PA14_39640,PA14_64950,PA14_64960,PA14_67580
99	up	pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	2041	43	265	8	0.185745347593945	1	PA14_19190,PA14_43710,PA14_44340,PA14_44350,PA14_44360,PA14_57560,PA14_57570,PA14_61080
99	up	pau00730	Thiamine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	13	1	0.242428635479046	1	PA14_67580
99	up	pau00290	Valine, leucine and isoleucine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	17	1	0.304710092002378	1	PA14_47100
99	up	pau03060	Protein export - Pseudomonas aeruginosa UCBPP-PA14	2041	43	17	1	0.304710092002378	1	PA14_73410
99	up	pau03018	RNA degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	43	19	1	0.333946368410582	1	PA14_27370
99	up	pau04122	Sulfur relay system - Pseudomonas aeruginosa UCBPP-PA14	2041	43	22	1	0.375562297498917	1	PA14_67580
99	up	pau00630	Glyoxylate and dicarboxylate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	63	2	0.38573760835499	1	PA14_32985,PA14_33000
99	up	pau00030	Pentose phosphate pathway - Pseudomonas aeruginosa UCBPP-PA14	2041	43	29	1	0.463036267586948	1	PA14_61770
99	up	pau00790	Folate biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	33	1	0.507521136318038	1	PA14_11420
99	up	pau00910	Nitrogen metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	34	1	0.518067247442701	1	PA14_13770
99	up	pau03070	Bacterial secretion system - Pseudomonas aeruginosa UCBPP-PA14	2041	43	95	2	0.603663203639125	1	PA14_42570,PA14_73410
99	up	pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	2041	43	202	4	0.62916559213394	1	PA14_13010,PA14_19540,PA14_19570,PA14_19580
99	up	pau02030	Bacterial chemotaxis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	49	1	0.652145026661816	1	PA14_43710
99	up	pau00860	Porphyrin metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	52	1	0.674199842762758	1	PA14_39640
99	up	pau00230	Purine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	67	1	0.765543121058565	1	PA14_61770
99	up	pau01230	Biosynthesis of amino acids - Pseudomonas aeruginosa UCBPP-PA14	2041	43	146	2	0.825741157969792	1	PA14_47100,PA14_61770
99	up	pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	2041	43	1049	19	0.866590297423745	1	PA14_11410,PA14_11420,PA14_19530,PA14_19560,PA14_32985,PA14_33000,PA14_39640,PA14_44340,PA14_44350,PA14_44360,PA14_47100,PA14_57560,PA14_57570,PA14_61770,PA14_63090,PA14_63100,PA14_64950,PA14_64960,PA14_67580
99	up	pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	2041	43	111	1	0.911995706908622	1	PA14_73410
99	up	pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	2041	43	444	6	0.931651441524881	1	PA14_11410,PA14_11420,PA14_32985,PA14_33000,PA14_47100,PA14_61770
99	up	pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	2041	43	323	3	0.976203687078022	1	PA14_19530,PA14_19560,PA14_61770
99	up	pau00010	Glycolysis / Gluconeogenesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	35	0	1	1	
99	up	pau00020	Citrate cycle (TCA cycle) - Pseudomonas aeruginosa UCBPP-PA14	2041	43	29	0	1	1	
99	up	pau00040	Pentose and glucuronate interconversions - Pseudomonas aeruginosa UCBPP-PA14	2041	43	8	0	1	1	
99	up	pau00051	Fructose and mannose metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	18	0	1	1	
99	up	pau00052	Galactose metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	4	0	1	1	
99	up	pau00053	Ascorbate and aldarate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	6	0	1	1	
99	up	pau00061	Fatty acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	27	0	1	1	
99	up	pau00071	Fatty acid degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	43	31	0	1	1	
99	up	pau00074	Mycolic acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	2	0	1	1	
99	up	pau00130	Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	21	0	1	1	
99	up	pau00220	Arginine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	33	0	1	1	
99	up	pau00240	Pyrimidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	36	0	1	1	
99	up	pau00250	Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	36	0	1	1	
99	up	pau00261	Monobactam biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	9	0	1	1	
99	up	pau00270	Cysteine and methionine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	41	0	1	1	
99	up	pau00280	Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	43	45	0	1	1	
99	up	pau00300	Lysine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	16	0	1	1	
99	up	pau00310	Lysine degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	43	22	0	1	1	
99	up	pau00330	Arginine and proline metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	48	0	1	1	
99	up	pau00332	Carbapenem biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	2	0	1	1	
99	up	pau00340	Histidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	25	0	1	1	
99	up	pau00350	Tyrosine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	27	0	1	1	
99	up	pau00360	Phenylalanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	21	0	1	1	
99	up	pau00361	Chlorocyclohexane and chlorobenzene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	43	5	0	1	1	
99	up	pau00362	Benzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	43	34	0	1	1	
99	up	pau00364	Fluorobenzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	43	7	0	1	1	
99	up	pau00380	Tryptophan metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	26	0	1	1	
99	up	pau00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	32	0	1	1	
99	up	pau00401	Novobiocin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	6	0	1	1	
99	up	pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	24	0	1	1	
99	up	pau00410	beta-Alanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	19	0	1	1	
99	up	pau00430	Taurine and hypotaurine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	7	0	1	1	
99	up	pau00440	Phosphonate and phosphinate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	9	0	1	1	
99	up	pau00450	Selenocompound metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	9	0	1	1	
99	up	pau00460	Cyanoamino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	11	0	1	1	
99	up	pau00470	D-Amino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	23	0	1	1	
99	up	pau00480	Glutathione metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	36	0	1	1	
99	up	pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	16	0	1	1	
99	up	pau00520	Amino sugar and nucleotide sugar metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	27	0	1	1	
99	up	pau00521	Streptomycin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	8	0	1	1	
99	up	pau00523	Polyketide sugar unit biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	5	0	1	1	
99	up	pau00525	Acarbose and validamycin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	2	0	1	1	
99	up	pau00540	Lipopolysaccharide biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	21	0	1	1	
99	up	pau00541	Biosynthesis of various nucleotide sugars - Pseudomonas aeruginosa UCBPP-PA14	2041	43	30	0	1	1	
99	up	pau00543	Exopolysaccharide biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	11	0	1	1	
99	up	pau00550	Peptidoglycan biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	22	0	1	1	
99	up	pau00552	Teichoic acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	43	2	0	1	1	
99	up	pau00561	Glycerolipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	43	15	0	1	1	
