DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	PLATFORM [SNPS PASSING QC]	ASSOCIATION COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2022-10-05	34434215	Liu D	2021-08-09	Front Genet	www.ncbi.nlm.nih.gov/pubmed/34434215	<i>PRICKLE1</i> × <i>FOCAD</i> Interaction Revealed by Genome-Wide vQTL Analysis of Human Facial Traits.	Morphological facial height	2,447 European ancestry individuals	5,128 Korean ancestry individuals	Illumina [3104639] (imputed)	1	facial height measurement	http://www.ebi.ac.uk/efo/EFO_0007856	GCST90027866	Genome-wide genotyping array
2022-10-05	34434215	Liu D	2021-08-09	Front Genet	www.ncbi.nlm.nih.gov/pubmed/34434215	<i>PRICKLE1</i> × <i>FOCAD</i> Interaction Revealed by Genome-Wide vQTL Analysis of Human Facial Traits.	Upper facial height	2,447 European ancestry individuals	5,128 Korean ancestry individuals	Illumina [3104639] (imputed)	0	facial height measurement	http://www.ebi.ac.uk/efo/EFO_0007856	GCST90027867	Genome-wide genotyping array
2022-10-05	34434215	Liu D	2021-08-09	Front Genet	www.ncbi.nlm.nih.gov/pubmed/34434215	<i>PRICKLE1</i> × <i>FOCAD</i> Interaction Revealed by Genome-Wide vQTL Analysis of Human Facial Traits.	Lower facial height	2,447 European ancestry individuals	5,128 Korean ancestry individuals	Illumina [3104639] (imputed)	0	facial height measurement	http://www.ebi.ac.uk/efo/EFO_0007856	GCST90027868	Genome-wide genotyping array
2022-10-05	34434215	Liu D	2021-08-09	Front Genet	www.ncbi.nlm.nih.gov/pubmed/34434215	<i>PRICKLE1</i> × <i>FOCAD</i> Interaction Revealed by Genome-Wide vQTL Analysis of Human Facial Traits.	Nasal height	2,447 European ancestry individuals	5,128 Korean ancestry individuals	Illumina [3104639] (imputed)	1	nose morphology measurement	http://www.ebi.ac.uk/efo/EFO_0007843	GCST90027876	Genome-wide genotyping array
2022-10-05	34434215	Liu D	2021-08-09	Front Genet	www.ncbi.nlm.nih.gov/pubmed/34434215	<i>PRICKLE1</i> × <i>FOCAD</i> Interaction Revealed by Genome-Wide vQTL Analysis of Human Facial Traits.	Upper lip height	2,447 European ancestry individuals	5,128 Korean ancestry individuals	Illumina [3104639] (imputed)	0	lip morphology measurement	http://www.ebi.ac.uk/efo/EFO_0007845	GCST90027880	Genome-wide genotyping array
2022-10-05	34434215	Liu D	2021-08-09	Front Genet	www.ncbi.nlm.nih.gov/pubmed/34434215	<i>PRICKLE1</i> × <i>FOCAD</i> Interaction Revealed by Genome-Wide vQTL Analysis of Human Facial Traits.	Lower lip height	2,447 European ancestry individuals	5,128 Korean ancestry individuals	Illumina [3104639] (imputed)	1	lip morphology measurement	http://www.ebi.ac.uk/efo/EFO_0007845	GCST90027881	Genome-wide genotyping array
2021-06-24	34054925	Cho HW	2021-05-13	Front Genet	www.ncbi.nlm.nih.gov/pubmed/34054925	A Genome-Wide Association Study of Novel Genetic Variants Associated With Anthropometric Traits in Koreans.	Height	2,603 Korean ancestry males, 2,869 Korean ancestry females	19,571 Korean ancestry males, 37,321 Korean ancestry females	NR [8056211] (imputed)	67	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST011972	Genome-wide genotyping array
2021-06-14	30653739	Sofer T	2019-01-17	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/30653739	A fully adjusted two-stage procedure for rank-normalization in genetic association studies.	Height	12,595 Hispanic individuals	NA	Illumina [at least 2232944] (imputed)	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST011875	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Height	165,056 East Asian ancestry individuals	NA	Illumina [13479295] (imputed)	388	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90018739	Genome-wide genotyping array
2022-04-27	35240056	Auwerx C	2022-03-02	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/35240056	The individual and global impact of copy-number variants on complex human traits.	Standing height (UKB data field 50) (CNV mirror model)	330,837 white British ancestry individuals	NA	NR [28257]	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90027301	Genome-wide genotyping array
2022-04-27	35240056	Auwerx C	2022-03-02	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/35240056	The individual and global impact of copy-number variants on complex human traits.	Standing height (UKB data field 50) (CNV deletion-only model)	330,837 white British ancestry individuals	NA	NR [9936]	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90027415	Genome-wide genotyping array
2022-04-27	35240056	Auwerx C	2022-03-02	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/35240056	The individual and global impact of copy-number variants on complex human traits.	Standing height (UKB data field 50) (CNV duplication-only model)	330,837 white British ancestry individuals	NA	NR [14070]	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90027358	Genome-wide genotyping array
2022-08-05	35831902	Chiou JS	2022-07-13	BMC Med	www.ncbi.nlm.nih.gov/pubmed/35831902	Your height affects your health: genetic determinants and health-related outcomes in Taiwan.	Height	67,452 Han Chinese ancestry individuals	NA	Affymetrix [NR] (imputed)	433	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90131910	Genome-wide genotyping array
2019-08-01	31053729	Styrkarsdottir U	2019-05-03	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31053729	GWAS of bone size yields twelve loci that also affect height, BMD, osteoarthritis or fractures.	Femoral neck size	28,954 European ancestry individuals	9,383 European ancestry individuals, 6,351 East Asian ancestry individuals	Illumina [33400000] (imputed)	2	femoral neck size	http://www.ebi.ac.uk/efo/EFO_0010076	GCST008278	Genome-wide genotyping array, Genome-wide sequencing
2019-08-01	31053729	Styrkarsdottir U	2019-05-03	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31053729	GWAS of bone size yields twelve loci that also affect height, BMD, osteoarthritis or fractures.	Trochanter size	28,944 European ancestry individuals	8,065 European ancestry individuals, 5,711 East Asian ancestry individuals	Illumina [33400000] (imputed)	4	trochanter size	http://www.ebi.ac.uk/efo/EFO_0010074	GCST008279	Genome-wide genotyping array, Genome-wide sequencing
2019-08-01	31053729	Styrkarsdottir U	2019-05-03	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31053729	GWAS of bone size yields twelve loci that also affect height, BMD, osteoarthritis or fractures.	Intertrochanteric region size	28,936 European ancestry individuals	7,912 European ancestry individuals, 5,696 East Asian ancestry individuals	Illumina [33400000] (imputed)	7	intertrochanteric region size	http://www.ebi.ac.uk/efo/EFO_0010075	GCST008280	Genome-wide genotyping array, Genome-wide sequencing
2019-08-01	31053729	Styrkarsdottir U	2019-05-03	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31053729	GWAS of bone size yields twelve loci that also affect height, BMD, osteoarthritis or fractures.	Spine bone size	29,059 European ancestry individuals	14,932 European ancestry individuals, 6,345 East Asian ancestry individuals	Illumina [33400000] (imputed)	9	spine bone size	http://www.ebi.ac.uk/efo/EFO_0004508	GCST008282	Genome-wide genotyping array, Genome-wide sequencing
2019-08-01	31053729	Styrkarsdottir U	2019-05-03	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31053729	GWAS of bone size yields twelve loci that also affect height, BMD, osteoarthritis or fractures.	Hip bone size	28,900 European ancestry individuals	7,912 European ancestry individuals, 5,699 East Asian ancestry individuals	Illumina [33400000] (imputed)	8	hip bone size	http://www.ebi.ac.uk/efo/EFO_0004844	GCST008281	Genome-wide genotyping array, Genome-wide sequencing
2022-07-20	34662886	Backman JD	2021-10-18	Nature	www.ncbi.nlm.nih.gov/pubmed/34662886	Exome sequencing and analysis of 454,787 UK Biobank participants.	Standing height (UKB data field 50) (Gene-based burden)	430,070 European ancestry individuals	NA	Illumina [185930]	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90083263	Exome-wide sequencing
2022-07-20	34662886	Backman JD	2021-10-18	Nature	www.ncbi.nlm.nih.gov/pubmed/34662886	Exome sequencing and analysis of 454,787 UK Biobank participants.	Sitting height (UKB data field 20015) (Gene-based burden)	430,080 European ancestry individuals	NA	Illumina [185928]	0	sitting height measurement	http://www.ebi.ac.uk/efo/EFO_0011011	GCST90082231	Exome-wide sequencing
2022-07-20	34662886	Backman JD	2021-10-18	Nature	www.ncbi.nlm.nih.gov/pubmed/34662886	Exome sequencing and analysis of 454,787 UK Biobank participants.	Comparative height size at age 10 - About average (UKB data field 1697)	231,189 European ancestry cases, 192,786 European ancestry controls	NA	Affymetrix, Illumina [542137]	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90077593	Genome-wide genotyping array, Exome-wide sequencing [UK Biobank/UK BiLEVE Axiom Array]
2022-07-20	34662886	Backman JD	2021-10-18	Nature	www.ncbi.nlm.nih.gov/pubmed/34662886	Exome sequencing and analysis of 454,787 UK Biobank participants.	Comparative height size at age 10 - Shorter (UKB data field 1697)	87,597 European ancestry cases, 336,378 European ancestry controls	NA	Affymetrix, Illumina [542137]	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90077591	Genome-wide genotyping array, Exome-wide sequencing [UK Biobank/UK BiLEVE Axiom Array]
2022-07-20	34662886	Backman JD	2021-10-18	Nature	www.ncbi.nlm.nih.gov/pubmed/34662886	Exome sequencing and analysis of 454,787 UK Biobank participants.	Comparative height size at age 10 - Taller (UKB data field 1697)	109,627 European ancestry cases, 314,348 European ancestry controls	NA	Affymetrix, Illumina [542137]	2	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90077592	Genome-wide genotyping array, Exome-wide sequencing [UK Biobank/UK BiLEVE Axiom Array]
2023-08-09	37471560	Kun E	2023-07-21	Science	www.ncbi.nlm.nih.gov/pubmed/37471560	The genetic architecture and evolution of the human skeletal form.	Forearm length to body height ratio	31,221 British ancestry individuals	NA	Affymetrix [7387826] (imputed)	20	anthropometric measurement	http://www.ebi.ac.uk/efo/EFO_0004302	GCST90270257	Genome-wide genotyping array
2023-08-09	37471560	Kun E	2023-07-21	Science	www.ncbi.nlm.nih.gov/pubmed/37471560	The genetic architecture and evolution of the human skeletal form.	Tibia length to body height ratio	31,221 British ancestry individuals	NA	Affymetrix [7387826] (imputed)	30	anthropometric measurement	http://www.ebi.ac.uk/efo/EFO_0004302	GCST90270258	Genome-wide genotyping array
2023-08-09	37471560	Kun E	2023-07-21	Science	www.ncbi.nlm.nih.gov/pubmed/37471560	The genetic architecture and evolution of the human skeletal form.	Humerus length to body height ratio	31,221 British ancestry individuals	NA	Affymetrix [7387826] (imputed)	26	anthropometric measurement	http://www.ebi.ac.uk/efo/EFO_0004302	GCST90270259	Genome-wide genotyping array
2023-08-09	37471560	Kun E	2023-07-21	Science	www.ncbi.nlm.nih.gov/pubmed/37471560	The genetic architecture and evolution of the human skeletal form.	Hip width to body height ratio	31,221 British ancestry individuals	NA	Affymetrix [7387826] (imputed)	29	anthropometric measurement	http://www.ebi.ac.uk/efo/EFO_0004302	GCST90270260	Genome-wide genotyping array
2023-08-09	37471560	Kun E	2023-07-21	Science	www.ncbi.nlm.nih.gov/pubmed/37471560	The genetic architecture and evolution of the human skeletal form.	Shoulder width to body height ratio	31,221 British ancestry individuals	NA	Affymetrix [7387826] (imputed)	10	anthropometric measurement	http://www.ebi.ac.uk/efo/EFO_0004302	GCST90270261	Genome-wide genotyping array
2023-08-09	37471560	Kun E	2023-07-21	Science	www.ncbi.nlm.nih.gov/pubmed/37471560	The genetic architecture and evolution of the human skeletal form.	Torso length to body height ratio	31,221 British ancestry individuals	NA	Affymetrix [7387826] (imputed)	4	anthropometric measurement	http://www.ebi.ac.uk/efo/EFO_0004302	GCST90270262	Genome-wide genotyping array
2023-08-09	37471560	Kun E	2023-07-21	Science	www.ncbi.nlm.nih.gov/pubmed/37471560	The genetic architecture and evolution of the human skeletal form.	Femur length to body height ratio	31,221 British ancestry individuals	NA	Affymetrix [7387826] (imputed)	23	anthropometric measurement	http://www.ebi.ac.uk/efo/EFO_0004302	GCST90270256	Genome-wide genotyping array
2023-03-29	34226488	Torgersen K	2021-06-17	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34226488	Shared genetic architecture between neuroticism, coronary artery disease and cardiovascular risk factors.	Neuroticism and waist-hip ratio	656,568 European ancestry individuals	NA	NR [NR]	0	neuroticism measurement, waist height ratio	http://www.ebi.ac.uk/efo/EFO_0007660, http://www.ebi.ac.uk/efo/EFO_0005191	GCST90020173	Genome-wide genotyping array
2023-05-11	37106081	Schoeler T	2023-04-27	Nat Hum Behav	www.ncbi.nlm.nih.gov/pubmed/37106081	Participation bias in the UK Biobank distorts genetic associations and downstream analyses.	Height (standard GWA)	283,749 European ancestry individuals	NA	NR [7296935] (imputed)	671	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90267284	Genome-wide genotyping array
2023-05-11	37106081	Schoeler T	2023-04-27	Nat Hum Behav	www.ncbi.nlm.nih.gov/pubmed/37106081	Participation bias in the UK Biobank distorts genetic associations and downstream analyses.	Height (weighted GWA)	102,215 European ancestry individuals	NA	NR [7296935] (imputed)	161	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90267285	Genome-wide genotyping array
2022-10-11	35970861	Cha MY	2022-08-15	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35970861	Classification of early age facial growth pattern and identification of the genetic basis in two Korean populations.	Facial phenotypes (midendocanthion to pogonion)	272 Korean ancestry individuals	NA	NR [7375270] (imputed)	6	facial height measurement	http://www.ebi.ac.uk/efo/EFO_0007856	GCST90162619	Genome-wide genotyping array
2022-10-11	35970861	Cha MY	2022-08-15	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35970861	Classification of early age facial growth pattern and identification of the genetic basis in two Korean populations.	Facial phenotypes (nasion to pogonion)	272 Korean ancestry individuals	NA	NR [7375270] (imputed)	8	facial height measurement	http://www.ebi.ac.uk/efo/EFO_0007856	GCST90162620	Genome-wide genotyping array
2022-10-11	35970861	Cha MY	2022-08-15	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35970861	Classification of early age facial growth pattern and identification of the genetic basis in two Korean populations.	Facial phenotypes (subnasale to pogonion)	272 Korean ancestry individuals	NA	NR [7375270] (imputed)	6	facial height measurement	http://www.ebi.ac.uk/efo/EFO_0007856	GCST90162621	Genome-wide genotyping array
2022-10-11	35970861	Cha MY	2022-08-15	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35970861	Classification of early age facial growth pattern and identification of the genetic basis in two Korean populations.	Facial phenotypes (left palpebrale fissure height)	272 Korean ancestry individuals	NA	NR [7375270] (imputed)	6	facial height measurement	http://www.ebi.ac.uk/efo/EFO_0007856	GCST90162611	Genome-wide genotyping array
2022-10-11	35970861	Cha MY	2022-08-15	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35970861	Classification of early age facial growth pattern and identification of the genetic basis in two Korean populations.	Facial phenotypes (right palpebrale fissure height)	272 Korean ancestry individuals	NA	NR [7375270] (imputed)	4	facial height measurement	http://www.ebi.ac.uk/efo/EFO_0007856	GCST90162612	Genome-wide genotyping array
2022-10-11	35970861	Cha MY	2022-08-15	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35970861	Classification of early age facial growth pattern and identification of the genetic basis in two Korean populations.	Facial phenotypes (philtrum height)	272 Korean ancestry individuals	NA	NR [7375270] (imputed)	2	facial height measurement	http://www.ebi.ac.uk/efo/EFO_0007856	GCST90162613	Genome-wide genotyping array
2022-10-11	35970861	Cha MY	2022-08-15	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35970861	Classification of early age facial growth pattern and identification of the genetic basis in two Korean populations.	Facial phenotypes (labiale inferius to pogonion)	272 Korean ancestry individuals	NA	NR [7375270] (imputed)	3	facial height measurement	http://www.ebi.ac.uk/efo/EFO_0007856	GCST90162614	Genome-wide genotyping array
2022-10-11	35970861	Cha MY	2022-08-15	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35970861	Classification of early age facial growth pattern and identification of the genetic basis in two Korean populations.	Facial phenotypes (midendocanthion to labiale superius )	272 Korean ancestry individuals	NA	NR [7375270] (imputed)	6	facial height measurement	http://www.ebi.ac.uk/efo/EFO_0007856	GCST90162615	Genome-wide genotyping array
2022-10-11	35970861	Cha MY	2022-08-15	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35970861	Classification of early age facial growth pattern and identification of the genetic basis in two Korean populations.	Facial phenotypes (midendocanthion to subnasale)	272 Korean ancestry individuals	NA	NR [7375270] (imputed)	4	facial height measurement	http://www.ebi.ac.uk/efo/EFO_0007856	GCST90162616	Genome-wide genotyping array
2022-10-11	35970861	Cha MY	2022-08-15	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35970861	Classification of early age facial growth pattern and identification of the genetic basis in two Korean populations.	Facial phenotypes (nasal bridge height)	272 Korean ancestry individuals	NA	NR [7375270] (imputed)	8	facial height measurement	http://www.ebi.ac.uk/efo/EFO_0007856	GCST90162617	Genome-wide genotyping array
2022-10-11	35970861	Cha MY	2022-08-15	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35970861	Classification of early age facial growth pattern and identification of the genetic basis in two Korean populations.	Facial phenotypes (nasal height)	272 Korean ancestry individuals	NA	NR [7375270] (imputed)	3	facial height measurement	http://www.ebi.ac.uk/efo/EFO_0007856	GCST90162618	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Height	360,388 European ancestry individuals, 165,056 East Asian ancestry individuals	NA	Affymetrix, Illumina [20538915] (imputed)	723	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90018959	Genome-wide genotyping array
2023-03-30	36777999	Nam K	2022-10-05	Cell Genom	www.ncbi.nlm.nih.gov/pubmed/36777999	Genome-wide study on 72,298 individuals in Korean biobank data for 76 traits.	Height	72,288 Korean ancestry individuals	NA	NR [8056211] (imputed)	231	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90255411	Genome-wide genotyping array
2023-08-21	37415797	Cho HW	2023-04-25	Forensic Sci Res	www.ncbi.nlm.nih.gov/pubmed/37415797	Effect of genetic variants in <i>UBE2O</i> and <i>TPK1</i> on facial morphology of Koreans.	Facial morphology (Right palpebral fissure height)	4,179 Korean ancestry individuals	NA	NR [8056211] (imputed)	0	facial morphology measurement	http://www.ebi.ac.uk/efo/EFO_0007841	GCST90277924	Genome-wide genotyping array
2023-08-21	37415797	Cho HW	2023-04-25	Forensic Sci Res	www.ncbi.nlm.nih.gov/pubmed/37415797	Effect of genetic variants in <i>UBE2O</i> and <i>TPK1</i> on facial morphology of Koreans.	Facial morphology (Left palpebral fissure height)	4,179 Korean ancestry individuals	NA	NR [8056211] (imputed)	0	facial morphology measurement	http://www.ebi.ac.uk/efo/EFO_0007841	GCST90277925	Genome-wide genotyping array
2023-08-21	37415797	Cho HW	2023-04-25	Forensic Sci Res	www.ncbi.nlm.nih.gov/pubmed/37415797	Effect of genetic variants in <i>UBE2O</i> and <i>TPK1</i> on facial morphology of Koreans.	Facial morphology (Eye ratio of width to height)	4,179 Korean ancestry individuals	NA	NR [8056211] (imputed)	0	facial morphology measurement	http://www.ebi.ac.uk/efo/EFO_0007841	GCST90277935	Genome-wide genotyping array
2023-08-21	37415797	Cho HW	2023-04-25	Forensic Sci Res	www.ncbi.nlm.nih.gov/pubmed/37415797	Effect of genetic variants in <i>UBE2O</i> and <i>TPK1</i> on facial morphology of Koreans.	Facial morphology (Frontal nasal height)	4,179 Korean ancestry individuals	NA	NR [8056211] (imputed)	1	facial morphology measurement	http://www.ebi.ac.uk/efo/EFO_0007841	GCST90277938	Genome-wide genotyping array
2023-08-21	37415797	Cho HW	2023-04-25	Forensic Sci Res	www.ncbi.nlm.nih.gov/pubmed/37415797	Effect of genetic variants in <i>UBE2O</i> and <i>TPK1</i> on facial morphology of Koreans.	Facial morphology (Nasal bridge height)	4,179 Korean ancestry individuals	NA	NR [8056211] (imputed)	0	facial morphology measurement	http://www.ebi.ac.uk/efo/EFO_0007841	GCST90277940	Genome-wide genotyping array
2023-08-21	37415797	Cho HW	2023-04-25	Forensic Sci Res	www.ncbi.nlm.nih.gov/pubmed/37415797	Effect of genetic variants in <i>UBE2O</i> and <i>TPK1</i> on facial morphology of Koreans.	Facial morphology (Nasal tip height)	4,179 Korean ancestry individuals	NA	NR [8056211] (imputed)	0	facial morphology measurement	http://www.ebi.ac.uk/efo/EFO_0007841	GCST90277941	Genome-wide genotyping array
2023-08-21	37415797	Cho HW	2023-04-25	Forensic Sci Res	www.ncbi.nlm.nih.gov/pubmed/37415797	Effect of genetic variants in <i>UBE2O</i> and <i>TPK1</i> on facial morphology of Koreans.	Facial morphology (Upper lip height)	4,179 Korean ancestry individuals	NA	NR [8056211] (imputed)	0	facial morphology measurement	http://www.ebi.ac.uk/efo/EFO_0007841	GCST90277899	Genome-wide genotyping array
2023-08-21	37415797	Cho HW	2023-04-25	Forensic Sci Res	www.ncbi.nlm.nih.gov/pubmed/37415797	Effect of genetic variants in <i>UBE2O</i> and <i>TPK1</i> on facial morphology of Koreans.	Facial morphology (Facial height)	4,179 Korean ancestry individuals	NA	NR [8056211] (imputed)	0	facial morphology measurement	http://www.ebi.ac.uk/efo/EFO_0007841	GCST90277900	Genome-wide genotyping array
2023-08-21	37415797	Cho HW	2023-04-25	Forensic Sci Res	www.ncbi.nlm.nih.gov/pubmed/37415797	Effect of genetic variants in <i>UBE2O</i> and <i>TPK1</i> on facial morphology of Koreans.	Facial morphology (Facial ratio of base width to height)	4,179 Korean ancestry individuals	NA	NR [8056211] (imputed)	0	facial morphology measurement	http://www.ebi.ac.uk/efo/EFO_0007841	GCST90277904	Genome-wide genotyping array
2023-08-21	37415797	Cho HW	2023-04-25	Forensic Sci Res	www.ncbi.nlm.nih.gov/pubmed/37415797	Effect of genetic variants in <i>UBE2O</i> and <i>TPK1</i> on facial morphology of Koreans.	Facial morphology (Facial ratio of chin width to height)	4,179 Korean ancestry individuals	NA	NR [8056211] (imputed)	0	facial morphology measurement	http://www.ebi.ac.uk/efo/EFO_0007841	GCST90277905	Genome-wide genotyping array
2023-08-21	37415797	Cho HW	2023-04-25	Forensic Sci Res	www.ncbi.nlm.nih.gov/pubmed/37415797	Effect of genetic variants in <i>UBE2O</i> and <i>TPK1</i> on facial morphology of Koreans.	Facial morphology (Forehead height)	4,179 Korean ancestry individuals	NA	NR [8056211] (imputed)	0	facial morphology measurement	http://www.ebi.ac.uk/efo/EFO_0007841	GCST90277912	Genome-wide genotyping array
2023-08-21	37415797	Cho HW	2023-04-25	Forensic Sci Res	www.ncbi.nlm.nih.gov/pubmed/37415797	Effect of genetic variants in <i>UBE2O</i> and <i>TPK1</i> on facial morphology of Koreans.	Facial morphology (Lower forehead height)	4,179 Korean ancestry individuals	NA	NR [8056211] (imputed)	0	facial morphology measurement	http://www.ebi.ac.uk/efo/EFO_0007841	GCST90277913	Genome-wide genotyping array
2023-08-21	37415797	Cho HW	2023-04-25	Forensic Sci Res	www.ncbi.nlm.nih.gov/pubmed/37415797	Effect of genetic variants in <i>UBE2O</i> and <i>TPK1</i> on facial morphology of Koreans.	Facial morphology (Upper forehead height)	4,179 Korean ancestry individuals	NA	NR [8056211] (imputed)	0	facial morphology measurement	http://www.ebi.ac.uk/efo/EFO_0007841	GCST90277914	Genome-wide genotyping array
2023-08-21	37415797	Cho HW	2023-04-25	Forensic Sci Res	www.ncbi.nlm.nih.gov/pubmed/37415797	Effect of genetic variants in <i>UBE2O</i> and <i>TPK1</i> on facial morphology of Koreans.	Facial morphology (Brow ridge height)	4,179 Korean ancestry individuals	NA	NR [8056211] (imputed)	0	facial morphology measurement	http://www.ebi.ac.uk/efo/EFO_0007841	GCST90277915	Genome-wide genotyping array
2023-04-11	36779085	Fitzgerald T	2022-08-10	Cell Genom	www.ncbi.nlm.nih.gov/pubmed/36779085	CNest: A novel copy number association discovery method uncovers 862 new associations from 200,629 whole-exome sequence datasets in the UK Biobank.	Standing height (UKB data field 50)	170,757 European ancestry individuals	NA	NR [299582]	0	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST90103380	Exome-wide sequencing
2023-01-04	35773277	Agrawal S	2022-06-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/35773277	Inherited basis of visceral, abdominal subcutaneous and gluteofemoral fat depots.	Visceral adipose tissue volumes (adjusted for BMI and height)	37,641 European ancestry, East Asian ancestry, South Asian ancestry, African ancestry, NR ancestry individuals	NA	Affymetrix [11485690] (imputed)	30	visceral adipose tissue measurement	http://www.ebi.ac.uk/efo/EFO_0004765	GCST90205203	Genome-wide genotyping array
2023-01-04	35773277	Agrawal S	2022-06-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/35773277	Inherited basis of visceral, abdominal subcutaneous and gluteofemoral fat depots.	Abdominal adipose tissue volumes (adjusted for BMI and height)	37,641 European ancestry, East Asian ancestry, South Asian ancestry, African ancestry, NR ancestry individuals	NA	Affymetrix [11485690] (imputed)	21	abdominal adipose tissue measurement	http://www.ebi.ac.uk/efo/EFO_0803316	GCST90205204	Genome-wide genotyping array
2023-01-04	35773277	Agrawal S	2022-06-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/35773277	Inherited basis of visceral, abdominal subcutaneous and gluteofemoral fat depots.	Gluteofemoral adipose tissue volumes (adjusted for BMI and height)	37,641 European ancestry, East Asian ancestry, South Asian ancestry, African ancestry, NR ancestry individuals	NA	Affymetrix [11485690] (imputed)	54	gluteofemoral adipose tissue measurement	http://www.ebi.ac.uk/efo/EFO_0803317	GCST90205205	Genome-wide genotyping array
2023-01-04	35773277	Agrawal S	2022-06-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/35773277	Inherited basis of visceral, abdominal subcutaneous and gluteofemoral fat depots.	Visceral adipose tissue volumes (adjusted for BMI and height)	18,368 European ancestry, East Asian ancestry, South Asian ancestry, African ancestry, NR ancestry males	NA	Affymetrix [11485690] (imputed)	11	visceral adipose tissue measurement	http://www.ebi.ac.uk/efo/EFO_0004765	GCST90205212	Genome-wide genotyping array
2023-01-04	35773277	Agrawal S	2022-06-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/35773277	Inherited basis of visceral, abdominal subcutaneous and gluteofemoral fat depots.	Abdominal adipose tissue volumes (adjusted for BMI and height)	18,368 European ancestry, East Asian ancestry, South Asian ancestry, African ancestry, NR ancestry males	NA	Affymetrix [11485690] (imputed)	8	abdominal adipose tissue measurement	http://www.ebi.ac.uk/efo/EFO_0803316	GCST90205213	Genome-wide genotyping array
2023-01-04	35773277	Agrawal S	2022-06-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/35773277	Inherited basis of visceral, abdominal subcutaneous and gluteofemoral fat depots.	Gluteofemoral adipose tissue volumes (adjusted for BMI and height)	18,368 European ancestry, East Asian ancestry, South Asian ancestry, African ancestry, NR ancestry males	NA	Affymetrix [11485690] (imputed)	12	gluteofemoral adipose tissue measurement	http://www.ebi.ac.uk/efo/EFO_0803317	GCST90205214	Genome-wide genotyping array
