HOG	OG	Gene Tree Parent Clade	Prokka on dataset 1_ faa	Prokka on dataset 2_ faa	Prokka on dataset 3_ faa	Prokka on dataset 4_ faa
N2.HOG0000778	OG0000732	n0			AS2_02129	KD33716_02022
N2.HOG0000779	OG0000733	n0			AS2_02128	KD33716_02021
N2.HOG0000780	OG0000734	n0			AS2_02127	KD33716_02020
N2.HOG0000781	OG0000735	n0			AS2_02126	KD33716_02019
N2.HOG0000782	OG0000736	n0			AS2_02124	KD33716_02017
N2.HOG0000783	OG0000737	n0			AS2_02123	KD33716_02016
N2.HOG0000784	OG0000738	n0			AS2_02121	KD33716_02012
N2.HOG0000785	OG0000739	n0			AS2_02120	KD33716_02011
N2.HOG0000786	OG0000740	n0			AS2_02119	KD33716_02010
N2.HOG0000787	OG0000741	n0			AS2_02118	KD33716_02009
N2.HOG0000788	OG0000742	n0			AS2_02117	KD33716_02008
N2.HOG0000789	OG0000743	n0			AS2_02116	KD33716_02007
N2.HOG0000790	OG0000744	n0			AS2_02115	KD33716_02006
N2.HOG0000791	OG0000745	n0			AS2_02114	KD33716_02005
N2.HOG0000792	OG0000746	n0			AS2_02113	KD33716_02004
N2.HOG0000793	OG0000747	n0			AS2_02112	KD33716_02003
N2.HOG0000794	OG0000748	n0			AS2_02110	KD33716_02001
N2.HOG0000795	OG0000749	n0			AS2_02109	KD33716_02000
N2.HOG0000796	OG0000750	n0			AS2_02108	KD33716_01999
N2.HOG0000797	OG0000751	n0			AS2_02107	KD33716_01998
N2.HOG0000798	OG0000752	n0			AS2_02097	KD33716_01996
N2.HOG0000799	OG0000753	n0			AS2_02095	KD33716_01994
N2.HOG0000800	OG0000754	n0			AS2_02094	KD33716_01993
N2.HOG0000801	OG0000755	n0			AS2_02131	KD33716_02024
N2.HOG0000802	OG0000756	n0			AS2_02093	KD33716_01992
N2.HOG0000803	OG0000757	n0			AS2_02092	KD33716_01991
N2.HOG0000804	OG0000758	n0			AS2_02091	KD33716_01990
N2.HOG0000805	OG0000759	n0			AS2_02090	KD33716_01989
N2.HOG0000806	OG0000760	n0			AS2_02088	KD33716_01988
N2.HOG0000807	OG0000761	n0			AS2_02087	KD33716_01987
N2.HOG0000808	OG0000762	n0			AS2_02086	KD33716_01986
N2.HOG0000809	OG0000763	n0			AS2_02085	KD33716_01985
N2.HOG0000810	OG0000764	n0			AS2_02084	KD33716_01984
N2.HOG0000811	OG0000765	n0			AS2_02082	KD33716_01977
N2.HOG0000812	OG0000766	n0			AS2_02081	KD33716_01976
N2.HOG0000813	OG0000767	n0			AS2_02076	KD33716_01970
N2.HOG0000814	OG0000768	n0			AS2_02075	KD33716_01969
N2.HOG0000815	OG0000769	n0			AS2_02074	KD33716_01968
N2.HOG0000816	OG0000770	n0			AS2_02073	KD33716_01967
N2.HOG0000817	OG0000771	n0			AS2_02072	KD33716_01966
N2.HOG0000818	OG0000772	n0			AS2_02071	KD33716_01965
N2.HOG0000819	OG0000773	n0			AS2_02070	KD33716_01964
N2.HOG0000820	OG0000774	n0			AS2_02069	KD33716_01963
N2.HOG0000821	OG0000775	n0			AS2_02068	KD33716_01962
N2.HOG0000822	OG0000776	n0			AS2_02067	KD33716_01961
N2.HOG0000823	OG0000777	n0			AS2_02066	KD33716_01960
N2.HOG0000824	OG0000778	n0			AS2_02065	KD33716_01959
N2.HOG0000825	OG0000779	n0			AS2_02064	KD33716_01958
N2.HOG0000826	OG0000780	n0			AS2_02063	KD33716_01957
N2.HOG0000827	OG0000781	n0			AS2_02062	KD33716_01956
N2.HOG0000828	OG0000782	n0			AS2_02061	KD33716_01955
N2.HOG0000829	OG0000783	n0			AS2_02060	KD33716_01954
N2.HOG0000830	OG0000784	n0			AS2_02059	KD33716_01953
N2.HOG0000831	OG0000785	n0			AS2_02058	KD33716_01952
N2.HOG0000832	OG0000786	n0			AS2_02057	KD33716_01951
N2.HOG0000833	OG0000787	n0			AS2_02056	KD33716_01950
N2.HOG0000834	OG0000788	n0			AS2_02055	KD33716_01949
N2.HOG0000835	OG0000789	n0			AS2_02054	KD33716_01948
N2.HOG0000836	OG0000790	n0			AS2_02053	KD33716_01947
N2.HOG0000837	OG0000791	n0			AS2_02051	KD33716_01945
N2.HOG0000838	OG0000792	n0			AS2_02042	KD33716_01940
N2.HOG0000839	OG0000793	n0			AS2_02043	KD33716_01941
N2.HOG0000840	OG0000794	n0			AS2_02044	KD33716_01942
N2.HOG0000841	OG0000795	n0			AS2_02041	KD33716_01939
N2.HOG0000842	OG0000796	n0			AS2_02040	KD33716_01938
N2.HOG0000843	OG0000797	n0			AS2_02039	KD33716_01937
N2.HOG0000844	OG0000798	n0			AS2_02038	KD33716_01936
N2.HOG0000845	OG0000799	n0			AS2_02037	KD33716_01935
N2.HOG0000846	OG0000800	n0			AS2_02036	KD33716_01934
N2.HOG0000847	OG0000801	n0			AS2_02035	KD33716_01933
N2.HOG0000848	OG0000802	n0			AS2_02034	KD33716_01932
N2.HOG0000849	OG0000803	n0			AS2_02033	KD33716_01931
N2.HOG0000850	OG0000804	n0			AS2_02032	KD33716_01930
N2.HOG0000851	OG0000805	n0			AS2_02031	KD33716_01929
N2.HOG0000852	OG0000806	n0			AS2_02030	KD33716_01928
N2.HOG0000853	OG0000807	n0			AS2_02029	KD33716_01927
N2.HOG0000854	OG0000808	n0			AS2_02028	KD33716_01926
N2.HOG0000855	OG0000809	n0			AS2_02027	KD33716_01925
N2.HOG0000856	OG0000810	n0			AS2_02026	KD33716_01924
N2.HOG0000857	OG0000811	n0			AS2_02024	KD33716_01923
N2.HOG0000858	OG0000812	n0			AS2_02023	KD33716_01922
N2.HOG0000859	OG0000813	n0			AS2_02022	KD33716_01921
N2.HOG0000860	OG0000814	n0			AS2_02021	KD33716_01920
N2.HOG0000861	OG0000815	n0			AS2_02020	KD33716_01919
N2.HOG0000862	OG0000816	n0			AS2_02019	KD33716_01918
N2.HOG0000863	OG0000817	n0			AS2_02018	KD33716_01917
N2.HOG0000864	OG0000818	n0			AS2_02017	KD33716_01916
N2.HOG0000865	OG0000819	n0			AS2_02016	KD33716_01915
N2.HOG0000866	OG0000820	n0			AS2_02015	KD33716_01914
N2.HOG0000867	OG0000821	n0			AS2_02012	KD33716_01911
N2.HOG0000868	OG0000822	n0			AS2_02011	KD33716_01910
N2.HOG0000869	OG0000823	n0			AS2_02010	KD33716_01908
N2.HOG0000870	OG0000824	n0			AS2_02009	KD33716_01907
N2.HOG0000871	OG0000825	n0			AS2_02008	KD33716_01904
N2.HOG0000872	OG0000826	n0			AS2_02007	KD33716_01903
N2.HOG0000873	OG0000827	n0			AS2_02005	KD33716_01902
N2.HOG0000874	OG0000828	n0			AS2_02004	KD33716_01901
N2.HOG0000875	OG0000829	n0			AS2_02003	KD33716_01900
N2.HOG0000876	OG0000830	n0			AS2_02002	KD33716_01899
N2.HOG0000877	OG0000831	n0			AS2_02001	KD33716_01898
N2.HOG0000878	OG0000832	n0			AS2_02000	KD33716_01897
N2.HOG0000879	OG0000833	n0			AS2_01999	KD33716_01896
N2.HOG0000880	OG0000834	n0			AS2_01997	KD33716_01895
N2.HOG0000881	OG0000835	n0			AS2_01996	KD33716_01894
N2.HOG0000882	OG0000836	n0			AS2_01995	KD33716_01892
N2.HOG0000883	OG0000837	n0			AS2_01991	
N2.HOG0000884	OG0000838	n0			AS2_01990	KD33716_01891
N2.HOG0000885	OG0000839	n0			AS2_01931	KD33716_01883
N2.HOG0000886	OG0000840	n0			AS2_01930	KD33716_01882
N2.HOG0000887	OG0000841	n0			AS2_01929	KD33716_01880
N2.HOG0000888	OG0000842	n0			AS2_01928	KD33716_01879
N2.HOG0000889	OG0000843	n0			AS2_01926	KD33716_01877
N2.HOG0000890	OG0000844	n0			AS2_01925	KD33716_01876
N2.HOG0000891	OG0000845	n0			AS2_01923	KD33716_01872
N2.HOG0000892	OG0000846	n0			AS2_01921	KD33716_01869
N2.HOG0000893	OG0000847	n0			AS2_01920	KD33716_01868
N2.HOG0000894	OG0000848	n0			AS2_01918	KD33716_01866
N2.HOG0000895	OG0000849	n0			AS2_01916	KD33716_01863
N2.HOG0000896	OG0000850	n0			AS2_01914	KD33716_01861
N2.HOG0000897	OG0000851	n0			AS2_01913	KD33716_01860
N2.HOG0000898	OG0000852	n0			AS2_01912	KD33716_01859
N2.HOG0000899	OG0000853	n0			AS2_01911	KD33716_01858
N2.HOG0000900	OG0000854	n0			AS2_01910	KD33716_01857
N2.HOG0000901	OG0000855	n0			AS2_01908	KD33716_01856
N2.HOG0000902	OG0000856	n0			AS2_01907	KD33716_01854
N2.HOG0000903	OG0000857	n0			AS2_01906	KD33716_01853
N2.HOG0000904	OG0000858	n0			AS2_01905	KD33716_01852
N2.HOG0000905	OG0000859	n0			AS2_01904	KD33716_01851
N2.HOG0000906	OG0000860	n0			AS2_01903	KD33716_01850
N2.HOG0000907	OG0000861	n0			AS2_01902	KD33716_01849
N2.HOG0000908	OG0000862	n0			AS2_01901	KD33716_01848
N2.HOG0000909	OG0000863	n0			AS2_01900	KD33716_01847
N2.HOG0000910	OG0000864	n0			AS2_01899	KD33716_01846
N2.HOG0000911	OG0000865	n0			AS2_01898	KD33716_01845
N2.HOG0000912	OG0000866	n0			AS2_01895	KD33716_01842
N2.HOG0000913	OG0000867	n0			AS2_01894	KD33716_01841
N2.HOG0000914	OG0000868	n0			AS2_01893	KD33716_01839
N2.HOG0000915	OG0000869	n0			AS2_01892	KD33716_01838
N2.HOG0000916	OG0000870	n0			AS2_01891	KD33716_01819
N2.HOG0000917	OG0000871	n0			AS2_01890	KD33716_01818
N2.HOG0000918	OG0000872	n0			AS2_01889	KD33716_01817
N2.HOG0000919	OG0000873	n0			AS2_01888	KD33716_01816
N2.HOG0000920	OG0000874	n0			AS2_01887	KD33716_01815
N2.HOG0000921	OG0000875	n0			AS2_01886	KD33716_01814
N2.HOG0000922	OG0000876	n0			AS2_01885	KD33716_01813
N2.HOG0000923	OG0000877	n0			AS2_01884	KD33716_01812
N2.HOG0000924	OG0000878	n0			AS2_01883	KD33716_01810
N2.HOG0000925	OG0000879	n0			AS2_01882	KD33716_01809
N2.HOG0000926	OG0000880	n0			AS2_01874	KD33716_01230
N2.HOG0000927	OG0000881	n0			AS2_01870	KD33716_00705
N2.HOG0000928	OG0000882	n0			AS2_01869	KD33716_01761
N2.HOG0000929	OG0000883	n0			AS2_01868	KD33716_01760
N2.HOG0000930	OG0000884	n0			AS2_01867	KD33716_01763
N2.HOG0000931	OG0000885	n0			AS2_01866	KD33716_01762
N2.HOG0000932	OG0000886	n0			AS2_00782	
N2.HOG0000933	OG0000887	n0			AS2_01865	KD33716_01758
N2.HOG0000934	OG0000888	n0			AS2_01861	KD33716_01751
N2.HOG0000935	OG0000889	n0			AS2_01860	KD33716_01750
N2.HOG0000936	OG0000890	n0			AS2_01859	KD33716_01749
N2.HOG0000937	OG0000891	n0			AS2_01858	KD33716_01745
N2.HOG0000938	OG0000892	n0			AS2_01851	KD33716_01741
N2.HOG0000939	OG0000893	n0			AS2_01850	KD33716_01740
N2.HOG0000940	OG0000894	n0			AS2_01849	KD33716_01739
N2.HOG0000941	OG0000895	n0			AS2_01848	KD33716_01738
N2.HOG0000942	OG0000896	n0			AS2_01847	KD33716_01737
N2.HOG0000943	OG0000897	n0			AS2_01846	KD33716_01736
N2.HOG0000944	OG0000898	n0			AS2_00543	KD33716_01734
N2.HOG0000945	OG0000899	n0			AS2_01845	KD33716_01732
N2.HOG0000946	OG0000900	n0			AS2_01844	KD33716_01731
N2.HOG0000947	OG0000901	n0			AS2_01842	KD33716_01730
N2.HOG0000948	OG0000902	n0			AS2_01841	KD33716_01729
N2.HOG0000949	OG0000903	n0			AS2_01840	KD33716_01728
N2.HOG0000950	OG0000904	n0			AS2_01837	KD33716_01727
N2.HOG0000951	OG0000905	n0			AS2_01836	KD33716_01726
N2.HOG0000952	OG0000906	n0			AS2_01835	KD33716_01725
N2.HOG0000953	OG0000907	n0			AS2_01834	KD33716_01724
N2.HOG0000954	OG0000908	n0			AS2_01829	KD33716_01719
N2.HOG0000955	OG0000909	n0			AS2_01828	KD33716_01718
N2.HOG0000956	OG0000910	n0			AS2_01827	KD33716_01717
N2.HOG0000957	OG0000911	n0			AS2_01826	KD33716_01716
N2.HOG0000958	OG0000912	n0			AS2_01825	KD33716_01715
N2.HOG0000959	OG0000913	n0			AS2_01824	KD33716_01714
N2.HOG0000960	OG0000914	n0			AS2_01823	KD33716_01713
N2.HOG0000961	OG0000915	n0			AS2_01821	KD33716_01710
N2.HOG0000962	OG0000916	n0			AS2_01820	KD33716_01707
N2.HOG0000963	OG0000917	n0			AS2_01819	KD33716_01706
N2.HOG0000964	OG0000918	n0			AS2_01818	KD33716_01705
N2.HOG0000965	OG0000919	n0			AS2_01816	KD33716_01704
N2.HOG0000966	OG0000920	n0			AS2_01815	KD33716_01703
N2.HOG0000967	OG0000921	n0			AS2_01814	KD33716_01702
N2.HOG0000968	OG0000922	n0			AS2_01813	KD33716_01701
N2.HOG0000969	OG0000923	n0			AS2_01812	KD33716_01700
N2.HOG0000970	OG0000924	n0			AS2_01811	KD33716_01699
N2.HOG0000971	OG0000925	n0			AS2_01810	KD33716_01698
N2.HOG0000972	OG0000926	n0			AS2_01808	KD33716_01697
N2.HOG0000973	OG0000927	n0			AS2_01807	KD33716_01696
N2.HOG0000974	OG0000928	n0			AS2_01806	KD33716_01695
N2.HOG0000975	OG0000929	n0			AS2_01805	KD33716_01694
N2.HOG0000976	OG0000930	n0			AS2_01804	KD33716_01693
N2.HOG0000977	OG0000931	n0			AS2_01801	KD33716_01691
N2.HOG0000978	OG0000932	n0			AS2_01800	KD33716_01690
N2.HOG0000979	OG0000933	n0			AS2_01799	KD33716_01689
N2.HOG0000980	OG0000934	n0			AS2_01798	KD33716_01688
N2.HOG0000981	OG0000935	n0			AS2_01797	KD33716_01687
N2.HOG0000982	OG0000936	n0			AS2_01796	KD33716_01686
N2.HOG0000983	OG0000937	n0			AS2_01795	KD33716_01685
N2.HOG0000984	OG0000938	n0			AS2_01794	KD33716_01684
N2.HOG0000985	OG0000939	n0			AS2_01791	KD33716_01682
N2.HOG0000986	OG0000940	n0			AS2_01790	KD33716_01681
N2.HOG0000987	OG0000941	n0			AS2_01789	KD33716_01680
N2.HOG0000988	OG0000942	n0			AS2_01786	KD33716_01678
N2.HOG0000989	OG0000943	n0			AS2_01785	KD33716_01677
N2.HOG0000990	OG0000944	n0			AS2_01783	KD33716_01676
N2.HOG0000991	OG0000945	n0			AS2_01782	KD33716_01675
N2.HOG0000992	OG0000946	n0			AS2_01780	KD33716_01673
N2.HOG0000993	OG0000947	n0			AS2_01779	KD33716_01672
N2.HOG0000994	OG0000948	n0			AS2_01778	KD33716_01671
N2.HOG0000995	OG0000949	n0			AS2_01777	KD33716_01670
N2.HOG0000996	OG0000950	n0			AS2_01774	KD33716_01667
N2.HOG0000997	OG0000951	n0			AS2_01773	KD33716_01666
N2.HOG0000998	OG0000952	n0			AS2_01772	KD33716_01665
N2.HOG0000999	OG0000953	n0			AS2_01771	KD33716_01664
N2.HOG0001000	OG0000954	n0			AS2_01770	KD33716_01663
N2.HOG0001001	OG0000955	n0			AS2_01769	KD33716_01662
N2.HOG0001002	OG0000956	n0			AS2_01767	KD33716_01661
N2.HOG0001003	OG0000957	n0			AS2_01766	KD33716_01660
N2.HOG0001004	OG0000958	n0			AS2_01765	KD33716_01659
N2.HOG0001005	OG0000959	n0			AS2_01764	KD33716_01658
N2.HOG0001006	OG0000960	n0			AS2_01763	KD33716_01657
N2.HOG0001007	OG0000961	n0			AS2_01762	KD33716_01656
N2.HOG0001008	OG0000962	n0			AS2_01761	KD33716_01655
N2.HOG0001009	OG0000963	n0			AS2_01760	KD33716_01654
N2.HOG0001010	OG0000964	n0			AS2_01759	KD33716_01653
N2.HOG0001011	OG0000965	n0			AS2_01758	KD33716_01652
N2.HOG0001012	OG0000966	n0			AS2_01757	KD33716_01651
N2.HOG0001013	OG0000967	n0			AS2_01756	KD33716_01650
N2.HOG0001014	OG0000968	n0			AS2_01755	KD33716_01649
N2.HOG0001015	OG0000969	n0			AS2_01754	KD33716_01648
N2.HOG0001016	OG0000970	n0			AS2_01753	KD33716_01647
N2.HOG0001017	OG0000971	n0			AS2_01752	KD33716_01646
N2.HOG0001018	OG0000972	n0			AS2_01751	KD33716_01645
N2.HOG0001019	OG0000973	n0			AS2_01749	KD33716_01644
N2.HOG0001020	OG0000974	n0			AS2_01748	KD33716_01643
N2.HOG0001021	OG0000975	n0			AS2_01747	KD33716_01642
N2.HOG0001022	OG0000976	n0			AS2_01746	KD33716_01640
N2.HOG0001023	OG0000977	n0			AS2_01744	KD33716_01638
N2.HOG0001024	OG0000978	n0			AS2_01743	KD33716_01637
N2.HOG0001025	OG0000979	n0			AS2_01742	KD33716_01636
N2.HOG0001026	OG0000980	n0			AS2_01741	KD33716_01635
N2.HOG0001027	OG0000981	n0			AS2_01740	KD33716_01634
N2.HOG0001028	OG0000982	n0			AS2_01738	KD33716_01633
N2.HOG0001029	OG0000983	n0			AS2_01736	KD33716_01632
N2.HOG0001030	OG0000984	n0			AS2_01733	KD33716_01631
N2.HOG0001031	OG0000985	n0			AS2_01732	KD33716_01630
N2.HOG0001032	OG0000986	n0			AS2_01731	KD33716_01629
N2.HOG0001033	OG0000987	n0			AS2_01730	KD33716_01628
N2.HOG0001034	OG0000988	n0			AS2_01729	KD33716_01626
N2.HOG0001035	OG0000989	n0			AS2_01728	KD33716_01625
N2.HOG0001036	OG0000990	n0			AS2_01727	KD33716_01624
N2.HOG0001037	OG0000991	n0			AS2_01726	KD33716_01623
N2.HOG0001038	OG0000992	n0			AS2_01723	KD33716_01621
N2.HOG0001039	OG0000993	n0			AS2_01722	KD33716_01620
N2.HOG0001040	OG0000994	n0			AS2_01721	KD33716_01619
N2.HOG0001041	OG0000995	n0			AS2_01720	KD33716_01618
N2.HOG0001042	OG0000996	n0			AS2_01719	KD33716_01617
N2.HOG0001043	OG0000997	n0			AS2_01718	KD33716_01616
N2.HOG0001044	OG0000998	n0			AS2_01717	KD33716_01615
N2.HOG0001045	OG0000999	n0			AS2_01716	KD33716_01614
N2.HOG0001046	OG0001000	n0			AS2_01715	KD33716_01613
N2.HOG0001047	OG0001001	n0			AS2_01714	KD33716_01612
N2.HOG0001048	OG0001002	n0			AS2_01713	KD33716_01611
N2.HOG0001049	OG0001003	n0			AS2_01712	KD33716_01610
N2.HOG0001050	OG0001004	n0			AS2_01711	KD33716_01609
N2.HOG0001051	OG0001005	n0			AS2_01710	KD33716_01608
N2.HOG0001052	OG0001006	n0			AS2_01709	KD33716_01607
N2.HOG0001053	OG0001007	n0			AS2_01706	KD33716_01605
N2.HOG0001054	OG0001008	n0			AS2_01705	KD33716_01604
N2.HOG0001055	OG0001009	n0			AS2_01704	KD33716_01603
N2.HOG0001056	OG0001010	n0			AS2_01703	KD33716_01602
N2.HOG0001057	OG0001011	n0			AS2_01702	KD33716_01601
N2.HOG0001058	OG0001012	n0			AS2_01701	KD33716_01600
N2.HOG0001059	OG0001013	n0			AS2_01700	KD33716_01599
N2.HOG0001060	OG0001014	n0			AS2_01699	KD33716_01598
N2.HOG0001061	OG0001015	n0			AS2_01698	KD33716_01597
N2.HOG0001062	OG0001016	n0			AS2_01697	KD33716_01596
N2.HOG0001063	OG0001017	n0			AS2_01696	KD33716_01595
N2.HOG0001064	OG0001018	n0			AS2_01695	KD33716_01594
N2.HOG0001065	OG0001019	n0			AS2_01693	KD33716_01591
N2.HOG0001066	OG0001020	n0			AS2_01692	KD33716_01590
N2.HOG0001067	OG0001021	n0			AS2_01691	KD33716_01589
N2.HOG0001068	OG0001022	n0			AS2_01690	KD33716_01587
N2.HOG0001069	OG0001023	n0			AS2_01689	KD33716_01586
N2.HOG0001070	OG0001024	n0			AS2_01688	KD33716_01585
N2.HOG0001071	OG0001025	n0			AS2_01687	KD33716_01584
N2.HOG0001072	OG0001026	n0			AS2_01686	KD33716_01583
N2.HOG0001073	OG0001027	n0			AS2_01684	KD33716_01582
N2.HOG0001074	OG0001028	n0			AS2_01683	KD33716_01581
N2.HOG0001075	OG0001029	n0			AS2_01682	KD33716_01580
N2.HOG0001076	OG0001030	n0			AS2_01681	KD33716_01579
N2.HOG0001077	OG0001031	n0			AS2_01680	KD33716_01578
N2.HOG0001078	OG0001032	n0			AS2_01679	KD33716_01577
N2.HOG0001079	OG0001033	n0			AS2_01678	KD33716_01576
N2.HOG0001080	OG0001034	n0			AS2_01677	KD33716_01575
N2.HOG0001081	OG0001035	n0			AS2_01676	KD33716_01574
N2.HOG0001082	OG0001036	n0			AS2_01675	KD33716_01572
N2.HOG0001083	OG0001037	n0			AS2_01674	KD33716_01571
N2.HOG0001084	OG0001038	n0			AS2_01673	KD33716_01570
N2.HOG0001085	OG0001039	n0			AS2_01672	KD33716_01569
N2.HOG0001086	OG0001040	n0			AS2_01671	KD33716_01568
N2.HOG0001087	OG0001041	n0			AS2_01670	KD33716_01567
N2.HOG0001088	OG0001042	n0			AS2_01669	KD33716_01566
N2.HOG0001089	OG0001043	n0			AS2_01668	KD33716_01565
N2.HOG0001090	OG0001044	n0			AS2_01667	KD33716_01564
N2.HOG0001091	OG0001045	n0			AS2_01666	KD33716_01563
N2.HOG0001092	OG0001046	n0			AS2_01664	KD33716_01561
N2.HOG0001093	OG0001047	n0			AS2_01663	KD33716_01560
N2.HOG0001094	OG0001048	n0			AS2_01662	KD33716_01559
N2.HOG0001095	OG0001049	n0			AS2_01661	KD33716_01558
N2.HOG0001096	OG0001050	n0			AS2_01660	KD33716_01557
N2.HOG0001097	OG0001051	n0			AS2_01659	KD33716_01556
N2.HOG0001098	OG0001052	n0			AS2_01658	KD33716_01555
N2.HOG0001099	OG0001053	n0			AS2_01657	KD33716_01554
N2.HOG0001100	OG0001054	n0			AS2_01656	KD33716_01553
N2.HOG0001101	OG0001055	n0			AS2_01654	KD33716_01551
N2.HOG0001102	OG0001056	n0			AS2_01653	KD33716_01550
N2.HOG0001103	OG0001057	n0			AS2_01652	KD33716_01549
N2.HOG0001104	OG0001058	n0			AS2_01651	KD33716_01548
N2.HOG0001105	OG0001059	n0			AS2_01650	KD33716_01547
N2.HOG0001106	OG0001060	n0			AS2_01649	KD33716_01546
N2.HOG0001107	OG0001061	n0			AS2_01648	KD33716_01545
N2.HOG0001108	OG0001062	n0			AS2_01647	KD33716_01544
N2.HOG0001109	OG0001063	n0			AS2_01646	KD33716_01543
N2.HOG0001110	OG0001064	n0			AS2_01645	KD33716_01542
N2.HOG0001111	OG0001065	n0			AS2_01643	KD33716_01540
N2.HOG0001112	OG0001066	n0			AS2_01642	KD33716_01539
N2.HOG0001113	OG0001067	n0			AS2_01641	KD33716_01538
N2.HOG0001114	OG0001068	n0			AS2_01640	KD33716_01537
N2.HOG0001115	OG0001069	n0			AS2_01639	KD33716_01536
N2.HOG0001116	OG0001070	n0			AS2_01638	KD33716_01535
N2.HOG0001117	OG0001071	n0			AS2_01637	KD33716_01534
N2.HOG0001118	OG0001072	n0			AS2_01636	KD33716_01533
N2.HOG0001119	OG0001073	n0			AS2_01635	KD33716_01532
N2.HOG0001120	OG0001074	n0			AS2_01634	KD33716_01531
N2.HOG0001121	OG0001075	n0			AS2_01633	KD33716_01530
N2.HOG0001122	OG0001076	n0			AS2_01632	KD33716_01529
N2.HOG0001123	OG0001077	n0			AS2_01630	KD33716_01528
N2.HOG0001124	OG0001078	n0			AS2_01629	KD33716_01527
N2.HOG0001125	OG0001079	n0			AS2_01628	KD33716_01526
N2.HOG0001126	OG0001080	n0			AS2_00445	KD33716_01525
N2.HOG0001127	OG0001081	n0			AS2_01627	KD33716_01524
N2.HOG0001128	OG0001082	n0			AS2_01626	KD33716_01522
N2.HOG0001129	OG0001083	n0			AS2_01624	KD33716_01521
N2.HOG0001130	OG0001084	n0			AS2_01623	KD33716_01520
N2.HOG0001131	OG0001085	n0			AS2_01622	KD33716_01517
N2.HOG0001132	OG0001086	n0			AS2_01621	KD33716_01516
N2.HOG0001133	OG0001087	n0			AS2_01620	KD33716_01515
N2.HOG0001134	OG0001088	n0			AS2_01619	KD33716_01514
N2.HOG0001135	OG0001089	n0			AS2_01618	KD33716_01513
N2.HOG0001136	OG0001090	n0			AS2_01617	KD33716_01512
N2.HOG0001137	OG0001091	n0			AS2_01616	KD33716_01511
N2.HOG0001138	OG0001092	n0			AS2_01615	KD33716_01510
N2.HOG0001139	OG0001093	n0			AS2_01614	KD33716_01509
N2.HOG0001140	OG0001094	n0			AS2_01613	KD33716_01508
N2.HOG0001141	OG0001095	n0			AS2_01612	KD33716_01507
N2.HOG0001142	OG0001096	n0			AS2_01611	KD33716_01506
N2.HOG0001143	OG0001097	n0			AS2_01610	KD33716_01505
N2.HOG0001144	OG0001098	n0			AS2_01609	KD33716_01504
N2.HOG0001145	OG0001099	n0			AS2_01607	KD33716_01502
N2.HOG0001146	OG0001100	n0			AS2_01606	KD33716_01501
N2.HOG0001147	OG0001101	n0			AS2_01605	KD33716_01500
N2.HOG0001148	OG0001102	n0			AS2_01603	KD33716_01499
N2.HOG0001149	OG0001103	n0			AS2_01602	KD33716_01498
N2.HOG0001150	OG0001104	n0			AS2_01601	KD33716_01497
N2.HOG0001151	OG0001105	n0			AS2_01599	KD33716_01495
N2.HOG0001152	OG0001106	n0			AS2_01598	KD33716_01494
N2.HOG0001153	OG0001107	n0			AS2_01597	KD33716_01493
N2.HOG0001154	OG0001108	n0			AS2_01596	KD33716_01492
N2.HOG0001155	OG0001109	n0			AS2_01595	KD33716_01491
N2.HOG0001156	OG0001110	n0			AS2_01594	KD33716_01490
N2.HOG0001157	OG0001111	n0			AS2_01593	KD33716_01489
N2.HOG0001158	OG0001112	n0			AS2_01592	KD33716_01488
N2.HOG0001159	OG0001113	n0			AS2_01591	KD33716_01487
N2.HOG0001160	OG0001114	n0			AS2_01590	KD33716_01486
N2.HOG0001161	OG0001115	n0			AS2_01589	KD33716_01485
N2.HOG0001162	OG0001116	n0			AS2_01588	KD33716_01484
N2.HOG0001163	OG0001117	n0			AS2_01587	KD33716_01483
N2.HOG0001164	OG0001118	n0			AS2_01585	KD33716_01481
N2.HOG0001165	OG0001119	n0			AS2_01584	KD33716_01480
N2.HOG0001166	OG0001120	n0			AS2_01583	KD33716_01479
N2.HOG0001167	OG0001121	n0			AS2_01582	KD33716_01478
N2.HOG0001168	OG0001122	n0			AS2_01581	KD33716_01477
N2.HOG0001169	OG0001123	n0			AS2_01580	KD33716_01476
N2.HOG0001170	OG0001124	n0			AS2_01579	KD33716_01475
N2.HOG0001171	OG0001125	n0			AS2_01577, AS2_02666	KD33716_01473
N2.HOG0001172	OG0001126	n0			AS2_01576	KD33716_01472
N2.HOG0001173	OG0001127	n0			AS2_01575	KD33716_01471
N2.HOG0001174	OG0001128	n0			AS2_01574	KD33716_01470
N2.HOG0001175	OG0001129	n0			AS2_01572	KD33716_01468
N2.HOG0001176	OG0001130	n0			AS2_01571	KD33716_01467
N2.HOG0001177	OG0001131	n0			AS2_01570	KD33716_01466
N2.HOG0001178	OG0001132	n0			AS2_01569	KD33716_01465
N2.HOG0001179	OG0001133	n0			AS2_01568	KD33716_01464
N2.HOG0001180	OG0001134	n0			AS2_01567	KD33716_01463
N2.HOG0001181	OG0001135	n0			AS2_01566	KD33716_01462
N2.HOG0001182	OG0001136	n0			AS2_01565	KD33716_01461
N2.HOG0001183	OG0001137	n0			AS2_01564	KD33716_01460
N2.HOG0001184	OG0001138	n0			AS2_01563	KD33716_01459
N2.HOG0001185	OG0001139	n0			AS2_01562	KD33716_01458
N2.HOG0001186	OG0001140	n0			AS2_01561	KD33716_01457
