HOG	OG	Gene Tree Parent Clade	Prokka on dataset 1_ faa	Prokka on dataset 2_ faa	Prokka on dataset 3_ faa	Prokka on dataset 4_ faa
N1.HOG0000758	OG0000707	n0	KBS0714_00775	SA211_00506		
N1.HOG0000759	OG0000708	n0	KBS0714_00776	SA211_00507		
N1.HOG0000760	OG0000709	n0	KBS0714_00777	SA211_00508		
N1.HOG0000761	OG0000710	n0	KBS0714_00778	SA211_00509		
N1.HOG0000762	OG0000711	n0	KBS0714_00779	SA211_00510		
N1.HOG0000763	OG0000712	n0	KBS0714_00780	SA211_00511		
N1.HOG0000764	OG0000713	n0	KBS0714_00781	SA211_00512		
N1.HOG0000765	OG0000714	n0	KBS0714_00782	SA211_00513		
N1.HOG0000766	OG0000715	n0	KBS0714_00783	SA211_00514		
N1.HOG0000767	OG0000716	n0	KBS0714_00784	SA211_00515		
N1.HOG0000768	OG0000717	n0	KBS0714_00785	SA211_00516		
N1.HOG0000769	OG0000718	n0	KBS0714_00786	SA211_00517		
N1.HOG0000770	OG0000719	n0	KBS0714_00788	SA211_00519		
N1.HOG0000771	OG0000720	n0	KBS0714_00789	SA211_00520		
N1.HOG0000772	OG0000721	n0	KBS0714_00790	SA211_00521		
N1.HOG0000773	OG0000722	n0	KBS0714_00791	SA211_00522		
N1.HOG0000774	OG0000723	n0	KBS0714_00792	SA211_00523		
N1.HOG0000775	OG0000724	n0	KBS0714_00793	SA211_00524		
N1.HOG0000776	OG0000725	n0	KBS0714_00794	SA211_00525		
N1.HOG0000777	OG0000726	n0	KBS0714_00795	SA211_00526		
N1.HOG0000778	OG0000727	n0	KBS0714_00796	SA211_00527		
N1.HOG0000779	OG0000728	n0	KBS0714_00797	SA211_00528		
N1.HOG0000780	OG0000729	n0	KBS0714_00798	SA211_00529		
N1.HOG0000781	OG0000730	n0	KBS0714_00799	SA211_00530		
N1.HOG0000782	OG0000731	n0	KBS0714_00800	SA211_00531		
N1.HOG0000783	OG0000732	n0	KBS0714_00801	SA211_00532		
N1.HOG0000784	OG0000733	n0	KBS0714_00802	SA211_00533		
N1.HOG0000785	OG0000734	n0	KBS0714_00803	SA211_00534		
N1.HOG0000786	OG0000735	n0	KBS0714_00804	SA211_00535		
N1.HOG0000787	OG0000736	n0	KBS0714_00806	SA211_00537		
N1.HOG0000788	OG0000737	n0	KBS0714_00807	SA211_00538		
N1.HOG0000789	OG0000738	n0	KBS0714_00809	SA211_00541		
N1.HOG0000790	OG0000739	n0	KBS0714_00810	SA211_00542		
N1.HOG0000791	OG0000740	n0	KBS0714_00811	SA211_00543		
N1.HOG0000792	OG0000741	n0	KBS0714_00812	SA211_00544		
N1.HOG0000793	OG0000742	n0	KBS0714_00813	SA211_00545		
N1.HOG0000794	OG0000743	n0	KBS0714_00814	SA211_00546		
N1.HOG0000795	OG0000744	n0	KBS0714_00815	SA211_00547		
N1.HOG0000796	OG0000745	n0	KBS0714_00816	SA211_00548		
N1.HOG0000797	OG0000746	n0	KBS0714_00817	SA211_00549		
N1.HOG0000798	OG0000747	n0	KBS0714_00818	SA211_00550		
N1.HOG0000799	OG0000748	n0	KBS0714_00820	SA211_00552		
N1.HOG0000800	OG0000749	n0	KBS0714_00821	SA211_00553		
N1.HOG0000801	OG0000750	n0	KBS0714_00822	SA211_00554		
N1.HOG0000802	OG0000751	n0	KBS0714_00823	SA211_00555		
N1.HOG0000803	OG0000752	n0	KBS0714_00825	SA211_00557		
N1.HOG0000804	OG0000753	n0	KBS0714_00827	SA211_00559		
N1.HOG0000805	OG0000754	n0	KBS0714_00828	SA211_00560		
N1.HOG0000806	OG0000755	n0	KBS0714_00830	SA211_00562		
N1.HOG0000807	OG0000756	n0	KBS0714_00831	SA211_00563		
N1.HOG0000808	OG0000757	n0	KBS0714_00832	SA211_00564		
N1.HOG0000809	OG0000758	n0	KBS0714_00833	SA211_00565		
N1.HOG0000810	OG0000759	n0	KBS0714_00834	SA211_00566		
N1.HOG0000811	OG0000760	n0	KBS0714_00847	SA211_00569		
N1.HOG0000812	OG0000761	n0	KBS0714_00848	SA211_00570		
N1.HOG0000813	OG0000762	n0	KBS0714_00849	SA211_00571		
N1.HOG0000814	OG0000763	n0	KBS0714_00850	SA211_00572		
N1.HOG0000815	OG0000764	n0	KBS0714_00851	SA211_00573		
N1.HOG0000816	OG0000765	n0	KBS0714_00852	SA211_00574		
N1.HOG0000817	OG0000766	n0	KBS0714_00853	SA211_00575		
N1.HOG0000818	OG0000767	n0	KBS0714_00859	SA211_00581		
N1.HOG0000819	OG0000768	n0	KBS0714_00860	SA211_00582		
N1.HOG0000820	OG0000769	n0	KBS0714_00861	SA211_00583		
N1.HOG0000821	OG0000770	n0	KBS0714_00862	SA211_00584		
N1.HOG0000822	OG0000771	n0	KBS0714_00863	SA211_00585		
N1.HOG0000823	OG0000772	n0	KBS0714_00864	SA211_00586		
N1.HOG0000824	OG0000773	n0	KBS0714_00865	SA211_00587		
N1.HOG0000825	OG0000774	n0	KBS0714_00866	SA211_00588		
N1.HOG0000826	OG0000775	n0	KBS0714_00867	SA211_00589		
N1.HOG0000827	OG0000776	n0	KBS0714_00868	SA211_00590		
N1.HOG0000828	OG0000777	n0	KBS0714_00869	SA211_00591		
N1.HOG0000829	OG0000778	n0	KBS0714_00870	SA211_00592		
N1.HOG0000830	OG0000779	n0	KBS0714_00871	SA211_00593		
N1.HOG0000831	OG0000780	n0	KBS0714_00872	SA211_00594		
N1.HOG0000832	OG0000781	n0	KBS0714_00873	SA211_00595		
N1.HOG0000833	OG0000782	n0	KBS0714_00874	SA211_00596		
N1.HOG0000834	OG0000783	n0	KBS0714_00875	SA211_00597		
N1.HOG0000835	OG0000784	n0	KBS0714_00876	SA211_00598		
N1.HOG0000836	OG0000785	n0	KBS0714_00877	SA211_00599		
N1.HOG0000837	OG0000786	n0	KBS0714_00878	SA211_00600		
N1.HOG0000838	OG0000787	n0	KBS0714_00879	SA211_00601		
N1.HOG0000839	OG0000788	n0	KBS0714_00880	SA211_00602		
N1.HOG0000840	OG0000789	n0	KBS0714_00881	SA211_00603		
N1.HOG0000841	OG0000790	n0	KBS0714_00882	SA211_00604		
N1.HOG0000842	OG0000791	n0	KBS0714_00885	SA211_00607		
N1.HOG0000843	OG0000792	n0	KBS0714_00895	SA211_00617		
N1.HOG0000844	OG0000793	n0	KBS0714_00896	SA211_00618		
N1.HOG0000845	OG0000794	n0	KBS0714_00897	SA211_00619		
N1.HOG0000846	OG0000795	n0	KBS0714_00900	SA211_00620		
N1.HOG0000847	OG0000796	n0	KBS0714_00902	SA211_00621		
N1.HOG0000848	OG0000797	n0	KBS0714_00903	SA211_00622		
N1.HOG0000849	OG0000798	n0	KBS0714_00904	SA211_00623		
N1.HOG0000850	OG0000799	n0	KBS0714_00905	SA211_00624		
N1.HOG0000851	OG0000800	n0	KBS0714_00906	SA211_00625		
N1.HOG0000852	OG0000801	n0	KBS0714_00907	SA211_00626		
N1.HOG0000853	OG0000802	n0	KBS0714_00908	SA211_00627		
N1.HOG0000854	OG0000803	n0	KBS0714_00909	SA211_00628		
N1.HOG0000855	OG0000804	n0	KBS0714_00910	SA211_00629		
N1.HOG0000856	OG0000805	n0	KBS0714_00911	SA211_00630		
N1.HOG0000857	OG0000806	n0	KBS0714_00912	SA211_00631		
N1.HOG0000858	OG0000807	n0	KBS0714_00913	SA211_00632		
N1.HOG0000859	OG0000808	n0	KBS0714_00914	SA211_00633		
N1.HOG0000860	OG0000809	n0	KBS0714_00915	SA211_00634		
N1.HOG0000861	OG0000810	n0	KBS0714_00916	SA211_00635		
N1.HOG0000862	OG0000811	n0	KBS0714_00917	SA211_00636		
N1.HOG0000863	OG0000812	n0	KBS0714_00918	SA211_00637		
N1.HOG0000864	OG0000813	n0	KBS0714_00919	SA211_00638		
N1.HOG0000865	OG0000814	n0	KBS0714_00920	SA211_00639		
N1.HOG0000866	OG0000815	n0	KBS0714_00921	SA211_00640		
N1.HOG0000867	OG0000816	n0	KBS0714_00922	SA211_00641		
N1.HOG0000868	OG0000817	n0	KBS0714_00923	SA211_00642		
N1.HOG0000869	OG0000818	n0	KBS0714_00924	SA211_00643		
N1.HOG0000870	OG0000819	n0	KBS0714_00925	SA211_00644		
N1.HOG0000871	OG0000820	n0	KBS0714_00926	SA211_00645		
N1.HOG0000872	OG0000821	n0	KBS0714_00928	SA211_00647		
N1.HOG0000873	OG0000822	n0	KBS0714_00929	SA211_00648		
N1.HOG0000874	OG0000823	n0	KBS0714_00930	SA211_00649		
N1.HOG0000875	OG0000824	n0	KBS0714_00931	SA211_00650		
N1.HOG0000876	OG0000825	n0	KBS0714_00932	SA211_00651		
N1.HOG0000877	OG0000826	n0	KBS0714_00933	SA211_00652		
N1.HOG0000878	OG0000827	n0	KBS0714_00934	SA211_00653		
N1.HOG0000879	OG0000828	n0	KBS0714_00935	SA211_00654		
N1.HOG0000880	OG0000829	n0	KBS0714_00936	SA211_00655		
N1.HOG0000881	OG0000830	n0	KBS0714_00937	SA211_00656		
N1.HOG0000882	OG0000831	n0	KBS0714_00938	SA211_00657		
N1.HOG0000883	OG0000832	n0	KBS0714_00939	SA211_00658		
N1.HOG0000884	OG0000833	n0	KBS0714_00940	SA211_00659		
N1.HOG0000885	OG0000834	n0	KBS0714_00941	SA211_00660		
N1.HOG0000886	OG0000835	n0	KBS0714_00942	SA211_00661		
N1.HOG0000887	OG0000836	n0	KBS0714_00943	SA211_00662		
N1.HOG0000888	OG0000837	n0	KBS0714_00946	SA211_01109, SA211_00665		
N1.HOG0000889	OG0000838	n0	KBS0714_00947	SA211_00666		
N1.HOG0000890	OG0000839	n0	KBS0714_00956	SA211_00669		
N1.HOG0000891	OG0000840	n0	KBS0714_00957	SA211_00670		
N1.HOG0000892	OG0000841	n0	KBS0714_00959	SA211_00672		
N1.HOG0000893	OG0000842	n0	KBS0714_00960	SA211_00673		
N1.HOG0000894	OG0000843	n0	KBS0714_00962	SA211_00675		
N1.HOG0000895	OG0000844	n0	KBS0714_00963	SA211_00676		
N1.HOG0000896	OG0000845	n0	KBS0714_00964	SA211_00677		
N1.HOG0000897	OG0000846	n0	KBS0714_00966	SA211_00679		
N1.HOG0000898	OG0000847	n0	KBS0714_00967	SA211_00680		
N1.HOG0000899	OG0000848	n0	KBS0714_00972	SA211_00685		
N1.HOG0000900	OG0000849	n0	KBS0714_00974	SA211_00688		
N1.HOG0000901	OG0000850	n0	KBS0714_00976	SA211_00690		
N1.HOG0000902	OG0000851	n0	KBS0714_00977	SA211_00691		
N1.HOG0000903	OG0000852	n0	KBS0714_00978	SA211_00692		
N1.HOG0000904	OG0000853	n0	KBS0714_00979	SA211_00693		
N1.HOG0000905	OG0000854	n0	KBS0714_00980	SA211_00694		
N1.HOG0000906	OG0000855	n0	KBS0714_00981	SA211_00695		
N1.HOG0000907	OG0000856	n0	KBS0714_00982	SA211_00696		
N1.HOG0000908	OG0000857	n0	KBS0714_00983	SA211_00697		
N1.HOG0000909	OG0000858	n0	KBS0714_00984	SA211_00698		
N1.HOG0000910	OG0000859	n0	KBS0714_00985	SA211_00699		
N1.HOG0000911	OG0000860	n0	KBS0714_00986	SA211_00700		
N1.HOG0000912	OG0000861	n0	KBS0714_00987	SA211_00701		
N1.HOG0000913	OG0000862	n0	KBS0714_00988	SA211_00702		
N1.HOG0000914	OG0000863	n0	KBS0714_00989	SA211_00703		
N1.HOG0000915	OG0000864	n0	KBS0714_00990	SA211_00704		
N1.HOG0000916	OG0000865	n0	KBS0714_00991	SA211_00705		
N1.HOG0000917	OG0000866	n0	KBS0714_00994	SA211_00708		
N1.HOG0000918	OG0000867	n0	KBS0714_00995	SA211_00709		
N1.HOG0000919	OG0000868	n0	KBS0714_00997	SA211_00711		
N1.HOG0000920	OG0000869	n0	KBS0714_00998	SA211_00712		
N1.HOG0000921	OG0000870	n0	KBS0714_00999	SA211_00713		
N1.HOG0000922	OG0000871	n0	KBS0714_01000	SA211_00714		
N1.HOG0000923	OG0000872	n0	KBS0714_01001	SA211_00715		
N1.HOG0000924	OG0000873	n0	KBS0714_01002	SA211_00716		
N1.HOG0000925	OG0000874	n0	KBS0714_01003	SA211_00717		
N1.HOG0000926	OG0000875	n0	KBS0714_01004	SA211_00718		
N1.HOG0000927	OG0000876	n0	KBS0714_01005	SA211_00719		
N1.HOG0000928	OG0000877	n0	KBS0714_01006	SA211_00720		
N1.HOG0000929	OG0000878	n0	KBS0714_01007	SA211_00721		
N1.HOG0000930	OG0000879	n0	KBS0714_01008	SA211_00722		
N1.HOG0000931	OG0000880	n0	KBS0714_01014	SA211_00728		
N1.HOG0000932	OG0000881	n0	KBS0714_01017	SA211_00731		
N1.HOG0000933	OG0000882	n0	KBS0714_01018	SA211_00732		
N1.HOG0000934	OG0000883	n0	KBS0714_01019	SA211_00733		
N1.HOG0000935	OG0000884	n0	KBS0714_01020	SA211_00734		
N1.HOG0000936	OG0000885	n0	KBS0714_01021	SA211_00735		
N1.HOG0000937	OG0000886	n0	KBS0714_01022	SA211_00736, SA211_00737		
N1.HOG0000938	OG0000887	n0	KBS0714_01023	SA211_00738		
N1.HOG0000939	OG0000888	n0	KBS0714_01024	SA211_00739		
N1.HOG0000940	OG0000889	n0	KBS0714_01025	SA211_00740		
N1.HOG0000941	OG0000890	n0	KBS0714_01026	SA211_00741		
N1.HOG0000942	OG0000891	n0	KBS0714_01027	SA211_00742		
N1.HOG0000943	OG0000892	n0	KBS0714_01031	SA211_00746		
N1.HOG0000944	OG0000893	n0	KBS0714_01032	SA211_00747		
N1.HOG0000945	OG0000894	n0	KBS0714_01035	SA211_00748		
N1.HOG0000946	OG0000895	n0	KBS0714_01036	SA211_00749		
N1.HOG0000947	OG0000896	n0	KBS0714_01037	SA211_00750		
N1.HOG0000948	OG0000897	n0	KBS0714_01039	SA211_00752		
N1.HOG0000949	OG0000898	n0	KBS0714_01043	SA211_00756		
N1.HOG0000950	OG0000899	n0	KBS0714_01044	SA211_00757		
N1.HOG0000951	OG0000900	n0	KBS0714_01045	SA211_00758		
N1.HOG0000952	OG0000901	n0	KBS0714_01046	SA211_00759		
N1.HOG0000953	OG0000902	n0	KBS0714_01047	SA211_00760		
N1.HOG0000954	OG0000903	n0	KBS0714_01048	SA211_00761		
N1.HOG0000955	OG0000904	n0	KBS0714_01049	SA211_00762		
N1.HOG0000956	OG0000905	n0	KBS0714_01050	SA211_00763		
N1.HOG0000957	OG0000906	n0	KBS0714_01051	SA211_00764		
N1.HOG0000958	OG0000907	n0	KBS0714_01052	SA211_00765		
N1.HOG0000959	OG0000908	n0	KBS0714_01057	SA211_00776		
N1.HOG0000960	OG0000909	n0	KBS0714_01058	SA211_00777		
N1.HOG0000961	OG0000910	n0	KBS0714_01059	SA211_00778		
N1.HOG0000962	OG0000911	n0	KBS0714_01060	SA211_00779		
N1.HOG0000963	OG0000912	n0	KBS0714_01061	SA211_00780		
N1.HOG0000964	OG0000913	n0	KBS0714_01062	SA211_00781		
N1.HOG0000965	OG0000914	n0	KBS0714_01063	SA211_00782		
N1.HOG0000966	OG0000915	n0	KBS0714_01066	SA211_00785		
N1.HOG0000967	OG0000916	n0	KBS0714_01078	SA211_00797		
N1.HOG0000968	OG0000917	n0	KBS0714_01079	SA211_00798		
N1.HOG0000969	OG0000918	n0	KBS0714_01080	SA211_00799		
N1.HOG0000970	OG0000919	n0	KBS0714_01081	SA211_00800		
N1.HOG0000971	OG0000920	n0	KBS0714_01082	SA211_00801		
N1.HOG0000972	OG0000921	n0	KBS0714_01083	SA211_00802		
N1.HOG0000973	OG0000922	n0	KBS0714_01084	SA211_00803		
N1.HOG0000974	OG0000923	n0	KBS0714_01085	SA211_00804		
N1.HOG0000975	OG0000924	n0	KBS0714_01086	SA211_00805		
N1.HOG0000976	OG0000925	n0	KBS0714_01087	SA211_00806		
N1.HOG0000977	OG0000926	n0	KBS0714_01088	SA211_00807		
N1.HOG0000978	OG0000927	n0	KBS0714_01089	SA211_00808		
N1.HOG0000979	OG0000928	n0	KBS0714_01090	SA211_00809		
N1.HOG0000980	OG0000929	n0	KBS0714_01091	SA211_00810		
N1.HOG0000981	OG0000930	n0	KBS0714_01092	SA211_00811		
N1.HOG0000982	OG0000931	n0	KBS0714_01094	SA211_00813		
N1.HOG0000983	OG0000932	n0	KBS0714_01095	SA211_00814		
N1.HOG0000984	OG0000933	n0	KBS0714_01096	SA211_00815		
N1.HOG0000985	OG0000934	n0	KBS0714_01097	SA211_00816		
N1.HOG0000986	OG0000935	n0	KBS0714_01098	SA211_00817		
N1.HOG0000987	OG0000936	n0	KBS0714_01099	SA211_00818		
N1.HOG0000988	OG0000937	n0	KBS0714_01100	SA211_00819		
N1.HOG0000989	OG0000938	n0	KBS0714_01101	SA211_00820		
N1.HOG0000990	OG0000939	n0	KBS0714_01103	SA211_00822		
N1.HOG0000991	OG0000940	n0	KBS0714_01104	SA211_00823		
N1.HOG0000992	OG0000941	n0	KBS0714_01105	SA211_00824		
N1.HOG0000993	OG0000942	n0	KBS0714_01107	SA211_00826		
N1.HOG0000994	OG0000943	n0	KBS0714_01108	SA211_00827		
N1.HOG0000995	OG0000944	n0	KBS0714_01109	SA211_00828		
N1.HOG0000996	OG0000945	n0	KBS0714_01110	SA211_00829		
N1.HOG0000997	OG0000946	n0	KBS0714_01113	SA211_00832		
N1.HOG0000998	OG0000947	n0	KBS0714_01114	SA211_00833		
N1.HOG0000999	OG0000948	n0	KBS0714_01115	SA211_00834		
N1.HOG0001000	OG0000949	n0	KBS0714_01116	SA211_00835		
N1.HOG0001001	OG0000950	n0	KBS0714_01119	SA211_00838		
N1.HOG0001002	OG0000951	n0	KBS0714_01120	SA211_00839		
N1.HOG0001003	OG0000952	n0	KBS0714_01121	SA211_00840		
N1.HOG0001004	OG0000953	n0	KBS0714_01122	SA211_00841		
N1.HOG0001005	OG0000954	n0	KBS0714_01123	SA211_00842		
N1.HOG0001006	OG0000955	n0	KBS0714_01124	SA211_00843		
N1.HOG0001007	OG0000956	n0	KBS0714_01125	SA211_00844		
N1.HOG0001008	OG0000957	n0	KBS0714_01126	SA211_00845		
N1.HOG0001009	OG0000958	n0	KBS0714_01127	SA211_00846		
N1.HOG0001010	OG0000959	n0	KBS0714_01128	SA211_00847		
N1.HOG0001011	OG0000960	n0	KBS0714_01129	SA211_00848		
N1.HOG0001012	OG0000961	n0	KBS0714_01130	SA211_00849		
N1.HOG0001013	OG0000962	n0	KBS0714_01131	SA211_00850		
N1.HOG0001014	OG0000963	n0	KBS0714_01132	SA211_00851		
N1.HOG0001015	OG0000964	n0	KBS0714_01133	SA211_00852		
N1.HOG0001016	OG0000965	n0	KBS0714_01134	SA211_00853		
N1.HOG0001017	OG0000966	n0	KBS0714_01135	SA211_00854		
N1.HOG0001018	OG0000967	n0	KBS0714_01136	SA211_00855		
N1.HOG0001019	OG0000968	n0	KBS0714_01137	SA211_00856		
N1.HOG0001020	OG0000969	n0	KBS0714_01138	SA211_00857		
N1.HOG0001021	OG0000970	n0	KBS0714_01139	SA211_00858		
N1.HOG0001022	OG0000971	n0	KBS0714_01140	SA211_00859		
N1.HOG0001023	OG0000972	n0	KBS0714_01141	SA211_00860		
N1.HOG0001024	OG0000973	n0	KBS0714_01142	SA211_00861		
N1.HOG0001025	OG0000974	n0	KBS0714_01143	SA211_00862		
N1.HOG0001026	OG0000975	n0	KBS0714_01144	SA211_00863		
N1.HOG0001027	OG0000976	n0	KBS0714_01146	SA211_00865		
N1.HOG0001028	OG0000977	n0	KBS0714_01148	SA211_00867		
N1.HOG0001029	OG0000978	n0	KBS0714_01149	SA211_00868		
N1.HOG0001030	OG0000979	n0	KBS0714_01150	SA211_00869		
N1.HOG0001031	OG0000980	n0	KBS0714_01151	SA211_00870		
N1.HOG0001032	OG0000981	n0	KBS0714_01152	SA211_00871		
N1.HOG0001033	OG0000982	n0	KBS0714_01153	SA211_00872		
N1.HOG0001034	OG0000983	n0	KBS0714_01154	SA211_00873		
N1.HOG0001035	OG0000984	n0	KBS0714_01156	SA211_00875		
N1.HOG0001036	OG0000985	n0	KBS0714_01157	SA211_00876		
N1.HOG0001037	OG0000986	n0	KBS0714_01158	SA211_00877		
N1.HOG0001038	OG0000987	n0	KBS0714_01159	SA211_00878		
N1.HOG0001039	OG0000988	n0	KBS0714_01161	SA211_00880		
N1.HOG0001040	OG0000989	n0	KBS0714_01162	SA211_00881		
N1.HOG0001041	OG0000990	n0	KBS0714_01163	SA211_00882		
N1.HOG0001042	OG0000991	n0	KBS0714_01164	SA211_00883		
N1.HOG0001043	OG0000992	n0	KBS0714_01166	SA211_00885		
N1.HOG0001044	OG0000993	n0	KBS0714_01167	SA211_00886		
N1.HOG0001045	OG0000994	n0	KBS0714_01168	SA211_00887		
N1.HOG0001046	OG0000995	n0	KBS0714_01169	SA211_00888		
N1.HOG0001047	OG0000996	n0	KBS0714_01170	SA211_00889		
N1.HOG0001048	OG0000997	n0	KBS0714_01171	SA211_00890		
N1.HOG0001049	OG0000998	n0	KBS0714_01172	SA211_00891		
N1.HOG0001050	OG0000999	n0	KBS0714_01173	SA211_00892		
N1.HOG0001051	OG0001000	n0	KBS0714_01174	SA211_00893		
N1.HOG0001052	OG0001001	n0	KBS0714_01175	SA211_00894		
N1.HOG0001053	OG0001002	n0	KBS0714_01176	SA211_00895		
N1.HOG0001054	OG0001003	n0	KBS0714_01177	SA211_00896		
N1.HOG0001055	OG0001004	n0	KBS0714_01178	SA211_00897		
N1.HOG0001056	OG0001005	n0	KBS0714_01179	SA211_00898		
N1.HOG0001057	OG0001006	n0	KBS0714_01180	SA211_00899		
N1.HOG0001058	OG0001007	n0	KBS0714_01182	SA211_00901		
N1.HOG0001059	OG0001008	n0	KBS0714_01183	SA211_00902		
N1.HOG0001060	OG0001009	n0	KBS0714_01184	SA211_00903		
N1.HOG0001061	OG0001010	n0	KBS0714_01185	SA211_00904		
N1.HOG0001062	OG0001011	n0	KBS0714_01186	SA211_00905		
N1.HOG0001063	OG0001012	n0	KBS0714_01187	SA211_00906		
N1.HOG0001064	OG0001013	n0	KBS0714_01188	SA211_00907		
N1.HOG0001065	OG0001014	n0	KBS0714_01189	SA211_00908		
N1.HOG0001066	OG0001015	n0	KBS0714_01190	SA211_00909		
N1.HOG0001067	OG0001016	n0	KBS0714_01191	SA211_00910		
N1.HOG0001068	OG0001017	n0	KBS0714_01192	SA211_00911		
N1.HOG0001069	OG0001018	n0	KBS0714_01193	SA211_00912		
N1.HOG0001070	OG0001019	n0	KBS0714_01194	SA211_00914		
N1.HOG0001071	OG0001020	n0	KBS0714_01195	SA211_00915		
N1.HOG0001072	OG0001021	n0	KBS0714_01196	SA211_00916		
N1.HOG0001073	OG0001022	n0	KBS0714_01197	SA211_00917		
N1.HOG0001074	OG0001023	n0	KBS0714_01198	SA211_00918		
N1.HOG0001075	OG0001024	n0	KBS0714_01199	SA211_00919		
N1.HOG0001076	OG0001025	n0	KBS0714_01200	SA211_00920		
N1.HOG0001077	OG0001026	n0	KBS0714_01201	SA211_00921		
N1.HOG0001078	OG0001027	n0	KBS0714_01203	SA211_00922		
N1.HOG0001079	OG0001028	n0	KBS0714_01204	SA211_00923		
N1.HOG0001080	OG0001029	n0	KBS0714_01205	SA211_00924		
N1.HOG0001081	OG0001030	n0	KBS0714_01206	SA211_00925		
N1.HOG0001082	OG0001031	n0	KBS0714_01207	SA211_00926		
N1.HOG0001083	OG0001032	n0	KBS0714_01208	SA211_00927		
N1.HOG0001084	OG0001033	n0	KBS0714_01209	SA211_00928		
N1.HOG0001085	OG0001034	n0	KBS0714_01210	SA211_00929		
N1.HOG0001086	OG0001035	n0	KBS0714_01211	SA211_00930		
N1.HOG0001087	OG0001036	n0	KBS0714_01213	SA211_00932		
N1.HOG0001088	OG0001037	n0	KBS0714_01214	SA211_00933		
N1.HOG0001089	OG0001038	n0	KBS0714_01215	SA211_00934		
N1.HOG0001090	OG0001039	n0	KBS0714_01216	SA211_00935		
N1.HOG0001091	OG0001040	n0	KBS0714_01217	SA211_00936		
N1.HOG0001092	OG0001041	n0	KBS0714_01218	SA211_00937		
N1.HOG0001093	OG0001042	n0	KBS0714_01219	SA211_00938		
N1.HOG0001094	OG0001043	n0	KBS0714_01220	SA211_00939		
N1.HOG0001095	OG0001044	n0	KBS0714_01221	SA211_00940		
N1.HOG0001096	OG0001045	n0	KBS0714_01222	SA211_00941		
N1.HOG0001097	OG0001046	n0	KBS0714_01224	SA211_00943		
N1.HOG0001098	OG0001047	n0	KBS0714_01225	SA211_00944		
N1.HOG0001099	OG0001048	n0	KBS0714_01226	SA211_00945		
N1.HOG0001100	OG0001049	n0	KBS0714_01227	SA211_00946		
N1.HOG0001101	OG0001050	n0	KBS0714_01228	SA211_00947		
N1.HOG0001102	OG0001051	n0	KBS0714_01229	SA211_00948		
N1.HOG0001103	OG0001052	n0	KBS0714_01230	SA211_00949		
N1.HOG0001104	OG0001053	n0	KBS0714_01231	SA211_00950		
N1.HOG0001105	OG0001054	n0	KBS0714_01232	SA211_00951		
N1.HOG0001106	OG0001055	n0	KBS0714_01234	SA211_00953		
N1.HOG0001107	OG0001056	n0	KBS0714_01235	SA211_00954		
N1.HOG0001108	OG0001057	n0	KBS0714_01236	SA211_00955		
N1.HOG0001109	OG0001058	n0	KBS0714_01237	SA211_00956		
N1.HOG0001110	OG0001059	n0	KBS0714_01238	SA211_00957		
N1.HOG0001111	OG0001060	n0	KBS0714_01239	SA211_00958		
N1.HOG0001112	OG0001061	n0	KBS0714_01240	SA211_00959		
N1.HOG0001113	OG0001062	n0	KBS0714_01241	SA211_00960		
N1.HOG0001114	OG0001063	n0	KBS0714_01242	SA211_00961		
N1.HOG0001115	OG0001064	n0	KBS0714_01243	SA211_00962		
N1.HOG0001116	OG0001065	n0	KBS0714_01245	SA211_00964		
N1.HOG0001117	OG0001066	n0	KBS0714_01246	SA211_00965		
N1.HOG0001118	OG0001067	n0	KBS0714_01247	SA211_00966		
N1.HOG0001119	OG0001068	n0	KBS0714_01248	SA211_00967		
N1.HOG0001120	OG0001069	n0	KBS0714_01249	SA211_00968		
N1.HOG0001121	OG0001070	n0	KBS0714_01250	SA211_00969		
N1.HOG0001122	OG0001071	n0	KBS0714_01251	SA211_00970		
N1.HOG0001123	OG0001072	n0	KBS0714_01252	SA211_00971		
N1.HOG0001124	OG0001073	n0	KBS0714_01253	SA211_00972		
N1.HOG0001125	OG0001074	n0	KBS0714_01254	SA211_00973		
N1.HOG0001126	OG0001075	n0	KBS0714_01255	SA211_00974		
N1.HOG0001127	OG0001076	n0	KBS0714_01256	SA211_00975		
N1.HOG0001128	OG0001077	n0	KBS0714_01257	SA211_00976		
N1.HOG0001129	OG0001078	n0	KBS0714_01258	SA211_00977		
N1.HOG0001130	OG0001079	n0	KBS0714_01259	SA211_00978		
N1.HOG0001131	OG0001080	n0	KBS0714_01260	SA211_00979		
N1.HOG0001132	OG0001081	n0	KBS0714_01261	SA211_00980		
N1.HOG0001133	OG0001082	n0	KBS0714_01262	SA211_00981		
N1.HOG0001134	OG0001083	n0	KBS0714_01263	SA211_00982		
N1.HOG0001135	OG0001084	n0	KBS0714_01264	SA211_00983		
N1.HOG0001136	OG0001085	n0	KBS0714_01265	SA211_00984		
N1.HOG0001137	OG0001086	n0	KBS0714_01266	SA211_00985		
N1.HOG0001138	OG0001087	n0	KBS0714_01267	SA211_00986		
N1.HOG0001139	OG0001088	n0	KBS0714_01268	SA211_00987		
N1.HOG0001140	OG0001089	n0	KBS0714_01269	SA211_00988		
N1.HOG0001141	OG0001090	n0	KBS0714_01270	SA211_00989		
N1.HOG0001142	OG0001091	n0	KBS0714_01271	SA211_00990		
N1.HOG0001143	OG0001092	n0	KBS0714_01272	SA211_00991		
