Best marker	Cell type
.	Endodermis
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
TraesCS4D03G0092300	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
TraesCS7D03G0195000	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
TraesCS3D03G1070900	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
TraesCS6D03G0633900	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
TraesCS6D03G0242900	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Endodermis
.	Phloem
TraesCS5A03G0505600	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
TraesCS6B03G0063600	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
TraesCS5D03G0769300	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
TraesCS1D03G0004300	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
TraesCS1D03G0216800	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
TraesCS2D03G0603700	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
TraesCS1A03G1030600	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
TraesCS2B03G1440200	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
TraesCS7B03G0990200	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
TraesCS1A03G0531400	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
TraesCS1B03G0050600	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
TraesCS7D03G1266100	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Cortex
.	Cortex
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Root cap
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Epidermis
.	Xylem
.	Endodermis
.	Phloem
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Cortex
.	Cortex
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Cortex
.	Cortex
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Endodermis
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Phloem
.	Cortex
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Pericycle
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Epidermis
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Pericycle
.	Phloem
.	Cortex
.	Epidermis
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Phloem
.	Cortex
.	Root cap
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
.	Root cap
.	Xylem
.	Pericycle
.	Endodermis
.	Phloem
.	Cortex
.	Epidermis
