"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_002008305_4","GCF_003691675_1","GCF_005280335_1","GCF_020097155_1"
"ccs1_1","","Cytochrome c biogenesis protein Ccs1","1","1","1","1","6462","1","541","","821","821","821","","","MICAS2_00397",""
"group_2994","resA_1","Thiol-disulfide oxidoreductase ResA","1","1","1","1","6463","1","542","","653","653","653","","","MICAS2_00398",""
"group_2996","","hypothetical protein","1","1","1","1","6498","1","720","","161","161","161","","","MICAS2_00415",""
"group_2997","","hypothetical protein","1","1","1","1","6499","1","719","","497","497","497","","","MICAS2_00417",""
"group_2998","gyrA_1","DNA gyrase subunit A","1","1","1","1","6500","1","718","","2789","2789","2789","","","MICAS2_00418",""
"group_2999","gyrB_1","DNA gyrase subunit B","1","1","1","1","6501","1","717","","2111","2111","2111","","","MICAS2_00419",""
"group_3","","IS481 family transposase ISKrh2","1","1","1","1","409","14","42","","965","965","965","","MICSA211_01821","",""
"group_30","","IS5 family transposase ISBli8","1","1","1","1","4325","9","3","","446","446","446","","MICSA211_01658","",""
"group_300","","IS3 family transposase IS3501","1","1","1","1","6655","19","16","","851","851","851","","","","MICKD33716_00415"
"recF_1","","DNA replication and repair protein RecF","1","1","1","1","133","1","715","","1295","1295","1295","","","MICAS2_00421",""
"group_3001","dnaA","Chromosomal replication initiator protein DnaA","1","1","1","1","6513","1","712","","1550","1550","1550","","","MICAS2_00423",""
"group_3002","rnpA","Ribonuclease P protein component","1","1","1","1","6608","24","1","","401","401","401","","","MICAS2_00425",""
"group_3004","","hypothetical protein","1","1","1","1","103","24","13","","644","644","644","","","MICAS2_00428",""
"group_3005","rsmG","Ribosomal RNA small subunit methyltransferase G","1","1","1","1","104","24","14","","725","725","725","","","MICAS2_00429",""
"group_3006","soj","Sporulation initiation inhibitor protein Soj","1","1","1","1","105","24","15","","944","944","944","","","MICAS2_00430",""
"group_3007","","hypothetical protein","1","1","1","1","106","24","16","","815","815","815","","","MICAS2_00431",""
"noc_1","","Nucleoid occlusion protein","1","1","1","1","107","24","17","","1421","1421","1421","","","MICAS2_00432",""
"group_3009","trxA","Thioredoxin","1","1","1","1","108","24","18","","323","323","323","","","MICAS2_00433",""
"group_301","","IS30 family transposase ISPfr9","1","1","1","1","4143","1","1918","","1442","1442","1442","","","MICAS2_00734",""
"trxB_1","","Thioredoxin reductase","1","1","1","1","109","24","19","","1001","1001","1001","","","MICAS2_00434",""
"group_3011","","hypothetical protein","1","1","1","1","110","24","20","","1220","1220","1220","","","MICAS2_00435",""
"group_3012","murJ","lipid II flippase MurJ","1","1","1","1","111","24","21","","2510","2510","2510","","","MICAS2_00436",""
"group_3013","cca","CCA-adding enzyme","1","1","1","1","112","24","43","","1451","1451","1451","","","MICAS2_00437",""
"fhs","","Formate--tetrahydrofolate ligase","1","1","1","1","113","24","42","","1763","1763","1763","","","MICAS2_00438",""
"group_3015","","hypothetical protein","1","1","1","1","114","24","41","","2297","2297","2297","","","MICAS2_00439",""
"group_3016","","hypothetical protein","1","1","1","1","125","24","28","","1523","1523","1523","","","MICAS2_00441",""
"group_3017","","hypothetical protein","1","1","1","1","126","24","27","","413","413","413","","","MICAS2_00442",""
"group_3018","apeB","putative M18 family aminopeptidase 2","1","1","1","1","127","24","26","","1589","1589","1589","","","MICAS2_00443",""
"group_3019","","hypothetical protein","1","1","1","1","128","24","25","","737","737","737","","","MICAS2_00444",""
"group_302","","IS30 family transposase ISPfr14","1","1","1","1","4155","1","1906","","740","740","740","","","MICAS2_00746",""
"group_3020","","hypothetical protein","1","1","1","1","129","24","24","","599","599","599","","","MICAS2_00445",""
"group_3021","rplI","50S ribosomal protein L9","1","1","1","1","6636","46","2","","461","461","461","","","MICAS2_00449",""
"group_3022","doeB","N-alpha-acetyl-L-2,4-diaminobutyric acid deacetylase","1","1","1","1","6635","46","3","","1115","1115","1115","","","MICAS2_00450",""
"group_3023","","hypothetical protein","1","1","1","1","98","19","46","","926","926","926","","","MICAS2_00455",""
"group_3024","","hypothetical protein","1","1","1","1","97","19","47","","197","197","197","","","MICAS2_00456",""
"group_3025","","hypothetical protein","1","1","1","1","96","19","48","","299","299","299","","","MICAS2_00457",""
"group_3026","","hypothetical protein","1","1","1","1","95","19","49","","644","644","644","","","MICAS2_00458",""
"group_3027","","hypothetical protein","1","1","1","1","92","19","68","","536","536","536","","","MICAS2_00460",""
"group_3028","","hypothetical protein","1","1","1","1","89","19","43","","509","509","509","","","MICAS2_00463",""
"group_3029","","hypothetical protein","1","1","1","1","88","19","42","","1550","1550","1550","","","MICAS2_00464",""
"group_303","","IS30 family transposase ISPfr9","1","1","1","1","4158","1","1903","","650","650","650","","","MICAS2_00749",""
"group_3030","","hypothetical protein","1","1","1","1","87","19","41","","344","344","344","","","MICAS2_00465",""
"group_3031","","hypothetical protein","1","1","1","1","86","19","40","","545","545","545","","","MICAS2_00466",""
"group_3032","","hypothetical protein","1","1","1","1","82","19","36","","584","584","584","","","MICAS2_00470",""
"group_3033","","hypothetical protein","1","1","1","1","81","19","35","","473","473","473","","","MICAS2_00471",""
"group_3034","","hypothetical protein","1","1","1","1","80","19","34","","1007","1007","1007","","","MICAS2_00472",""
"group_3035","","hypothetical protein","1","1","1","1","79","19","33","","182","182","182","","","MICAS2_00473",""
"group_3036","","hypothetical protein","1","1","1","1","6675","45","3","","1280","1280","1280","","","MICAS2_00478",""
"group_3037","smc_1","Chromosome partition protein Smc","1","1","1","1","6676","45","4","","3356","3356","3356","","","MICAS2_00479",""
"group_3038","","hypothetical protein","1","1","1","1","6677","45","5","","680","680","680","","","MICAS2_00480",""
"group_3039","","putative protein/MSMEI_1241","1","1","1","1","6678","45","6","","1463","1463","1463","","","MICAS2_00481",""
"group_3040","","hypothetical protein","1","1","1","1","6679","45","7","","365","365","365","","","MICAS2_00482",""
"group_3041","","hypothetical protein","1","1","1","1","6680","45","8","","365","365","365","","","MICAS2_00483",""
"group_3042","","hypothetical protein","1","1","1","1","6681","45","9","","827","827","827","","","MICAS2_00484",""
"ansZ","","L-asparaginase 2","1","1","1","1","6682","45","12","","974","974","974","","","MICAS2_00485",""
"pgdA","","Peptidoglycan deacetylase","1","1","1","1","6683","45","11","","887","887","887","","","MICAS2_00486",""
"group_3045","","hypothetical protein","1","1","1","1","6684","45","10","","311","311","311","","","MICAS2_00487",""
"group_3046","","putative zinc-binding alcohol dehydrogenase","1","1","1","1","6917","1","2613","","1061","1061","1061","","","MICAS2_00489",""
"osmC","","Peroxiredoxin OsmC","1","1","1","1","6918","1","2614","","434","434","434","","","MICAS2_00490",""
"group_3048","","hypothetical protein","1","1","1","1","6919","1","2615","","344","344","344","","","MICAS2_00491",""
"group_3049","","hypothetical protein","1","1","1","1","6920","1","2616","","989","989","989","","","MICAS2_00492",""
"group_3050","lcfB_2","Long-chain-fatty-acid--CoA ligase","1","1","1","1","6921","1","2617","","1505","1505","1505","","","MICAS2_00493",""
"group_3051","","hypothetical protein","1","1","1","1","6922","1","2618","","407","407","407","","","MICAS2_00494",""
"group_3052","","hypothetical protein","1","1","1","1","6923","1","2619","","170","170","170","","","MICAS2_00495",""
"group_3053","","hypothetical protein","1","1","1","1","6924","1","2620","","497","497","497","","","MICAS2_00496",""
"frc_1","","Formyl-CoA:oxalate CoA-transferase","1","1","1","1","6925","1","2621","","1280","1280","1280","","","MICAS2_00497",""
"group_3055","","hypothetical protein","1","1","1","1","6926","1","2622","","176","176","176","","","MICAS2_00498",""
"group_3056","acp_2","Sodium/proton-dependent alanine carrier protein","1","1","1","1","6927","1","2623","","1556","1556","1556","","","MICAS2_00499",""
"group_3057","","hypothetical protein","1","1","1","1","6928","1","2624","","527","527","527","","","MICAS2_00500",""
"srkA_1","","Stress response kinase A","1","1","1","1","6929","1","2625","","989","989","989","","","MICAS2_00501",""
"group_3059","","hypothetical protein","1","1","1","1","6930","1","2626","","521","521","521","","","MICAS2_00502",""
"group_3060","","hypothetical protein","1","1","1","1","6931","1","2627","","509","509","509","","","MICAS2_00503",""
"group_3061","","hypothetical protein","1","1","1","1","6932","1","2628","","788","788","788","","","MICAS2_00504",""
"mdeA","","L-methionine gamma-lyase","1","1","1","1","6933","1","2629","","1196","1196","1196","","","MICAS2_00505",""
"group_3063","nfdA","N-substituted formamide deformylase","1","1","1","1","6934","1","2630","","1631","1631","1631","","","MICAS2_00506",""
"rhtB","","Homoserine/homoserine lactone efflux protein","1","1","1","1","50","1","2631","","632","632","632","","","MICAS2_00507",""
"group_3065","phzF","Trans-2,3-dihydro-3-hydroxyanthranilate isomerase","1","1","1","1","47","1","2634","","842","842","842","","","MICAS2_00510",""
"group_3066","","hypothetical protein","1","1","1","1","46","1","2635","","560","560","560","","","MICAS2_00511",""
"group_3067","","hypothetical protein","1","1","1","1","45","1","2636","","506","506","506","","","MICAS2_00512",""
"group_3068","yghA_1","putative oxidoreductase YghA","1","1","1","1","44","1","2637","","920","920","920","","","MICAS2_00513",""
"group_3069","","hypothetical protein","1","1","1","1","43","1","2638","","359","359","359","","","MICAS2_00514",""
"group_3070","","hypothetical protein","1","1","1","1","42","1","2639","","563","563","563","","","MICAS2_00515",""
"group_3071","","hypothetical protein","1","1","1","1","41","1","2640","","584","584","584","","","MICAS2_00516",""
"group_3072","hchA","Protein/nucleic acid deglycase HchA","1","1","1","1","40","1","2641","","698","698","698","","","MICAS2_00517",""
"group_3073","","Alcohol dehydrogenase","1","1","1","1","39","1","2642","","962","962","962","","","MICAS2_00518",""
"nimT","","2-nitroimidazole transporter","1","1","1","1","38","1","2643","","989","989","989","","","MICAS2_00519",""
"group_3075","","hypothetical protein","1","1","1","1","37","1","2644","","368","368","368","","","MICAS2_00520",""
"group_3076","","hypothetical protein","1","1","1","1","36","1","2645","","269","269","269","","","MICAS2_00521",""
"group_3077","","Putative pterin-4-alpha-carbinolamine dehydratase","1","1","1","1","35","1","2646","","698","698","698","","","MICAS2_00522",""
"group_3078","","hypothetical protein","1","1","1","1","34","1","2647","","683","683","683","","","MICAS2_00523",""
"group_3079","","hypothetical protein","1","1","1","1","33","1","2648","","128","128","128","","","MICAS2_00524",""
"group_3080","","hypothetical protein","1","1","1","1","32","1","2649","","866","866","866","","","MICAS2_00525",""
"group_3081","","Putative glutaredoxin.1","1","1","1","1","31","1","2650","","260","260","260","","","MICAS2_00526",""
"group_3082","","hypothetical protein","1","1","1","1","30","1","2651","","1040","1040","1040","","","MICAS2_00527",""
"group_3083","","hypothetical protein","1","1","1","1","29","1","2652","","407","407","407","","","MICAS2_00528",""
"group_3084","","hypothetical protein","1","1","1","1","28","1","2653","","902","902","902","","","MICAS2_00529",""
"group_3085","","hypothetical protein","1","1","1","1","27","1","2654","","488","488","488","","","MICAS2_00530",""
"group_3086","msiK","Diacetylchitobiose uptake system ATP-binding protein MsiK","1","1","1","1","26","1","2655","","1076","1076","1076","","","MICAS2_00531",""
"group_3087","purR","HTH-type transcriptional repressor PurR","1","1","1","1","25","1","2656","","1130","1130","1130","","","MICAS2_00532",""
"group_3088","malE","Maltose/maltodextrin-binding periplasmic protein","1","1","1","1","24","1","2657","","1355","1355","1355","","","MICAS2_00533",""
"group_3089","malF","Maltose/maltodextrin transport system permease protein MalF","1","1","1","1","23","1","2658","","1628","1628","1628","","","MICAS2_00534",""
"group_3090","","hypothetical protein","1","1","1","1","22","1","2659","","1001","1001","1001","","","MICAS2_00535",""
"group_3091","","hypothetical protein","1","1","1","1","21","1","2660","","488","488","488","","","MICAS2_00536",""
"group_3092","","hypothetical protein","1","1","1","1","20","1","2661","","1346","1346","1346","","","MICAS2_00537",""
"group_3093","","NADPH oxidoreductase","1","1","1","1","19","1","2662","","1052","1052","1052","","","MICAS2_00538",""
"group_3094","","hypothetical protein","1","1","1","1","18","1","2663","","1304","1304","1304","","","MICAS2_00539",""
"group_3095","","hypothetical protein","1","1","1","1","17","1","2664","","209","209","209","","","MICAS2_00540",""
"group_3096","","Acetyltransferase","1","1","1","1","16","1","2665","","545","545","545","","","MICAS2_00541",""
"group_3097","","hypothetical protein","1","1","1","1","15","1","2666","","614","614","614","","","MICAS2_00542",""
"group_3098","","hypothetical protein","1","1","1","1","14","1","2667","","743","743","743","","","MICAS2_00543",""
"group_3099","","hypothetical protein","1","1","1","1","12","1","2669","","830","830","830","","","MICAS2_00545",""
"group_31","","IS5 family transposase ISBli8","1","1","1","1","1224","1","1294","","383","383","383","","","MICAS2_01317",""
"group_3100","","putative N-acetyltransferase","1","1","1","1","11","1","2670","","434","434","434","","","MICAS2_00546",""
"group_3101","","hypothetical protein","1","1","1","1","219","1","2612","","164","164","164","","","MICAS2_00550",""
"group_3102","","hypothetical protein","1","1","1","1","220","1","2611","","878","878","878","","","MICAS2_00551",""
"group_3103","","hypothetical protein","1","1","1","1","221","1","2610","","482","482","482","","","MICAS2_00552",""
"group_3104","","hypothetical protein","1","1","1","1","222","1","2609","","710","710","710","","","MICAS2_00553",""
"group_3105","","hypothetical protein","1","1","1","1","223","1","2608","","1256","1256","1256","","","MICAS2_00554",""
"group_3106","","hypothetical protein","1","1","1","1","224","1","2607","","353","353","353","","","MICAS2_00555",""
"group_3107","","hypothetical protein","1","1","1","1","226","1","2605","","554","554","554","","","MICAS2_00557",""
"arsC_1","","Arsenate reductase","1","1","1","1","227","1","2604","","698","698","698","","","MICAS2_00558",""
"group_3109","arsC_2","Arsenate reductase","1","1","1","1","228","1","2603","","1574","1574","1574","","","MICAS2_00559",""
"group_3110","","hypothetical protein","1","1","1","1","229","1","2602","","362","362","362","","","MICAS2_00560",""
"group_3111","","hypothetical protein","1","1","1","1","230","1","2601","","425","425","425","","","MICAS2_00561",""
"group_3112","","hypothetical protein","1","1","1","1","231","1","2600","","734","734","734","","","MICAS2_00562",""
"group_3113","","hypothetical protein","1","1","1","1","232","1","2599","","830","830","830","","","MICAS2_00563",""
"group_3114","","hypothetical protein","1","1","1","1","233","1","2598","","512","512","512","","","MICAS2_00564",""
"fadM","","Long-chain acyl-CoA thioesterase FadM","1","1","1","1","234","1","2597","","479","479","479","","","MICAS2_00565",""
"group_3116","","putative FAD-linked oxidoreductase","1","1","1","1","235","1","2596","","1451","1451","1451","","","MICAS2_00566",""
"group_3117","","hypothetical protein","1","1","1","1","236","1","2595","","755","755","755","","","MICAS2_00567",""
"group_3118","glsA_1","Glutaminase","1","1","1","1","237","1","2594","","1337","1337","1337","","","MICAS2_00568",""
"group_3119","","hypothetical protein","1","1","1","1","238","1","2593","","746","746","746","","","MICAS2_00569",""
"group_3120","","hypothetical protein","1","1","1","1","239","1","2592","","626","626","626","","","MICAS2_00570",""
"group_3121","","hypothetical protein","1","1","1","1","240","1","2591","","383","383","383","","","MICAS2_00571",""
"group_3122","yhfK","putative sugar epimerase YhfK","1","1","1","1","241","1","2590","","665","665","665","","","MICAS2_00572",""
"group_3123","","hypothetical protein","1","1","1","1","242","1","2589","","1052","1052","1052","","","MICAS2_00573",""
"group_3124","yusV","putative siderophore transport system ATP-binding protein YusV","1","1","1","1","243","1","2588","","920","920","920","","","MICAS2_00574",""
"btuC","","Vitamin B12 import system permease protein BtuC","1","1","1","1","244","1","2587","","1076","1076","1076","","","MICAS2_00575",""
"hmuU","","Hemin transport system permease protein HmuU","1","1","1","1","245","1","2586","","1022","1022","1022","","","MICAS2_00576",""
"yhfQ","","Putative ABC transporter substrate-binding lipoprotein YhfQ","1","1","1","1","246","1","2585","","857","857","857","","","MICAS2_00577",""
"group_3128","menG","Demethylmenaquinone methyltransferase","1","1","1","1","247","1","2584","","665","665","665","","","MICAS2_00578",""
"group_3129","tcrX_1","putative transcriptional regulatory protein TcrX","1","1","1","1","248","1","2583","","764","764","764","","","MICAS2_00579",""
"group_3130","sasA_2","Adaptive-response sensory-kinase SasA","1","1","1","1","249","1","2582","","1700","1700","1700","","","MICAS2_00580",""
"group_3131","luxA","Alkanal monooxygenase alpha chain","1","1","1","1","250","1","2581","","1085","1085","1085","","","MICAS2_00581",""
"group_3132","","putative HTH-type transcriptional regulator","1","1","1","1","251","1","2580","","899","899","899","","","MICAS2_00582",""
"group_3133","argO_1","Arginine exporter protein ArgO","1","1","1","1","252","1","2579","","929","929","929","","","MICAS2_00583",""
"group_3134","","hypothetical protein","1","1","1","1","253","1","2578","","545","545","545","","","MICAS2_00584",""
"group_3135","msbA_1","Lipid A export ATP-binding/permease protein MsbA","1","1","1","1","254","1","2577","","1874","1874","1874","","","MICAS2_00585",""
"group_3136","COQ5_1","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","1","1","1","1","255","1","2576","","719","719","719","","","MICAS2_00586",""
"group_3137","","hypothetical protein","1","1","1","1","256","1","2575","","1202","1202","1202","","","MICAS2_00587",""
"group_3138","btuD_3","Vitamin B12 import ATP-binding protein BtuD","1","1","1","1","257","1","2574","","884","884","884","","","MICAS2_00588",""
"vraR","","Response regulator protein VraR","1","1","1","1","258","1","2573","","716","716","716","","","MICAS2_00589",""
"group_3140","","hypothetical protein","1","1","1","1","259","1","2572","","1298","1298","1298","","","MICAS2_00590",""
"group_3141","","Putative glyoxylase CFP32","1","1","1","1","260","1","2571","","857","857","857","","","MICAS2_00591",""
"group_3142","","hypothetical protein","1","1","1","1","261","1","2570","","1127","1127","1127","","","MICAS2_00592",""
"group_3143","","hypothetical protein","1","1","1","1","262","1","2569","","2573","2573","2573","","","MICAS2_00593",""
"group_3144","btuD_4","Vitamin B12 import ATP-binding protein BtuD","1","1","1","1","263","1","2568","","875","875","875","","","MICAS2_00594",""
"group_3145","","hypothetical protein","1","1","1","1","264","1","2567","","557","557","557","","","MICAS2_00595",""
"group_3146","","hypothetical protein","1","1","1","1","265","1","2566","","155","155","155","","","MICAS2_00596",""
"group_3147","","hypothetical protein","1","1","1","1","266","1","2565","","221","221","221","","","MICAS2_00597",""
"group_3148","liaR_1","Transcriptional regulatory protein LiaR","1","1","1","1","267","1","2564","","695","695","695","","","MICAS2_00598",""
"group_3149","","hypothetical protein","1","1","1","1","268","1","2563","","1469","1469","1469","","","MICAS2_00599",""
"group_3150","pnoA","Nitronate monooxygenase","1","1","1","1","269","1","2562","","1208","1208","1208","","","MICAS2_00600",""
"group_3151","","hypothetical protein","1","1","1","1","270","1","2561","","1457","1457","1457","","","MICAS2_00601",""
"group_3152","","hypothetical protein","1","1","1","1","271","1","2560","","1193","1193","1193","","","MICAS2_00602",""
"group_3153","","hypothetical protein","1","1","1","1","272","1","2559","","176","176","176","","","MICAS2_00603",""
"group_3154","lnrK","Transcriptional regulatory protein LnrK","1","1","1","1","273","1","2558","","659","659","659","","","MICAS2_00604",""
"group_3155","","hypothetical protein","1","1","1","1","274","1","2557","","131","131","131","","","MICAS2_00605",""
"group_3156","","hypothetical protein","1","1","1","1","275","1","2556","","1610","1610","1610","","","MICAS2_00606",""
"group_3157","","hypothetical protein","1","1","1","1","276","1","2555","","575","575","575","","","MICAS2_00607",""
"group_3158","","hypothetical protein","1","1","1","1","277","1","2554","","212","212","212","","","MICAS2_00608",""
"group_3159","","putative glycosyl hydrolase","1","1","1","1","278","1","2553","","3290","3290","3290","","","MICAS2_00609",""
"group_3160","rlmC","23S rRNA (uracil(747)-C(5))-methyltransferase RlmC","1","1","1","1","279","1","2552","","1319","1319","1319","","","MICAS2_00610",""
"group_3161","","hypothetical protein","1","1","1","1","280","1","2551","","608","608","608","","","MICAS2_00611",""
"group_3162","","hypothetical protein","1","1","1","1","281","1","2550","","974","974","974","","","MICAS2_00612",""
"group_3163","clsA","Major cardiolipin synthase ClsA","1","1","1","1","282","1","2549","","1268","1268","1268","","","MICAS2_00613",""
"group_3164","gloB_1","Hydroxyacylglutathione hydrolase","1","1","1","1","283","1","2548","","1451","1451","1451","","","MICAS2_00614",""
"group_3165","ygaP","Inner membrane protein YgaP","1","1","1","1","284","1","2547","","593","593","593","","","MICAS2_00615",""
"group_3166","","hypothetical protein","1","1","1","1","285","1","2546","","767","767","767","","","MICAS2_00616",""
"group_3167","","hypothetical protein","1","1","1","1","286","1","2545","","275","275","275","","","MICAS2_00617",""
"group_3168","","hypothetical protein","1","1","1","1","287","1","2544","","974","974","974","","","MICAS2_00618",""
"tipA","","HTH-type transcriptional activator TipA","1","1","1","1","288","1","2543","","818","818","818","","","MICAS2_00619",""
"group_3170","ydhK","putative protein YdhK","1","1","1","1","289","1","2542","","626","626","626","","","MICAS2_00620",""
"group_3171","","putative ABC transporter ATP-binding protein","1","1","1","1","290","1","2541","","1757","1757","1757","","","MICAS2_00621",""
"group_3172","","Fatty acid ABC transporter ATP-binding/permease protein","1","1","1","1","291","1","2540","","2117","2117","2117","","","MICAS2_00622",""
"group_3173","","Insertion element IS6110 uncharacterized 12.0 kDa protein","1","1","1","1","292","1","2539","","314","314","314","","","MICAS2_00623",""
"group_3174","","hypothetical protein","1","1","1","1","294","1","2537","","242","242","242","","","MICAS2_00625",""
"group_3175","","hypothetical protein","1","1","1","1","295","1","2536","","728","728","728","","","MICAS2_00626",""
"group_3176","","hypothetical protein","1","1","1","1","296","1","2535","","1055","1055","1055","","","MICAS2_00627",""
"group_3177","","hypothetical protein","1","1","1","1","298","1","2533","","1094","1094","1094","","","MICAS2_00629",""
"group_3178","","hypothetical protein","1","1","1","1","299","1","2532","","1091","1091","1091","","","MICAS2_00630",""
"group_3179","","hypothetical protein","1","1","1","1","300","1","2531","","155","155","155","","","MICAS2_00631",""
"group_3180","","hypothetical protein","1","1","1","1","301","1","2530","","413","413","413","","","MICAS2_00632",""
"group_3181","","hypothetical protein","1","1","1","1","302","1","2529","","827","827","827","","","MICAS2_00633",""
"group_3182","mdtK","Multidrug resistance protein MdtK","1","1","1","1","303","1","2528","","1412","1412","1412","","","MICAS2_00634",""
"group_3183","","hypothetical protein","1","1","1","1","304","1","2527","","572","572","572","","","MICAS2_00635",""
"group_3184","","hypothetical protein","1","1","1","1","305","1","2526","","401","401","401","","","MICAS2_00636",""
"group_3185","","hypothetical protein","1","1","1","1","435","1","2516","","779","779","779","","","MICAS2_00638",""
"group_3186","","hypothetical protein","1","1","1","1","436","1","2515","","446","446","446","","","MICAS2_00639",""
"ypeA","","Acetyltransferase YpeA","1","1","1","1","437","1","2514","","449","449","449","","","MICAS2_00640",""
"group_3188","","hypothetical protein","1","1","1","1","438","1","2513","","872","872","872","","","MICAS2_00641",""
"group_3189","","hypothetical protein","1","1","1","1","432","1","230","","392","392","392","","","MICAS2_00645",""
"group_3190","","hypothetical protein","1","1","1","1","431","1","229","","386","386","386","","","MICAS2_00646",""
"ilvG_1","","Acetolactate synthase isozyme 2 large subunit","1","1","1","1","430","1","228","","1655","1655","1655","","","MICAS2_00647",""
"group_3192","","hypothetical protein","1","1","1","1","422","14","32","","329","329","329","","","MICAS2_00655",""
"group_3193","","hypothetical protein","1","1","1","1","421","14","33","","413","413","413","","","MICAS2_00656",""
"rimJ_1","","[Ribosomal protein S5]-alanine N-acetyltransferase","1","1","1","1","420","14","34","","548","548","548","","","MICAS2_00657",""
"group_3195","copA","Copper-exporting P-type ATPase","1","1","1","1","419","14","35","","2555","2555","2555","","","MICAS2_00658",""
"copZ_1","","Copper chaperone CopZ","1","1","1","1","418","14","36","","218","218","218","","","MICAS2_00659",""
"group_3197","ricR","Copper-sensing transcriptional repressor RicR","1","1","1","1","417","14","37","","359","359","359","","","MICAS2_00660",""
"arsC_3","","Arsenate reductase","1","1","1","1","416","14","38","","773","773","773","","","MICAS2_00661",""
"dhbC","","Isochorismate synthase DhbC","1","1","1","1","415","14","39","","1235","1235","1235","","","MICAS2_00662",""
"group_32","","IS5 family transposase ISBli8","1","1","1","1","2183","36","15","","383","383","383","","","MICAS2_01281",""
"group_3200","","hypothetical protein","1","1","1","1","414","14","40","","269","269","269","","","MICAS2_00663",""
"group_3201","","putative protein","1","1","1","1","413","14","41","","815","815","815","","","MICAS2_00664",""
"group_3202","","hypothetical protein","1","1","1","1","407","14","45","","482","482","482","","","MICAS2_00666",""
"qutE","","Catabolic 3-dehydroquinase","1","1","1","1","406","14","46","","536","536","536","","","MICAS2_00667",""
"group_3204","","hypothetical protein","1","1","1","1","405","14","47","","437","437","437","","","MICAS2_00668",""
"group_3205","idi","Isopentenyl-diphosphate Delta-isomerase","1","1","1","1","404","14","48","","629","629","629","","","MICAS2_00669",""
"group_3206","","hypothetical protein","1","1","1","1","403","14","49","","557","557","557","","","MICAS2_00670",""
"group_3207","","hypothetical protein","1","1","1","1","402","14","50","","500","500","500","","","MICAS2_00671",""
"group_3208","","hypothetical protein","1","1","1","1","401","14","51","","1058","1058","1058","","","MICAS2_00672",""
"group_3209","","hypothetical protein","1","1","1","1","400","14","52","","908","908","908","","","MICAS2_00673",""
"group_3210","crtN","4,4'-diapophytoene desaturase (4,4'-diaponeurosporene-forming)","1","1","1","1","399","14","53","","1697","1697","1697","","","MICAS2_00674",""
"menA_1","","1,4-dihydroxy-2-naphthoate octaprenyltransferase","1","1","1","1","398","14","54","","881","881","881","","","MICAS2_00675",""
"group_3212","","hypothetical protein","1","1","1","1","397","14","55","","341","341","341","","","MICAS2_00676",""
"group_3213","","hypothetical protein","1","1","1","1","396","14","56","","380","380","380","","","MICAS2_00677",""
"group_3214","","hypothetical protein","1","1","1","1","395","14","57","","566","566","566","","","MICAS2_00678",""
"arnC_1","","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","1","1","1","1","394","14","58","","761","761","761","","","MICAS2_00679",""
"group_3216","","hypothetical protein","1","1","1","1","393","14","59","","1535","1535","1535","","","MICAS2_00680",""
"group_3217","","hypothetical protein","1","1","1","1","392","14","60","","3452","3452","3452","","","MICAS2_00681",""
"aspB","","Asparagine--oxo-acid transaminase","1","1","1","1","391","14","61","","1415","1415","1415","","","MICAS2_00682",""
"group_3219","","hypothetical protein","1","1","1","1","390","14","62","","1343","1343","1343","","","MICAS2_00683",""
"yhaH","","Inner membrane protein YhaH","1","1","1","1","389","14","63","","425","425","425","","","MICAS2_00684",""
"group_3221","","hypothetical protein","1","1","1","1","388","14","64","","188","188","188","","","MICAS2_00685",""
"group_3222","","putative HTH-type transcriptional regulator","1","1","1","1","6078","123","1","","596","596","596","","","MICAS2_00704",""
"group_3223","","hypothetical protein","1","1","1","1","6118","1","1647","","206","206","206","","","MICAS2_00706",""
"group_3224","","hypothetical protein","1","1","1","1","6117","1","1648","","107","107","107","","","MICAS2_00707",""
"group_3225","","hypothetical protein","1","1","1","1","6116","1","1649","","878","878","878","","","MICAS2_00708",""
"group_3226","","hypothetical protein","1","1","1","1","6115","1","1650","","236","236","236","","","MICAS2_00709",""
"group_3227","","hypothetical protein","1","1","1","1","6114","1","1651","","2204","2204","2204","","","MICAS2_00710",""
"group_3228","","hypothetical protein","1","1","1","1","6113","1","1652","","452","452","452","","","MICAS2_00711",""
"group_3229","","hypothetical protein","1","1","1","1","6112","1","1653","","362","362","362","","","MICAS2_00712",""
"group_3230","","hypothetical protein","1","1","1","1","6111","1","1654","","686","686","686","","","MICAS2_00713",""
"group_3231","","hypothetical protein","1","1","1","1","6110","1","1655","","479","479","479","","","MICAS2_00714",""
"group_3232","yheS_1","putative ABC transporter ATP-binding protein YheS","1","1","1","1","6109","1","1656","","1655","1655","1655","","","MICAS2_00715",""
"group_3233","dauA","C4-dicarboxylic acid transporter DauA","1","1","1","1","6108","1","1657","","1547","1547","1547","","","MICAS2_00716",""
"group_3234","","hypothetical protein","1","1","1","1","6107","1","1658","","386","386","386","","","MICAS2_00717",""
"ziaR","","Transcriptional repressor SmtB ","1","1","1","1","4135","1","1947","","374","374","374","","","MICAS2_00726",""
