analysis	experiment	biological_replicates	read_depth	quality	analysis_read_depth_sum	n_depth_metrics
ENCAN268FZO	ENCSR009KWQ	1	193869936	pass	362465622	2
ENCAN268FZO	ENCSR009KWQ	2	168595686	pass	362465622	2
ENCAN236BBO	ENCSR709YRE	1	45344668	warning	45344668	1
ENCAN591ECC	ENCSR134BSY	1	44608316	warning	44608316	1
ENCAN547OWS	ENCSR323UTX	1	187549432	pass	187549432	1
ENCAN065MFH	ENCSR498RLX	1	144747180	pass	144747180	1
ENCAN382AIY	ENCSR654WXX	1	21152336	warning	21152336	1
ENCAN510RXH	ENCSR713KNQ	1	205497278	pass	205497278	1
ENCAN867WRQ	ENCSR697FME	1	42721396	warning	42721396	1
ENCAN674QNR	ENCSR811OUF	1	115828428	pass	115828428	1
ENCAN123BHH	ENCSR532DBH	1	131529782	pass	131529782	1
ENCAN258TUB	ENCSR576UAF	1	248505952	pass	248505952	1
ENCAN135UWE	ENCSR749WVO	1	139371830	pass	139371830	1
ENCAN874RLZ	ENCSR645HET	1	160680750	pass	160680750	1
ENCAN712YGD	ENCSR058ELM	1	79041522	pass	79041522	1
ENCAN902TGV	ENCSR197ZNW	1	62775662	pass	62775662	1
ENCAN559LHT	ENCSR177NIJ	1	215500726	pass	215500726	1
ENCAN711ZIE	ENCSR324OTS	1	203546358	pass	203546358	1
ENCAN405ZHG	ENCSR720FVJ	1	155144450	pass	155144450	1
ENCAN181VEL	ENCSR686LOE	1	148136316	pass	148136316	1
ENCAN125USX	ENCSR426KLJ	1	125055192	pass	125055192	1
ENCAN401DOU	ENCSR312INU	1	207035896	pass	207035896	1
ENCAN085CUX	ENCSR546FUC	1	69290532	pass	69290532	1
ENCAN246EXH	ENCSR468AKF	1	198310128	pass	198310128	1
ENCAN980ZYU	ENCSR387EYA	1	185170790	pass	185170790	1
ENCAN117GGQ	ENCSR593OUE	1	157769262	pass	157769262	1
ENCAN952XMY	ENCSR653OVF	1	13243896	not_compliant	13243896	1
ENCAN335ULK	ENCSR531AYV	1	39140288	warning	39140288	1
ENCAN268VQM	ENCSR910OQF	1	561710058	pass	662578280	2
ENCAN268VQM	ENCSR910OQF	2	100868222	pass	662578280	2
ENCAN811RSQ	ENCSR239XNU	1	185919742	pass	185919742	1
ENCAN922JWK	ENCSR904GDU	1	31069274	warning	31069274	1
ENCAN434MSW	ENCSR660FSU	1	46397158	warning	46397158	1
ENCAN538RMA	ENCSR261RWJ	1	164859636	pass	164859636	1
ENCAN084JUD	ENCSR401UZL	1	149644352	pass	149644352	1
ENCAN400MWN	ENCSR995YPS	1	138148382	pass	138148382	1
ENCAN295UWQ	ENCSR289GZQ	1	126685486	pass	126685486	1
ENCAN204BMW	ENCSR782XFY	1	368075168	pass	768215954	2
ENCAN204BMW	ENCSR782XFY	2	400140786	pass	768215954	2
ENCAN223CGQ	ENCSR332HAD	1	64998230	pass	64998230	1
ENCAN685FXD	ENCSR214XJO	1	27471563	warning	27471563	1
ENCAN390DYQ	ENCSR263IGU	1	37691292	warning	37691292	1
ENCAN597FEX	ENCSR346GIP	1	67017496	pass	67017496	1
ENCAN868TWV	ENCSR228BOM	1	38077118	warning	38077118	1
ENCAN581SSK	ENCSR011VJK	1	188411572	pass	188411572	1
ENCAN242ZDM	ENCSR299INS	1	52738041	pass	52738041	1
ENCAN279PEW	ENCSR987GUS	1	170982240	pass	170982240	1
ENCAN313RLD	ENCSR627NIF	2	138287788	pass	402572670	2
ENCAN313RLD	ENCSR627NIF	1	264284882	pass	402572670	2
ENCAN365RHH	ENCSR895KTN	2	243549860	pass	463771612	2
ENCAN365RHH	ENCSR895KTN	1	220221752	pass	463771612	2
ENCAN699DGE	ENCSR587HPR	1	36789687	warning	36789687	1
ENCAN251IOS	ENCSR441MMO	1	30243092	warning	30243092	1
ENCAN603DCZ	ENCSR441OGH	1	49572190	warning	49572190	1
ENCAN480EWB	ENCSR541UPY	1	103754378	pass	103754378	1
ENCAN705OBQ	ENCSR579KDC	1	311094772	pass	311094772	1
ENCAN538VUN	ENCSR482HQE	1	43299720	warning	43299720	1
ENCAN364YTE	ENCSR504KZE	1	20390742	warning	20390742	1
ENCAN786OZK	ENCSR445XYW	1	70380674	pass	70380674	1
ENCAN739YSX	ENCSR510ITB	1	19680533	not_compliant	19680533	1
ENCAN331TQB	ENCSR314IOV	1	163432178	pass	163432178	1
ENCAN759KDY	ENCSR468OVW	1	34117671	warning	34117671	1
ENCAN562CCZ	ENCSR456KDF	1	21245376	warning	21245376	1
ENCAN745UPJ	ENCSR582IPV	2	342428276	pass	397905981	2
ENCAN745UPJ	ENCSR582IPV	1	55477705	pass	397905981	2
ENCAN302CXH	ENCSR564FZH	1	183404680	pass	183404680	1
ENCAN416DVA	ENCSR488PHT	1	38459252	warning	38459252	1
ENCAN859IYU	ENCSR541AVF	1	35299888	warning	35299888	1
ENCAN250KSQ	ENCSR650FLQ	1	187783138	pass	187783138	1
ENCAN195HBG	ENCSR318WOD	1	41123812	warning	41123812	1
ENCAN073VFN	ENCSR342NCX	1	313938779	pass	313938779	1
ENCAN219EFL	ENCSR389BWT	1	33972612	warning	33972612	1
ENCAN019BHD	ENCSR686WJL	1	226219292	pass	226219292	1
ENCAN489RQV	ENCSR299BQG	1	97116732	pass	97116732	1
ENCAN147LLD	ENCSR250GDW	1	248656576	pass	248656576	1
ENCAN223WSH	ENCSR953WJO	1	46508696	warning	46508696	1
ENCAN748TYM	ENCSR486FMF	1	31060780	warning	31060780	1
ENCAN277OIJ	ENCSR218FJD	1	61203108	pass	61203108	1
ENCAN024HPL	ENCSR888UPQ	1	27188033	warning	27188033	1
ENCAN709LZL	ENCSR935EVZ	1	88030893	pass	88030893	1
ENCAN143WGM	ENCSR658NVL	1	41652770	warning	41652770	1
ENCAN020FGS	ENCSR129GCL	1	35688072	warning	35688072	1
ENCAN389KNW	ENCSR163QXS	1	31942180	warning	31942180	1
ENCAN366JYE	ENCSR947VPG	1	45854285	warning	45854285	1
ENCAN865UMN	ENCSR396EWH	1	265359340	pass	265359340	1
ENCAN383IBZ	ENCSR398CXD	1	63457414	pass	63457414	1
ENCAN158CEI	ENCSR832THJ	1	27246412	warning	27246412	1
ENCAN462VYP	ENCSR935HEI	1	276158416	pass	276158416	1
ENCAN043QWF	ENCSR525VCH	1	107828308	pass	107828308	1
ENCAN980HYH	ENCSR335LOQ	1	22858332	warning	22858332	1
ENCAN024GIT	ENCSR323LVJ	1	216144164	pass	216144164	1
ENCAN325OBZ	ENCSR819EPD	1	26493772	warning	26493772	1
ENCAN261WSW	ENCSR436JRE	1	223069668	pass	223069668	1
ENCAN213PZK	ENCSR688DKY	1	26014774	warning	26014774	1
ENCAN277DQL	ENCSR108SYM	1	237714224	pass	237714224	1
ENCAN277ZLB	ENCSR951MYM	1	31003258	warning	31003258	1
ENCAN516JIB	ENCSR860IDO	1	26368858	warning	26368858	1
ENCAN650FJS	ENCSR019MZH	1	26735014	warning	26735014	1
ENCAN826XQO	ENCSR267UFM	1	368602004	pass	368602004	1
ENCAN346TUH	ENCSR473LSX	1	17564148	not_compliant	17564148	1
ENCAN423KTX	ENCSR218FSP	2	218683732	pass	413878828	2
ENCAN423KTX	ENCSR218FSP	1	195195096	pass	413878828	2
ENCAN527TUP	ENCSR212VEN	1	293214476	pass	293214476	1
ENCAN513TVC	ENCSR121BSW	1	110929702	pass	110929702	1
ENCAN840DSE	ENCSR336RGT	1	267194176	pass	267194176	1
ENCAN311OTR	ENCSR107XZC	1	57539364	pass	57539364	1
ENCAN993IYV	ENCSR909HFI	1	264773444	pass	264773444	1
ENCAN712AZD	ENCSR616AEG	1	56506728	pass	56506728	1
ENCAN699LTG	ENCSR442SDV	1	48832594	warning	48832594	1
ENCAN192DAW	ENCSR343MCI	1	169934688	pass	169934688	1
ENCAN756EHR	ENCSR551LAH	1	28919308	warning	28919308	1
ENCAN635ZHX	ENCSR923JYH	1	165452682	pass	165452682	1
ENCAN257UIA	ENCSR478SWA	1	208021006	pass	208021006	1
ENCAN497ZYF	ENCSR294DND	1	193776706	pass	193776706	1
ENCAN343UOL	ENCSR889YWJ	1	29221288	warning	29221288	1
ENCAN819IXV	ENCSR943BCO	1	28695182	warning	28695182	1
ENCAN608QOB	ENCSR731DJH	1	31223908	warning	31223908	1
ENCAN629KQC	ENCSR134CIY	1	40229274	warning	40229274	1
ENCAN118BBG	ENCSR536VAY	1	12988014	not_compliant	12988014	1
ENCAN976YBE	ENCSR335EYA	1	26694366	warning	26694366	1
ENCAN746KKL	ENCSR130HIE	1	23212542	warning	23212542	1
ENCAN327MDB	ENCSR284GAG	1	29729274	warning	29729274	1
ENCAN619DQM	ENCSR720TCN	1	193158498	pass	193158498	1
ENCAN723HWA	ENCSR173BJC	1	73373814	pass	73373814	1
ENCAN695OYL	ENCSR133OSO	1	42507818	warning	42507818	1
ENCAN565RCS	ENCSR355ARR	1	46820526	warning	46820526	1
ENCAN296SMY	ENCSR363BTB	1	191102376	pass	191102376	1
ENCAN694QOH	ENCSR175OHT	1	16071086	not_compliant	16071086	1
ENCAN726ZCL	ENCSR284VNJ	1	30545942	warning	30545942	1
ENCAN945ZCK	ENCSR021YFW	1	249752450	pass	249752450	1
ENCAN179WHU	ENCSR025BWH	1	100215898	pass	100215898	1
ENCAN043KRP	ENCSR357AWH	1	242149998	pass	242149998	1
ENCAN597WGI	ENCSR277ZHX	1	360129372	pass	360129372	1
ENCAN481UNW	ENCSR867XFA	1	184239606	pass	184239606	1
ENCAN803EHD	ENCSR355WAJ	1	232756542	pass	232756542	1
ENCAN345HOB	ENCSR133QZB	1	193561022	pass	193561022	1
ENCAN108CMD	ENCSR283TME	1	193505040	pass	193505040	1
ENCAN192QKV	ENCSR371CCL	1	382373962	pass	382373962	1
ENCAN932ICN	ENCSR129HDK	1	51665504	pass	51665504	1
ENCAN260OJV	ENCSR723VNG	1	230808320	pass	230808320	1
ENCAN087QGX	ENCSR757NJT	1	312199632	pass	312199632	1
ENCAN347ZRT	ENCSR044JIR	1	40054438	warning	40054438	1
ENCAN670FZX	ENCSR802ZYE	1	228948184	pass	228948184	1
ENCAN602DLW	ENCSR537BGX	1	202047904	pass	202047904	1
ENCAN159JIH	ENCSR097AMI	1	25418644	warning	25418644	1
ENCAN095PVR	ENCSR770OTB	1	138149204	pass	138149204	1
ENCAN951KOL	ENCSR056PFI	1	139107898	pass	139107898	1
ENCAN452GCL	ENCSR321KUC	1	51162300	pass	51162300	1
ENCAN063SFS	ENCSR398JUP	1	230521118	pass	230521118	1
ENCAN164DIY	ENCSR011SAG	1	193508494	pass	193508494	1
ENCAN054OJR	ENCSR792QQE	1	213604534	pass	213604534	1
ENCAN427SOX	ENCSR632ONQ	1	206962752	pass	206962752	1
ENCAN334ZNK	ENCSR658UBE	1	169144246	pass	169144246	1
ENCAN878OTC	ENCSR928WMU	1	160001192	pass	160001192	1
ENCAN391LPN	ENCSR709IYR	1	222263446	pass	222263446	1
ENCAN974JER	ENCSR290NGL	1	66924692	pass	66924692	1
ENCAN381TNG	ENCSR237BOF	1	70918044	pass	70918044	1
ENCAN906IRB	ENCSR881FBS	1	140983684	pass	140983684	1
ENCAN922USA	ENCSR735MJZ	1	24748716	warning	24748716	1
ENCAN800DRB	ENCSR847RSJ	1	36999813	warning	36999813	1
ENCAN097GQR	ENCSR800KVI	1	132497198	pass	132497198	1
ENCAN156VHY	ENCSR354SDH	1	108821214	pass	108821214	1
ENCAN031IJQ	ENCSR270JQK	1	41836838	warning	41836838	1
ENCAN865ZUP	ENCSR747SEU	1	200256974	pass	200256974	1
ENCAN731WCH	ENCSR682PKY	1	32125896	warning	32125896	1
ENCAN334ZRH	ENCSR788IZL	1	138876648	pass	138876648	1
ENCAN060ZTS	ENCSR805EGZ	1	125331996	pass	125331996	1
ENCAN030BPF	ENCSR735NTV	1	228946790	pass	228946790	1
ENCAN949SMT	ENCSR198UKY	1	67783342	pass	67783342	1
ENCAN772KEI	ENCSR041PCL	1	129836624	pass	129836624	1
ENCAN360UXC	ENCSR672MOG	1	210887324	pass	210887324	1
ENCAN889WQF	ENCSR051CYH	1	55755550	pass	55755550	1
ENCAN380NXZ	ENCSR306BHE	1	168561046	pass	360949176	2
ENCAN380NXZ	ENCSR306BHE	2	192388130	pass	360949176	2
ENCAN796CDZ	ENCSR950YTI	1	149101206	pass	149101206	1
ENCAN328UAT	ENCSR217PZP	1	39629972	warning	39629972	1
ENCAN388XHY	ENCSR140KPO	1	68478190	pass	68478190	1
ENCAN243IMB	ENCSR881CRY	1	30589262	warning	30589262	1
ENCAN314QDJ	ENCSR874DUP	1	52978296	pass	52978296	1
ENCAN600ZKM	ENCSR617NTY	1	47160300	warning	47160300	1
ENCAN661USO	ENCSR884ODJ	1	26658518	warning	26658518	1
ENCAN250RBU	ENCSR998IXQ	1	33222490	warning	33222490	1
ENCAN026RCN	ENCSR567EEO	1	280787424	pass	280787424	1
ENCAN127NMW	ENCSR953UJL	1	25358504	warning	25358504	1
ENCAN264CME	ENCSR377CRU	1	34902750	warning	34902750	1
ENCAN142UVV	ENCSR771JQH	1	170175900	pass	170175900	1
ENCAN458YDF	ENCSR810CTB	1	48046934	warning	48046934	1
ENCAN884BCD	ENCSR502GWQ	1	27526238	warning	27526238	1
ENCAN393MWI	ENCSR987CQN	1	101981580	pass	101981580	1
ENCAN333FSJ	ENCSR859LTL	1	163816222	pass	163816222	1
ENCAN342UTF	ENCSR604FER	1	165895686	pass	165895686	1
ENCAN549EWA	ENCSR689FYA	1	289803262	pass	289803262	1
ENCAN816NCH	ENCSR831QMZ	1	264941826	pass	264941826	1
ENCAN283MRQ	ENCSR885AWF	1	40408274	warning	40408274	1
ENCAN371OIF	ENCSR903SKE	1	234893764	pass	486230170	2
ENCAN371OIF	ENCSR903SKE	2	251336406	pass	486230170	2
ENCAN402FVY	ENCSR840QLA	1	22241340	warning	22241340	1
ENCAN560AHO	ENCSR841UCZ	1	30578362	warning	30578362	1
ENCAN917UCJ	ENCSR799MVH	1	100915598	pass	100915598	1
ENCAN347VTO	ENCSR826URD	1	23902110	warning	23902110	1
ENCAN420GAP	ENCSR769OIG	1	115762686	pass	115762686	1
ENCAN387SEL	ENCSR605SQL	1	39692886	warning	39692886	1
ENCAN918BHH	ENCSR924IHU	1	141518452	pass	141518452	1
ENCAN258XMM	ENCSR968TPO	1	248569946	pass	248569946	1
ENCAN818HSE	ENCSR205ECC	1	22946280	warning	22946280	1
ENCAN003TTG	ENCSR042WQA	1	102352346	pass	102352346	1
ENCAN672PQA	ENCSR612IKQ	1	143069314	pass	143069314	1
ENCAN164XYJ	ENCSR324SGE	1	24182696	warning	24182696	1
ENCAN415KZE	ENCSR566VAK	1	307387394	pass	307387394	1
ENCAN387LED	ENCSR312ZTS	1	31016008	warning	31016008	1
ENCAN934RUX	ENCSR104QUE	1	47242858	warning	47242858	1
ENCAN187RKL	ENCSR226JLK	1	221040364	pass	221040364	1
ENCAN491IUP	ENCSR685PCS	1	363833318	pass	363833318	1
ENCAN118YCZ	ENCSR516JCM	1	147536476	pass	147536476	1
ENCAN972PTB	ENCSR984SQJ	1	191972076	pass	191972076	1
ENCAN136SBJ	ENCSR749YCR	1	26405336	warning	26405336	1
ENCAN437CEL	ENCSR734VFU	1	22269868	warning	22269868	1
ENCAN068IGC	ENCSR607HIL	1	58328220	pass	58328220	1
ENCAN945QHP	ENCSR785JXR	1	192057678	pass	192057678	1
ENCAN565KFK	ENCSR000EOA	2	34306457	warning	66908100	2
ENCAN565KFK	ENCSR000EOA	1	32601643	warning	66908100	2
ENCAN340LWH	ENCSR872DUY	1	192220616	pass	192220616	1
ENCAN930RPQ	ENCSR986XLW	1	29134343	warning	29134343	1
ENCAN380TNL	ENCSR485UQY	1	240886376	pass	240886376	1
ENCAN477ZHL	ENCSR101QXF	1	209356964	pass	209356964	1
ENCAN016HER	ENCSR102RSU	1	162618458	pass	162618458	1
ENCAN959AZV	ENCSR946BPA	1	69312902	pass	69312902	1
ENCAN409USO	ENCSR662IRS	1	156589832	pass	156589832	1
ENCAN419ZDD	ENCSR338NEI	1	200890266	pass	200890266	1
ENCAN142EJM	ENCSR945JJB	1	217590578	pass	217590578	1
ENCAN785NEY	ENCSR000EMH	2	24075944	warning	62299447	2
ENCAN785NEY	ENCSR000EMH	1	38223503	warning	62299447	2
ENCAN616JCS	ENCSR340MRJ	1	238514150	pass	238514150	1
ENCAN336BQK	ENCSR361DND	1	172667570	pass	172667570	1
ENCAN945WCB	ENCSR195ONB	1	263157824	pass	263157824	1
ENCAN937EBB	ENCSR937NLH	1	69780220	pass	69780220	1
ENCAN965FMS	ENCSR922YEW	1	279465524	pass	279465524	1
ENCAN941WYJ	ENCSR000EOD	2	41582403	warning	399071235	2
ENCAN941WYJ	ENCSR000EOD	1	357488832	pass	399071235	2
ENCAN131EWS	ENCSR422IIZ	1	82032010	pass	82032010	1
ENCAN299USF	ENCSR450PWF	1	198953714	pass	198953714	1
ENCAN618XYT	ENCSR484UAU	1	178213114	pass	178213114	1
ENCAN744CUC	ENCSR000EOJ	2	36071388	warning	301406780	2
ENCAN744CUC	ENCSR000EOJ	1	265335392	pass	301406780	2
ENCAN296IDU	ENCSR405YLV	1	259244794	pass	259244794	1
ENCAN877BVZ	ENCSR365NDK	1	234179042	pass	234179042	1
ENCAN517MWV	ENCSR545ADK	1	172045980	pass	172045980	1
ENCAN145ZEF	ENCSR999VDH	1	184773022	pass	184773022	1
ENCAN545JYV	ENCSR589HAC	1	211483810	pass	211483810	1
ENCAN110HUY	ENCSR276ITP	1	265616480	pass	265616480	1
ENCAN631SWZ	ENCSR732RIC	1	248237860	pass	248237860	1
ENCAN192LXY	ENCSR507DQC	1	188025216	pass	188025216	1
ENCAN303CWK	ENCSR162JNV	1	31395992	warning	31395992	1
ENCAN392XKO	ENCSR625WLB	1	71727020	pass	71727020	1
ENCAN228MVJ	ENCSR126EVK	1	228431488	pass	228431488	1
ENCAN696JQZ	ENCSR129BZE	1	186516402	pass	186516402	1
ENCAN473EOF	ENCSR649XRC	1	24166612	warning	24166612	1
ENCAN739BDI	ENCSR236KPK	1	242813682	pass	242813682	1
ENCAN856XRJ	ENCSR138UGH	1	218462538	pass	218462538	1
ENCAN224DOK	ENCSR404TSP	1	203283828	pass	203283828	1
ENCAN766WLD	ENCSR744UQK	1	39304544	warning	39304544	1
ENCAN314VJL	ENCSR330ZBO	1	176611556	pass	176611556	1
ENCAN263LAU	ENCSR000EPN	1	29243904	warning	57387443	2
ENCAN263LAU	ENCSR000EPN	2	28143539	warning	57387443	2
ENCAN087TFI	ENCSR597UIG	1	182797988	pass	182797988	1
ENCAN638ZIM	ENCSR376DAE	1	126526144	pass	126526144	1
ENCAN940UYQ	ENCSR774RCO	1	271441995	pass	271441995	1
ENCAN653APY	ENCSR869JYO	1	63333662	pass	63333662	1
ENCAN047REU	ENCSR623PVB	1	123911476	pass	123911476	1
ENCAN238NUM	ENCSR595THL	1	47644134	warning	47644134	1
ENCAN080KQE	ENCSR384GGJ	1	52153296	pass	52153296	1
ENCAN032OXE	ENCSR260UJJ	1	59628756	pass	59628756	1
ENCAN652VIQ	ENCSR298SDT	1	70180000	pass	70180000	1
ENCAN756LTO	ENCSR944GPH	1	49650776	warning	49650776	1
ENCAN813JND	ENCSR515DVK	1	29795204	warning	29795204	1
ENCAN661TCB	ENCSR943KMD	1	102489768	pass	102489768	1
ENCAN915PKT	ENCSR872IXQ	1	61059048	pass	61059048	1
ENCAN176FUB	ENCSR453RFW	1	66340276	pass	66340276	1
ENCAN939IUX	ENCSR542GKI	1	64685974	pass	64685974	1
ENCAN560GNO	ENCSR363LUK	1	248233342	pass	248233342	1
ENCAN929BUJ	ENCSR747RGR	1	94552760	pass	94552760	1
ENCAN477DNC	ENCSR498FCF	1	143843918	pass	143843918	1
ENCAN481JVP	ENCSR433WOV	1	47403370	warning	47403370	1
ENCAN030GLV	ENCSR015FZF	1	40611018	warning	40611018	1
ENCAN579RJY	ENCSR582QEW	1	61118108	pass	61118108	1
ENCAN537XYJ	ENCSR965ZWZ	1	38066036	warning	38066036	1
ENCAN179QXD	ENCSR438USP	1	22405778	warning	22405778	1
ENCAN773PSM	ENCSR298OIK	1	181697980	pass	181697980	1
ENCAN784RKF	ENCSR006DKF	1	124540516	pass	257243430	2
ENCAN784RKF	ENCSR006DKF	2	132702914	pass	257243430	2
ENCAN884AEQ	ENCSR694LFE	1	211575422	pass	211575422	1
ENCAN423QJN	ENCSR086FTP	1	25056186	warning	25056186	1
ENCAN258GJZ	ENCSR721XAP	1	212291328	pass	462751808	2
ENCAN258GJZ	ENCSR721XAP	3	250460480	pass	462751808	2
ENCAN459FTE	ENCSR246VSO	1	147557822	pass	147557822	1
ENCAN515KQG	ENCSR279SXQ	1	184316182	pass	184316182	1
ENCAN058SXO	ENCSR069ICJ	1	193553960	pass	193553960	1
ENCAN617CER	ENCSR032NNU	1	180054054	pass	180054054	1
ENCAN712XTF	ENCSR164TBP	1	180830136	pass	180830136	1
ENCAN876VFO	ENCSR206OJJ	1	267706018	pass	267706018	1
ENCAN997QZA	ENCSR618HFT	1	21661012	warning	21661012	1
ENCAN800QKW	ENCSR214NLQ	1	194169510	pass	194169510	1
ENCAN967MFX	ENCSR724INK	1	60330326	pass	60330326	1
ENCAN654XWM	ENCSR671ZRV	1	40243914	warning	40243914	1
ENCAN848SEQ	ENCSR111LTT	1	91741902	pass	91741902	1
ENCAN659EPS	ENCSR211SUT	1	227763390	pass	227763390	1
ENCAN715NUH	ENCSR356RNZ	1	198500072	pass	198500072	1
ENCAN960WRY	ENCSR608NWP	1	203319708	pass	203319708	1
ENCAN775OKC	ENCSR223KKX	1	190072070	pass	190072070	1
ENCAN847WEL	ENCSR124PXN	1	31654066	warning	31654066	1
ENCAN981ZAP	ENCSR630XDN	1	57675104	pass	57675104	1
ENCAN907GRN	ENCSR534OJE	1	28076252	warning	28076252	1
ENCAN804HQP	ENCSR155NBS	1	54326134	pass	54326134	1
ENCAN606FKD	ENCSR785RIM	1	43178290	warning	43178290	1
ENCAN930HOU	ENCSR765ZML	1	123954472	pass	123954472	1
ENCAN727KAF	ENCSR921PPJ	1	105962862	pass	105962862	1
ENCAN225OTC	ENCSR314IBN	1	25009940	warning	25009940	1
ENCAN268EKB	ENCSR627QIA	1	60270922	pass	60270922	1
ENCAN152MBR	ENCSR784RMA	1	59556716	pass	59556716	1
ENCAN926CFS	ENCSR139PLJ	1	48313964	warning	48313964	1
ENCAN188MKT	ENCSR698VDM	1	68583116	pass	68583116	1
ENCAN346QLW	ENCSR497NLU	1	81673586	pass	81673586	1
ENCAN156DEC	ENCSR470QCE	1	33794602	warning	33794602	1
ENCAN578MOX	ENCSR541PUY	1	79899966	pass	79899966	1
ENCAN253MEG	ENCSR960EJV	1	37787193	warning	37787193	1
ENCAN887JBH	ENCSR565RQI	1	12771338	not_compliant	12771338	1
ENCAN477MKX	ENCSR496UER	1	52786776	pass	52786776	1
ENCAN561IIY	ENCSR863LZT	1	41667152	warning	41667152	1
ENCAN005OPO	ENCSR763AKE	1	188807778	pass	188807778	1
ENCAN705RYY	ENCSR815DWW	1	56931258	pass	56931258	1
ENCAN414EAE	ENCSR171APM	1	22036456	warning	22036456	1
ENCAN981QZM	ENCSR597URK	1	78558518	pass	78558518	1
ENCAN376YWQ	ENCSR177GYC	1	28654752	warning	28654752	1
ENCAN029MNE	ENCSR581RSO	1	54336666	pass	54336666	1
ENCAN583CBO	ENCSR474HQW	1	28697004	warning	28697004	1
ENCAN575GWU	ENCSR895GSY	1	203137444	pass	203137444	1
ENCAN488LZK	ENCSR060TTR	1	17786778	not_compliant	17786778	1
ENCAN609WAR	ENCSR050VTC	1	22668540	warning	22668540	1
ENCAN905RDM	ENCSR210JVF	1	28419080	warning	28419080	1
ENCAN324STA	ENCSR167VIP	1	11112690	not_compliant	11112690	1
ENCAN688XVP	ENCSR740DJQ	1	82509208	pass	82509208	1
ENCAN368LZP	ENCSR926SNI	1	29004262	warning	29004262	1
ENCAN071CDF	ENCSR420HOT	1	76608288	pass	76608288	1
ENCAN777XIT	ENCSR396ZIN	1	66358910	pass	66358910	1
ENCAN412UVD	ENCSR494IWJ	1	29379084	warning	29379084	1
ENCAN907UAO	ENCSR305WLF	1	41638042	warning	41638042	1
ENCAN318COA	ENCSR419OAR	1	50909648	pass	50909648	1
ENCAN230LYH	ENCSR954AJK	1	199959512	pass	199959512	1
ENCAN202JWW	ENCSR669NQZ	1	46263246	warning	46263246	1
ENCAN327TXO	ENCSR579DBA	1	30897496	warning	30897496	1
ENCAN187YRI	ENCSR889WKL	2	245239766	pass	471817954	2
ENCAN187YRI	ENCSR889WKL	1	226578188	pass	471817954	2
ENCAN042VIC	ENCSR803VCR	1	33169190	warning	33169190	1
ENCAN648XIB	ENCSR845MEJ	1	27803632	warning	27803632	1
ENCAN300TVN	ENCSR846CTA	1	38754802	warning	38754802	1
ENCAN819HEA	ENCSR838IPF	1	28232451	warning	28232451	1
ENCAN671QRX	ENCSR777USE	1	34084273	warning	34084273	1
ENCAN558YKR	ENCSR971MMF	1	59225190	pass	59225190	1
ENCAN626TZF	ENCSR960EVM	1	32877100	warning	32877100	1
ENCAN870ZML	ENCSR296TFH	1	78670480	pass	78670480	1
ENCAN093WXL	ENCSR653ISV	1	214702366	pass	214702366	1
ENCAN040BSJ	ENCSR385XHV	1	50487404	pass	50487404	1
ENCAN442LAX	ENCSR206KJN	1	40143806	warning	40143806	1
ENCAN972THR	ENCSR467MSP	1	55981760	pass	55981760	1
ENCAN321OBS	ENCSR152FWD	1	146156766	pass	146156766	1
ENCAN706JOV	ENCSR933HFM	1	58232918	pass	58232918	1
ENCAN793YPB	ENCSR442GKD	1	49623408	warning	49623408	1
ENCAN763XXP	ENCSR749MUH	1	209244458	pass	209244458	1
ENCAN310OSS	ENCSR633DZW		180079312	pass	180079312	1
ENCAN886GYN	ENCSR552TPH	1	56896306	pass	56896306	1
ENCAN476KGN	ENCSR135XMY	1	44108228	warning	44108228	1
ENCAN765FEM	ENCSR213WNV	1	59953002	pass	59953002	1
ENCAN894WXI	ENCSR226LVB	1	30544932	warning	30544932	1
ENCAN967QSK	ENCSR025EYJ	1	43984566	warning	43984566	1
ENCAN256MFT	ENCSR909YET	1	195506730	pass	195506730	1
ENCAN905AJI	ENCSR801VSK	1	115767502	pass	115767502	1
ENCAN610ZDM	ENCSR964VVW	1	41877767	warning	41877767	1
ENCAN783YTJ	ENCSR274XTS	1	202073130	pass	202073130	1
ENCAN373QCH	ENCSR635URJ	1	35161756	warning	35161756	1
ENCAN638ARD	ENCSR380TXB	1	27550390	warning	27550390	1
ENCAN655HST	ENCSR800ADR	1	216000260	pass	216000260	1
ENCAN104MHJ	ENCSR255OGF	1	55928882	pass	55928882	1
ENCAN476LBE	ENCSR283MZJ	1	67327780	pass	67327780	1
ENCAN734SDG	ENCSR100OSB	1	166404894	pass	166404894	1
ENCAN844HZG	ENCSR111WTE	1	161715356	pass	161715356	1
ENCAN830GYN	ENCSR859KGQ	1	30929648	warning	30929648	1
ENCAN995ZAS	ENCSR310ZGQ	1	46256294	warning	46256294	1
ENCAN519PBN	ENCSR548KXH	1	29169384	warning	29169384	1
ENCAN563AJI	ENCSR389IHS	1	41736008	warning	41736008	1
ENCAN809CNZ	ENCSR930AUG	1	40282570	warning	40282570	1
ENCAN261DMQ	ENCSR342OGI	1	59089046	pass	59089046	1
ENCAN198TJO	ENCSR933VOY	1	48520876	warning	48520876	1
ENCAN865LBD	ENCSR075MQZ	1	41208098	warning	41208098	1
ENCAN112JPW	ENCSR315WAC	1	35185284	warning	35185284	1
ENCAN882ZEV	ENCSR154NOT	1	61513680	pass	61513680	1
