metric	marker_cell_type	gene	column	value
avg_cpm	Cone	AIIamacrine	6.769141972
avg_raw	Cone	Astrocyte	40.5
avg_cpm	Cone	Astrocyte	5.37783186
avg_raw	Cone	Cone	1474.38
avg_cpm	Cone	Cone	30.46007622
avg_raw	Cone	GABAamacrine	301.875
avg_cpm	Cone	GABAamacrine	8.155302351
avg_raw	Cone	Horizontal	234.75
avg_cpm	Cone	Horizontal	7.419214004
avg_raw	Cone	Microglia	58.375
avg_cpm	Cone	Microglia	7.157862159
avg_raw	Cone	Mullerglia	587.125
avg_cpm	Cone	Mullerglia	6.219857988
avg_raw	Cone	Retinalganglioncell	119.875
avg_cpm	Cone	Retinalganglioncell	5.70435251
avg_raw	Cone	Rod	1371.88
avg_cpm	Cone	Rod	3.31734807
avg_raw	GABAamacrine	AIIamacrine	59.6667
avg_cpm	GABAamacrine	AIIamacrine	5.040775509
avg_raw	GABAamacrine	Astrocyte	43
avg_cpm	GABAamacrine	Astrocyte	5.70979679
avg_raw	GABAamacrine	Cone	217.5
avg_cpm	GABAamacrine	Cone	4.493474576
avg_raw	GABAamacrine	GABAamacrine	853.833
avg_cpm	GABAamacrine	GABAamacrine	23.06672958
avg_raw	GABAamacrine	Horizontal	133.167
avg_cpm	GABAamacrine	Horizontal	4.208698608
avg_raw	GABAamacrine	Microglia	37.1667
avg_cpm	GABAamacrine	Microglia	4.557325515
avg_raw	GABAamacrine	Mullerglia	786.167
avg_cpm	GABAamacrine	Mullerglia	8.328456499
avg_raw	GABAamacrine	Retinalganglioncell	92
avg_cpm	GABAamacrine	Retinalganglioncell	4.377897234
avg_raw	GABAamacrine	Rod	1427
avg_cpm	GABAamacrine	Rod	3.450646521
avg_raw	Horizontal	AIIamacrine	111.4
avg_cpm	Horizontal	AIIamacrine	9.411325001
avg_raw	Horizontal	Astrocyte	61.6
avg_cpm	Horizontal	Astrocyte	8.179615866
avg_raw	Horizontal	Cone	318.8
avg_cpm	Horizontal	Cone	6.586297448
avg_raw	Horizontal	GABAamacrine	243.4
avg_cpm	Horizontal	GABAamacrine	6.57557132
avg_raw	Horizontal	Horizontal	1348.8
avg_cpm	Horizontal	Horizontal	42.62848072
avg_raw	Horizontal	Microglia	69.4
avg_cpm	Horizontal	Microglia	8.509732485
avg_raw	Horizontal	Mullerglia	676.4
avg_cpm	Horizontal	Mullerglia	7.165615403
avg_raw	Horizontal	Retinalganglioncell	310.8
avg_cpm	Horizontal	Retinalganglioncell	14.78967892
avg_raw	Horizontal	Rod	2490.2
avg_cpm	Horizontal	Rod	6.021583719
avg_raw	Microglia	AIIamacrine	13
avg_cpm	Microglia	AIIamacrine	1.098269524
avg_raw	Microglia	Astrocyte	19.6667
avg_cpm	Microglia	Astrocyte	2.611457446
avg_raw	Microglia	Cone	33.8333
avg_cpm	Microglia	Cone	0.6989849341
avg_raw	Microglia	GABAamacrine	50.5
avg_cpm	Microglia	GABAamacrine	1.364282464
avg_raw	Microglia	Horizontal	33.6667
avg_cpm	Microglia	Horizontal	1.064026432
avg_raw	Microglia	Microglia	32.3333
avg_cpm	Microglia	Microglia	3.964668833
avg_raw	Microglia	Mullerglia	137.5
avg_cpm	Microglia	Mullerglia	1.456641215
avg_raw	Microglia	Retinalganglioncell	22.6667
avg_cpm	Microglia	Retinalganglioncell	1.078612362
avg_raw	Microglia	Rod	253.667
avg_cpm	Microglia	Rod	0.6133945346
avg_raw	Mullerglia	AIIamacrine	132.125
avg_cpm	Mullerglia	AIIamacrine	11.16222007
avg_raw	Mullerglia	Astrocyte	160.25
avg_cpm	Mullerglia	Astrocyte	21.27895199
avg_raw	Mullerglia	Cone	247.375
avg_cpm	Mullerglia	Cone	5.110681716
avg_raw	Mullerglia	GABAamacrine	251.375
avg_cpm	Mullerglia	GABAamacrine	6.791019888
avg_raw	Mullerglia	Horizontal	179.25
avg_cpm	Mullerglia	Horizontal	5.665150629
avg_raw	Mullerglia	Microglia	95.125
avg_cpm	Mullerglia	Microglia	11.66409658
avg_raw	Mullerglia	Mullerglia	2433
avg_cpm	Mullerglia	Mullerglia	25.77460419
avg_raw	Mullerglia	Retinalganglioncell	142
avg_cpm	Mullerglia	Retinalganglioncell	6.757189209
avg_raw	Mullerglia	Rod	2401.62
avg_cpm	Mullerglia	Rod	5.807399405
avg_raw	Retinalganglioncell	AIIamacrine	11.5714
avg_cpm	Retinalganglioncell	AIIamacrine	0.9775805656
avg_raw	Retinalganglioncell	Astrocyte	3
avg_cpm	Retinalganglioncell	Astrocyte	0.3983579156
avg_raw	Retinalganglioncell	Cone	49.8571
avg_cpm	Retinalganglioncell	Cone	1.030031282
avg_raw	Retinalganglioncell	GABAamacrine	84.2857
avg_cpm	Retinalganglioncell	GABAamacrine	2.277020237
avg_raw	Retinalganglioncell	Horizontal	39.8571
avg_cpm	Retinalganglioncell	Horizontal	1.259674856
avg_raw	Retinalganglioncell	Microglia	8
avg_cpm	Retinalganglioncell	Microglia	0.9809489897
avg_raw	Retinalganglioncell	Mullerglia	49.5714
avg_cpm	Retinalganglioncell	Mullerglia	0.5251475341
avg_raw	Retinalganglioncell	Retinalganglioncell	318.286
avg_cpm	Retinalganglioncell	Retinalganglioncell	15.14589292
avg_raw	Retinalganglioncell	Rod	226.286
avg_cpm	Retinalganglioncell	Rod	0.5471843117
avg_raw	Rod	AIIamacrine	270.875
avg_cpm	Rod	AIIamacrine	22.88413518
avg_raw	Rod	Astrocyte	246.625
avg_cpm	Rod	Astrocyte	32.74834031
avg_raw	Rod	Cone	1625
avg_cpm	Rod	Cone	33.57193649
avg_raw	Rod	GABAamacrine	612.125
avg_cpm	Rod	GABAamacrine	16.53685947
avg_raw	Rod	Horizontal	637.5
avg_cpm	Rod	Horizontal	20.14802525
avg_raw	Rod	Microglia	301.875
avg_cpm	Rod	Microglia	37.01549703
avg_raw	Rod	Mullerglia	3348.25
avg_cpm	Rod	Mullerglia	35.47053781
avg_raw	Rod	Retinalganglioncell	309.25
avg_cpm	Rod	Retinalganglioncell	14.71592087
avg_raw	Rod	Rod	41108.4
avg_cpm	Rod	Rod	99.40467497
metric	column	predicted	value
prediction	AIIamacrine	AIIamacrine	94.28221455
prediction	Astrocyte	AIIamacrine	79.14043922
prediction	Cone	AIIamacrine	110.0705004
prediction	GABAamacrine	AIIamacrine	51.9453925
prediction	Horizontal	AIIamacrine	53.44994557
prediction	Microglia	AIIamacrine	72.93355738
prediction	Mullerglia	AIIamacrine	79.29213212
prediction	Retinalganglioncell	AIIamacrine	45.76806043
prediction	Rod	AIIamacrine	145.8663488
