metric	marker_cell_type	gene	column	value
raw	Cone	OPN1MW	Mullerglia	6
cpm	Cone	OPN1MW	Mullerglia	0.06356252575
raw	Cone	OPN1MW	Retinalganglioncell	1
cpm	Cone	OPN1MW	Retinalganglioncell	0.0475858395
raw	Cone	OPN1MW	Rod	44
cpm	Cone	OPN1MW	Rod	0.1063969495
metric	marker_cell_type	column	value
avg_raw	AIIamacrine	AIIamacrine	1450.6
avg_cpm	AIIamacrine	AIIamacrine	122.5499825
avg_raw	AIIamacrine	Astrocyte	679
avg_cpm	AIIamacrine	Astrocyte	90.16167489
avg_raw	AIIamacrine	Cone	6468.8
avg_cpm	AIIamacrine	Cone	133.6431648
avg_raw	AIIamacrine	GABAamacrine	2455.8
avg_cpm	AIIamacrine	GABAamacrine	66.34465098
avg_raw	AIIamacrine	Horizontal	2027
avg_cpm	AIIamacrine	Horizontal	64.06281911
avg_raw	AIIamacrine	Microglia	680.6
avg_cpm	AIIamacrine	Microglia	83.4542353
avg_raw	AIIamacrine	Mullerglia	8491.6
avg_cpm	AIIamacrine	Mullerglia	89.95792394
avg_raw	AIIamacrine	Retinalganglioncell	1192.2
avg_cpm	AIIamacrine	Retinalganglioncell	56.73183785
avg_raw	AIIamacrine	Rod	69264.4
avg_cpm	AIIamacrine	Rod	167.4891107
avg_raw	Astrocyte	AIIamacrine	179
avg_cpm	Astrocyte	AIIamacrine	15.12232653
avg_raw	Astrocyte	Astrocyte	251.4
avg_cpm	Astrocyte	Astrocyte	33.38239332
avg_raw	Astrocyte	Cone	884.8
avg_cpm	Astrocyte	Cone	18.27966117
avg_raw	Astrocyte	GABAamacrine	530.2
avg_cpm	Astrocyte	GABAamacrine	14.32361509
avg_raw	Astrocyte	Horizontal	266
avg_cpm	Astrocyte	Horizontal	8.4068623
avg_raw	Astrocyte	Microglia	124
avg_cpm	Astrocyte	Microglia	15.20470934
avg_raw	Astrocyte	Mullerglia	2116.6
avg_cpm	Astrocyte	Mullerglia	22.42274033
avg_raw	Astrocyte	Retinalganglioncell	290
avg_cpm	Astrocyte	Retinalganglioncell	13.79989346
avg_raw	Astrocyte	Rod	11247.6
avg_cpm	Astrocyte	Rod	27.19796203
avg_raw	Cone	AIIamacrine	109.5
avg_cpm	Cone	AIIamacrine	9.250808685
avg_raw	Cone	Astrocyte	65
avg_cpm	Cone	Astrocyte	8.63108817
avg_raw	Cone	Cone	2451.12
avg_cpm	Cone	Cone	50.63939251
avg_raw	Cone	GABAamacrine	383.75
avg_cpm	Cone	GABAamacrine	10.36719595
avg_raw	Cone	Horizontal	313.625
avg_cpm	Cone	Horizontal	9.912038304
avg_raw	Cone	Microglia	100.625
avg_cpm	Cone	Microglia	12.33849901
avg_raw	Cone	Mullerglia	926.625
avg_cpm	Cone	Mullerglia	9.81643757
avg_raw	Cone	Retinalganglioncell	161.875
avg_cpm	Cone	Retinalganglioncell	7.702957769
avg_raw	Cone	Rod	3184.62
avg_cpm	Cone	Rod	7.700781484
avg_raw	GABAamacrine	AIIamacrine	338.833
avg_cpm	GABAamacrine	AIIamacrine	28.62540952
avg_raw	GABAamacrine	Astrocyte	132.667
avg_cpm	GABAamacrine	Astrocyte	17.61627227
avg_raw	GABAamacrine	Cone	935.333
avg_cpm	GABAamacrine	Cone	19.32366232
avg_raw	GABAamacrine	GABAamacrine	2326.83
avg_cpm	GABAamacrine	GABAamacrine	62.86055273
avg_raw	GABAamacrine	Horizontal	730.5
avg_cpm	GABAamacrine	Horizontal	23.08726658
avg_raw	GABAamacrine	Microglia	131
avg_cpm	GABAamacrine	Microglia	16.06303971
avg_raw	GABAamacrine	Mullerglia	2222
avg_cpm	GABAamacrine	Mullerglia	23.53932203
avg_raw	GABAamacrine	Retinalganglioncell	216
avg_cpm	GABAamacrine	Retinalganglioncell	10.27854133
avg_raw	GABAamacrine	Rod	6332.67
avg_cpm	GABAamacrine	Rod	15.31310035
avg_raw	Horizontal	AIIamacrine	409.2
avg_cpm	Horizontal	AIIamacrine	34.57014533
avg_raw	Horizontal	Astrocyte	180.6
avg_cpm	Horizontal	Astrocyte	23.98114652
avg_raw	Horizontal	Cone	1296.6
avg_cpm	Horizontal	Cone	26.78730637
avg_raw	Horizontal	GABAamacrine	740.6
avg_cpm	Horizontal	GABAamacrine	20.0076751
avg_raw	Horizontal	Horizontal	3092.2
avg_cpm	Horizontal	Horizontal	97.72819401
avg_raw	Horizontal	Microglia	213
avg_cpm	Horizontal	Microglia	26.11776685
avg_raw	Horizontal	Mullerglia	2567.8
avg_cpm	Horizontal	Mullerglia	27.20264227
avg_raw	Horizontal	Retinalganglioncell	781.4
avg_cpm	Horizontal	Retinalganglioncell	37.18357499
avg_raw	Horizontal	Rod	9297.2
avg_cpm	Horizontal	Rod	22.48167543
avg_raw	Microglia	AIIamacrine	53.5
avg_cpm	Microglia	AIIamacrine	4.519801504
avg_raw	Microglia	Astrocyte	53.6667
avg_cpm	Microglia	Astrocyte	7.126180489
avg_raw	Microglia	Cone	118.5
avg_cpm	Microglia	Cone	2.448168907
avg_raw	Microglia	GABAamacrine	161.333
avg_cpm	Microglia	GABAamacrine	4.358499752
avg_raw	Microglia	Horizontal	143.333
avg_cpm	Microglia	Horizontal	4.53001352
avg_raw	Microglia	Microglia	120
avg_cpm	Microglia	Microglia	14.71423485
avg_raw	Microglia	Mullerglia	761.667
avg_cpm	Microglia	Mullerglia	8.068909518
avg_raw	Microglia	Retinalganglioncell	75
avg_cpm	Microglia	Retinalganglioncell	3.568937963
avg_raw	Microglia	Rod	1015
avg_cpm	Microglia	Rod	2.454384176
avg_raw	Mullerglia	AIIamacrine	256.25
avg_cpm	Mullerglia	AIIamacrine	21.64858197
avg_raw	Mullerglia	Astrocyte	361.75
avg_cpm	Mullerglia	Astrocyte	48.03532532
avg_raw	Mullerglia	Cone	471.375
avg_cpm	Mullerglia	Cone	9.738444038
avg_raw	Mullerglia	GABAamacrine	506
avg_cpm	Mullerglia	GABAamacrine	13.66984013
avg_raw	Mullerglia	Horizontal	400.875
avg_cpm	Mullerglia	Horizontal	12.66955235
avg_raw	Mullerglia	Microglia	217.25
avg_cpm	Mullerglia	Microglia	26.638896
avg_raw	Mullerglia	Mullerglia	5144.75
avg_cpm	Mullerglia	Mullerglia	54.50221739
avg_raw	Mullerglia	Retinalganglioncell	296.75
avg_cpm	Mullerglia	Retinalganglioncell	14.12109787
avg_raw	Mullerglia	Rod	3316.38
avg_cpm	Mullerglia	Rod	8.019367804
avg_raw	Retinalganglioncell	AIIamacrine	61
avg_cpm	Retinalganglioncell	AIIamacrine	5.153418537
avg_raw	Retinalganglioncell	Astrocyte	67.2857
avg_cpm	Retinalganglioncell	Astrocyte	8.934598963
avg_raw	Retinalganglioncell	Cone	207.429
avg_cpm	Retinalganglioncell	Cone	4.285402354
avg_raw	Retinalganglioncell	GABAamacrine	324.857
avg_cpm	Retinalganglioncell	GABAamacrine	8.776176301
avg_raw	Retinalganglioncell	Horizontal	189.286
avg_cpm	Retinalganglioncell	Horizontal	5.982326825
avg_raw	Retinalganglioncell	Microglia	35.1429
avg_cpm	Retinalganglioncell	Microglia	4.309168776
avg_raw	Retinalganglioncell	Mullerglia	343.714
avg_cpm	Retinalganglioncell	Mullerglia	3.641224689
avg_raw	Retinalganglioncell	Retinalganglioncell	860.857
avg_cpm	Retinalganglioncell	Retinalganglioncell	40.96460983
avg_raw	Retinalganglioncell	Rod	906.286
avg_cpm	Retinalganglioncell	Rod	2.191500804
avg_raw	Rod	AIIamacrine	500.125
avg_cpm	Rod	AIIamacrine	42.25169583
avg_raw	Rod	Astrocyte	451.375
avg_cpm	Rod	Astrocyte	59.93626804
avg_raw	Rod	Cone	2998.12
avg_cpm	Rod	Cone	61.94022282
avg_raw	Rod	GABAamacrine	1211.62
avg_cpm	Rod	GABAamacrine	32.73264832
avg_raw	Rod	Horizontal	1248.88
avg_cpm	Rod	Horizontal	39.47037652
avg_raw	Rod	Microglia	537.25
avg_cpm	Rod	Microglia	65.87685559
avg_raw	Rod	Mullerglia	6078.88
avg_cpm	Rod	Mullerglia	64.39810812
avg_raw	Rod	Retinalganglioncell	598.5
avg_cpm	Rod	Retinalganglioncell	28.48012494
avg_raw	Rod	Rod	69162.2
avg_cpm	Rod	Rod	167.2421005
metric	marker_cell_type	predicted_column	value	second_value
marker_max	AIIamacrine	Rod	167.4891107	133.6431648
marker_max	Astrocyte	Astrocyte	33.38239332	27.19796203
marker_max	Cone	Cone	50.63939251	12.33849901
marker_max	GABAamacrine	GABAamacrine	62.86055273	28.62540952
marker_max	Horizontal	Horizontal	97.72819401	37.18357499
marker_max	Microglia	Microglia	14.71423485	8.068909518
marker_max	Mullerglia	Mullerglia	54.50221739	48.03532532
marker_max	Retinalganglioncell	Retinalganglioncell	40.96460983	8.934598963
marker_max	Rod	Rod	167.2421005	65.87685559
metric	column	predicted_marker	value	second_value
column_max	AIIamacrine	AIIamacrine	122.5499825	42.25169583
column_max	Astrocyte	AIIamacrine	90.16167489	59.93626804
column_max	Cone	AIIamacrine	133.6431648	61.94022282
column_max	GABAamacrine	AIIamacrine	66.34465098	62.86055273
column_max	Horizontal	Horizontal	97.72819401	64.06281911
column_max	Microglia	AIIamacrine	83.4542353	65.87685559
column_max	Mullerglia	AIIamacrine	89.95792394	64.39810812
column_max	Retinalganglioncell	AIIamacrine	56.73183785	40.96460983
column_max	Rod	AIIamacrine	167.4891107	167.2421005
