# candidates have max_abs_usage_delta >= 0.25
rank	gene_id	gene_symbol	expressed_isoforms	sampleA_gene_NumReads	sampleB_gene_NumReads	max_abs_usage_delta	total_variation	top_transcript	top_sampleA_usage	top_sampleB_usage	top_sampleA_NumReads	top_sampleB_NumReads	top_sampleA_TPM	top_sampleB_TPM	top_log2FC_normalized_reads	top_usage_delta_sampleB_minus_A
396	ENSG00000167491.18	GATAD2A	3	23	21	0.554087	0.554087	ENST00000683918	0.554087	0	12.744	0	9.96282	0	-7.09498	-0.554087
397	ENSG00000198380.13	GFPT1	3	34	58.999	0.551823	0.551823	ENST00000361060	1	0.448177	34	26.442	17.3269	14.8884	-0.3529	-0.551823
398	ENSG00000141027.23	NCOR1	3	30	35	0.551257	0.551257	ENST00000268712	0	0.551257	0	19.294	0	8.7096	7.69839	0.551257
399	ENSG00000125944.22	HNRNPR	3	42	55.001	0.551245	0.551245	ENST00000374612	1	0.448755	42	24.682	73.4072	47.6617	-0.756008	-0.551245
400	ENSG00000135899.20	SP110	5	28	31.999	0.548923	0.76993	ENST00000358662	0	0.548923	0	17.565	0	14.1226	7.56362	0.548923
401	ENSG00000131473.17	ACLY	3	58	53.999	0.54864	0.54864	ENST00000352035	1	0.45136	58	24.373	61.2794	28.4517	-1.23889	-0.54864
402	ENSG00000131844.17	MCCC2	4	35	29	0.548221	0.6016	ENST00000340941	0.3984	0.946621	13.944	27.452	17.6532	38.3989	0.981179	0.548221
403	ENSG00000048740.19	CELF2	6	26.999	34.999	0.547465	1	ENST00000631460	0.547465	0	14.781	0	11.9402	0	-7.30746	-0.547465
404	ENSG00000125991.21	ERGIC3	3	31	32.001	0.547202	0.547202	ENST00000348547	1	0.452798	31	14.49	125.874	65.0038	-1.08361	-0.547202
405	ENSG00000124762.15	CDKN1A	2	57	42	0.542856	0.542856	ENST00000244741	0.85207	0.309214	48.568	12.987	111.121	32.8292	-1.88669	-0.542856
406	ENSG00000119487.17	MAPKAP1	7	54	59	0.54222	0.93722	ENST00000373498	0	0.54222	0	31.991	0	52.4061	8.42514	0.54222
407	ENSG00000109670.17	FBXW7	7	51	57	0.541333	0.745123	ENST00000603548	0	0.541333	0	30.856	0	26.9528	8.37318	0.541333
408	ENSG00000148672.10	GLUD1	3	32	39	0.541026	0.541026	ENST00000684201	0	0.541026	0	21.1	0	41.9641	7.82688	0.541026
409	ENSG00000183726.11	TMEM50A	3	20	22	0.53975	0.53975	ENST00000480937	0.53975	0	10.795	0	54.1222	0	-6.85743	-0.53975
410	ENSG00000134802.18	SLC43A3	3	27	27	0.53463	0.53463	ENST00000395123	0.46537	1	12.565	27	22.6565	53.7891	1.10648	0.53463
411	ENSG00000131508.17	UBE2D2	4	29	30	0.534276	0.568759	ENST00000505548	0.534276	0	15.494	0	76.6892	0	-7.375	-0.534276
412	ENSG00000155849.16	ELMO1	6	26	33	0.534269	0.913061	ENST00000396045	0.534269	0	13.891	0	26.093	0	-7.21845	-0.534269
413	ENSG00000184007.22	PTP4A2	6	79	73	0.53381	0.729911	ENST00000602725	0.53381	0	42.171	0	58.0525	0	-8.81403	-0.53381
414	ENSG00000130726.12	TRIM28	7	49	53	0.532472	0.759735	ENST00000253024	0	0.532472	0	28.221	0	42.7712	8.24481	0.532472
415	ENSG00000180776.17	ZDHHC20	2	26	35	0.532231	0.532231	ENST00000400590	0.467769	1	12.162	35	10.1762	32.357	1.52642	0.532231
416	ENSG00000197081.16	IGF2R	2	50	31	0.531548	0.531548	ENST00000356956	1	0.468452	50	14.522	15.4645	4.96249	-1.76845	-0.531548
417	ENSG00000133030.22	MPRIP	5	42	25.001	0.528262	0.642476	ENST00000341712	0.528262	0	22.187	0	26.3551	0	-7.89038	-0.528262
418	ENSG00000145495.17	MARCHF6	3	23	27	0.527815	0.527815	ENST00000449913	0	0.527815	0	14.251	0	23.9179	7.26375	0.527815
419	ENSG00000150753.12	CCT5	5	60.001	68.001	0.523821	0.55931	ENST00000503026	0.626673	0.102851	37.601	6.994	95.4336	19.6118	-2.40235	-0.523821
420	ENSG00000128585.18	MKLN1	3	21	21	0.522857	0.522857	ENST00000458153	0.522857	0	10.98	0	21.339	0	-6.88174	-0.522857
421	ENSG00000064651.14	SLC12A2	2	33	31	0.522333	0.522333	ENST00000262461	0.477667	1	15.763	31	10.165	22.087	0.980193	0.522333
422	ENSG00000164111.15	ANXA5	2	45	54	0.521611	0.521611	ENST00000296511	1	0.478389	45	25.833	138.488	87.8378	-0.789815	-0.521611
423	ENSG00000156738.18	MS4A1	6	98	128	0.518796	0.534061	ENST00000532073	0.774796	0.256	75.93	32.768	140.407	66.9469	-1.20136	-0.518796
424	ENSG00000162521.19	RBBP4	6	50.209	40.436	0.518333	0.518333	ENST00000373485	0.228007	0.74634	11.448	30.179	41.9035	122.049	1.39982	0.518333
425	ENSG00000124151.19	NCOA3	2	78	90	0.518078	0.518078	ENST00000371998	1	0.481922	78	43.373	43.209	26.5464	-0.836613	-0.518078
426	ENSG00000106105.15	GARS1	3	54	51	0.517852	0.517852	ENST00000674851	0.517852	0	27.964	0	59.6663	0	-8.22298	-0.517852
427	ENSG00000090863.12	GLG1	5	38.999	33	0.516848	0.516848	ENST00000447066	0	0.516848	0	17.056	0	23.8432	7.52143	0.516848
428	ENSG00000153029.16	MR1	3	21	21	0.513429	0.513429	ENST00000282990	0.513429	0	10.782	0	25.6862	0	-6.85571	-0.513429
429	ENSG00000141279.18	NPEPPS	6	35.409	44	0.511068	1	ENST00000700499	0	0.511068	0	22.487	0	30.887	7.91834	0.511068
430	ENSG00000120438.12	TCP1	4	76.296	49.084	0.50928	0.526266	ENST00000420894	0.50928	0	38.856	0	116.804	0	-8.69619	-0.50928
431	ENSG00000007312.14	CD79B	3	36	26.999	0.507685	0.507685	ENST00000006750	0	0.507685	0	13.707	0	64.9518	7.20798	0.507685
432	ENSG00000108669.18	CYTH1	6	49	42	0.507347	0.578776	ENST00000446868	0.421224	0.928571	20.64	39	29.0019	60.5461	0.92363	0.507347
433	ENSG00000197111.16	PCBP2	9	109	109.803	0.507092	0.571057	ENST00000359462	0.507092	0	55.273	0	150.96	0	-9.2036	-0.507092
434	ENSG00000204574.14	ABCF1	2	27	23	0.504217	0.504217	ENST00000376545	0	0.504217	0	11.597	0	18.9983	6.96859	0.504217
435	ENSG00000166411.14	IDH3A	3	28	30	0.503714	0.503714	ENST00000558554	0.503714	0	14.104	0	44.7917	0	-7.24025	-0.503714
436	ENSG00000135624.17	CCT7	3	47	51	0.501617	0.501617	ENST00000539919	0.501617	0	23.576	0	56.545	0	-7.97763	-0.501617
437	ENSG00000205531.14	NAP1L4	4	28.001	34.111	0.498392	0.638406	ENST00000380542	0.361594	0.859987	10.125	29.335	19.5429	62.5615	1.53466	0.498392
438	ENSG00000169230.10	PRELID1	2	31	20.999	0.498097	0.498097	ENST00000504594	0.498097	0	15.441	0	103.709	0	-7.37009	-0.498097
439	ENSG00000122643.24	NT5C3A	3	20	25.952	0.4975	0.4975	ENST00000409467	0.4975	0	9.95	0	40.0581	0	-6.74089	-0.4975
440	ENSG00000129003.19	VPS13C	3	42	35	0.497	0.497	ENST00000249837	0.503	1	21.126	35	6.9151	12.6576	0.734478	0.497
441	ENSG00000103275.22	UBE2I	8	25	24.999	0.49432	1	ENST00000568288	0.49432	0	12.358	0	60.8846	0	-7.05094	-0.49432
442	ENSG00000147526.20	TACC1	3	109	128.001	0.494027	0.494027	ENST00000317827	1	0.505973	109	64.765	61.9155	40.6459	-0.741508	-0.494027
443	ENSG00000143390.18	RFX5	4	32	22	0.491682	0.491682	ENST00000290524	0	0.491682	0	10.817	0	15.3486	6.86897	0.491682
444	ENSG00000131378.14	RFTN1	3	64	69	0.491641	0.491641	ENST00000334133	0.508359	1	32.535	69	50.7957	119.022	1.09109	0.491641
445	ENSG00000196367.15	TRRAP	2	23	21	0.487524	0.487524	ENST00000704588	0	0.487524	0	10.238	0	6.24652	6.7903	0.487524
446	ENSG00000114867.22	EIF4G1	4	104	94	0.486751	0.691144	ENST00000392537	0.308856	0.795606	32.121	74.787	27.5575	70.8891	1.22556	0.486751
447	ENSG00000101126.18	ADNP	2	29	29	0.486586	0.486586	ENST00000349014	1	0.513414	29	14.889	28.0771	15.9266	-0.948755	-0.486586
448	ENSG00000163320.12	CGGBP1	4	34	23	0.486285	0.569609	ENST00000309534	0.916676	0.430391	31.167	9.899	31.362	11.0053	-1.63677	-0.486285
449	ENSG00000154310.17	TNIK	3	29	40	0.486	0.486	ENST00000341852	0	0.486	0	19.44	0	20.4934	7.70921	0.486
450	ENSG00000103653.17	CSK	4	43	39	0.483767	0.552512	ENST00000220003	0.483767	0	20.802	0	35.6436	0	-7.79779	-0.483767
451	ENSG00000140575.13	IQGAP1	3	81	81	0.483568	0.483568	ENST00000268182	0.516432	1	41.831	81	25.6917	54.9646	0.960475	0.483568
452	ENSG00000118058.25	KMT2A	5	22	24	0.482167	0.663042	ENST00000534358	0	0.482167	0	11.572	0	3.34028	6.9655	0.482167
453	ENSG00000171608.18	PIK3CD	4	40	55	0.481309	0.499491	ENST00000698712	0	0.481309	0	26.472	0	25.9685	8.15282	0.481309
454	ENSG00000119408.17	NEK6	4	75	54	0.480852	0.643204	ENST00000373603	0	0.480852	0	25.966	0	38.3313	8.12507	0.480852
455	ENSG00000141385.12	AFG3L2	3	31	25	0.47964	0.47964	ENST00000688199	0	0.47964	0	11.991	0	21.4517	7.01641	0.47964
456	ENSG00000213639.11	PPP1CB	3	62	47	0.478851	0.478851	ENST00000703173	0	0.478851	0	22.506	0	58.9444	7.91955	0.478851
457	ENSG00000062194.16	GPBP1	6	30	21	0.478143	0.595286	ENST00000424459	0	0.478143	0	10.041	0	10.6904	6.76253	0.478143
458	ENSG00000131236.18	CAP1	4	106	107	0.478057	0.529142	ENST00000372792	0.470858	0.948916	49.911	101.534	89.617	201.425	1.03185	0.478057
459	ENSG00000150593.18	PDCD4	7	55.339	56	0.478018	0.665284	ENST00000393104	0	0.478018	0	26.769	0	36.6515	8.16886	0.478018
460	ENSG00000103018.18	CYB5B	5	47	44	0.476228	0.707568	ENST00000515314	0.76866	0.292432	36.127	12.867	101.392	39.8983	-1.47402	-0.476228
461	ENSG00000072778.20	ACADVL	3	37	37.999	0.475355	0.475355	ENST00000356839	1	0.524645	37	19.936	81.7214	48.6502	-0.880369	-0.475355
462	ENSG00000002549.13	LAP3	2	64	76	0.475281	0.475281	ENST00000606142	0.475281	0	30.418	0	79.9107	0	-8.34395	-0.475281
463	ENSG00000115267.10	IFIH1	3	43	35	0.475279	0.475279	ENST00000649979	0.524721	1	22.563	35	28.9347	49.5894	0.639945	0.475279
464	ENSG00000109756.10	RAPGEF2	2	23	22	0.47513	0.47513	ENST00000644474	0.47513	0	10.928	0	5.85353	0	-6.87495	-0.47513
465	ENSG00000117676.14	RPS6KA1	2	39	38	0.474923	0.474923	ENST00000374163	0.474923	0	18.522	0	26.8021	0	-7.63111	-0.474923
466	ENSG00000112245.14	PTP4A1	3	56	39	0.473821	0.473821	ENST00000673199	0	0.473821	0	18.479	0	21.6624	7.63643	0.473821
467	ENSG00000116288.13	PARK7	5	41	55	0.47321	0.71361	ENST00000377491	0.28639	0.7596	11.742	41.778	68.9899	271.21	1.83149	0.47321
468	ENSG00000085832.18	EPS15	5	78	65	0.472692	0.551215	ENST00000706291	0	0.472692	0	30.725	0	37.9504	8.36706	0.472692
469	ENSG00000009307.17	CSDE1	6	183	182	0.472596	0.727374	ENST00000261443	0.472596	0	86.485	0	124.053	0	-9.84859	-0.472596
470	ENSG00000177189.14	RPS6KA3	2	24	20	0.4725	0.4725	ENST00000645270	0	0.4725	0	9.45	0	12.0179	6.67584	0.4725
471	ENSG00000100650.16	SRSF5	5	24.999	25	0.471826	0.537466	ENST00000394366	0.342534	0.81436	8.563	20.359	26.3541	69.2252	1.24904	0.471826
472	ENSG00000159140.23	SON	6	102.001	104	0.46851	0.475501	ENST00000436227	0	0.46851	0	48.725	0	45.8173	9.0307	0.46851
473	ENSG00000140332.18	TLE3	3	23	24	0.466792	0.466792	ENST00000557907	0	0.466792	0	11.203	0	25.8555	6.91913	0.466792
474	ENSG00000197471.12	SPN	5	44.999	45	0.465378	0.630264	ENST00000652691	0	0.465378	0	20.942	0	14.1157	7.81609	0.465378
475	ENSG00000228474.6	OST4	2	20	20	0.4652	0.4652	ENST00000456793	1	0.5348	20	10.696	444.958	262.924	-0.888453	-0.4652
476	ENSG00000265241.8	RBM8A	3	28	21	0.464762	0.464762	ENST00000632555	0	0.464762	0	9.76	0	91.9413	6.72196	0.464762
477	ENSG00000131467.12	PSME3	5	42	26	0.463529	0.641952	ENST00000590720	0.358048	0.821577	15.038	21.361	21.9089	34.3836	0.512375	0.463529
478	ENSG00000138138.14	ATAD1	4	21	30	0.463	0.710367	ENST00000308448	0	0.463	0	13.89	0	14.9323	7.22698	0.463
479	ENSG00000101266.19	CSNK2A1	8	41	34.961	0.462716	1	ENST00000645260	0	0.462716	0	16.177	0	23.0106	7.44552	0.462716
480	ENSG00000078369.19	GNB1	5	73	88.001	0.461665	0.466404	ENST00000378609	0	0.461665	0	40.627	0	65.8213	8.76902	0.461665
481	ENSG00000275066.5	SYNRG	3	28.001	20	0.460162	0.460162	ENST00000616179	0.460162	0	12.885	0	14.4837	0	-7.11074	-0.460162
482	ENSG00000104763.20	ASAH1	6	25	29	0.459759	0.92708	ENST00000636455	0	0.459759	0	13.333	0	41.2086	7.16834	0.459759
483	ENSG00000174231.18	PRPF8	4	114.999	98	0.457882	0.457882	ENST00000304992	0.542118	1	62.343	98	37.8813	65.791	0.660455	0.457882
484	ENSG00000197451.12	HNRNPAB	2	57	36	0.455694	0.455694	ENST00000358344	1	0.544306	57	19.595	160.185	60.8421	-1.5273	-0.455694
485	ENSG00000008952.17	SEC62	3	43	57	0.455047	0.455047	ENST00000480708	0.455047	0	19.567	0	70.8326	0	-7.7099	-0.455047
486	ENSG00000175203.17	DCTN2	4	24.448	30	0.454267	0.454267	ENST00000678521	0	0.454267	0	13.628	0	38.9322	7.19969	0.454267
487	ENSG00000088247.19	KHSRP	4	43.999	36.999	0.453053	0.453053	ENST00000600480	0.608787	0.155734	26.786	5.762	28.4203	6.75468	-2.19	-0.453053
488	ENSG00000115935.19	WIPF1	5	85.999	97.001	0.450003	0.463327	ENST00000679041	0.872359	0.422356	75.022	40.969	71.5804	43.1881	-0.862604	-0.450003
489	ENSG00000136193.17	SCRN1	2	49	40	0.4497	0.4497	ENST00000242059	1	0.5503	49	22.012	41.8282	20.7602	-1.14245	-0.4497
490	ENSG00000064726.10	BTBD1	3	21	25	0.448524	0.448524	ENST00000379403	0.448524	0	9.419	0	33.0601	0	-6.66253	-0.448524
491	ENSG00000162923.18	WDR26	3	28	35	0.448314	0.448314	ENST00000651911	0	0.448314	0	15.691	0	11.8448	7.40177	0.448314
492	ENSG00000113558.19	SKP1	5	39	22.945	0.447897	0.637308	ENST00000328392	0	0.447897	0	10.277	0	150.625	6.79574	0.447897
493	ENSG00000023902.14	PLEKHO1	3	40	20	0.4472	0.4472	ENST00000369124	0.5528	1	22.112	20	50.6737	50.6383	-0.135527	0.4472
494	ENSG00000125354.24	SEPTIN6	5	65	81	0.445585	0.450538	ENST00000354228	0.445585	0	28.963	0	93.3029	0	-8.27346	-0.445585
495	ENSG00000118705.18	RPN2	4	70	81	0.4441	0.4441	ENST00000373622	0.521643	0.0775432	36.515	6.281	74.3453	14.1294	-2.51315	-0.4441
496	ENSG00000174500.13	GCSAM	4	22	21	0.444095	0.5725	ENST00000495418	0	0.444095	0	9.326	0	70.8777	6.65697	0.444095
497	ENSG00000137106.18	GRHPR	3	44.999	46	0.443772	0.443772	ENST00000318158	0.533967	0.977739	24.028	44.976	102.64	212.264	0.910501	0.443772
498	ENSG00000134516.20	DOCK2	3	76	67	0.441836	0.441836	ENST00000523351	0	0.441836	0	29.603	0	31.7235	8.31356	0.441836
499	ENSG00000122299.12	ZC3H7A	6	25	31	0.44112	0.768613	ENST00000396516	0.44112	0	11.028	0	13.1037	0	-6.88798	-0.44112
500	ENSG00000163131.12	CTSS	6	50.999	55	0.440855	0.897109	ENST00000680288	0	0.440855	0	24.247	0	29.9248	8.02662	0.440855
501	ENSG00000090060.19	PAPOLA	3	41	43	0.440439	0.440439	ENST00000555626	0.440439	0	18.058	0	38.1486	0	-7.5947	-0.440439
502	ENSG00000117054.15	ACADM	3	53.942	62	0.437839	0.437839	ENST00000420607	0	0.437839	0	27.146	0	118.405	8.18897	0.437839
503	ENSG00000213719.8	CLIC1	2	74	80	0.437566	0.437566	ENST00000375784	0.512716	0.07515	37.941	6.012	170.778	29.8997	-2.63048	-0.437566
504	ENSG00000265681.8	RPL17	5	92.504	110.799	0.436112	0.449749	ENST00000580261	0.693235	0.257123	64.127	28.489	752.545	369.374	-1.15922	-0.436112
505	ENSG00000182199.11	SHMT2	4	52	48.001	0.435095	0.501656	ENST00000553474	0	0.435095	0	20.885	0	65.0595	7.81217	0.435095
506	ENSG00000240505.9	TNFRSF13B	3	30	33	0.434909	0.434909	ENST00000261652	1	0.565091	30	18.648	112.312	77.1335	-0.674549	-0.434909
507	ENSG00000153827.15	TRIP12	10	78	92	0.434885	1	ENST00000704585	0.434885	0	33.921	0	24.8494	0	-8.50074	-0.434885
508	ENSG00000196504.21	PRPF40A	5	40.001	47.999	0.433878	0.59386	ENST00000698773	0.40614	0.840018	16.246	40.32	20.9587	57.4727	1.31513	0.433878
509	ENSG00000159461.15	AMFR	4	20	22.999	0.43341	0.43341	ENST00000290649	1	0.56659	20	13.031	25.4489	18.3203	-0.605814	-0.43341
510	ENSG00000122862.6	SRGN	2	248	245	0.433286	0.433286	ENST00000718456	0.566714	1	140.545	245	617.009	1188.36	0.810034	0.433286
511	ENSG00000198563.14	DDX39B	6	31	27	0.429373	0.486857	ENST00000396172	0.713484	0.284111	22.118	7.671	66.0223	25.2989	-1.5077	-0.429373
512	ENSG00000105373.19	NOP53	3	54.999	58	0.427517	0.427517	ENST00000246802	0.572483	1	31.486	58	107.255	218.286	0.888065	0.427517
513	ENSG00000101972.20	STAG2	3	38	47.001	0.427395	0.427395	ENST00000371157	1	0.572605	38	26.913	28.2739	22.1239	-0.487563	-0.427395
514	ENSG00000167978.19	SRRM2	3	87	76	0.426	0.426	ENST00000576924	0.426	0	37.062	0	18.0002	0	-8.62817	-0.426
515	ENSG00000103342.13	GSPT1	3	54	42.001	0.425605	0.425605	ENST00000434724	0.179333	0.604938	9.684	25.408	6.00269	17.4011	1.39167	0.425605
516	ENSG00000086232.13	EIF2AK1	4	29.538	28.312	0.425509	0.425509	ENST00000199389	1	0.574491	29.538	16.265	30.3228	18.4479	-0.848426	-0.425509
517	ENSG00000029153.15	BMAL2	3	35	36	0.4242	0.4242	ENST00000544915	0.5758	1	20.153	36	13.1731	25.9987	0.84273	0.4242
518	ENSG00000153936.18	HS2ST1	5	33	29.999	0.423281	0.515751	ENST00000690674	0	0.423281	0	12.698	0	11.3095	7.09844	0.423281
519	ENSG00000204469.13	PRRC2A	3	65	58	0.422492	0.422492	ENST00000376007	0.577508	1	37.538	58	24.2949	41.4743	0.635115	0.422492
520	ENSG00000017260.20	ATP2C1	5	46	39.001	0.422478	0.602523	ENST00000504612	0.422478	0	19.434	0	28.6454	0	-7.70011	-0.422478
521	ENSG00000014216.16	CAPN1	2	47	37	0.421649	0.421649	ENST00000533820	0	0.421649	0	15.601	0	25.9904	7.39352	0.421649
522	ENSG00000161011.20	SQSTM1	4	38.953	47	0.421064	0.421064	ENST00000510187	0	0.421064	0	19.79	0	63.7966	7.73483	0.421064
523	ENSG00000169223.16	LMAN2	4	24.001	28	0.420143	0.420143	ENST00000502560	0	0.420143	0	11.764	0	88.6903	6.98905	0.420143
524	ENSG00000115355.18	CCDC88A	8	30	24	0.4183	1	ENST00000643873	0.4183	0	12.549	0	17.2358	0	-7.0729	-0.4183
525	ENSG00000125835.20	SNRPB	2	24	28	0.414613	0.414613	ENST00000381342	0.249958	0.664571	5.999	18.608	30.8017	105.552	1.62664	0.414613
526	ENSG00000114902.14	SPCS1	2	22	23	0.414045	0.414045	ENST00000423431	0.414045	0	9.109	0	68.0275	0	-6.61474	-0.414045
527	ENSG00000122545.22	SEPTIN7	5	71	78	0.413128	0.413128	ENST00000705486	1	0.586872	71	45.776	144.49	102.925	-0.623497	-0.413128
528	ENSG00000157540.22	DYRK1A	4	30.001	24	0.41292	0.41292	ENST00000647504	0.41292	0	12.388	0	9.90733	0	-7.05441	-0.41292
529	ENSG00000169813.17	HNRNPF	4	58	67	0.412914	0.49409	ENST00000356053	0.412914	0	23.949	0	42.2731	0	-8.00019	-0.412914
530	ENSG00000168961.17	LGALS9	3	31.157	38	0.411474	0.411474	ENST00000313648	0	0.411474	0	15.636	0	65.4195	7.39673	0.411474
531	ENSG00000171791.14	BCL2	3	54	60.999	0.410925	0.410925	ENST00000333681	0.751111	0.340186	40.56	20.751	26.1283	14.7694	-0.95504	-0.410925
532	ENSG00000156171.15	DRAM2	4	24.582	26	0.409199	0.409199	ENST00000484310	0.457571	0.866769	11.248	22.536	25.9989	57.5524	1.00523	0.409199
533	ENSG00000143106.13	PSMA5	3	24	22.955	0.409042	0.409042	ENST00000271308	0.409042	0	9.817	0	11.7632	0	-6.72166	-0.409042
534	ENSG00000171862.16	PTEN	6	67.969	91	0.40873	0.64867	ENST00000371953	0.40873	0	27.781	0	14.3581	0	-8.21354	-0.40873
535	ENSG00000181222.19	POLR2A	2	40	48	0.408525	0.408525	ENST00000617998	0.591475	1	23.659	48	15.5456	34.8463	1.02643	0.408525
536	ENSG00000107036.12	RIC1	3	29	30	0.407448	0.407448	ENST00000545641	0.407448	0	11.816	0	13.4667	0	-6.98674	-0.407448
537	ENSG00000140374.17	ETFA	3	39	39	0.406154	0.406154	ENST00000560595	0	0.406154	0	15.84	0	57.6816	7.41532	0.406154
538	ENSG00000095139.15	ARCN1	3	46	61	0.405672	0.405672	ENST00000264028	1	0.594328	46	36.254	52.4822	45.6996	-0.334028	-0.405672
539	ENSG00000089006.17	SNX5	10	30	33.001	0.405503	0.967849	ENST00000490175	0	0.405503	0	13.382	0	35.5798	7.1736	0.405503
540	ENSG00000133706.20	LARS1	2	22	20	0.404727	0.404727	ENST00000510191	0.595273	1	13.096	20	16.0433	27.0691	0.615982	0.404727
541	ENSG00000058272.19	PPP1R12A	3	32	31	0.404484	0.404484	ENST00000261207	1	0.595516	32	18.461	25.636	16.3404	-0.781844	-0.404484
542	ENSG00000128989.11	ARPP19	3	54	45	0.404	0.404	ENST00000566423	0.596	1	32.184	45	26.8931	41.5448	0.491066	0.404
543	ENSG00000073060.17	SCARB1	6	20	27.999	0.403157	0.757456	ENST00000681499	0	0.403157	0	11.288	0	26.1285	6.92994	0.403157
544	ENSG00000129351.18	ILF3	6	66	60.001	0.401955	0.609657	ENST00000407004	0.401955	0	26.529	0	33.3002	0	-8.14724	-0.401955
545	ENSG00000078674.20	PCM1	4	50	50	0.40076	0.43078	ENST00000522275	0.40076	0	20.038	0	13.3659	0	-7.74406	-0.40076
546	ENSG00000113719.17	ERGIC1	4	26	32.001	0.3998	0.43483	ENST00000693572	0	0.3998	0	12.794	0	23.2228	7.10923	0.3998
547	ENSG00000087470.21	DNM1L	2	26	26	0.397115	0.397115	ENST00000549701	0.397115	0	10.325	0	10.3437	0	-6.79378	-0.397115
548	ENSG00000140299.14	BNIP2	4	29	22.999	0.396966	0.404012	ENST00000439052	0.396966	0	11.512	0	22.382	0	-6.94943	-0.396966
549	ENSG00000129353.15	SLC44A2	2	22	28	0.396364	0.396364	ENST00000335757	0.396364	0	8.72	0	11.9226	0	-6.55243	-0.396364
550	ENSG00000173744.18	AGFG1	6	24	32	0.396188	0.555063	ENST00000409171	0	0.396188	0	12.678	0	39.032	7.09618	0.396188
551	ENSG00000096746.18	HNRNPH3	4	26	27	0.395771	0.395771	ENST00000354695	0.583808	0.188037	15.179	5.077	59.924	22.1433	-1.55394	-0.395771
552	ENSG00000177105.10	RHOG	3	25	22	0.395727	0.395727	ENST00000533217	0	0.395727	0	8.706	0	64.6052	6.55874	0.395727
553	ENSG00000112339.15	HBS1L	5	25	22	0.395571	0.395571	ENST00000367826	0.46252	0.858091	11.563	18.878	20.1364	36.3208	0.711335	0.395571
554	ENSG00000168827.15	GFM1	3	23	24.001	0.392484	0.392484	ENST00000478254	0	0.392484	0	9.42	0	13.8063	6.6713	0.392484
555	ENSG00000128272.19	ATF4	3	55.999	52	0.392164	0.392164	ENST00000674920	0.521759	0.913923	29.218	47.524	106.766	191.863	0.708699	0.392164
556	ENSG00000083642.19	PDS5B	3	28	34	0.391	0.391	ENST00000450460	0.3435	0.7345	9.618	24.973	8.22371	23.5912	1.37662	0.391
557	ENSG00000234741.11	GAS5	8	30	28.003	0.387673	0.590204	ENST00000689238	0	0.387673	0	10.856	0	105.635	6.87412	0.387673
558	ENSG00000075142.14	SRI	3	22	21	0.386182	0.386182	ENST00000419179	0.386182	0	8.496	0	34.3328	0	-6.51529	-0.386182
559	ENSG00000143612.21	C1ORF43	2	35	26	0.386029	0.386029	ENST00000350592	0.613971	1	21.489	26	67.4952	90.2256	0.282491	0.386029
560	ENSG00000101557.15	USP14	3	22	43	0.385023	0.385023	ENST00000261601	1	0.614977	22	26.444	19.9016	26.4302	0.273074	-0.385023
561	ENSG00000174238.16	PITPNA	2	25	26	0.38492	0.38492	ENST00000575288	0.38492	0	9.623	0	40.5391	0	-6.69314	-0.38492
562	ENSG00000145907.16	G3BP1	8	66	75	0.384653	0.641697	ENST00000677493	0	0.384653	0	28.849	0	13.625	8.27645	0.384653
563	ENSG00000186517.14	ARHGAP30	2	44	36	0.38453	0.38453	ENST00000368015	0.438136	0.822667	19.278	29.616	22.6422	38.4308	0.625649	0.38453
564	ENSG00000162894.12	FCMR	5	34	31	0.383	0.431747	ENST00000442471	0	0.383	0	11.873	0	47.0479	7.00226	0.383
565	ENSG00000160216.21	AGPAT3	6	26	37.001	0.382154	0.547796	ENST00000327505	0.382154	0	9.936	0	12.7112	0	-6.73888	-0.382154
566	ENSG00000196092.14	PAX5	3	74	88	0.381886	0.381886	ENST00000651550	0	0.381886	0	33.606	0	19.1709	8.49599	0.381886
567	ENSG00000204256.15	BRD2	6	59	52.001	0.380085	0.795525	ENST00000607833	0.380085	0	22.425	0	45.8767	0	-7.90571	-0.380085
568	ENSG00000138185.20	ENTPD1	5	73	71.921	0.379671	0.44709	ENST00000635076	0.379671	0	27.716	0	85.2966	0	-8.21017	-0.379671
569	ENSG00000185885.17	IFITM1	5	63.821	50.821	0.378977	0.378977	ENST00000680588	0	0.378977	0	19.26	0	153.804	7.69586	0.378977
570	ENSG00000169435.14	RASSF6	4	58	54	0.378564	0.417547	ENST00000307439	0.899138	0.520574	52.15	28.111	39.5536	23.5566	-0.880647	-0.378564
571	ENSG00000165119.22	HNRNPK	8	197	208.001	0.376945	0.551284	ENST00000376281	0	0.376945	0	78.405	0	138.174	9.71594	0.376945
572	ENSG00000167004.14	PDIA3	5	123	119.001	0.376434	0.385165	ENST00000686175	0	0.376434	0	44.796	0	144.309	8.90965	0.376434
573	ENSG00000104529.19	EEF1D	9	55	53	0.376358	0.489945	ENST00000531218	0	0.376358	0	19.947	0	111.675	7.74618	0.376358
574	ENSG00000105835.13	NAMPT	7	55.001	55.704	0.375557	0.805992	ENST00000681887	0	0.375557	0	20.92	0	61.5922	7.81458	0.375557
575	ENSG00000079950.14	STX7	3	26	21	0.372762	0.372762	ENST00000448348	0	0.372762	0	7.828	0	120.737	6.40709	0.372762
