cells	leiden
s2_cell2898	0
s2_cell2899	2
s2_cell2900	2
s2_cell2901	1
s2_cell2902	2
s2_cell2903	1
s2_cell2904	13
s2_cell2905	0
s2_cell2906	0
s2_cell2907	2
s2_cell2908	2
s2_cell2909	4
s2_cell2910	1
s2_cell2911	2
s2_cell2912	1
s2_cell2913	2
s2_cell2914	2
s2_cell2915	2
s2_cell2916	0
s2_cell2917	1
s2_cell2918	0
s2_cell2919	0
s2_cell2920	0
s2_cell2921	2
s2_cell2922	2
s2_cell2923	2
s2_cell2924	1
s2_cell2925	0
s2_cell2926	2
s2_cell2927	4
s2_cell2928	4
s2_cell2929	0
s2_cell2930	1
s2_cell2931	0
s2_cell2932	4
s2_cell2933	0
s2_cell2934	2
s2_cell2935	13
s2_cell2936	2
s2_cell2937	0
s2_cell2938	2
s2_cell2939	2
s2_cell2940	12
s2_cell2941	2
s2_cell2942	3
s2_cell2943	1
s2_cell2944	0
s2_cell2945	1
s2_cell2946	0
s2_cell2947	2
s2_cell2948	0
s2_cell2949	0
s2_cell2950	0
s2_cell2951	1
s2_cell2952	1
s2_cell2953	0
s2_cell2954	0
s2_cell2955	1
s2_cell2956	1
s2_cell2957	6
s2_cell2958	2
s2_cell2959	1
s2_cell2960	0
s2_cell2961	12
s2_cell2962	8
s2_cell2963	1
s2_cell2964	0
s2_cell2965	2
s2_cell2966	0
s2_cell2967	0
s2_cell2968	1
s2_cell2969	1
s2_cell2970	4
s2_cell2971	6
s2_cell2972	0
s2_cell2973	2
s2_cell2974	7
s2_cell2975	0
s2_cell2976	2
s2_cell2977	2
s2_cell2978	1
s2_cell2979	2
s2_cell2980	0
s2_cell2981	8
s2_cell2982	1
s2_cell2983	19
s2_cell2984	1
s2_cell2985	15
s2_cell2986	2
s2_cell2987	4
s2_cell2988	1
s2_cell2989	0
s2_cell2990	4
s2_cell2991	1
s2_cell2992	0
s2_cell2993	1
s2_cell2994	1
s2_cell2995	3
s2_cell2996	2
s2_cell2997	1
s2_cell2998	1
s2_cell2999	2
s2_cell3000	2
s2_cell3001	4
s2_cell3002	2
s2_cell3003	1
s2_cell3004	1
s2_cell3005	2
s2_cell3006	2
s2_cell3007	1
s2_cell3008	1
s2_cell3009	2
s2_cell3010	2
s2_cell3011	4
s2_cell3012	0
s2_cell3013	12
s2_cell3014	2
s2_cell3015	2
s2_cell3016	2
s2_cell3017	2
s2_cell3018	0
s2_cell3019	1
s2_cell3020	0
s2_cell3021	1
s2_cell3022	1
s2_cell3023	1
s2_cell3024	0
s2_cell3025	0
s2_cell3026	2
s2_cell3027	12
s2_cell3028	2
s2_cell3029	0
s2_cell3030	2
s2_cell3031	1
s2_cell3032	0
s2_cell3033	2
s2_cell3034	3
s2_cell3035	2
s2_cell3036	1
s2_cell3037	0
s2_cell3038	0
s2_cell3039	8
s2_cell3040	2
s2_cell3041	4
s2_cell3042	4
s2_cell3043	4
s2_cell3044	5
s2_cell3045	1
s2_cell3046	3
s2_cell3047	2
s2_cell3048	1
s2_cell3049	2
s2_cell3050	1
s2_cell3051	2
s2_cell3052	0
s2_cell3053	1
s2_cell3054	2
s2_cell3055	1
s2_cell3056	0
s2_cell3057	2
s2_cell3058	0
s2_cell3059	0
s2_cell3060	2
s2_cell3061	0
s2_cell3062	2
s2_cell3063	1
s2_cell3064	2
s2_cell3065	1
s2_cell3066	0
s2_cell3067	1
s2_cell3068	6
s2_cell3069	0
s2_cell3070	2
s2_cell3071	0
s2_cell3072	2
s2_cell3073	2
s2_cell3074	0
s2_cell3075	2
s2_cell3076	0
s2_cell3077	1
s2_cell3078	2
s2_cell3079	2
s2_cell3080	4
s2_cell3081	1
s2_cell3082	0
s2_cell3083	4
s2_cell3084	4
s2_cell3085	1
s2_cell3086	5
s2_cell3087	19
s2_cell3088	1
s2_cell3089	2
s2_cell3090	1
s2_cell3091	7
s2_cell3092	8
s2_cell3093	0
s2_cell3094	0
s2_cell3095	1
s2_cell3096	9
s2_cell3097	2
s2_cell3098	4
s2_cell3099	1
s2_cell3100	4
s2_cell3101	2
s2_cell3102	0
s2_cell3103	1
s2_cell3104	1
s2_cell3105	1
s2_cell3106	1
s2_cell3107	1
s2_cell3108	3
s2_cell3109	1
s2_cell3110	0
s2_cell3111	1
s2_cell3112	0
s2_cell3113	0
s2_cell3114	4
s2_cell3115	0
s2_cell3116	1
s2_cell3117	0
s2_cell3118	2
s2_cell3119	0
s2_cell3120	2
s2_cell3121	0
s2_cell3122	0
s2_cell3123	0
s2_cell3124	6
s2_cell3125	0
s2_cell3126	1
s2_cell3127	0
s2_cell3128	1
s2_cell3129	2
s2_cell3130	4
s2_cell3131	1
s2_cell3132	1
s2_cell3133	4
s2_cell3134	1
s2_cell3135	1
s2_cell3136	0
s2_cell3137	1
s2_cell3138	2
s2_cell3139	0
s2_cell3140	1
s2_cell3141	2
s2_cell3142	2
s2_cell3143	1
s2_cell3144	1
s2_cell3145	0
s2_cell3146	1
s2_cell3147	2
s2_cell3148	2
s2_cell3149	1
s2_cell3150	1
s2_cell3151	0
s2_cell3152	2
s2_cell3153	1
s2_cell3154	2
s2_cell3155	11
s2_cell3156	1
s2_cell3157	1
s2_cell3158	4
s2_cell3159	1
s2_cell3160	2
s2_cell3161	0
s2_cell3162	1
s2_cell3163	3
s2_cell3164	1
s2_cell3165	2
s2_cell3166	0
s2_cell3167	0
s2_cell3168	1
s2_cell3169	1
s2_cell3170	1
s2_cell3171	0
s2_cell3172	1
s2_cell3173	0
s2_cell3174	2
s2_cell3175	0
s2_cell3176	0
s2_cell3177	0
s2_cell3178	0
s2_cell3179	1
s2_cell3180	9
s2_cell3181	1
s2_cell3182	14
s2_cell3183	6
s2_cell3184	1
s2_cell3185	0
s2_cell3186	1
s2_cell3187	1
s2_cell3188	2
s2_cell3189	0
s2_cell3190	2
s2_cell3191	1
s2_cell3192	3
s2_cell3193	3
s2_cell3194	0
s2_cell3195	0
s2_cell3196	1
s2_cell3197	2
s2_cell3198	1
s2_cell3199	2
s2_cell3200	0
s2_cell3201	0
s2_cell3202	1
s2_cell3203	4
s2_cell3204	0
s2_cell3205	2
s2_cell3206	1
s2_cell3207	2
s2_cell3208	6
s2_cell3209	2
s2_cell3210	1
s2_cell3211	0
s2_cell3212	0
s2_cell3213	4
s2_cell3214	2
s2_cell3215	1
s2_cell3216	0
s2_cell3217	2
s2_cell3218	0
s2_cell3219	19
s2_cell3220	1
s2_cell3221	2
s2_cell3222	0
s2_cell3223	0
s2_cell3224	0
s2_cell3225	0
s2_cell3226	0
s2_cell3227	17
s2_cell3228	0
s2_cell3229	0
s2_cell3230	4
s2_cell3231	8
s2_cell3232	0
s2_cell3233	1
s2_cell3234	0
s2_cell3235	0
s2_cell3236	1
s2_cell3237	1
s2_cell3238	1
s2_cell3239	1
s2_cell3240	4
s2_cell3241	0
s2_cell3242	1
s2_cell3243	0
s2_cell3244	0
s2_cell3245	2
s2_cell3246	1
s2_cell3247	2
s2_cell3248	1
s2_cell3249	0
s2_cell3250	0
s2_cell3251	4
s2_cell3252	1
s2_cell3253	0
s2_cell3254	4
s2_cell3255	1
s2_cell3256	0
s2_cell3257	3
s2_cell3258	3
s2_cell3259	5
s2_cell3260	0
s2_cell3261	0
s2_cell3262	2
s2_cell3263	1
s2_cell3264	0
s2_cell3265	1
s2_cell3266	0
s2_cell3267	2
s2_cell3268	0
s2_cell3269	0
s2_cell3270	3
s2_cell3271	0
s2_cell3272	1
s2_cell3273	1
s2_cell3274	3
s2_cell3275	2
s2_cell3276	2
s2_cell3277	0
s2_cell3278	1
s2_cell3279	2
s2_cell3280	0
s2_cell3281	2
s2_cell3282	2
s2_cell3283	2
s2_cell3284	0
s2_cell3285	1
s2_cell3286	0
s2_cell3287	2
s2_cell3288	0
s2_cell3289	1
s2_cell3290	1
s2_cell3291	0
s2_cell3292	0
s2_cell3293	0
s2_cell3294	0
s2_cell3295	2
s2_cell3296	1
s2_cell3297	0
s2_cell3298	0
s2_cell3299	1
s2_cell3300	0
s2_cell3301	0
s2_cell3302	1
s2_cell3303	0
s2_cell3304	0
s2_cell3305	1
s2_cell3306	2
s2_cell3307	4
s2_cell3308	0
s2_cell3309	1
s2_cell3310	0
s2_cell3311	1
s2_cell3312	2
s2_cell3313	19
s2_cell3314	12
s2_cell3315	0
s2_cell3316	0
s2_cell3317	1
s2_cell3318	0
s2_cell3319	0
s2_cell3320	2
s2_cell3321	4
s2_cell3322	3
s2_cell3323	1
s2_cell3324	2
s2_cell3325	2
s2_cell3326	4
s2_cell3327	0
s2_cell3328	2
s2_cell3329	1
s2_cell3330	2
s2_cell3331	1
s2_cell3332	2
s2_cell3333	0
s2_cell3334	2
s2_cell3335	4
s2_cell3336	2
s2_cell3337	0
s2_cell3338	0
s2_cell3339	7
s2_cell3340	0
s2_cell3341	1
s2_cell3342	1
s2_cell3343	2
s2_cell3344	0
s2_cell3345	2
s2_cell3346	2
s2_cell3347	2
s2_cell3348	2
s2_cell3349	4
s2_cell3350	0
s2_cell3351	1
s2_cell3352	0
s2_cell3353	0
s2_cell3354	1
s2_cell3355	1
s2_cell3356	18
s2_cell3357	0
s2_cell3358	0
s2_cell3359	0
s2_cell3360	1
s2_cell3361	0
s2_cell3362	0
s2_cell3363	2
s2_cell3364	5
s2_cell3365	0
s2_cell3366	1
s2_cell3367	0
s2_cell3368	0
s2_cell3369	1
s2_cell3370	1
s2_cell3371	1
s2_cell3372	0
s2_cell3373	2
s2_cell3374	4
s2_cell3375	0
s2_cell3376	0
s2_cell3377	0
s2_cell3378	2
s2_cell3379	2
s2_cell3380	2
s2_cell3381	0
s2_cell3382	5
s2_cell3383	0
s2_cell3384	4
s2_cell3385	1
s2_cell3386	17
s2_cell3387	0
s2_cell3388	11
s2_cell3389	1
s2_cell3390	1
s2_cell3391	2
s2_cell3392	1
s2_cell3393	1
s2_cell3394	2
s2_cell3395	1
s2_cell3396	2
s2_cell3397	0
s2_cell3398	4
s2_cell3399	4
s2_cell3400	0
s2_cell3401	2
s2_cell3402	0
s2_cell3403	1
s2_cell3404	2
s2_cell3405	0
s2_cell3406	1
s2_cell3407	1
s2_cell3408	0
s2_cell3409	1
s2_cell3410	4
s2_cell3411	0
s2_cell3412	4
s2_cell3413	0
s2_cell3414	0
s2_cell3415	2
s2_cell3416	1
s2_cell3417	2
s2_cell3418	2
s2_cell3419	2
s2_cell3420	2
s2_cell3421	4
s2_cell3422	2
s2_cell3423	2
s2_cell3424	2
s2_cell3425	0
s2_cell3426	0
s2_cell3427	1
s2_cell3428	2
s2_cell3429	2
s2_cell3430	1
s2_cell3431	0
s2_cell3432	0
s2_cell3433	1
s2_cell3434	1
s2_cell3435	0
s2_cell3436	2
s2_cell3437	0
s2_cell3438	0
s2_cell3439	6
s2_cell3440	0
s2_cell3441	4
s2_cell3442	0
s2_cell3443	5
s2_cell3444	1
s2_cell3445	3
s2_cell3446	1
s2_cell3447	0
s2_cell3448	2
s2_cell3449	4
s2_cell3450	0
s2_cell3451	2
s2_cell3452	2
s2_cell3453	2
s2_cell3454	3
s2_cell3455	4
s2_cell3456	1
s2_cell3457	2
s2_cell3458	0
s2_cell3459	19
s2_cell3460	0
s2_cell3461	1
s2_cell3462	13
s2_cell3463	0
s2_cell3464	1
s2_cell3465	1
s2_cell3466	2
s2_cell3467	2
s2_cell3468	0
s2_cell3469	3
s2_cell3470	2
s2_cell3471	1
s2_cell3472	0
s2_cell3473	0
s2_cell3474	0
s2_cell3475	2
s2_cell3476	1
s2_cell3477	1
s2_cell3478	0
s2_cell3479	3
s2_cell3480	1
s2_cell3481	9
s2_cell3482	1
s2_cell3483	2
s2_cell3484	0
s2_cell3485	2
s2_cell3486	4
s2_cell3487	2
s2_cell3488	2
s2_cell3489	0
s2_cell3490	1
s2_cell3491	4
s2_cell3492	1
s2_cell3493	2
s2_cell3494	0
s2_cell3495	2
s2_cell3496	0
s2_cell3497	1
s2_cell3498	1
s2_cell3499	0
s2_cell3500	1
s2_cell3501	0
s2_cell3502	2
s2_cell3503	1
s2_cell3504	0
s2_cell3505	2
s2_cell3506	2
s2_cell3507	1
s2_cell3508	4
s2_cell3509	2
s2_cell3510	1
s2_cell3511	0
s2_cell3512	2
s2_cell3513	4
s2_cell3514	2
s2_cell3515	0
s2_cell3516	4
s2_cell3517	0
s2_cell3518	1
s2_cell3519	2
s2_cell3520	1
s2_cell3521	1
s2_cell3522	4
s2_cell3523	1
s2_cell3524	2
s2_cell3525	0
s2_cell3526	2
s2_cell3527	4
s2_cell3528	4
s2_cell3529	0
s2_cell3530	1
s2_cell3531	1
s2_cell3532	2
s2_cell3533	1
s2_cell3534	16
s2_cell3535	0
s2_cell3536	8
s2_cell3537	2
s2_cell3538	1
s2_cell3539	0
s2_cell3540	0
s2_cell3541	2
s2_cell3542	2
s2_cell3543	3
s2_cell3544	11
s2_cell3545	1
s2_cell3546	1
s2_cell3547	4
s2_cell3548	1
s2_cell3549	0
s2_cell3550	2
s2_cell3551	1
s2_cell3552	1
s2_cell3553	1
s2_cell3554	2
s2_cell3555	2
s2_cell3556	2
s2_cell3557	1
s2_cell3558	0
s2_cell3559	0
s2_cell3560	0
s2_cell3561	0
s2_cell3562	0
s2_cell3563	4
s2_cell3564	4
s2_cell3565	0
s2_cell3566	12
s2_cell3567	2
s2_cell3568	1
s2_cell3569	0
s2_cell3570	2
s2_cell3571	1
s2_cell3572	0
s2_cell3573	0
s2_cell3574	2
s2_cell3575	1
s2_cell3576	1
s2_cell3577	2
s2_cell3578	0
s2_cell3579	4
s2_cell3580	16
s2_cell3581	2
s2_cell3582	0
s2_cell3583	1
s2_cell3584	1
s2_cell3585	0
s2_cell3586	14
s2_cell3587	0
s2_cell3588	0
s2_cell3589	13
s2_cell3590	0
s2_cell3591	6
s2_cell3592	0
s2_cell3593	0
s2_cell3594	0
s2_cell3595	2
s2_cell3596	1
s2_cell3597	1
s2_cell3598	4
s2_cell3599	1
s2_cell3600	1
s2_cell3601	4
s2_cell3602	2
s2_cell3603	0
s2_cell3604	1
s2_cell3605	1
s2_cell3606	0
s2_cell3607	9
s2_cell3608	1
s2_cell3609	4
s2_cell3610	0
s2_cell3611	1
s2_cell3612	1
s2_cell3613	2
s2_cell3614	1
s2_cell3615	3
s2_cell3616	4
s2_cell3617	1
s2_cell3618	2
s2_cell3619	1
s2_cell3620	2
s2_cell3621	14
s2_cell3622	0
s2_cell3623	4
s2_cell3624	0
s2_cell3625	21
s2_cell3626	2
s2_cell3627	4
s2_cell3628	1
s2_cell3629	1
s2_cell3630	1
s2_cell3631	2
s2_cell3632	3
s2_cell3633	0
s2_cell3634	0
s2_cell3635	4
s2_cell3636	0
s2_cell3637	1
s2_cell3638	0
s2_cell3639	1
s2_cell3640	0
s2_cell3641	0
s2_cell3642	0
s2_cell3643	2
s2_cell3644	0
s2_cell3645	0
s2_cell3646	1
s2_cell3647	0
s2_cell3648	2
s2_cell3649	0
s2_cell3650	13
s2_cell3651	0
s2_cell3652	1
s2_cell3653	0
s2_cell3654	1
s2_cell3655	0
s2_cell3656	0
s2_cell3657	0
s2_cell3658	2
s2_cell3659	0
s2_cell3660	0
s2_cell3661	2
s2_cell3662	1
s2_cell3663	1
s2_cell3664	2
s2_cell3665	0
s2_cell3666	7
s2_cell3667	2
s2_cell3668	2
s2_cell3669	0
s2_cell3670	0
s2_cell3671	1
s2_cell3672	1
s2_cell3673	1
s2_cell3674	4
s2_cell3675	13
s2_cell3676	8
s2_cell3677	5
s2_cell3678	4
s2_cell3679	4
s2_cell3680	2
s2_cell3681	2
s2_cell3682	0
s2_cell3683	1
s2_cell3684	2
s2_cell3685	1
s2_cell3686	1
s2_cell3687	1
s2_cell3688	1
s2_cell3689	1
s2_cell3690	2
s2_cell3691	0
s2_cell3692	1
s2_cell3693	1
s2_cell3694	1
s2_cell3695	1
s2_cell3696	0
s2_cell3697	1
s2_cell3698	0
s2_cell3699	6
s2_cell3700	2
s2_cell3701	1
s2_cell3702	2
s2_cell3703	1
s2_cell3704	2
s2_cell3705	1
s2_cell3706	0
s2_cell3707	0
s2_cell3708	9
s2_cell3709	0
s2_cell3710	9
s2_cell3711	0
s2_cell3712	1
s2_cell3713	1
s2_cell3714	1
s2_cell3715	1
s2_cell3716	4
s2_cell3717	0
s2_cell3718	2
s2_cell3719	9
s2_cell3720	0
s2_cell3721	4
s2_cell3722	1
s2_cell3723	0
s2_cell3724	2
s2_cell3725	0
s2_cell3726	0
s2_cell3727	14
s2_cell3728	8
s2_cell3729	0
s2_cell3730	0
s2_cell3731	14
s2_cell3732	6
s2_cell3733	2
s2_cell3734	4
s2_cell3735	0
s2_cell3736	1
s2_cell3737	1
s2_cell3738	0
s2_cell3739	1
s2_cell3740	1
s2_cell3741	0
s2_cell3742	12
s2_cell3743	4
s2_cell3744	8
s2_cell3745	4
s2_cell3746	4
s2_cell3747	4
s2_cell3748	1
s2_cell3749	2
s2_cell3750	0
s2_cell3751	1
s2_cell3752	0
s2_cell3753	13
s2_cell3754	1
s2_cell3755	1
s2_cell3756	2
s2_cell3757	2
s2_cell3758	1
s2_cell3759	0
s2_cell3760	2
s2_cell3761	0
s2_cell3762	11
s2_cell3763	4
s2_cell3764	6
s2_cell3765	0
s2_cell3766	2
s2_cell3767	0
s2_cell3768	0
s2_cell3769	1
s2_cell3770	2
s2_cell3771	2
s2_cell3772	2
s2_cell3773	2
s2_cell3774	1
s2_cell3775	1
s2_cell3776	0
s2_cell3777	2
s2_cell3778	16
s2_cell3779	2
s2_cell3780	1
s2_cell3781	9
s2_cell3782	2
s2_cell3783	1
s2_cell3784	2
s2_cell3785	2
s2_cell3786	2
s2_cell3787	2
s2_cell3788	0
s2_cell3789	0
s2_cell3790	0
s2_cell3791	0
s2_cell3792	1
s2_cell3793	0
s2_cell3794	0
s2_cell3795	4
s2_cell3796	1
s2_cell3797	1
s2_cell3798	4
s2_cell3799	2
s2_cell3800	10
s2_cell3801	2
s2_cell3802	1
s2_cell3803	2
s2_cell3804	1
s2_cell3805	0
s2_cell3806	1
s2_cell3807	0
s2_cell3808	1
s2_cell3809	12
s2_cell3810	12
s2_cell3811	1
s2_cell3812	1
s2_cell3813	0
s2_cell3814	0
s2_cell3815	1
s2_cell3816	0
s2_cell3817	1
s2_cell3818	8
s2_cell3819	1
s2_cell3820	0
s2_cell3821	0
s2_cell3822	0
s2_cell3823	1
s2_cell3824	1
s2_cell3825	0
s2_cell3826	1
s2_cell3827	3
s2_cell3828	0
s2_cell3829	18
s2_cell3830	2
s2_cell3831	2
s2_cell3832	1
s2_cell3833	1
s2_cell3834	0
s2_cell3835	1
s2_cell3836	4
s2_cell3837	1
s2_cell3838	2
s2_cell3839	0
s2_cell3840	10
s2_cell3841	8
s2_cell3842	2
s2_cell3843	1
s2_cell3844	0
s2_cell3845	0
s2_cell3846	13
s2_cell3847	2
s2_cell3848	2
s2_cell3849	0
s2_cell3850	2
s2_cell3851	0
s2_cell3852	1
s2_cell3853	2
s2_cell3854	0
s2_cell3855	0
s2_cell3856	2
s2_cell3857	1
s2_cell3858	1
s2_cell3859	0
s2_cell3860	1
s2_cell3861	1
s2_cell3862	0
s2_cell3863	3
s2_cell3864	2
s2_cell3865	0
s2_cell3866	0
s2_cell3867	0
s2_cell3868	4
s2_cell3869	13
s2_cell3870	1
s2_cell3871	2
s2_cell3872	16
s2_cell3873	1
s2_cell3874	5
s2_cell3875	0
s2_cell3876	0
s2_cell3877	6
s2_cell3878	2
s2_cell3879	1
s2_cell3880	0
s2_cell3881	1
s2_cell3882	0
s2_cell3883	2
s2_cell3884	2
s2_cell3885	0
s2_cell3886	2
s2_cell3887	2
s2_cell3888	1
s2_cell3889	2
s2_cell3890	2
s2_cell3891	1
s2_cell3892	4
s2_cell3893	2
s2_cell3894	4
s2_cell3895	4
s2_cell3896	16
s2_cell3897	13
s2_cell3898	1
s2_cell3899	1
s2_cell3900	1
s2_cell3901	1
s2_cell3902	1
s2_cell3903	1
s2_cell3904	1
s2_cell3905	4
s2_cell3906	0
s2_cell3907	4
s2_cell3908	0
s2_cell3909	14
s2_cell3910	2
s2_cell3911	0
s2_cell3912	0
s2_cell3913	0
s2_cell3914	1
s2_cell3915	3
s2_cell3916	4
s2_cell3917	0
s2_cell3918	3
s2_cell3919	1
s2_cell3920	2
s2_cell3921	6
s2_cell3922	1
s2_cell3923	0
s2_cell3924	4
s2_cell3925	2
s2_cell3926	0
s2_cell3927	4
s2_cell3928	1
s2_cell3929	1
s2_cell3930	1
s2_cell3931	2
s2_cell3932	0
s2_cell3933	0
s2_cell3934	4
s2_cell3935	0
s2_cell3936	1
s2_cell3937	4
s2_cell3938	3
s2_cell3939	1
s2_cell3940	4
s2_cell3941	1
s2_cell3942	2
s2_cell3943	0
s2_cell3944	2
s2_cell3945	0
s2_cell3946	0
s2_cell3947	4
s2_cell3948	4
s2_cell3949	2
s2_cell3950	0
s2_cell3951	17
s2_cell3952	14
s2_cell3953	1
s2_cell3954	20
s2_cell3955	16
s2_cell3956	4
s2_cell3957	0
s2_cell3958	11
s2_cell3959	4
s2_cell3960	2
s2_cell3961	1
s2_cell3962	2
s2_cell3963	2
s2_cell3964	1
s2_cell3965	1
s2_cell3966	13
s2_cell3967	2
s2_cell3968	0
s2_cell3969	0
s2_cell3970	0
s2_cell3971	1
s2_cell3972	2
s2_cell3973	2
s2_cell3974	1
s2_cell3975	0
s2_cell3976	0
s2_cell3977	4
s2_cell3978	4
s2_cell3979	2
s2_cell3980	8
s2_cell3981	3
s2_cell3982	4
s2_cell3983	5
s2_cell3984	4
s2_cell3985	2
s2_cell3986	1
s2_cell3987	0
s2_cell3988	5
s2_cell3989	8
s2_cell3990	2
s2_cell3991	1
s2_cell3992	0
s2_cell3993	1
s2_cell3994	4
s2_cell3995	1
s2_cell3996	2
s2_cell3997	4
s2_cell3998	3
s2_cell3999	2
s2_cell4000	1
s2_cell4001	0
s2_cell4002	1
s2_cell4003	3
s2_cell4004	1
s2_cell4005	1
s2_cell4006	0
s2_cell4007	1
s2_cell4008	0
s2_cell4009	3
s2_cell4010	0
s2_cell4011	1
s2_cell4012	2
s2_cell4013	0
s2_cell4014	0
s2_cell4015	1
s2_cell4016	1
s2_cell4017	2
s2_cell4018	3
s2_cell4019	3
s2_cell4020	4
s2_cell4021	1
s2_cell4022	5
s2_cell4023	11
s2_cell4024	1
s2_cell4025	3
s2_cell4026	2
s2_cell4027	0
s2_cell4028	2
s2_cell4029	1
s2_cell4030	1
s2_cell4031	7
s2_cell4032	1
s2_cell4033	0
s2_cell4034	16
s2_cell4035	6
s2_cell4036	0
s2_cell4037	0
s2_cell4038	0
s2_cell4039	1
s2_cell4040	0
s2_cell4041	4
s2_cell4042	2
s2_cell4043	9
s2_cell4044	0
s2_cell4045	1
s2_cell4046	5
s2_cell4047	1
s2_cell4048	0
s2_cell4049	1
s2_cell4050	0
s2_cell4051	2
s2_cell4052	4
s2_cell4053	10
s2_cell4054	17
s2_cell4055	1
s2_cell4056	8
s2_cell4057	1
s2_cell4058	4
s2_cell4059	2
s2_cell4060	0
s2_cell4061	0
s2_cell4062	1
s2_cell4063	2
s2_cell4064	4
s2_cell4065	0
s2_cell4066	1
s2_cell4067	0
s2_cell4068	3
s2_cell4069	0
s2_cell4070	1
s2_cell4071	4
s2_cell4072	2
s2_cell4073	0
s2_cell4074	2
s2_cell4075	0
s2_cell4076	0
s2_cell4077	1
s2_cell4078	0
s2_cell4079	1
s2_cell4080	0
s2_cell4081	4
s2_cell4082	1
s2_cell4083	0
s2_cell4084	3
s2_cell4085	14
s2_cell4086	0
s2_cell4087	0
s2_cell4088	3
s2_cell4089	0
s2_cell4090	8
s2_cell4091	0
s2_cell4092	0
s2_cell4093	0
s2_cell4094	4
s2_cell4095	2
s2_cell4096	8
s2_cell4097	0
s2_cell4098	1
s2_cell4099	9
s2_cell4100	0
s2_cell4101	0
s2_cell4102	0
s2_cell4103	2
s2_cell4104	0
s2_cell4105	4
s2_cell4106	2
s2_cell4107	1
s2_cell4108	1
s2_cell4109	0
s2_cell4110	0
s2_cell4111	7
s2_cell4112	8
s2_cell4113	0
s2_cell4114	3
s2_cell4115	3
s2_cell4116	13
s2_cell4117	2
s2_cell4118	3
s2_cell4119	1
s2_cell4120	2
s2_cell4121	0
s2_cell4122	2
s2_cell4123	0
s2_cell4124	9
s2_cell4125	0
s2_cell4126	12
s2_cell4127	1
s2_cell4128	0
s2_cell4129	1
s2_cell4130	0
s2_cell4131	1
s2_cell4132	4
s2_cell4133	0
s2_cell4134	1
s2_cell4135	1
s2_cell4136	5
s2_cell4137	0
s2_cell4138	1
s2_cell4139	12
s2_cell4140	1
s2_cell4141	2
s2_cell4142	2
s2_cell4143	2
s2_cell4144	4
s2_cell4145	2
s2_cell4146	3
s2_cell4147	0
s2_cell4148	21
s2_cell4149	2
s2_cell4150	3
s2_cell4151	1
s2_cell4152	6
s2_cell4153	1
s2_cell4154	1
s2_cell4155	0
s2_cell4156	0
s2_cell4157	0
s2_cell4158	1
s2_cell4159	2
s2_cell4160	5
s2_cell4161	3
s2_cell4162	3
s2_cell4163	2
s2_cell4164	0
s2_cell4165	0
s2_cell4166	0
s2_cell4167	1
s2_cell4168	4
s2_cell4169	5
s2_cell4170	2
s2_cell4171	4
s2_cell4172	0
s2_cell4173	12
s2_cell4174	0
s2_cell4175	9
s2_cell4176	2
s2_cell4177	0
s2_cell4178	0
s2_cell4179	1
s2_cell4180	1
s2_cell4181	8
s2_cell4182	2
s2_cell4183	0
s2_cell4184	0
s2_cell4185	0
s2_cell4186	0
s2_cell4187	1
s2_cell4188	3
s2_cell4189	2
s2_cell4190	0
s2_cell4191	6
s2_cell4192	2
s2_cell4193	4
s2_cell4194	1
s2_cell4195	9
s2_cell4196	4
s2_cell4197	1
s2_cell4198	4
s2_cell4199	2
s2_cell4200	1
s2_cell4201	1
s2_cell4202	0
s2_cell4203	4
s2_cell4204	1
s2_cell4205	1
s2_cell4206	2
s2_cell4207	3
s2_cell4208	2
s2_cell4209	5
s2_cell4210	2
s2_cell4211	5
s2_cell4212	0
s2_cell4213	0
s2_cell4214	3
s2_cell4215	1
s2_cell4216	8
s2_cell4217	18
s2_cell4218	2
s2_cell4219	1
s2_cell4220	0
s2_cell4221	3
s2_cell4222	1
s2_cell4223	2
s2_cell4224	0
s2_cell4225	3
s2_cell4226	16
s2_cell4227	0
s2_cell4228	1
s2_cell4229	4
s2_cell4230	10
s2_cell4231	7
s2_cell4232	0
s2_cell4233	0
s2_cell4234	9
s2_cell4235	5
s2_cell4236	4
s2_cell4237	4
s2_cell4238	2
s2_cell4239	1
s2_cell4240	1
s2_cell4241	1
s2_cell4242	7
s2_cell4243	0
s2_cell4244	8
s2_cell4245	0
s2_cell4246	2
s2_cell4247	13
s2_cell4248	2
s2_cell4249	1
s2_cell4250	0
s2_cell4251	1
s2_cell4252	0
s2_cell4253	0
s2_cell4254	3
s2_cell4255	3
s2_cell4256	0
s2_cell4257	8
s2_cell4258	0
s2_cell4259	1
s2_cell4260	3
s2_cell4261	13
s2_cell4262	14
s2_cell4263	2
s2_cell4264	1
s2_cell4265	4
s2_cell4266	4
s2_cell4267	0
s2_cell4268	0
s2_cell4269	1
s2_cell4270	1
s2_cell4271	5
s2_cell4272	1
s2_cell4273	12
s2_cell4274	1
s2_cell4275	6
s2_cell4276	5
s2_cell4277	1
s2_cell4278	2
s2_cell4279	1
s2_cell4280	2
s2_cell4281	9
s2_cell4282	1
s2_cell4283	0
s2_cell4284	1
s2_cell4285	10
s2_cell4286	0
s2_cell4287	0
s2_cell4288	8
s2_cell4289	0
s2_cell4290	6
s2_cell4291	6
s2_cell4292	8
s2_cell4293	16
s2_cell4294	1
s2_cell4295	6
s2_cell4296	0
