cells	leiden
s1_cell2898	19
s1_cell2899	9
s1_cell2900	2
s1_cell2901	1
s1_cell2902	6
s1_cell2903	14
s1_cell2904	14
s1_cell2905	5
s1_cell2906	0
s1_cell2907	1
s1_cell2908	0
s1_cell2909	1
s1_cell2910	13
s1_cell2911	0
s1_cell2912	1
s1_cell2913	1
s1_cell2914	13
s1_cell2915	7
s1_cell2916	6
s1_cell2917	2
s1_cell2918	1
s1_cell2919	14
s1_cell2920	3
s1_cell2921	7
s1_cell2922	16
s1_cell2923	1
s1_cell2924	5
s1_cell2925	0
s1_cell2926	6
s1_cell2927	6
s1_cell2928	9
s1_cell2929	0
s1_cell2930	1
s1_cell2931	0
s1_cell2932	0
s1_cell2933	1
s1_cell2934	1
s1_cell2935	1
s1_cell2936	0
s1_cell2937	4
s1_cell2938	0
s1_cell2939	9
s1_cell2940	2
s1_cell2941	2
s1_cell2942	19
s1_cell2943	3
s1_cell2944	1
s1_cell2945	2
s1_cell2946	0
s1_cell2947	8
s1_cell2948	8
s1_cell2949	6
s1_cell2950	10
s1_cell2951	1
s1_cell2952	8
s1_cell2953	1
s1_cell2954	9
s1_cell2955	5
s1_cell2956	3
s1_cell2957	5
s1_cell2958	0
s1_cell2959	3
s1_cell2960	16
s1_cell2961	2
s1_cell2962	5
s1_cell2963	6
s1_cell2964	0
s1_cell2965	19
s1_cell2966	6
s1_cell2967	8
s1_cell2968	0
s1_cell2969	6
s1_cell2970	2
s1_cell2971	22
s1_cell2972	7
s1_cell2973	2
s1_cell2974	9
s1_cell2975	8
s1_cell2976	1
s1_cell2977	1
s1_cell2978	1
s1_cell2979	4
s1_cell2980	1
s1_cell2981	7
s1_cell2982	4
s1_cell2983	7
s1_cell2984	2
s1_cell2985	2
s1_cell2986	0
s1_cell2987	3
s1_cell2988	1
s1_cell2989	6
s1_cell2990	1
s1_cell2991	2
s1_cell2992	5
s1_cell2993	1
s1_cell2994	6
s1_cell2995	0
s1_cell2996	0
s1_cell2997	1
s1_cell2998	1
s1_cell2999	4
s1_cell3000	4
s1_cell3001	2
s1_cell3002	14
s1_cell3003	7
s1_cell3004	9
s1_cell3005	0
s1_cell3006	16
s1_cell3007	1
s1_cell3008	0
s1_cell3009	16
s1_cell3010	3
s1_cell3011	0
s1_cell3012	1
s1_cell3013	6
s1_cell3014	2
s1_cell3015	13
s1_cell3016	3
s1_cell3017	6
s1_cell3018	6
s1_cell3019	1
s1_cell3020	8
s1_cell3021	3
s1_cell3022	3
s1_cell3023	0
s1_cell3024	1
s1_cell3025	2
s1_cell3026	8
s1_cell3027	7
s1_cell3028	2
s1_cell3029	0
s1_cell3030	1
s1_cell3031	0
s1_cell3032	13
s1_cell3033	16
s1_cell3034	1
s1_cell3035	0
s1_cell3036	3
s1_cell3037	9
s1_cell3038	2
s1_cell3039	10
s1_cell3040	0
s1_cell3041	2
s1_cell3042	1
s1_cell3043	1
s1_cell3044	0
s1_cell3045	1
s1_cell3046	6
s1_cell3047	18
s1_cell3048	0
s1_cell3049	3
s1_cell3050	0
s1_cell3051	9
s1_cell3052	8
s1_cell3053	2
s1_cell3054	0
s1_cell3055	14
s1_cell3056	0
s1_cell3057	9
s1_cell3058	8
s1_cell3059	21
s1_cell3060	4
s1_cell3061	1
s1_cell3062	2
s1_cell3063	20
s1_cell3064	3
s1_cell3065	19
s1_cell3066	2
s1_cell3067	18
s1_cell3068	15
s1_cell3069	2
s1_cell3070	0
s1_cell3071	1
s1_cell3072	0
s1_cell3073	0
s1_cell3074	1
s1_cell3075	11
s1_cell3076	0
s1_cell3077	1
s1_cell3078	0
s1_cell3079	3
s1_cell3080	1
s1_cell3081	16
s1_cell3082	2
s1_cell3083	14
s1_cell3084	2
s1_cell3085	3
s1_cell3086	6
s1_cell3087	4
s1_cell3088	11
s1_cell3089	2
s1_cell3090	1
s1_cell3091	2
s1_cell3092	2
s1_cell3093	13
s1_cell3094	16
s1_cell3095	0
s1_cell3096	4
s1_cell3097	14
s1_cell3098	5
s1_cell3099	2
s1_cell3100	4
s1_cell3101	17
s1_cell3102	3
s1_cell3103	1
s1_cell3104	1
s1_cell3105	1
s1_cell3106	1
s1_cell3107	14
s1_cell3108	4
s1_cell3109	2
s1_cell3110	9
s1_cell3111	1
s1_cell3112	14
s1_cell3113	7
s1_cell3114	11
s1_cell3115	0
s1_cell3116	3
s1_cell3117	1
s1_cell3118	3
s1_cell3119	9
s1_cell3120	0
s1_cell3121	1
s1_cell3122	16
s1_cell3123	8
s1_cell3124	2
s1_cell3125	3
s1_cell3126	0
s1_cell3127	2
s1_cell3128	0
s1_cell3129	4
s1_cell3130	14
s1_cell3131	2
s1_cell3132	5
s1_cell3133	1
s1_cell3134	0
s1_cell3135	4
s1_cell3136	0
s1_cell3137	4
s1_cell3138	7
s1_cell3139	0
s1_cell3140	1
s1_cell3141	0
s1_cell3142	0
s1_cell3143	1
s1_cell3144	9
s1_cell3145	5
s1_cell3146	7
s1_cell3147	2
s1_cell3148	7
s1_cell3149	13
s1_cell3150	2
s1_cell3151	1
s1_cell3152	16
s1_cell3153	9
s1_cell3154	19
s1_cell3155	2
s1_cell3156	3
s1_cell3157	1
s1_cell3158	1
s1_cell3159	7
s1_cell3160	6
s1_cell3161	2
s1_cell3162	1
s1_cell3163	2
s1_cell3164	1
s1_cell3165	6
s1_cell3166	1
s1_cell3167	1
s1_cell3168	0
s1_cell3169	0
s1_cell3170	2
s1_cell3171	13
s1_cell3172	1
s1_cell3173	2
s1_cell3174	16
s1_cell3175	1
s1_cell3176	1
s1_cell3177	0
s1_cell3178	2
s1_cell3179	0
s1_cell3180	2
s1_cell3181	2
s1_cell3182	0
s1_cell3183	2
s1_cell3184	7
s1_cell3185	0
s1_cell3186	13
s1_cell3187	0
s1_cell3188	2
s1_cell3189	2
s1_cell3190	15
s1_cell3191	1
s1_cell3192	9
s1_cell3193	2
s1_cell3194	1
s1_cell3195	0
s1_cell3196	0
s1_cell3197	3
s1_cell3198	1
s1_cell3199	3
s1_cell3200	9
s1_cell3201	2
s1_cell3202	6
s1_cell3203	6
s1_cell3204	3
s1_cell3205	1
s1_cell3206	1
s1_cell3207	3
s1_cell3208	2
s1_cell3209	2
s1_cell3210	5
s1_cell3211	2
s1_cell3212	0
s1_cell3213	1
s1_cell3214	2
s1_cell3215	4
s1_cell3216	1
s1_cell3217	21
s1_cell3218	3
s1_cell3219	8
s1_cell3220	2
s1_cell3221	1
s1_cell3222	0
s1_cell3223	6
s1_cell3224	2
s1_cell3225	14
s1_cell3226	2
s1_cell3227	2
s1_cell3228	3
s1_cell3229	2
s1_cell3230	4
s1_cell3231	0
s1_cell3232	3
s1_cell3233	20
s1_cell3234	1
s1_cell3235	0
s1_cell3236	15
s1_cell3237	0
s1_cell3238	2
s1_cell3239	19
s1_cell3240	3
s1_cell3241	5
s1_cell3242	1
s1_cell3243	1
s1_cell3244	2
s1_cell3245	0
s1_cell3246	15
s1_cell3247	14
s1_cell3248	12
s1_cell3249	0
s1_cell3250	3
s1_cell3251	2
s1_cell3252	2
s1_cell3253	5
s1_cell3254	6
s1_cell3255	7
s1_cell3256	1
s1_cell3257	15
s1_cell3258	3
s1_cell3259	1
s1_cell3260	3
s1_cell3261	2
s1_cell3262	2
s1_cell3263	7
s1_cell3264	0
s1_cell3265	1
s1_cell3266	2
s1_cell3267	3
s1_cell3268	3
s1_cell3269	11
s1_cell3270	1
s1_cell3271	10
s1_cell3272	1
s1_cell3273	2
s1_cell3274	20
s1_cell3275	6
s1_cell3276	2
s1_cell3277	0
s1_cell3278	2
s1_cell3279	1
s1_cell3280	4
s1_cell3281	7
s1_cell3282	2
s1_cell3283	18
s1_cell3284	1
s1_cell3285	1
s1_cell3286	1
s1_cell3287	1
s1_cell3288	14
s1_cell3289	0
s1_cell3290	11
s1_cell3291	11
s1_cell3292	2
s1_cell3293	2
s1_cell3294	1
s1_cell3295	1
s1_cell3296	1
s1_cell3297	3
s1_cell3298	3
s1_cell3299	1
s1_cell3300	4
s1_cell3301	1
s1_cell3302	13
s1_cell3303	0
s1_cell3304	7
s1_cell3305	1
s1_cell3306	2
s1_cell3307	1
s1_cell3308	2
s1_cell3309	8
s1_cell3310	6
s1_cell3311	2
s1_cell3312	6
s1_cell3313	0
s1_cell3314	7
s1_cell3315	3
s1_cell3316	2
s1_cell3317	3
s1_cell3318	2
s1_cell3319	15
s1_cell3320	15
s1_cell3321	0
s1_cell3322	2
s1_cell3323	2
s1_cell3324	1
s1_cell3325	2
s1_cell3326	1
s1_cell3327	16
s1_cell3328	2
s1_cell3329	2
s1_cell3330	3
s1_cell3331	7
s1_cell3332	3
s1_cell3333	7
s1_cell3334	2
s1_cell3335	1
s1_cell3336	12
s1_cell3337	2
s1_cell3338	1
s1_cell3339	2
s1_cell3340	3
s1_cell3341	0
s1_cell3342	11
s1_cell3343	0
s1_cell3344	2
s1_cell3345	6
s1_cell3346	0
s1_cell3347	0
s1_cell3348	11
s1_cell3349	2
s1_cell3350	3
s1_cell3351	1
s1_cell3352	8
s1_cell3353	3
s1_cell3354	21
s1_cell3355	1
s1_cell3356	2
s1_cell3357	4
s1_cell3358	2
s1_cell3359	2
s1_cell3360	9
s1_cell3361	1
s1_cell3362	20
s1_cell3363	5
s1_cell3364	6
s1_cell3365	2
s1_cell3366	0
s1_cell3367	8
s1_cell3368	2
s1_cell3369	1
s1_cell3370	0
s1_cell3371	3
s1_cell3372	7
s1_cell3373	3
s1_cell3374	0
s1_cell3375	1
s1_cell3376	0
s1_cell3377	3
s1_cell3378	0
s1_cell3379	20
s1_cell3380	18
s1_cell3381	3
s1_cell3382	7
s1_cell3383	8
s1_cell3384	2
s1_cell3385	2
s1_cell3386	2
s1_cell3387	9
s1_cell3388	3
s1_cell3389	2
s1_cell3390	0
s1_cell3391	18
s1_cell3392	6
s1_cell3393	6
s1_cell3394	9
s1_cell3395	10
s1_cell3396	14
s1_cell3397	2
s1_cell3398	4
s1_cell3399	3
s1_cell3400	9
s1_cell3401	1
s1_cell3402	15
s1_cell3403	2
s1_cell3404	3
s1_cell3405	3
s1_cell3406	2
s1_cell3407	14
s1_cell3408	2
s1_cell3409	2
s1_cell3410	9
s1_cell3411	3
s1_cell3412	2
s1_cell3413	3
s1_cell3414	1
s1_cell3415	2
s1_cell3416	1
s1_cell3417	5
s1_cell3418	2
s1_cell3419	2
s1_cell3420	1
s1_cell3421	3
s1_cell3422	3
s1_cell3423	0
s1_cell3424	0
s1_cell3425	0
s1_cell3426	1
s1_cell3427	0
s1_cell3428	3
s1_cell3429	7
s1_cell3430	3
s1_cell3431	7
s1_cell3432	3
s1_cell3433	1
s1_cell3434	2
s1_cell3435	14
s1_cell3436	13
s1_cell3437	2
s1_cell3438	3
s1_cell3439	0
s1_cell3440	0
s1_cell3441	3
s1_cell3442	0
s1_cell3443	1
s1_cell3444	8
s1_cell3445	2
s1_cell3446	0
s1_cell3447	17
s1_cell3448	2
s1_cell3449	0
s1_cell3450	0
s1_cell3451	9
s1_cell3452	2
s1_cell3453	0
s1_cell3454	1
s1_cell3455	1
s1_cell3456	2
s1_cell3457	0
s1_cell3458	2
s1_cell3459	1
s1_cell3460	20
s1_cell3461	2
s1_cell3462	0
s1_cell3463	1
s1_cell3464	3
s1_cell3465	2
s1_cell3466	2
s1_cell3467	2
s1_cell3468	3
s1_cell3469	1
s1_cell3470	8
s1_cell3471	1
s1_cell3472	2
s1_cell3473	2
s1_cell3474	0
s1_cell3475	1
s1_cell3476	3
s1_cell3477	2
s1_cell3478	1
s1_cell3479	0
s1_cell3480	0
s1_cell3481	0
s1_cell3482	0
s1_cell3483	1
s1_cell3484	2
s1_cell3485	1
s1_cell3486	4
s1_cell3487	3
s1_cell3488	0
s1_cell3489	0
s1_cell3490	0
s1_cell3491	1
s1_cell3492	2
s1_cell3493	2
s1_cell3494	2
s1_cell3495	21
s1_cell3496	14
s1_cell3497	0
s1_cell3498	4
s1_cell3499	2
s1_cell3500	2
s1_cell3501	9
s1_cell3502	0
s1_cell3503	8
s1_cell3504	1
s1_cell3505	0
s1_cell3506	1
s1_cell3507	10
s1_cell3508	6
s1_cell3509	7
s1_cell3510	0
s1_cell3511	1
s1_cell3512	0
s1_cell3513	2
s1_cell3514	0
s1_cell3515	1
s1_cell3516	2
s1_cell3517	2
s1_cell3518	1
s1_cell3519	2
s1_cell3520	2
s1_cell3521	1
s1_cell3522	0
s1_cell3523	1
s1_cell3524	0
s1_cell3525	3
s1_cell3526	3
s1_cell3527	2
s1_cell3528	4
s1_cell3529	0
s1_cell3530	2
s1_cell3531	2
s1_cell3532	0
s1_cell3533	7
s1_cell3534	1
s1_cell3535	2
s1_cell3536	0
s1_cell3537	2
s1_cell3538	0
s1_cell3539	0
s1_cell3540	2
s1_cell3541	0
s1_cell3542	0
s1_cell3543	2
s1_cell3544	8
s1_cell3545	1
s1_cell3546	3
s1_cell3547	1
s1_cell3548	2
s1_cell3549	0
s1_cell3550	0
s1_cell3551	1
s1_cell3552	3
s1_cell3553	3
s1_cell3554	3
s1_cell3555	0
s1_cell3556	3
s1_cell3557	1
s1_cell3558	3
s1_cell3559	2
s1_cell3560	3
s1_cell3561	0
s1_cell3562	2
s1_cell3563	3
s1_cell3564	2
s1_cell3565	0
s1_cell3566	3
s1_cell3567	5
s1_cell3568	11
s1_cell3569	6
s1_cell3570	16
s1_cell3571	0
s1_cell3572	18
s1_cell3573	0
s1_cell3574	10
s1_cell3575	2
s1_cell3576	0
s1_cell3577	3
s1_cell3578	0
s1_cell3579	1
s1_cell3580	2
s1_cell3581	2
s1_cell3582	0
s1_cell3583	2
s1_cell3584	2
s1_cell3585	3
s1_cell3586	3
s1_cell3587	0
s1_cell3588	2
s1_cell3589	6
s1_cell3590	12
s1_cell3591	1
s1_cell3592	1
s1_cell3593	3
s1_cell3594	3
s1_cell3595	10
s1_cell3596	5
s1_cell3597	1
s1_cell3598	0
s1_cell3599	1
s1_cell3600	1
s1_cell3601	0
s1_cell3602	8
s1_cell3603	2
s1_cell3604	2
s1_cell3605	0
s1_cell3606	0
s1_cell3607	2
s1_cell3608	1
s1_cell3609	2
s1_cell3610	3
s1_cell3611	2
s1_cell3612	18
s1_cell3613	0
s1_cell3614	18
s1_cell3615	1
s1_cell3616	1
s1_cell3617	6
s1_cell3618	0
s1_cell3619	15
s1_cell3620	0
s1_cell3621	0
s1_cell3622	0
s1_cell3623	2
s1_cell3624	1
s1_cell3625	3
s1_cell3626	2
s1_cell3627	6
s1_cell3628	1
s1_cell3629	1
s1_cell3630	0
s1_cell3631	1
s1_cell3632	3
s1_cell3633	2
s1_cell3634	11
s1_cell3635	14
s1_cell3636	3
s1_cell3637	9
s1_cell3638	2
s1_cell3639	9
s1_cell3640	14
s1_cell3641	0
s1_cell3642	3
s1_cell3643	2
s1_cell3644	2
s1_cell3645	3
s1_cell3646	0
s1_cell3647	3
s1_cell3648	0
s1_cell3649	2
s1_cell3650	1
s1_cell3651	1
s1_cell3652	0
s1_cell3653	2
s1_cell3654	6
s1_cell3655	2
s1_cell3656	3
s1_cell3657	0
s1_cell3658	16
s1_cell3659	2
s1_cell3660	2
s1_cell3661	2
s1_cell3662	2
s1_cell3663	3
s1_cell3664	3
s1_cell3665	15
s1_cell3666	2
s1_cell3667	0
s1_cell3668	0
s1_cell3669	0
s1_cell3670	2
s1_cell3671	6
s1_cell3672	3
s1_cell3673	3
s1_cell3674	2
s1_cell3675	1
s1_cell3676	3
s1_cell3677	2
s1_cell3678	0
s1_cell3679	6
s1_cell3680	16
s1_cell3681	3
s1_cell3682	3
s1_cell3683	3
s1_cell3684	0
s1_cell3685	0
s1_cell3686	0
s1_cell3687	3
s1_cell3688	2
s1_cell3689	0
s1_cell3690	2
s1_cell3691	2
s1_cell3692	2
s1_cell3693	2
s1_cell3694	3
s1_cell3695	0
s1_cell3696	3
s1_cell3697	2
s1_cell3698	2
s1_cell3699	1
s1_cell3700	1
s1_cell3701	0
s1_cell3702	2
s1_cell3703	2
s1_cell3704	0
s1_cell3705	3
s1_cell3706	0
s1_cell3707	0
s1_cell3708	2
s1_cell3709	1
s1_cell3710	2
s1_cell3711	2
s1_cell3712	1
s1_cell3713	1
s1_cell3714	0
s1_cell3715	2
s1_cell3716	3
s1_cell3717	2
s1_cell3718	6
s1_cell3719	11
s1_cell3720	3
s1_cell3721	19
s1_cell3722	8
s1_cell3723	2
s1_cell3724	0
s1_cell3725	2
s1_cell3726	3
s1_cell3727	0
s1_cell3728	2
s1_cell3729	0
s1_cell3730	3
s1_cell3731	2
s1_cell3732	0
s1_cell3733	0
s1_cell3734	1
s1_cell3735	6
s1_cell3736	1
s1_cell3737	1
s1_cell3738	2
s1_cell3739	2
s1_cell3740	1
s1_cell3741	2
s1_cell3742	2
s1_cell3743	2
s1_cell3744	2
s1_cell3745	15
s1_cell3746	2
s1_cell3747	0
s1_cell3748	2
s1_cell3749	0
s1_cell3750	0
s1_cell3751	1
s1_cell3752	2
s1_cell3753	0
s1_cell3754	0
s1_cell3755	1
s1_cell3756	2
s1_cell3757	2
s1_cell3758	9
s1_cell3759	1
s1_cell3760	0
s1_cell3761	6
s1_cell3762	3
s1_cell3763	0
s1_cell3764	0
s1_cell3765	3
s1_cell3766	0
s1_cell3767	4
s1_cell3768	0
s1_cell3769	17
s1_cell3770	2
s1_cell3771	1
s1_cell3772	0
s1_cell3773	13
s1_cell3774	3
s1_cell3775	5
s1_cell3776	0
s1_cell3777	20
s1_cell3778	7
s1_cell3779	3
s1_cell3780	7
s1_cell3781	0
s1_cell3782	15
s1_cell3783	20
s1_cell3784	2
s1_cell3785	7
s1_cell3786	1
s1_cell3787	0
s1_cell3788	0
s1_cell3789	3
s1_cell3790	3
s1_cell3791	2
s1_cell3792	0
s1_cell3793	0
s1_cell3794	2
s1_cell3795	1
s1_cell3796	0
s1_cell3797	0
s1_cell3798	3
s1_cell3799	1
s1_cell3800	2
s1_cell3801	7
s1_cell3802	11
s1_cell3803	2
s1_cell3804	0
s1_cell3805	0
s1_cell3806	1
s1_cell3807	2
s1_cell3808	3
s1_cell3809	2
s1_cell3810	15
s1_cell3811	0
s1_cell3812	0
s1_cell3813	0
s1_cell3814	0
s1_cell3815	3
s1_cell3816	0
s1_cell3817	2
s1_cell3818	2
s1_cell3819	6
s1_cell3820	3
s1_cell3821	3
s1_cell3822	14
s1_cell3823	2
s1_cell3824	0
s1_cell3825	2
s1_cell3826	15
s1_cell3827	3
s1_cell3828	3
s1_cell3829	2
s1_cell3830	3
s1_cell3831	2
s1_cell3832	2
s1_cell3833	0
s1_cell3834	0
s1_cell3835	3
s1_cell3836	1
s1_cell3837	2
s1_cell3838	0
s1_cell3839	3
s1_cell3840	6
s1_cell3841	3
s1_cell3842	0
s1_cell3843	10
s1_cell3844	5
s1_cell3845	3
s1_cell3846	2
s1_cell3847	0
s1_cell3848	4
s1_cell3849	2
s1_cell3850	5
s1_cell3851	10
s1_cell3852	0
s1_cell3853	0
s1_cell3854	0
s1_cell3855	1
s1_cell3856	2
s1_cell3857	2
s1_cell3858	3
s1_cell3859	15
s1_cell3860	3
s1_cell3861	1
s1_cell3862	0
s1_cell3863	3
s1_cell3864	3
s1_cell3865	2
s1_cell3866	2
s1_cell3867	2
s1_cell3868	0
s1_cell3869	12
s1_cell3870	2
s1_cell3871	2
s1_cell3872	3
s1_cell3873	3
s1_cell3874	3
s1_cell3875	0
s1_cell3876	1
s1_cell3877	0
s1_cell3878	3
s1_cell3879	17
s1_cell3880	8
s1_cell3881	0
s1_cell3882	3
s1_cell3883	1
s1_cell3884	3
s1_cell3885	0
s1_cell3886	0
s1_cell3887	3
s1_cell3888	1
s1_cell3889	3
s1_cell3890	0
s1_cell3891	3
s1_cell3892	8
s1_cell3893	0
s1_cell3894	2
s1_cell3895	3
s1_cell3896	2
s1_cell3897	3
s1_cell3898	1
s1_cell3899	3
s1_cell3900	3
s1_cell3901	0
s1_cell3902	0
s1_cell3903	0
s1_cell3904	0
s1_cell3905	3
s1_cell3906	0
s1_cell3907	2
s1_cell3908	3
s1_cell3909	1
s1_cell3910	3
s1_cell3911	2
s1_cell3912	0
s1_cell3913	1
s1_cell3914	0
s1_cell3915	2
s1_cell3916	0
s1_cell3917	7
s1_cell3918	1
s1_cell3919	3
s1_cell3920	3
s1_cell3921	3
s1_cell3922	0
s1_cell3923	3
s1_cell3924	3
s1_cell3925	3
s1_cell3926	0
s1_cell3927	3
s1_cell3928	0
s1_cell3929	0
s1_cell3930	1
s1_cell3931	3
s1_cell3932	0
s1_cell3933	2
s1_cell3934	3
s1_cell3935	4
s1_cell3936	3
s1_cell3937	3
s1_cell3938	1
s1_cell3939	0
s1_cell3940	1
s1_cell3941	3
s1_cell3942	2
s1_cell3943	11
s1_cell3944	2
s1_cell3945	0
s1_cell3946	0
s1_cell3947	1
s1_cell3948	17
s1_cell3949	2
s1_cell3950	3
s1_cell3951	3
s1_cell3952	3
s1_cell3953	2
s1_cell3954	2
s1_cell3955	7
s1_cell3956	2
s1_cell3957	7
s1_cell3958	3
s1_cell3959	2
s1_cell3960	0
s1_cell3961	2
s1_cell3962	3
s1_cell3963	0
s1_cell3964	7
s1_cell3965	0
s1_cell3966	3
s1_cell3967	0
s1_cell3968	2
s1_cell3969	0
s1_cell3970	3
s1_cell3971	1
s1_cell3972	0
s1_cell3973	0
s1_cell3974	2
s1_cell3975	2
s1_cell3976	3
s1_cell3977	3
s1_cell3978	0
s1_cell3979	3
s1_cell3980	2
s1_cell3981	6
s1_cell3982	2
s1_cell3983	0
s1_cell3984	2
s1_cell3985	0
s1_cell3986	2
s1_cell3987	1
s1_cell3988	0
s1_cell3989	0
s1_cell3990	0
s1_cell3991	0
s1_cell3992	0
s1_cell3993	0
s1_cell3994	5
s1_cell3995	3
s1_cell3996	2
s1_cell3997	2
s1_cell3998	1
s1_cell3999	7
s1_cell4000	1
s1_cell4001	17
s1_cell4002	3
s1_cell4003	0
s1_cell4004	2
s1_cell4005	9
s1_cell4006	2
s1_cell4007	0
s1_cell4008	2
s1_cell4009	2
s1_cell4010	5
s1_cell4011	9
s1_cell4012	0
s1_cell4013	0
s1_cell4014	0
s1_cell4015	0
s1_cell4016	3
s1_cell4017	1
s1_cell4018	0
s1_cell4019	1
s1_cell4020	2
s1_cell4021	8
s1_cell4022	0
s1_cell4023	2
s1_cell4024	14
s1_cell4025	0
s1_cell4026	2
s1_cell4027	2
s1_cell4028	0
s1_cell4029	1
s1_cell4030	0
s1_cell4031	0
s1_cell4032	16
s1_cell4033	0
s1_cell4034	0
s1_cell4035	0
s1_cell4036	3
s1_cell4037	2
s1_cell4038	3
s1_cell4039	3
s1_cell4040	0
s1_cell4041	2
s1_cell4042	2
s1_cell4043	2
s1_cell4044	2
s1_cell4045	3
s1_cell4046	1
s1_cell4047	3
s1_cell4048	0
s1_cell4049	0
s1_cell4050	0
s1_cell4051	7
s1_cell4052	0
s1_cell4053	2
s1_cell4054	2
s1_cell4055	2
s1_cell4056	0
s1_cell4057	3
s1_cell4058	0
s1_cell4059	0
s1_cell4060	2
s1_cell4061	2
s1_cell4062	6
s1_cell4063	2
s1_cell4064	0
s1_cell4065	3
s1_cell4066	0
s1_cell4067	0
s1_cell4068	3
s1_cell4069	2
s1_cell4070	3
s1_cell4071	0
s1_cell4072	3
s1_cell4073	1
s1_cell4074	2
s1_cell4075	20
s1_cell4076	4
s1_cell4077	0
s1_cell4078	0
s1_cell4079	5
s1_cell4080	2
s1_cell4081	1
s1_cell4082	0
s1_cell4083	0
s1_cell4084	0
s1_cell4085	1
s1_cell4086	2
s1_cell4087	3
s1_cell4088	4
s1_cell4089	1
s1_cell4090	0
s1_cell4091	3
s1_cell4092	2
s1_cell4093	1
s1_cell4094	1
s1_cell4095	2
s1_cell4096	2
s1_cell4097	1
s1_cell4098	7
s1_cell4099	3
s1_cell4100	2
s1_cell4101	0
s1_cell4102	2
s1_cell4103	6
s1_cell4104	0
s1_cell4105	0
s1_cell4106	2
s1_cell4107	0
s1_cell4108	2
s1_cell4109	2
s1_cell4110	0
s1_cell4111	0
s1_cell4112	0
s1_cell4113	3
s1_cell4114	0
s1_cell4115	0
s1_cell4116	3
s1_cell4117	0
s1_cell4118	9
s1_cell4119	13
s1_cell4120	2
s1_cell4121	0
s1_cell4122	0
s1_cell4123	2
s1_cell4124	2
s1_cell4125	0
s1_cell4126	2
s1_cell4127	2
s1_cell4128	1
s1_cell4129	1
s1_cell4130	0
s1_cell4131	2
s1_cell4132	0
s1_cell4133	0
s1_cell4134	3
s1_cell4135	0
s1_cell4136	15
s1_cell4137	2
s1_cell4138	0
s1_cell4139	10
s1_cell4140	2
s1_cell4141	3
s1_cell4142	3
s1_cell4143	7
s1_cell4144	0
s1_cell4145	2
s1_cell4146	3
s1_cell4147	1
s1_cell4148	2
s1_cell4149	3
s1_cell4150	2
s1_cell4151	0
s1_cell4152	2
s1_cell4153	0
s1_cell4154	2
s1_cell4155	2
s1_cell4156	2
s1_cell4157	0
s1_cell4158	0
s1_cell4159	1
s1_cell4160	2
s1_cell4161	1
s1_cell4162	2
s1_cell4163	1
s1_cell4164	2
s1_cell4165	3
s1_cell4166	0
s1_cell4167	1
s1_cell4168	3
s1_cell4169	2
s1_cell4170	5
s1_cell4171	3
s1_cell4172	1
s1_cell4173	0
s1_cell4174	2
s1_cell4175	0
s1_cell4176	7
s1_cell4177	2
s1_cell4178	16
s1_cell4179	2
s1_cell4180	2
s1_cell4181	2
s1_cell4182	0
s1_cell4183	1
s1_cell4184	2
s1_cell4185	2
s1_cell4186	1
s1_cell4187	3
s1_cell4188	0
s1_cell4189	0
s1_cell4190	1
s1_cell4191	2
s1_cell4192	5
s1_cell4193	3
s1_cell4194	3
s1_cell4195	3
s1_cell4196	3
s1_cell4197	9
s1_cell4198	7
s1_cell4199	0
s1_cell4200	0
s1_cell4201	1
s1_cell4202	2
s1_cell4203	3
s1_cell4204	0
s1_cell4205	0
s1_cell4206	16
s1_cell4207	7
s1_cell4208	2
s1_cell4209	0
s1_cell4210	0
s1_cell4211	0
s1_cell4212	1
s1_cell4213	9
s1_cell4214	1
s1_cell4215	6
s1_cell4216	0
s1_cell4217	0
s1_cell4218	2
s1_cell4219	15
s1_cell4220	2
s1_cell4221	13
s1_cell4222	1
s1_cell4223	2
s1_cell4224	3
s1_cell4225	0
s1_cell4226	2
s1_cell4227	9
s1_cell4228	3
s1_cell4229	1
s1_cell4230	1
s1_cell4231	3
s1_cell4232	3
s1_cell4233	0
s1_cell4234	15
s1_cell4235	3
s1_cell4236	0
s1_cell4237	0
s1_cell4238	3
s1_cell4239	8
s1_cell4240	0
s1_cell4241	3
s1_cell4242	0
s1_cell4243	2
s1_cell4244	0
s1_cell4245	5
s1_cell4246	7
s1_cell4247	0
s1_cell4248	2
s1_cell4249	0
s1_cell4250	2
s1_cell4251	3
s1_cell4252	2
s1_cell4253	2
s1_cell4254	0
s1_cell4255	2
s1_cell4256	0
s1_cell4257	1
s1_cell4258	2
s1_cell4259	0
s1_cell4260	2
s1_cell4261	0
s1_cell4262	2
s1_cell4263	2
s1_cell4264	4
s1_cell4265	0
s1_cell4266	0
s1_cell4267	2
s1_cell4268	2
s1_cell4269	3
s1_cell4270	3
s1_cell4271	0
s1_cell4272	0
s1_cell4273	2
s1_cell4274	1
s1_cell4275	1
s1_cell4276	7
s1_cell4277	3
s1_cell4278	0
s1_cell4279	2
s1_cell4280	2
s1_cell4281	2
s1_cell4282	1
s1_cell4283	1
s1_cell4284	2
s1_cell4285	2
s1_cell4286	2
s1_cell4287	2
s1_cell4288	1
s1_cell4289	2
s1_cell4290	0
s1_cell4291	3
s1_cell4292	0
s1_cell4293	5
s1_cell4294	2
s1_cell4295	0
s1_cell4296	0
