gene_name	ENSG	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ZFP41	ENSG00000181638	239.714456958856	0.530782246115826	0.164541963815829	3.22581689075942	0.00125613693116286	0.0231637631710865
NLK	ENSG00000087095	265.303053109051	0.518858468009139	0.161093595980657	3.22085098945485	0.0012781058251334	0.0234140253721218
TMEM104	ENSG00000109066	360.42172379878	0.525743923626275	0.163476690220758	3.21601766537059	0.00129982830629914	0.0236874593700867
YPEL1	ENSG00000100027	165.26682627706	-0.814404600232962	0.253408938140362	-3.21379587558931	0.00130992760669712	0.0238092578421962
PCOLCE	ENSG00000106333	132.174392147856	-0.704374228074772	0.219603228123473	-3.20748576463883	0.00133900687209575	0.0241497482463596
CACNA1A	ENSG00000141837	246.219816925508	0.505613885842539	0.1576360824279	3.20747558588813	0.00133905425682777	0.0241497482463596
SFXN2	ENSG00000156398	255.888551890441	0.514381399348734	0.160743169614022	3.20002025954739	0.00137417927786721	0.0246556413291464
SLC2A6	ENSG00000160326	183.755580287134	0.654049941020106	0.205465226564073	3.18326342592159	0.00145625060635101	0.0255687527747347
HERC3	ENSG00000138641	510.610709967353	-0.716277570754307	0.225371673249252	-3.17820585181587	0.00148189497917243	0.0258833014264804
SAP30	ENSG00000164105	277.326236704189	-0.748096681022898	0.235495617046764	-3.17669046415561	0.00148965936754231	0.0259381402521893
FAT4	ENSG00000196159	190.618692872251	-0.710349190732425	0.223621924144109	-3.17656327057921	0.00149031277110707	0.0259381402521893
EFNA3	ENSG00000143590	263.612920437615	-0.638382809145672	0.201150051543448	-3.17366465604799	0.00150527495045858	0.0261332977389078
NANOS1	ENSG00000188613	33.3832124383861	1.25376641003034	0.395202420740477	3.1724664228554	0.00151150036567984	0.02620873954968
B3GNT4	ENSG00000176383	139.261227072863	-0.761721883721254	0.240488240168768	-3.16739763735099	0.00153809847988156	0.0264397421800603
FAM210B	ENSG00000124098	378.991285952231	0.628940828704528	0.198613968847463	3.1666495179277	0.00154206049319799	0.0264426387892659
EFNA4	ENSG00000243364	85.9439401828352	-0.765909783766682	0.241940361840077	-3.16569661193179	0.00154712065929811	0.0264968170900184
POGLUT1	ENSG00000163389	297.196980568642	0.531369360302981	0.168198144915407	3.15918680655025	0.00158210045390912	0.0268984365791965
C20orf204	ENSG00000196421	69.7516915165983	-0.857496539259595	0.271552260698935	-3.15775879402561	0.00158987047678545	0.0269639711884015
AQP3	ENSG00000165272	110.159607045743	1.11452018169359	0.353055830925222	3.15678168739733	0.00159520728148088	0.0270184476831333
BEND3	ENSG00000178409	180.251279918945	0.667501364165784	0.211495099270954	3.1561079498614	0.00159889673184025	0.0270184476831333
RASSF2	ENSG00000101265	338.977978118504	-0.631726995072474	0.201313398414306	-3.13802757316913	0.00170088875882425	0.0283602232283568
LIMCH1	ENSG00000064042	325.407747785009	-0.611147528331185	0.194831866772064	-3.13679450110783	0.00170805799519072	0.0283814499534611
MIF-AS1	ENSG00000218537	71.7345284533625	-0.931405730746343	0.297032818657301	-3.13569973498768	0.0017144463842066	0.0284198537957482
CARNS1	ENSG00000172508	70.3376266199071	0.897067447117746	0.2860628466656	3.13591036925671	0.00171321554611996	0.0284198537957482
HLA-F-AS1	ENSG00000214922	144.269513333257	-0.717299188340839	0.228988943398997	-3.13246210796735	0.00173346801565353	0.0285653399600778
SPAG4	ENSG00000061656	166.000167922767	-0.903185325238642	0.288563994682297	-3.12993076711816	0.00174847506210184	0.0287108254897077
PAK1IP1	ENSG00000111845	344.980793321838	0.524184368689778	0.167457385921168	3.13025529334695	0.00174654445626611	0.0287108254897077
DDIT4L	ENSG00000145358	145.405468973684	-0.753635743539521	0.241116609981889	-3.12560691524375	0.00177438556616487	0.0290336962181977
KRT7	ENSG00000135480	703.474600030481	1.41093171923206	0.451543931801182	3.12468315896515	0.00177996669734709	0.0290908742411674
MISP3	ENSG00000141854	110.321214840478	-0.70973952019527	0.228156506093083	-3.11075731456771	0.00186608233979012	0.0298434048688173
ARPIN	ENSG00000242498	186.166564842258	0.571217449110532	0.183630716992053	3.11068572005442	0.00186653479473559	0.0298434048688173
SLC23A3	ENSG00000213901	275.66094861566	0.5001609756999	0.160867537476305	3.10914795829191	0.00187627732988148	0.0299281261508899
TMEM238	ENSG00000233493	101.676200434605	0.816529202557763	0.262981528000589	3.10489184835801	0.0019034861094639	0.0301714677095456
ANGPT2	ENSG00000091879	81.1265389772001	0.921533144372756	0.297082121200491	3.10194750410727	0.00192252048013604	0.0303875941197013
CYP2D6	ENSG00000100197	34.7873080411183	1.26148958492895	0.406882468205337	3.10037832421999	0.00193273604187605	0.0304799470133416
SSPOP	ENSG00000197558	157.414099461695	0.684120107467088	0.220816756602909	3.09813493319861	0.00194742738585786	0.0306077623294751
BTC	ENSG00000174808	136.374339108455	0.907114483098147	0.293002267018791	3.09592991319747	0.00196196729657218	0.0308015609026045
MRPL53	ENSG00000204822	32.9415429432526	1.18528265483696	0.383516561620645	3.09056445914162	0.00199776436963196	0.0311182492480885
FBN1	ENSG00000166147	107.910626649347	-0.907636319118451	0.294789000534233	-3.07893550123505	0.00207741652108057	0.0320576413778394
TCAF2	ENSG00000170379	59.8565127884325	-1.18700732818911	0.386265983895209	-3.07303096228929	0.00211896501050659	0.0323899984460818
HOXA10-AS	ENSG00000253187	205.34048738117	0.570508791095246	0.185719194917125	3.07188921075083	0.00212708657180385	0.0324438882905006
DEPDC1	ENSG00000024526	2039.22254526885	-0.505484224671363	0.164977940964936	-3.06395037854666	0.00218435138017421	0.0330282457603131
DICER1-AS1	ENSG00000235706	128.604248772883	-0.646969890872971	0.211505101377644	-3.05888551462312	0.00222162031841003	0.0334692428460059
WFS1	ENSG00000109501	689.302350838724	0.525271303422212	0.171933818116585	3.05507845504852	0.00225001655619881	0.0336560952896648
SLC16A6	ENSG00000108932	98.8546064613934	0.763831363529454	0.250446220374738	3.04988177656084	0.00228931463082511	0.0340611902543574
ASMTL-AS1	ENSG00000236017	48.5231069712253	0.966732469078361	0.31732030854272	3.0465508921192	0.00231483288933039	0.0343675029927102
CSF2RA	ENSG00000198223	52.2717489553698	0.993841485253426	0.32672949822155	3.04178683180764	0.00235178379010859	0.0347238972821063
FAM118B	ENSG00000197798	173.792727096559	0.734637718696526	0.241550342853748	3.04134413562529	0.00235524470209766	0.0347238972821063
TRIM9	ENSG00000100505	182.830059206835	-0.637176257948762	0.209924120324716	-3.03526939621403	0.0024032092270362	0.0351554457860563
SLC20A2	ENSG00000168575	1029.46125322299	0.575940782616291	0.190238700130596	3.02746382424247	0.00246615230456193	0.0358131554978103
WTIP	ENSG00000142279	348.478843172563	0.527981211376691	0.174456942233446	3.02642706341937	0.00247462514827261	0.0358614856466408
FRRS1	ENSG00000156869	418.396173210376	-0.532875982825416	0.176214714183233	-3.02401524921078	0.0024944386503374	0.0360362375381904
ZNF425	ENSG00000204947	99.0019401974792	0.705447235555657	0.233398538327235	3.02250065750879	0.00250695538193534	0.0360947238201907
VKORC1	ENSG00000167397	373.368044781809	-0.621503313166827	0.205824535986921	-3.01957835195275	0.00253126810636019	0.0362839819271287
TTC13	ENSG00000143643	231.464109004961	0.512730759242978	0.169809781131813	3.01944184737495	0.00253240903917195	0.0362839819271287
PRPH	ENSG00000135406	50.4708015061525	-0.951317459769335	0.315218762667967	-3.01795950126039	0.00254482911067679	0.0364244996221203
THBS1	ENSG00000137801	1056.92133857056	2.65697393737021	0.881400909459889	3.01448967076556	0.00257411976077785	0.0366930507004131
MYCL	ENSG00000116990	128.912534146012	-0.760883999431649	0.252399155435669	-3.0146059645813	0.00257313309185889	0.0366930507004131
PRODH	ENSG00000100033	106.426347452759	0.714895539716409	0.237267217027966	3.0130396802022	0.00258645096431885	0.0367854420301805
FTH1P23	ENSG00000242960	102.929553917108	0.702788532426751	0.233250909617359	3.01301518429083	0.00258665974889692	0.0367854420301805
ZNF780A	ENSG00000197782	255.673619345678	0.515536296225948	0.171115491424523	3.01279733315873	0.00258851722484808	0.0367854420301805
B3GNT9	ENSG00000237172	112.238544805994	0.685653976572652	0.227607198144386	3.01244416768269	0.00259153103019201	0.0367907679143655
NOD2	ENSG00000167207	252.001214549166	-0.69290288108796	0.230773185828069	-3.00252769229519	0.00267747612277219	0.0375945663592535
TRIM54	ENSG00000138100	57.1486591502014	1.00115587438408	0.333821954049052	2.99907139791341	0.00270803838486704	0.0379043806460154
LINC02593	ENSG00000223764	42.6259000424598	1.24449407881435	0.415094982102595	2.99809473126024	0.00271673213304308	0.0379118745412948
ENSG00000272909	ENSG00000272909	31.1327394517243	-1.28304675694344	0.429535445571797	-2.9870567613703	0.00281677418834442	0.0389956792052727
DPY19L1P1	ENSG00000229358	83.4346577243901	-0.729409317486864	0.244284775548828	-2.98589756913062	0.00282747334432342	0.0390662100031841
POLR3K	ENSG00000161980	138.068825364866	0.669467536063483	0.2243707778514	2.98375547152075	0.00284734225635558	0.0392629064251762
CAPS	ENSG00000105519	96.3958328857243	0.786803229210932	0.263907412115708	2.98136086024732	0.00286970418986837	0.0394541874861488
ZNF584	ENSG00000171574	198.079031241584	0.567183907811848	0.190385046946719	2.97914104551803	0.0028905768757925	0.0396629254187236
DUXAP8	ENSG00000206195	113.312484672966	0.739578057863619	0.248730335561447	2.97341317935428	0.00294507711047444	0.0401735029326067
LHX5	ENSG00000089116	82.5172533137397	0.73160236602689	0.246571632803187	2.96709867923393	0.00300624457205629	0.0406499084180764
ARHGAP22	ENSG00000128805	145.421502007764	-0.683560131718202	0.230779313212469	-2.9619644941437	0.00305683031871338	0.0410978674220973
SRP19	ENSG00000153037	197.336243247525	0.674298903865306	0.227871637082857	2.95911730172949	0.00308521639450178	0.0414364178764445
GINS3	ENSG00000181938	233.328544026133	0.5269743070037	0.178274444001051	2.95597223683162	0.00311685145810969	0.0416606195373991
CLIP4	ENSG00000115295	868.977498803436	0.504563126209459	0.170902815754493	2.95233945667857	0.00315376018519004	0.0420330504223082
RPL38P4	ENSG00000250562	38.5884698012587	1.19144077528199	0.403933956156143	2.94959301421401	0.00318192777198708	0.0422445795460551
ZNF699	ENSG00000196110	226.07972952407	-0.517428186112396	0.175847086055465	-2.94248939643611	0.00325584935784696	0.0429827612668034
BSCL2	ENSG00000168000	211.739949300119	-0.516369405275727	0.175760684139986	-2.93791189879791	0.00330430908854497	0.0435400500977368
APOBEC3H	ENSG00000100298	37.9905108856345	1.1112105037111	0.379075638571527	2.93136881045292	0.00337471869981212	0.044215328832313
HSPBAP1	ENSG00000169087	139.310745928383	0.64375750726224	0.21967425358284	2.93050959210145	0.00338406545890719	0.0442563382388604
IGFBP3	ENSG00000146674	55.2521519519469	-1.08702973413481	0.371573351180021	-2.92547818804198	0.00343927285251588	0.0446849047874407
PRKAA2	ENSG00000162409	167.777023558806	-0.585655724332177	0.200314047075236	-2.92368774373677	0.00345911554846756	0.0449008657925385
SYK	ENSG00000165025	197.418512978906	0.597258118090355	0.204568478595363	2.91959994125847	0.0035048099294725	0.0453672750480744
ISG20	ENSG00000172183	96.6585013062176	-0.706612144094346	0.242146203521534	-2.91812191898151	0.00352146633636728	0.0455405957284752
PSMG3-AS1	ENSG00000230487	40.1218348508985	1.21001724877937	0.415360292133407	2.91317507160924	0.00357773956896362	0.0460023271747701
C6orf141	ENSG00000197261	442.24712022872	0.630093448776073	0.216324957341613	2.91271731435523	0.00358298795171418	0.0460023271747701
YEATS2	ENSG00000163872	2906.14182356737	-0.884627169245042	0.303861017436963	-2.91128877506823	0.00359941182789424	0.046120772327825
GSDME	ENSG00000105928	172.124574292036	0.590479760304392	0.203129290295916	2.90691588320024	0.00365011336544965	0.0465991121133091
PDK3	ENSG00000067992	385.836048151831	-0.684713259359333	0.235791396373308	-2.90389416191966	0.00368552725892959	0.0469223615790894
SMAP1	ENSG00000112305	144.045795666508	-0.561314239095119	0.193697503435732	-2.89789093374329	0.00375681209506893	0.047526059362392
RGCC	ENSG00000102760	55.5612449475961	0.863870423926492	0.298236824164698	2.89659208364366	0.00377239913196354	0.0476367901256374
NAPEPLD	ENSG00000161048	146.583608122627	0.554159131515697	0.191586442217858	2.89247571540343	0.00382218729010135	0.0480478927063146
CNTNAP1	ENSG00000108797	478.414134513413	-0.516436435349227	0.178528005160599	-2.89274747054198	0.00381888204976047	0.0480478927063146
BRMS1L	ENSG00000100916	151.766004777118	0.587863669177376	0.203693971605655	2.88601407564217	0.00390154707833717	0.0488505829737395
OR51B5	ENSG00000167355	571.017009338609	-0.509437578780011	0.177187896995668	-2.87512627791089	0.0040386593906502	0.0499139632668923
WDR45	ENSG00000196998	350.530861270678	0.504991637569638	0.175667765414085	2.87469722392876	0.00404415106207838	0.0499375641775329
