barcode	array_row	array_col	B_Cell	Endothelial	Fibroblast_Stroma	Macrophage	T_Cell	Tumor_Core
Spot_662-1	2	22	0.000000	0.000000	0.004769	0.000000	1.021120	0.000000
Spot_663-1	3	22	0.033061	0.000000	1.046974	0.000000	2.000383	0.014575
Spot_664-1	4	22	0.000000	1.015266	0.000000	0.000000	1.049767	0.000000
Spot_665-1	5	22	0.972109	0.010464	0.000000	0.000000	1.004423	0.000000
Spot_666-1	6	22	0.000000	0.015094	0.010625	0.967253	0.000000	0.000000
Spot_667-1	7	22	1.075827	0.023795	1.964341	0.000000	1.017999	0.000000
Spot_668-1	8	22	0.067183	0.059848	2.840244	0.029082	0.981119	0.000000
Spot_669-1	9	22	0.000000	0.016601	1.978121	0.000000	0.000000	0.000000
Spot_670-1	10	22	0.012307	0.000000	0.967566	0.009913	0.000000	0.000000
Spot_671-1	11	22	0.000000	0.023561	0.000000	0.986691	0.021467	0.001122
Spot_672-1	12	22	0.000000	0.014892	0.953774	0.967733	0.017877	0.000000
Spot_673-1	13	22	0.000000	0.000000	2.032550	0.000000	0.000000	0.955182
Spot_674-1	14	22	0.036453	0.024217	0.013368	0.888990	0.000000	0.000000
Spot_675-1	15	22	0.000688	0.000000	0.000000	0.967280	0.002269	0.000000
Spot_676-1	16	22	0.000000	0.000000	3.045974	0.000000	0.000000	0.000000
Spot_677-1	17	22	0.000000	0.000000	1.026545	0.986638	0.009485	0.000000
Spot_678-1	18	22	0.013748	0.004304	1.022982	0.000000	0.000000	0.000000
Spot_679-1	19	22	0.010126	0.000000	0.000000	0.019473	1.952951	0.000000
Spot_680-1	20	22	0.984325	0.000000	0.991344	0.019574	0.000000	0.000000
Spot_681-1	21	22	0.009448	0.000000	0.024927	0.000000	0.984307	0.002694
Spot_682-1	22	22	0.000000	0.031390	0.924387	1.047975	0.000000	0.010640
Spot_683-1	23	22	0.056101	0.935253	2.020729	0.000000	0.018612	0.010043
Spot_684-1	24	22	1.056435	0.027687	0.000000	0.950473	0.000000	0.000000
Spot_685-1	25	22	0.989172	0.007803	1.057094	0.000321	0.000000	0.000000
Spot_686-1	26	22	0.000000	0.007632	1.029413	0.000000	0.000000	0.000000
Spot_687-1	27	22	0.000000	0.933145	0.025166	0.000000	1.009153	0.037263
Spot_688-1	28	22	0.020054	1.015951	0.952306	1.062155	1.008356	0.000000
Spot_689-1	29	22	2.030704	0.945438	0.027253	0.006611	0.029631	0.035701
Spot_690-1	0	23	0.000000	0.000000	0.013353	0.000000	2.034746	0.000000
Spot_691-1	1	23	0.000000	1.009063	0.000000	0.022377	0.954917	0.000000
Spot_692-1	2	23	0.000000	0.000000	0.000000	0.000222	1.020260	0.000000
Spot_693-1	3	23	0.000000	0.983018	0.064396	0.000000	1.044876	0.000000
Spot_694-1	4	23	0.019517	0.034561	0.972893	0.970668	0.012271	0.032212
Spot_695-1	5	23	0.020483	0.000000	0.025510	0.024190	0.967689	0.030298
Spot_696-1	6	23	0.000000	0.987902	0.008813	0.000000	0.000000	0.000000
Spot_697-1	7	23	1.040039	0.000000	1.013272	0.000000	0.044239	0.000000
Spot_698-1	8	23	0.004805	0.000000	1.040319	0.002384	0.014664	0.000000
Spot_699-1	9	23	0.000000	0.002423	0.000000	1.009061	0.000000	0.000000
Spot_700-1	10	23	0.061226	0.000000	1.960285	0.000000	0.000000	0.001543
Spot_701-1	11	23	0.000000	0.033633	3.034160	0.000000	0.000000	0.000000
Spot_702-1	12	23	1.012868	0.000000	0.000000	0.000000	0.000000	0.000000
Spot_703-1	13	23	0.011565	0.031653	1.862167	0.991644	0.010251	0.036294
Spot_704-1	14	23	0.009414	0.000000	0.980926	0.997464	0.000000	0.000000
Spot_705-1	15	23	0.000000	0.000000	1.010017	0.000000	0.001261	0.984991
Spot_706-1	16	23	0.000000	0.000000	0.005080	0.015813	0.976887	1.051395
Spot_707-1	17	23	1.009431	0.000000	1.911233	0.014440	0.056416	0.022207
Spot_708-1	18	23	0.000000	0.000000	0.948391	0.000000	0.028858	0.000000
Spot_709-1	19	23	0.000000	0.000000	1.055892	0.000000	0.998147	0.000000
Spot_710-1	20	23	0.978895	1.051020	0.000000	0.965759	0.034580	0.000000
Spot_711-1	21	23	0.000000	0.004490	1.870738	0.000000	0.000000	0.018363
Spot_712-1	22	23	0.000000	0.000000	1.995903	0.000000	1.033154	0.000000
Spot_713-1	23	23	0.945222	0.001744	0.029288	0.000000	0.930179	0.021287
Spot_714-1	24	23	1.919589	0.000000	0.000000	0.000000	0.028206	0.000000
Spot_715-1	25	23	1.019672	0.000000	0.000000	0.000000	0.000000	0.000000
Spot_716-1	26	23	0.995457	0.014224	0.000000	0.000000	0.000000	0.000000
Spot_717-1	27	23	0.070733	0.940689	1.004603	0.000000	0.000000	0.000000
Spot_718-1	28	23	0.966172	0.925209	0.047805	0.025144	0.029950	0.026757
Spot_719-1	29	23	2.051779	0.975129	0.000000	0.000000	0.015849	0.000000
Spot_720-1	0	24	0.014062	0.004162	0.005866	0.929792	0.020757	0.038050
Spot_721-1	1	24	1.973011	0.963086	0.010653	0.000000	0.022148	0.004229
Spot_722-1	2	24	0.000000	1.997046	0.009353	0.000000	0.000000	0.004610
Spot_723-1	3	24	0.001679	0.000000	0.000000	0.999886	0.000000	0.000000
Spot_724-1	4	24	0.000000	1.984400	1.005154	0.000000	0.000000	0.000000
Spot_725-1	5	24	0.915694	0.018793	0.998927	0.005856	0.000000	0.000000
Spot_726-1	6	24	0.003890	0.018810	0.000000	1.055975	0.000000	0.000000
Spot_727-1	7	24	0.000000	0.000000	0.981837	0.015310	0.019813	0.000000
Spot_728-1	8	24	0.000000	0.000000	0.999270	0.000000	0.017114	0.015222
Spot_729-1	9	24	0.013164	0.009827	1.924314	0.000000	0.000000	0.000000
Spot_730-1	10	24	0.031817	0.011000	1.938764	0.000000	0.000000	0.005032
Spot_731-1	11	24	0.000000	2.043369	0.000000	0.000000	1.010282	0.000000
Spot_732-1	12	24	0.020640	1.061658	2.923666	0.071112	0.000000	0.032052
Spot_733-1	13	24	0.034445	0.000000	0.969284	0.000000	0.021647	0.000000
Spot_734-1	14	24	0.000000	0.014056	1.000473	0.000000	0.947933	0.000000
Spot_735-1	15	24	0.000000	0.015662	0.968735	0.000000	0.020306	0.006823
Spot_736-1	16	24	0.000000	0.080579	1.979506	0.906269	0.000000	0.055211
Spot_737-1	17	24	0.000000	0.000000	1.056810	0.000000	0.003619	0.000000
Spot_738-1	18	24	0.033981	0.000000	1.995904	0.000000	0.000000	0.001757
Spot_739-1	19	24	0.000000	0.000000	1.885769	0.065434	0.000000	0.000000
Spot_740-1	20	24	0.000000	0.004964	1.961313	0.000000	0.008106	0.000000
Spot_741-1	21	24	0.004315	1.997184	0.000000	0.000000	0.032340	0.000000
Spot_742-1	22	24	0.027888	0.016691	1.900190	0.000000	0.000000	0.000000
Spot_743-1	23	24	0.000000	0.000000	0.000000	0.027258	0.987985	0.000000
Spot_744-1	24	24	0.964931	1.024723	0.040682	0.937974	0.000000	0.000292
Spot_745-1	25	24	0.904530	0.000000	1.003287	0.014280	0.040129	0.000000
Spot_746-1	26	24	1.023427	0.000000	0.000000	0.950889	0.027395	0.001087
Spot_747-1	27	24	0.929819	1.123864	0.000000	1.003057	0.000000	0.000000
Spot_748-1	28	24	0.000000	0.948543	0.003530	1.057004	0.965314	0.020683
Spot_749-1	29	24	0.946114	1.044381	0.000000	0.000368	0.017103	0.000000
Spot_750-1	0	25	1.012512	0.000000	0.000000	0.002893	0.000000	0.000000
Spot_751-1	1	25	0.020770	0.000000	0.000000	0.028931	1.951590	0.003328
Spot_752-1	2	25	1.022498	0.028791	0.003175	0.000000	0.984382	0.000566
Spot_753-1	3	25	0.939600	0.000000	0.044046	0.000000	0.000000	0.000000
Spot_754-1	4	25	0.942267	0.016645	0.000000	0.000000	0.020433	0.010686
Spot_755-1	5	25	0.027383	1.056885	0.016260	0.948425	1.952959	0.018472
Spot_756-1	6	25	0.042237	0.000000	0.000000	0.978388	1.016376	0.009322
Spot_757-1	7	25	0.021448	0.000000	1.961333	1.974831	0.000000	0.045134
Spot_758-1	8	25	0.950225	0.013508	0.022083	1.006750	0.002980	0.021247
Spot_759-1	9	25	1.961221	0.023377	0.019243	0.015594	0.000000	0.000000
Spot_760-1	10	25	0.010747	0.000000	2.986411	0.000000	0.001102	0.036084
Spot_761-1	11	25	0.002482	0.011606	2.887394	0.027412	0.000000	0.016624
Spot_762-1	12	25	0.000000	0.043849	1.997889	1.011707	0.000000	0.000000
Spot_763-1	13	25	0.994665	0.022356	0.000000	0.000000	0.000000	0.000000
Spot_764-1	14	25	0.000000	0.000000	2.026494	0.012198	0.016972	0.000000
Spot_765-1	15	25	0.948835	0.000000	0.000000	0.000000	0.976206	0.022785
Spot_766-1	16	25	0.000000	0.955297	1.028126	0.000000	0.000000	0.043453
Spot_767-1	17	25	1.018910	0.000000	0.946338	0.993732	0.003239	0.000749
Spot_768-1	18	25	0.000000	0.030571	0.941413	0.021285	0.000000	0.002469
Spot_769-1	19	25	0.004314	0.000000	0.000000	0.000000	0.993523	0.000000
Spot_770-1	20	25	0.023423	2.025521	0.997662	0.000000	0.000000	0.010104
Spot_771-1	21	25	0.000000	0.036471	2.983737	0.000000	0.017076	0.051254
Spot_772-1	22	25	0.927314	0.000000	0.015970	1.039326	0.000000	0.000000
Spot_773-1	23	25	0.040605	0.941183	0.000000	0.020766	2.001935	0.000000
Spot_774-1	24	25	0.000000	0.978051	0.000000	0.000000	0.000000	0.005255
Spot_775-1	25	25	0.000000	0.000000	0.052108	1.953441	0.001900	0.000000
Spot_776-1	26	25	0.000000	0.002622	0.000000	0.982872	1.093218	0.000000
Spot_777-1	27	25	0.027000	0.005481	0.000000	0.915443	0.998462	0.007120
Spot_778-1	28	25	0.000000	0.903300	0.000000	0.918328	2.121726	0.023641
Spot_779-1	29	25	1.002904	1.068061	0.000000	0.000000	0.000000	0.000000
Spot_780-1	0	26	0.000000	1.029288	0.000000	0.000000	0.000000	0.000404
Spot_781-1	1	26	0.000000	0.910958	0.000000	0.053147	0.982422	0.054090
Spot_782-1	2	26	0.021084	0.840643	0.000678	1.061668	0.997789	0.000000
Spot_783-1	3	26	0.015865	1.014935	0.000000	1.015703	1.076055	0.000000
Spot_784-1	4	26	0.929142	0.936898	0.000000	0.009308	0.031367	0.021539
Spot_785-1	5	26	2.028022	0.000000	0.024055	0.000000	0.015968	0.000000
Spot_786-1	6	26	0.000000	1.037173	0.013438	0.000000	0.000000	0.000000
Spot_787-1	7	26	2.124015	0.000000	0.000000	0.000000	0.950012	0.023880
Spot_788-1	8	26	0.000000	0.023429	0.958834	0.006062	1.002623	0.000000
Spot_789-1	9	26	0.006489	0.000000	2.067297	0.000000	0.011991	0.000000
Spot_790-1	10	26	0.007257	0.029185	1.943438	0.000000	0.000000	0.020495
Spot_791-1	11	26	0.000760	0.000000	1.058842	1.054349	0.949434	0.000000
Spot_792-1	12	26	0.987355	0.993951	0.998617	0.003279	0.964729	0.034497
Spot_793-1	13	26	0.003379	1.059986	0.957150	0.039322	0.000000	0.000000
Spot_794-1	14	26	0.000000	0.000000	1.994143	0.018888	0.005894	0.000000
Spot_795-1	15	26	0.000000	0.000000	1.017260	0.000000	0.000000	0.000000
Spot_796-1	16	26	1.017321	0.000000	0.023929	0.000000	0.968510	0.000000
Spot_797-1	17	26	0.031603	0.004607	0.000000	0.000000	1.945420	0.041723
Spot_798-1	18	26	0.000000	0.013351	0.004382	0.011782	0.942796	0.000000
Spot_799-1	19	26	0.000000	0.000000	0.974617	0.024334	0.911220	0.006985
Spot_800-1	20	26	0.000000	0.023212	1.959379	0.000000	0.000000	0.000000
Spot_801-1	21	26	0.004303	0.000000	1.897532	0.007540	0.016819	0.000000
Spot_802-1	22	26	0.000000	2.028486	0.003296	0.000000	1.061579	0.000000
Spot_803-1	23	26	0.956181	0.000000	0.019201	0.000000	0.004813	0.000000
Spot_804-1	24	26	2.026327	0.000000	0.028348	0.946582	1.030281	0.004929
Spot_805-1	25	26	0.000000	0.028904	0.000000	0.010994	3.964420	0.000000
Spot_806-1	26	26	1.062512	0.036588	0.002894	0.000000	0.899520	0.000000
Spot_807-1	27	26	0.948421	0.027379	0.000000	0.000000	0.001394	0.000000
Spot_808-1	28	26	0.011668	1.861486	0.000066	0.015396	0.028667	0.000000
Spot_809-1	29	26	0.000000	1.077946	0.089805	0.009948	2.780414	0.020167
Spot_810-1	0	27	0.000000	3.060080	0.000000	0.000000	0.000000	0.000000
Spot_811-1	1	27	0.029342	0.007710	0.000000	1.037264	0.898933	0.017950
Spot_812-1	2	27	0.955183	0.000000	0.000000	0.000000	0.000000	0.035649
Spot_813-1	3	27	0.932894	0.073141	0.000000	0.000000	1.961675	0.002930
Spot_814-1	4	27	0.000000	0.000000	0.012631	0.000000	0.989568	0.003899
Spot_815-1	5	27	0.000000	0.994908	0.000000	0.000000	0.000000	0.043134
Spot_816-1	6	27	0.000000	0.000000	0.000000	1.030159	0.000000	0.000000
Spot_817-1	7	27	0.977118	0.036977	0.005633	0.039814	0.986768	0.000000
Spot_818-1	8	27	0.042010	0.935069	0.034079	0.000000	0.000000	0.000000
Spot_819-1	9	27	0.000000	1.056083	0.996598	0.022072	1.985036	0.000000
Spot_820-1	10	27	0.000000	0.000000	0.003779	0.004605	1.083396	0.000000
Spot_821-1	11	27	0.004911	0.000000	0.000000	0.011667	0.961666	0.000000
Spot_822-1	12	27	0.000000	1.039485	0.000000	0.000000	0.004141	0.000000
Spot_823-1	13	27	0.000000	0.000000	1.959438	0.008623	0.059831	0.000000
Spot_824-1	14	27	0.000000	0.000000	1.018785	0.022022	0.980657	0.000000
Spot_825-1	15	27	0.000000	0.970310	0.000000	0.041729	1.084395	0.000000
Spot_826-1	16	27	0.000000	0.001473	0.973307	0.022092	0.993359	0.000000
Spot_827-1	17	27	0.000000	0.961244	0.000000	0.028939	0.000000	0.004617
Spot_828-1	18	27	0.000000	0.006700	0.997243	0.000000	0.006295	0.000000
Spot_829-1	19	27	0.000000	0.000000	1.032833	1.075705	1.945432	0.005432
Spot_830-1	20	27	0.000000	0.909970	0.000000	1.029490	0.017911	0.000000
Spot_831-1	21	27	0.000000	0.000000	0.975189	0.000000	0.000000	0.036463
Spot_832-1	22	27	0.000000	0.969419	0.000000	0.000000	0.008338	0.000000
Spot_833-1	23	27	1.835552	0.010488	0.000000	0.029342	0.000000	0.003313
Spot_834-1	24	27	0.000000	1.941821	0.016660	0.053935	0.000000	0.002866
Spot_835-1	25	27	1.008961	0.000000	0.000000	0.025626	0.006296	0.004414
Spot_836-1	26	27	0.000000	0.000000	0.008254	0.009197	0.996102	0.000000
Spot_837-1	27	27	0.947569	0.000000	0.012052	0.996070	0.022553	0.000000
Spot_838-1	28	27	0.000000	0.000000	0.000000	1.025188	0.003337	0.000000
Spot_839-1	29	27	0.019727	1.011625	0.000694	0.003419	0.006673	0.005364
Spot_840-1	0	28	0.022099	1.031959	0.000000	0.000000	0.958428	0.013515
Spot_841-1	1	28	0.035597	0.953719	0.000000	1.021753	0.000000	0.000000
Spot_842-1	2	28	1.936969	0.000000	0.066968	1.017819	1.020614	0.000000
Spot_843-1	3	28	0.013896	1.954552	0.001049	0.030289	0.000000	0.006670
Spot_844-1	4	28	0.000000	2.091888	0.016481	0.000000	0.923034	0.000000
Spot_845-1	5	28	0.000000	0.000000	0.000000	0.015434	0.971276	0.020378
Spot_846-1	6	28	0.065875	2.009885	0.003160	0.003236	0.865874	0.000000
Spot_847-1	7	28	0.000000	1.954284	0.009153	0.000000	0.000000	0.000000
Spot_848-1	8	28	0.000000	0.011890	0.000000	0.009908	1.028920	0.000000
Spot_849-1	9	28	0.005238	0.000000	0.023725	0.000000	2.955328	0.023922
Spot_850-1	10	28	0.000000	0.956210	1.071981	0.928920	0.000000	0.000000
Spot_851-1	11	28	2.012495	0.000000	0.000000	0.000000	1.016262	0.000000
Spot_852-1	12	28	1.926997	0.005109	0.012437	0.000000	1.002716	0.029916
Spot_853-1	13	28	0.000000	0.010099	2.025817	0.000000	1.024082	0.000000
Spot_854-1	14	28	1.050818	0.000000	0.979496	0.931729	0.062190	0.000000
Spot_855-1	15	28	0.995487	0.000000	1.059228	0.000000	0.000000	0.000000
Spot_856-1	16	28	0.002322	0.948316	0.000000	0.006740	0.017564	0.008571
Spot_857-1	17	28	1.046238	0.000000	0.000000	0.000000	0.000000	0.000000
Spot_858-1	18	28	0.980247	0.011711	1.011034	0.001339	0.000000	0.000000
Spot_859-1	19	28	0.000000	0.000000	0.000000	0.955920	0.049109	0.010849
Spot_860-1	20	28	0.988588	0.926852	0.037007	1.011216	0.025223	0.000000
Spot_861-1	21	28	0.000000	2.025090	0.000000	0.000000	0.000000	0.000000
Spot_862-1	22	28	1.016947	0.000000	0.000000	0.077247	0.947534	0.000000
Spot_863-1	23	28	0.020846	1.004796	0.000000	0.028726	1.969646	0.000000
Spot_864-1	24	28	0.000000	0.982229	0.000000	0.000000	0.021645	0.000000
Spot_865-1	25	28	0.961384	2.140955	0.000000	0.008754	0.995661	0.000000
Spot_866-1	26	28	0.011318	0.000000	0.000000	0.000000	1.028174	0.000000
Spot_867-1	27	28	0.000000	0.917636	0.009654	0.003635	0.027773	0.023261
Spot_868-1	28	28	1.016134	1.061737	0.000000	0.002955	0.000000	0.000378
Spot_869-1	29	28	0.019346	0.000000	0.004497	1.044873	0.985024	0.041492
Spot_870-1	0	29	0.000000	1.016764	0.000000	0.000000	1.035184	0.000000
Spot_871-1	1	29	0.000000	1.015958	0.000000	0.000000	0.012603	0.010465
Spot_872-1	2	29	0.945667	0.024922	0.000000	0.000000	0.001250	0.015200
Spot_873-1	3	29	0.000000	2.009284	0.042785	0.949302	0.000000	0.000000
Spot_874-1	4	29	0.000000	0.000000	0.000000	1.012264	0.000000	0.005482
Spot_875-1	5	29	0.000000	0.985400	0.000000	0.002189	0.000000	0.000000
Spot_876-1	6	29	2.034933	0.000000	0.000000	0.000000	0.987504	0.000000
Spot_877-1	7	29	1.026369	0.000000	0.025035	2.991379	0.000000	0.043906
Spot_878-1	8	29	0.996787	2.983042	0.034351	0.036245	0.000000	0.000000
Spot_879-1	9	29	0.000000	0.059335	0.003151	0.050573	1.894711	0.000000
Spot_880-1	10	29	0.025846	0.000000	0.005069	0.981811	0.000000	0.000000
Spot_881-1	11	29	0.000000	0.983386	0.978990	0.000000	0.017671	0.028709
Spot_882-1	12	29	0.971399	0.000000	0.000000	0.000000	1.023454	0.010924
Spot_883-1	13	29	0.004705	0.015584	0.000000	0.024230	1.934587	0.000000
Spot_884-1	14	29	0.000000	0.933623	0.065479	0.000000	0.977710	0.009385
Spot_885-1	15	29	1.057395	0.937133	0.000000	0.000000	2.034555	0.007989
Spot_886-1	16	29	0.017280	0.021884	0.986452	0.002090	0.000000	0.024403
Spot_887-1	17	29	0.075890	0.000000	1.055509	1.068598	0.914914	0.000000
Spot_888-1	18	29	1.975957	0.000000	0.027352	0.000000	1.026587	0.000000
Spot_889-1	19	29	0.013094	2.005980	0.044502	0.000000	0.993708	0.000000
Spot_890-1	20	29	0.000000	1.018854	0.036643	0.056213	1.921059	0.000000
Spot_891-1	21	29	3.079659	0.996967	0.000000	0.000000	0.012179	0.000000
Spot_892-1	22	29	0.937585	0.000000	0.000000	0.042256	0.000000	0.012512
Spot_893-1	23	29	1.018185	0.000000	0.000000	0.011274	0.000000	0.007008
Spot_894-1	24	29	0.000000	0.000000	0.000000	0.000000	1.073879	0.000000
Spot_895-1	25	29	1.029355	1.009752	0.000000	0.000000	0.000000	0.000000
Spot_896-1	26	29	0.935083	0.000000	0.011088	0.010005	0.011783	0.005466
Spot_897-1	27	29	0.955847	0.003711	0.011628	0.000000	0.000000	0.000000
Spot_898-1	28	29	0.000000	0.991019	0.004947	0.008906	0.000000	0.017039
Spot_899-1	29	29	0.000000	0.000000	0.000000	0.000000	348.000910	0.000000
