cells	louvain
"12543	cell2"	2
"12544	cell2"	3
"12545	cell2"	3
"12546	cell2"	3
"12547	cell2"	1
"12548	cell2"	2
"12549	cell2"	1
"12550	cell2"	3
"12551	cell2"	1
"12552	cell2"	2
"12553	cell2"	1
"12554	cell2"	2
"12555	cell2"	3
"12556	cell2"	1
"12557	cell2"	15
"12558	cell2"	2
"12559	cell2"	2
"12560	cell2"	1
"12561	cell2"	3
"12562	cell2"	11
"12563	cell2"	19
"12564	cell2"	2
"12565	cell2"	2
"12566	cell2"	3
"12567	cell2"	1
"12568	cell2"	2
"12569	cell2"	15
"12570	cell2"	1
"12571	cell2"	3
"12572	cell2"	3
"12573	cell2"	5
"12574	cell2"	1
"12575	cell2"	1
"12576	cell2"	1
"12577	cell2"	5
"12578	cell2"	3
"12579	cell2"	3
"12580	cell2"	2
"12581	cell2"	1
"12582	cell2"	20
"12583	cell2"	1
"12584	cell2"	3
"12585	cell2"	1
"12586	cell2"	3
"12587	cell2"	2
"12588	cell2"	3
"12589	cell2"	2
"12590	cell2"	1
"12591	cell2"	1
"12592	cell2"	2
"12593	cell2"	3
"12594	cell2"	4
"12595	cell2"	2
"12596	cell2"	1
"12597	cell2"	2
"12598	cell2"	3
"12599	cell2"	1
"12600	cell2"	1
"12601	cell2"	1
"12602	cell2"	2
"12603	cell2"	3
"12604	cell2"	3
"12605	cell2"	2
"12606	cell2"	1
"12607	cell2"	8
"12608	cell2"	2
"12609	cell2"	3
"12610	cell2"	2
"12611	cell2"	1
"12612	cell2"	1
"12613	cell2"	1
"12614	cell2"	3
"12615	cell2"	16
"12616	cell2"	2
"12617	cell2"	2
"12618	cell2"	1
"12619	cell2"	3
"12620	cell2"	2
"12621	cell2"	2
"12622	cell2"	1
"12623	cell2"	2
"12624	cell2"	3
"12625	cell2"	19
"12626	cell2"	2
"12627	cell2"	1
"12628	cell2"	11
"12629	cell2"	2
"12630	cell2"	3
"12631	cell2"	2
"12632	cell2"	2
"12633	cell2"	3
"12634	cell2"	2
"12635	cell2"	3
"12636	cell2"	1
"12637	cell2"	2
"12638	cell2"	1
"12639	cell2"	2
"12640	cell2"	2
"12641	cell2"	2
"12642	cell2"	3
"12643	cell2"	2
"12644	cell2"	2
"12645	cell2"	1
"12646	cell2"	1
"12647	cell2"	1
"12648	cell2"	2
"12649	cell2"	2
"12650	cell2"	3
"12651	cell2"	1
"12652	cell2"	1
"12653	cell2"	4
"12654	cell2"	2
"12655	cell2"	1
"12656	cell2"	2
"12657	cell2"	2
"12658	cell2"	1
"12659	cell2"	11
"12660	cell2"	3
"12661	cell2"	3
"12662	cell2"	3
"12663	cell2"	8
"12664	cell2"	1
"12665	cell2"	2
"12666	cell2"	16
"12667	cell2"	3
"12668	cell2"	2
"12669	cell2"	3
"12670	cell2"	1
"12671	cell2"	3
"12672	cell2"	2
"12673	cell2"	1
"12674	cell2"	2
"12675	cell2"	15
"12676	cell2"	2
"12677	cell2"	1
"12678	cell2"	1
"12679	cell2"	11
"12680	cell2"	1
"12681	cell2"	2
"12682	cell2"	3
"12683	cell2"	3
"12684	cell2"	2
"12685	cell2"	12
"12686	cell2"	3
"12687	cell2"	3
"12688	cell2"	2
"12689	cell2"	1
"12690	cell2"	2
"12691	cell2"	1
"12692	cell2"	2
"12693	cell2"	1
"12694	cell2"	1
"12695	cell2"	2
"12696	cell2"	3
"12697	cell2"	3
"12698	cell2"	1
"12699	cell2"	2
"12700	cell2"	3
"12701	cell2"	2
"12702	cell2"	7
"12703	cell2"	2
"12704	cell2"	2
"12705	cell2"	8
"12706	cell2"	1
"12707	cell2"	1
"12708	cell2"	2
"12709	cell2"	3
"12710	cell2"	2
"12711	cell2"	2
"12712	cell2"	1
"12713	cell2"	16
"12714	cell2"	2
"12715	cell2"	15
"12716	cell2"	12
"12717	cell2"	2
"12718	cell2"	2
"12719	cell2"	9
"12720	cell2"	22
"12721	cell2"	1
"12722	cell2"	3
"12723	cell2"	2
"12724	cell2"	9
"12725	cell2"	1
"12726	cell2"	2
"12727	cell2"	7
"12728	cell2"	11
"12729	cell2"	2
"12730	cell2"	1
"12731	cell2"	17
"12732	cell2"	2
"12733	cell2"	2
"12734	cell2"	2
"12735	cell2"	1
"12736	cell2"	2
"12737	cell2"	8
"12738	cell2"	3
"12739	cell2"	9
"12740	cell2"	3
"12741	cell2"	1
"12742	cell2"	2
"12743	cell2"	2
"12744	cell2"	0
"12745	cell2"	1
"12746	cell2"	1
"12747	cell2"	1
"12748	cell2"	2
"12749	cell2"	2
"12750	cell2"	20
"12751	cell2"	1
"12752	cell2"	3
"12753	cell2"	1
"12754	cell2"	3
"12755	cell2"	1
"12756	cell2"	2
"12757	cell2"	2
"12758	cell2"	3
"12759	cell2"	1
"12760	cell2"	2
"12761	cell2"	2
"12762	cell2"	8
"12763	cell2"	1
"12764	cell2"	3
"12765	cell2"	2
"12766	cell2"	2
"12767	cell2"	1
"12768	cell2"	9
"12769	cell2"	12
"12770	cell2"	2
"12771	cell2"	2
"12772	cell2"	21
"12773	cell2"	3
"12774	cell2"	2
"12775	cell2"	3
"12776	cell2"	3
"12777	cell2"	3
"12778	cell2"	3
"12779	cell2"	1
"12780	cell2"	1
"12781	cell2"	1
"12782	cell2"	3
"12783	cell2"	1
"12784	cell2"	1
"12785	cell2"	1
"12786	cell2"	2
"12787	cell2"	2
"12788	cell2"	15
"12789	cell2"	2
"12790	cell2"	3
"12791	cell2"	15
"12792	cell2"	1
"12793	cell2"	3
"12794	cell2"	21
"12795	cell2"	1
"12796	cell2"	2
"12797	cell2"	2
"12798	cell2"	2
"12799	cell2"	2
"12800	cell2"	3
"12801	cell2"	2
"12802	cell2"	3
"12803	cell2"	1
"12804	cell2"	2
"12805	cell2"	1
"12806	cell2"	2
"12807	cell2"	2
"12808	cell2"	2
"12809	cell2"	2
"12810	cell2"	2
"12811	cell2"	2
"12812	cell2"	1
"12813	cell2"	2
"12814	cell2"	1
"12815	cell2"	1
"12816	cell2"	9
"12817	cell2"	15
"12818	cell2"	1
"12819	cell2"	2
"12820	cell2"	1
"12821	cell2"	2
"12822	cell2"	3
"12823	cell2"	3
"12824	cell2"	2
"12825	cell2"	1
"12826	cell2"	7
"12827	cell2"	1
"12828	cell2"	15
"12829	cell2"	16
"12830	cell2"	2
"12831	cell2"	1
"12832	cell2"	3
"12833	cell2"	3
"12834	cell2"	2
"12835	cell2"	3
"12836	cell2"	1
"12837	cell2"	20
"12838	cell2"	1
"12839	cell2"	2
"12840	cell2"	1
"12841	cell2"	2
"12842	cell2"	3
"12843	cell2"	1
"12844	cell2"	2
"12845	cell2"	3
"12846	cell2"	3
"12847	cell2"	1
"12848	cell2"	2
"12849	cell2"	1
"12850	cell2"	10
"12851	cell2"	2
"12852	cell2"	2
"12853	cell2"	1
"12854	cell2"	2
"12855	cell2"	2
"12856	cell2"	2
"12857	cell2"	1
"12858	cell2"	1
"12859	cell2"	15
"12860	cell2"	2
"12861	cell2"	2
"12862	cell2"	3
"12863	cell2"	2
"12864	cell2"	2
"12865	cell2"	2
"12866	cell2"	3
"12867	cell2"	21
"12868	cell2"	1
"12869	cell2"	1
"12870	cell2"	1
"12871	cell2"	1
"12872	cell2"	1
"12873	cell2"	2
"12874	cell2"	3
"12875	cell2"	15
"12876	cell2"	2
"12877	cell2"	3
"12878	cell2"	1
"12879	cell2"	1
"12880	cell2"	3
"12881	cell2"	1
"12882	cell2"	1
"12883	cell2"	2
"12884	cell2"	1
"12885	cell2"	1
"12886	cell2"	2
"12887	cell2"	3
"12888	cell2"	2
"12889	cell2"	19
"12890	cell2"	1
"12891	cell2"	3
"12892	cell2"	3
"12893	cell2"	1
"12894	cell2"	3
"12895	cell2"	2
"12896	cell2"	8
"12897	cell2"	1
"12898	cell2"	3
"12899	cell2"	3
"12900	cell2"	1
"12901	cell2"	3
"12902	cell2"	1
"12903	cell2"	19
"12904	cell2"	2
"12905	cell2"	2
"12906	cell2"	3
"12907	cell2"	3
"12908	cell2"	2
"12909	cell2"	1
"12910	cell2"	0
"12911	cell2"	1
"12912	cell2"	3
"12913	cell2"	3
"12914	cell2"	3
"12915	cell2"	2
"12916	cell2"	1
"12917	cell2"	1
"12918	cell2"	2
"12919	cell2"	2
"12920	cell2"	3
"12921	cell2"	3
"12922	cell2"	3
"12923	cell2"	1
"12924	cell2"	2
"12925	cell2"	3
"12926	cell2"	1
"12927	cell2"	2
"12928	cell2"	2
"12929	cell2"	1
"12930	cell2"	2
"12931	cell2"	2
"12932	cell2"	2
"12933	cell2"	3
"12934	cell2"	19
"12935	cell2"	3
"12936	cell2"	2
"12937	cell2"	3
"12938	cell2"	3
"12939	cell2"	15
"12940	cell2"	3
"12941	cell2"	8
"12942	cell2"	1
"12943	cell2"	2
"12944	cell2"	1
"12945	cell2"	2
"12946	cell2"	3
"12947	cell2"	1
"12948	cell2"	2
"12949	cell2"	2
"12950	cell2"	1
"12951	cell2"	1
"12952	cell2"	2
"12953	cell2"	2
"12954	cell2"	1
"12955	cell2"	1
"12956	cell2"	9
"12957	cell2"	3
"12958	cell2"	1
"12959	cell2"	2
"12960	cell2"	15
"12961	cell2"	10
"12962	cell2"	1
"12963	cell2"	2
"12964	cell2"	3
"12965	cell2"	4
"12966	cell2"	2
"12967	cell2"	1
"12968	cell2"	0
"12969	cell2"	1
"12970	cell2"	25
"12971	cell2"	2
"12972	cell2"	3
"12973	cell2"	7
"12974	cell2"	2
"12975	cell2"	3
"12976	cell2"	3
"12977	cell2"	1
"12978	cell2"	3
"12979	cell2"	2
"12980	cell2"	10
"12981	cell2"	1
"12982	cell2"	22
"12983	cell2"	1
"12984	cell2"	17
"12985	cell2"	3
"12986	cell2"	2
"12987	cell2"	1
"12988	cell2"	4
"12989	cell2"	1
"12990	cell2"	1
"12991	cell2"	2
"12992	cell2"	1
"12993	cell2"	1
"12994	cell2"	8
"12995	cell2"	3
"12996	cell2"	1
"12997	cell2"	1
"12998	cell2"	3
"12999	cell2"	3
"13000	cell2"	4
"13001	cell2"	3
"13002	cell2"	1
"13003	cell2"	1
"13004	cell2"	3
"13005	cell2"	3
"13006	cell2"	1
"13007	cell2"	1
"13008	cell2"	3
"13009	cell2"	3
"13010	cell2"	2
"13011	cell2"	2
"13012	cell2"	15
"13013	cell2"	3
"13014	cell2"	3
"13015	cell2"	3
"13016	cell2"	3
"13017	cell2"	2
"13018	cell2"	1
"13019	cell2"	2
"13020	cell2"	2
"13021	cell2"	1
"13022	cell2"	1
"13023	cell2"	2
"13024	cell2"	2
"13025	cell2"	3
"13026	cell2"	15
"13027	cell2"	3
"13028	cell2"	2
"13029	cell2"	3
"13030	cell2"	1
"13031	cell2"	2
"13032	cell2"	3
"13033	cell2"	8
"13034	cell2"	3
"13035	cell2"	1
"13036	cell2"	2
"13037	cell2"	2
"13038	cell2"	10
"13039	cell2"	0
"13040	cell2"	1
"13041	cell2"	1
"13042	cell2"	1
"13043	cell2"	5
"13044	cell2"	1
"13045	cell2"	8
"13046	cell2"	3
"13047	cell2"	1
"13048	cell2"	3
"13049	cell2"	1
"13050	cell2"	3
"13051	cell2"	2
"13052	cell2"	1
"13053	cell2"	3
"13054	cell2"	1
"13055	cell2"	2
"13056	cell2"	3
"13057	cell2"	2
"13058	cell2"	2
"13059	cell2"	3
"13060	cell2"	2
"13061	cell2"	3
"13062	cell2"	2
"13063	cell2"	3
"13064	cell2"	1
"13065	cell2"	2
"13066	cell2"	1
"13067	cell2"	9
"13068	cell2"	3
"13069	cell2"	3
"13070	cell2"	2
"13071	cell2"	3
"13072	cell2"	3
"13073	cell2"	3
"13074	cell2"	3
"13075	cell2"	2
"13076	cell2"	1
"13077	cell2"	3
"13078	cell2"	2
"13079	cell2"	2
"13080	cell2"	1
"13081	cell2"	2
"13082	cell2"	1
"13083	cell2"	2
"13084	cell2"	1
"13085	cell2"	5
"13086	cell2"	22
"13087	cell2"	1
"13088	cell2"	3
"13089	cell2"	1
"13090	cell2"	7
"13091	cell2"	10
"13092	cell2"	2
"13093	cell2"	2
"13094	cell2"	1
"13095	cell2"	11
"13096	cell2"	3
"13097	cell2"	1
"13098	cell2"	1
"13099	cell2"	1
"13100	cell2"	3
"13101	cell2"	2
"13102	cell2"	1
"13103	cell2"	1
"13104	cell2"	1
"13105	cell2"	1
"13106	cell2"	1
"13107	cell2"	8
"13108	cell2"	1
"13109	cell2"	2
"13110	cell2"	1
"13111	cell2"	2
"13112	cell2"	2
"13113	cell2"	1
"13114	cell2"	2
"13115	cell2"	1
"13116	cell2"	2
"13117	cell2"	3
"13118	cell2"	2
"13119	cell2"	3
"13120	cell2"	2
"13121	cell2"	2
"13122	cell2"	3
"13123	cell2"	9
"13124	cell2"	2
"13125	cell2"	1
"13126	cell2"	2
"13127	cell2"	1
"13128	cell2"	3
"13129	cell2"	2
"13130	cell2"	1
"13131	cell2"	1
"13132	cell2"	2
"13133	cell2"	1
"13134	cell2"	1
"13135	cell2"	2
"13136	cell2"	1
"13137	cell2"	3
"13138	cell2"	2
"13139	cell2"	1
"13140	cell2"	3
"13141	cell2"	3
"13142	cell2"	1
"13143	cell2"	1
"13144	cell2"	2
"13145	cell2"	4
"13146	cell2"	3
"13147	cell2"	3
"13148	cell2"	1
"13149	cell2"	1
"13150	cell2"	2
"13151	cell2"	3
"13152	cell2"	1
"13153	cell2"	3
"13154	cell2"	12
"13155	cell2"	1
"13156	cell2"	1
"13157	cell2"	3
"13158	cell2"	1
"13159	cell2"	3
"13160	cell2"	2
"13161	cell2"	1
"13162	cell2"	8
"13163	cell2"	1
"13164	cell2"	3
"13165	cell2"	2
"13166	cell2"	2
"13167	cell2"	1
"13168	cell2"	0
"13169	cell2"	1
"13170	cell2"	2
"13171	cell2"	1
"13172	cell2"	2
"13173	cell2"	3
"13174	cell2"	2
"13175	cell2"	2
"13176	cell2"	2
"13177	cell2"	2
"13178	cell2"	1
"13179	cell2"	11
"13180	cell2"	1
"13181	cell2"	16
"13182	cell2"	9
"13183	cell2"	1
"13184	cell2"	2
"13185	cell2"	2
"13186	cell2"	1
"13187	cell2"	3
"13188	cell2"	2
"13189	cell2"	3
"13190	cell2"	1
"13191	cell2"	8
"13192	cell2"	8
"13193	cell2"	2
"13194	cell2"	2
"13195	cell2"	1
"13196	cell2"	3
"13197	cell2"	1
"13198	cell2"	3
"13199	cell2"	2
"13200	cell2"	2
"13201	cell2"	1
"13202	cell2"	1
"13203	cell2"	2
"13204	cell2"	3
"13205	cell2"	1
"13206	cell2"	3
"13207	cell2"	9
"13208	cell2"	3
"13209	cell2"	1
"13210	cell2"	1
"13211	cell2"	2
"13212	cell2"	2
"13213	cell2"	3
"13214	cell2"	0
"13215	cell2"	2
"13216	cell2"	3
"13217	cell2"	2
"13218	cell2"	22
"13219	cell2"	1
"13220	cell2"	3
"13221	cell2"	2
"13222	cell2"	1
"13223	cell2"	2
"13224	cell2"	2
"13225	cell2"	2
"13226	cell2"	18
"13227	cell2"	2
"13228	cell2"	2
"13229	cell2"	2
"13230	cell2"	10
"13231	cell2"	2
"13232	cell2"	1
"13233	cell2"	2
"13234	cell2"	3
"13235	cell2"	1
"13236	cell2"	1
"13237	cell2"	1
"13238	cell2"	1
"13239	cell2"	2
"13240	cell2"	2
"13241	cell2"	1
"13242	cell2"	1
"13243	cell2"	2
"13244	cell2"	3
"13245	cell2"	3
"13246	cell2"	3
"13247	cell2"	1
"13248	cell2"	1
"13249	cell2"	3
"13250	cell2"	3
"13251	cell2"	1
"13252	cell2"	2
"13253	cell2"	1
"13254	cell2"	1
"13255	cell2"	2
"13256	cell2"	8
"13257	cell2"	8
"13258	cell2"	5
"13259	cell2"	2
"13260	cell2"	2
"13261	cell2"	3
"13262	cell2"	1
"13263	cell2"	2
"13264	cell2"	1
"13265	cell2"	2
"13266	cell2"	3
"13267	cell2"	2
"13268	cell2"	2
"13269	cell2"	8
"13270	cell2"	2
"13271	cell2"	1
"13272	cell2"	0
"13273	cell2"	8
"13274	cell2"	3
"13275	cell2"	3
"13276	cell2"	2
"13277	cell2"	1
"13278	cell2"	3
"13279	cell2"	2
"13280	cell2"	3
"13281	cell2"	3
"13282	cell2"	3
"13283	cell2"	2
"13284	cell2"	1
"13285	cell2"	2
"13286	cell2"	3
"13287	cell2"	2
"13288	cell2"	1
"13289	cell2"	1
"13290	cell2"	2
"13291	cell2"	2
"13292	cell2"	2
"13293	cell2"	2
"13294	cell2"	3
"13295	cell2"	1
"13296	cell2"	2
"13297	cell2"	2
"13298	cell2"	1
"13299	cell2"	2
"13300	cell2"	2
"13301	cell2"	1
"13302	cell2"	2
"13303	cell2"	2
"13304	cell2"	1
"13305	cell2"	3
"13306	cell2"	2
"13307	cell2"	2
"13308	cell2"	1
"13309	cell2"	2
"13310	cell2"	1
"13311	cell2"	3
"13312	cell2"	22
"13313	cell2"	15
"13314	cell2"	2
"13315	cell2"	2
"13316	cell2"	1
"13317	cell2"	4
"13318	cell2"	2
"13319	cell2"	3
"13320	cell2"	2
"13321	cell2"	8
"13322	cell2"	1
"13323	cell2"	3
"13324	cell2"	3
"13325	cell2"	2
"13326	cell2"	2
"13327	cell2"	3
"13328	cell2"	1
"13329	cell2"	3
"13330	cell2"	1
"13331	cell2"	3
"13332	cell2"	2
"13333	cell2"	3
"13334	cell2"	2
"13335	cell2"	3
"13336	cell2"	2
"13337	cell2"	2
"13338	cell2"	7
"13339	cell2"	2
"13340	cell2"	1
"13341	cell2"	1
"13342	cell2"	3
"13343	cell2"	2
"13344	cell2"	3
"13345	cell2"	3
"13346	cell2"	3
"13347	cell2"	3
"13348	cell2"	1
"13349	cell2"	2
"13350	cell2"	1
"13351	cell2"	2
"13352	cell2"	2
"13353	cell2"	1
"13354	cell2"	1
"13355	cell2"	20
"13356	cell2"	2
"13357	cell2"	2
"13358	cell2"	2
"13359	cell2"	1
"13360	cell2"	2
"13361	cell2"	2
"13362	cell2"	3
"13363	cell2"	5
"13364	cell2"	3
"13365	cell2"	1
"13366	cell2"	2
"13367	cell2"	2
"13368	cell2"	1
"13369	cell2"	1
"13370	cell2"	1
"13371	cell2"	2
"13372	cell2"	3
"13373	cell2"	1
"13374	cell2"	2
"13375	cell2"	2
"13376	cell2"	2
"13377	cell2"	3
"13378	cell2"	3
"13379	cell2"	3
"13380	cell2"	2
"13381	cell2"	5
"13382	cell2"	2
"13383	cell2"	1
"13384	cell2"	1
"13385	cell2"	18
"13386	cell2"	2
"13387	cell2"	12
"13388	cell2"	1
"13389	cell2"	1
"13390	cell2"	3
"13391	cell2"	1
"13392	cell2"	1
"13393	cell2"	1
"13394	cell2"	1
"13395	cell2"	3
"13396	cell2"	2
"13397	cell2"	2
"13398	cell2"	2
"13399	cell2"	2
"13400	cell2"	3
"13401	cell2"	1
"13402	cell2"	1
"13403	cell2"	3
"13404	cell2"	2
"13405	cell2"	1
"13406	cell2"	1
"13407	cell2"	2
"13408	cell2"	1
"13409	cell2"	2
"13410	cell2"	2
"13411	cell2"	2
"13412	cell2"	2
"13413	cell2"	2
"13414	cell2"	3
"13415	cell2"	3
"13416	cell2"	1
"13417	cell2"	3
"13418	cell2"	3
"13419	cell2"	3
"13420	cell2"	3
"13421	cell2"	3
"13422	cell2"	0
"13423	cell2"	3
"13424	cell2"	2
"13425	cell2"	2
"13426	cell2"	1
"13427	cell2"	3
"13428	cell2"	3
"13429	cell2"	1
"13430	cell2"	1
"13431	cell2"	2
"13432	cell2"	1
"13433	cell2"	1
"13434	cell2"	2
"13435	cell2"	3
"13436	cell2"	2
"13437	cell2"	2
"13438	cell2"	9
"13439	cell2"	2
"13440	cell2"	2
"13441	cell2"	2
"13442	cell2"	5
"13443	cell2"	1
"13444	cell2"	8
"13445	cell2"	1
"13446	cell2"	2
"13447	cell2"	3
"13448	cell2"	2
"13449	cell2"	2
"13450	cell2"	3
"13451	cell2"	3
"13452	cell2"	3
"13453	cell2"	8
"13454	cell2"	3
"13455	cell2"	1
"13456	cell2"	3
"13457	cell2"	2
"13458	cell2"	22
"13459	cell2"	2
"13460	cell2"	1
"13461	cell2"	19
"13462	cell2"	2
"13463	cell2"	1
"13464	cell2"	1
"13465	cell2"	3
"13466	cell2"	3
"13467	cell2"	2
"13468	cell2"	8
"13469	cell2"	1
"13470	cell2"	1
"13471	cell2"	4
"13472	cell2"	2
"13473	cell2"	2
"13474	cell2"	3
"13475	cell2"	1
"13476	cell2"	1
"13477	cell2"	4
"13478	cell2"	8
"13479	cell2"	1
"13480	cell2"	11
"13481	cell2"	1
"13482	cell2"	3
"13483	cell2"	2
"13484	cell2"	3
"13485	cell2"	2
"13486	cell2"	3
"13487	cell2"	3
"13488	cell2"	2
"13489	cell2"	1
"13490	cell2"	2
"13491	cell2"	1
"13492	cell2"	3
"13493	cell2"	2
"13494	cell2"	3
"13495	cell2"	2
"13496	cell2"	1
"13497	cell2"	1
"13498	cell2"	2
"13499	cell2"	1
"13500	cell2"	2
"13501	cell2"	3
"13502	cell2"	1
"13503	cell2"	2
"13504	cell2"	3
"13505	cell2"	3
"13506	cell2"	1
"13507	cell2"	2
"13508	cell2"	3
"13509	cell2"	1
"13510	cell2"	2
"13511	cell2"	3
"13512	cell2"	1
"13513	cell2"	3
"13514	cell2"	4
"13515	cell2"	3
"13516	cell2"	3
"13517	cell2"	1
"13518	cell2"	3
"13519	cell2"	1
"13520	cell2"	1
"13521	cell2"	1
"13522	cell2"	1
"13523	cell2"	0
"13524	cell2"	2
"13525	cell2"	3
"13526	cell2"	2
"13527	cell2"	4
"13528	cell2"	2
"13529	cell2"	1
"13530	cell2"	1
"13531	cell2"	3
"13532	cell2"	1
"13533	cell2"	21
"13534	cell2"	2
"13535	cell2"	10
"13536	cell2"	3
"13537	cell2"	1
"13538	cell2"	2
"13539	cell2"	2
"13540	cell2"	1
"13541	cell2"	3
"13542	cell2"	6
"13543	cell2"	12
"13544	cell2"	1
"13545	cell2"	1
"13546	cell2"	2
"13547	cell2"	1
"13548	cell2"	2
"13549	cell2"	3
"13550	cell2"	1
"13551	cell2"	1
"13552	cell2"	1
"13553	cell2"	3
"13554	cell2"	0
"13555	cell2"	3
"13556	cell2"	1
"13557	cell2"	2
"13558	cell2"	2
"13559	cell2"	2
"13560	cell2"	2
"13561	cell2"	2
"13562	cell2"	2
"13563	cell2"	2
"13564	cell2"	2
"13565	cell2"	15
"13566	cell2"	3
"13567	cell2"	1
"13568	cell2"	2
"13569	cell2"	3
"13570	cell2"	1
"13571	cell2"	2
"13572	cell2"	2
"13573	cell2"	3
"13574	cell2"	1
"13575	cell2"	1
"13576	cell2"	3
"13577	cell2"	2
"13578	cell2"	2
"13579	cell2"	21
"13580	cell2"	3
"13581	cell2"	2
"13582	cell2"	1
"13583	cell2"	1
"13584	cell2"	2
"13585	cell2"	16
"13586	cell2"	2
"13587	cell2"	2
"13588	cell2"	19
"13589	cell2"	2
"13590	cell2"	9
"13591	cell2"	2
"13592	cell2"	2
"13593	cell2"	2
"13594	cell2"	3
"13595	cell2"	1
"13596	cell2"	1
"13597	cell2"	2
"13598	cell2"	1
"13599	cell2"	1
"13600	cell2"	1
"13601	cell2"	3
"13602	cell2"	2
"13603	cell2"	1
"13604	cell2"	1
"13605	cell2"	4
"13606	cell2"	11
"13607	cell2"	1
"13608	cell2"	2
"13609	cell2"	2
"13610	cell2"	1
"13611	cell2"	1
"13612	cell2"	2
"13613	cell2"	1
"13614	cell2"	8
"13615	cell2"	2
"13616	cell2"	1
"13617	cell2"	3
"13618	cell2"	1
"13619	cell2"	3
"13620	cell2"	16
"13621	cell2"	2
"13622	cell2"	1
"13623	cell2"	2
"13624	cell2"	7
"13625	cell2"	3
"13626	cell2"	1
"13627	cell2"	1
"13628	cell2"	3
"13629	cell2"	1
"13630	cell2"	3
"13631	cell2"	8
"13632	cell2"	2
"13633	cell2"	2
"13634	cell2"	2
"13635	cell2"	2
"13636	cell2"	1
"13637	cell2"	1
"13638	cell2"	1
"13639	cell2"	2
"13640	cell2"	2
"13641	cell2"	2
"13642	cell2"	3
"13643	cell2"	2
"13644	cell2"	2
"13645	cell2"	1
"13646	cell2"	4
"13647	cell2"	3
"13648	cell2"	2
"13649	cell2"	24
"13650	cell2"	2
"13651	cell2"	1
"13652	cell2"	2
"13653	cell2"	1
"13654	cell2"	2
"13655	cell2"	2
"13656	cell2"	2
"13657	cell2"	3
"13658	cell2"	2
"13659	cell2"	2
"13660	cell2"	3
"13661	cell2"	1
"13662	cell2"	1
"13663	cell2"	3
"13664	cell2"	2
"13665	cell2"	7
"13666	cell2"	3
"13667	cell2"	3
"13668	cell2"	2
"13669	cell2"	2
"13670	cell2"	1
"13671	cell2"	1
"13672	cell2"	1
"13673	cell2"	1
"13674	cell2"	19
"13675	cell2"	10
"13676	cell2"	5
"13677	cell2"	2
"13678	cell2"	2
"13679	cell2"	3
"13680	cell2"	3
"13681	cell2"	2
"13682	cell2"	1
"13683	cell2"	3
"13684	cell2"	1
"13685	cell2"	1
"13686	cell2"	1
"13687	cell2"	1
"13688	cell2"	1
"13689	cell2"	3
"13690	cell2"	2
"13691	cell2"	1
"13692	cell2"	1
"13693	cell2"	1
"13694	cell2"	1
"13695	cell2"	2
"13696	cell2"	1
"13697	cell2"	2
"13698	cell2"	25
"13699	cell2"	3
"13700	cell2"	1
"13701	cell2"	3
"13702	cell2"	1
"13703	cell2"	3
"13704	cell2"	1
"13705	cell2"	2
"13706	cell2"	4
"13707	cell2"	11
"13708	cell2"	2
"13709	cell2"	11
"13710	cell2"	2
"13711	cell2"	1
"13712	cell2"	1
"13713	cell2"	1
"13714	cell2"	1
"13715	cell2"	2
"13716	cell2"	2
"13717	cell2"	3
"13718	cell2"	11
"13719	cell2"	2
"13720	cell2"	1
"13721	cell2"	1
"13722	cell2"	2
"13723	cell2"	3
"13724	cell2"	2
"13725	cell2"	2
"13726	cell2"	16
"13727	cell2"	10
"13728	cell2"	2
"13729	cell2"	2
"13730	cell2"	16
"13731	cell2"	9
"13732	cell2"	3
"13733	cell2"	2
"13734	cell2"	4
"13735	cell2"	1
"13736	cell2"	1
"13737	cell2"	2
"13738	cell2"	3
"13739	cell2"	1
"13740	cell2"	2
"13741	cell2"	15
"13742	cell2"	2
"13743	cell2"	10
"13744	cell2"	2
"13745	cell2"	4
"13746	cell2"	2
"13747	cell2"	1
"13748	cell2"	3
"13749	cell2"	2
"13750	cell2"	1
"13751	cell2"	2
"13752	cell2"	19
"13753	cell2"	1
"13754	cell2"	1
"13755	cell2"	3
"13756	cell2"	0
"13757	cell2"	1
"13758	cell2"	2
"13759	cell2"	3
"13760	cell2"	2
"13761	cell2"	12
"13762	cell2"	2
"13763	cell2"	9
"13764	cell2"	2
"13765	cell2"	3
"13766	cell2"	2
"13767	cell2"	1
"13768	cell2"	1
"13769	cell2"	3
"13770	cell2"	3
"13771	cell2"	3
"13772	cell2"	3
"13773	cell2"	1
"13774	cell2"	1
"13775	cell2"	2
"13776	cell2"	4
"13777	cell2"	21
"13778	cell2"	3
"13779	cell2"	1
"13780	cell2"	11
"13781	cell2"	3
"13782	cell2"	1
"13783	cell2"	3
"13784	cell2"	3
"13785	cell2"	3
"13786	cell2"	3
"13787	cell2"	2
"13788	cell2"	2
"13789	cell2"	2
"13790	cell2"	2
"13791	cell2"	1
"13792	cell2"	2
"13793	cell2"	2
"13794	cell2"	2
"13795	cell2"	1
"13796	cell2"	1
"13797	cell2"	0
"13798	cell2"	3
"13799	cell2"	13
"13800	cell2"	3
"13801	cell2"	1
"13802	cell2"	3
"13803	cell2"	1
"13804	cell2"	3
"13805	cell2"	1
"13806	cell2"	2
"13807	cell2"	1
"13808	cell2"	15
"13809	cell2"	15
"13810	cell2"	1
"13811	cell2"	1
"13812	cell2"	2
"13813	cell2"	2
"13814	cell2"	2
