Supplementary Table 2. Heritability of immunophenotypes.	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12
MFI	Monocyte	mono.trait6	CD64 on CD14+ CD16+ monocyte	3709	0.5179	0.0785	0.3854005567584287	0.05010825858335911	M	I		
MFI	Monocyte	mono.trait7	CX3CR1 on CD14- CD16+ monocyte	3679	0.4092	0.069	0.27380580705588514	0.04943282339473411	M	I		
Absolute count	Monocyte	N_MONO_Trait501	CD14- CD16+ monocyte AC	3727	0.4778	0.0749	0.33086419753086416	0.04959742351046699	M	I		
Absolute count	Monocyte	N_MONO_Trait503	CD14+ CD16+ monocyte AC	3727	0.6847	0.095	0.4784142797841428	0.050850975508509755	M	I		
Absolute count	Monocyte	N_MONO_Trait505	CD14- CD16- AC	3727	0.4968	0.08	0.24885496183206107	0.04946564885496183				
Absolute count	Monocyte	N_MONO_Trait507	CD14+ CD16- monocyte AC	3727	0.6139	0.0896	0.41250547525186154	0.050591327201051244	M	I		
Absolute count	Monocyte	N_MONO_Trait513	Monocyte AC	3727	0.5457	0.0798	0.43176807760141095	0.05004409171075838	M	I		
Relative count	Monocyte	N_MONO_Trait514	CD14- CD16+ monocyte %monocyte	3727	0.5452	0.0866	0.25538815651810004	0.04990583804143126	M	I		
Relative count	Monocyte	N_MONO_Trait515	CD14+ CD16+ monocyte %monocyte	3727	0.6833	0.0958	0.4625836544311499	0.05090245386331373	M	I		
Relative count	Monocyte	N_MONO_Trait516	CD14+ CD16- monocyte %monocyte	3727	0.6296	0.0958	0.3214921932306403	0.05082259247616054	M	I		
Relative count	Monocyte	N_MONO_Trait517	CD16+ monocyte %monocyte	3727	0.6009	0.0918	0.3226448705857697	0.050613014775227914	M	I		
MFI	Myeloid cell	Blue.530.30.MDSC.trait1	CD66b on CD66b++ myeloid cell	1465	0.2108	0.1035	0.1344672336168084	0.09494747373686843	M	I		
MFI	Myeloid cell	Blue.530.30.MDSC.trait2	CD66b on Gr MDSC	1244	0.0998	0.1037	0.09978531558608844	0.10725633319021038	M	I		
MFI	Myeloid cell	Blue.585.42.MDSC.trait1	CD34 on HSC	1634	0.7778	0.1802	0.4074617480612031	0.08981345629846993				
MFI	Myeloid cell	Blue.780.60.MDSC.trait1	CD33 on CD14+ monocyte	1634	0.9766	0.0805	0.5747691690084303	0.08631071858691289	M	I		
MFI	Myeloid cell	Blue.780.60.MDSC.trait10	CD33 on CD33br HLA DR+ CD14dim 	1577	0.9474	0.1266	0.504950495049505	0.09060906090609061	M	I		
MFI	Myeloid cell	Blue.780.60.MDSC.trait12	CD33 on CD33dim HLA DR+ CD11b+  	1633	0.844	0.1483	0.7483864461476402	0.0817870108914885	M	I		
MFI	Myeloid cell	Blue.780.60.MDSC.trait13	CD33 on CD33dim HLA DR+ CD11b- 	1634	0.784	0.1572	0.7216338880484114	0.08250126071608672	M	I		
MFI	Myeloid cell	Blue.780.60.MDSC.trait14	CD33 on Gr MDSC  	1244	0.6621	0.2513	0.3228204098031338	0.1138007231820008	M	I		
MFI	Myeloid cell	Blue.780.60.MDSC.trait2	CD33 on CD66b++ myeloid cell	1464	0.5771	0.1743	0.5771455223880597	0.09347014925373133	M	I		
MFI	Myeloid cell	Blue.780.60.MDSC.trait3	CD33 on Mo MDSC  	1569	0.7736	0.2001	0.46684749849306806	0.09302792847096644	M	I		
MFI	Myeloid cell	Blue.780.60.MDSC.trait4	CD33 on CD33dim HLA DR- 	1558	0.9992	0.0769	0.5963625401929261	0.08983118971061092	M	I		
MFI	Myeloid cell	Blue.780.60.MDSC.trait6	CD33 on basophil 	1555	0.9997	0.0761	0.6171491535610538	0.08955223880597014	M	I		
MFI	Myeloid cell	Blue.780.60.MDSC.trait7	CD33 on Im MDSC  	1554	0.8427	0.1895	0.5844273884063825	0.09159765703898202	M	I		
MFI	Myeloid cell	Blue.780.60.MDSC.trait8	CD33 on CD33br HLA DR+  	1579	0.9906	0.0798	0.5504642108415693	0.08944793850454227	M	I		
MFI	Myeloid cell	Blue.780.60.MDSC.trait9	CD33 on CD33br HLA DR+ CD14-  	1578	0.9953	0.0776	0.5630922693266833	0.08927680798004987	M	I		
Absolute count	Myeloid cell	MDSC_Trait1	HSC AC	1930	0.7188	0.1554	0.511283416271265	0.07788450410832079				
Absolute count	Myeloid cell	MDSC_Trait10	Im MDSC AC	1929	0.9961	0.0747	0.1841565894650543	0.07604017216642756	M	I		
Relative count	Myeloid cell	MDSC_Trait11	Im MDSC %CD33dim HLA DR- CD66b-	1929	0.4765	0.1296	0.2041432438059546	0.07838850718301063	M	I		
Absolute count	Myeloid cell	MDSC_Trait12	CD33br HLA DR+ AC	1930	0.6273	0.1555	0.2986272439281943	0.07940865892291446	M	I		
Absolute count	Myeloid cell	MDSC_Trait13	CD33br HLA DR+ CD14- AC	1930	0.653	0.1602	0.29078684735791577	0.07952516020590399	M	I		
Relative count	Myeloid cell	MDSC_Trait14	CD33br HLA DR+ CD14- %CD33br HLA DR+	1930	0.367	0.1078	0.15901489814533293	0.0770244248505118	M	I		
Absolute count	Myeloid cell	MDSC_Trait15	CD33br HLA DR+ CD14dim AC	1930	0.5431	0.142	0.24262329267021163	0.07892816181837138	M	I		
Relative count	Myeloid cell	MDSC_Trait16	CD33br HLA DR+ CD14dim %CD33br HLA DR+	1930	0.3623	0.1057	0.21465543489292602	0.0774383436516797	M	I		
Absolute count	Myeloid cell	MDSC_Trait22	CD33- HLA DR- AC	1930	0.8149	0.1624	0.4092465753424657	0.07919520547945204	L			
Absolute count	Myeloid cell	MDSC_Trait23	CD33- HLA DR+ AC	1930	0.541	0.1375	0.33795042699437616	0.07883774213705477	L			
Absolute count	Myeloid cell	MDSC_Trait24	Gr MDSC AC	1928	0.7369	0.1715	0.26088705622045666	0.07975460122699386	M	I		
Absolute count	Myeloid cell	MDSC_Trait25	CD33dim HLA DR+ CD11b+ AC	1930	0.3799	0.1043	0.3798932384341637	0.07731316725978649	M	I		
Relative count	Myeloid cell	MDSC_Trait26	CD33dim HLA DR+ CD11b+ %CD33dim HLA DR+	1930	0.6738	0.1617	0.3219452139119729	0.07961424027906022	M	I		
Absolute count	Myeloid cell	MDSC_Trait27	CD33dim HLA DR+ CD11b- AC	1930	0.4829	0.1189	0.48287292817679556	0.07684580612757408	M	I		
Relative count	Myeloid cell	MDSC_Trait28	CD33dim HLA DR+ CD11b- %CD33dim HLA DR+	1930	0.6547	0.1586	0.3263255050764024	0.07947902779202133	M	I		
Absolute count	Myeloid cell	MDSC_Trait3	CD66b++ myeloid cell AC	1930	0.3137	0.0957	0.2620849732566353	0.07720254314259763	M	I		
Absolute count	Myeloid cell	MDSC_Trait4	Mo MDSC AC	1927	0.9583	0.0923	0.3252175714877745	0.0777041027766266	M	I		
Absolute count	Myeloid cell	MDSC_Trait5	CD33dim HLA DR- AC	1874	0.1323	0.0566	0.11	0.0638	M	I		
Absolute count	Myeloid cell	MDSC_Trait8	Basophil AC	1929	0.9384	0.1067	0.41408335044138783	0.07821802504619176	M	I		
Relative count	Myeloid cell	MDSC_Trait9	Basophil %CD33dim HLA DR- CD66b-	1929	0.5405	0.1279	0.5133729569093611	0.07694756951814902	M	I		
MFI	Myeloid cell	Red.660.20.MDSC.trait2	CD14 on Mo MDSC 	1570	0.7149	0.1827	0.5863773965691221	0.0898082744702321	M	I		
MFI	Myeloid cell	Red.660.20.MDSC.trait3	CD14 on CD33br HLA DR+ CD14dim  	1578	0.3	0.1101	0.29994982438534873	0.09162067235323634	M	I		
MFI	Myeloid cell	Red.660.20.MDSC.trait4	CD14  on CD33dim HLA DR+ CD11b+ 	1634	0.6701	0.1789	0.31582156284930396	0.09043796362158317	M	I		
MFI	Myeloid cell	Red.780.60.MDSC.trait1	CD45 on lymphocyte 	1635	0.3268	0.1091	0.32678012519561817	0.0880281690140845	L	BOTH		
MFI	Myeloid cell	Red.780.60.MDSC.trait10	CD45 on CD33br HLA DR+ CD14-  	1579	0.4851	0.1542	0.26348983882270494	0.09360296325958554	M	I		
MFI	Myeloid cell	Red.780.60.MDSC.trait11	CD45 on CD33br HLA DR+ CD14dim  	1578	0.5982	0.1846	0.21795386158475424	0.09438314944834503	M	I		
MFI	Myeloid cell	Red.780.60.MDSC.trait13	CD45 on CD33dim HLA DR+ CD11b-  	1635	0.4378	0.1333	0.2973681556922456	0.08924069779167086	M	I		
MFI	Myeloid cell	Red.780.60.MDSC.trait14	CD45 on CD33- HLA DR- 	1635	0.5419	0.1459	0.48413417951042614	0.0877405056915483	L			
MFI	Myeloid cell	Red.780.60.MDSC.trait15	CD45 on CD33- HLA DR+  	1635	0.5219	0.1538	0.2523611252158018	0.08987508885955113	L			
MFI	Myeloid cell	Red.780.60.MDSC.trait16	CD45 on Gr MDSC 	1244	0.0835	0.1029	0.08358237732574954	0.1067193675889328	M	I		
MFI	Myeloid cell	Red.780.60.MDSC.trait3	CD45 on CD66b++ myelod cell  	1465	0.175	0.0971	0.03222244529211001	0.09275245934551295	M	I		
MFI	Myeloid cell	Red.780.60.MDSC.trait4	CD45 on Mo MDSC  	1570	0.4998	0.1636	0.11749188311688312	0.09293831168831168	M	I		
MFI	Myeloid cell	Red.780.60.MDSC.trait5	CD45 on CD33dim HLA DR- 	1559	0.356	0.1215	0.35597307344519236	0.09293680297397769	M	I		
MFI	Myeloid cell	Red.780.60.MDSC.trait7	CD45 on basophil	1556	0.4004	0.1298	0.40036949063077326	0.09298847541127826	M	I		
MFI	Myeloid cell	Red.780.60.MDSC.trait8	CD45 on Im MDSC  	1555	0.3484	0.1205	0.3484148220222168	0.09324576339901078	M	I		
MFI	Myeloid cell	Red.780.60.MDSC.trait9	CD45 on CD33br HLA DR+  	1580	0.5451	0.1689	0.26953125	0.09395032051282051	M	I		
MFI	Myeloid cell	Violet.450.50.MDSC.trait1	CD11b on CD14+ monocyte	1635	0.6802	0.1796	0.3273924050632911	0.09032911392405063	M	I		
MFI	Myeloid cell	Violet.450.50.MDSC.trait13	CD11b on Gr MDSC  	1244	0.1771	0.1122	0.10695187165775401	0.10846534153970336	M	I		
MFI	Myeloid cell	Violet.450.50.MDSC.trait2	CD11b on CD66b++ myeloid cell  	1465	0.3217	0.1291	0	0.09373448515539667	M	I		
MFI	Myeloid cell	Violet.450.50.MDSC.trait3	CD11b on Mo MDSC 	1570	0.5679	0.1792	0.18228692750985745	0.09402487109493479	M	I		
MFI	Myeloid cell	Violet.450.50.MDSC.trait4	CD11b on CD33dim HLA DR-  	1559	0.463	0.1406	0.4629777423073513	0.09222310898288552	M	I		
MFI	Myeloid cell	Violet.450.50.MDSC.trait6	CD11b on basophil	1556	0.5445	0.154	0.5444731500276803	0.09097619486990219	M	I		
MFI	Myeloid cell	Violet.450.50.MDSC.trait9	CD11b on CD33br HLA DR+ CD14dim  	1578	0.5356	0.1683	0.2323988872244811	0.09394393323346888	M	I		
MFI	Myeloid cell	Violet.510.50.MDSC.trait1	HLA DR on HSC	1634	0.5243	0.1451	0.44155280850140965	0.08848405985686403				
MFI	Myeloid cell	Violet.510.50.MDSC.trait3	HLA DR on CD33br HLA DR+ CD14- 	1579	0.5492	0.1522	0.5492341356673961	0.08951661030435647	M	I		
MFI	Myeloid cell	Violet.510.50.MDSC.trait4	HLA DR on CD33br HLA DR+ CD14dim 	1578	0.5239	0.1485	0.5239107332624867	0.08994300067626318	M	I		
MFI	Myeloid cell	Violet.510.50.MDSC.trait5	HLA DR on CD33dim HLA DR+ CD11b+ 	1634	0.9662	0.0892	0.5142258161126085	0.08705201158031346	M	I		
MFI	Myeloid cell	Violet.510.50.MDSC.trait6	HLA DR on CD33dim HLA DR+ CD11b- 	1635	0.5804	0.1466	0.5803833365929983	0.08566399374144339	M	I		
MFI	Myeloid cell	Violet.510.50.MDSC.trait7	HLA DR on CD33- HLA DR+ 	1635	0.7599	0.1709	0.5541446566436408	0.08726127590410403	L			
MFI	TBNK	Blue.530.30.TBNK.trait4	CD3 on HLA DR+ T cell 	3060	0.4169	0.0778	0.24211815120906033	0.05325987144168963	L	A		
MFI	TBNK	Blue.530.30.TBNK.trait5	CD3 on NKT 	3113	0.4023	0.0764	0.16203609815453254	0.051510849726221865	L	BOTH		
MFI	TBNK	Blue.530.30.TBNK.trait6	CD3 on HLA DR+ CD4+	3060	0.5408	0.0934	0.28431672271476616	0.05441760929379395	L	A	CD4	
MFI	TBNK	Blue.530.30.TBNK.trait7	CD3 on HLA DR+ CD8br	3060	0.2553	0.0583	0.21037668798862827	0.05157884049142044	L	A	CD8	
MFI	TBNK	Blue.585.42.TBNK.trait1	CD16-CD56 on NKT	3113	0.3632	0.0675	0.34280513702093235	0.05248255637577105	L	BOTH		
MFI	TBNK	Blue.585.42.TBNK.trait2	CD16-CD56 on NK	3113	0.4582	0.0754	0.4581349761971437	0.05292635116213946	L	I		
MFI	TBNK	Blue.585.42.TBNK.trait3	CD16-CD56 on HLA DR+ NK	2971	0.1479	0.0511	0.1478371252807343	0.05136217166292354	L	I		
MFI	TBNK	Blue.670.LP.TBNK.trait1	CD45 on CD14+ monocyte	3112	0.2842	0.0597	0.2841705023013808	0.051630978587152286	M	I		
MFI	TBNK	Blue.670.LP.TBNK.trait10	CD45 on B cell	3112	0.6267	0.0968	0.42664437012263096	0.054292084726867335	L	A	B cell	BOTH
MFI	TBNK	Blue.670.LP.TBNK.trait11	CD45 on NK	3113	0.5785	0.0909	0.4374431990305968	0.053923053620115124	L	I		
MFI	TBNK	Blue.670.LP.TBNK.trait12	CD45 on HLA DR+ NK	2971	0.1647	0.0523	0.16469312121486035	0.051794269185573526	L	I		
MFI	TBNK	Blue.670.LP.TBNK.trait13	CD45 on granulocyte	3112	0.4037	0.0737	0.3014616321559074	0.052679658952496954	M	I		
MFI	TBNK	Blue.670.LP.TBNK.trait2	CD45 on lymphocyte	3113	0.7062	0.1081	0.3117143762543572	0.054610753142494986	L	A		
MFI	TBNK	Blue.670.LP.TBNK.trait3	CD45 on T cell	3113	0.7381	0.1097	0.3006635483520069	0.054606766017622106	L	A		
MFI	TBNK	Blue.670.LP.TBNK.trait4	CD45 on CD4+	3113	0.7753	0.1074	0.3547524858334224	0.05495562920987918	L	A	CD4	BOTH
MFI	TBNK	Blue.670.LP.TBNK.trait5	CD45 on CD8br	3113	0.7518	0.1112	0.25694191827331153	0.05432278404268219	L	A	CD8	BOTH
MFI	TBNK	Blue.670.LP.TBNK.trait6	CD45 on HLA DR+ T cell	3060	0.2766	0.06	0.25847542627883646	0.052156469408224666	L	A		
MFI	TBNK	Blue.670.LP.TBNK.trait7	CD45 on NKT	3113	0.5983	0.0966	0.3581067472306143	0.054179254783484385	L	BOTH		
MFI	TBNK	Blue.670.LP.TBNK.trait8	CD45 on HLA DR+ CD4+	3060	0.4256	0.0802	0.1884294153595437	0.05276023630067223	L	A	CD4	
MFI	TBNK	Blue.670.LP.TBNK.trait9	CD45 on HLA DR+ CD8br	3060	0.2142	0.0543	0.21427125506072875	0.05121457489878543	L	A	CD8	
MFI	TBNK	Blue.780.60.TBNK.trait1	CD4 on monocyte	3112	0.5647	0.0888	0.44979518433409926	0.05385153361974223	M	I		
MFI	TBNK	Blue.780.60.TBNK.trait3	CD4 on HLA DR+ CD4+ 	3060	0.2081	0.0539	0.18853451756156642	0.05096891400888172	L	A	CD4	
Relative count	TBNK	f_MONO_Trait503	HLA DR++ monocyte %monocyte	3595	0.7824	0.0958	0.3239254014161763	0.049466440610352054	M	I		
Relative count	TBNK	f_MONO_Trait504	HLA DR++ monocyte %leukocyte	3595	0.7739	0.0964	0.3180061037639878	0.04944048830111903	M	I		
Absolute count	TBNK	f_MONO_Trait505	HLA DR++ monocyte AC	3579	0.6261	0.0915	0.2889486198697405	0.048795616664943656	M	I		
Morphological parameter	TBNK	FSC.TBNK.trait1	FSC-A on CD14+ monocyte	3112	0.299	0.061	0.29902631367184357	0.051822644242375475	M	I		
Morphological parameter	TBNK	FSC.TBNK.trait10	FSC-A on B cell	3112	0.4445	0.0768	0.3736647493837305	0.05310188989317995	L	A	B cell	BOTH
Morphological parameter	TBNK	FSC.TBNK.trait11	FSC-A on NK	3113	0.3516	0.0659	0.35157514038260207	0.05234605501094509	L	I		
Morphological parameter	TBNK	FSC.TBNK.trait12	FSC-A on HLA DR+ NK	2971	0.3107	0.0666	0.2183296526801847	0.05370407548685003	L	I		
Morphological parameter	TBNK	FSC.TBNK.trait2	FSC-A on lymphocyte	3113	0.3419	0.0652	0.33252072159921986	0.0522915650901999	L	BOTH		
Morphological parameter	TBNK	FSC.TBNK.trait3	FSC-A on T cell	3113	0.3868	0.0709	0.32502951593860685	0.05265643447461629	L	A		
Morphological parameter	TBNK	FSC.TBNK.trait4	FSC-A on CD4+	3113	0.4142	0.0729	0.3738821371245127	0.05285484980509057	L	A	CD4	BOTH
Morphological parameter	TBNK	FSC.TBNK.trait5	FSC-A on CD8br	3113	0.4068	0.0753	0.24950703299592483	0.052451689233600635	L	A	CD8	BOTH
Morphological parameter	TBNK	FSC.TBNK.trait6	FSC-A on HLA DR+ T cell	3060	0.2003	0.0532	0.18704436575713393	0.05082274526140387	L	A		
Morphological parameter	TBNK	FSC.TBNK.trait7	FSC-A on NKT 	3113	0.3359	0.0665	0.2244015606875461	0.05167141200042181	L	BOTH		
Morphological parameter	TBNK	FSC.TBNK.trait8	FSC-A on HLA DR+ CD4+	3060	0.1376	0.0489	0.1375780530248746	0.04954447742860067	L	A	CD4	
Morphological parameter	TBNK	FSC.TBNK.trait9	FSC-A on HLA DR+ CD8br	3060	0.066	0.0457	0.0660207750699161	0.04734318817419096	L	A	CD8	
Relative count	TBNK	RATIO_CD3_B	T/B	3728	0.1239	0.0312	0.0705527638	0.034974874371859296	L	A		
Relative count	TBNK	RATIO_CD4_CD8B	CD4/CD8br	3728	0.1239	0.0312	0.0705527638	0.034974874371859296	L	A		
MFI	TBNK	Red.660.20.TBNK.trait2	CD19 on B cell	3112	0.692	0.1066	0.32948861896498927	0.05460855363886904	L	A	B cell	BOTH
MFI	TBNK	Red.780.60.TBNK.trait1	CD8 on  CD8br	3113	0.5721	0.0983	0.22258425822217695	0.053355055493330625	L	A	CD8	BOTH
MFI	TBNK	Red.780.60.TBNK.trait2	CD8 on NKT	3103	0.4349	0.0814	0.14925982644206226	0.051659009698825926	L	BOTH		
MFI	TBNK	Red.780.60.TBNK.trait3	CD8 on HLA DR+ CD8br	3060	0.3547	0.0702	0.20338114754098363	0.05235655737704918	L	A	CD8	
Morphological parameter	TBNK	SSC.TBNK.trait1	SSC-A on CD14+ monocyte	3112	0.4603	0.0756	0.4603302097278001	0.05301204819277108	M	I		
Morphological parameter	TBNK	SSC.TBNK.trait10	SSC-A on B cell	3112	0.6079	0.098	0.3501004016064257	0.05421686746987952	L	A	B cell	BOTH
Morphological parameter	TBNK	SSC.TBNK.trait11	SSC-A on NK	3113	0.4855	0.0822	0.36909785011050833	0.05344585091420534	L	I		
Morphological parameter	TBNK	SSC.TBNK.trait12	SSC-A on HLA DR+ NK	2971	0.1892	0.0541	0.18921055231696474	0.05226756249382472	L	I		
Morphological parameter	TBNK	SSC.TBNK.trait13	SSC-A on granulocyte	3112	0.671	0.0955	0.5032172403227454	0.0545398835665407	M	I		
Morphological parameter	TBNK	SSC.TBNK.trait2	SSC-A on lymphocyte	3113	0.6412	0.1036	0.29748390871854885	0.0543007606787595	L	A		
Morphological parameter	TBNK	SSC.TBNK.trait3	SSC-A on T cell	3113	0.6969	0.107	0.32606731420826746	0.05466455839168737	L	A		
Morphological parameter	TBNK	SSC.TBNK.trait4	SSC-A on CD4+	3113	0.6811	0.1036	0.38311688311688313	0.05458947831829187	L	A	CD4	BOTH
Morphological parameter	TBNK	SSC.TBNK.trait5	SSC-A on CD8br	3113	0.7218	0.1117	0.22707930367504836	0.05402965828497744	L	A	CD8	BOTH
Morphological parameter	TBNK	SSC.TBNK.trait6	SSC-A on HLA DR+ T cell	3060	0.2221	0.055	0.2220945647370747	0.05134776844896156	L	A		
Morphological parameter	TBNK	SSC.TBNK.trait7	SSC-A on NKT 	3113	0.3325	0.0643	0.32585964206716267	0.05218178162075206	L	BOTH		
Morphological parameter	TBNK	SSC.TBNK.trait8	SSC-A on HLA DR+ CD4+	3060	0.1595	0.0503	0.1595334490071332	0.05002891844997108	L	A	CD4	
Morphological parameter	TBNK	SSC.TBNK.trait9	SSC-A on HLA DR+ CD8br	3060	0.1412	0.0491	0.1411700581395349	0.04960029069767442	L	A	CD8	
Absolute count	TBNK	TB_ry_Trait512	CD4+ AC	3652	0.6697	0.0893	0.41387381636344295	0.04862219385040962	L	A	CD4	BOTH
Relative count	TBNK	TB_ry_Trait513	CD4+ %T cell	3668	0.6729	0.0897	0.40368009868421045	0.048519736842105254	L	A	CD4	BOTH
Absolute count	TBNK	TB_ry_Trait515	CD8br AC	3652	0.6187	0.089	0.30930833872010344	0.04815772462831286	L	A	CD8	BOTH
Relative count	TBNK	TB_ry_Trait516	CD8br %T cell	3668	0.7658	0.0952	0.33322994210090984	0.04869727047146403	L	A	CD8	BOTH
Absolute count	TBNK	TB_ry_Trait518	DP (CD4+CD8+) AC	3652	0.4045	0.0649	0.312607944732297	0.04673371939449355	L	A		
Relative count	TBNK	TB_ry_Trait519	DP (CD4+CD8+) %T cell	3668	0.4599	0.0718	0.2893223819301848	0.046919917864476385	L	A		
Absolute count	TBNK	TB_ry_Trait524	CD8dim AC	3652	0.5849	0.0863	0.290257176395262	0.04791377654465905	L	A	CD8	BOTH
Relative count	TBNK	TB_ry_Trait525	CD8dim %T cell	3668	0.585	0.0854	0.3105875152998776	0.04783761729906161	L	A	CD8	BOTH
Absolute count	TBNK	TB_ry_Trait527	DN (CD4-CD8-) AC	3652	0.6658	0.0902	0.3836277974087161	0.04864546525323911	L	A		
Relative count	TBNK	TB_ry_Trait528	DN (CD4-CD8-) %T cell	3668	0.6967	0.0913	0.40006621785674873	0.04867012471029688	L	A		
Absolute count	TBNK	TB_Trait501	Leukocyte AC	3653	0.4586	0.0713	0.3069805695486789	0.047085432301840244	BOTH	BOTH		
Absolute count	TBNK	TB_Trait507	Lymphocyte AC	3653	0.6221	0.0878	0.3522322364284218	0.048312722699643686	L	BOTH		
Relative count	TBNK	TB_Trait508	Lymphocyte %leukocyte	3669	0.5024	0.0719	0.4360933738092746	0.04731497958756411	L	BOTH		
Absolute count	TBNK	TB_Trait509	T cell AC	3653	0.5996	0.0855	0.3542813950977216	0.04815894611812979	L	A		
Relative count	TBNK	TB_Trait510	T cell %lymphocyte	3669	0.609	0.0845	0.39837398373983735	0.04812129202373105	L	A		
Relative count	TBNK	TB_Trait511	T cell %leukocyte	3669	0.5652	0.0794	0.41637168141592923	0.047787610619469026	L	A		
Relative count	TBNK	TB_Trait514	CD4+ %leukocyte	3668	0.5504	0.0796	0.3699614065180103	0.047813036020583184	L	A	CD4	BOTH
Relative count	TBNK	TB_Trait517	CD8br %leukocyte	3668	0.7346	0.0941	0.3628538836461682	0.048740018666390134	L	A	CD8	BOTH
Relative count	TBNK	TB_Trait520	DP (CD4+CD8+) %leukocyte	3668	0.4669	0.073	0.27284890901605596	0.04682997118155619	L	A		
Absolute count	TBNK	TB_Trait521	CD4+ CD8dim AC	3652	0.5471	0.0817	0.30496812708691695	0.04775877769907923	L	A		
Relative count	TBNK	TB_Trait522	CD4+ CD8dim %lymphocyte	3668	0.5714	0.0847	0.28614426569797613	0.04763881681370005	L	A		
Relative count	TBNK	TB_Trait523	CD4+ CD8dim %leukocyte	3668	0.5923	0.0871	0.28325605358062855	0.04770736733642453	L	A		
Relative count	TBNK	TB_Trait526	CD8dim %leukocyte	3668	0.5914	0.0851	0.3378532243039023	0.04792464548183418	L	A	CD8	BOTH
Relative count	TBNK	TB_Trait529	DN (CD4-CD8-) %leukocyte	3668	0.6636	0.0888	0.40935871289372305	0.04849308860185814	L	A		
Relative count	TBNK	TB_Trait532	CD8br and CD8dim %leukocyte	3668	0.7485	0.094	0.37056259082416443	0.048785551172929216	L	A	CD8	BOTH
Absolute count	TBNK	TB_Trait533	TCRgd AC	3650	0.483	0.0768	0.20910780669144982	0.0466749277158199	L	BOTH		
Relative count	TBNK	TB_Trait534	TCRgd %T cell	3666	0.3809	0.0639	0.22057936028968014	0.045866022933011466	L	BOTH		
Relative count	TBNK	TB_Trait535	TCRgd %lymphocyte	3666	0.3767	0.0634	0.22120843471208435	0.04582319545823195	L	BOTH		
Absolute count	TBNK	TB_Trait536	HLA DR+ T cell AC	3580	0.5609	0.0825	0.35518243461414273	0.048649230438058334	L	A		
Relative count	TBNK	TB_Trait537	HLA DR+ T cell%T cell	3596	0.5511	0.0823	0.3252890899949723	0.048391151332327804	L	A		
Relative count	TBNK	TB_Trait538	HLA DR+ T cell%lymphocyte	3596	0.5453	0.0814	0.3320665083135392	0.04833729216152018	L	A		
Absolute count	TBNK	TB_Trait539	NKT AC	3653	0.7256	0.0925	0.4050480769230769	0.048878205128205135	L	BOTH		
Relative count	TBNK	TB_Trait540	NKT %T cell	3669	0.7087	0.0902	0.4414773889912011	0.04859832207898506	L	BOTH		
Relative count	TBNK	TB_Trait541	NKT %lymphocyte	3669	0.7644	0.0915	0.4358377995752857	0.048842147841035494	L	BOTH		
Absolute count	TBNK	TB_Trait542	HLA DR+ CD4+ AC	3579	0.5125	0.0768	0.36637739207832665	0.048397863818424564	L	A	CD4	
Relative count	TBNK	TB_Trait543	HLA DR+ CD4+ %T cell	3595	0.498	0.0764	0.3192349137931035	0.048087284482758626	L	A	CD4	
Relative count	TBNK	TB_Trait544	HLA DR+ CD4+ %lymphocyte	3595	0.4709	0.0732	0.3212382643998985	0.047830499873128644	L	A	CD4	
Absolute count	TBNK	TB_Trait545	HLA DR+ CD8br AC	3579	0.525	0.0789	0.34644351464435147	0.04843096234309624	L	A	CD8	
Relative count	TBNK	TB_Trait546	HLA DR+ CD8br %T cell	3595	0.5307	0.08	0.3250056779468544	0.04826254826254826	L	A	CD8	
Relative count	TBNK	TB_Trait547	HLA DR+ CD8br %lymphocyte	3595	0.5197	0.0783	0.33982184097657536	0.04827889585395359	L	A	CD8	
Absolute count	TBNK	TB_Trait548	CD8br NKT AC	3652	0.6494	0.0907	0.33818622990597513	0.048427863714487915	L	BOTH	CD8	
Relative count	TBNK	TB_Trait549	CD8br NKT %T cell	3668	0.6638	0.0913	0.3435722411831627	0.04840210983555694	L	BOTH	CD8	
Relative count	TBNK	TB_Trait550	CD8br NKT %lymphocyte	3668	0.6766	0.0919	0.3530672654894355	0.048484229866285596	L	BOTH	CD8	
Absolute count	TBNK	TB_Trait551	CD8dim NKT AC	3652	0.6344	0.0895	0.3344671201814059	0.048340548340548344	L	BOTH	CD8	
Relative count	TBNK	TB_Trait552	CD8dim NKT %T cell	3668	0.6579	0.0911	0.3388479774034096	0.04832038737012004	L	BOTH	CD8	
Relative count	TBNK	TB_Trait553	CD8dim NKT %lymphocyte	3668	0.661	0.0909	0.35145848155300335	0.048378900294745404	L	BOTH	CD8	
Absolute count	TBNK	TB_Trait554	DN (CD4-CD8-) NKT AC	3652	0.7407	0.0912	0.4460310793784124	0.04892902141957161	L	BOTH		
Relative count	TBNK	TB_Trait555	DN (CD4-CD8-) NKT %T cell	3668	0.7486	0.0913	0.44299008078535634	0.048880253604663054	L	BOTH		
Relative count	TBNK	TB_Trait556	DN (CD4-CD8-) NKT %lymphocyte	3668	0.7327	0.0911	0.44109447599380486	0.04873515745998967	L	BOTH		
Absolute count	TBNK	TB_Trait560	CD3- lymphocyte AC	3653	0.6655	0.0896	0.3979570564936418	0.048572024181780284	L	BOTH		
