species	rank	gene_id	gene_symbol	sum_umi
pig	145	ENSSSCG00000039046	ENSSSCG00000039046	142.5
pig	146	ENSSSCG00000008633	PDIA6	142
pig	147	ENSSSCG00000017212	SUMO2	141.667
pig	148	ENSSSCG00000050662	ENSSSCG00000050662	141.003
pig	149	ENSSSCG00000025675	EEF2	141
pig	150	ENSSSCG00000023674	SON	140.5
pig	151	ENSSSCG00000015140	HSPA8	138.5
pig	152	ENSSSCG00000005029	RTRAF	138
pig	153	ENSSSCG00000034019	ENSSSCG00000034019	135.5
pig	154	ENSSSCG00000003555	HMGN2	135
pig	155	ENSSSCG00000022545	CALM3	134
pig	156	ENSSSCG00000008044	MLST8	130.661
pig	157	ENSSSCG00000024307	PRM2	130
pig	158	ENSSSCG00000013746	CALR	129
pig	159	ENSSSCG00000060494	FSIP2	128
pig	160	ENSSSCG00000008913	IGFBP7	126.417
pig	161	ENSSSCG00000033500	SNRPD2	125
pig	162	ENSSSCG00000034570	IFI6	125
pig	163	ENSSSCG00000032092	DDX5	122.333
pig	164	ENSSSCG00000032003	ENSSSCG00000032003	122
pig	165	ENSSSCG00000000849	HSP90B1	122
pig	166	ENSSSCG00000040080	PTGDS	121
pig	167	ENSSSCG00000009746	ENSSSCG00000009746	120.26
pig	168	ENSSSCG00000025293	HLTF	119
pig	169	ENSSSCG00000034966	TTC33	118.425
pig	170	ENSSSCG00000008195	COX5B	118
pig	171	ENSSSCG00000030668	UQCC2	117.5
pig	172	ENSSSCG00000022343	ENO1	117.22
pig	173	ENSSSCG00000039345	FATE1	117
pig	174	ENSSSCG00000029443	TKTL1	116
pig	175	ENSSSCG00000000361	CD63	113
pig	176	ENSSSCG00000045485	ENSSSCG00000045485	113
pig	177	ENSSSCG00000016737	ENSSSCG00000016737	113
pig	178	ENSSSCG00000003798	SERBP1	112.5
pig	179	ENSSSCG00000024052	GPX4	112
pig	180	ENSSSCG00000028865	SAP18	112
pig	181	ENSSSCG00000011000	DNAJA1	110
pig	182	ENSSSCG00000005848	CIMIP2A	109.743
pig	183	ENSSSCG00000023467	ENSSSCG00000023467	109
pig	184	ENSSSCG00000059095	MLF1	108.088
pig	185	ENSSSCG00000013470	MRPS33	107.073
pig	186	ENSSSCG00000035690	SFPQ	107
pig	187	ENSSSCG00000037046	TUBB4B	106.743
pig	188	ENSSSCG00000010877	HNRNPU	106.611
pig	189	ENSSSCG00000007221	DEFB119	106
pig	190	ENSSSCG00000010067	MIF	104
pig	191	ENSSSCG00000054693	ENSSSCG00000054693	104
pig	192	ENSSSCG00000023304	SRRM2	104
pig	193	ENSSSCG00000038399	ATP5PF	103
pig	194	ENSSSCG00000010281	PSAP	103
pig	195	ENSSSCG00000016275	NCL	103
pig	196	ENSSSCG00000033673	SLC25A6	103
pig	197	ENSSSCG00000008183	MRPL30	102.495
pig	198	ENSSSCG00000006062	YWHAZ	101.833
pig	199	ENSSSCG00000016128	EEF1B2	101
pig	200	ENSSSCG00000011033	VIM	100
pig	201	ENSSSCG00000017591	NME2	100
pig	202	ENSSSCG00000025768	CALM1	100
pig	203	ENSSSCG00000029573	NASP	99.5
pig	204	ENSSSCG00000013030	PRDX5	99
pig	205	ENSSSCG00000005656	ENSSSCG00000005656	98.5
pig	206	ENSSSCG00000000886	SLC25A3	98
pig	207	ENSSSCG00000016974	MAP1B	98
pig	208	ENSSSCG00000007520	ENSSSCG00000007520	98
pig	209	ENSSSCG00000040879	CNBP	97.9734
pig	210	ENSSSCG00000011439	PHF7	97
pig	211	ENSSSCG00000015326	COL1A2	97
pig	212	ENSSSCG00000009403	ITM2B	97
pig	213	ENSSSCG00000038579	DKKL1	97
pig	214	ENSSSCG00000023331	ENSSSCG00000023331	96.5
pig	215	ENSSSCG00000014264	HINT1	96
pig	216	ENSSSCG00000034709	EIF5	96
pig	217	ENSSSCG00000021873	CRABP1	95
pig	218	ENSSSCG00000000915	DCN	95
pig	219	ENSSSCG00000037920	TRIM28	94
pig	220	ENSSSCG00000009704	HMGB2	94
pig	221	ENSSSCG00000009904	DYNLL1	94
pig	222	ENSSSCG00000038107	ENSSSCG00000038107	94
pig	223	ENSSSCG00000033733	HMGN1	93.5
pig	224	ENSSSCG00000031242	ENSSSCG00000031242	92.9468
pig	225	ENSSSCG00000040118	ENSSSCG00000040118	92.5
pig	226	ENSSSCG00000031616	FOSB	92
pig	227	ENSSSCG00000002470	DDX24	91
pig	228	ENSSSCG00000026360	CLGN	91
pig	229	ENSSSCG00000005110	SYNE2	91
pig	230	ENSSSCG00000011803	ENSSSCG00000011803	90.6667
pig	231	ENSSSCG00000051899	B2M	89.5667
pig	232	ENSSSCG00000035341	C6orf89	89.1756
pig	233	ENSSSCG00000006752	CSDE1	88.5
pig	234	ENSSSCG00000008995	LRAT	88.4922
pig	235	ENSSSCG00000013405	EIF4G2	88.3333
pig	236	ENSSSCG00000012427	ENSSSCG00000012427	88.0667
pig	237	ENSSSCG00000023325	ACY1	88.0006
pig	238	ENSSSCG00000013046	COX8A	88
pig	239	ENSSSCG00000012974	CFL1	87
pig	240	ENSSSCG00000018034	ENSSSCG00000018034	87
pig	241	ENSSSCG00000056400	DEFB123	87
pig	242	ENSSSCG00000040396	SSNA1	87
pig	243	ENSSSCG00000016998	NPM1	86.5
pig	244	ENSSSCG00000000458	MON2	86.1152
pig	245	ENSSSCG00000005060	KTN1	86
pig	246	ENSSSCG00000002481	SERPINA5	86
pig	247	ENSSSCG00000040325	COX7C	86
pig	248	ENSSSCG00000000104	ENSSSCG00000000104	85.3333
pig	249	ENSSSCG00000054196	ENSSSCG00000054196	85
pig	250	ENSSSCG00000013155	ZFP91	85
pig	251	ENSSSCG00000017213	JPT1	85
pig	252	ENSSSCG00000039647	EIF3F	84
pig	253	ENSSSCG00000004945	RPL4	83
pig	254	ENSSSCG00000007291	EDEM2	82.3676
pig	255	ENSSSCG00000011085	MLLT10	81.4211
pig	256	ENSSSCG00000038308	RANBP1	81
pig	257	ENSSSCG00000009047	SMARCA5	81
pig	258	ENSSSCG00000016692	TAX1BP1	80
pig	259	ENSSSCG00000022757	TIMM13	79.7669
pig	260	ENSSSCG00000061790	FBXO22	79.6741
pig	261	ENSSSCG00000053937	ARPP19	79.6475
pig	262	ENSSSCG00000012961	ENSSSCG00000012961	79
pig	263	ENSSSCG00000006954	EEF1D	79
pig	264	ENSSSCG00000006994	PCM1	79
pig	265	ENSSSCG00000015310	AKAP9	79
pig	266	ENSSSCG00000022398	NUCKS1	76
pig	267	ENSSSCG00000017413	HSPB9	76
pig	268	ENSSSCG00000051760	ENSSSCG00000051760	75.779
pig	269	ENSSSCG00000032947	SRRM1	75.6667
pig	270	ENSSSCG00000025071	BTNL2	75.1581
pig	271	ENSSSCG00000024776	SNRPG	75
pig	272	ENSSSCG00000022635	BEX4	75
pig	273	ENSSSCG00000014020	CANX	75
pig	274	ENSSSCG00000026414	ATOX1	75
pig	275	ENSSSCG00000054789	YPEL1	75
pig	276	ENSSSCG00000026392	BSDC1	74.5136
pig	277	ENSSSCG00000013786	ZNF333	74.1873
pig	278	ENSSSCG00000016961	CDK7	74.1193
pig	279	ENSSSCG00000009570	MPHOSPH8	74
pig	280	ENSSSCG00000023880	RRP8	73.8878
pig	281	ENSSSCG00000004561	HERC1	73.1955
pig	282	ENSSSCG00000052280	ATP5MG	73
pig	283	ENSSSCG00000011747	CLDN11	73
pig	284	ENSSSCG00000012686	MOSPD1	72.6567
pig	285	ENSSSCG00000033842	CFDP1	72
pig	286	ENSSSCG00000005832	MAMDC4	72
pig	287	ENSSSCG00000037803	MARCKS	72
pig	288	ENSSSCG00000008484	SRSF7	72
pig	289	ENSSSCG00000000496	CCT2	71
pig	290	ENSSSCG00000005651	ODF2	71
pig	291	ENSSSCG00000014336	EGR1	70.5
pig	292	ENSSSCG00000000522	NAP1L1	70.5
pig	293	ENSSSCG00000013735	JUNB	70
pig	294	ENSSSCG00000040524	ISYNA1	70
pig	295	ENSSSCG00000008508	FAM98A	70
pig	296	ENSSSCG00000015867	PRPF40A	70
pig	297	ENSSSCG00000005576	ZBTB6	69.9055
pig	298	ENSSSCG00000015565	ENSSSCG00000015565	69.7554
pig	299	ENSSSCG00000029698	LRRC42	69.58
pig	300	ENSSSCG00000062892	ANP32B	69
pig	301	ENSSSCG00000041220	NDUFA7	69
pig	302	ENSSSCG00000000071	ST13	69
pig	303	ENSSSCG00000006487	CCT3	69
pig	304	ENSSSCG00000004875	CYB5A	68
pig	305	ENSSSCG00000031913	NDUFB4	68
pig	306	ENSSSCG00000057761	ENSSSCG00000057761	67.274
pig	307	ENSSSCG00000011943	BBX	67
pig	308	ENSSSCG00000011351	TMA7	67
pig	309	ENSSSCG00000021247	HMGB4	67
pig	310	ENSSSCG00000037142	ENSSSCG00000037142	67
pig	311	ENSSSCG00000013455	IZUMO4	67
pig	312	ENSSSCG00000061347	TUBA1A	66.4167
pig	313	ENSSSCG00000003566	NUDC	66
pig	314	ENSSSCG00000012965	DRAP1	66
pig	315	ENSSSCG00000000743	FKBP4	66
pig	316	ENSSSCG00000039506	MYL6	66
pig	317	ENSSSCG00000026430	ENSSSCG00000026430	66
pig	318	ENSSSCG00000013436	UQCR11	66
pig	319	ENSSSCG00000003809	JAK1	66
pig	320	ENSSSCG00000053522	ATP6V1G1	66
pig	321	ENSSSCG00000014343	MATR3	65.7833
pig	322	ENSSSCG00000037264	RAB31	65.4177
pig	323	ENSSSCG00000009536	ARGLU1	65
pig	324	ENSSSCG00000011854	LRCH3	64.8537
pig	325	ENSSSCG00000046387	PSMD2	64
pig	326	ENSSSCG00000002963	ENSSSCG00000002963	64
pig	327	ENSSSCG00000012957	SF3B2	64
pig	328	ENSSSCG00000039243	CD81	64
pig	329	ENSSSCG00000028340	ENSSSCG00000028340	64
pig	330	ENSSSCG00000005006	RPL36AL	64
pig	331	ENSSSCG00000024313	NDUFA4	64
pig	332	ENSSSCG00000062888	YWHAE	64
pig	333	ENSSSCG00000015545	ENSSSCG00000015545	64
pig	334	ENSSSCG00000002850	ENSSSCG00000002850	63.6053
pig	335	ENSSSCG00000010029	DRG1	63.1783
pig	336	ENSSSCG00000004499	ATP5F1A	63
pig	337	ENSSSCG00000007381	YWHAB	63
pig	338	ENSSSCG00000013029	TRMT112	63
pig	339	ENSSSCG00000022869	BCAP29	63
pig	340	ENSSSCG00000028996	ALDH1A1	62.5
pig	341	ENSSSCG00000022760	ENSSSCG00000022760	62.3333
pig	342	ENSSSCG00000036135	COL1A1	62
pig	343	ENSSSCG00000003374	ESPN	62
pig	344	ENSSSCG00000035059	MCM10	61.8679
pig	345	ENSSSCG00000001971	HECTD1	61.5
pig	346	ENSSSCG00000000871	SLC5A8	61.2534
pig	347	ENSSSCG00000014031	ENSSSCG00000014031	61
pig	348	ENSSSCG00000001769	MORF4L1	61
pig	349	ENSSSCG00000001564	SRSF3	61
pig	350	ENSSSCG00000000116	POLR2F	61
pig	351	ENSSSCG00000007026	VDAC3	61
pig	352	ENSSSCG00000003385	PARK7	61
pig	353	ENSSSCG00000027307	NDUFA11	61
pig	354	ENSSSCG00000030119	PRPF3	60.7471
pig	355	ENSSSCG00000032531	SMG1	60.1429
pig	356	ENSSSCG00000003261	ENSSSCG00000003261	60
pig	357	ENSSSCG00000016034	COL3A1	60
pig	358	ENSSSCG00000012171	PRDX4	60
pig	359	ENSSSCG00000054284	PABPN1	60
pig	360	ENSSSCG00000016744	TMED4	60
pig	361	ENSSSCG00000011101	ITGB1	60
pig	362	ENSSSCG00000006084	MTDH	60
pig	363	ENSSSCG00000020790	COPS9	59
pig	364	ENSSSCG00000029652	TMBIM6	59
pig	365	ENSSSCG00000005071	ARMH4	59
pig	366	ENSSSCG00000057266	DDT	59
pig	367	ENSSSCG00000008701	LRPAP1	59
pig	368	ENSSSCG00000052432	ENSSSCG00000052432	58.8763
pig	369	ENSSSCG00000061895	ENSSSCG00000061895	58.7985
pig	370	ENSSSCG00000052017	ENSSSCG00000052017	58.3333
pig	371	ENSSSCG00000041783	ENSSSCG00000041783	58.2459
pig	372	ENSSSCG00000000288	HNRNPA1	58.2
pig	373	ENSSSCG00000029954	THRAP3	58
pig	374	ENSSSCG00000060915	ENSSSCG00000060915	58
pig	375	ENSSSCG00000015581	CENPF	58
pig	376	ENSSSCG00000015988	ENSSSCG00000015988	57.5
pig	377	ENSSSCG00000017306	ITGB3	57.1972
pig	378	ENSSSCG00000015690	UBXN4	57.1384
pig	379	ENSSSCG00000041944	ENSSSCG00000041944	57.062
pig	380	ENSSSCG00000003820	USP1	57
pig	381	ENSSSCG00000037455	NDUFS8	57
pig	382	ENSSSCG00000040786	SPTBN1	57
pig	383	ENSSSCG00000008638	YWHAQ	57
pig	384	ENSSSCG00000034137	PPIB	57
pig	385	ENSSSCG00000004048	TCP1	57
pig	386	ENSSSCG00000033311	TMEM186	57
pig	387	ENSSSCG00000011882	GOLGB1	57
pig	388	ENSSSCG00000049181	ENSSSCG00000049181	56.4207
pig	389	ENSSSCG00000022300	MAT2A	56.3333
pig	390	ENSSSCG00000008614	SMC6	56
pig	391	ENSSSCG00000002860	PDCD5	56
pig	392	ENSSSCG00000026644	DDX46	56
pig	393	ENSSSCG00000040827	CFAP298	56
pig	394	ENSSSCG00000043201	ENSSSCG00000043201	55.9965
pig	395	ENSSSCG00000001655	MEA1	55.9938
pig	396	ENSSSCG00000021355	SOD1	55.5
pig	397	ENSSSCG00000037575	FKBP14	55.3614
pig	398	ENSSSCG00000016912	PLPP1	55.1587
pig	399	ENSSSCG00000033374	MRPL20	55
pig	400	ENSSSCG00000037245	HNRNPDL	55
pig	401	ENSSSCG00000000694	GAPDH	55
pig	402	ENSSSCG00000015973	ATP5MC3	55
pig	403	ENSSSCG00000008303	CCT7	55
pig	404	ENSSSCG00000006527	KRTCAP2	55
pig	405	ENSSSCG00000033332	PSMA7	55
pig	406	ENSSSCG00000001736	CRISP2	55
pig	407	ENSSSCG00000011870	PDIA5	54.566
pig	408	ENSSSCG00000017289	DDX42	54.5
pig	409	ENSSSCG00000003654	MACF1	54.5
pig	410	ENSSSCG00000047301	ENSSSCG00000047301	54.1343
pig	411	ENSSSCG00000050940	PRICKLE4	54
pig	412	ENSSSCG00000009555	LAMP1	54
pig	413	ENSSSCG00000006556	ENSSSCG00000006556	54
pig	414	ENSSSCG00000053466	CIRBP	54
pig	415	ENSSSCG00000010447	ACTA2	54
pig	416	ENSSSCG00000034230	RBX1	54
pig	417	ENSSSCG00000032390	NDUFB2	53.75
pig	418	ENSSSCG00000011447	SPCS1	53.5
pig	419	ENSSSCG00000004687	ENSSSCG00000004687	53.4333
pig	420	ENSSSCG00000038156	TMED7	53.3587
pig	421	ENSSSCG00000027121	ODC1	53
pig	422	ENSSSCG00000000406	PTGES3	53
pig	423	ENSSSCG00000033653	U2AF1	53
pig	424	ENSSSCG00000009828	PPP1CC	53
pig	425	ENSSSCG00000037772	ATP5PB	53
pig	426	ENSSSCG00000018051	COPS3	53
pig	427	ENSSSCG00000006688	ANKRD35	53
pig	428	ENSSSCG00000035762	ENSSSCG00000035762	53
pig	429	ENSSSCG00000046879	ZNF391	52.7924
pig	430	ENSSSCG00000002704	KARS1	52.5
pig	431	ENSSSCG00000022900	SUPT16H	52.5
pig	432	ENSSSCG00000056856	ENSSSCG00000056856	52.3506
pig	433	ENSSSCG00000015947	DCAF17	52.1325
pig	434	ENSSSCG00000001966	ARHGAP5	52
pig	435	ENSSSCG00000035857	ENSSSCG00000035857	52
pig	436	ENSSSCG00000015197	SPA17	52
pig	437	ENSSSCG00000032946	ENSSSCG00000032946	52
pig	438	ENSSSCG00000007165	MRPS26	52
pig	439	ENSSSCG00000005300	VCP	52
pig	440	ENSSSCG00000029179	HIGD2A	52
pig	441	ENSSSCG00000000697	CHD4	52
pig	442	ENSSSCG00000032650	SUB1	52
pig	443	ENSSSCG00000017544	ATP5MC1	52
pig	444	ENSSSCG00000035612	COX6B2	52
pig	445	ENSSSCG00000039745	HMOX1	51.9641
pig	446	ENSSSCG00000006926	GTF2B	51.959
pig	447	ENSSSCG00000008423	PPP1R21	51.9088
pig	448	ENSSSCG00000015790	SLC25A4	51.665
pig	449	ENSSSCG00000003653	NDUFS5	51
pig	450	ENSSSCG00000013661	EIF3G	51
pig	451	ENSSSCG00000008735	BOD1L1	51
pig	452	ENSSSCG00000012625	PGRMC1	51
pig	453	ENSSSCG00000044340	EEA1	51
pig	454	ENSSSCG00000032971	SMC1B	51
pig	455	ENSSSCG00000004163	BCLAF1	51
pig	456	ENSSSCG00000016094	BZW1	51
pig	457	ENSSSCG00000060488	ARID4B	51
pig	458	ENSSSCG00000029183	SEC11A	51
pig	459	ENSSSCG00000015480	PRRC2C	51
pig	460	ENSSSCG00000038973	PPP1R12A	51
pig	461	ENSSSCG00000038953	UBE2B	51
pig	462	ENSSSCG00000002145	TTC5	50.7689
pig	463	ENSSSCG00000002295	VTI1B	50.5
pig	464	ENSSSCG00000017836	PAFAH1B1	50.5
pig	465	ENSSSCG00000010679	EIF3A	50
pig	466	ENSSSCG00000008138	GCC2	50
pig	467	ENSSSCG00000001075	ENSSSCG00000001075	50
pig	468	ENSSSCG00000036988	ENSSSCG00000036988	50
pig	469	ENSSSCG00000012149	RBBP7	50
pig	470	ENSSSCG00000056961	NDUFA13	50
pig	471	ENSSSCG00000005904	VPS28	50
pig	472	ENSSSCG00000017069	LARP1	50
pig	473	ENSSSCG00000017761	UNC119	50
pig	474	ENSSSCG00000042052	ENSSSCG00000042052	49.6997
pig	475	ENSSSCG00000013778	NDUFB7	49.5
pig	476	ENSSSCG00000021408	TKT	49.4708
pig	477	ENSSSCG00000001107	SLC17A1	49.436
pig	478	ENSSSCG00000062923	ENSSSCG00000062923	49.1557
pig	479	ENSSSCG00000003914	PRDX1	49
pig	480	ENSSSCG00000036658	PSMD8	49
pig	481	ENSSSCG00000031639	ZCCHC17	49
pig	482	ENSSSCG00000002907	ENSSSCG00000002907	49
pig	483	ENSSSCG00000024693	MRPL17	49
pig	484	ENSSSCG00000035684	TMED10	49
pig	485	ENSSSCG00000007498	FAM209B	49
pig	486	ENSSSCG00000031132	SIVA1	49
pig	487	ENSSSCG00000011243	GOLGA4	49
pig	488	ENSSSCG00000023122	KHDRBS1	49
pig	489	ENSSSCG00000031053	S100A1	49
pig	490	ENSSSCG00000000651	CLEC12B	49
pig	491	ENSSSCG00000017957	EIF4A1	49
pig	492	ENSSSCG00000024550	UQCR10	49
pig	493	ENSSSCG00000040854	ENSSSCG00000040854	48.8333
pig	494	ENSSSCG00000030225	TRA2B	48.8333
pig	495	ENSSSCG00000015589	VASH2	48.6958
pig	496	ENSSSCG00000038549	ZFP36L2	48.5
pig	497	ENSSSCG00000001471	BRD2	48.5
pig	498	ENSSSCG00000013305	CAPRIN1	48.5
pig	499	ENSSSCG00000013460	OAZ1	48.5
pig	500	ENSSSCG00000000141	EIF3D	48
