rank	gene	variance	mean
1477	METTL26	0.018922	0.54295
1478	UBE2I	0.0299551	0.885602
1479	MRPS34	0.0265137	0.684355
1480	MSRB1	0.0161053	0.223548
1481	NDUFB10	0.0434041	0.766744
1482	RPS2	0.219898	1.97747
1483	RNPS1	0.0198432	0.720753
1484	ATP6V0C	0.352172	1.52187
1485	SRRM2	0.00843711	0.435385
1486	ELOB	0.421446	2.49281
1487	HCFC1R1	0.00994266	0.287973
1488	IL32	7.90378	6.88948
1489	HMOX2	0.00770033	0.403509
1490	CARHSP1	0.0159922	0.298332
1491	LITAF	0.08712	1.33597
1492	RSL1D1	0.0216633	0.907253
1493	TNFRSF17	0.0174056	0.162998
1494	CPPED1	0.0362856	0.343379
1495	RPS15A	14.8646	22.7332
1496	METTL9	0.0178258	0.211723
1497	IGSF6	0.0654631	0.56153
1498	UQCRC2	0.0156176	0.518794
1499	NDUFAB1	0.0485714	0.757735
1500	PRKCB	0.0142766	0.342178
1501	NSMCE1	0.00690289	0.34884
1502	SULT1A1	0.0230199	0.224243
1503	TUFM	0.066732	0.879924
1504	SPN	0.00958617	0.37376
1505	KIF22	0.00761013	0.2294
1506	MVP	0.0184619	0.526542
1507	TMEM219	0.0147247	0.597077
1508	ALDOA	0.584175	2.02358
1509	PPP4C	0.00788824	0.181805
1510	CORO1A	1.13336	4.63532
1511	SEPTIN1	0.0155018	0.487823
1512	FUS	0.0150628	0.81803
1513	PYCARD	0.442518	1.57187
1514	ITGAM	0.0183058	0.248162
1515	CES1	0.0252744	0.206073
1516	NUDT21	0.011137	0.331989
1517	MT2A	5.93277	3.04506
1518	MT1E	0.0407729	0.227897
1519	MT1F	0.00997484	0.221916
1520	MT1X	0.0895238	0.45112
1521	HERPUD1	0.0236058	0.669911
1522	ADGRG1	0.0112929	0.215749
1523	CKLF	0.0130781	0.378295
1524	CIAO2B	0.031529	0.721571
1525	TMEM208	0.0124869	0.330697
1526	ATP6V0D1	0.0697434	0.666124
1527	NUTF2	0.0195135	0.482434
1528	PSMB10	0.08337	1.338
1529	HP	0.0352445	0.10675
1530	PSMD7	0.0274689	0.590137
1531	GABARAPL2	0.0128673	0.753189
1532	HSBP1	0.0547506	0.609261
1533	COTL1	0.279096	1.06324
1534	GINS2	0.00695493	0.0829892
1535	COX4I1	0.837983	5.35353
1536	MAP1LC3B	0.0255743	0.669642
1537	CYBA	0.121179	1.23332
1538	APRT	0.0388119	1.54582
1539	TRAPPC2L	0.00662728	0.349755
1540	RPL13	24.8397	25.4498
1541	TCF25	0.0183628	0.858405
1542	YWHAE	0.0624614	0.699896
1543	PRPF8	0.00598602	0.405012
1544	EMC6	0.00747707	0.359439
1545	ARRB2	0.0689243	0.920866
1546	PSMB6	0.0998692	0.925976
1547	RNF167	0.0163627	0.546943
1548	PFN1	8.78834	12.1056
1549	C1QBP	0.0270041	0.548672
1550	TXNDC17	0.0475073	0.563957
1551	XAF1	0.289188	0.550578
1552	ASGR2	0.0179737	0.175512
1553	ASGR1	0.0341736	0.288329
1554	GABARAP	1.09243	3.59783
1555	ELP5	0.00652826	0.162285
1556	EIF5A	0.120786	0.676124
1557	ACAP1	0.0215001	0.721796
1558	TMEM256	0.0145718	0.52009
1559	TNFSF13	0.0191667	0.210698
1560	EIF4A1	0.00920171	0.306179
1561	CD68	0.0234425	0.275016
1562	SAT2	0.0104836	0.312075
1563	NAA38	0.0499434	0.780623
1564	TRAPPC1	0.0806999	1.28164
1565	PER1	0.0106562	0.113825
1566	RPL26	0.781732	4.77825
1567	NCOR1	0.00876933	0.573998
1568	UBB	0.242916	2.3695
1569	SNHG29	0.360123	2.88313
1570	COPS3	0.00770578	0.296695
1571	ENSG00000262202	0.0339246	0.410919
1572	MAP2K3	0.00762853	0.279383
1573	WSB1	0.0146051	0.576388
1574	LGALS9	0.0413413	0.378635
1575	RPL23A	1.66177	7.69782
1576	SSH2	0.0100065	0.387811
1577	EVI2B	0.0179394	0.320186
1578	ZNF207	0.009819	0.389204
1579	PSMD11	0.00908818	0.329744
1580	SLFN5	0.0147155	0.365239
1581	TAF15	0.0135086	0.588153
1582	CCL5	5.21089	4.16236
1583	CCL4	0.0562054	0.497144
1584	AATF	0.00599867	0.339429
1585	PSMB3	0.247098	1.40709
1586	RPL23	0.1113	2.33283
1587	RPL19	13.2555	26.6659
1588	IKZF3	0.00758759	0.270202
1589	TOP2A	0.00739179	0.088131
1590	CCR7	0.112969	0.53188
1591	EIF1	1.5806	6.82307
1592	DNAJC7	0.0136613	0.460366
1593	RAB5C	0.00735346	0.270159
1594	STAT3	0.00796645	0.460838
1595	COA3	0.0092532	0.369306
1596	RPL27	0.58685	4.43752
1597	IFI35	0.0577204	0.389105
1598	SLC25A39	0.00637202	0.307807
1599	GRN	1.11536	1.40554
1600	FMNL1	0.0183678	0.296811
1601	KANSL1-AS1	0.00898825	0.116503
1602	KPNB1	0.0217154	0.592738
1603	SKAP1	0.0191239	0.526951
1604	CALCOCO2	0.00849991	0.476965
1605	ATP5MC1	0.0402698	0.651726
1606	ABI3	0.00890422	0.308001
1607	PHB1	0.0161815	0.454176
1608	LRRC59	0.0176005	0.296189
1609	LUC7L3	0.0117514	0.467908
1610	TOB1	0.0104049	0.26761
1611	NME2	0.0866103	1.04583
1612	SCPEP1	0.0155982	0.265627
1613	SUPT4H1	0.00933791	0.495156
1614	CLTC	0.00793677	0.315852
1615	VMP1	0.0173811	0.43618
1616	LIMD2	0.120514	2.25992
1617	PSMC5	0.0291875	0.702493
1618	CD79B	0.0131672	0.332668
1619	ICAM2	0.0158873	0.577436
1620	PECAM1	0.0438461	0.495254
1621	DDX5	0.43166	3.70006
1622	KPNA2	0.00894405	0.139278
1623	PRKAR1A	0.011426	0.377791
1624	RPL38	0.480457	4.99974
1625	CD300A	0.0111024	0.316206
1626	CD300C	0.00799338	0.139798
1627	CD300E	0.0296322	0.242275
1628	NHERF1	0.0225741	0.364559
1629	ATP5PD	0.11379	1.18673
1630	JPT1	0.129229	0.887946
1631	SUMO2	0.157528	2.24891
1632	MRPS7	0.00835902	0.337175
1633	GRB2	0.0757518	0.770678
1634	H3-3B	4.82464	7.83002
1635	SRSF2	0.0197232	0.287643
1636	SEC14L1	0.00935831	0.274387
1637	SEPTIN9	0.0173906	1.05403
1638	SYNGR2	0.0487862	0.91061
1639	TK1	0.00958284	0.098212
1640	BIRC5	0.00931077	0.097357
1641	SOCS3	0.0160702	0.174637
1642	TIMP2	0.0107246	0.152662
1643	LGALS3BP	0.0161901	0.156716
1644	RNF213	0.0994924	1.01685
1645	ACTG1	12.6848	11.1658
1646	P4HB	0.265233	1.19718
1647	ARHGDIA	0.0829093	1.08313
1648	ANAPC11	0.0565274	0.868658
1649	CENPX	0.00863056	0.279375
1650	DCXR	0.0216389	0.547246
1651	CD7	0.25813	1.53826
1652	CYBC1	0.0102344	0.434673
1653	TYMS	0.0118407	0.118516
1654	SMCHD1	0.0100297	0.316748
1655	EMILIN2	0.00712111	0.127939
1656	MYL12A	0.791805	5.61799
1657	MYL12B	0.138723	2.5167
1658	ANKRD12	0.0187756	0.72641
1659	RAB31	0.0137498	0.20582
1660	VAPA	0.0352517	0.749782
1661	PSMG2	0.00761826	0.439132
1662	PTPN2	0.00684928	0.419991
1663	ROCK1	0.00712233	0.434564
1664	SNRPD1	0.0432276	0.619741
1665	RIOK3	0.0186912	0.451212
1666	MAPRE2	0.00631814	0.342564
1667	ATP5F1A	0.126094	1.2935
1668	RPL17	0.0391622	1.08487
1669	TXNL1	0.01033	0.45526
1670	SEC11C	0.249292	0.909868
1671	LMAN1	0.0770311	0.561042
1672	MBP	0.00897108	0.216911
1673	PSMF1	0.0109992	0.528215
1674	FKBP1A	0.176988	1.41278
1675	SIRPG	0.00632957	0.202204
1676	SNRPB	0.0672658	0.797984
1677	NOP56	0.00629747	0.242681
1678	SIGLEC1	0.0102738	0.0726751
1679	ADISSP	0.0105395	0.359907
1680	CDC25B	0.0108938	0.36701
1681	TMEM230	0.0107463	0.567033
1682	PCNA	0.0242486	0.219596
1683	SNRPB2	0.0193525	0.592605
1684	DSTN	0.0130038	0.528995
1685	RRBP1	0.014853	0.299139
1686	XRN2	0.0180247	0.641667
1687	CST3	8.21118	4.25996
1688	CST7	0.434202	1.79472
1689	APMAP	0.0132081	0.402711
1690	HM13	0.0846806	0.799065
1691	ID1	0.0201502	0.0946702
1692	HCK	0.0649434	0.490127
1693	RALY	0.00817517	0.208644
1694	EIF2S2	0.0451831	0.799888
1695	AHCY	0.00836246	0.208858
1696	EIF6	0.00968909	0.43734
1697	ERGIC3	0.0195018	0.659475
1698	ROMO1	0.108648	1.02262
1699	RBM39	0.0494724	1.17214
1700	SCAND1	0.0678161	0.67867
1701	SAMHD1	0.1727	1.60736
1702	RPN2	0.110304	0.916008
1703	MAFB	0.0596625	0.249804
1704	TOP1	0.0264871	0.477877
1705	YWHAB	0.389422	3.32162
1706	STK4	0.0215613	0.886149
1707	UBE2C	0.0114985	0.104083
1708	CTSA	0.0810939	0.593177
1709	ZFAS1	0.0316621	0.949827
1710	PELATON	0.0295425	0.361592
1711	PTPN1	0.00798607	0.39758
1712	RTF2	0.00685388	0.418777
1713	GNAS	0.015068	0.426211
1714	CTSZ	0.0189926	0.26134
1715	ATP5F1E	2.81842	7.59077
1716	PSMA7	0.22679	1.66382
1717	ADRM1	0.0211741	0.529352
1718	RPS21	4.30832	13.6527
1719	PPDPF	0.442779	3.52135
1720	RGS19	0.0131604	0.585969
1721	GZMM	0.0402658	0.604132
1722	BSG	0.0443607	0.805583
1723	CFD	0.435379	0.862175
1724	CNN2	0.210172	1.71602
1725	POLR2E	0.0273583	0.620127
1726	GPX4	0.160847	1.62754
1727	ATP5F1D	0.129135	0.530849
1728	MIDN	0.027107	0.241851
1729	CIRBP	0.0465277	1.64747
1730	FAM174C	0.00659017	0.192632
1731	NDUFS7	0.0339845	0.677582
1732	RPS15	5.9495	19.6517
1733	UQCR11	0.212372	2.04382
1734	OAZ1	3.70041	5.736
1735	LSM7	0.0705525	1.11043
1736	TIMM13	0.00944734	0.370354
1737	GADD45B	0.0644684	0.470826
1738	TLE5	0.0239009	0.892681
1739	MRPL54	0.0212251	0.551379
1740	EEF2	1.5412	5.13358
1741	MYDGF	0.151618	0.849639
1742	PLIN3	0.0238191	0.285159
1743	RPL36	2.54812	11.8821
1744	MICOS13	0.00814746	0.612948
1745	NDUFA11	0.00640318	0.28027
1746	CLPP	0.0136693	0.408091
1747	ALKBH7	0.0101213	0.627591
1748	PET100	0.0265065	0.682001
1749	STXBP2	0.271394	0.961396
1750	RETN	0.0226979	0.216669
1751	MCEMP1	0.0566098	0.197938
1752	CD320	0.0074886	0.264419
1753	RPS28	9.65452	25.773
1754	HNRNPM	0.0525814	1.02226
1755	PRAM1	0.0116203	0.214926
1756	MYO1F	0.0679874	0.699848
1757	UBL5	0.165307	1.83505
1758	PIN1	0.00686779	0.187982
1759	SHFL	0.0103452	0.316218
1760	EIF3G	0.052725	1.37194
1761	DNMT1	0.015579	0.384515
1762	MRPL4	0.00651945	0.296456
1763	ICAM3	0.0274411	0.914767
1764	CDC37	0.0411925	1.10034
1765	CDKN2D	0.0062526	0.163769
1766	ILF3	0.00604377	0.404136
1767	C19orf38	0.0348565	0.320168
1768	TMEM205	0.0133399	0.264532
1769	PRKCSH	0.00798559	0.403675
1770	GET3	0.00611316	0.298665
1771	JUNB	0.757108	1.05481
1772	PRDX2	0.0662813	0.904035
1773	CALR	0.855777	2.08078
1774	RAD23A	0.0182263	0.662139
1775	TRMT1	0.00611411	0.28551
1776	STX10	0.00988758	0.27556
1777	IER2	0.198631	1.0957
1778	C19orf53	0.0337008	1.05321
1779	MIR23AHG	0.0101562	0.207584
1780	ADGRE5	0.0334889	0.914838
1781	DDX39A	0.0354464	0.443153
1782	DNAJB1	0.0147804	0.487138
1783	TECR	0.0218789	0.637954
1784	NDUFB7	0.0366742	0.818701
1785	TPM4	0.0705462	0.716713
1786	RAB8A	0.0131584	0.498624
1787	FAM32A	0.00819676	0.372531
1788	KLF2	0.0103249	0.352816
1789	MRPL34	0.0080114	0.409694
1790	BST2	0.407584	1.32149
1791	PGLS	0.0528023	1.01264
1792	RPL18A	9.27977	20.8952
1793	CCDC124	0.0114816	0.37533
1794	IFI30	0.125835	0.51562
1795	JUND	0.00706889	0.209359
1796	LSM4	0.0124086	0.33704
1797	LRRC25	0.0241356	0.303609
1798	KXD1	0.0116575	0.401877
1799	UBA52	1.3381	7.76771
1800	REX1BD	0.0136217	0.555218
1801	COPE	0.0933662	0.960995
1802	UQCRFS1	0.054557	0.743096
1803	PDCD5	0.0256153	0.552638
1804	PEPD	0.00647273	0.30305
1805	GPI	0.0294346	0.605838
1806	FXYD5	0.238083	4.34846
1807	COX6B1	0.431583	2.66114
1808	HCST	0.131319	2.53769
1809	TYROBP	8.82908	6.56445
1810	TBCB	0.0168249	0.389712
1811	CAPNS1	0.0265265	0.331436
1812	YIF1B	0.011129	0.28825
1813	PSMD8	0.0686096	0.872525
1814	EIF3K	0.284592	3.10563
1815	ACTN4	0.0111281	0.356254
1816	MRPS12	0.00803612	0.340776
1817	GMFG	0.373167	2.64642
1818	ZFP36	1.20048	2.83846
1819	RPS16	2.52263	8.30387
1820	FBL	0.0104496	0.433084
1821	PSMC4	0.0110564	0.378235
1822	PLD3	0.0117784	0.385913
1823	BLVRB	0.143786	0.687239
1824	SHKBP1	0.0277926	0.535486
1825	SNRPA	0.019864	0.521168
1826	ENSG00000268027	0.0154696	0.436988
1827	RPS19	8.73057	17.8665
1828	CD79A	0.0572023	0.563021
1829	ARHGEF1	0.00764495	0.381106
1830	RABAC1	0.029105	0.587229
1831	POU2F2	0.0104689	0.404217
1832	ETHE1	0.0116888	0.381029
1833	PLAUR	0.0576081	0.324519
1834	FOSB	0.0297625	0.551725
1835	VASP	0.00944059	0.229029
1836	SNRPD2	0.203593	2.36174
1837	CALM3	0.050363	0.862783
1838	AP2S1	0.161791	1.20339
1839	SAE1	0.00777861	0.236145
1840	C5AR1	0.0273495	0.287337
1841	NAPA	0.0299499	0.603435
1842	SELENOW	0.0695042	1.05983
1843	EMP3	0.388193	3.08259
1844	KDELR1	0.0343569	0.715056
1845	RPL18	8.23857	18.0783
1846	PPP1R15A	0.0891825	0.712746
1847	NUCB1	0.0345033	0.665997
1848	BAX	0.00826221	0.192558
1849	FTL	232.369	32.6318
1850	CD37	0.102175	3.24629
1851	RPL13A	1.46748	7.79655
1852	RPS11	0.243857	3.86865
1853	FCGRT	0.0641161	0.544064
1854	NOSIP	0.116601	1.39307
1855	PRMT1	0.0137435	0.465229
1856	JOSD2	0.00798602	0.224021
1857	CD33	0.00779496	0.181491
1858	ETFB	0.0130357	0.344369
1859	NKG7	5.51397	5.90094
1860	FPR1	0.400983	0.631167
1861	PPP2R1A	0.0148527	0.653002
1862	MYADM	0.0408515	0.495267
1863	OSCAR	0.0151921	0.141572
1864	NDUFA3	0.0997342	1.27977
1865	RPS9	3.86179	8.46125
1866	LILRB3	0.0372824	0.220264
1867	LILRB2	0.163717	0.57467
1868	LILRA5	0.243348	0.585224
1869	LAIR2	0.00740406	0.0861206
1870	LILRA2	0.0289821	0.286486
1871	LILRB1	0.0537387	0.358454
1872	LILRB4	0.0376704	0.244021
1873	TNNT1	0.0249987	0.096557
1874	RPL28	28.6088	34.4822
1875	RPS5	6.46408	10.3312
1876	CHMP2A	0.0378944	0.594582
1877	RPS4Y1	3.63054	2.36985
1878	DDX3Y	0.0110338	0.13358
1879	UTY	0.00678386	0.100415
1880	EIF1AY	0.0284962	0.199747
1881	IL17RA	0.0131494	0.221841
1882	ADA2	0.0106872	0.331244
1883	BID	0.012938	0.387968
1884	USP18	0.00656798	0.0605272
1885	UFD1	0.0137862	0.385505
1886	COMT	0.0248905	0.421849
1887	UBE2L3	0.0402914	0.71849
1888	SDF2L1	0.0211618	0.249082
1889	IGLV4-69	1.50021	0.929236
1890	IGLV10-54	0.274377	0.230232
1891	IGLV8-61	0.0791016	0.191974
1892	IGLV4-60	0.0308422	0.0538331
1893	IGLV6-57	18.0583	2.26571
1894	IGLV1-51	1.88644	1.20998
1895	IGLV9-49	0.0672712	0.119663
1896	IGLV1-47	17.0284	3.28238
1897	IGLV7-46	13.9196	0.902395
1898	IGLV5-45	0.86586	0.331005
1899	IGLV1-44	5.69992	2.09342
1900	IGLV7-43	0.131475	0.179095
1901	IGLV1-41	0.143457	0.140171
1902	IGLV1-40	34.3811	2.98657
1903	IGLV1-36	0.0338627	0.102093
1904	IGLV3-27	2.10675	0.699612
1905	IGLV3-25	63.2703	5.03946
1906	IGLV2-23	37.9987	3.49507
1907	IGLV3-21	12.0487	2.76188
1908	IGLV3-19	53.4759	4.31831
1909	IGLV2-18	0.0632077	0.101262
1910	IGLV3-16	0.125683	0.120106
1911	IGLV2-14	35.4104	4.31414
1912	IGLV2-11	6.09463	1.55636
1913	IGLV3-10	25.2777	2.61516
1914	IGLV3-9	0.894061	0.45738
1915	IGLV2-8	3.14065	1.34965
1916	IGLV4-3	0.0900306	0.092109
1917	IGLV3-1	40.2301	3.86283
1918	IGLL5	0.0492493	0.28184
1919	IGLC2	0.493873	0.84448
1920	IGLC3	0.0919648	0.330391
1921	CHCHD10	0.00841784	0.0739421
1922	SMARCB1	0.00894443	0.384926
1923	DERL3	0.0247939	0.207144
1924	MIF	0.727917	2.67736
1925	XBP1	0.00656549	0.220786
1926	EWSR1	0.0486264	0.868759
1927	UQCR10	0.184556	1.69735
1928	SF3A1	0.00627828	0.44783
1929	PIK3IP1	0.026791	0.482158
1930	TOM1	0.00875934	0.208723
1931	HMOX1	0.0396965	0.377954
1932	MCM5	0.0170856	0.225667
1933	MYH9	0.0996279	1.53637
1934	TXN2	0.0107274	0.433282
1935	EIF3D	0.0141943	0.610754
1936	NCF4	0.0150664	0.253218
1937	IL2RB	0.0127528	0.222465
1938	RAC2	0.67074	3.49593
1939	LGALS2	0.130518	0.409728
1940	LGALS1	13.8831	5.58558
1941	H1-0	0.0103036	0.119507
1942	EIF3L	0.110658	1.26488
1943	POLR2F	0.00954526	0.413646
1944	DDX17	0.0196733	0.716273
1945	TOMM22	0.0318951	0.73678
1946	APOBEC3A	0.39551	0.554394
1947	APOBEC3G	0.022519	0.418314
1948	RPL3	5.42379	9.37834
1949	ATF4	0.0120221	0.317119
1950	RPS19BP1	0.00947041	0.405219
1951	ADSL	0.00773267	0.301737
1952	ST13	0.0316098	1.06154
1953	RBX1	0.0349858	0.782212
1954	ACO2	0.00672343	0.310031
1955	XRCC6	0.0577303	1.01833
1956	SNU13	0.0393326	0.907766
1957	CENPM	0.00863421	0.102567
1958	SMDT1	0.0336013	0.359444
1959	NDUFA6	0.0624972	0.74869
1960	RRP7A	0.0113549	0.285923
1961	TSPO	3.50702	3.38512
1962	PARVG	0.0206634	0.458177
1963	TTC38	0.01048	0.202272
1964	PIM3	0.00602805	0.0879872
1965	SCO2	0.049299	0.308701
1966	TYMP	0.346988	0.404577
1967	SAMSN1	0.0137778	0.184154
1968	ATP5PF	0.116086	1.24227
1969	CCT8	0.0637743	0.81185
1970	BACH1	0.0166164	0.278784
1971	SOD1	0.082642	1.36664
1972	IFNAR1	0.0066516	0.343497
1973	IFNGR2	0.0337094	0.237923
1974	SON	0.0558596	1.65024
1975	CBR1	0.00639563	0.268613
1976	ETS2	0.00921804	0.0996831
1977	HMGN1	0.0596275	1.09574
1978	MX2	0.101807	0.361196
1979	MX1	0.551859	0.655502
1980	CSTB	0.215676	1.54817
1981	SUMO3	0.0101757	0.47122
1982	PTTG1IP	0.0149579	0.349684
1983	ITGB2	0.883894	3.2326
1984	S100B	0.00607794	0.0665036
1985	PRMT2	0.0376786	0.829433
1986	MT-ND1	2.99833	4.72918
1987	MT-ND2	1.26572	3.65627
1988	MT-CO1	85.7332	29.6383
1989	MT-CO2	52.369	23.7856
1990	MT-ATP8	0.271684	1.36756
1991	MT-ATP6	6.7046	6.66537
1992	MT-CO3	34.8042	15.436
1993	MT-ND3	3.81557	5.86817
1994	MT-ND4L	4.04226	5.77715
1995	MT-ND4	3.49349	5.13001
1996	MT-ND5	1.88693	3.7603
1997	MT-ND6	0.113957	0.79266
1998	MT-CYB	24.3115	12.3732
1999	ENSG00000277856	0.139911	0.255101
2000	ENSG00000275063	2.06806	0.769084
