cell	gene	count
Cell_11249_MCI	Dynlt3	1
Cell_11249_MCI	Echs1	1
Cell_11249_MCI	Edf1	1
Cell_11249_MCI	Ednra	1
Cell_11249_MCI	Eef1a1	1
Cell_11249_MCI	Eef2	1
Cell_11249_MCI	Efemp1	1
Cell_11249_MCI	Efs	1
Cell_11249_MCI	Ehd2	1
Cell_11249_MCI	Eif1b	1
Cell_11249_MCI	Eif2b4	1
Cell_11249_MCI	Eif3c	1
Cell_11249_MCI	Eif3k	1
Cell_11249_MCI	Eif3m	1
Cell_11249_MCI	Eif5a	1
Cell_11249_MCI	Elof1	1
Cell_11249_MCI	Elp6	1
Cell_11249_MCI	Emc10	1
Cell_11249_MCI	Emc7	1
Cell_11249_MCI	Emp2	1
Cell_11249_MCI	Enpp2	1
Cell_11249_MCI	Fam104a	1
Cell_11249_MCI	Fam174a	1
Cell_11249_MCI	Fam45a	1
Cell_11249_MCI	Fancc	1
Cell_11249_MCI	Fastk	1
Cell_11249_MCI	Fbln1	1
Cell_11249_MCI	Fbn1	1
Cell_11249_MCI	Fbxo3	1
Cell_11249_MCI	Fgf7	1
Cell_11249_MCI	Fgfr3	1
Cell_11249_MCI	Fkbp4	1
Cell_11249_MCI	Flna	1
Cell_11249_MCI	Fos	1
Cell_11249_MCI	Fosb	1
Cell_11249_MCI	Fubp3	1
Cell_11249_MCI	Fuca1	1
Cell_11249_MCI	Fzr1	1
Cell_11249_MCI	Gak	1
Cell_11249_MCI	Gas6	1
Cell_11249_MCI	Gdpd3	1
Cell_11249_MCI	Gga3	1
Cell_11249_MCI	Gk5	1
Cell_11249_MCI	Glmp	1
Cell_11249_MCI	Glrx5	1
Cell_11249_MCI	Gnb2	1
Cell_11249_MCI	Gng11	1
Cell_11249_MCI	Gng5	1
Cell_11249_MCI	Golga1	1
Cell_11249_MCI	Gpsm1	1
Cell_11249_MCI	Grem2	1
Cell_11249_MCI	Gsk3a	1
Cell_11249_MCI	Gsk3b	1
Cell_11249_MCI	Gsta3	1
Cell_11249_MCI	Gstk1	1
Cell_11249_MCI	Gstp1	1
Cell_11249_MCI	Guk1	1
Cell_11249_MCI	H2-D1	1
Cell_11249_MCI	H2-K1	1
Cell_11249_MCI	H2-Ke6	1
Cell_11249_MCI	H3f3a	1
Cell_11249_MCI	H3f3b	1
Cell_11249_MCI	Hax1	1
Cell_11249_MCI	Hcfc1r1	1
Cell_11249_MCI	Hexa	1
Cell_11249_MCI	Hmox2	1
Cell_11249_MCI	Hnrnpa2b1	1
Cell_11249_MCI	Hnrnpd	1
Cell_11249_MCI	Hnrnph3	1
Cell_11249_MCI	Hs2st1	1
Cell_11249_MCI	Hsbp1	1
Cell_11249_MCI	Hsf1	1
Cell_11249_MCI	Hspa8	1
Cell_11249_MCI	Hspe1	1
Cell_11249_MCI	Ier2	1
Cell_11249_MCI	Ier3ip1	1
Cell_11249_MCI	Ier5	1
Cell_11249_MCI	Ifi27	1
Cell_11249_MCI	Ifi27l2a	1
Cell_11249_MCI	Igfbp2	1
Cell_11249_MCI	Ip6k2	1
Cell_11249_MCI	Ipmk	1
Cell_11249_MCI	Irf2bp2	1
Cell_11249_MCI	Ism1	1
Cell_11249_MCI	Jam2	1
Cell_11249_MCI	Jun	1
Cell_11249_MCI	Jund	1
Cell_11249_MCI	Kansl1l	1
Cell_11249_MCI	Kazald1	1
Cell_11249_MCI	Kcnq1ot1	1
Cell_11249_MCI	Kcnu1	1
Cell_11249_MCI	Kctd2	1
Cell_11249_MCI	Kif5b	1
Cell_11249_MCI	Klf13	1
Cell_11249_MCI	Klf6	1
Cell_11249_MCI	Lamp1	1
Cell_11249_MCI	Lima1	1
Cell_11249_MCI	Lims1	1
Cell_11249_MCI	Lin7c	1
Cell_11249_MCI	Lix1l	1
Cell_11249_MCI	Lmo4	1
Cell_11249_MCI	Lpin1	1
Cell_11249_MCI	Lsm2	1
Cell_11249_MCI	Lsm5	1
Cell_11249_MCI	Ltbp3	1
Cell_11249_MCI	Mamdc2	1
Cell_11249_MCI	Maoa	1
Cell_11249_MCI	Map4k3	1
Cell_11249_MCI	Mapk12	1
Cell_11249_MCI	Maz	1
Cell_11249_MCI	Mbnl1	1
Cell_11249_MCI	Mcee	1
Cell_11249_MCI	Mdh2	1
Cell_11249_MCI	Med1	1
Cell_11249_MCI	Mettl7a1	1
Cell_11249_MCI	Mettl9	1
Cell_11249_MCI	Mex3c	1
Cell_11249_MCI	Mff	1
Cell_11249_MCI	Mmp11	1
Cell_11249_MCI	Mmp23	1
Cell_11249_MCI	Morf4l1	1
Cell_11249_MCI	Mpc1	1
Cell_11249_MCI	Mprip	1
Cell_11249_MCI	Mrpl11	1
Cell_11249_MCI	Mrpl34	1
Cell_11249_MCI	Mrpl52	1
Cell_11249_MCI	Mrpl54	1
Cell_11249_MCI	Mrps27	1
Cell_11249_MCI	Mrps33	1
Cell_11249_MCI	Msl3	1
Cell_11249_MCI	Mydgf	1
Cell_11249_MCI	Myl12a	1
Cell_11249_MCI	Mylk	1
Cell_11249_MCI	Myof	1
Cell_11249_MCI	N4bp2l2	1
Cell_11249_MCI	Naa15	1
Cell_11249_MCI	Naca	1
Cell_11249_MCI	Nbl1	1
Cell_11249_MCI	Ncor2	1
Cell_11249_MCI	Ndrg2	1
Cell_11249_MCI	Ndufa13	1
Cell_11249_MCI	Ndufa2	1
Cell_11249_MCI	Ndufa3	1
Cell_11249_MCI	Ndufa6	1
Cell_11249_MCI	Ndufs6	1
Cell_11249_MCI	Ndufs8	1
Cell_11249_MCI	Ndufv3	1
Cell_11249_MCI	Neat1	1
Cell_11249_MCI	Nexn	1
Cell_11249_MCI	Nfat5	1
Cell_11249_MCI	Nfkbia	1
Cell_11249_MCI	Ninl	1
Cell_11249_MCI	Nnt	1
Cell_11249_MCI	Npc1	1
Cell_11249_MCI	Npc2	1
Cell_11249_MCI	Npm3	1
Cell_11249_MCI	Npnt	1
Cell_11249_MCI	Npr2	1
Cell_11249_MCI	Ntan1	1
Cell_11249_MCI	Numa1	1
Cell_11249_MCI	Nus1	1
Cell_11249_MCI	Oard1	1
Cell_11249_MCI	Oaz1	1
Cell_11249_MCI	Obsl1	1
Cell_11249_MCI	Ogn	1
Cell_11249_MCI	Oraov1	1
Cell_11249_MCI	Os9	1
Cell_11249_MCI	Osgep	1
Cell_11249_MCI	Osr1	1
Cell_11249_MCI	Pafah1b1	1
Cell_11249_MCI	Paip2	1
Cell_11249_MCI	Pam	1
Cell_11249_MCI	Parl	1
Cell_11249_MCI	Pbx1	1
Cell_11249_MCI	Pbxip1	1
Cell_11249_MCI	Pcmt1	1
Cell_11249_MCI	Pcolce	1
Cell_11249_MCI	Pdap1	1
Cell_11249_MCI	Pdgfra	1
Cell_11249_MCI	Pdia6	1
Cell_11249_MCI	Pdlim2	1
Cell_11249_MCI	Pebp1	1
Cell_11249_MCI	Pecr	1
Cell_11249_MCI	Pfn1	1
Cell_11249_MCI	Pgam1	1
Cell_11249_MCI	Phf5a	1
Cell_11249_MCI	Phlda3	1
Cell_11249_MCI	Pid1	1
Cell_11249_MCI	Pkd1	1
Cell_11249_MCI	Pkhd1l1	1
Cell_11249_MCI	Pkig	1
Cell_11249_MCI	Pla2g15	1
Cell_11249_MCI	Plxna1	1
Cell_11249_MCI	Pmp22	1
Cell_11249_MCI	Pnisr	1
Cell_11249_MCI	Pnp	1
Cell_11249_MCI	Polr2g	1
Cell_11249_MCI	Ppib	1
Cell_11249_MCI	Ppid	1
Cell_11249_MCI	Ppox	1
Cell_11249_MCI	Ppp1r21	1
Cell_11249_MCI	Pprc1	1
Cell_11249_MCI	Preb	1
Cell_11249_MCI	Pros1	1
Cell_11249_MCI	Prpf38b	1
Cell_11249_MCI	Prrc2c	1
Cell_11249_MCI	Prss57	1
Cell_11249_MCI	Psenen	1
Cell_11249_MCI	Psma3	1
Cell_11249_MCI	Psmc2	1
Cell_11249_MCI	Psmc5	1
Cell_11249_MCI	Ptger3	1
Cell_11249_MCI	Ptgs1	1
Cell_11249_MCI	Ptma	1
Cell_11249_MCI	Ptprd	1
Cell_11249_MCI	Pttg1ip	1
Cell_11249_MCI	Pum2	1
Cell_11249_MCI	Pura	1
Cell_11249_MCI	Rab11a	1
Cell_11249_MCI	Rab24	1
Cell_11249_MCI	Rab4a	1
Cell_11249_MCI	Rab5c	1
Cell_11249_MCI	Rab7	1
Cell_11249_MCI	Rae1	1
Cell_11249_MCI	Rap2a	1
Cell_11249_MCI	Rasl11a	1
Cell_11249_MCI	Rbm3	1
Cell_11249_MCI	Rbms1	1
Cell_11249_MCI	Rbmxl1	1
Cell_11249_MCI	Rcn2	1
Cell_11249_MCI	Rhoj	1
Cell_11249_MCI	Rnase4	1
Cell_11249_MCI	Rnaset2a	1
Cell_11249_MCI	Rnf10	1
Cell_11249_MCI	Rnf103	1
Cell_11249_MCI	Rnf31	1
Cell_11249_MCI	Romo1	1
Cell_11249_MCI	Rpl10	1
Cell_11249_MCI	Rpl11	1
Cell_11249_MCI	Rpl13	1
Cell_11249_MCI	Rpl15	1
Cell_11249_MCI	Rpl17	1
Cell_11249_MCI	Rpl22l1	1
Cell_11249_MCI	Rpl27	1
Cell_11249_MCI	Rpl27a	1
Cell_11249_MCI	Rpl3	1
Cell_11249_MCI	Rpl31	1
Cell_11249_MCI	Rpl32	1
Cell_11249_MCI	Rpl35a	1
Cell_11249_MCI	Rpl36	1
Cell_11249_MCI	Rpl36al	1
Cell_11249_MCI	Rpl4	1
Cell_11249_MCI	Rpl7	1
Cell_11249_MCI	Rplp0	1
Cell_11249_MCI	Rplp2	1
Cell_11249_MCI	Rpp14	1
Cell_11249_MCI	Rpp30	1
Cell_11249_MCI	Rprd1a	1
Cell_11249_MCI	Rps11	1
Cell_11249_MCI	Rps13	1
Cell_11249_MCI	Rps15a	1
Cell_11249_MCI	Rps17	1
Cell_11249_MCI	Rps21	1
Cell_11249_MCI	Rps24	1
Cell_11249_MCI	Rps27rt	1
Cell_11249_MCI	Rps4x	1
Cell_11249_MCI	Rps8	1
Cell_11249_MCI	Rpsa	1
Cell_11249_MCI	Rrnad1	1
Cell_11249_MCI	Rrs1	1
Cell_11249_MCI	Rsbn1l	1
Cell_11249_MCI	Rtcb	1
Cell_11249_MCI	Rtf1	1
Cell_11249_MCI	Rwdd1	1
Cell_11249_MCI	S100a11	1
Cell_11249_MCI	S100a16	1
Cell_11249_MCI	Sat1	1
Cell_11249_MCI	Scarb2	1
Cell_11249_MCI	Sdf4	1
Cell_11249_MCI	Sec13	1
Cell_11249_MCI	Serbp1	1
Cell_11249_MCI	Serpine2	1
Cell_11249_MCI	Serpinh1	1
Cell_11249_MCI	Sf3b1	1
Cell_11249_MCI	Sf3b2	1
Cell_11249_MCI	Shoc2	1
Cell_11249_MCI	Shprh	1
Cell_11249_MCI	Sipa1l2	1
Cell_11249_MCI	Sirt2	1
Cell_11249_MCI	Slc10a6	1
Cell_11249_MCI	Slc15a2	1
Cell_11249_MCI	Slc1a3	1
Cell_11249_MCI	Slc29a1	1
Cell_11249_MCI	Slc39a3	1
Cell_11249_MCI	Slc3a2	1
Cell_11249_MCI	Slc48a1	1
Cell_11249_MCI	Slc5a3	1
Cell_11249_MCI	Slirp	1
Cell_11249_MCI	Smc1a	1
Cell_11249_MCI	Smpd2	1
Cell_11249_MCI	Snhg18	1
Cell_11249_MCI	Snrnp27	1
Cell_11249_MCI	Snx19	1
Cell_11249_MCI	Spag9	1
Cell_11249_MCI	Spry1	1
Cell_11249_MCI	Sptbn1	1
Cell_11249_MCI	Sptlc2	1
Cell_11249_MCI	Sptssa	1
Cell_11249_MCI	Srp9	1
Cell_11249_MCI	Srrd	1
Cell_11249_MCI	Srsf11	1
Cell_11249_MCI	Srsf2	1
Cell_11249_MCI	Srsf7	1
Cell_11249_MCI	Ssbp1	1
Cell_11249_MCI	Stard5	1
Cell_11249_MCI	Stbd1	1
Cell_11249_MCI	Stk16	1
Cell_11249_MCI	Strn3	1
Cell_11249_MCI	Stt3a	1
Cell_11249_MCI	Stub1	1
Cell_11249_MCI	Sulf1	1
Cell_11249_MCI	Sumo2	1
Cell_11249_MCI	Swsap1	1
Cell_11249_MCI	Syt17	1
Cell_11249_MCI	Tacc1	1
Cell_11249_MCI	Tada1	1
Cell_11249_MCI	Taf10	1
Cell_11249_MCI	Tango2	1
Cell_11249_MCI	Tapbpl	1
Cell_11249_MCI	Tbc1d10b	1
Cell_11249_MCI	Tceal8	1
Cell_11249_MCI	Tcf21	1
Cell_11249_MCI	Tctex1d2	1
Cell_11249_MCI	Terf2ip	1
Cell_11249_MCI	Tgfb1i1	1
Cell_11249_MCI	Tgm2	1
Cell_11249_MCI	Thada	1
Cell_11249_MCI	Tia1	1
Cell_11249_MCI	Timp3	1
Cell_11249_MCI	Tmbim1	1
Cell_11249_MCI	Tmbim6	1
Cell_11249_MCI	Tmco1	1
Cell_11249_MCI	Tmed3	1
Cell_11249_MCI	Tmed5	1
Cell_11249_MCI	Tmem176b	1
Cell_11249_MCI	Tmem183a	1
Cell_11249_MCI	Tmem222	1
Cell_11249_MCI	Tmem243	1
Cell_11249_MCI	Tmem256	1
Cell_11249_MCI	Tmem30a	1
Cell_11249_MCI	Tmod3	1
Cell_11249_MCI	Tnrc6b	1
Cell_11249_MCI	Tns1	1
Cell_11249_MCI	Tnxb	1
Cell_11249_MCI	Tomm7	1
Cell_11249_MCI	Tpd52l2	1
Cell_11249_MCI	Tpm1	1
Cell_11249_MCI	Tram1	1
Cell_11249_MCI	Trappc3	1
Cell_11249_MCI	Trf	1
Cell_11249_MCI	Trim26	1
Cell_11249_MCI	Trim27	1
Cell_11249_MCI	Trip12	1
Cell_11249_MCI	Trmt112	1
Cell_11249_MCI	Trpc4	1
Cell_11249_MCI	Tspo	1
Cell_11249_MCI	Ttc14	1
Cell_11249_MCI	Tuba1b	1
Cell_11249_MCI	Txndc9	1
Cell_11249_MCI	Txnip	1
Cell_11249_MCI	Ube3a	1
Cell_11249_MCI	Ubl4a	1
Cell_11249_MCI	Ubl5	1
Cell_11249_MCI	Uqcr10	1
Cell_11249_MCI	Uqcrb	1
Cell_11249_MCI	Urm1	1
Cell_11249_MCI	Usp25	1
Cell_11249_MCI	Usp6nl	1
Cell_11249_MCI	Vat1	1
Cell_11249_MCI	Vegfb	1
Cell_11249_MCI	Vgll4	1
Cell_11249_MCI	Vkorc1	1
Cell_11249_MCI	Wbp2	1
Cell_11249_MCI	Wdr77	1
Cell_11249_MCI	Xist	1
Cell_11249_MCI	Yes1	1
Cell_11249_MCI	Ylpm1	1
Cell_11249_MCI	Yy1	1
Cell_11249_MCI	Zc3hc1	1
Cell_11249_MCI	Zfp326	1
Cell_11249_MCI	Zfp551	1
Cell_11249_MCI	Zfp938	1
Cell_11249_MCI	Zfpm1	1
Cell_11249_MCI	Zscan26	1
