geneID,KL1,KL2,KL3,WL1,WL2,WL3
ENSMUSG00000040724,10,5,19,18,20,62
ENSMUSG00000040725,1921,1980,1121,1983,2035,2305
ENSMUSG00000040726,4,7,2,1,2,2
ENSMUSG00000040728,0,0,0,1,0,0
ENSMUSG00000040729,9,25,10,5,6,1
ENSMUSG00000040731,2947,2972,3363,3439,3639,3293
ENSMUSG00000040732,6,0,2,5,12,4
ENSMUSG00000040734,66,47,14,43,21,36
ENSMUSG00000040738,245,241,178,351,325,312
ENSMUSG00000040740,9,4,4,1,11,3
ENSMUSG00000040746,195,224,108,157,195,210
ENSMUSG00000040747,24634,24238,53690,8598,8722,12882
ENSMUSG00000040749,18,26,22,35,26,31
ENSMUSG00000040751,2334,2430,2604,1812,1874,1465
ENSMUSG00000040752,1072,69,0,86,57,0
ENSMUSG00000040759,0,0,0,0,0,0
ENSMUSG00000040760,1286,1288,1465,2371,2257,2348
ENSMUSG00000040761,2739,3000,1298,2398,2439,2164
ENSMUSG00000040767,77,63,100,63,53,119
ENSMUSG00000040770,0,0,0,0,0,0
ENSMUSG00000040771,131,120,134,92,120,144
ENSMUSG00000040774,3032,2876,4434,3469,3269,3390
ENSMUSG00000040782,777,757,935,1420,1435,1061
ENSMUSG00000040785,401,441,134,243,231,270
ENSMUSG00000040794,0,0,1,0,0,0
ENSMUSG00000040795,162,164,102,117,94,89
ENSMUSG00000040797,0,1,0,1,6,0
ENSMUSG00000040808,0,0,0,0,0,0
ENSMUSG00000040809,1975,2017,7044,2227,2206,5702
ENSMUSG00000040811,501,459,342,335,387,354
ENSMUSG00000040812,11,14,11,7,1,2
ENSMUSG00000040813,968,1035,841,895,918,759
ENSMUSG00000040818,515,502,471,522,486,645
ENSMUSG00000040820,60,63,61,95,117,133
ENSMUSG00000040822,397,358,469,450,420,395
ENSMUSG00000040824,301,267,397,410,529,375
ENSMUSG00000040828,5,10,6,4,3,0
ENSMUSG00000040829,293,291,410,1151,1281,757
ENSMUSG00000040836,24,18,2,26,21,6
ENSMUSG00000040838,0,1,0,1,0,0
ENSMUSG00000040841,22,14,12,50,63,8
ENSMUSG00000040842,2623,2466,2754,3150,3350,2516
ENSMUSG00000040843,282,336,362,305,347,366
ENSMUSG00000040848,870,806,606,509,508,660
ENSMUSG00000040850,3883,3891,2744,3358,3327,3187
ENSMUSG00000040852,13,8,0,15,9,1
ENSMUSG00000040855,151,131,24,21,25,19
ENSMUSG00000040856,1,0,0,0,1,0
ENSMUSG00000040857,470,459,336,507,555,292
ENSMUSG00000040859,638,726,681,685,628,759
ENSMUSG00000040860,27,30,20,39,39,21
ENSMUSG00000040865,967,984,435,1058,1034,1391
ENSMUSG00000040866,0,1,0,1,0,0
ENSMUSG00000040867,1,1,1,2,4,1
ENSMUSG00000040875,7,4,6,5,0,5
ENSMUSG00000040877,64,54,24,58,62,47
ENSMUSG00000040883,170,167,217,134,157,85
ENSMUSG00000040888,151,143,122,236,208,203
ENSMUSG00000040891,0,0,0,0,0,0
ENSMUSG00000040896,1,0,0,0,0,0
ENSMUSG00000040899,0,0,0,0,0,0
ENSMUSG00000040901,0,0,0,0,0,0
ENSMUSG00000040907,7282,7237,1584,2493,2495,2244
ENSMUSG00000040913,159,168,174,235,268,203
ENSMUSG00000040918,102,89,53,61,47,77
ENSMUSG00000040919,0,2,0,0,0,0
ENSMUSG00000040928,346,301,239,322,268,225
ENSMUSG00000040929,29,20,8,18,17,35
ENSMUSG00000040935,0,0,0,0,0,0
ENSMUSG00000040936,8,6,7,5,4,1
ENSMUSG00000040938,0,0,0,0,0,0
ENSMUSG00000040940,1704,1863,1284,1397,1498,1534
ENSMUSG00000040943,981,1089,541,2768,2725,1951
ENSMUSG00000040945,582,595,339,914,952,1005
ENSMUSG00000040950,39,56,920,68,40,2225
ENSMUSG00000040952,2344,2547,2718,2013,2413,2643
ENSMUSG00000040957,7,7,1,3,17,9
ENSMUSG00000040963,11,2,15,5,3,13
ENSMUSG00000040964,54,70,48,143,163,339
ENSMUSG00000040966,0,0,0,0,0,0
ENSMUSG00000040969,0,0,0,0,0,0
ENSMUSG00000040972,0,0,0,0,0,0
ENSMUSG00000040978,6,6,16,8,21,14
ENSMUSG00000040985,0,0,0,0,0,0
ENSMUSG00000040987,193,195,147,369,401,250
ENSMUSG00000040990,2724,2670,1413,3861,3782,3880
ENSMUSG00000040997,2093,1950,1151,388,390,482
ENSMUSG00000040998,38,32,1,56,49,2
ENSMUSG00000041000,90,78,39,93,87,82
ENSMUSG00000041009,0,0,0,0,0,0
ENSMUSG00000041012,75,66,26,3,1,1
ENSMUSG00000041014,0,0,0,0,0,0
ENSMUSG00000041020,12,19,4,3,0,1
ENSMUSG00000041025,308,246,177,393,404,279
ENSMUSG00000041028,6214,6375,8960,5140,5335,6533
ENSMUSG00000041035,199,189,299,197,185,214
ENSMUSG00000041037,251,299,148,195,211,333
ENSMUSG00000041040,208,228,147,253,251,446
ENSMUSG00000041044,0,0,0,0,0,0
ENSMUSG00000041046,3,3,2,12,13,14
ENSMUSG00000041052,0,0,0,0,0,0
ENSMUSG00000041057,1022,1048,764,1813,2041,1346
ENSMUSG00000041058,304,292,158,229,242,369
ENSMUSG00000041062,0,0,1,0,0,1
ENSMUSG00000041064,4,6,2,12,5,5
ENSMUSG00000041068,0,0,0,0,0,0
ENSMUSG00000041073,0,0,0,5,0,0
ENSMUSG00000041075,1233,1311,1009,709,749,914
ENSMUSG00000041078,0,3,12,8,12,44
ENSMUSG00000041079,75,80,75,91,98,98
ENSMUSG00000041084,340,397,565,456,414,653
ENSMUSG00000041096,220,230,101,222,244,284
ENSMUSG00000041112,715,707,592,298,331,803
ENSMUSG00000041115,1489,1381,1053,1727,1813,1680
ENSMUSG00000041117,15,3,2,2,7,0
ENSMUSG00000041119,0,0,0,1,1,0
ENSMUSG00000041120,41,37,4,48,87,13
ENSMUSG00000041124,562,546,483,443,515,528
ENSMUSG00000041126,21,13,43,25,27,41
ENSMUSG00000041130,411,413,257,401,458,373
ENSMUSG00000041132,52,66,151,155,160,578
ENSMUSG00000041133,782,844,480,996,1110,971
ENSMUSG00000041134,5,1,0,1,5,0
ENSMUSG00000041135,2164,2095,2238,2107,2225,2457
ENSMUSG00000041138,0,0,2,6,4,8
ENSMUSG00000041141,0,0,0,0,0,0
ENSMUSG00000041143,345,389,407,558,463,553
ENSMUSG00000041144,0,2,0,0,0,0
ENSMUSG00000041147,15,17,3,24,19,39
ENSMUSG00000041153,732,837,527,370,399,676
ENSMUSG00000041161,123,116,57,94,99,90
ENSMUSG00000041164,1784,1874,1041,1719,1856,2220
ENSMUSG00000041165,0,0,0,2,0,1
ENSMUSG00000041168,518,547,306,494,624,486
ENSMUSG00000041180,21,16,13,38,68,30
ENSMUSG00000041187,105,72,40,60,98,77
ENSMUSG00000041189,3,6,0,3,3,0
ENSMUSG00000041193,4,4,4,0,2,9
ENSMUSG00000041199,97,101,94,100,103,112
ENSMUSG00000041202,11,13,23,12,6,4
ENSMUSG00000041203,1954,2250,2571,2459,2706,2018
ENSMUSG00000041205,3,6,2,0,2,1
ENSMUSG00000041215,229,228,98,300,321,232
ENSMUSG00000041216,4,4,5,9,9,8
ENSMUSG00000041219,382,330,317,534,584,649
ENSMUSG00000041220,11,12,1,17,11,4
ENSMUSG00000041225,337,381,304,361,397,449
ENSMUSG00000041229,390,410,231,553,636,584
ENSMUSG00000041231,193,201,209,337,341,291
ENSMUSG00000041235,606,615,269,674,642,779
ENSMUSG00000041236,1308,1310,1458,1132,1168,1285
ENSMUSG00000041237,0,0,0,0,0,0
ENSMUSG00000041238,634,675,721,1030,959,1155
ENSMUSG00000041241,465,464,443,490,574,505
ENSMUSG00000041245,5,0,0,5,3,0
ENSMUSG00000041247,0,0,0,0,0,0
ENSMUSG00000041248,0,0,0,0,0,0
ENSMUSG00000041255,0,0,0,0,0,0
ENSMUSG00000041258,799,794,586,739,845,794
ENSMUSG00000041261,0,0,0,0,0,0
ENSMUSG00000041263,43,30,33,23,22,47
ENSMUSG00000041264,539,559,449,420,461,371
ENSMUSG00000041268,690,613,394,617,607,567
ENSMUSG00000041272,0,0,0,1,0,0
ENSMUSG00000041278,2564,2530,3196,610,672,954
ENSMUSG00000041287,1,0,2,0,0,0
ENSMUSG00000041293,51,52,15,20,36,7
ENSMUSG00000041297,1041,1111,647,1241,1281,1023
ENSMUSG00000041298,70,90,48,84,95,74
ENSMUSG00000041301,0,0,0,0,0,0
ENSMUSG00000041303,361,316,277,412,390,467
ENSMUSG00000041308,437,442,254,463,481,496
ENSMUSG00000041309,0,1,0,0,0,0
ENSMUSG00000041313,515,455,107,419,388,663
ENSMUSG00000041319,238,207,363,291,288,362
ENSMUSG00000041323,7,8,5,14,9,1
ENSMUSG00000041324,4416,4244,9471,32651,33885,49247
ENSMUSG00000041328,1578,1589,1128,1270,1414,1378
ENSMUSG00000041329,6,0,0,1,0,2
ENSMUSG00000041333,0,0,0,0,0,0
ENSMUSG00000041341,214,255,90,195,179,262
ENSMUSG00000041343,21,11,8,23,17,7
ENSMUSG00000041346,60,72,63,83,77,79
ENSMUSG00000041347,12,7,0,15,13,0
ENSMUSG00000041351,5,5,6,12,9,11
ENSMUSG00000041353,110,108,89,112,103,64
ENSMUSG00000041354,494,495,232,307,386,141
ENSMUSG00000041355,1093,1149,1166,1110,1225,1380
ENSMUSG00000041358,0,0,0,0,0,0
ENSMUSG00000041359,0,0,0,0,0,0
ENSMUSG00000041360,3126,3401,2284,761,815,689
ENSMUSG00000041361,12,3,1,3,1,2
ENSMUSG00000041362,3872,4283,5393,3056,3272,5239
ENSMUSG00000041372,1,2,2,1,0,0
ENSMUSG00000041375,732,738,535,906,945,604
ENSMUSG00000041377,0,0,0,1,0,0
ENSMUSG00000041378,8,0,0,0,0,0
ENSMUSG00000041380,0,0,0,0,0,0
ENSMUSG00000041390,2422,2294,2271,6544,6558,4076
ENSMUSG00000041396,8,8,6,7,14,6
ENSMUSG00000041399,0,0,0,0,0,0
ENSMUSG00000041406,8,6,8,21,8,39
ENSMUSG00000041408,2065,2089,1385,1708,1637,1784
ENSMUSG00000041415,531,490,263,701,684,621
ENSMUSG00000041417,5250,5034,2193,1308,1327,2208
ENSMUSG00000041420,112,109,169,296,297,215
ENSMUSG00000041423,0,0,0,0,0,0
ENSMUSG00000041426,67,60,15,22,18,9
ENSMUSG00000041429,14,26,12,14,8,7
ENSMUSG00000041431,17,19,4,25,36,142
ENSMUSG00000041438,277,304,143,245,286,211
ENSMUSG00000041439,2881,2859,1720,116,126,350
ENSMUSG00000041440,88,105,74,70,90,113
ENSMUSG00000041444,65,49,17,25,29,14
ENSMUSG00000041445,6,0,0,0,2,0
ENSMUSG00000041453,1019,1367,922,1272,1596,1485
ENSMUSG00000041459,2130,2228,1634,1942,1900,1531
ENSMUSG00000041460,2,0,0,0,0,0
ENSMUSG00000041468,0,0,0,0,0,0
ENSMUSG00000041471,52,44,53,46,48,68
ENSMUSG00000041476,6,0,0,2,1,0
ENSMUSG00000041477,110,135,141,170,193,120
ENSMUSG00000041479,0,0,0,0,0,0
ENSMUSG00000041481,704,692,2032,2361,2695,2304
ENSMUSG00000041482,9,7,3,8,16,0
ENSMUSG00000041483,376,387,209,1000,1028,537
ENSMUSG00000041488,1598,1672,1805,1874,1814,1181
ENSMUSG00000041491,72,75,58,85,82,102
ENSMUSG00000041498,12,9,3,13,17,33
ENSMUSG00000041505,0,0,0,0,0,0
ENSMUSG00000041506,236,284,209,269,268,232
ENSMUSG00000041515,1142,1211,1616,3361,3803,4808
ENSMUSG00000041523,0,0,0,0,0,0
ENSMUSG00000041528,404,416,274,509,466,415
ENSMUSG00000041530,1123,1088,750,1373,1376,1918
ENSMUSG00000041534,0,0,0,0,0,0
ENSMUSG00000041536,0,0,0,0,0,0
ENSMUSG00000041538,0,1,9,10,14,29
ENSMUSG00000041540,5,8,4,17,11,8
ENSMUSG00000041544,0,0,0,0,1,0
ENSMUSG00000041548,17,12,1,33,29,0
ENSMUSG00000041550,0,0,1,0,0,1
ENSMUSG00000041552,1435,1540,1050,59,53,165
ENSMUSG00000041556,3,0,2,1,0,0
ENSMUSG00000041559,108,133,0,184,172,0
ENSMUSG00000041560,771,833,945,1063,1173,1249
ENSMUSG00000041565,0,0,0,0,0,0
ENSMUSG00000041566,0,0,0,1,0,1
ENSMUSG00000041567,1,0,4,0,0,0
ENSMUSG00000041570,423,497,236,523,455,607
ENSMUSG00000041571,715,718,2477,2154,2292,4013
ENSMUSG00000041577,23,33,0,40,32,0
ENSMUSG00000041578,0,0,0,0,0,0
ENSMUSG00000041583,0,0,0,0,0,0
ENSMUSG00000041592,7,7,0,13,13,0
ENSMUSG00000041594,67,69,80,96,100,96
ENSMUSG00000041598,453,499,511,448,489,532
ENSMUSG00000041605,7,1,0,15,13,0
ENSMUSG00000041607,487,379,261,223,236,262
ENSMUSG00000041608,0,0,0,0,1,1
ENSMUSG00000041609,44,35,38,12,25,23
ENSMUSG00000041616,62,10,0,14,15,0
ENSMUSG00000041617,6,3,0,2,2,2
ENSMUSG00000041620,1,1,0,1,0,0
ENSMUSG00000041623,328,325,248,149,174,139
ENSMUSG00000041624,0,0,0,0,0,0
ENSMUSG00000041625,12,6,0,10,16,4
ENSMUSG00000041629,2172,2205,2308,946,968,942
ENSMUSG00000041632,106,129,104,150,167,186
ENSMUSG00000041633,65,50,44,54,66,162
ENSMUSG00000041638,662,667,240,851,868,532
ENSMUSG00000041642,771,756,306,638,656,783
ENSMUSG00000041644,0,0,0,0,0,0
ENSMUSG00000041645,2856,3079,1399,3089,3320,2468
ENSMUSG00000041649,64,51,40,95,89,97
ENSMUSG00000041650,318,290,441,448,451,441
ENSMUSG00000041653,0,0,0,0,3,0
ENSMUSG00000041654,797,833,753,490,498,419
ENSMUSG00000041658,0,0,2,0,0,2
ENSMUSG00000041660,0,0,2,2,0,0
ENSMUSG00000041669,0,0,0,0,0,0
ENSMUSG00000041670,1,2,0,0,2,0
ENSMUSG00000041671,168,177,129,159,172,103
ENSMUSG00000041673,0,0,0,0,0,0
ENSMUSG00000041679,40,54,43,25,44,33
ENSMUSG00000041681,0,0,0,0,0,0
ENSMUSG00000041684,94,112,75,73,64,133
ENSMUSG00000041685,1428,1357,997,1438,1378,1247
ENSMUSG00000041688,18,21,0,29,24,10
ENSMUSG00000041695,219,174,72,36,39,55
ENSMUSG00000041696,14,11,0,19,10,2
ENSMUSG00000041697,3125,3359,4486,2343,2482,2945
ENSMUSG00000041698,0,0,0,0,0,0
ENSMUSG00000041700,0,0,0,0,0,0
ENSMUSG00000041702,742,688,549,756,738,888
ENSMUSG00000041703,2,4,3,3,7,3
ENSMUSG00000041707,98,88,25,25,19,26
ENSMUSG00000041708,0,0,0,0,0,0
ENSMUSG00000041710,0,0,0,0,0,0
ENSMUSG00000041712,251,233,229,260,249,334
ENSMUSG00000041716,15,5,10,25,9,19
ENSMUSG00000041718,57,52,49,92,84,150
ENSMUSG00000041720,3355,3363,2541,2340,2435,3332
ENSMUSG00000041722,0,0,0,0,0,0
ENSMUSG00000041729,4,4,0,7,1,0
ENSMUSG00000041730,0,0,0,0,0,0
ENSMUSG00000041731,3,3,3,0,2,2
ENSMUSG00000041733,261,236,159,219,265,258
ENSMUSG00000041734,157,138,1,305,244,10
ENSMUSG00000041735,0,0,0,0,0,0
ENSMUSG00000041736,2708,2852,7072,4972,5179,5636
ENSMUSG00000041737,1,0,0,0,0,0
ENSMUSG00000041740,2873,2930,2375,2851,3069,3100
ENSMUSG00000041741,20,15,1,21,40,1
ENSMUSG00000041747,340,377,260,322,299,392
ENSMUSG00000041750,3,3,1,4,4,5
ENSMUSG00000041754,18,14,11,37,47,70
ENSMUSG00000041757,19,13,6,11,5,31
ENSMUSG00000041762,8,31,10,60,56,115
ENSMUSG00000041763,1781,1821,1234,1477,1487,1642
ENSMUSG00000041765,258,287,296,372,437,402
ENSMUSG00000041769,423,444,466,489,541,505
ENSMUSG00000041771,0,0,0,0,2,0
ENSMUSG00000041773,279,332,21,520,599,59
ENSMUSG00000041774,19,15,5,19,19,7
ENSMUSG00000041775,79,82,47,50,85,79
ENSMUSG00000041777,197,211,153,155,165,183
ENSMUSG00000041779,425,443,110,507,455,304
ENSMUSG00000041781,1650,1672,1460,1281,1238,1392
ENSMUSG00000041782,113,91,614,869,1016,4626
ENSMUSG00000041791,0,0,0,0,0,0
ENSMUSG00000041794,0,0,0,0,0,0
ENSMUSG00000041797,54,82,12,59,57,9
ENSMUSG00000041798,0,0,0,0,0,0
ENSMUSG00000041801,294,228,56,119,123,116
ENSMUSG00000041805,0,0,0,0,0,0
ENSMUSG00000041809,5,1,3,1,0,1
ENSMUSG00000041815,3190,3265,2112,2910,3175,2426
ENSMUSG00000041817,0,3,0,0,0,1
ENSMUSG00000041827,31421,32328,35931,30290,33071,38614
ENSMUSG00000041828,8,4,0,0,0,0
ENSMUSG00000041831,0,2,2,0,3,3
ENSMUSG00000041836,6268,6586,5507,6125,6373,4188
ENSMUSG00000041837,141,125,139,157,173,160
ENSMUSG00000041840,21,20,10,22,28,37
ENSMUSG00000041841,1779,1558,1997,2218,2445,2472
ENSMUSG00000041842,60,38,5,69,41,11
ENSMUSG00000041845,20,29,3,15,10,12
ENSMUSG00000041846,1415,1364,810,1379,1494,1256
ENSMUSG00000041849,130,148,76,119,143,84
ENSMUSG00000041852,1181,1223,788,1217,1368,1183
ENSMUSG00000041857,0,0,1,0,0,1
ENSMUSG00000041859,156,156,103,186,252,603
ENSMUSG00000041870,2436,2529,2633,2953,3071,3776
ENSMUSG00000041872,0,0,0,0,0,0
ENSMUSG00000041879,560,559,207,652,667,587
ENSMUSG00000041881,784,785,920,715,862,616
ENSMUSG00000041885,0,0,0,0,0,0
ENSMUSG00000041886,227,235,593,46,31,229
ENSMUSG00000041889,14,24,6,32,23,6
ENSMUSG00000041890,945,1003,770,1030,1123,1154
ENSMUSG00000041891,1904,1895,1124,1036,1015,936
ENSMUSG00000041895,418,438,423,326,312,201
ENSMUSG00000041907,2,1,0,3,4,8
ENSMUSG00000041911,0,0,0,2,1,1
ENSMUSG00000041912,15,10,2,29,37,35
ENSMUSG00000041915,997,995,606,827,832,896
ENSMUSG00000041920,267,221,170,307,300,582
ENSMUSG00000041921,513,455,239,83,79,48
ENSMUSG00000041923,0,0,0,1,2,0
ENSMUSG00000041926,3231,3285,2204,4378,4873,2701
ENSMUSG00000041930,0,0,0,3,0,4
ENSMUSG00000041935,674,622,765,761,737,908
ENSMUSG00000041936,821,775,341,981,1025,820
ENSMUSG00000041939,65,95,172,78,79,85
ENSMUSG00000041945,80,73,52,99,105,98
ENSMUSG00000041949,14,25,4,24,22,12
ENSMUSG00000041954,0,0,0,2,1,0
ENSMUSG00000041957,3299,3362,2440,174,165,120
ENSMUSG00000041958,954,1037,538,962,1036,806
ENSMUSG00000041959,3415,3629,6109,2201,2259,2060
ENSMUSG00000041961,41,29,22,145,164,133
ENSMUSG00000041966,142,142,117,160,152,148
ENSMUSG00000041974,210,231,264,182,158,206
ENSMUSG00000041975,26,35,18,40,40,32
ENSMUSG00000041977,592,620,326,688,783,670
ENSMUSG00000041984,0,0,0,0,0,0
ENSMUSG00000041986,0,0,0,0,0,0
ENSMUSG00000041991,0,0,0,0,0,0
ENSMUSG00000041992,198,205,77,138,114,113
ENSMUSG00000041995,115,113,50,93,75,73
ENSMUSG00000041997,693,744,532,766,755,813
ENSMUSG00000042002,0,0,0,0,0,0
ENSMUSG00000042010,27,36,7,20,14,9
ENSMUSG00000042015,661,693,447,704,734,544
ENSMUSG00000042029,257,264,153,91,62,222
ENSMUSG00000042031,0,0,0,0,0,0
ENSMUSG00000042032,543,547,815,623,665,721
ENSMUSG00000042035,286,236,54,69,92,22
ENSMUSG00000042041,0,0,0,0,0,0
ENSMUSG00000042042,241,230,257,278,263,280
ENSMUSG00000042043,1374,1321,1698,794,872,752
ENSMUSG00000042045,2,0,0,0,1,0
ENSMUSG00000042046,370,380,250,313,346,331
ENSMUSG00000042050,107,122,26,47,50,21
ENSMUSG00000042055,1167,1124,603,974,1105,821
ENSMUSG00000042063,225,218,213,204,196,228
ENSMUSG00000042064,0,0,2,5,0,1
ENSMUSG00000042066,151,137,73,25,42,53
ENSMUSG00000042073,53,39,12,26,25,18
ENSMUSG00000042078,1,0,0,0,2,0
ENSMUSG00000042079,3256,3344,3091,3116,3307,2865
ENSMUSG00000042082,821,852,360,325,344,525
ENSMUSG00000042092,0,0,0,0,0,0
ENSMUSG00000042096,0,0,0,0,0,1
ENSMUSG00000042097,6,6,4,2,6,4
ENSMUSG00000042099,3,14,5,22,20,36
ENSMUSG00000042102,0,0,0,0,0,0
ENSMUSG00000042104,35,23,6,24,40,4
ENSMUSG00000042105,449,436,318,256,277,276
ENSMUSG00000042106,11,19,12,17,27,16
ENSMUSG00000042109,2,0,0,0,0,1
ENSMUSG00000042111,230,242,254,250,255,366
ENSMUSG00000042115,2,0,0,1,3,1
ENSMUSG00000042116,9,4,6,1,2,0
ENSMUSG00000042118,0,0,0,0,0,0
ENSMUSG00000042121,991,887,409,849,830,1105
ENSMUSG00000042124,0,0,0,0,0,0
ENSMUSG00000042129,56399,57294,35431,16380,17113,15419
ENSMUSG00000042133,2454,2819,2125,3000,3383,2372
ENSMUSG00000042138,244,264,215,165,214,165
ENSMUSG00000042148,132,129,60,190,205,143
ENSMUSG00000042155,8,3,3,0,3,0
ENSMUSG00000042156,8,16,0,12,21,0
ENSMUSG00000042157,0,0,0,0,0,0
ENSMUSG00000042165,23,11,24,13,17,18
ENSMUSG00000042167,1304,1382,2157,2258,2303,2901
ENSMUSG00000042178,343,318,224,505,569,352
ENSMUSG00000042179,0,0,0,0,0,0
ENSMUSG00000042182,154,127,216,214,209,162
ENSMUSG00000042184,0,0,0,0,0,0
ENSMUSG00000042185,404,445,192,459,544,344
ENSMUSG00000042189,2,0,0,0,0,1
ENSMUSG00000042190,4107,4235,3561,3131,3442,2649
ENSMUSG00000042195,0,0,0,0,0,0
ENSMUSG00000042197,719,671,357,777,697,618
ENSMUSG00000042198,113,159,137,113,136,127
ENSMUSG00000042200,0,0,0,0,0,0
ENSMUSG00000042202,132,148,72,110,158,179
ENSMUSG00000042203,447,416,317,597,575,543
ENSMUSG00000042207,521,514,173,354,375,323
ENSMUSG00000042208,274,305,259,273,298,380
ENSMUSG00000042210,31,28,31,30,25,25
ENSMUSG00000042211,1274,1286,1009,1202,1158,1230
ENSMUSG00000042212,0,2,1,4,8,0
ENSMUSG00000042213,3,4,9,12,6,58
ENSMUSG00000042215,29,44,18,29,46,46
ENSMUSG00000042216,6,6,12,4,0,8
ENSMUSG00000042219,0,0,0,0,0,0
ENSMUSG00000042225,205,229,204,260,228,349
ENSMUSG00000042228,8104,8305,6342,12066,12818,7803
ENSMUSG00000042229,325,312,347,320,297,347
ENSMUSG00000042240,0,0,0,0,0,0
ENSMUSG00000042243,0,0,0,0,0,0
ENSMUSG00000042244,22,20,22,1,3,3
ENSMUSG00000042246,12,13,7,2,0,8
ENSMUSG00000042248,0,0,0,0,0,0
ENSMUSG00000042249,153,131,300,500,457,1089
ENSMUSG00000042250,0,0,0,0,0,0
ENSMUSG00000042251,2,2,0,3,2,2
ENSMUSG00000042254,2,1,2,4,3,0
ENSMUSG00000042256,10,9,3,13,19,0
ENSMUSG00000042258,0,0,0,0,0,0
ENSMUSG00000042262,0,0,0,0,0,0
ENSMUSG00000042265,36,21,60,127,122,317
ENSMUSG00000042268,9,19,5,6,1,9
ENSMUSG00000042269,0,0,0,0,0,0
ENSMUSG00000042271,159,204,204,200,214,207
ENSMUSG00000042272,815,893,393,905,829,402
ENSMUSG00000042275,37,42,17,37,35,40
ENSMUSG00000042279,0,0,1,0,0,1
ENSMUSG00000042282,0,0,0,0,0,0
ENSMUSG00000042284,161,175,296,154,160,309
ENSMUSG00000042286,210,211,138,901,942,497
ENSMUSG00000042289,59,55,28,8,14,2
ENSMUSG00000042292,530,643,305,582,662,1337
ENSMUSG00000042293,40,59,65,34,42,59
ENSMUSG00000042298,142,139,98,160,194,136
ENSMUSG00000042302,69,49,61,51,66,111
ENSMUSG00000042303,110,121,106,118,99,98
ENSMUSG00000042305,584,528,777,690,747,802
ENSMUSG00000042306,0,0,0,0,2,0
ENSMUSG00000042308,322,262,120,190,186,207
ENSMUSG00000042312,197,228,445,261,260,322
ENSMUSG00000042320,10,4,0,3,2,13
ENSMUSG00000042323,941,952,584,1032,1149,1175
ENSMUSG00000042328,167,222,148,206,231,161
ENSMUSG00000042331,2012,2140,1107,1199,1244,765
ENSMUSG00000042333,354,380,272,1438,1544,777
ENSMUSG00000042340,0,0,1,0,0,0
ENSMUSG00000042345,0,2,0,1,1,0
ENSMUSG00000042348,47,63,18,46,58,51
ENSMUSG00000042349,3101,3176,1839,7351,8034,5128
ENSMUSG00000042350,3717,3563,2393,4632,4831,4031
ENSMUSG00000042351,2,6,1,11,7,6
ENSMUSG00000042353,0,0,0,0,0,0
ENSMUSG00000042354,575,698,559,417,412,464
ENSMUSG00000042357,22,7,1,23,20,0
ENSMUSG00000042359,0,2,0,3,2,0
ENSMUSG00000042363,30,31,7,19,15,23
ENSMUSG00000042364,1114,1184,678,2528,2592,1750
ENSMUSG00000042367,22,13,0,12,8,0
ENSMUSG00000042369,491,539,347,370,477,353
ENSMUSG00000042371,0,0,0,0,0,0
ENSMUSG00000042372,0,0,0,0,0,0
ENSMUSG00000042377,0,0,0,0,2,0
ENSMUSG00000042379,80,79,55,4,0,0
ENSMUSG00000042380,209,185,219,197,179,183
ENSMUSG00000042385,0,0,0,2,0,0
ENSMUSG00000042386,0,0,0,0,0,0
ENSMUSG00000042388,0,0,5,5,0,60
ENSMUSG00000042389,35,22,2,20,21,26
ENSMUSG00000042390,885,883,410,856,894,1118
ENSMUSG00000042396,1910,1890,3062,2457,2778,2687
ENSMUSG00000042401,0,0,0,0,0,0
ENSMUSG00000042404,842,904,605,1467,1546,1269
ENSMUSG00000042406,3949,4116,3488,3644,3963,5115
ENSMUSG00000042408,74,75,31,91,96,103
ENSMUSG00000042410,1054,1059,911,1013,1059,1194
ENSMUSG00000042414,0,0,0,0,0,0
ENSMUSG00000042417,6,7,5,6,6,3
ENSMUSG00000042419,302,325,429,397,450,388
ENSMUSG00000042423,2951,3045,1788,3176,3523,2588
ENSMUSG00000042425,0,2,0,0,0,0
ENSMUSG00000042426,223,224,108,296,329,274
ENSMUSG00000042428,6,10,0,7,6,0
ENSMUSG00000042429,1,0,0,0,1,0
ENSMUSG00000042433,0,0,0,0,0,0
ENSMUSG00000042436,5,0,0,0,0,0
ENSMUSG00000042439,198,162,44,177,160,96
ENSMUSG00000042444,1543,1577,1324,536,542,1002
ENSMUSG00000042446,317,340,166,485,443,424
ENSMUSG00000042447,136,150,96,130,152,151
ENSMUSG00000042448,0,0,0,0,0,0
ENSMUSG00000042451,1,0,0,6,8,0
ENSMUSG00000042453,6,7,3,0,3,2
ENSMUSG00000042459,0,0,0,0,0,0
ENSMUSG00000042460,575,478,565,233,233,327
ENSMUSG00000042462,42,43,69,47,45,62
ENSMUSG00000042472,208,238,181,225,232,238
ENSMUSG00000042473,106,123,76,129,116,141
ENSMUSG00000042474,0,0,0,0,2,1
ENSMUSG00000042476,746,647,230,54,38,24
ENSMUSG00000042477,0,0,0,0,0,0
ENSMUSG00000042485,15,14,2,21,20,10
ENSMUSG00000042487,284,294,154,325,332,297
ENSMUSG00000042489,22,37,9,44,44,126
ENSMUSG00000042492,2447,2569,2138,2044,2124,2679
ENSMUSG00000042496,205,253,173,223,159,269
ENSMUSG00000042498,230,264,309,135,151,180
ENSMUSG00000042499,0,0,0,0,0,0
ENSMUSG00000042500,53,63,40,122,111,97
