cluster	ref	rank	genes	scores	logfoldchanges	pvals	pvals_adj
12	rest	26	FAM135A	24.877184	4.807821	3.259820872792744e-77	4.772508150603489e-74
12	rest	27	LSAMP	24.87429	4.883846	2.3940556483101962e-73	3.1294582422786244e-70
12	rest	28	SH3GL3	24.844236	5.7965326	9.962585200123774e-70	9.855150835398115e-67
12	rest	29	ARHGAP24	24.765715	5.432691	1.4633368938454893e-72	1.7277288274722177e-69
12	rest	30	RGS7	24.740278	4.5682225	4.9466896968192415e-77	6.9636072920492714e-74
12	rest	31	MIR181A2HG	24.507858	4.294316	1.2980708425367803e-78	1.9796121211536955e-75
12	rest	32	SLC2A13	24.149496	6.1093845	6.14490034044732e-65	4.889336899145921e-62
12	rest	33	PCSK5	24.055473	5.055546	6.40054715847256e-73	7.808880884908471e-70
12	rest	34	RORB	23.7232	3.8365653	5.2012727200571197e-73	6.564544235407264e-70
12	rest	35	VAT1L	23.59349	5.1286488	2.9109795587965426e-69	2.731916995679801e-66
12	rest	36	SESTD1	23.551437	4.5916677	5.714224914554533e-72	6.337768063563954e-69
12	rest	37	LHFPL6	23.153437	5.5139728	1.6304013443170023e-66	1.4208171334130142e-63
12	rest	38	NEBL	23.015507	4.25625	1.8997045991260653e-68	1.738277200815328e-65
12	rest	39	CDK14	22.86581	4.237099	4.172790905050481e-72	4.772759997367271e-69
12	rest	40	GALNT13	22.538712	4.42022	3.986969016642729e-70	4.0535292493927924e-67
12	rest	41	PTPRG	22.490334	4.5451026	2.2558723112801497e-69	2.1728205911885462e-66
12	rest	42	PVALB	22.010597	4.3486304	6.271455653073292e-67	5.598574350198429e-64
12	rest	43	HECW1	22.001144	5.0549006	3.8315364457304303e-63	2.80476130900359e-60
12	rest	44	KCNH7	21.921618	5.292586	1.4012277779445633e-65	1.16559858864884e-62
12	rest	45	GPR158	21.81094	5.1985846	7.028271643307537e-63	5.043956282680376e-60
12	rest	46	CACNA1A	21.804018	4.6909685	4.519998422481124e-65	3.676365828027369e-62
12	rest	47	ADAMTS17	21.724464	6.648234	5.032024339491439e-55	3.0696187141621026e-52
12	rest	48	PLXNA2	21.420652	6.456191	1.0690237573038712e-54	6.4143177936195065e-52
12	rest	49	DACH1	21.409931	4.3561406	6.214812046987754e-66	5.289961296088344e-63
13	rest	0	KIRREL3	61.678772	8.621769	6.773014783282102e-179	2.478991140829082e-174
13	rest	1	KCNH7	32.81583	6.97285	8.754447450304511e-98	1.6021076556429771e-93
13	rest	2	ROBO2	30.485563	6.185073	8.952324293176176e-80	5.461067024242354e-76
13	rest	3	PDE4B	28.747341	5.559571	3.821370644125122e-86	2.797319738912472e-82
13	rest	4	ZNF804B	28.310732	6.4674883	4.338092695194006e-88	5.292617691226527e-84
13	rest	5	ADGRL2	28.184769	5.2417703	3.4725072698140254e-79	1.5887154822807893e-75
13	rest	6	NFIA	27.988739	5.6006274	9.518118479384473e-88	8.709316361598778e-84
13	rest	7	ADARB2	26.910137	6.2767406	2.588682560421657e-79	1.3535481484856151e-75
13	rest	8	AL358335.2	26.517622	6.7825804	3.991466794925149e-69	1.2174306346754614e-65
13	rest	9	ADGRB3	25.660084	5.139083	1.2379398015537994e-76	4.1190758796973285e-73
13	rest	10	SNTG1	25.246758	5.658538	1.0951700554922113e-76	4.008431920107043e-73
13	rest	11	SAMSN1	25.040407	5.277155	3.503662246656137e-77	1.4248615765540138e-73
13	rest	12	CA10	23.32943	4.9574723	1.893300354692235e-61	4.619779085472699e-58
13	rest	13	LINC00470	22.64329	6.6792536	4.315281539798867e-57	9.29080115518696e-54
13	rest	14	ZNF804A	22.047812	5.4824553	8.945909783763109e-65	2.5186864922731813e-61
13	rest	15	NRXN3	21.27075	5.1402416	4.622426140225886e-51	8.459270957920383e-48
13	rest	16	CNTNAP2	21.121431	5.3180723	2.934986250391365e-62	7.673102267898168e-59
13	rest	17	TRPM1	19.980732	4.7018323	5.0835259652829624e-58	1.1628883365957607e-54
13	rest	18	IQCJ-SCHIP1	19.732988	4.289824	7.525517275291861e-56	1.5302303210719855e-52
13	rest	19	FAM135B	18.93358	4.3532124	2.205007555967902e-53	4.247656923999009e-50
13	rest	20	SOX6	18.888792	5.1469893	5.866485117902611e-50	9.759964627288795e-47
13	rest	21	DOK6	18.0456	4.2254987	3.376049004556202e-50	5.884131886464835e-47
13	rest	22	NRG3	17.862698	4.0589886	2.2731275132645585e-47	3.617336526652005e-44
13	rest	23	INPP4B	17.546608	4.8060627	7.985411997901447e-45	1.0824965353155217e-41
13	rest	24	CSMD3	17.37824	4.9984236	3.0120004564400643e-45	4.4096891482465116e-42
13	rest	25	ST18	17.212437	4.306277	3.2570121886031367e-46	4.967079296460975e-43
13	rest	26	GRM6	17.01484	4.9520855	6.593276132598617e-43	7.541265616538812e-40
13	rest	27	CACNA2D1	16.398119	3.6996567	3.63524728979136e-44	4.588058139781158e-41
13	rest	28	SCN1A	16.099232	4.8899627	3.807181182961911e-39	3.870739957710802e-36
13	rest	29	INSYN2A	15.780755	6.6204777	3.0384325287188233e-35	2.5862713717125034e-32
13	rest	30	KHDRBS3	15.670229	3.9016528	8.119988311782122e-41	8.741167417633454e-38
13	rest	31	NETO1	15.583475	4.019702	4.863032034946733e-41	5.393691985184405e-38
13	rest	32	KCTD16	15.344536	4.26656	4.3981835547936837e-38	4.127638879205221e-35
13	rest	33	SLC24A2	15.270251	3.8536804	1.1806973014077823e-39	1.2347057693950355e-36
13	rest	34	EPHA7	15.240629	4.669889	1.843974528266451e-36	1.6872827927270096e-33
13	rest	35	RORA	15.195578	2.6614282	2.5444027734735504e-35	2.217325855045367e-32
13	rest	36	NFIA-AS2	15.190236	5.544581	7.462851090976725e-35	6.207904835928162e-32
13	rest	37	KCNMA1	14.995933	3.4638054	1.5174051415672444e-38	1.5010417726081816e-35
13	rest	38	FGF12	14.9146	3.714539	1.8604839133208297e-38	1.791988729248834e-35
13	rest	39	LINC01915	14.722405	10.403272	1.5254437433309976e-31	1.0151412081755972e-28
13	rest	40	SYNE1	14.335139	2.998622	3.140906295219651e-36	2.8039100319837668e-33
13	rest	41	CADPS	14.274612	3.2670853	1.0846551341469136e-34	8.822102792202485e-32
13	rest	42	KCNB2	13.772063	4.2106576	5.6411000731214865e-34	4.3929766760919045e-31
13	rest	43	NOVA1	13.683759	3.514489	3.28554137974019e-33	2.5052937508306397e-30
13	rest	44	SEMA3E	13.632089	4.2363725	9.278269020719657e-32	6.288776378284447e-29
13	rest	45	CAMK4	13.5950165	3.9545412	3.940817759053036e-32	2.7738052076750036e-29
13	rest	46	EDIL3	13.481704	3.3824894	4.47754459476605e-33	3.2776521942606435e-30
13	rest	47	OPCML	13.232296	3.5796027	6.207001178594575e-32	4.286461323353586e-29
13	rest	48	KCNJ3	12.976403	4.6610475	7.91242597908279e-29	4.82671172100682e-26
13	rest	49	LAMA2	12.88598	5.14326	1.0797528651814652e-27	5.987884033107092e-25
14	rest	0	CDH18	49.399616	8.072247	2.0822435863234196e-142	7.621219750302348e-138
14	rest	1	NRXN1	39.33475	6.821032	6.3822873635073515e-121	1.1679904989586628e-116
14	rest	2	GRIK2	34.716526	7.2702513	2.0102176019720182e-101	2.452532481659261e-97
14	rest	3	ZNF804A	27.65122	6.171369	1.5890616938711013e-85	1.4540311764344045e-81
14	rest	4	CACNA2D3	26.907532	6.2265143	9.597011905446067e-74	7.025204655024631e-70
14	rest	5	HS6ST3	23.066624	7.0633154	1.92733360495293e-58	8.817792159360273e-55
14	rest	6	ADGRB3	22.355726	4.8293967	2.6579013077628377e-66	1.6213640960904604e-62
14	rest	7	TMTC2	20.482044	4.6050572	1.5659273026267972e-59	8.187786457634772e-56
14	rest	8	DSCAM	19.009308	4.9808183	6.319987246468579e-54	2.313178532079965e-50
14	rest	9	FAM155A	18.364746	4.2426925	7.584278773364758e-51	2.52356533985385e-47
14	rest	10	DLGAP1	18.040789	4.6706963	1.3881316742229713e-49	4.233917284019581e-46
14	rest	11	DTNA	17.482325	4.2265816	3.162462080754658e-47	8.267805329835802e-44
14	rest	12	GRIA4	17.332376	4.19833	9.066069539420959e-48	2.552517009325743e-44
14	rest	13	ZFPM2	17.18341	5.887374	4.242477091121841e-41	7.394233524388119e-38
14	rest	14	MGAT4C	16.779451	5.647093	1.2855286199981268e-39	2.0457231748065845e-36
14	rest	15	TENM2	16.681486	4.8428226	3.4265203021621388e-43	7.377298210555084e-40
14	rest	16	DAB1	16.204844	4.0756736	4.030145883060479e-43	8.194853859216478e-40
14	rest	17	TCF4	15.928475	3.033874	2.375494401532221e-41	4.347273529524041e-38
14	rest	18	PREX2	15.533457	4.8516183	1.114025941336345e-36	1.6309785391540625e-33
14	rest	19	GPR158	15.470045	4.4725175	3.287193703729073e-38	5.013107364591159e-35
14	rest	20	ANKS1B	15.349071	3.9247866	7.005766381951391e-40	1.165536615208195e-36
14	rest	21	IL1RAPL1	14.5961275	4.936218	3.6504323228530897e-34	4.60722322237055e-31
14	rest	22	NOVA1	14.553829	3.858334	7.664072098297702e-36	1.07889501103767e-32
14	rest	23	SLC24A3	14.466862	4.6764827	4.109796983425698e-34	5.0140893130121324e-31
14	rest	24	GALNT13	14.056074	3.8148782	7.681723743495802e-35	1.041328780502555e-31
14	rest	25	NRXN3	14.028952	3.6991186	4.5846746086570867e-32	4.7943907243273727e-29
14	rest	26	CNTNAP2	14.017001	4.343133	2.3030957632733737e-34	3.0105574296988838e-31
14	rest	27	CACNA1D	13.872329	3.6022282	1.856378315675275e-33	2.1917839590977657e-30
14	rest	28	MEG3	13.582572	3.8143842	1.5075679817841782e-32	1.6228969323906678e-29
14	rest	29	RBFOX1	13.525676	4.76623	3.353184482540514e-31	3.068247631136634e-28
14	rest	30	DCLK2	13.47084	3.6311502	9.843080665963399e-32	9.480699880392799e-29
14	rest	31	LSAMP	13.399105	3.206935	5.154539715591229e-32	5.098954273793367e-29
14	rest	32	KCNJ3	13.149786	4.7763834	3.25291271234918e-29	2.5331884720147306e-26
14	rest	33	EBF1	12.978303	5.3060846	3.9518093846446547e-28	2.678521764581093e-25
14	rest	34	ADGRL3	12.704378	3.7200382	1.3460731439114216e-29	1.071035285658738e-26
14	rest	35	SEMA3A	12.680359	2.8638961	4.6336898796813825e-30	3.944132169446937e-27
14	rest	36	SNHG14	12.571286	2.3457124	6.311658735635322e-29	4.6202604276597687e-26
14	rest	37	RGS7	12.41828	3.3460813	5.066736702845385e-29	3.863492292934248e-26
14	rest	38	TRHDE	12.36142	5.929233	1.4193252286277798e-25	7.639518043089024e-23
14	rest	39	DPP6	12.3519335	4.1030116	1.706724857179008e-27	1.115497080314444e-24
14	rest	40	FRMD5	12.297217	3.3797383	2.32072962242135e-28	1.6026608473630911e-25
14	rest	41	KCNIP4	12.237828	2.202542	7.53881276888382e-26	4.1807285780896464e-23
14	rest	42	AC092691.1	11.940604	3.362709	5.738966119743689e-27	3.560201677097267e-24
14	rest	43	NTRK2	11.762791	3.5510771	8.028346852090274e-26	4.3857540766172555e-23
14	rest	44	PTPRT	11.728649	3.8921597	2.0149049829040354e-25	1.0386977081587408e-22
14	rest	45	DACH1	11.683106	3.48696	4.4101802854577966e-26	2.5221407598131378e-23
14	rest	46	GRID2	11.652776	3.4480023	2.825445484301571e-26	1.6414941296971713e-23
14	rest	47	GRIP1	11.636842	3.9028766	2.45012840578574e-25	1.2455159691689426e-22
14	rest	48	BRINP3	11.6231785	6.8220644	2.934821429412246e-23	1.2490395248595072e-20
14	rest	49	CACNA1C	11.611406	3.1063948	7.356702157313669e-26	4.142502394766732e-23
15	rest	0	NTNG1	35.887173	6.6485906	8.634614447208797e-105	3.160355233822892e-100
15	rest	1	FAM155A	31.50974	6.3424587	2.5328770107484898e-82	4.635291573520274e-78
15	rest	2	GRID2	30.104177	5.952238	1.55137828377391e-73	1.1356399312881776e-69
15	rest	3	PCDH9	28.314255	5.948701	1.4352521133260262e-70	8.755277099974314e-67
15	rest	4	GRIK1	27.929338	6.2463956	2.1525115381944184e-74	1.9696018702363478e-70
15	rest	5	NETO1	27.462906	5.698659	2.966839666970946e-78	3.61964328836012e-74
15	rest	6	MDGA2	26.300076	5.7374067	7.384508947406257e-62	3.861148742628806e-58
15	rest	7	DOK6	22.498175	4.949607	9.131747912317568e-61	4.177888816734191e-57
15	rest	8	CA10	22.034702	5.0401382	8.193435222166623e-55	2.9988792256652056e-51
15	rest	9	GALNT13	20.779325	4.839622	2.224234602626693e-58	9.045467854526622e-55
15	rest	10	NRXN3	19.766628	5.104705	5.373078998701057e-44	1.3110670962097158e-40
15	rest	11	CDH20	19.344517	4.6936855	2.7843975002622066e-53	9.264702991554276e-50
15	rest	12	ZFHX4	18.708185	5.22217	1.271289819727423e-45	3.8775398909869505e-42
15	rest	13	NXPH2	18.606346	8.683764	4.10389374593365e-40	6.530722391083371e-37
15	rest	14	SLIT2	18.50307	5.7131066	2.348691502050432e-45	6.612650589734451e-42
15	rest	15	CADPS	18.047415	3.9463084	4.054698471972951e-42	7.810843093299051e-39
15	rest	16	PDZRN4	17.250372	5.280504	5.629661735213498e-43	1.2878203073159327e-39
15	rest	17	PLCB4	16.978567	4.0080523	1.0639535232489344e-44	2.781554493173875e-41
15	rest	18	TENM2	16.60504	4.589891	1.0077738800110263e-42	2.0491962101268653e-39
15	rest	19	UNC5D	16.489927	4.427158	9.800274846051368e-43	2.0491962101268653e-39
15	rest	20	NXPH1	16.191168	8.5460825	3.697842364133292e-34	4.365958979665891e-31
15	rest	21	ADAM23	15.878976	3.975412	5.177263760687654e-40	7.895542954372035e-37
15	rest	22	DGKB	15.854378	4.401576	3.101273681311429e-40	5.4052246671276e-37
15	rest	23	NEBL	15.835612	3.8755455	1.8536265540992817e-40	3.392229275329391e-37
15	rest	24	KHDRBS2	15.7262	3.8645942	3.51226668150196e-40	5.843294218620602e-37
15	rest	25	CNTNAP5	15.518548	4.595912	1.841808867333817e-38	2.696481854131401e-35
15	rest	26	SGCD	15.340657	4.7525125	2.364932795328e-36	3.2058853793259304e-33
15	rest	27	TACR3	15.296698	6.4841113	7.780873442057272e-33	8.13679282436395e-30
15	rest	28	GRM5	15.043177	4.190793	2.0974378699257743e-37	2.9526278260443564e-34
15	rest	29	PTPRR	14.855598	4.5076275	5.910726221179459e-35	7.211283014046313e-32
15	rest	30	LRFN5	14.810035	4.967599	9.061608575592918e-34	1.0050422287129586e-30
15	rest	31	MACROD2	14.742076	3.1646135	4.103262530013032e-34	4.693234745656469e-31
15	rest	32	SAMSN1	14.683341	3.9856005	2.6209148311007144e-36	3.426003704754187e-33
15	rest	33	GREB1L	14.233175	4.717618	5.842756994561978e-32	5.627651283104289e-29
15	rest	34	LRP1B	14.104246	4.5954876	9.466647202681568e-33	9.62468761848189e-30
15	rest	35	CDH8	13.955407	5.933907	1.6443814966728154e-29	1.4679513941395542e-26
15	rest	36	KCNMA1	13.484179	3.5001614	3.804512618471193e-32	3.763485576990923e-29
15	rest	37	LAMA3	13.00249	6.960503	4.9472913208137345e-26	3.353255733946361e-23
15	rest	38	EBF1	12.745768	5.5932007	2.4753666044663962e-26	1.7423248671168185e-23
15	rest	39	RASGEF1B	12.610211	4.0032024	8.185675203049817e-28	6.513128219713617e-25
15	rest	40	MAPRE2	12.471399	3.3083081	3.564207652327282e-28	2.9648537337007013e-25
15	rest	41	IQCJ-SCHIP1	12.402429	3.3917608	2.3298869023960635e-28	1.9831672212697286e-25
15	rest	42	RORA	12.213873	2.3180993	2.569682815200955e-25	1.6500519424415814e-22
15	rest	43	TANC2	12.0417185	3.107931	5.9324671107950845e-27	4.431310790249202e-24
15	rest	44	KAZN	11.947858	3.4270942	8.641378938516689e-27	6.325662210572987e-24
15	rest	45	TMTC2	11.946314	3.428685	1.6023416009095223e-26	1.1499471555860671e-23
15	rest	46	VSX1	11.826064	4.518902	2.5508119444418126e-24	1.5305289832543408e-21
15	rest	47	GRM7	11.70588	3.407696	7.688218915935901e-26	5.116300009857635e-23
15	rest	48	THSD7A	11.546712	3.1935356	2.6546912246532903e-25	1.6752474743712946e-22
15	rest	49	LINC01091	11.32895	5.3086724	3.50893748438029e-22	1.7837586231361527e-19
16	rest	0	DPP10	45.389515	7.63047	5.321994962771207e-121	1.9479033763238894e-116
16	rest	1	GRIK1	38.802475	7.7157965	5.569780126963562e-90	6.79531741423311e-86
16	rest	2	PDE4B	35.02595	6.4382863	7.137183236078814e-85	5.224560872474413e-81
16	rest	3	DSCAM	33.61614	6.6065993	1.0653622309715575e-90	1.949666150789499e-86
16	rest	4	CNTNAP2	31.8705	6.3998427	7.399753369677953e-83	4.513972884726379e-79
16	rest	5	KIRREL3	31.004398	7.14499	3.952697994272383e-85	3.6168174822090876e-81
16	rest	6	NFIA	28.246914	5.8414726	4.26159065942036e-81	2.22826399607778e-77
16	rest	7	CDH20	26.053822	5.5152707	2.514532892776288e-73	1.1504302301063115e-69
16	rest	8	CNTN4	24.082434	5.2846985	2.5150410597872566e-63	9.205301782927339e-60
16	rest	9	CNTNAP5	22.784319	5.4771204	5.024454727508755e-64	2.0433340831283103e-60
16	rest	10	SOX6	21.968502	5.452445	6.050575476615367e-59	1.845475941829992e-55
16	rest	11	CSMD3	21.82522	5.5604596	5.071036733990338e-59	1.687318322734367e-55
16	rest	12	NEBL	21.255486	4.637672	8.254415106068949e-57	2.3239988253633046e-53
16	rest	13	NRXN3	20.753767	5.443044	1.7476847064756357e-45	3.5537226634285964e-42
16	rest	14	RIMS1	20.441402	4.752721	2.7689489265358528e-56	7.239021404295625e-53
16	rest	15	ANKS1B	19.398685	4.6651516	1.0328551998733563e-52	2.5202355447043143e-49
16	rest	16	KCNIP4	18.26421	3.4783225	3.701032235606592e-40	6.1573400388834944e-37
16	rest	17	CTNND2	18.2582	4.49167	5.207583887226739e-48	1.191267361602412e-44
16	rest	18	SAMSN1	18.047113	4.5203156	5.934792154203116e-48	1.277760750799931e-44
16	rest	19	MRPS30-DT	17.004843	4.9018803	4.915508379282287e-40	7.822283573483087e-37
16	rest	20	OPCML	16.943838	4.3489327	4.776496601953933e-44	9.20129221726926e-41
16	rest	21	THSD7A	16.780045	4.065333	1.7987211016650014e-43	3.291749552102036e-40
16	rest	22	NRG1	16.366568	4.1439476	2.4367833181144504e-40	4.247081248871762e-37
16	rest	23	CADPS	15.996836	3.648222	3.7598546016977534e-36	4.91480136702641e-33
16	rest	24	FAM126A	15.833902	4.806039	1.554404619448919e-36	2.370531811518745e-33
16	rest	25	ZPBP	15.718491	3.1280346	2.7163046522508865e-35	3.31398221923449e-32
16	rest	26	DST	15.242203	3.2250993	3.011537243381954e-36	4.2394336401931885e-33
16	rest	27	IQCJ-SCHIP1	14.865136	3.7514448	2.8351779926716387e-36	4.150813988390986e-33
16	rest	28	AC099520.1	14.76042	6.8102703	1.2842641256787174e-30	1.2369829279991245e-27
16	rest	29	CA10	14.433789	3.9061327	4.830520143424395e-34	5.70328605707988e-31
16	rest	30	MAN1A1	14.292744	4.4340076	2.1763423875335554e-32	2.3428325801798724e-29
16	rest	31	GABRB3	14.262702	2.96709	4.6350345048607856e-33	5.3014655597628004e-30
16	rest	32	BACH1	13.681838	3.7936738	1.2186580777056522e-31	1.2744029800601308e-28
16	rest	33	C8orf34	13.564878	6.962559	2.7219683812756373e-27	2.165799233110209e-24
16	rest	34	NFIB	13.487389	3.893559	2.6240970245572993e-31	2.667904866550603e-28
16	rest	35	RORA	13.484699	2.5997558	1.2626902242915666e-28	1.0503573840749006e-25
16	rest	36	FAM135B	12.98435	3.6031773	8.273697061825993e-30	7.76475861948444e-27
16	rest	37	GABBR2	12.944867	4.5208616	1.8535157301201064e-27	1.5075673164028002e-24
16	rest	38	NFIA-AS2	12.856731	5.4638615	2.374901188502152e-26	1.7384751680073453e-23
16	rest	39	EDIL3	12.853472	3.5288663	1.0915953092110642e-29	9.98836997810854e-27
16	rest	40	ATRNL1	12.716178	3.3537118	3.5206981560278446e-29	2.9967691443901195e-26
16	rest	41	CACNA2D1	12.714483	3.2415044	3.3808768083510263e-29	2.946273144344188e-26
16	rest	42	ADCY2	12.592792	4.211789	3.770458281255312e-27	2.9362243308984187e-24
16	rest	43	ZFPM2	12.369658	4.8062835	7.221764866880595e-26	5.18281991946464e-23
16	rest	44	ABCB1	12.3143635	5.146199	9.175880393549236e-25	5.597439971404926e-22
16	rest	45	NPHS1	12.233517	5.138081	1.0394392085178464e-24	6.236805650977328e-22
16	rest	46	REPS2	12.002224	4.0231175	2.1354838006070075e-25	1.3712428523862645e-22
16	rest	47	LRRC7	11.935393	3.3792264	2.0733030487213123e-26	1.548672752780587e-23
16	rest	48	PTPRR	11.732131	4.0628896	1.413501877732878e-24	8.344448746274365e-22
16	rest	49	KCNMA1	11.641695	3.0880482	1.787025307914649e-25	1.2112391350922976e-22
17	rest	0	SOX5	31.205053	6.0539927	4.575382483780376e-90	1.6746357428884555e-85
17	rest	1	DLGAP1	27.723696	5.921823	8.719477610608625e-80	1.5957080001294314e-75
17	rest	2	IL1RAPL1	23.403938	6.255071	5.204574718142219e-59	3.8098527851744674e-55
17	rest	3	GRIP1	22.74782	5.646345	1.4679009905048009e-61	1.7908881384488738e-57
17	rest	4	GRIA4	21.06176	4.933572	9.156209356542128e-58	5.585440310979974e-54
17	rest	5	FAM155A	20.478703	4.8149395	1.0329000898963357e-53	5.400739455756541e-50
17	rest	6	PHACTR1	19.047283	4.2459674	2.3208686682303708e-51	1.0618264265737476e-47
17	rest	7	TFAP2B	17.541485	5.990224	2.708111161897326e-39	6.607971775773602e-36
17	rest	8	LHFPL6	17.462145	5.1128273	2.6105645507096885e-42	8.686297556411391e-39
17	rest	9	PTN	17.336426	5.1530604	1.396535026102908e-40	3.931890653107118e-37
17	rest	10	AFF3	17.110155	4.181874	6.785372848912998e-44	2.759460351589607e-40
17	rest	11	CELF4	16.573225	4.7410655	3.1149888811327665e-39	7.125731752396274e-36
17	rest	12	KLHL5	16.554144	5.627613	2.1228289771219748e-36	3.5317119723473366e-33
17	rest	13	MYT1L	16.541634	4.3750887	3.234635540985807e-41	9.865907952968458e-38
17	rest	14	CNTNAP2	15.897295	4.720146	4.532529380060331e-40	1.1849650559970584e-36
17	rest	15	ADCY8	15.889245	5.5836735	4.664509597087728e-35	6.566373683192614e-32
17	rest	16	RASGEF1B	15.796411	4.536995	4.889305868266951e-38	9.418604425496772e-35
17	rest	17	MIR181A1HG	15.582878	4.3653975	3.279443023092161e-37	5.715756861342675e-34
17	rest	18	CACNA1D	15.528205	4.0324197	7.365539131372952e-38	1.3479304887369072e-34
17	rest	19	GRM8	15.274239	5.971513	3.239207355872762e-33	3.713984585489443e-30
17	rest	20	NRP1	15.271917	5.830403	1.3998352952731676e-32	1.4638677612083773e-29
17	rest	21	DPP6	15.242182	4.6456943	2.8648577100518667e-36	4.558985088939495e-33
17	rest	22	PLPPR1	14.87924	5.277992	1.863258756353494e-32	1.843165776791736e-29
17	rest	23	NRXN1	14.86769	4.416668	4.877520410575689e-36	7.438421856145033e-33
17	rest	24	ZFPM2	14.785575	5.8470407	8.425515802107801e-32	7.342435806498752e-29
17	rest	25	NRG3	14.68988	3.8381803	5.207875879902918e-35	7.059757965938025e-32
17	rest	26	ZNF804A	14.593888	4.57558	6.406909327325864e-35	8.374974581766213e-32
17	rest	27	CTNND2	14.502641	3.6485686	2.6908259697663735e-35	3.9394768527767617e-32
17	rest	28	LSAMP	14.410807	3.5396535	3.3485831349184894e-33	3.713984585489443e-30
17	rest	29	DAB1	14.361572	3.6662543	7.188073388402792e-35	9.072092209963124e-32
17	rest	30	GRIK2	14.287346	4.6262827	3.297135534256387e-33	3.713984585489443e-30
17	rest	31	SYNPR	14.282892	4.8674245	5.868600372057653e-32	5.369916055442054e-29
17	rest	32	SPOCK1	14.192418	4.400217	6.90759793408017e-33	7.436029176037303e-30
17	rest	33	TENM2	13.893852	4.299689	1.739589340764561e-32	1.7686308183701028e-29
17	rest	34	NRXN3	13.886693	3.838235	7.99387389349159e-29	5.319705061376103e-26
17	rest	35	SNHG14	13.763945	2.7043693	2.8193564782666824e-31	2.293139254689752e-28
17	rest	36	PCDH7	13.750106	4.8839097	2.3625481956088294e-30	1.8014922189058076e-27
17	rest	37	ROBO1	13.673411	4.8315897	9.526423672570334e-30	6.705319862302823e-27
17	rest	38	ASIC2	13.564416	3.8058066	5.670063251361705e-32	5.321281668284353e-29
17	rest	39	COL11A1	13.475387	4.739459	6.081538546539067e-29	4.1220443026273405e-26
17	rest	40	FRMD5	13.239122	3.738863	1.0322530036308425e-30	8.038615358700524e-28
17	rest	41	NAV3	13.13818	4.0396924	3.572242758987742e-30	2.5636795533668693e-27
17	rest	42	TFAP2A	13.091335	6.32757	3.988901482813767e-26	2.0277469885064817e-23
17	rest	43	FMN2	13.06297	3.4178045	3.4737889745001636e-30	2.5428830051136098e-27
17	rest	44	STXBP5-AS1	12.963707	4.49744	5.628646315703508e-28	3.377280062312526e-25
17	rest	45	LRRTM3	12.830862	6.5827465	2.1296835646129034e-25	9.866904828910996e-23
17	rest	46	PAX6	12.787237	4.0626283	1.3723764434152314e-27	7.848492219600138e-25
17	rest	47	ARHGAP44	12.750232	3.7423787	2.1234620101082647e-28	1.3173022547791966e-25
17	rest	48	TRPM3	12.621472	3.8288248	1.9000595809055824e-28	1.1990358744952625e-25
17	rest	49	ANKS1B	12.332284	3.5078592	8.599342708277709e-28	4.995945118502737e-25
18	rest	0	ADARB2	38.534153	7.31978	7.012630809213922e-108	2.566693002480388e-103
18	rest	1	CSMD3	28.35757	6.2916675	2.5488004933697305e-79	4.664432342891276e-75
18	rest	2	CACNA2D1	23.005987	4.625148	3.958936437909583e-62	4.830034418797621e-58
18	rest	3	PTPRG	22.774975	5.024962	9.086468678875829e-60	6.651476802310685e-56
18	rest	4	GRM7	22.228453	5.0345697	3.152817906915157e-61	2.8849072052750415e-57
18	rest	5	ROBO2	21.986204	5.268063	2.2910586966557598e-52	8.385503935629747e-49
18	rest	6	ADGRL2	21.631018	4.483859	2.94235006121459e-51	7.692353899322515e-48
18	rest	7	CA10	21.341011	5.0744987	5.157761188532849e-51	1.2585281150766053e-47
18	rest	8	SLC4A10	21.014105	4.2909136	1.1352577915376057e-53	6.925261738011317e-50
18	rest	9	OLFM3	20.491964	5.330283	1.384689298340489e-51	3.8985394621969416e-48
18	rest	10	DGKB	19.893002	5.0597796	1.5770259570707247e-53	8.245818150677941e-50
18	rest	11	ZNF804B	19.837976	5.4019513	2.418706587112746e-53	1.1065884974364203e-49
18	rest	12	SAMSN1	19.825235	4.6011586	4.1691545244200384e-53	1.6955024972033092e-49
18	rest	13	COL19A1	19.572855	9.12076	1.3047359320614656e-40	1.7055228517636322e-37
18	rest	14	ASIC2	19.508083	4.5654287	3.256279955833852e-52	9.931925221956235e-49
18	rest	15	RIMS1	19.48479	4.679147	2.7862212070510987e-52	9.270771127207024e-49
18	rest	16	ADGRB3	19.475443	4.5734787	7.91656560166942e-51	1.8109638599168903e-47
18	rest	17	MDGA2	19.267406	4.7347617	2.560634263939793e-45	4.46294165211716e-42
18	rest	18	NRG3	19.188324	4.5314574	1.1511960871654325e-45	2.1067463993171e-42
18	rest	19	DOK6	19.151659	4.4302273	9.645742718205309e-48	1.9613546068279585e-44
18	rest	20	ST6GALNAC3	19.115057	5.1950946	2.110271434685788e-47	4.065160251628133e-44
18	rest	21	NRXN3	18.54865	5.0091987	1.0578284602269209e-39	1.2099243585239228e-36
18	rest	22	NETO1	18.509472	4.6422396	8.55531124099358e-49	1.841958510185918e-45
18	rest	23	HS3ST5	17.729717	5.6180415	6.288606963036605e-40	7.424816240454928e-37
18	rest	24	KCTD16	17.593895	4.689176	5.958015178768403e-44	9.086221398254262e-41
