rank	experiment	file	biological_replicates	pearson	n_points	seconds	status	error
661	ENCSR426KLJ	ENCFF676RAT	1	0.7869882493	48000	449.795	ok	
662	ENCSR549NRK	ENCFF017LRG	1	0.7860256653	48000	138.665	ok	
663	ENCSR169KNO	ENCFF865UWE	1	0.7858021119	48000	152.331	ok	
664	ENCSR002IHL	ENCFF505HNJ	1	0.7852956674	48000	128.658	ok	
665	ENCSR928PKL	ENCFF987RXP	1	0.7851866834	48000	169.386	ok	
666	ENCSR720FVJ	ENCFF456EHL	1	0.7847531853	48000	217.829	ok	
667	ENCSR271QID	ENCFF580HLW	1	0.7845920652	48000	224.049	ok	
668	ENCSR367FKP	ENCFF876KKY	2	0.7837491921	48000	138.171	ok	
669	ENCSR014GTH	ENCFF541ZVM	1	0.7831106617	48000	280.143	ok	
670	ENCSR923BEY	ENCFF109TWE	1	0.7829278433	48000	166.071	ok	
671	ENCSR702VYW	ENCFF830RSR	2	0.7829183838	48000	286.415	ok	
672	ENCSR524QBS	ENCFF279EDL	1	0.7823302829	48000	247.266	ok	
673	ENCSR200BNM	ENCFF520QRU	1	0.7822065568	48000	164.589	ok	
674	ENCSR006MAW	ENCFF163NDW	1	0.7812888045	48000	148.855	ok	
675	ENCSR723VNG	ENCFF990HTO	1	0.7808915972	48000	244.302	ok	
676	ENCSR503RWO	ENCFF798JNG	1	0.7806097213	48000	153.767	ok	
677	ENCSR255STJ	ENCFF695QYJ	1	0.7805786428	48000	266.773	ok	
678	ENCSR788IZL	ENCFF111NRY	1	0.7804909911	48000	345.356	ok	
679	ENCSR498RLX	ENCFF278VYR	1	0.7802829450	48000	293.547	ok	
680	ENCSR711AQM	ENCFF469BIK	1	0.7801533588	48000	191.986	ok	
681	ENCSR686WJL	ENCFF712ATQ	1	0.7797256502	48000	128.310	ok	
682	ENCSR298SDT	ENCFF156LUX	1	0.7794768756	48000	295.020	ok	
683	ENCSR811OUF	ENCFF769AFQ	1	0.7793415193	48000	114.304	ok	
684	ENCSR022UVL	ENCFF632MSC	1	0.7792075967	48000	149.382	ok	
685	ENCSR984SDD	ENCFF349JFX	1	0.7788717794	48000	189.315	ok	
686	ENCSR785MXI	ENCFF686OEZ	1	0.7781231615	48000	159.847	ok	
687	ENCSR059NIN	ENCFF397SMJ	1	0.7778807025	48000	314.691	ok	
688	ENCSR670BGI	ENCFF796XMI	1	0.7767647557	48000	229.576	ok	
689	ENCSR671YPX	ENCFF157NVB	1	0.7767131557	48000	205.609	ok	
690	ENCSR763XBU	ENCFF013AMD	1	0.7764872715	48000	163.897	ok	
691	ENCSR579KDC	ENCFF654RET	1	0.7763010753	48000	275.196	ok	
692	ENCSR693UHT	ENCFF606INL	1	0.7744882256	48000	106.964	ok	
693	ENCSR210ESN	ENCFF492WAE	1	0.7743603236	48000	328.650	ok	
694	ENCSR709PZI	ENCFF460RKR	1	0.7742916231	48000	233.488	ok	
695	ENCSR060MJY	ENCFF592RWK	1	0.7734207388	48000	309.008	ok	
696	ENCSR784GVR	ENCFF354KNF	1	0.7726644705	48000	126.915	ok	
697	ENCSR126EVK	ENCFF405IWE	1	0.7724889661	48000	244.581	ok	
698	ENCSR781TYE	ENCFF547RAG	2	0.7713520198	48000	250.036	ok	
699	ENCSR128GBN	ENCFF162OQB	1	0.7706401520	48000	175.862	ok	
700	ENCSR729TYE	ENCFF836SMO	1	0.7705151521	48000	126.934	ok	
701	ENCSR797FIM	ENCFF192IUT	1	0.7696775302	48000	212.325	ok	
702	ENCSR690CVL	ENCFF108TMD	1	0.7695483180	48000	353.304	ok	
703	ENCSR030HFV	ENCFF978IHV	1	0.7692159008	48000	257.397	ok	
704	ENCSR685PCS	ENCFF146HIT	1	0.7691547622	48000	204.883	ok	
705	ENCSR945KSP	ENCFF447YDA	1	0.7688004074	48000	162.326	ok	
706	ENCSR781TYE	ENCFF482ZNF	1	0.7686938767	48000	154.873	ok	
707	ENCSR218FSP	ENCFF291DQP	1	0.7685806436	48000	375.765	ok	
708	ENCSR221ROM	ENCFF753DPM	1	0.7682795096	48000	206.950	ok	
709	ENCSR994KTY	ENCFF841ILF	1	0.7682729498	48000	235.261	ok	
710	ENCSR212VEN	ENCFF690TSD	1	0.7678778457	48000	99.760	ok	
711	ENCSR599JZA	ENCFF397DDP	1	0.7674028016	48000	124.821	ok	
712	ENCSR566VAK	ENCFF470BCI	1	0.7669512712	48000	325.199	ok	
713	ENCSR770JCP	ENCFF514GFX	1	0.7669498641	48000	142.892	ok	
714	ENCSR849WGE	ENCFF477CEG	1	0.7669261444	48000	232.519	ok	
715	ENCSR409ZBD	ENCFF119DCK	1	0.7667469903	48000	239.701	ok	
716	ENCSR267UFM	ENCFF022ZKX	1	0.7661398469	48000	264.829	ok	
717	ENCSR571CJM	ENCFF874WYJ	1	0.7656397002	48000	346.427	ok	
718	ENCSR817ALC	ENCFF927YMY	1	0.7656316362	48000	132.024	ok	
719	ENCSR218FSP	ENCFF203OKR	2	0.7655558065	48000	280.035	ok	
720	ENCSR510GRY	ENCFF459TMW	1	0.7647169631	48000	172.886	ok	
721	ENCSR951BNY	ENCFF492ENM	2	0.7640489784	48000	119.719	ok	
722	ENCSR365NDK	ENCFF887BVC	1	0.7635886998	48000	209.134	ok	
723	ENCSR520BAD	ENCFF898XFY	1	0.7630558026	48000	287.657	ok	
724	ENCSR114QAK	ENCFF107RAU	1	0.7627549246	48000	184.198	ok	
725	ENCSR195ONB	ENCFF047YGB	1	0.7619737150	48000	209.087	ok	
726	ENCSR984SQJ	ENCFF832GZH	1	0.7610811008	48000	231.856	ok	
727	ENCSR477IQW	ENCFF032OIX	2	0.7602120803	48000	401.313	ok	
728	ENCSR069ICJ	ENCFF255BJE	1	0.7597915165	48000	170.262	ok	
729	ENCSR057GPV	ENCFF232XXP	1	0.7595476787	48000	224.936	ok	
730	ENCSR606QDB	ENCFF571QPS	1	0.7591371265	48000	264.056	ok	
731	ENCSR542UWN	ENCFF884NYR	2	0.7583160406	48000	196.288	ok	
732	ENCSR589HAC	ENCFF213UEB	1	0.7577729496	48000	301.748	ok	
733	ENCSR896LMT	ENCFF823JWZ	1	0.7569531115	48000	364.234	ok	
734	ENCSR832XVZ	ENCFF793FUR	1	0.7567182131	48000	269.247	ok	
735	ENCSR173YSO	ENCFF179VUT	1	0.7559628501	48000	328.964	ok	
736	ENCSR555DLG	ENCFF408PXH	1	0.7557814544	48000	168.987	ok	
737	ENCSR689FYA	ENCFF146YLN	1	0.7556061292	48000	270.411	ok	
738	ENCSR124IMM	ENCFF767BTZ	1	0.7543524108	48000	251.682	ok	
739	ENCSR822GDF	ENCFF670TZZ	1	0.7541868271	48000	295.395	ok	
740	ENCSR477IQW	ENCFF696KWO	1	0.7541296181	48000	212.804	ok	
741	ENCSR924IHU	ENCFF295JAT	1	0.7537345959	48000	273.946	ok	
742	ENCSR433NEX	ENCFF126WHA	1	0.7534319941	48000	200.166	ok	
743	ENCSR086PIL	ENCFF302RER	1	0.7528388961	48000	198.493	ok	
744	ENCSR581LHW	ENCFF411UNK	1	0.7510528662	48000	219.187	ok	
745	ENCSR730IHD	ENCFF214ZVC	1	0.7507972540	48000	117.775	ok	
746	ENCSR011VJK	ENCFF400WNU	1	0.7505889592	48000	196.549	ok	
747	ENCSR593WXK	ENCFF397NES	2	0.7495977939	48000	201.301	ok	
748	ENCSR577QZP	ENCFF765IHL	1	0.7484360289	48000	360.727	ok	
749	ENCSR306LNA	ENCFF737EDS	1	0.7483595283	48000	212.417	ok	
750	ENCSR401UZL	ENCFF284PMB	1	0.7476357584	48000	261.282	ok	
751	ENCSR995YPS	ENCFF732ABI	1	0.7471939416	48000	103.403	ok	
752	ENCSR904LMG	ENCFF831FJX	1	0.7458656053	48000	231.269	ok	
753	ENCSR502FPR	ENCFF337VHH	1	0.7447235792	48000	278.700	ok	
754	ENCSR885ZBV	ENCFF820OSF	1	0.7445658302	48000	195.399	ok	
755	ENCSR856XLJ	ENCFF103WUK	1	0.7439555509	48000	94.724	ok	
756	ENCSR865CYW	ENCFF878ZQA	1	0.7432990095	48000	191.353	ok	
757	ENCSR612IKQ	ENCFF262FOI	1	0.7427977163	48000	243.597	ok	
758	ENCSR006XFA	ENCFF372RPI	1	0.7419631493	48000	211.573	ok	
759	ENCSR647WPA	ENCFF845IOW	1	0.7404684104	48000	210.579	ok	
760	ENCSR330JXM	ENCFF157RLF	1	0.7394418364	48000	171.778	ok	
761	ENCSR632ONQ	ENCFF615BRP	1	0.7394257055	48000	235.116	ok	
762	ENCSR982XOK	ENCFF980SJY	1	0.7393160939	48000	159.173	ok	
763	ENCSR721XAP	ENCFF738EVM	1	0.7382570743	48000	289.944	ok	
764	ENCSR336RGT	ENCFF456JKS	1	0.7373860132	48000	469.699	ok	
765	ENCSR834HGK	ENCFF315WDL	1	0.7369462786	48000	237.595	ok	
766	ENCSR617SVO	ENCFF068GXP	1	0.7365287469	48000	93.879	ok	
767	ENCSR661AMM	ENCFF813UXN	1	0.7362663858	48000	185.130	ok	
768	ENCSR579RVI	ENCFF290JDE	1	0.7347638583	48000	239.137	ok	
769	ENCSR037PIU	ENCFF437SND	1	0.7343111328	48000	133.263	ok	
770	ENCSR940CXU	ENCFF642DIW	1	0.7321614359	48000	172.464	ok	
771	ENCSR846VGZ	ENCFF293YDF	1	0.7304053354	48000	165.370	ok	
772	ENCSR880CUB	ENCFF036SMP	1	0.7302274260	48000	110.790	ok	
773	ENCSR563CZB	ENCFF344UBD	1	0.7290738695	48000	84.678	ok	
774	ENCSR395EZY	ENCFF556ECX	1	0.7289876897	48000	130.199	ok	
775	ENCSR859HEW	ENCFF660FQT	1	0.7289823965	48000	192.601	ok	
776	ENCSR800MBE	ENCFF427FGG	1	0.7280163527	48000	138.223	ok	
777	ENCSR083HYP	ENCFF713MFZ	1	0.7262457074	48000	332.527	ok	
778	ENCSR709IYR	ENCFF642VOM	1	0.7257743932	48000	170.701	ok	
779	ENCSR490UQP	ENCFF497CVA	1	0.7257040055	48000	152.906	ok	
780	ENCSR049SVH	ENCFF110ZAI	1	0.7252919153	48000	364.909	ok	
781	ENCSR306BHE	ENCFF060GSU	1	0.7231217563	48000	152.546	ok	
782	ENCSR209ECO	ENCFF715WQG	1	0.7209702590	48000	270.068	ok	
783	ENCSR951BNY	ENCFF232GUZ	1	0.7208683663	48000	240.234	ok	
784	ENCSR249RFY	ENCFF994MAI	1	0.7207355223	48000	235.825	ok	
785	ENCSR672EWY	ENCFF684SBL	2	0.7202621873	48000	169.188	ok	
786	ENCSR628GQE	ENCFF346EOF	1	0.7194641434	48000	153.118	ok	
787	ENCSR277ZHX	ENCFF881YUR	1	0.7175906557	48000	240.401	ok	
788	ENCSR108PUO	ENCFF241UWA	1	0.7168723861	48000	210.901	ok	
789	ENCSR796YOJ	ENCFF686DIT	1	0.7165121144	48000	172.278	ok	
790	ENCSR464ETX	ENCFF544SIY	2	0.7151158693	48000	153.738	ok	
791	ENCSR419KXU	ENCFF675NNX	1	0.7138582581	48000	209.339	ok	
792	ENCSR365FVU	ENCFF148TKD	1	0.7114862345	48000	272.296	ok	
793	ENCSR800KVI	ENCFF018BZK	1	0.7083422206	48000	361.592	ok	
794	ENCSR329FHR	ENCFF463EIN	1	0.7064077684	48000	218.724	ok	
795	ENCSR537BGX	ENCFF162GDL	1	0.7062206618	48000	282.558	ok	
796	ENCSR564XXO	ENCFF309OMY	2	0.7049668131	48000	146.384	ok	
797	ENCSR818HHN	ENCFF226FAT	1	0.7021178069	48000	269.234	ok	
798	ENCSR889WKL	ENCFF631GRN	2	0.7017473019	48000	238.431	ok	
799	ENCSR362ZFC	ENCFF647HDA	1	0.7016088897	48000	355.158	ok	
800	ENCSR590EFT	ENCFF243RUA	1	0.7007376409	48000	246.972	ok	
801	ENCSR670MKJ	ENCFF184JSH	1	0.7006724071	48000	264.405	ok	
802	ENCSR146KFX	ENCFF926MIK	1	0.6952827404	48000	369.845	ok	
803	ENCSR226JLK	ENCFF866KDT	1	0.6945994755	48000	116.666	ok	
804	ENCSR672EWY	ENCFF623ZIV	1	0.6912030687	48000	204.035	ok	
805	ENCSR006DKF	ENCFF472WAW	1	0.6805545402	48000	293.997	ok	
806	ENCSR197BFD	ENCFF170YYM	1	0.6799180778	48000	325.499	ok	
807	ENCSR970DQR	ENCFF807AUZ	1	0.6781223614	48000	364.112	ok	
808	ENCSR803BLT	ENCFF616TBW	2	0.6779876526	48000	171.375	ok	
809	ENCSR506QJJ	ENCFF110QOO	1	0.6725525549	48000	229.462	ok	
810	ENCSR506QJJ	ENCFF736JHZ	2	0.6671553918	48000	474.428	ok	
811	ENCSR443YJP	ENCFF346RRS	2	0.6642665983	48000	390.902	ok	
812	ENCSR643ZGR	ENCFF926JZL	1	0.6585368712	48000	157.909	ok	
813	ENCSR443YJP	ENCFF147AZB	1	0.6571689705	48000	105.073	ok	
814	ENCSR355PNF	ENCFF931NSL	1	0.6369905104	48000	350.935	ok	
815	ENCSR970DQR	ENCFF415JHE	2	0.6359862281	48000	264.879	ok	
816	ENCSR751VMX	ENCFF359QRX	1	0.6008486624	48000	157.643	ok	
817	ENCSR306BHE	ENCFF687TRP	2	0.5961584560	48000	252.638	ok	
818	ENCSR520WTV	ENCFF725ERY	2	0.5904452726	48000	288.871	ok	
819	ENCSR450PWF	ENCFF379EHP	1	0.5899835165	48000	173.699	ok	
820	ENCSR520WTV	ENCFF281VSR	1	0.5582526788	48000	362.710	ok	
821	ENCSR366NBE	ENCFF097WPE	1	0.4274035748	48000	300.333	ok	
822	ENCSR366NBE	ENCFF810TCQ	2	0.4195572989	48000	239.752	ok	
823	ENCSR009KWQ	ENCFF721VIJ	1	0.4009950661	48000	253.961	ok	
824	ENCSR009KWQ	ENCFF187TJI	2	0.3123611573	48000	304.804	ok	
