3	12.  Endodermis Initials	9	4.21	9e-06	0.000267272727272727	True	ORTHO905GF000014,ORTHO905GF000020,ORTHO905GF000042,ORTHO905GF000072,ORTHO905GF001363,ORTHO905GF001438,ORTHO905GF001770,ORTHO905GF003631,ORTHO905GF029590	Zm00001d002543,Zm00001d002601,Zm00001d003725,Zm00001d003730,Zm00001d005791,Zm00001d006547,Zm00001d008669,Zm00001d010575,Zm00001d011236,Zm00001d012837,Zm00001d013066,Zm00001d013067,Zm00001d019045,Zm00001d020584,Zm00001d020585,Zm00001d021300,Zm00001d021706,Zm00001d023901,Zm00001d025913,Zm00001d026015,Zm00001d038381,Zm00001d039733,Zm00001d039790,Zm00001d042730,Zm00001d044246,Zm00001d050100,Zm00001d050697	TraesCS1A03G0090500,TraesCS1A03G0090800,TraesCS1A03G0538100,TraesCS1A03G0596000,TraesCS1A03G0669000,TraesCS1A03G0669100,TraesCS1A03G0723300,TraesCS1A03G0730200,TraesCS1A03G0730300,TraesCS1A03G0730400,TraesCS1A03G0737200,TraesCS1A03G0737600,TraesCS1A03G0878900,TraesCS1A03G0879000,TraesCS1A03G0879500,TraesCS1A03G0879600,TraesCS1A03G0882500,TraesCS1A03G0885400,TraesCS1B03G0109500,TraesCS1B03G0109700,TraesCS1B03G0694400,TraesCS1B03G0694700,TraesCS1B03G0788800,TraesCS1B03G0825700,TraesCS1B03G0825800,TraesCS1B03G0834000,TraesCS1B03G0834200,TraesCS1B03G0841400,TraesCS1B03G0976000,TraesCS1B03G0976400,TraesCS1B03G1024400,TraesCS1B03G1024600,TraesCS1B03G1024900,TraesCS1B03G1025200,TraesCS1B03G1025300,TraesCS1B03G1025700,TraesCS1B03G1026700,TraesCS1B03G1030600,TraesCS1B03G1030800,TraesCS1B03G1035400,TraesCS1D03G0080500,TraesCS1D03G0080700,TraesCS1D03G0517900,TraesCS1D03G0632100,TraesCS1D03G0632200,TraesCS1D03G0659100,TraesCS1D03G0686900,TraesCS1D03G0687000,TraesCS1D03G0694100,TraesCS1D03G0694200,TraesCS1D03G0694700,TraesCS1D03G0852600,TraesCS1D03G0852900,TraesCS1D03G0853100,TraesCS1D03G0856000,TraesCS1D03G0856100,TraesCS1D03G0856400,TraesCS1D03G0860700,TraesCS2A03G0745300,TraesCS2A03G0948500,TraesCS2A03G0996900,TraesCS2A03G0999700,TraesCS2B03G0448900,TraesCS2B03G0580400,TraesCS2B03G0857900,TraesCS2B03G1047100,TraesCS2B03G1059900,TraesCS2D03G0687300,TraesCS2D03G0889700,TraesCS2D03G0899400,TraesCS2D03G0899800,TraesCS2D03G0935800,TraesCS3A03G0165800,TraesCS3A03G0224600,TraesCS3A03G0316900,TraesCS3A03G0317000,TraesCS3A03G0830200,TraesCS3A03G0843400,TraesCS3A03G0850100,TraesCS3A03G0850200,TraesCS3A03G0891800,TraesCS3B03G0208900,TraesCS3B03G0261100,TraesCS3B03G0400200,TraesCS3B03G0950800,TraesCS3B03G0974100,TraesCS3B03G0974300,TraesCS3B03G0974400,TraesCS3B03G1018000,TraesCS3D03G0149200,TraesCS3D03G0317600,TraesCS3D03G0317700,TraesCS3D03G0761600,TraesCS3D03G0773600,TraesCS3D03G0778500,TraesCS3D03G0819300,TraesCS4A03G0112400,TraesCS4A03G0134300,TraesCS4A03G0206700,TraesCS4A03G0206900,TraesCS4A03G0207000,TraesCS4A03G0678100,TraesCS4A03G0999700,TraesCS4B03G0117000,TraesCS4B03G0567900,TraesCS4B03G0568100,TraesCS4B03G0669400,TraesCS4D03G0099200,TraesCS4D03G0501800,TraesCS4D03G0501900,TraesCS5A03G0615800,TraesCS5A03G0728100,TraesCS5A03G0835700,TraesCS5A03G0835900,TraesCS5A03G0850500,TraesCS5A03G1045700,TraesCS5A03G1047100,TraesCS5A03G1092000,TraesCS5B03G0570000,TraesCS5B03G0633000,TraesCS5B03G0772400,TraesCS5B03G0873500,TraesCS5B03G0873600,TraesCS5B03G0873700,TraesCS5B03G0875800,TraesCS5B03G0893500,TraesCS5B03G1101100,TraesCS5B03G1156800,TraesCS5D03G0582600,TraesCS5D03G0699000,TraesCS5D03G0798600,TraesCS5D03G0798700,TraesCS5D03G0800200,TraesCS5D03G0812600,TraesCS5D03G0990100,TraesCS5D03G0991900,TraesCS5D03G1050300,TraesCS6A03G0075800,TraesCS6A03G0076200,TraesCS6A03G0076300,TraesCS6A03G0076800,TraesCS6A03G0077100,TraesCS6A03G0077300,TraesCS6A03G0090900,TraesCS6A03G0096900,TraesCS6A03G0122000,TraesCS6A03G0122300,TraesCS6A03G0124300,TraesCS6A03G0132700,TraesCS6A03G0138300,TraesCS6A03G0138400,TraesCS6A03G0140500,TraesCS6A03G0140800,TraesCS6A03G0141200,TraesCS6A03G0141500,TraesCS6A03G0197200,TraesCS6A03G0198100,TraesCS6A03G0276700,TraesCS6A03G0377700,TraesCS6A03G0700000,TraesCS6B03G0110300,TraesCS6B03G0110400,TraesCS6B03G0111200,TraesCS6B03G0111300,TraesCS6B03G0111500,TraesCS6B03G0111800,TraesCS6B03G0111900,TraesCS6B03G0112000,TraesCS6B03G0184300,TraesCS6B03G0184700,TraesCS6B03G0185000,TraesCS6B03G0185400,TraesCS6B03G0186000,TraesCS6B03G0186600,TraesCS6B03G0193700,TraesCS6B03G0195100,TraesCS6B03G0195600,TraesCS6B03G0196400,TraesCS6B03G0199900,TraesCS6B03G0284500,TraesCS6B03G0284700,TraesCS6B03G0832000,TraesCS6B03G1142800,TraesCS6B03G1237000,TraesCS6D03G0078800,TraesCS6D03G0079300,TraesCS6D03G0079600,TraesCS6D03G0079800,TraesCS6D03G0079900,TraesCS6D03G0080000,TraesCS6D03G0080100,TraesCS6D03G0095500,TraesCS6D03G0096000,TraesCS6D03G0130300,TraesCS6D03G0130900,TraesCS6D03G0131000,TraesCS6D03G0132100,TraesCS6D03G0132400,TraesCS6D03G0133500,TraesCS6D03G0230100,TraesCS6D03G0230600,TraesCS6D03G0324900,TraesCS6D03G0588900,TraesCS7A03G0244100,TraesCS7A03G0283000,TraesCS7A03G0284300,TraesCS7A03G1061800,TraesCS7A03G1073100,TraesCS7A03G1189500,TraesCS7A03G1189700,TraesCS7A03G1189900,TraesCS7B03G0040100,TraesCS7B03G0044300,TraesCS7B03G0044800,TraesCS7B03G0904300,TraesCS7B03G0916600,TraesCS7B03G1060900,TraesCS7B03G1061700,TraesCS7B03G1062800,TraesCS7B03G1100100,TraesCS7B03G1100300,TraesCS7D03G0220100,TraesCS7D03G0259100,TraesCS7D03G0261200,TraesCS7D03G0261500,TraesCS7D03G0261900,TraesCS7D03G0407000,TraesCS7D03G1013900,TraesCS7D03G1023200,TraesCS7D03G1129100,TraesCS7D03G1129400,TraesCS7D03G1158300,TraesCSU03G0093200,TraesCSU03G0110400,TraesCSU03G0110600	
5	3.     Stele	13	2.87	9e-06	0.000267272727272727	True	ORTHO905GF000027,ORTHO905GF000203,ORTHO905GF000213,ORTHO905GF000214,ORTHO905GF000285,ORTHO905GF000293,ORTHO905GF000444,ORTHO905GF000528,ORTHO905GF001194,ORTHO905GF002451,ORTHO905GF002622,ORTHO905GF004066,ORTHO905GF013381	Zm00001d006948,Zm00001d011434,Zm00001d011841,Zm00001d017991,Zm00001d019725,Zm00001d019726,Zm00001d019750,Zm00001d020400,Zm00001d020915,Zm00001d027557,Zm00001d028630,Zm00001d028814,Zm00001d028815,Zm00001d028816,Zm00001d031779,Zm00001d042922,Zm00001d043344	TraesCS1A03G0193000,TraesCS1A03G0718600,TraesCS1B03G0260800,TraesCS1B03G0819300,TraesCS1D03G0487600,TraesCS1D03G0681300,TraesCS2A03G0314100,TraesCS3B03G1165300,TraesCS3B03G1165500,TraesCS3D03G0544400,TraesCS3D03G0946200,TraesCS3D03G1103900,TraesCS4A03G0063800,TraesCS4B03G0722900,TraesCS5B03G0540200,TraesCS5D03G0494200,TraesCS5D03G1163500,TraesCS6A03G0812000,TraesCS6B03G0359800,TraesCS6B03G0962400,TraesCS7A03G0214300,TraesCS7A03G0384500,TraesCS7D03G0370000	
6	6.     Mature Endodermis	16	8.42	9e-06	0.000267272727272727	True	ORTHO905GF000185,ORTHO905GF000298,ORTHO905GF000313,ORTHO905GF001370,ORTHO905GF001372,ORTHO905GF002797,ORTHO905GF004326,ORTHO905GF004469,ORTHO905GF004834,ORTHO905GF006394,ORTHO905GF006538,ORTHO905GF012208,ORTHO905GF015411,ORTHO905GF015743,ORTHO905GF017040,ORTHO905GF020425	Zm00001d005733,Zm00001d005895,Zm00001d009138,Zm00001d010171,Zm00001d019069,Zm00001d020794,Zm00001d021938,Zm00001d023477,Zm00001d027500,Zm00001d031655,Zm00001d034497,Zm00001d035616,Zm00001d035662,Zm00001d046112,Zm00001d048799,Zm00001d049606,Zm00001d052191,Zm00001d052336,Zm00001d052783,Zm00001d053404	TraesCS1A03G1037900,TraesCS1B03G0109800,TraesCS1B03G1236400,TraesCS1D03G1000900,TraesCS2A03G1202600,TraesCS3D03G1184000,TraesCS4B03G0262700,TraesCS4B03G0840800,TraesCS4D03G0223700,TraesCS4D03G0748700,TraesCS5A03G0127300,TraesCS5A03G0410800,TraesCS5A03G0535600,TraesCS5A03G0603800,TraesCS5A03G0621200,TraesCS5A03G1060100,TraesCS5B03G0138900,TraesCS5B03G0408000,TraesCS5B03G0547100,TraesCS5B03G0639000,TraesCS5B03G1121200,TraesCS5D03G0360700,TraesCS5D03G0588300,TraesCS7A03G0757500,TraesCS7B03G0588000,TraesCS7B03G0654200,TraesCS7B03G0692500,TraesCS7D03G0596300,TraesCS7D03G0728800	
9	5.     Mature Pith	10	3.67	1e-05	0.000267272727272727	True	ORTHO905GF000090,ORTHO905GF000222,ORTHO905GF000291,ORTHO905GF000313,ORTHO905GF000465,ORTHO905GF000545,ORTHO905GF001253,ORTHO905GF003037,ORTHO905GF003135,ORTHO905GF003208	Zm00001d002690,Zm00001d002898,Zm00001d003006,Zm00001d003707,Zm00001d008299,Zm00001d017276,Zm00001d017279,Zm00001d017455,Zm00001d019563,Zm00001d020395,Zm00001d025402,Zm00001d037194,Zm00001d037343,Zm00001d040364,Zm00001d040519,Zm00001d051174,Zm00001d051333,Zm00001d051362	TraesCS2A03G0749000,TraesCS2A03G0920600,TraesCS2A03G1334500,TraesCS2B03G0825500,TraesCS2B03G1009100,TraesCS2B03G1538800,TraesCS2D03G0692900,TraesCS3A03G0429700,TraesCS3A03G0429900,TraesCS3B03G0507800,TraesCS3B03G0508400,TraesCS3B03G0508500,TraesCS3D03G0402300,TraesCS3D03G0402600,TraesCS3D03G0402800,TraesCS5A03G0479300,TraesCS5B03G0538700,TraesCS5D03G0492700,TraesCS6A03G0661900,TraesCS6A03G0966200,TraesCS6B03G0758700,TraesCS6B03G0815900,TraesCS6B03G1181300,TraesCS6B03G1250200,TraesCS6D03G0526000,TraesCS6D03G0550200,TraesCS6D03G0894200,TraesCS7A03G0413900,TraesCS7A03G0475600,TraesCS7B03G0218800,TraesCS7B03G0675100,TraesCS7D03G0401600	

SHEET snTae-scTae-both-ways rows=34 cols=12
tae_sc cluster	tae_sn cluster	number of matches	enrichment fold	p-value	q-value	significant	match IDs	matching genes 1	matching genes 2		
9	17_Endodermis II(casparian strip)	26	22.43	9e-06	0.000198	True	TraesCS1A03G0117100,TraesCS1D03G0105400,TraesCS2A03G0749000,TraesCS2A03G0920600,TraesCS2A03G1006000,TraesCS2B03G0825500,TraesCS2D03G0692900,TraesCS3A03G0429700,TraesCS3A03G0429900,TraesCS3B03G0507800,TraesCS3B03G0508400,TraesCS3B03G0508500,TraesCS3D03G0402300,TraesCS3D03G0402600,TraesCS3D03G0402800,TraesCS3D03G1192600,TraesCS5A03G0479300,TraesCS6A03G0661900,TraesCS6B03G0758700,TraesCS6B03G0815900,TraesCS6D03G0526000,TraesCS6D03G0550200,TraesCS6D03G0670000,TraesCS7A03G0413900,TraesCS7B03G0218800,TraesCS7D03G0401600	TraesCS1A03G0117100,TraesCS1D03G0105400,TraesCS2A03G0749000,TraesCS2A03G0920600,TraesCS2A03G1006000,TraesCS2B03G0825500,TraesCS2D03G0692900,TraesCS3A03G0429700,TraesCS3A03G0429900,TraesCS3B03G0507800,TraesCS3B03G0508400,TraesCS3B03G0508500,TraesCS3D03G0402300,TraesCS3D03G0402600,TraesCS3D03G0402800,TraesCS3D03G1192600,TraesCS5A03G0479300,TraesCS6A03G0661900,TraesCS6B03G0758700,TraesCS6B03G0815900,TraesCS6D03G0526000,TraesCS6D03G0550200,TraesCS6D03G0670000,TraesCS7A03G0413900,TraesCS7B03G0218800,TraesCS7D03G0401600	TraesCS1A03G0117100,TraesCS1D03G0105400,TraesCS2A03G0749000,TraesCS2A03G0920600,TraesCS2A03G1006000,TraesCS2B03G0825500,TraesCS2D03G0692900,TraesCS3A03G0429700,TraesCS3A03G0429900,TraesCS3B03G0507800,TraesCS3B03G0508400,TraesCS3B03G0508500,TraesCS3D03G0402300,TraesCS3D03G0402600,TraesCS3D03G0402800,TraesCS3D03G1192600,TraesCS5A03G0479300,TraesCS6A03G0661900,TraesCS6B03G0758700,TraesCS6B03G0815900,TraesCS6D03G0526000,TraesCS6D03G0550200,TraesCS6D03G0670000,TraesCS7A03G0413900,TraesCS7B03G0218800,TraesCS7D03G0401600		
9	9_Phloem Pole Pericycle(PPP)	7	15.86	9e-06	0.000198	True	TraesCS1D03G0105400,TraesCS3A03G0429900,TraesCS3B03G0508500,TraesCS3D03G0402800,TraesCS6A03G0966200,TraesCS6B03G0758700,TraesCS6D03G0526000	TraesCS1D03G0105400,TraesCS3A03G0429900,TraesCS3B03G0508500,TraesCS3D03G0402800,TraesCS6A03G0966200,TraesCS6B03G0758700,TraesCS6D03G0526000	TraesCS1D03G0105400,TraesCS3A03G0429900,TraesCS3B03G0508500,TraesCS3D03G0402800,TraesCS6A03G0966200,TraesCS6B03G0758700,TraesCS6D03G0526000		
9	10_Endodermis I (casparian strip)	14	13.45	9e-06	0.000198	True	TraesCS2D03G0321300,TraesCS3A03G0429700,TraesCS3B03G0508400,TraesCS3B03G0898100,TraesCS3D03G0402600,TraesCS5B03G0538700,TraesCS5D03G0492700,TraesCS6B03G0758700,TraesCS6D03G0526000,TraesCS6D03G0633900,TraesCS6D03G0670000,TraesCS7A03G1218100,TraesCS7D03G0401600,TraesCS7D03G1158700	TraesCS2D03G0321300,TraesCS3A03G0429700,TraesCS3B03G0508400,TraesCS3B03G0898100,TraesCS3D03G0402600,TraesCS5B03G0538700,TraesCS5D03G0492700,TraesCS6B03G0758700,TraesCS6D03G0526000,TraesCS6D03G0633900,TraesCS6D03G0670000,TraesCS7A03G1218100,TraesCS7D03G0401600,TraesCS7D03G1158700	TraesCS2D03G0321300,TraesCS3A03G0429700,TraesCS3B03G0508400,TraesCS3B03G0898100,TraesCS3D03G0402600,TraesCS5B03G0538700,TraesCS5D03G0492700,TraesCS6B03G0758700,TraesCS6D03G0526000,TraesCS6D03G0633900,TraesCS6D03G0670000,TraesCS7A03G1218100,TraesCS7D03G0401600,TraesCS7D03G1158700		
9	17_Endodermis II(casparian strip)	26	11.1	9e-06	0.000213230769230769	True	TraesCS1A03G0117100,TraesCS1D03G0105400,TraesCS2A03G0749000,TraesCS2A03G0920600,TraesCS2A03G1006000,TraesCS2B03G0825500,TraesCS2D03G0692900,TraesCS3A03G0429700,TraesCS3A03G0429900,TraesCS3B03G0507800,TraesCS3B03G0508400,TraesCS3B03G0508500,TraesCS3D03G0402300,TraesCS3D03G0402600,TraesCS3D03G0402800,TraesCS3D03G1192600,TraesCS5A03G0479300,TraesCS6A03G0661900,TraesCS6B03G0758700,TraesCS6B03G0815900,TraesCS6D03G0526000,TraesCS6D03G0550200,TraesCS6D03G0670000,TraesCS7A03G0413900,TraesCS7B03G0218800,TraesCS7D03G0401600	TraesCS1A03G0117100,TraesCS1D03G0105400,TraesCS2A03G0749000,TraesCS2A03G0920600,TraesCS2A03G1006000,TraesCS2B03G0825500,TraesCS2D03G0692900,TraesCS3A03G0429700,TraesCS3A03G0429900,TraesCS3B03G0507800,TraesCS3B03G0508400,TraesCS3B03G0508500,TraesCS3D03G0402300,TraesCS3D03G0402600,TraesCS3D03G0402800,TraesCS3D03G1192600,TraesCS5A03G0479300,TraesCS6A03G0661900,TraesCS6B03G0758700,TraesCS6B03G0815900,TraesCS6D03G0526000,TraesCS6D03G0550200,TraesCS6D03G0670000,TraesCS7A03G0413900,TraesCS7B03G0218800,TraesCS7D03G0401600	TraesCS1A03G0117100,TraesCS1D03G0105400,TraesCS2A03G0749000,TraesCS2A03G0920600,TraesCS2A03G1006000,TraesCS2B03G0825500,TraesCS2D03G0692900,TraesCS3A03G0429700,TraesCS3A03G0429900,TraesCS3B03G0507800,TraesCS3B03G0508400,TraesCS3B03G0508500,TraesCS3D03G0402300,TraesCS3D03G0402600,TraesCS3D03G0402800,TraesCS3D03G1192600,TraesCS5A03G0479300,TraesCS6A03G0661900,TraesCS6B03G0758700,TraesCS6B03G0815900,TraesCS6D03G0526000,TraesCS6D03G0550200,TraesCS6D03G0670000,TraesCS7A03G0413900,TraesCS7B03G0218800,TraesCS7D03G0401600		
9	10_Endodermis I (casparian strip)	14	5.92	9e-06	0.000213230769230769	True	TraesCS2D03G0321300,TraesCS3A03G0429700,TraesCS3B03G0508400,TraesCS3B03G0898100,TraesCS3D03G0402600,TraesCS5B03G0538700,TraesCS5D03G0492700,TraesCS6B03G0758700,TraesCS6D03G0526000,TraesCS6D03G0633900,TraesCS6D03G0670000,TraesCS7A03G1218100,TraesCS7D03G0401600,TraesCS7D03G1158700	TraesCS2D03G0321300,TraesCS3A03G0429700,TraesCS3B03G0508400,TraesCS3B03G0898100,TraesCS3D03G0402600,TraesCS5B03G0538700,TraesCS5D03G0492700,TraesCS6B03G0758700,TraesCS6D03G0526000,TraesCS6D03G0633900,TraesCS6D03G0670000,TraesCS7A03G1218100,TraesCS7D03G0401600,TraesCS7D03G1158700	TraesCS2D03G0321300,TraesCS3A03G0429700,TraesCS3B03G0508400,TraesCS3B03G0898100,TraesCS3D03G0402600,TraesCS5B03G0538700,TraesCS5D03G0492700,TraesCS6B03G0758700,TraesCS6D03G0526000,TraesCS6D03G0633900,TraesCS6D03G0670000,TraesCS7A03G1218100,TraesCS7D03G0401600,TraesCS7D03G1158700		
8	6_Root Hair	33	11.3	9e-06	0.000198	True	TraesCS1A03G0547600,TraesCS1D03G0508600,TraesCS1D03G0527600,TraesCS2A03G0462100,TraesCS2A03G0508300,TraesCS2A03G0991200,TraesCS2B03G0582100,TraesCS2B03G0611400,TraesCS2B03G0914600,TraesCS2B03G1100500,TraesCS2B03G1468700,TraesCS2D03G0321900,TraesCS2D03G0468100,TraesCS2D03G0496100,TraesCS2D03G0769800,TraesCS3B03G0050900,TraesCS3D03G0040200,TraesCS4B03G0178500,TraesCS4B03G0689300,TraesCS4D03G0618200,TraesCS5A03G0242800,TraesCS5B03G0106800,TraesCS5D03G0245800,TraesCS6B03G0889800,TraesCS7A03G0484900,TraesCS7A03G0586100,TraesCS7A03G0816500,TraesCS7B03G0299800,TraesCS7B03G0410500,TraesCS7B03G0675000,TraesCS7D03G0043000,TraesCS7D03G0568800,TraesCSU03G0016400	TraesCS1A03G0547600,TraesCS1D03G0508600,TraesCS1D03G0527600,TraesCS2A03G0462100,TraesCS2A03G0508300,TraesCS2A03G0991200,TraesCS2B03G0582100,TraesCS2B03G0611400,TraesCS2B03G0914600,TraesCS2B03G1100500,TraesCS2B03G1468700,TraesCS2D03G0321900,TraesCS2D03G0468100,TraesCS2D03G0496100,TraesCS2D03G0769800,TraesCS3B03G0050900,TraesCS3D03G0040200,TraesCS4B03G0178500,TraesCS4B03G0689300,TraesCS4D03G0618200,TraesCS5A03G0242800,TraesCS5B03G0106800,TraesCS5D03G0245800,TraesCS6B03G0889800,TraesCS7A03G0484900,TraesCS7A03G0586100,TraesCS7A03G0816500,TraesCS7B03G0299800,TraesCS7B03G0410500,TraesCS7B03G0675000,TraesCS7D03G0043000,TraesCS7D03G0568800,TraesCSU03G0016400	TraesCS1A03G0547600,TraesCS1D03G0508600,TraesCS1D03G0527600,TraesCS2A03G0462100,TraesCS2A03G0508300,TraesCS2A03G0991200,TraesCS2B03G0582100,TraesCS2B03G0611400,TraesCS2B03G0914600,TraesCS2B03G1100500,TraesCS2B03G1468700,TraesCS2D03G0321900,TraesCS2D03G0468100,TraesCS2D03G0496100,TraesCS2D03G0769800,TraesCS3B03G0050900,TraesCS3D03G0040200,TraesCS4B03G0178500,TraesCS4B03G0689300,TraesCS4D03G0618200,TraesCS5A03G0242800,TraesCS5B03G0106800,TraesCS5D03G0245800,TraesCS6B03G0889800,TraesCS7A03G0484900,TraesCS7A03G0586100,TraesCS7A03G0816500,TraesCS7B03G0299800,TraesCS7B03G0410500,TraesCS7B03G0675000,TraesCS7D03G0043000,TraesCS7D03G0568800,TraesCSU03G0016400		
8	6_Root Hair	33	16.81	9e-06	0.000213230769230769	True	TraesCS1A03G0547600,TraesCS1D03G0508600,TraesCS1D03G0527600,TraesCS2A03G0462100,TraesCS2A03G0508300,TraesCS2A03G0991200,TraesCS2B03G0582100,TraesCS2B03G0611400,TraesCS2B03G0914600,TraesCS2B03G1100500,TraesCS2B03G1468700,TraesCS2D03G0321900,TraesCS2D03G0468100,TraesCS2D03G0496100,TraesCS2D03G0769800,TraesCS3B03G0050900,TraesCS3D03G0040200,TraesCS4B03G0178500,TraesCS4B03G0689300,TraesCS4D03G0618200,TraesCS5A03G0242800,TraesCS5B03G0106800,TraesCS5D03G0245800,TraesCS6B03G0889800,TraesCS7A03G0484900,TraesCS7A03G0586100,TraesCS7A03G0816500,TraesCS7B03G0299800,TraesCS7B03G0410500,TraesCS7B03G0675000,TraesCS7D03G0043000,TraesCS7D03G0568800,TraesCSU03G0016400	TraesCS1A03G0547600,TraesCS1D03G0508600,TraesCS1D03G0527600,TraesCS2A03G0462100,TraesCS2A03G0508300,TraesCS2A03G0991200,TraesCS2B03G0582100,TraesCS2B03G0611400,TraesCS2B03G0914600,TraesCS2B03G1100500,TraesCS2B03G1468700,TraesCS2D03G0321900,TraesCS2D03G0468100,TraesCS2D03G0496100,TraesCS2D03G0769800,TraesCS3B03G0050900,TraesCS3D03G0040200,TraesCS4B03G0178500,TraesCS4B03G0689300,TraesCS4D03G0618200,TraesCS5A03G0242800,TraesCS5B03G0106800,TraesCS5D03G0245800,TraesCS6B03G0889800,TraesCS7A03G0484900,TraesCS7A03G0586100,TraesCS7A03G0816500,TraesCS7B03G0299800,TraesCS7B03G0410500,TraesCS7B03G0675000,TraesCS7D03G0043000,TraesCS7D03G0568800,TraesCSU03G0016400	TraesCS1A03G0547600,TraesCS1D03G0508600,TraesCS1D03G0527600,TraesCS2A03G0462100,TraesCS2A03G0508300,TraesCS2A03G0991200,TraesCS2B03G0582100,TraesCS2B03G0611400,TraesCS2B03G0914600,TraesCS2B03G1100500,TraesCS2B03G1468700,TraesCS2D03G0321900,TraesCS2D03G0468100,TraesCS2D03G0496100,TraesCS2D03G0769800,TraesCS3B03G0050900,TraesCS3D03G0040200,TraesCS4B03G0178500,TraesCS4B03G0689300,TraesCS4D03G0618200,TraesCS5A03G0242800,TraesCS5B03G0106800,TraesCS5D03G0245800,TraesCS6B03G0889800,TraesCS7A03G0484900,TraesCS7A03G0586100,TraesCS7A03G0816500,TraesCS7B03G0299800,TraesCS7B03G0410500,TraesCS7B03G0675000,TraesCS7D03G0043000,TraesCS7D03G0568800,TraesCSU03G0016400		
7	0_Epidermis/Cortex I	13	16.28	9e-06	0.000198	True	TraesCS2A03G0038300,TraesCS2A03G0309200,TraesCS2B03G0426800,TraesCS2B03G0426900,TraesCS2B03G1534500,TraesCS2D03G0039600,TraesCS2D03G0324400,TraesCS2D03G0324500,TraesCS3B03G0134900,TraesCS4A03G0828700,TraesCS5B03G1313200,TraesCS5D03G1173000,TraesCS7B03G0854100	TraesCS2A03G0038300,TraesCS2A03G0309200,TraesCS2B03G0426800,TraesCS2B03G0426900,TraesCS2B03G1534500,TraesCS2D03G0039600,TraesCS2D03G0324400,TraesCS2D03G0324500,TraesCS3B03G0134900,TraesCS4A03G0828700,TraesCS5B03G1313200,TraesCS5D03G1173000,TraesCS7B03G0854100	TraesCS2A03G0038300,TraesCS2A03G0309200,TraesCS2B03G0426800,TraesCS2B03G0426900,TraesCS2B03G1534500,TraesCS2D03G0039600,TraesCS2D03G0324400,TraesCS2D03G0324500,TraesCS3B03G0134900,TraesCS4A03G0828700,TraesCS5B03G1313200,TraesCS5D03G1173000,TraesCS7B03G0854100		
7	0_Epidermis/Cortex I	13	20.04	9e-06	0.000213230769230769	True	TraesCS2A03G0038300,TraesCS2A03G0309200,TraesCS2B03G0426800,TraesCS2B03G0426900,TraesCS2B03G1534500,TraesCS2D03G0039600,TraesCS2D03G0324400,TraesCS2D03G0324500,TraesCS3B03G0134900,TraesCS4A03G0828700,TraesCS5B03G1313200,TraesCS5D03G1173000,TraesCS7B03G0854100	TraesCS2A03G0038300,TraesCS2A03G0309200,TraesCS2B03G0426800,TraesCS2B03G0426900,TraesCS2B03G1534500,TraesCS2D03G0039600,TraesCS2D03G0324400,TraesCS2D03G0324500,TraesCS3B03G0134900,TraesCS4A03G0828700,TraesCS5B03G1313200,TraesCS5D03G1173000,TraesCS7B03G0854100	TraesCS2A03G0038300,TraesCS2A03G0309200,TraesCS2B03G0426800,TraesCS2B03G0426900,TraesCS2B03G1534500,TraesCS2D03G0039600,TraesCS2D03G0324400,TraesCS2D03G0324500,TraesCS3B03G0134900,TraesCS4A03G0828700,TraesCS5B03G1313200,TraesCS5D03G1173000,TraesCS7B03G0854100		
6	21_Companion Cell	15	14.26	9e-06	0.000198	True	TraesCS1A03G1037900,TraesCS1D03G1000900,TraesCS2A03G1202600,TraesCS3A03G0715100,TraesCS3A03G1137900,TraesCS3A03G1146800,TraesCS3B03G0924900,TraesCS3B03G1323800,TraesCS3D03G1070900,TraesCS3D03G1184000,TraesCS4D03G0201600,TraesCS5A03G0621200,TraesCS5D03G0588300,TraesCS7B03G0654200,TraesCS7D03G0596300	TraesCS1A03G1037900,TraesCS1D03G1000900,TraesCS2A03G1202600,TraesCS3A03G0715100,TraesCS3A03G1137900,TraesCS3A03G1146800,TraesCS3B03G0924900,TraesCS3B03G1323800,TraesCS3D03G1070900,TraesCS3D03G1184000,TraesCS4D03G0201600,TraesCS5A03G0621200,TraesCS5D03G0588300,TraesCS7B03G0654200,TraesCS7D03G0596300	TraesCS1A03G1037900,TraesCS1D03G1000900,TraesCS2A03G1202600,TraesCS3A03G0715100,TraesCS3A03G1137900,TraesCS3A03G1146800,TraesCS3B03G0924900,TraesCS3B03G1323800,TraesCS3D03G1070900,TraesCS3D03G1184000,TraesCS4D03G0201600,TraesCS5A03G0621200,TraesCS5D03G0588300,TraesCS7B03G0654200,TraesCS7D03G0596300		
