guide_id	target_gene	cells	gene	control_mean_log_norm	guide_mean_log_norm	delta_log_norm	guide_detection_fraction
guide_036	ZNF324	50	STAT2	3.3399567	3.3154934	-0.024463294	1
guide_036	ZNF324	50	EIF2AK2	3.3417999	3.3330639	-0.0087360439	1
guide_036	ZNF324	50	GBP1	3.3322932	3.2978965	-0.034396729	1
guide_036	ZNF324	50	GBP2	3.306703	3.3236587	0.0169557	1
guide_036	ZNF324	50	IDO1	3.345552	3.3401697	-0.005382305	1
guide_037	HOXA1	50	STAT1	3.3197242	3.3245456	0.0048213917	1
guide_037	HOXA1	50	ISG15	3.30336	3.3206246	0.017264539	1
guide_037	HOXA1	50	IFIT1	3.2999318	3.3768984	0.076966548	1
guide_037	HOXA1	50	IFIT2	3.3225285	3.2813865	-0.041142001	1
guide_037	HOXA1	50	IFIT3	3.2969525	3.3097656	0.012813126	1
guide_037	HOXA1	50	MX1	3.3180589	3.263796	-0.054262975	1
guide_037	HOXA1	50	MX2	3.3426687	3.3354096	-0.0072590787	1
guide_037	HOXA1	50	OAS1	3.3235795	3.2605997	-0.062979745	1
guide_037	HOXA1	50	OAS2	3.3371846	3.3051587	-0.032025946	1
guide_037	HOXA1	50	OAS3	3.3275254	3.3129714	-0.014553927	1
guide_037	HOXA1	50	CXCL10	3.3268748	3.2643718	-0.062503047	1
guide_037	HOXA1	50	CXCL11	3.3081936	3.3570537	0.04886003	1
guide_037	HOXA1	50	IRF7	3.3100384	3.3157665	0.0057280608	1
guide_037	HOXA1	50	BST2	3.3080094	3.3209542	0.012944808	1
guide_037	HOXA1	50	IFI6	3.3423953	3.3716993	0.029304015	1
guide_037	HOXA1	50	STAT2	3.3399567	3.3851326	0.04517598	1
guide_037	HOXA1	50	EIF2AK2	3.3417999	3.2886415	-0.053158356	1
guide_037	HOXA1	50	GBP1	3.3322932	3.316905	-0.015388225	1
guide_037	HOXA1	50	GBP2	3.306703	3.3674207	0.060717754	1
guide_037	HOXA1	50	IDO1	3.345552	3.3749898	0.029437809	1
guide_038	TRIM33	50	STAT1	3.3197242	3.3014491	-0.018275081	1
guide_038	TRIM33	50	ISG15	3.30336	3.3301217	0.026761714	1
guide_038	TRIM33	50	IFIT1	3.2999318	3.2908933	-0.0090385317	1
guide_038	TRIM33	50	IFIT2	3.3225285	3.3854699	0.062941334	1
guide_038	TRIM33	50	IFIT3	3.2969525	3.3591958	0.062243335	1
guide_038	TRIM33	50	MX1	3.3180589	3.3615336	0.043474625	1
guide_038	TRIM33	50	MX2	3.3426687	3.3516768	0.0090081721	1
guide_038	TRIM33	50	OAS1	3.3235795	3.3941373	0.070557806	1
guide_038	TRIM33	50	OAS2	3.3371846	3.3700025	0.032817883	1
guide_038	TRIM33	50	OAS3	3.3275254	3.3471863	0.019660966	1
guide_038	TRIM33	50	CXCL10	3.3268748	3.3380519	0.011177076	1
guide_038	TRIM33	50	CXCL11	3.3081936	3.310583	0.0023893373	1
guide_038	TRIM33	50	IRF7	3.3100384	3.2960727	-0.013965763	1
guide_038	TRIM33	50	BST2	3.3080094	3.3018376	-0.0061717863	1
guide_038	TRIM33	50	IFI6	3.3423953	3.2978152	-0.04458005	1
guide_038	TRIM33	50	STAT2	3.3399567	3.3574159	0.017459249	1
guide_038	TRIM33	50	EIF2AK2	3.3417999	3.2602675	-0.081532429	1
guide_038	TRIM33	50	GBP1	3.3322932	3.3130819	-0.019211304	1
guide_038	TRIM33	50	GBP2	3.306703	3.3019345	-0.0047684878	1
guide_038	TRIM33	50	IDO1	3.345552	3.258076	-0.087475959	1
guide_039	ZNF209	50	STAT1	3.3197242	3.2972648	-0.022459396	1
guide_039	ZNF209	50	ISG15	3.30336	3.2829434	-0.020416663	1
guide_039	ZNF209	50	IFIT1	3.2999318	3.3015862	0.001654441	1
guide_039	ZNF209	50	IFIT2	3.3225285	3.3306193	0.0080907429	1
guide_039	ZNF209	50	IFIT3	3.2969525	3.30897	0.01201755	1
guide_039	ZNF209	50	MX1	3.3180589	3.4032015	0.085142595	1
guide_039	ZNF209	50	MX2	3.3426687	3.3625063	0.019837594	1
guide_039	ZNF209	50	OAS1	3.3235795	3.3209295	-0.0026499898	1
guide_039	ZNF209	50	OAS2	3.3371846	3.4229591	0.085774474	1
guide_039	ZNF209	50	OAS3	3.3275254	3.3352831	0.0077577676	1
guide_039	ZNF209	50	CXCL10	3.3268748	3.2951184	-0.031756418	1
guide_039	ZNF209	50	CXCL11	3.3081936	3.2986185	-0.0095751484	1
guide_039	ZNF209	50	IRF7	3.3100384	3.2430539	-0.066984503	1
guide_039	ZNF209	50	BST2	3.3080094	3.311379	0.003369583	1
guide_039	ZNF209	50	IFI6	3.3423953	3.3403445	-0.0020508405	1
guide_039	ZNF209	50	STAT2	3.3399567	3.3535067	0.013550062	1
guide_039	ZNF209	50	EIF2AK2	3.3417999	3.3658542	0.024054279	1
guide_039	ZNF209	50	GBP1	3.3322932	3.3155687	-0.016724494	1
guide_039	ZNF209	50	GBP2	3.306703	3.3570434	0.050340403	1
guide_039	ZNF209	50	IDO1	3.345552	3.3025573	-0.042994696	1
guide_040	ATP9	50	STAT1	3.3197242	3.3644058	0.04468167	1
guide_040	ATP9	50	ISG15	3.30336	3.381518	0.078158015	1
guide_040	ATP9	50	IFIT1	3.2999318	3.3413771	0.041445312	1
guide_040	ATP9	50	IFIT2	3.3225285	3.3220044	-0.00052410688	1
guide_040	ATP9	50	IFIT3	3.2969525	3.3569916	0.060039186	1
guide_040	ATP9	50	MX1	3.3180589	3.2563056	-0.061753307	1
guide_040	ATP9	50	MX2	3.3426687	3.4225057	0.079837027	1
guide_040	ATP9	50	OAS1	3.3235795	3.3401445	0.016564984	1
guide_040	ATP9	50	OAS2	3.3371846	3.2918538	-0.045330809	1
guide_040	ATP9	50	OAS3	3.3275254	3.3212827	-0.0062426732	1
guide_040	ATP9	50	CXCL10	3.3268748	3.359184	0.032309169	1
guide_040	ATP9	50	CXCL11	3.3081936	3.2872456	-0.020947992	1
guide_040	ATP9	50	IRF7	3.3100384	3.3717464	0.061707925	1
guide_040	ATP9	50	BST2	3.3080094	3.3050118	-0.0029975657	1
guide_040	ATP9	50	IFI6	3.3423953	3.321485	-0.020910293	1
guide_040	ATP9	50	STAT2	3.3399567	3.3726612	0.032704552	1
guide_040	ATP9	50	EIF2AK2	3.3417999	3.2621878	-0.079612065	1
guide_040	ATP9	50	GBP1	3.3322932	3.317526	-0.014767258	1
guide_040	ATP9	50	GBP2	3.306703	3.3423052	0.035602247	1
guide_040	ATP9	50	IDO1	3.345552	3.2758655	-0.069686501	1
guide_041	ZNF359	50	STAT1	3.3197242	3.3650805	0.045356292	1
guide_041	ZNF359	50	ISG15	3.30336	3.3478533	0.044493259	1
guide_041	ZNF359	50	IFIT1	3.2999318	3.2672988	-0.032632997	1
guide_041	ZNF359	50	IFIT2	3.3225285	3.3382647	0.015736187	1
guide_041	ZNF359	50	IFIT3	3.2969525	3.3075452	0.010592723	1
guide_041	ZNF359	50	MX1	3.3180589	3.3698077	0.051748759	1
guide_041	ZNF359	50	MX2	3.3426687	3.3247438	-0.017924873	1
guide_041	ZNF359	50	OAS1	3.3235795	3.3835633	0.059983829	1
guide_041	ZNF359	50	OAS2	3.3371846	3.3148108	-0.022373876	1
guide_041	ZNF359	50	OAS3	3.3275254	3.3875626	0.060037243	1
guide_041	ZNF359	50	CXCL10	3.3268748	3.236734	-0.090140789	1
guide_041	ZNF359	50	CXCL11	3.3081936	3.3435624	0.035368786	1
guide_041	ZNF359	50	IRF7	3.3100384	3.2568821	-0.053156368	1
guide_041	ZNF359	50	BST2	3.3080094	3.3275549	0.019545483	1
guide_041	ZNF359	50	IFI6	3.3423953	3.3073673	-0.035028047	1
guide_041	ZNF359	50	STAT2	3.3399567	3.3060511	-0.033905578	1
guide_041	ZNF359	50	EIF2AK2	3.3417999	3.3013853	-0.040414571	1
guide_041	ZNF359	50	GBP1	3.3322932	3.1866496	-0.14564368	1
guide_041	ZNF359	50	GBP2	3.306703	3.3343089	0.027605905	1
guide_041	ZNF359	50	IDO1	3.345552	3.3333455	-0.01220651	1
guide_042	ZNF315	50	STAT1	3.3197242	3.3574884	0.037764237	1
guide_042	ZNF315	50	ISG15	3.30336	3.3221125	0.018752471	1
guide_042	ZNF315	50	IFIT1	3.2999318	3.3031295	0.0031977268	1
guide_042	ZNF315	50	IFIT2	3.3225285	3.2621566	-0.060371943	1
guide_042	ZNF315	50	IFIT3	3.2969525	3.3240824	0.027129919	1
guide_042	ZNF315	50	MX1	3.3180589	3.27787	-0.040188916	1
guide_042	ZNF315	50	MX2	3.3426687	3.3623372	0.0196685	1
guide_042	ZNF315	50	OAS1	3.3235795	3.2828433	-0.040736182	1
guide_042	ZNF315	50	OAS2	3.3371846	3.2456453	-0.091539316	1
guide_042	ZNF315	50	OAS3	3.3275254	3.2533403	-0.07418503	1
guide_042	ZNF315	50	CXCL10	3.3268748	3.2937472	-0.03312767	1
guide_042	ZNF315	50	CXCL11	3.3081936	3.3873005	0.079106853	1
guide_042	ZNF315	50	IRF7	3.3100384	3.3555099	0.045471488	1
guide_042	ZNF315	50	BST2	3.3080094	3.3124968	0.0044874428	1
guide_042	ZNF315	50	IFI6	3.3423953	3.371815	0.029419669	1
guide_042	ZNF315	50	STAT2	3.3399567	3.3141733	-0.025783354	1
guide_042	ZNF315	50	EIF2AK2	3.3417999	3.3233762	-0.018423732	1
guide_042	ZNF315	50	GBP1	3.3322932	3.3924129	0.060119679	1
guide_042	ZNF315	50	GBP2	3.306703	3.3132916	0.0065886183	1
guide_042	ZNF315	50	IDO1	3.345552	3.3465217	0.00096969093	1
guide_043	TRIM5	50	STAT1	3.3197242	3.2889474	-0.030776793	1
guide_043	TRIM5	50	ISG15	3.30336	3.3588273	0.05546732	1
guide_043	TRIM5	50	IFIT1	3.2999318	3.3382309	0.038299117	1
guide_043	TRIM5	50	IFIT2	3.3225285	3.2275146	-0.095013939	1
guide_043	TRIM5	50	IFIT3	3.2969525	3.3629323	0.06597986	1
guide_043	TRIM5	50	MX1	3.3180589	3.3178878	-0.00017108166	1
guide_043	TRIM5	50	MX2	3.3426687	3.325068	-0.017600718	1
guide_043	TRIM5	50	OAS1	3.3235795	3.3105745	-0.013004985	1
guide_043	TRIM5	50	OAS2	3.3371846	3.3037413	-0.033443301	1
guide_043	TRIM5	50	OAS3	3.3275254	3.3094423	-0.018083086	1
guide_043	TRIM5	50	CXCL10	3.3268748	3.3840454	0.057170571	1
guide_043	TRIM5	50	CXCL11	3.3081936	3.3751706	0.066976975	1
guide_043	TRIM5	50	IRF7	3.3100384	3.3603015	0.050263038	1
guide_043	TRIM5	50	BST2	3.3080094	3.2412091	-0.066800329	1
guide_043	TRIM5	50	IFI6	3.3423953	3.3214336	-0.020961714	1
guide_043	TRIM5	50	STAT2	3.3399567	3.3565518	0.016595148	1
guide_043	TRIM5	50	EIF2AK2	3.3417999	3.2670422	-0.074757675	1
guide_043	TRIM5	50	GBP1	3.3322932	3.3645247	0.032231448	1
guide_043	TRIM5	50	GBP2	3.306703	3.3222765	0.015573521	1
guide_043	TRIM5	50	IDO1	3.345552	3.2944959	-0.051056116	1
guide_044	CD69	50	STAT1	3.3197242	3.3649343	0.045210086	1
guide_044	CD69	50	ISG15	3.30336	3.4041755	0.10081546	1
guide_044	CD69	50	IFIT1	3.2999318	3.3599379	0.060006073	1
guide_044	CD69	50	IFIT2	3.3225285	3.3239392	0.0014106249	1
guide_044	CD69	50	IFIT3	3.2969525	3.2976272	0.00067470804	1
guide_044	CD69	50	MX1	3.3180589	3.3932746	0.075215633	1
guide_044	CD69	50	MX2	3.3426687	3.3140896	-0.028579092	1
guide_044	CD69	50	OAS1	3.3235795	3.3738739	0.050294448	1
guide_044	CD69	50	OAS2	3.3371846	3.2219527	-0.11523197	1
guide_044	CD69	50	OAS3	3.3275254	3.3206633	-0.0068620692	1
guide_044	CD69	50	CXCL10	3.3268748	3.3317092	0.0048343783	1
guide_044	CD69	50	CXCL11	3.3081936	3.245855	-0.062338612	1
guide_044	CD69	50	IRF7	3.3100384	3.3463009	0.036262476	1
guide_044	CD69	50	BST2	3.3080094	3.3454707	0.037461273	1
guide_044	CD69	50	IFI6	3.3423953	3.3330786	-0.0093167239	1
guide_044	CD69	50	STAT2	3.3399567	3.2445648	-0.09539191	1
guide_044	CD69	50	EIF2AK2	3.3417999	3.3222831	-0.019516756	1
guide_044	CD69	50	GBP1	3.3322932	3.3319089	-0.00038433685	1
guide_044	CD69	50	GBP2	3.306703	3.32002	0.013317066	1
guide_044	CD69	50	IDO1	3.345552	3.3907828	0.045230777	1
guide_045	CD149	50	STAT1	3.3197242	3.3579781	0.03825388	1
guide_045	CD149	50	ISG15	3.30336	3.3402357	0.036875652	1
guide_045	CD149	50	IFIT1	3.2999318	3.2682747	-0.031657058	1
guide_045	CD149	50	IFIT2	3.3225285	3.3781168	0.055588225	1
guide_045	CD149	50	IFIT3	3.2969525	3.273904	-0.023048499	1
guide_045	CD149	50	MX1	3.3180589	3.3209029	0.0028439915	1
guide_045	CD149	50	MX2	3.3426687	3.3102427	-0.032425931	1
guide_045	CD149	50	OAS1	3.3235795	3.292221	-0.031358519	1
guide_045	CD149	50	OAS2	3.3371846	3.3223892	-0.014795436	1
guide_045	CD149	50	OAS3	3.3275254	3.3394175	0.011892127	1
guide_045	CD149	50	CXCL10	3.3268748	3.3116805	-0.01519435	1
guide_045	CD149	50	CXCL11	3.3081936	3.2728623	-0.035331325	1
guide_045	CD149	50	IRF7	3.3100384	3.3520138	0.041975362	1
guide_045	CD149	50	BST2	3.3080094	3.3469344	0.038924998	1
guide_045	CD149	50	IFI6	3.3423953	3.2572034	-0.085191868	1
guide_045	CD149	50	STAT2	3.3399567	3.2451913	-0.094765321	1
guide_045	CD149	50	EIF2AK2	3.3417999	3.3028005	-0.038999447	1
guide_045	CD149	50	GBP1	3.3322932	3.3622119	0.029918645	1
guide_045	CD149	50	GBP2	3.306703	3.3986674	0.091964414	1
guide_045	CD149	50	IDO1	3.345552	3.2560261	-0.089525854	1
guide_046	ZNF90	50	STAT1	3.3197242	3.3415625	0.02183832	1
guide_046	ZNF90	50	ISG15	3.30336	3.3049494	0.001589392	1
guide_046	ZNF90	50	IFIT1	3.2999318	3.2564302	-0.043501582	1
guide_046	ZNF90	50	IFIT2	3.3225285	3.3592789	0.036750379	1
guide_046	ZNF90	50	IFIT3	3.2969525	3.3819965	0.08504408	1
guide_046	ZNF90	50	MX1	3.3180589	3.3392676	0.021208669	1
guide_046	ZNF90	50	MX2	3.3426687	3.3215062	-0.021162454	1
guide_046	ZNF90	50	OAS1	3.3235795	3.3319365	0.0083570575	1
guide_046	ZNF90	50	OAS2	3.3371846	3.3811555	0.043970883	1
guide_046	ZNF90	50	OAS3	3.3275254	3.3789091	0.051383718	1
guide_046	ZNF90	50	CXCL10	3.3268748	3.2973347	-0.029540129	1
guide_046	ZNF90	50	CXCL11	3.3081936	3.3359211	0.027727502	1
guide_046	ZNF90	50	IRF7	3.3100384	3.3328312	0.022792724	1
guide_046	ZNF90	50	BST2	3.3080094	3.3539484	0.045938992	1
guide_046	ZNF90	50	IFI6	3.3423953	3.343833	0.0014377139	1
guide_046	ZNF90	50	STAT2	3.3399567	3.407121	0.067164349	1
guide_046	ZNF90	50	EIF2AK2	3.3417999	3.3087131	-0.033086781	1
guide_046	ZNF90	50	GBP1	3.3322932	3.3701068	0.037813605	1
guide_046	ZNF90	50	GBP2	3.306703	3.3875836	0.080880603	1
guide_046	ZNF90	50	IDO1	3.345552	3.3658091	0.020257133	1
guide_047	ATP49	50	STAT1	3.3197242	3.2487096	-0.071014604	1
guide_047	ATP49	50	ISG15	3.30336	3.338039	0.034678953	1
guide_047	ATP49	50	IFIT1	3.2999318	3.3544791	0.054547345	1
guide_047	ATP49	50	IFIT2	3.3225285	3.2220371	-0.10049144	1
guide_047	ATP49	50	IFIT3	3.2969525	3.2931326	-0.0038198905	1
guide_047	ATP49	50	MX1	3.3180589	3.2969598	-0.021099129	1
guide_047	ATP49	50	MX2	3.3426687	3.3629088	0.020240163	1
guide_047	ATP49	50	OAS1	3.3235795	3.307707	-0.015872468	1
guide_047	ATP49	50	OAS2	3.3371846	3.3208544	-0.01633026	1
guide_047	ATP49	50	OAS3	3.3275254	3.3809105	0.053385161	1
guide_047	ATP49	50	CXCL10	3.3268748	3.3492819	0.022407026	1
guide_047	ATP49	50	CXCL11	3.3081936	3.336813	0.028619418	1
guide_047	ATP49	50	IRF7	3.3100384	3.3263302	0.016291805	1
guide_047	ATP49	50	BST2	3.3080094	3.3006948	-0.0073146102	1
guide_047	ATP49	50	IFI6	3.3423953	3.3461697	0.0037744168	1
guide_047	ATP49	50	STAT2	3.3399567	3.265712	-0.074244685	1
guide_047	ATP49	50	EIF2AK2	3.3417999	3.2894259	-0.052373968	1
guide_047	ATP49	50	GBP1	3.3322932	3.3111595	-0.021133751	1
guide_047	ATP49	50	GBP2	3.306703	3.249187	-0.057515992	1
guide_047	ATP49	50	IDO1	3.345552	3.3113876	-0.034164403	1
guide_048	SLC2A1	50	STAT1	3.3197242	3.3409586	0.021234447	1
guide_048	SLC2A1	50	ISG15	3.30336	3.3441043	0.040744307	1
guide_048	SLC2A1	50	IFIT1	3.2999318	3.3667549	0.066823131	1
guide_048	SLC2A1	50	IFIT2	3.3225285	3.2971086	-0.02541997	1
guide_048	SLC2A1	50	IFIT3	3.2969525	3.3873071	0.090354626	1
guide_048	SLC2A1	50	MX1	3.3180589	3.3449676	0.026908652	1
guide_048	SLC2A1	50	MX2	3.3426687	3.3179547	-0.024713947	1
guide_048	SLC2A1	50	OAS1	3.3235795	3.3464682	0.022888735	1
guide_048	SLC2A1	50	OAS2	3.3371846	3.2839919	-0.053192708	1
guide_048	SLC2A1	50	OAS3	3.3275254	3.3281685	0.00064310896	1
guide_048	SLC2A1	50	CXCL10	3.3268748	3.3070695	-0.019805332	1
guide_048	SLC2A1	50	CXCL11	3.3081936	3.3146376	0.0064439877	1
guide_048	SLC2A1	50	IRF7	3.3100384	3.352179	0.042140604	1
guide_048	SLC2A1	50	BST2	3.3080094	3.3485321	0.040522737	1
guide_048	SLC2A1	50	IFI6	3.3423953	3.283237	-0.059158313	1
guide_048	SLC2A1	50	STAT2	3.3399567	3.2886437	-0.051312981	1
guide_048	SLC2A1	50	EIF2AK2	3.3417999	3.3368818	-0.0049180639	1
guide_048	SLC2A1	50	GBP1	3.3322932	3.3465008	0.01420756	1
guide_048	SLC2A1	50	GBP2	3.306703	3.3490206	0.042317595	1
guide_048	SLC2A1	50	IDO1	3.345552	3.3277695	-0.017782449	1
guide_049	ZNF271	50	STAT1	3.3197242	3.3290412	0.0093170553	1
guide_049	ZNF271	50	ISG15	3.30336	3.3102992	0.0069392134	1
guide_049	ZNF271	50	IFIT1	3.2999318	3.3908407	0.090908926	1
guide_049	ZNF271	50	IFIT2	3.3225285	3.3119198	-0.010608734	1
guide_049	ZNF271	50	IFIT3	3.2969525	3.3211755	0.024222998	1
guide_049	ZNF271	50	MX1	3.3180589	3.275836	-0.042222938	1
guide_049	ZNF271	50	MX2	3.3426687	3.2722487	-0.070420021	1
guide_049	ZNF271	50	OAS1	3.3235795	3.3456673	0.02208779	1
guide_049	ZNF271	50	OAS2	3.3371846	3.2117058	-0.12547886	1
guide_049	ZNF271	50	OAS3	3.3275254	3.272447	-0.055078314	1
guide_049	ZNF271	50	CXCL10	3.3268748	3.3280956	0.0012207465	1
guide_049	ZNF271	50	CXCL11	3.3081936	3.3115338	0.0033402042	1
guide_049	ZNF271	50	IRF7	3.3100384	3.3444379	0.034399443	1
guide_049	ZNF271	50	BST2	3.3080094	3.3144184	0.006409054	1
guide_049	ZNF271	50	IFI6	3.3423953	3.3255733	-0.016821961	1
guide_049	ZNF271	50	STAT2	3.3399567	3.3673667	0.027410013	1
guide_049	ZNF271	50	EIF2AK2	3.3417999	3.284968	-0.056831879	1
guide_049	ZNF271	50	GBP1	3.3322932	3.3538061	0.021512828	1
guide_049	ZNF271	50	GBP2	3.306703	3.310129	0.0034259852	1
guide_049	ZNF271	50	IDO1	3.345552	3.3598063	0.014254331	1
guide_050	ZNF101	50	STAT1	3.3197242	3.3006312	-0.019092956	1
guide_050	ZNF101	50	ISG15	3.30336	3.351212	0.047851995	1
guide_050	ZNF101	50	IFIT1	3.2999318	3.3379234	0.037991644	1
guide_050	ZNF101	50	IFIT2	3.3225285	3.2875739	-0.034954678	1
guide_050	ZNF101	50	IFIT3	3.2969525	3.3244689	0.027516479	1
guide_050	ZNF101	50	MX1	3.3180589	3.3464468	0.028387869	1
guide_050	ZNF101	50	MX2	3.3426687	3.3092139	-0.033454792	1
guide_050	ZNF101	50	OAS1	3.3235795	3.3444005	0.020821016	1
guide_050	ZNF101	50	OAS2	3.3371846	3.3597861	0.022601472	1
guide_050	ZNF101	50	OAS3	3.3275254	3.3272775	-0.00024789133	1
guide_050	ZNF101	50	CXCL10	3.3268748	3.2581298	-0.068745049	1
guide_050	ZNF101	50	CXCL11	3.3081936	3.2971582	-0.011035466	1
guide_050	ZNF101	50	IRF7	3.3100384	3.3035694	-0.0064690419	1
guide_050	ZNF101	50	BST2	3.3080094	3.3409898	0.032980458	1
guide_050	ZNF101	50	IFI6	3.3423953	3.245935	-0.096460335	1
guide_050	ZNF101	50	STAT2	3.3399567	3.4000464	0.060089699	1
guide_050	ZNF101	50	EIF2AK2	3.3417999	3.2819839	-0.059815951	1
guide_050	ZNF101	50	GBP1	3.3322932	3.3691545	0.036861221	1
guide_050	ZNF101	50	GBP2	3.306703	3.3085752	0.0018722331	1
guide_050	ZNF101	50	IDO1	3.345552	3.2794543	-0.066097731	1
