rank	experiment	n_files	sum_flag_total	sum_stats_reads_mapped	file_accessions	bio_reps	flag_totals	stats_reads_mapped	stats_reads_mq0	file_sizes	asv_names	hrefs
202	ENCSR874DUP	1	52978296	52978296	ENCFF020MVR	1	52978296	52978296	0	2089054153	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF020MVR/@@download/ENCFF020MVR.bam
203	ENCSR006XED	2	23262756	23262718	ENCFF544XES,ENCFF579RIV	1,1	11687724,11575032	11687686,11575032	0,0	555789145,547255659	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF544XES/@@download/ENCFF544XES.bam,https://www.encodeproject.org/files/ENCFF579RIV/@@download/ENCFF579RIV.bam
204	ENCSR130HIE	1	23212542	23212542	ENCFF799KWA	1	23212542	23212542	0	1110248013	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF799KWA/@@download/ENCFF799KWA.bam
205	ENCSR444VTC	2	53133271	53133195	ENCFF357YVA,ENCFF762TQR	1,1	26688542,26444729	26688466,26444729	0,0	1092959646,1072637544	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF357YVA/@@download/ENCFF357YVA.bam,https://www.encodeproject.org/files/ENCFF762TQR/@@download/ENCFF762TQR.bam
206	ENCSR937RVN	2	53248438	53248393	ENCFF061WQO,ENCFF356FGM	1,1	26693513,26554925	26693468,26554925	0,0	1324295604,1307994332	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF061WQO/@@download/ENCFF061WQO.bam,https://www.encodeproject.org/files/ENCFF356FGM/@@download/ENCFF356FGM.bam
207	ENCSR205ECC	1	22946280	22946280	ENCFF874RBL	1	22946280	22946280	0	1025311958	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF874RBL/@@download/ENCFF874RBL.bam
208	ENCSR688OIJ	1	22917066	22917066	ENCFF404XYC	1	22917066	22917066	0	1006349220	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF404XYC/@@download/ENCFF404XYC.bam
209	ENCSR335LOQ	1	22858332	22858332	ENCFF496LAJ	1	22858332	22858332	0	1002431854	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF496LAJ/@@download/ENCFF496LAJ.bam
210	ENCSR186NTL	1	53418372	53418372	ENCFF648TSX	1	53418372	53418372	0	2298580874	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF648TSX/@@download/ENCFF648TSX.bam
211	ENCSR050VTC	1	22668540	22668540	ENCFF423FCI	1	22668540	22668540	0	1111442353	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF423FCI/@@download/ENCFF423FCI.bam
212	ENCSR866RCY	2	53737753	53737523	ENCFF284UQW,ENCFF616KIO	1,1	26445848,27291905	26445848,27291675	0,0	1280661193,1324656992	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF284UQW/@@download/ENCFF284UQW.bam,https://www.encodeproject.org/files/ENCFF616KIO/@@download/ENCFF616KIO.bam
213	ENCSR438USP	1	22405778	22405778	ENCFF012ZOX	1	22405778	22405778	0	1028100090	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF012ZOX/@@download/ENCFF012ZOX.bam
214	ENCSR734VFU	1	22269868	22269868	ENCFF951XPO	1	22269868	22269868	0	1055891327	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF951XPO/@@download/ENCFF951XPO.bam
215	ENCSR840QLA	1	22241340	22241340	ENCFF130ZOM	1	22241340	22241340	0	1013163266	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF130ZOM/@@download/ENCFF130ZOM.bam
216	ENCSR171APM	1	22036456	22036456	ENCFF387NWM	1	22036456	22036456	0	1123720531	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF387NWM/@@download/ENCFF387NWM.bam
217	ENCSR155NBS	1	54326134	54326134	ENCFF979WRO	1	54326134	54326134	0	2330962086	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF979WRO/@@download/ENCFF979WRO.bam
218	ENCSR581RSO	1	54336666	54336666	ENCFF890PGM	1	54336666	54336666	0	1970852103	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF890PGM/@@download/ENCFF890PGM.bam
219	ENCSR618HFT	1	21661012	21661012	ENCFF159XDU	1	21661012	21661012	0	1029305908	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF159XDU/@@download/ENCFF159XDU.bam
220	ENCSR888UPQ	2	54593932	54593864	ENCFF576ISP,ENCFF945FMY	1,1	27405899,27188033	27405831,27188033	0,0	1362006421,1341446590	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF576ISP/@@download/ENCFF576ISP.bam,https://www.encodeproject.org/files/ENCFF945FMY/@@download/ENCFF945FMY.bam
221	ENCSR295ELC	2	54654546	54654500	ENCFF060HCX,ENCFF682MMN	1,1	27390676,27263870	27390630,27263870	0,0	1311110446,1292179084	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF060HCX/@@download/ENCFF060HCX.bam,https://www.encodeproject.org/files/ENCFF682MMN/@@download/ENCFF682MMN.bam
222	ENCSR419MZH	2	54824111	54823877	ENCFF729HDS,ENCFF917PCI	1,1	27129463,27694648	27129463,27694414	0,0	1185396470,1217199846	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF729HDS/@@download/ENCFF729HDS.bam,https://www.encodeproject.org/files/ENCFF917PCI/@@download/ENCFF917PCI.bam
223	ENCSR649PJN	2	54858732	54858660	ENCFF100RAH,ENCFF838ACP	1,1	27335468,27523264	27335468,27523192	0,0	1311423157,1335096240	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF100RAH/@@download/ENCFF100RAH.bam,https://www.encodeproject.org/files/ENCFF838ACP/@@download/ENCFF838ACP.bam
224	ENCSR106OKX	2	55089664	55089617	ENCFF196AJB,ENCFF962IWA	1,1	27638994,27450670	27638947,27450670	0,0	1285974192,1262371277	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF196AJB/@@download/ENCFF196AJB.bam,https://www.encodeproject.org/files/ENCFF962IWA/@@download/ENCFF962IWA.bam
225	ENCSR654WXX	1	21152336	21152336	ENCFF798CVZ	1	21152336	21152336	0	1256729199	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF798CVZ/@@download/ENCFF798CVZ.bam
226	ENCSR016THC	2	55257226	55257186	ENCFF465SCA,ENCFF728YQN	1,1	27689443,27567783	27689403,27567783	0,0	1307953413,1291363873	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF465SCA/@@download/ENCFF465SCA.bam,https://www.encodeproject.org/files/ENCFF728YQN/@@download/ENCFF728YQN.bam
227	ENCSR214XJO	2	55297990	55297905	ENCFF193JRL,ENCFF276MYG	1,1	27471563,27826427	27471563,27826342	0,0	1303266494,1332925738	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF193JRL/@@download/ENCFF193JRL.bam,https://www.encodeproject.org/files/ENCFF276MYG/@@download/ENCFF276MYG.bam
228	ENCSR878ITC	1	55477056	55477056	ENCFF625OES	1	55477056	55477056	0	2113066931	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF625OES/@@download/ENCFF625OES.bam
229	ENCSR273GCF	1	55525098	55525098	ENCFF629NOO	1	55525098	55525098	0	2363184707	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF629NOO/@@download/ENCFF629NOO.bam
230	ENCSR360LBD	2	55559074	55557610	ENCFF337DTQ,ENCFF564MVY	1,1	30160024,25399050	30158560,25399050	0,0	1224607832,1076850574	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF337DTQ/@@download/ENCFF337DTQ.bam,https://www.encodeproject.org/files/ENCFF564MVY/@@download/ENCFF564MVY.bam
231	ENCSR017TFH	2	55580463	55580380	ENCFF491IZI,ENCFF615QUD	1,1	27883884,27696579	27883801,27696579	0,0	1323348169,1302377529	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF491IZI/@@download/ENCFF491IZI.bam,https://www.encodeproject.org/files/ENCFF615QUD/@@download/ENCFF615QUD.bam
232	ENCSR887BNC	2	55632627	55632596	ENCFF109HRJ,ENCFF967YWH	1,1	27757731,27874896	27757731,27874865	0,0	1229806758,1249908383	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF109HRJ/@@download/ENCFF109HRJ.bam,https://www.encodeproject.org/files/ENCFF967YWH/@@download/ENCFF967YWH.bam
233	ENCSR845MEJ	2	55730659	55730625	ENCFF732IXC,ENCFF882KAT	1,1	27803632,27927027	27803632,27926993	0,0	1147241019,1162842608	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF732IXC/@@download/ENCFF732IXC.bam,https://www.encodeproject.org/files/ENCFF882KAT/@@download/ENCFF882KAT.bam
234	ENCSR051CYH	1	55755550	55755550	ENCFF942ZXV	1	55755550	55755550	0	2511923770	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF942ZXV/@@download/ENCFF942ZXV.bam
235	ENCSR152AVY	1	20410342	20410342	ENCFF516JCR	1	20410342	20410342	0	932840231	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF516JCR/@@download/ENCFF516JCR.bam
236	ENCSR364TKL	2	55848604	55848521	ENCFF423OOK,ENCFF520WIK	1,1	28084003,27764601	28083920,27764601	0,0	1387125182,1359224552	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF423OOK/@@download/ENCFF423OOK.bam,https://www.encodeproject.org/files/ENCFF520WIK/@@download/ENCFF520WIK.bam
237	ENCSR344FLH	2	55888040	55888022	ENCFF495TYK,ENCFF612HKW	1,1	27985344,27902696	27985326,27902696	0,0	1429464475,1407578907	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF495TYK/@@download/ENCFF495TYK.bam,https://www.encodeproject.org/files/ENCFF612HKW/@@download/ENCFF612HKW.bam
238	ENCSR255OGF	1	55928882	55928882	ENCFF445MCI	1	55928882	55928882	0	2564051906	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF445MCI/@@download/ENCFF445MCI.bam
239	ENCSR679IFH	2	55960333	55960179	ENCFF701NOD,ENCFF908AIU	1,1	28197027,27763306	28196873,27763306	0,0	1355020229,1330585769	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF701NOD/@@download/ENCFF701NOD.bam,https://www.encodeproject.org/files/ENCFF908AIU/@@download/ENCFF908AIU.bam
240	ENCSR989YIV	2	55963819	55963766	ENCFF265CHN,ENCFF980XRG	1,1	27897700,28066119	27897700,28066066	0,0	1108928139,1128186808	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF265CHN/@@download/ENCFF265CHN.bam,https://www.encodeproject.org/files/ENCFF980XRG/@@download/ENCFF980XRG.bam
241	ENCSR467MSP	1	55981760	55981760	ENCFF821PAI	1	55981760	55981760	0	2380531113	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF821PAI/@@download/ENCFF821PAI.bam
242	ENCSR119HXE	2	56149129	56149093	ENCFF759TZH,ENCFF944ZDV	1,1	27993050,28156079	27993050,28156043	0,0	1116860908,1135185484	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF759TZH/@@download/ENCFF759TZH.bam,https://www.encodeproject.org/files/ENCFF944ZDV/@@download/ENCFF944ZDV.bam
243	ENCSR499PZA	2	56224050	56224009	ENCFF114DWM,ENCFF813DOG	1,1	28180373,28043677	28180332,28043677	0,0	1208262294,1191937873	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF114DWM/@@download/ENCFF114DWM.bam,https://www.encodeproject.org/files/ENCFF813DOG/@@download/ENCFF813DOG.bam
244	ENCSR174GXG	2	56391010	56390979	ENCFF317PMR,ENCFF773QTX	1,1	28254458,28136552	28254427,28136552	0,0	1290958059,1268655761	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF317PMR/@@download/ENCFF317PMR.bam,https://www.encodeproject.org/files/ENCFF773QTX/@@download/ENCFF773QTX.bam
245	ENCSR268QCH	2	56412249	56412198	ENCFF200KPY,ENCFF998MJG	1,1	28278156,28134093	28278105,28134093	0,0	1332966610,1310916804	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF200KPY/@@download/ENCFF200KPY.bam,https://www.encodeproject.org/files/ENCFF998MJG/@@download/ENCFF998MJG.bam
246	ENCSR139KYP	1	56455124	56455124	ENCFF301RBU	2	56455124	56455124	0	2594816620	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF301RBU/@@download/ENCFF301RBU.bam
247	ENCSR000EQH	2	56464962	56464850	ENCFF291KFT,ENCFF615FBZ	1,1	28385125,28079837	28385013,28079837	0,0	1352966353,1330483512	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF291KFT/@@download/ENCFF291KFT.bam,https://www.encodeproject.org/files/ENCFF615FBZ/@@download/ENCFF615FBZ.bam
248	ENCSR000EKF	2	56491497	56491493	ENCFF091KTX,ENCFF282DOM	1,1	28233440,28258057	28233440,28258053	0,0	1023860220,1039946122	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF091KTX/@@download/ENCFF091KTX.bam,https://www.encodeproject.org/files/ENCFF282DOM/@@download/ENCFF282DOM.bam
249	ENCSR616AEG	1	56506728	56506728	ENCFF563PQP	1	56506728	56506728	0	2639756468	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF563PQP/@@download/ENCFF563PQP.bam
250	ENCSR838IPF	2	56715143	56715074	ENCFF003GDW,ENCFF567YJR	1,1	28482692,28232451	28482623,28232451	0,0	1265671914,1240678117	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF003GDW/@@download/ENCFF003GDW.bam,https://www.encodeproject.org/files/ENCFF567YJR/@@download/ENCFF567YJR.bam
