rank	experiment	n_files	sum_flag_total	sum_stats_reads_mapped	analyses	files	bio_reps	flag_totals	mq0	sizes	hrefs	s3
143	ENCSR299INS	1	52738041	52738041	ENCAN242ZDM	ENCFF963NZM	1	52738041	0	2024122599	https://www.encodeproject.org/files/ENCFF963NZM/@@download/ENCFF963NZM.bam	https://encode-public.s3.amazonaws.com/2020/09/19/212d466c-773a-4da0-8879-ab8217e2f9e9/ENCFF963NZM.bam
144	ENCSR047FNH	1	52645858	52645858	ENCAN173YEI	ENCFF746PNK	1	52645858	0	2097371528	https://www.encodeproject.org/files/ENCFF746PNK/@@download/ENCFF746PNK.bam	https://encode-public.s3.amazonaws.com/2020/11/16/2b176b82-6b3f-418b-aa66-a22edbcb4cc8/ENCFF746PNK.bam
145	ENCSR036ELY	1	52473724	52473724	ENCAN902KEX	ENCFF746OZT	1	52473724	0	2193633606	https://www.encodeproject.org/files/ENCFF746OZT/@@download/ENCFF746OZT.bam	https://encode-public.s3.amazonaws.com/2020/10/02/b3620750-43a7-4094-a9f0-8346a24a00f6/ENCFF746OZT.bam
146	ENCSR025BWH	1	100215898	100215898	ENCAN179WHU	ENCFF639MWE	1	100215898	0	4184804868	https://www.encodeproject.org/files/ENCFF639MWE/@@download/ENCFF639MWE.bam	https://encode-public.s3.amazonaws.com/2020/10/03/395a4c74-b6e5-46d9-9330-f05a7c356960/ENCFF639MWE.bam
147	ENCSR384GGJ	1	52153296	52153296	ENCAN080KQE	ENCFF889NJK	1	52153296	0	2246652247	https://www.encodeproject.org/files/ENCFF889NJK/@@download/ENCFF889NJK.bam	https://encode-public.s3.amazonaws.com/2020/09/25/ada700c1-b97f-44fd-a3f8-5740d18c7fa9/ENCFF889NJK.bam
148	ENCSR000EON	2	52007984	52007984	ENCAN275SVI,ENCAN275SVI	ENCFF157ZQZ,ENCFF864MVZ	1,2	27113490,24894494	0,0	1194782057,1130482139	https://www.encodeproject.org/files/ENCFF157ZQZ/@@download/ENCFF157ZQZ.bam,https://www.encodeproject.org/files/ENCFF864MVZ/@@download/ENCFF864MVZ.bam	https://encode-public.s3.amazonaws.com/2020/11/12/3fd4f6e7-8385-496f-88f5-944995e6c4e7/ENCFF157ZQZ.bam,https://encode-public.s3.amazonaws.com/2020/11/12/07a602ad-f3f4-4e70-85e0-cf98ec547367/ENCFF864MVZ.bam
149	ENCSR824YLD	1	51902298	51902298	ENCAN373VOT	ENCFF547EAP	1	51902298	0	2379275127	https://www.encodeproject.org/files/ENCFF547EAP/@@download/ENCFF547EAP.bam	https://encode-public.s3.amazonaws.com/2020/10/02/af0ad6c0-182a-4aeb-9107-1709336703a4/ENCFF547EAP.bam
150	ENCSR271QSV	1	51766162	51766162	ENCAN658NYN	ENCFF723ZHL	1	51766162	0	2270990553	https://www.encodeproject.org/files/ENCFF723ZHL/@@download/ENCFF723ZHL.bam	https://encode-public.s3.amazonaws.com/2020/11/11/6b1370ad-de2d-4653-a6b0-b5ffa47718ee/ENCFF723ZHL.bam
151	ENCSR680SDS	1	51755915	51755915	ENCAN120NDX	ENCFF665KFQ	1	51755915	0	2125313316	https://www.encodeproject.org/files/ENCFF665KFQ/@@download/ENCFF665KFQ.bam	https://encode-public.s3.amazonaws.com/2020/09/19/d49b9a6d-761e-4644-8d16-dd72b2d20990/ENCFF665KFQ.bam
152	ENCSR000ELZ	2	51712858	51712858	ENCAN109IHJ,ENCAN109IHJ	ENCFF696RTC,ENCFF272ROA	1,2	25593487,26119371	0,0	1157072285,1224415470	https://www.encodeproject.org/files/ENCFF696RTC/@@download/ENCFF696RTC.bam,https://www.encodeproject.org/files/ENCFF272ROA/@@download/ENCFF272ROA.bam	https://encode-public.s3.amazonaws.com/2020/11/12/188283f3-b95b-4f0d-ba46-ce5adf68d6fd/ENCFF696RTC.bam,https://encode-public.s3.amazonaws.com/2020/11/12/ffe6b2db-ca45-4a9e-90be-cc6cc4e5b106/ENCFF272ROA.bam
153	ENCSR129HDK	1	51665504	51665504	ENCAN932ICN	ENCFF873DYN	1	51665504	0	2344475522	https://www.encodeproject.org/files/ENCFF873DYN/@@download/ENCFF873DYN.bam	https://encode-public.s3.amazonaws.com/2020/10/03/1d6ab094-f309-444d-8cc6-796dca9c6b5a/ENCFF873DYN.bam
154	ENCSR799MVH	1	100915598	100915598	ENCAN917UCJ	ENCFF430XJH	1	100915598	0	4916682581	https://www.encodeproject.org/files/ENCFF430XJH/@@download/ENCFF430XJH.bam	https://encode-public.s3.amazonaws.com/2020/09/22/3ab823fe-bc41-40f0-90ca-31372770327f/ENCFF430XJH.bam
155	ENCSR000EME	2	51301256	51301256	ENCAN717FUB,ENCAN717FUB	ENCFF274NTT,ENCFF052HPJ	1,2	24311777,26989479	0,0	1091358136,1166461217	https://www.encodeproject.org/files/ENCFF274NTT/@@download/ENCFF274NTT.bam,https://www.encodeproject.org/files/ENCFF052HPJ/@@download/ENCFF052HPJ.bam	https://encode-public.s3.amazonaws.com/2020/11/12/900e2cdb-7a48-4857-976e-0571005e021a/ENCFF274NTT.bam,https://encode-public.s3.amazonaws.com/2020/11/12/aefeea9e-8a06-475f-b9f0-f0fae4a23bc6/ENCFF052HPJ.bam
156	ENCSR321KUC	1	51162300	51162300	ENCAN452GCL	ENCFF990TLE	1	51162300	0	2118790855	https://www.encodeproject.org/files/ENCFF990TLE/@@download/ENCFF990TLE.bam	https://encode-public.s3.amazonaws.com/2020/10/03/973e0ba5-de54-49bf-b782-c56af4a5550b/ENCFF990TLE.bam
157	ENCSR000EPY	2	50959416	50959416	ENCAN888PCB,ENCAN888PCB	ENCFF813AZG,ENCFF306JAZ	1,2	24053790,26905626	0,0	1180566918,1277781979	https://www.encodeproject.org/files/ENCFF813AZG/@@download/ENCFF813AZG.bam,https://www.encodeproject.org/files/ENCFF306JAZ/@@download/ENCFF306JAZ.bam	https://encode-public.s3.amazonaws.com/2020/11/12/4f53cf03-0eaf-4470-8792-cba44343da39/ENCFF813AZG.bam,https://encode-public.s3.amazonaws.com/2020/11/12/6d3c5ebd-9f55-4cb1-bd8c-88eecfce7400/ENCFF306JAZ.bam
158	ENCSR419OAR	1	50909648	50909648	ENCAN318COA	ENCFF018HDG	1	50909648	0	2089243813	https://www.encodeproject.org/files/ENCFF018HDG/@@download/ENCFF018HDG.bam	https://encode-public.s3.amazonaws.com/2020/09/24/df295f83-3a79-4da5-b07b-b793ce0e7557/ENCFF018HDG.bam
159	ENCSR000ELY	2	50667871	50667871	ENCAN970ZYW,ENCAN970ZYW	ENCFF088CFN,ENCFF761RMZ	1,2	22224225,28443646	0,0	1035959256,1314292933	https://www.encodeproject.org/files/ENCFF088CFN/@@download/ENCFF088CFN.bam,https://www.encodeproject.org/files/ENCFF761RMZ/@@download/ENCFF761RMZ.bam	https://encode-public.s3.amazonaws.com/2020/11/12/a4925637-709f-4587-98f2-008cf32a32db/ENCFF088CFN.bam,https://encode-public.s3.amazonaws.com/2020/11/12/667e9552-510a-42a0-bda4-86e5e922c369/ENCFF761RMZ.bam
160	ENCSR987CQN	1	101981580	101981580	ENCAN393MWI	ENCFF911SRZ	1	101981580	0	4162688674	https://www.encodeproject.org/files/ENCFF911SRZ/@@download/ENCFF911SRZ.bam	https://encode-public.s3.amazonaws.com/2020/09/28/b489a98d-38ae-466e-b5ed-21466c9da4cf/ENCFF911SRZ.bam
161	ENCSR385XHV	1	50487404	50487404	ENCAN040BSJ	ENCFF664LPX	1	50487404	0	2244710254	https://www.encodeproject.org/files/ENCFF664LPX/@@download/ENCFF664LPX.bam	https://encode-public.s3.amazonaws.com/2020/09/24/b3b7e2c9-a4a0-41f0-8e54-984bbcd84e3d/ENCFF664LPX.bam
162	ENCSR607EJV	1	50287398	50287398	ENCAN640IFO	ENCFF891KVE	1	50287398	0	2062982690	https://www.encodeproject.org/files/ENCFF891KVE/@@download/ENCFF891KVE.bam	https://encode-public.s3.amazonaws.com/2020/10/04/44ed8319-2c44-4947-8f6b-b4530c407172/ENCFF891KVE.bam
163	ENCSR042WQA	1	102352346	102352346	ENCAN003TTG	ENCFF575MJC	1	102352346	0	4045363936	https://www.encodeproject.org/files/ENCFF575MJC/@@download/ENCFF575MJC.bam	https://encode-public.s3.amazonaws.com/2020/10/04/e15e86dd-adfe-43f5-886d-e9a53a762349/ENCFF575MJC.bam
164	ENCSR943KMD	1	102489768	102489768	ENCAN661TCB	ENCFF915JML	1	102489768	0	4022925218	https://www.encodeproject.org/files/ENCFF915JML/@@download/ENCFF915JML.bam	https://encode-public.s3.amazonaws.com/2020/09/25/ccc5a3f4-baf1-4de4-af3a-c1c9a2b14366/ENCFF915JML.bam
165	ENCSR000EPW	2	49957243	49957243	ENCAN322IWG,ENCAN322IWG	ENCFF230GUV,ENCFF384GNY	1,2	22557891,27399352	0,0	1059003837,1293509709	https://www.encodeproject.org/files/ENCFF230GUV/@@download/ENCFF230GUV.bam,https://www.encodeproject.org/files/ENCFF384GNY/@@download/ENCFF384GNY.bam	https://encode-public.s3.amazonaws.com/2020/11/12/ffb7b03a-7835-4cc5-b5c6-e42369722c22/ENCFF230GUV.bam,https://encode-public.s3.amazonaws.com/2020/11/12/11371b1a-2451-46b8-8ab7-da847a707c01/ENCFF384GNY.bam
166	ENCSR000ENG	2	49864061	49864061	ENCAN083VXT,ENCAN083VXT	ENCFF187YBU,ENCFF917PWU	1,2	24587557,25276504	0,0	1057519145,1162343671	https://www.encodeproject.org/files/ENCFF187YBU/@@download/ENCFF187YBU.bam,https://www.encodeproject.org/files/ENCFF917PWU/@@download/ENCFF917PWU.bam	https://encode-public.s3.amazonaws.com/2020/11/12/da4d194a-a12e-4c42-add6-c673ee02a327/ENCFF187YBU.bam,https://encode-public.s3.amazonaws.com/2020/11/12/1975c3a3-7caa-494a-beae-730a964befa3/ENCFF917PWU.bam
167	ENCSR508FVM	1	102816532	102816532	ENCAN752AUM	ENCFF647TLU	1	102816532	0	3890589115	https://www.encodeproject.org/files/ENCFF647TLU/@@download/ENCFF647TLU.bam	https://encode-public.s3.amazonaws.com/2020/09/16/e4dfb78a-e3c5-4cdc-acbd-890c5d27ad56/ENCFF647TLU.bam
168	ENCSR839RAJ	1	102864166	102864166	ENCAN314EMN	ENCFF615RWO	1	102864166	0	4522123633	https://www.encodeproject.org/files/ENCFF615RWO/@@download/ENCFF615RWO.bam	https://encode-public.s3.amazonaws.com/2021/01/07/c60fb493-3f2e-42db-9287-7fa28aab1d1d/ENCFF615RWO.bam
169	ENCSR944GPH	1	49650776	49650776	ENCAN756LTO	ENCFF049YFG	1	49650776	0	1781455723	https://www.encodeproject.org/files/ENCFF049YFG/@@download/ENCFF049YFG.bam	https://encode-public.s3.amazonaws.com/2020/09/25/53b4cbb8-0c82-4c9b-aa7d-6e3175c49d86/ENCFF049YFG.bam
170	ENCSR442GKD	1	49623408	49623408	ENCAN793YPB	ENCFF127DTN	1	49623408	0	2156299457	https://www.encodeproject.org/files/ENCFF127DTN/@@download/ENCFF127DTN.bam	https://encode-public.s3.amazonaws.com/2020/09/24/5d9156c5-a88c-449c-b51f-6694d087da3c/ENCFF127DTN.bam
171	ENCSR441OGH	1	49572190	49572190	ENCAN603DCZ	ENCFF383TDA	1	49572190	0	2353090274	https://www.encodeproject.org/files/ENCFF383TDA/@@download/ENCFF383TDA.bam	https://encode-public.s3.amazonaws.com/2020/09/19/66dc7dd1-bee9-480b-9f8e-d99fffefd786/ENCFF383TDA.bam
172	ENCSR026EOM	1	49504691	49504691	ENCAN768BPH	ENCFF415LAQ	1	49504691	0	2163620433	https://www.encodeproject.org/files/ENCFF415LAQ/@@download/ENCFF415LAQ.bam	https://encode-public.s3.amazonaws.com/2020/11/11/22d4a89d-bf14-429f-aa4e-02f52f71603b/ENCFF415LAQ.bam
173	ENCSR294XUZ	4	103218986	103218986	ENCAN170JTX,ENCAN170JTX,ENCAN170JTX,ENCAN170JTX	ENCFF074CFB,ENCFF776SQO,ENCFF687ZFN,ENCFF264KTQ	1,2,3,5	21607554,20620267,31831290,29159875	0,0,0,0	951117052,844754095,1425495121,1144211219	https://www.encodeproject.org/files/ENCFF074CFB/@@download/ENCFF074CFB.bam,https://www.encodeproject.org/files/ENCFF776SQO/@@download/ENCFF776SQO.bam,https://www.encodeproject.org/files/ENCFF687ZFN/@@download/ENCFF687ZFN.bam,https://www.encodeproject.org/files/ENCFF264KTQ/@@download/ENCFF264KTQ.bam	https://encode-public.s3.amazonaws.com/2020/11/16/24619e3d-fd73-4d33-8abd-234251ae8bd4/ENCFF074CFB.bam,https://encode-public.s3.amazonaws.com/2020/11/16/3b7dcc46-22ba-4a53-bba5-13eaec62c2f5/ENCFF776SQO.bam,https://encode-public.s3.amazonaws.com/2020/11/16/637209e8-5f08-45df-bc76-19da5c17ef79/ENCFF687ZFN.bam,https://encode-public.s3.amazonaws.com/2020/11/16/636c59e2-4fe7-4fb9-aff9-75d3e06e70e3/ENCFF264KTQ.bam
174	ENCSR000ENO	2	49197833	49197833	ENCAN379ATG,ENCAN379ATG	ENCFF470DIH,ENCFF754ANZ	1,2	25845324,23352509	0,0	1257901957,1069771150	https://www.encodeproject.org/files/ENCFF470DIH/@@download/ENCFF470DIH.bam,https://www.encodeproject.org/files/ENCFF754ANZ/@@download/ENCFF754ANZ.bam	https://encode-public.s3.amazonaws.com/2020/11/12/cafc8ee4-16b0-41d2-b8ad-452f37d74a0a/ENCFF470DIH.bam,https://encode-public.s3.amazonaws.com/2020/11/12/d17fb934-983f-4af8-afe3-5f75e8fc8ef9/ENCFF754ANZ.bam
175	ENCSR442SDV	1	48832594	48832594	ENCAN699LTG	ENCFF398QOP	1	48832594	0	2405424267	https://www.encodeproject.org/files/ENCFF398QOP/@@download/ENCFF398QOP.bam	https://encode-public.s3.amazonaws.com/2020/09/28/1f79cdf6-a804-456b-a5a0-e1fd0e3b9e61/ENCFF398QOP.bam
176	ENCSR541UPY	1	103754378	103754378	ENCAN480EWB	ENCFF877BGY	1	103754378	0	4425994103	https://www.encodeproject.org/files/ENCFF877BGY/@@download/ENCFF877BGY.bam	https://encode-public.s3.amazonaws.com/2020/09/19/03e1394e-16b9-4d66-9093-9bce21291af9/ENCFF877BGY.bam
177	ENCSR000ENR	2	48721040	48721040	ENCAN596TUX,ENCAN596TUX	ENCFF988KRZ,ENCFF992SGG	1,2	29170145,19550895	0,0	1362252551,866562297	https://www.encodeproject.org/files/ENCFF988KRZ/@@download/ENCFF988KRZ.bam,https://www.encodeproject.org/files/ENCFF992SGG/@@download/ENCFF992SGG.bam	https://encode-public.s3.amazonaws.com/2020/11/12/ab52d6f1-e165-40f2-8684-7cb06df0c29a/ENCFF988KRZ.bam,https://encode-public.s3.amazonaws.com/2020/11/12/ba422dba-cf7f-4181-97cf-7356575738f0/ENCFF992SGG.bam
178	ENCSR038POV	1	103870102	103870102	ENCAN893TWJ	ENCFF283GXP	1	103870102	0	4539088992	https://www.encodeproject.org/files/ENCFF283GXP/@@download/ENCFF283GXP.bam	https://encode-public.s3.amazonaws.com/2020/09/28/ce3ff183-1c16-424e-9764-4d3adff178cc/ENCFF283GXP.bam
179	ENCSR933VOY	1	48520876	48520876	ENCAN198TJO	ENCFF835QKX	1	48520876	0	2064804371	https://www.encodeproject.org/files/ENCFF835QKX/@@download/ENCFF835QKX.bam	https://encode-public.s3.amazonaws.com/2020/09/28/ba75c882-47f2-4925-953f-6fe9e247bce0/ENCFF835QKX.bam
180	ENCSR920JUM	1	104036180	104036180	ENCAN294IWB	ENCFF371KCI	1	104036180	0	3977618669	https://www.encodeproject.org/files/ENCFF371KCI/@@download/ENCFF371KCI.bam	https://encode-public.s3.amazonaws.com/2020/09/22/7198cb43-8b72-4bb4-8025-a65c7bc597a6/ENCFF371KCI.bam
181	ENCSR139PLJ	1	48313964	48313964	ENCAN926CFS	ENCFF783MHU	1	48313964	0	2168143720	https://www.encodeproject.org/files/ENCFF783MHU/@@download/ENCFF783MHU.bam	https://encode-public.s3.amazonaws.com/2020/09/22/6763afd2-e812-4f82-b991-b321fb3b17d5/ENCFF783MHU.bam
182	ENCSR000EQM	2	48167729	48167729	ENCAN669UZV,ENCAN669UZV	ENCFF958UKK,ENCFF479LYZ	1,2	24500107,23667622	0,0	1041350865,1094892322	https://www.encodeproject.org/files/ENCFF958UKK/@@download/ENCFF958UKK.bam,https://www.encodeproject.org/files/ENCFF479LYZ/@@download/ENCFF479LYZ.bam	https://encode-public.s3.amazonaws.com/2020/11/12/efeeac07-6379-4952-a54f-d6f137549c16/ENCFF958UKK.bam,https://encode-public.s3.amazonaws.com/2020/11/12/de00ecba-6eb8-4a68-84d1-95920620cdce/ENCFF479LYZ.bam
183	ENCSR810CTB	1	48046934	48046934	ENCAN458YDF	ENCFF361ZOQ	1	48046934	0	2137692572	https://www.encodeproject.org/files/ENCFF361ZOQ/@@download/ENCFF361ZOQ.bam	https://encode-public.s3.amazonaws.com/2020/09/28/68b092a0-65b0-47e2-870f-b5a91c10fe6b/ENCFF361ZOQ.bam
184	ENCSR180KMR	1	48008432	48008432	ENCAN131UCF	ENCFF420MCP	1	48008432	0	2097840251	https://www.encodeproject.org/files/ENCFF420MCP/@@download/ENCFF420MCP.bam	https://encode-public.s3.amazonaws.com/2020/09/22/cf9b9c05-3429-4a31-8dfd-1b9f7c545d93/ENCFF420MCP.bam
185	ENCSR000EMK	1	47960840	47960840	ENCAN733PKI	ENCFF123VCS	1	47960840	0	1934908171	https://www.encodeproject.org/files/ENCFF123VCS/@@download/ENCFF123VCS.bam	https://encode-public.s3.amazonaws.com/2020/11/12/1bf91ad0-50ac-423b-8174-a0f546f21658/ENCFF123VCS.bam
186	ENCSR147QLU	1	47894456	47894456	ENCAN392DPN	ENCFF265GNJ	1	47894456	0	1863123748	https://www.encodeproject.org/files/ENCFF265GNJ/@@download/ENCFF265GNJ.bam	https://encode-public.s3.amazonaws.com/2020/09/26/22f2159b-1f03-4283-bd73-26aa7591ef27/ENCFF265GNJ.bam
187	ENCSR595THL	1	47644134	47644134	ENCAN238NUM	ENCFF418EXB	1	47644134	0	2120366239	https://www.encodeproject.org/files/ENCFF418EXB/@@download/ENCFF418EXB.bam	https://encode-public.s3.amazonaws.com/2020/09/25/5450d0fb-52b0-48f5-b14e-321c1ad987de/ENCFF418EXB.bam
188	ENCSR768AWY	1	47426852	47426852	ENCAN067XNK	ENCFF544KYE	1	47426852	0	2295258642	https://www.encodeproject.org/files/ENCFF544KYE/@@download/ENCFF544KYE.bam	https://encode-public.s3.amazonaws.com/2020/09/26/e7e084d8-129f-4a09-89ef-ac07e493df97/ENCFF544KYE.bam
189	ENCSR433WOV	1	47403370	47403370	ENCAN481JVP	ENCFF089LIB	1	47403370	0	2087048719	https://www.encodeproject.org/files/ENCFF089LIB/@@download/ENCFF089LIB.bam	https://encode-public.s3.amazonaws.com/2020/09/25/6577ce57-d09d-40c5-9296-26b92ba63ab8/ENCFF089LIB.bam
190	ENCSR595HZQ	1	47319865	47319865	ENCAN711NBM	ENCFF105UBR	1	47319865	0	2308277259	https://www.encodeproject.org/files/ENCFF105UBR/@@download/ENCFF105UBR.bam	https://encode-public.s3.amazonaws.com/2020/11/11/afa14d80-1cbd-406c-8db2-87d8fffa1766/ENCFF105UBR.bam
191	ENCSR080PZL	1	47301584	47301584	ENCAN896WTH	ENCFF511DEJ	1	47301584	0	2248416862	https://www.encodeproject.org/files/ENCFF511DEJ/@@download/ENCFF511DEJ.bam	https://encode-public.s3.amazonaws.com/2020/11/11/3dd43546-4053-4c20-b69f-beaea0b5a241/ENCFF511DEJ.bam
192	ENCSR104QUE	1	47242858	47242858	ENCAN934RUX	ENCFF404MRF	1	47242858	0	1989395831	https://www.encodeproject.org/files/ENCFF404MRF/@@download/ENCFF404MRF.bam	https://encode-public.s3.amazonaws.com/2020/10/04/10db08c6-54c5-4d95-8f91-1741df68b4e2/ENCFF404MRF.bam
193	ENCSR617NTY	1	47160300	47160300	ENCAN600ZKM	ENCFF620SNJ	1	47160300	0	1933586193	https://www.encodeproject.org/files/ENCFF620SNJ/@@download/ENCFF620SNJ.bam	https://encode-public.s3.amazonaws.com/2020/09/28/bfdd483f-6453-46b7-9bac-b88e69d07425/ENCFF620SNJ.bam
194	ENCSR240TZG	1	47145902	47145902	ENCAN053BAT	ENCFF862ZLM	1	47145902	0	2222478831	https://www.encodeproject.org/files/ENCFF862ZLM/@@download/ENCFF862ZLM.bam	https://encode-public.s3.amazonaws.com/2020/10/02/39c8a800-ff68-40bf-aa2d-a1fb02cacb44/ENCFF862ZLM.bam
195	ENCSR414IHC	1	47016962	47016962	ENCAN749TSD	ENCFF071DIW	1	47016962	0	2173484918	https://www.encodeproject.org/files/ENCFF071DIW/@@download/ENCFF071DIW.bam	https://encode-public.s3.amazonaws.com/2020/11/11/65205ac9-9637-4276-8088-7a8b0a05ec9b/ENCFF071DIW.bam
196	ENCSR712PYJ	1	46927485	46927485	ENCAN590VFF	ENCFF572KJS	1	46927485	0	2291782303	https://www.encodeproject.org/files/ENCFF572KJS/@@download/ENCFF572KJS.bam	https://encode-public.s3.amazonaws.com/2020/11/10/1edb8cbd-7376-4d22-baac-df105a2afbc4/ENCFF572KJS.bam
197	ENCSR355ARR	1	46820526	46820526	ENCAN565RCS	ENCFF362PIS	1	46820526	0	2069538266	https://www.encodeproject.org/files/ENCFF362PIS/@@download/ENCFF362PIS.bam	https://encode-public.s3.amazonaws.com/2020/10/04/9089143d-0308-4e76-b6c2-164a620a9826/ENCFF362PIS.bam
198	ENCSR000EOL	2	46752434	46752434	ENCAN013WLV,ENCAN013WLV	ENCFF778EVH,ENCFF337FBC	1,2	22656669,24095765	0,0	1073835996,1157927805	https://www.encodeproject.org/files/ENCFF778EVH/@@download/ENCFF778EVH.bam,https://www.encodeproject.org/files/ENCFF337FBC/@@download/ENCFF337FBC.bam	https://encode-public.s3.amazonaws.com/2020/11/12/ad18e877-5f42-4992-8e09-06aed0f069e1/ENCFF778EVH.bam,https://encode-public.s3.amazonaws.com/2020/11/12/1b6ad5df-e189-4001-ac76-38de246228ff/ENCFF337FBC.bam
199	ENCSR000ELX	2	46701388	46701388	ENCAN026WKK,ENCAN026WKK	ENCFF449IIA,ENCFF501NRR	1,2	22209489,24491899	0,0	1010636880,1137839363	https://www.encodeproject.org/files/ENCFF449IIA/@@download/ENCFF449IIA.bam,https://www.encodeproject.org/files/ENCFF501NRR/@@download/ENCFF501NRR.bam	https://encode-public.s3.amazonaws.com/2020/11/12/be804112-1e78-4531-bc16-2db857c49fa3/ENCFF449IIA.bam,https://encode-public.s3.amazonaws.com/2020/11/12/460b022a-f2de-4e36-9674-b80c7ce1cf1b/ENCFF501NRR.bam
200	ENCSR921PPJ	1	105962862	105962862	ENCAN727KAF	ENCFF054OWB	1	105962862	0	5028311992	https://www.encodeproject.org/files/ENCFF054OWB/@@download/ENCFF054OWB.bam	https://encode-public.s3.amazonaws.com/2020/09/25/aba8454a-452f-480a-a6f6-153a9e9abdc8/ENCFF054OWB.bam
201	ENCSR553WJB	1	105985272	105985272	ENCAN846PVC	ENCFF537QZG	1	105985272	0	4245613086	https://www.encodeproject.org/files/ENCFF537QZG/@@download/ENCFF537QZG.bam	https://encode-public.s3.amazonaws.com/2020/09/22/b0dfd6fd-a66f-4192-8ec8-145dbf60f261/ENCFF537QZG.bam
202	ENCSR953WJO	1	46508696	46508696	ENCAN223WSH	ENCFF394GYL	1	46508696	0	2080152505	https://www.encodeproject.org/files/ENCFF394GYL/@@download/ENCFF394GYL.bam	https://encode-public.s3.amazonaws.com/2020/09/19/f138358b-f239-4b07-8a87-6ecac9124b39/ENCFF394GYL.bam
203	ENCSR660FSU	1	46397158	46397158	ENCAN434MSW	ENCFF349RNU	1	46397158	0	2218359868	https://www.encodeproject.org/files/ENCFF349RNU/@@download/ENCFF349RNU.bam	https://encode-public.s3.amazonaws.com/2020/10/02/9976832b-11f6-4a47-85a8-776b37806d9e/ENCFF349RNU.bam
204	ENCSR295DUI	1	46355646	46355646	ENCAN385OIH	ENCFF078GPT	1	46355646	0	2142701706	https://www.encodeproject.org/files/ENCFF078GPT/@@download/ENCFF078GPT.bam	https://encode-public.s3.amazonaws.com/2020/11/11/0581e0ee-f1db-4be2-b6b2-faf629646b0f/ENCFF078GPT.bam
205	ENCSR669NQZ	1	46263246	46263246	ENCAN202JWW	ENCFF401YKR	1	46263246	0	1863833399	https://www.encodeproject.org/files/ENCFF401YKR/@@download/ENCFF401YKR.bam	https://encode-public.s3.amazonaws.com/2020/09/28/63fdae01-6bfe-40b2-9edd-3b613e179f6e/ENCFF401YKR.bam
206	ENCSR310ZGQ	1	46256294	46256294	ENCAN995ZAS	ENCFF992HSL	1	46256294	0	2110371823	https://www.encodeproject.org/files/ENCFF992HSL/@@download/ENCFF992HSL.bam	https://encode-public.s3.amazonaws.com/2020/09/24/d2b21270-b581-4130-b406-58381c19c54f/ENCFF992HSL.bam
207	ENCSR962EAP	1	45890372	45890372	ENCAN140PRP	ENCFF502ZFV	1	45890372	0	2224123226	https://www.encodeproject.org/files/ENCFF502ZFV/@@download/ENCFF502ZFV.bam	https://encode-public.s3.amazonaws.com/2020/09/19/cd1f1499-5676-4b49-8488-b9c9f031cf5c/ENCFF502ZFV.bam
208	ENCSR947VPG	1	45854285	45854285	ENCAN366JYE	ENCFF331BGG	1	45854285	0	2221776819	https://www.encodeproject.org/files/ENCFF331BGG/@@download/ENCFF331BGG.bam	https://encode-public.s3.amazonaws.com/2020/09/19/70f899a6-1c66-4940-bb4e-570844e203db/ENCFF331BGG.bam
209	ENCSR709YRE	1	45344668	45344668	ENCAN236BBO	ENCFF520CBX	1	45344668	0	2050094601	https://www.encodeproject.org/files/ENCFF520CBX/@@download/ENCFF520CBX.bam	https://encode-public.s3.amazonaws.com/2020/09/25/6d6c0435-dd1c-45a2-b570-a4777a3b53e5/ENCFF520CBX.bam
210	ENCSR297ORG	1	45276043	45276043	ENCAN575VTT	ENCFF619YUY	1	45276043	0	2054287287	https://www.encodeproject.org/files/ENCFF619YUY/@@download/ENCFF619YUY.bam	https://encode-public.s3.amazonaws.com/2020/11/11/4e9b77e4-e083-4acc-b6e3-8f4e12ffc949/ENCFF619YUY.bam
211	ENCSR600RAA	1	44872711	44872711	ENCAN291SWU	ENCFF906FBZ	1	44872711	0	2271973663	https://www.encodeproject.org/files/ENCFF906FBZ/@@download/ENCFF906FBZ.bam	https://encode-public.s3.amazonaws.com/2020/11/11/09607152-73e4-466c-a363-506e5653a77a/ENCFF906FBZ.bam
212	ENCSR502NDK	1	44834849	44834849	ENCAN554SCS	ENCFF645ZJZ	1	44834849	0	2010940849	https://www.encodeproject.org/files/ENCFF645ZJZ/@@download/ENCFF645ZJZ.bam	https://encode-public.s3.amazonaws.com/2020/11/11/6c3f9f14-550f-42d3-b589-a3d05b6134a5/ENCFF645ZJZ.bam
213	ENCSR156CLC	1	44761501	44761501	ENCAN564BQV	ENCFF582VOY	1	44761501	0	1910513243	https://www.encodeproject.org/files/ENCFF582VOY/@@download/ENCFF582VOY.bam	https://encode-public.s3.amazonaws.com/2020/11/11/f6f7b5b6-e5f1-4739-a43a-90c288ab56a4/ENCFF582VOY.bam
214	ENCSR525VCH	1	107828308	107828308	ENCAN043QWF	ENCFF039PMX	1	107828308	0	4136372320	https://www.encodeproject.org/files/ENCFF039PMX/@@download/ENCFF039PMX.bam	https://encode-public.s3.amazonaws.com/2020/10/04/0bb47352-4158-4b88-819a-6d2f955cf785/ENCFF039PMX.bam
