# normalized ATAC accessibility diagnostic
# method=Pearson correlation of log1p(CPM) across 2430700 genomic windows
# chrom_chunks_observed=63	chrom_chunks_declared=63
# totals=Bladder:701506327,Brain:1168148790,Cloaca:484000505,GallBladder:565994637,Gill:1094125058,Heart:868549497,Intestine:699794434,Kidney:745602917,Limb:1147926115,Liver:398317869,Lung:877686879,Pancreas:1398702406,Prostate:973845979,Spleen:497829833,Stomach:455786546
pair	sample_a	sample_b	log1p_cpm_pearson
bottom_specific	Gill	chr3p_1	99380000	99390000	13	0.011812	-0.780935
bottom_specific	Gill	chr6p_1	3660000	3670000	101	0.088296	-0.766485
bottom_specific	Gill	chr1p_1	193530000	193540000	238	0.196820	-0.759379
bottom_specific	Gill	chr2p_2	192490000	192500000	10557	2.365448	-0.746493
bottom_specific	Gill	chr3q_3	490760000	490770000	424	0.327521	-0.727327
bottom_specific	Gill	chr1q_3	177400000	177410000	461	0.351601	-0.713381
bottom_specific	Gill	chr3p_1	96160000	96170000	7	0.006377	-0.711812
bottom_specific	Heart	chr14q	382390000	382400000	0	0.000000	-5.536498
bottom_specific	Heart	chr14q	382400000	382410000	0	0.000000	-4.483882
bottom_specific	Heart	chr14q	0	10000	0	0.000000	-3.899519
bottom_specific	Heart	chr12q_1	199490000	199500000	0	0.000000	-3.893592
bottom_specific	Heart	chr13q	20670000	20680000	0	0.000000	-3.803519
bottom_specific	Heart	chr12q_1	213450000	213460000	0	0.000000	-3.214280
bottom_specific	Heart	chr13q	47080000	47090000	0	0.000000	-3.201369
bottom_specific	Heart	chr12q_1	205510000	205520000	0	0.000000	-3.178964
bottom_specific	Heart	chr13q	414730000	414740000	0	0.000000	-3.104350
bottom_specific	Heart	chr13q	55740000	55750000	0	0.000000	-3.010376
bottom_specific	Heart	chr12q_1	210820000	210830000	0	0.000000	-2.948650
bottom_specific	Heart	chr13q	57500000	57510000	0	0.000000	-2.937886
bottom_specific	Heart	chr14p	93060000	93070000	0	0.000000	-2.841859
bottom_specific	Heart	chr13q	20780000	20790000	0	0.000000	-2.809911
bottom_specific	Heart	chr13q	20740000	20750000	0	0.000000	-2.779868
bottom_specific	Heart	chr12q_1	100560000	100570000	0	0.000000	-2.551580
bottom_specific	Heart	chr13q	20710000	20720000	0	0.000000	-2.529303
bottom_specific	Heart	chr13q	378110000	378120000	0	0.000000	-2.527946
bottom_specific	Heart	chr12q_1	4810000	4820000	0	0.000000	-2.465039
bottom_specific	Heart	chr13q	379950000	379960000	0	0.000000	-2.382205
bottom_specific	Heart	chr12q_2	333680000	333690000	0	0.000000	-2.369301
bottom_specific	Heart	chr13q	468060000	468070000	0	0.000000	-2.359455
bottom_specific	Heart	chr13q	416260000	416270000	0	0.000000	-2.334577
bottom_specific	Heart	chr13q	20790000	20800000	0	0.000000	-2.318297
bottom_specific	Heart	chr12q_1	212180000	212190000	0	0.000000	-2.260997
bottom_specific	Intestine	chr13q	476080000	476090000	4	0.005700	-0.993552
bottom_specific	Intestine	chr6q_4	361760000	361770000	10	0.014189	-0.992534
bottom_specific	Intestine	chr7q_3	212440000	212450000	162	0.208230	-0.918390
bottom_specific	Intestine	chr13q	478380000	478390000	23	0.032338	-0.894024
bottom_specific	Intestine	chr1p_1	21490000	21500000	121	0.159486	-0.870254
bottom_specific	Intestine	chr3p_1	101680000	101690000	6	0.008537	-0.849954
bottom_specific	Intestine	chr7q_3	318940000	318950000	2123	1.394696	-0.806149
bottom_specific	Intestine	chr13q	55750000	55760000	984	0.878018	-0.778399
bottom_specific	Intestine	chr2p_1	285950000	285960000	112	0.148461	-0.772300
bottom_specific	Intestine	chr13q	478370000	478380000	0	0.000000	-0.764786
bottom_specific	Intestine	chr3p_1	99380000	99390000	22	0.030954	-0.760425
bottom_specific	Intestine	chr10p_1	131770000	131780000	157	0.202411	-0.705349
bottom_specific	Intestine	chr3p_1	96160000	96170000	12	0.017003	-0.700428
bottom_specific	Intestine	chr1p_1	201860000	201870000	1670	1.219772	-0.682901
bottom_specific	Intestine	chr3p_1	108240000	108250000	1	0.001428	-0.676865
bottom_specific	Intestine	chr6p_1	6190000	6200000	494	0.534105	-0.668828
bottom_specific	Intestine	chr2p_3	367160000	367170000	628	0.640488	-0.668779
bottom_specific	Intestine	chr9q_2	469720000	469730000	252	0.307562	-0.668323
bottom_specific	Intestine	chr6p_1	5270000	5280000	53	0.073006	-0.667587
bottom_specific	Intestine	chr4q_2	241840000	241850000	273	0.329386	-0.659038
bottom_specific	Intestine	chr1p_1	204180000	204190000	5	0.007120	-0.639307
bottom_specific	Intestine	chr6p_1	3740000	3750000	184	0.233438	-0.635543
bottom_specific	Intestine	chr3p_1	108590000	108600000	1	0.001428	-0.634729
bottom_specific	Intestine	chr6p_1	45080000	45090000	431	0.479889	-0.627532
bottom_specific	Intestine	chr1p_1	13890000	13900000	94	0.126038	-0.620819
bottom_specific	Kidney	chr9q_2	494690000	494700000	449	0.471376	-1.433834
bottom_specific	Kidney	chr3p_1	59990000	60000000	386	0.417197	-1.121029
bottom_specific	Kidney	chr3p_1	59980000	59990000	248	0.287144	-1.074647
bottom_specific	Kidney	chr3p_1	59960000	59970000	9	0.011998	-0.896371
bottom_specific	Kidney	chr3p_1	59970000	59980000	159	0.193303	-0.863224
bottom_specific	Kidney	chr3p_1	60030000	60040000	15	0.019918	-0.793078
bottom_specific	Kidney	chr13q	57500000	57510000	4849	2.015364	-0.778567
bottom_specific	Kidney	chr1q_2	46960000	46970000	536	0.541674	-0.774317
bottom_specific	Kidney	chr1q_2	46950000	46960000	638	0.618253	-0.770045
bottom_specific	Kidney	chr3p_1	113020000	113030000	23	0.030381	-0.769229
bottom_specific	Kidney	chr3q_3	225220000	225230000	698	0.660704	-0.754084
bottom_specific	Kidney	chr5p_3	335250000	335260000	698	0.660704	-0.753457
bottom_specific	Kidney	chr3p_1	94310000	94320000	73	0.093406	-0.739267
bottom_specific	Kidney	chr1q_2	46940000	46950000	629	0.611727	-0.720922
bottom_specific	Kidney	chr3q_3	416130000	416140000	964	0.829823	-0.717654
bottom_specific	Kidney	chr10p_3	174560000	174570000	564	0.563286	-0.714504
bottom_specific	Kidney	chr6p_1	3660000	3670000	118	0.146920	-0.703674
bottom_specific	Kidney	chr3p_1	60040000	60050000	35	0.045873	-0.700745
bottom_specific	Kidney	chr3p_1	95400000	95410000	165	0.199914	-0.697926
bottom_specific	Kidney	chr5q_1	378650000	378660000	480	0.496995	-0.696215
bottom_specific	Kidney	chr4q_2	149820000	149830000	1770	1.216075	-0.689411
bottom_specific	Kidney	chr3p_1	110070000	110080000	69	0.088508	-0.673743
bottom_specific	Kidney	chr5q_1	378640000	378650000	925	0.806747	-0.673666
bottom_specific	Kidney	chr3p_1	110010000	110020000	15	0.019918	-0.672038
bottom_specific	Kidney	chr3p_1	95410000	95420000	554	0.555621	-0.669658
bottom_specific	Limb	chr9q_2	494690000	494700000	619	0.431284	-1.476789
bottom_specific	Limb	chr3p_1	59990000	60000000	558	0.396151	-1.143578
bottom_specific	Limb	chr3p_1	59980000	59990000	331	0.253359	-1.110845
bottom_specific	Limb	chr3p_1	59960000	59970000	10	0.008674	-0.899934
bottom_specific	Limb	chr3p_1	59970000	59980000	231	0.183348	-0.873890
bottom_specific	Limb	chr5p_3	335250000	335260000	985	0.619538	-0.797563
bottom_specific	Limb	chr3p_1	60030000	60040000	25	0.021545	-0.791336
bottom_specific	Limb	chr1q_2	46950000	46960000	960	0.607748	-0.781301
bottom_specific	Limb	chr3p_1	113020000	113030000	29	0.024949	-0.775049
bottom_specific	Limb	chr3p_1	94310000	94320000	90	0.075481	-0.758473
bottom_specific	Limb	chr9q_2	492890000	492900000	728	0.491146	-0.754991
bottom_specific	Limb	chr1q_2	46960000	46970000	892	0.574957	-0.738657
bottom_specific	Limb	chr6p_1	3660000	3670000	154	0.125888	-0.726208
bottom_specific	Limb	chr1q_2	46970000	46980000	490	0.355474	-0.722595
bottom_specific	Limb	chr1q_2	46940000	46950000	988	0.620943	-0.711047
bottom_specific	Limb	chr3p_1	110070000	110080000	95	0.079511	-0.683381
bottom_specific	Limb	chr3p_1	60040000	60050000	82	0.068997	-0.675969
bottom_specific	Limb	chr3p_1	110010000	110020000	26	0.022397	-0.669383
bottom_specific	Limb	chr3p_1	95410000	95420000	894	0.575937	-0.647892
bottom_specific	Limb	chr5p_1	256090000	256100000	806	0.531884	-0.646307
bottom_specific	Limb	chr6q_4	215800000	215810000	809	0.533418	-0.641263
bottom_specific	Limb	chr5q_1	378650000	378660000	843	0.550643	-0.638735
bottom_specific	Limb	chr3p_1	95400000	95410000	336	0.256734	-0.637047
bottom_specific	Limb	chr2q_3	432370000	432380000	20305	2.927904	-0.635653
bottom_specific	Limb	chr4p_1	45900000	45910000	831	0.544597	-0.627484
bottom_specific	Liver	chr6q_4	361760000	361770000	9	0.022344	-0.983797
bottom_specific	Liver	chr13q	476080000	476090000	7	0.017421	-0.980994
bottom_specific	Liver	chr7q_3	212440000	212450000	70	0.161897	-0.968033
bottom_specific	Liver	chr9q_2	61860000	61870000	135	0.291867	-0.919784
bottom_specific	Liver	chr13q	478380000	478390000	6	0.014951	-0.912653
bottom_specific	Liver	chr1p_1	21490000	21500000	85	0.193424	-0.833892
bottom_specific	Liver	chr3p_1	101680000	101690000	10	0.024796	-0.832535
bottom_specific	Liver	chr9q_1	426620000	426630000	161	0.339468	-0.771631
bottom_specific	Liver	chr9q_2	472330000	472340000	1077	1.309378	-0.769792
bottom_specific	Liver	chr1p_1	201860000	201870000	849	1.141500	-0.766763
bottom_specific	Liver	chr13q	478370000	478380000	0	0.000000	-0.764786
bottom_specific	Liver	chr8p_2	64220000	64230000	321	0.591053	-0.759174
bottom_specific	Liver	chr3p_1	99380000	99390000	17	0.041794	-0.748811
bottom_specific	Liver	chr4q_3	391740000	391750000	152	0.323246	-0.746322
bottom_specific	Liver	chr2p_1	285950000	285960000	77	0.176733	-0.742008
bottom_specific	Liver	chr7q_3	318940000	318950000	1329	1.467075	-0.728600
bottom_specific	Liver	chr2p_3	135460000	135470000	275	0.524967	-0.720579
bottom_specific	Liver	chr6q_4	362460000	362470000	180	0.372873	-0.706290
bottom_specific	Liver	chr3p_1	96160000	96170000	5	0.012475	-0.705280
bottom_specific	Liver	chr10p_2	344440000	344450000	279	0.530890	-0.703103
bottom_specific	Liver	chr3p_1	108240000	108250000	0	0.000000	-0.678395
bottom_specific	Liver	chr6p_1	5270000	5280000	26	0.063233	-0.678058
bottom_specific	Liver	chr4q_2	241840000	241850000	146	0.312283	-0.677362
bottom_specific	Liver	chr6q_4	106790000	106800000	251	0.488672	-0.667972
bottom_specific	Liver	chr11q_2	109310000	109320000	146	0.312283	-0.662287
bottom_specific	Lung	chr13p	223060000	223070000	700	0.586425	-1.196671
bottom_specific	Lung	chr5p_2	424160000	424170000	781	0.636492	-1.194117
bottom_specific	Lung	chr5q_1	58680000	58690000	2607	1.378844	-1.097896
bottom_specific	Lung	chr5q_1	58670000	58680000	15768	2.942617	-1.066788
bottom_specific	Lung	chr6q_1	178740000	178750000	1598	1.036983	-0.992101
bottom_specific	Lung	chr12q_2	398890000	398900000	282	0.278615	-0.908726
bottom_specific	Lung	chr2q_2	156020000	156030000	79	0.086186	-0.882725
bottom_specific	Lung	chr2q_2	156010000	156020000	124	0.132151	-0.868495
bottom_specific	Lung	chr7q_3	263120000	263130000	447	0.411641	-0.859007
bottom_specific	Lung	chr3p_1	101680000	101690000	3	0.003412	-0.855446
bottom_specific	Lung	chr7q_3	333800000	333810000	107	0.115034	-0.836054
bottom_specific	Lung	chr1p_1	193530000	193540000	139	0.147015	-0.812742
bottom_specific	Lung	chr12q_2	398900000	398910000	32	0.035811	-0.812474
bottom_specific	Lung	chr1q_3	444670000	444680000	624	0.537054	-0.806709
bottom_specific	Lung	chr14q	275010000	275020000	297	0.291467	-0.794495
bottom_specific	Lung	chr6q_4	372230000	372240000	268	0.266470	-0.792571
bottom_specific	Lung	chr3q_3	506450000	506460000	465	0.425138	-0.784091
bottom_specific	Lung	chr3q_3	490760000	490770000	279	0.276025	-0.782501
bottom_specific	Lung	chr3p_1	99380000	99390000	13	0.014703	-0.777837
bottom_specific	Lung	chr3p_1	108880000	108890000	662	0.562044	-0.762765
bottom_specific	Lung	chr1q_3	487490000	487500000	469	0.428113	-0.746018
bottom_specific	Lung	chr3p_1	96160000	96170000	4	0.004547	-0.713773
bottom_specific	Lung	chr14q	275020000	275030000	234	0.236344	-0.709184
bottom_specific	Lung	chr2q_2	156030000	156040000	385	0.363707	-0.707103
bottom_specific	Lung	chr1p_1	115530000	115540000	203	0.208062	-0.705344
bottom_specific	Pancreas	chr13q	476080000	476090000	13	0.009251	-0.989747
bottom_specific	Pancreas	chr6q_4	361760000	361770000	24	0.017013	-0.989508
bottom_specific	Pancreas	chr3p_1	108880000	108890000	661	0.387017	-0.950295
bottom_specific	Pancreas	chr3p_1	100050000	100060000	2497	1.024329	-0.935655
bottom_specific	Pancreas	chr1p_1	21490000	21500000	170	0.114704	-0.918235
bottom_specific	Pancreas	chr13q	478380000	478390000	23	0.016310	-0.911197
bottom_specific	Pancreas	chr7q_3	212440000	212450000	379	0.239777	-0.884590
bottom_specific	Pancreas	chr4q_3	396680000	396690000	582	0.347907	-0.874233
bottom_specific	Pancreas	chr3p_1	101680000	101690000	4	0.002856	-0.856042
bottom_specific	Pancreas	chr1p_1	201860000	201870000	2773	1.092779	-0.818965
bottom_specific	Pancreas	chr3p_1	99380000	99390000	12	0.008543	-0.784437
bottom_specific	Pancreas	chr3p_1	108870000	108880000	2005	0.889319	-0.775220
bottom_specific	Pancreas	chr2p_1	285950000	285960000	226	0.149780	-0.770887
bottom_specific	Pancreas	chr13q	478370000	478380000	0	0.000000	-0.764786
bottom_specific	Pancreas	chr3q_1	80140000	80150000	5998	1.665489	-0.760186
bottom_specific	Pancreas	chr9q_1	35520000	35530000	2586	1.046918	-0.754173
bottom_specific	Pancreas	chr2q_2	373740000	373750000	3122	1.173122	-0.750744
bottom_specific	Pancreas	chr9q_1	35510000	35520000	1503	0.729753	-0.743431
bottom_specific	Pancreas	chr10q	379840000	379850000	2351	0.986132	-0.736763
bottom_specific	Pancreas	chr2q_3	246950000	246960000	4259	1.397473	-0.724416
bottom_specific	Pancreas	chr2q_3	220820000	220830000	2086	0.912838	-0.718227
bottom_specific	Pancreas	chr10p_1	131770000	131780000	295	0.191372	-0.717177
bottom_specific	Pancreas	chr3p_1	96160000	96170000	9	0.006414	-0.711773
bottom_specific	Pancreas	chr10p_2	81330000	81340000	2397	0.998325	-0.691040
bottom_specific	Pancreas	chr9q_2	476690000	476700000	1737	0.807308	-0.681757
bottom_specific	Prostate	chr5p_3	180020000	180030000	2698	1.327197	-2.033088
bottom_specific	Prostate	chr5p_3	180040000	180050000	27079	3.360592	-2.005825
bottom_specific	Prostate	chr7p_1	90540000	90550000	22454	3.180427	-1.985426
bottom_specific	Prostate	chr5p_3	180030000	180040000	408721	6.041915	-1.972208
bottom_specific	Prostate	chr2p_1	59530000	59540000	96383	4.604885	-1.951177
bottom_specific	Prostate	chr2q_3	430550000	430560000	2395	1.241072	-1.926856
bottom_specific	Prostate	chr6p_1	260340000	260350000	76474	4.376107	-1.918832
bottom_specific	Prostate	chr2q_3	432370000	432380000	4752	1.771492	-1.874666
bottom_specific	Prostate	chr9q_2	494690000	494700000	534	0.437184	-1.470468
bottom_specific	Prostate	chr3p_1	59990000	60000000	464	0.389648	-1.150545
bottom_specific	Prostate	chr3p_1	59980000	59990000	284	0.255903	-1.108120
bottom_specific	Prostate	chr4q_3	12090000	12100000	853	0.629093	-1.076383
bottom_specific	Prostate	chr5p_3	335250000	335260000	571	0.461426	-0.966969
bottom_specific	Prostate	chr9p	88760000	88770000	1456	0.914330	-0.960710
bottom_specific	Prostate	chr1q_1	154710000	154720000	6900	2.090049	-0.947447
bottom_specific	Prostate	chr11p	304380000	304390000	9119	2.338329	-0.938222
bottom_specific	Prostate	chr4p_1	386230000	386240000	60512	4.145309	-0.933164
bottom_specific	Prostate	chr13q	467740000	467750000	1168	0.788170	-0.925425
bottom_specific	Prostate	chr1q_2	46950000	46960000	591	0.474290	-0.924292
bottom_specific	Prostate	chr9p	282840000	282850000	2506	1.273490	-0.921497
bottom_specific	Prostate	chr11p	304580000	304590000	4252	1.680119	-0.918004
bottom_specific	Prostate	chr1q_3	324370000	324380000	8581	2.283551	-0.906991
bottom_specific	Prostate	chr7p_1	19380000	19390000	2288	1.208795	-0.906369
bottom_specific	Prostate	chr3p_1	59960000	59970000	3	0.003076	-0.905931
bottom_specific	Prostate	chr8p_1	11240000	11250000	894	0.651288	-0.895959
bottom_specific	Spleen	chr9q_2	494690000	494700000	291	0.460292	-1.445709
bottom_specific	Spleen	chr2q_3	432370000	432380000	3925	2.184277	-1.432397
bottom_specific	Spleen	chr7p_1	90540000	90550000	21069	3.768653	-1.355184
bottom_specific	Spleen	chr5p_3	180030000	180040000	377562	6.632549	-1.339385
bottom_specific	Spleen	chr2p_1	59530000	59540000	89328	5.195370	-1.318515
bottom_specific	Spleen	chr6p_1	260340000	260350000	69298	4.943071	-1.311370
bottom_specific	Spleen	chr5p_3	180040000	180050000	27453	4.027944	-1.290806
bottom_specific	Spleen	chr2q_3	430550000	430560000	2883	1.915618	-1.204129
bottom_specific	Spleen	chr5p_3	180020000	180030000	3609	2.110148	-1.194211
bottom_specific	Spleen	chr1q_2	486180000	486190000	623	0.811566	-1.161738
bottom_specific	Spleen	chr3p_1	59990000	60000000	251	0.408253	-1.130611
bottom_specific	Spleen	chr5p_2	410130000	410140000	267	0.429395	-1.020861
bottom_specific	Spleen	chr3p_1	59980000	59990000	209	0.350532	-1.006732
bottom_specific	Spleen	chr1q_2	46940000	46950000	226	0.374298	-0.975310
bottom_specific	Spleen	chr1q_1	163400000	163410000	313	0.487800	-0.974519
bottom_specific	Spleen	chr4q_2	81420000	81430000	377	0.563771	-0.960015
bottom_specific	Spleen	chr7p_1	291010000	291020000	566	0.759372	-0.959320
bottom_specific	Spleen	chr7p_1	291020000	291030000	422	0.613930	-0.944028
bottom_specific	Spleen	chr1p_2	209010000	209020000	294	0.464088	-0.942410
bottom_specific	Spleen	chr2q_2	275810000	275820000	262	0.422836	-0.934883
bottom_specific	Spleen	chr1q_1	57300000	57310000	165	0.286260	-0.915772
bottom_specific	Spleen	chr1q_2	46960000	46970000	261	0.421519	-0.903054
bottom_specific	Spleen	chr3p_1	59960000	59970000	6	0.011980	-0.896391
bottom_specific	Spleen	chr1q_2	46950000	46960000	327	0.504919	-0.891474
bottom_specific	Spleen	chr6q_3	163280000	163290000	691	0.870466	-0.881787
bottom_specific	Stomach	chr13q	476080000	476090000	3	0.006560	-0.992630
bottom_specific	Stomach	chr6q_4	361760000	361770000	10	0.021703	-0.984483
bottom_specific	Stomach	chr7q_3	212440000	212450000	79	0.159843	-0.970234
bottom_specific	Stomach	chr1p_1	201860000	201870000	759	0.980299	-0.939479
bottom_specific	Stomach	chr7q_3	318940000	318950000	1195	1.286983	-0.921556
bottom_specific	Stomach	chr13q	478380000	478390000	21	0.045044	-0.880410
bottom_specific	Stomach	chr3p_1	101680000	101690000	6	0.013078	-0.845089
bottom_specific	Stomach	chr1p_1	21490000	21500000	102	0.201952	-0.824756
bottom_specific	Stomach	chr3p_1	99380000	99390000	9	0.019554	-0.772640
bottom_specific	Stomach	chr9q_2	472320000	472330000	2766	1.955667	-0.764002
bottom_specific	Stomach	chr13q	478370000	478380000	1	0.002192	-0.762438
bottom_specific	Stomach	chr2p_1	285950000	285960000	88	0.176532	-0.742224
bottom_specific	Stomach	chr10p_1	131770000	131780000	88	0.176532	-0.733077
bottom_specific	Stomach	chr6p_1	6190000	6200000	289	0.491073	-0.714934
bottom_specific	Stomach	chr3p_1	96160000	96170000	2	0.004378	-0.713954
bottom_specific	Stomach	chr4q_1	402420000	402430000	3397	2.134527	-0.713766
bottom_specific	Stomach	chr9q_2	472330000	472340000	1355	1.379492	-0.694671
bottom_specific	Stomach	chr6p_1	5270000	5280000	25	0.053399	-0.688594
bottom_specific	Stomach	chr3p_1	108240000	108250000	0	0.000000	-0.678395
bottom_specific	Stomach	chr9q_2	472380000	472390000	1195	1.286983	-0.671917
bottom_specific	Stomach	chr9q_2	473290000	473300000	645	0.881756	-0.663420
bottom_specific	Stomach	chr4q_2	241840000	241850000	177	0.328109	-0.660406
bottom_specific	Stomach	chr1p_1	13890000	13900000	44	0.092157	-0.657120
bottom_specific	Stomach	chr9q_2	471350000	471360000	565	0.806304	-0.649003
bottom_specific	Stomach	chr1p_3	195050000	195060000	641	0.878115	-0.643730
