group	names	scores	logfoldchanges	pvals	pvals_adj	feature_name
donor19	ENSG00000113263	23.434875	1.3178283	5.186592496924001e-119	4.8101940700043737e-116	ITK
donor19	ENSG00000106952	23.14067	1.646535	5.890478719818698e-116	4.780123481132873e-113	TNFSF8
donor19	ENSG00000152518	23.079025	1.1914302	1.2381517407080084e-115	9.456566000795753e-113	ZFP36L2
donor19	ENSG00000115165	22.852665	1.137387	1.3585289166444882e-113	9.799521918728908e-111	CYTIP
donor19	ENSG00000196756	22.135777	1.6266164	2.1935248027863824e-106	1.356225049494209e-103	SNHG17
donor19	ENSG00000152495	22.038683	1.2295352	8.293772418716961e-106	4.894833685664592e-103	CAMK4
donor19	ENSG00000002822	21.927044	1.2520981	1.0353427870075125e-104	5.8447351071763226e-102	MAD1L1
donor19	ENSG00000119138	21.663246	1.342509	2.753678480022712e-102	1.4897400576922872e-99	KLF9
donor19	ENSG00000198034	20.657894	9.721821	1.652933705201077e-93	6.706778508853369e-91	RPS4X
donor19	ENSG00000170345	20.537823	5.3999906	2.1116845669096752e-92	8.30851891416825e-90	FOS
donor19	ENSG00000126353	19.936697	1.2653998	2.8998280056349977e-87	1.0757533378618517e-84	CCR7
donor19	ENSG00000172005	19.7823	1.1847942	6.195031927499301e-86	2.234341515184748e-83	MAL
donor19	ENSG00000109321	18.72809	2.6303034	5.215731066451637e-77	1.6930263041702014e-74	AREG
donor19	ENSG00000247774	18.041292	1.1475167	5.521842096325261e-72	1.5254382506103656e-69	PCED1B-AS1
donor30	ENSG00000197956	66.13055	54.271156	0.0	0.0	S100A6
donor30	ENSG00000100097	62.074886	24.370676	0.0	0.0	LGALS1
donor30	ENSG00000120885	61.604507	6.7820344	0.0	0.0	CLU
donor30	ENSG00000197747	60.765778	29.870314	0.0	0.0	S100A10
donor30	ENSG00000245532	60.62489	17.675499	0.0	0.0	NEAT1
donor30	ENSG00000171051	59.967857	5.754098	0.0	0.0	FPR1
donor30	ENSG00000090382	59.505028	101.46228	0.0	0.0	LYZ
donor30	ENSG00000100300	59.07629	11.0497675	0.0	0.0	TSPO
donor30	ENSG00000085265	57.778297	18.352179	0.0	0.0	FCN1
donor30	ENSG00000018280	56.822735	4.427341	0.0	0.0	SLC11A1
donor30	ENSG00000163220	56.314816	181.23584	0.0	0.0	S100A9
donor30	ENSG00000038427	56.17264	16.633917	0.0	0.0	VCAN
donor30	ENSG00000030582	55.551647	7.2550645	0.0	0.0	GRN
donor30	ENSG00000142657	55.278503	4.9416213	0.0	0.0	PGD
donor30	ENSG00000117984	54.689724	4.676685	0.0	0.0	CTSD
donor30	ENSG00000107738	54.681664	4.8089027	0.0	0.0	VSIR
donor30	ENSG00000196154	54.396378	41.301804	0.0	0.0	S100A4
donor30	ENSG00000170458	53.757603	9.780026	0.0	0.0	CD14
donor30	ENSG00000204525	52.80403	23.363619	0.0	0.0	HLA-C
donor30	ENSG00000087086	52.50437	95.09456	0.0	0.0	FTL
donor30	ENSG00000084234	52.368732	4.8238235	0.0	0.0	APLP2
donor30	ENSG00000011600	51.70852	17.683884	0.0	0.0	TYROBP
donor30	ENSG00000021355	51.32074	5.792444	0.0	0.0	SERPINB1
donor30	ENSG00000143546	51.129528	263.7678	0.0	0.0	S100A8
donor30	ENSG00000135404	51.034348	4.8817654	0.0	0.0	CD63
donor28	ENSG00000105835	34.21274	2.497456	5.570692546731547e-242	2.4109957342254134e-238	NAMPT
donor28	ENSG00000076944	34.105175	3.1936994	7.358211794343172e-241	2.3884755484437934e-237	STXBP2
donor28	ENSG00000137393	29.182682	2.761809	9.091735729189442e-178	1.686387095825653e-174	RNF144B
donor28	ENSG00000163931	28.928265	2.806834	1.3971944736349662e-177	2.26764663070955e-174	TKT
donor28	ENSG00000130066	27.92499	5.591685	6.138549823892202e-166	8.855881212601817e-163	SAT1
donor28	ENSG00000143384	27.8599	1.8352894	7.905452051957177e-165	1.02644389442612e-161	MCL1
donor28	ENSG00000085265	27.623943	6.531847	1.0697915520625221e-162	1.262743046543617e-159	FCN1
donor28	ENSG00000139318	26.421219	2.1754518	8.580095231814067e-149	9.28366304082282e-146	DUSP6
donor28	ENSG00000204103	26.294634	2.1846852	2.515017840327103e-147	2.511922433754393e-144	MAFB
donor28	ENSG00000179094	26.25062	2.0639632	1.6812079308567625e-146	1.5592002695888718e-143	PER1
donor28	ENSG00000245532	25.544924	4.339311	4.107203471418627e-140	3.555195324859963e-137	NEAT1
donor28	ENSG00000158825	25.061005	1.7805822	1.2478340039472674e-134	1.0126172942032075e-131	CDA
donor28	ENSG00000121552	24.551435	1.9081945	8.518511031263379e-130	6.506138072348453e-127	CSTA
donor28	ENSG00000229807	24.041306	1.8712329	3.1386831098936547e-124	1.940602928517105e-121	XIST
donor28	ENSG00000163131	24.023003	3.9509544	1.3461110831046584e-124	8.738953151515443e-122	CTSS
donor28	ENSG00000011600	23.177706	6.523512	2.4938772618823965e-116	1.471841016740047e-113	TYROBP
donor28	ENSG00000114353	22.574945	1.3280485	1.6704254994962737e-110	9.429915080634617e-108	GNAI2
donor28	ENSG00000111144	22.252161	1.5982187	2.2074688248041664e-107	1.1942406342190541e-104	LTA4H
donor28	ENSG00000204472	22.121157	4.4392576	2.965748590049046e-106	1.5402911877278726e-103	AIF1
donor28	ENSG00000198888	21.885422	3.3147373	4.0359685009737356e-104	2.015500577563192e-101	MT-ND1
donor28	ENSG00000197956	21.64145	12.900797	5.761017796381404e-102	2.6714662524362913e-99	S100A6
donor28	ENSG00000107738	21.605934	1.5265249	1.6608536542792123e-101	7.436042705917688e-99	VSIR
donor28	ENSG00000107968	21.485296	1.5524082	3.238108733317161e-100	1.4014534597796673e-97	MAP3K8
donor28	ENSG00000184922	21.347115	1.300926	4.3442505125678996e-99	1.7626796454744251e-96	FMNL1
donor28	ENSG00000155307	21.302753	1.4896481	1.465523882349521e-98	5.596577084831229e-96	SAMSN1
donor33	ENSG00000137959	62.385128	5.343007	0.0	0.0	IFI44L
donor33	ENSG00000185885	59.451424	26.564713	0.0	0.0	IFITM1
donor33	ENSG00000132530	56.97158	3.9474094	0.0	0.0	XAF1
donor33	ENSG00000119917	50.882385	4.9737406	0.0	0.0	IFIT3
donor33	ENSG00000160932	48.973377	9.712235	0.0	0.0	LY6E
donor33	ENSG00000055332	47.079594	3.0352623	0.0	0.0	EIF2AK2
donor33	ENSG00000183486	47.043396	3.318789	0.0	0.0	MX2
donor33	ENSG00000132274	46.540825	2.8669658	0.0	0.0	TRIM22
donor33	ENSG00000187608	45.92594	7.1657386	0.0	0.0	ISG15
donor33	ENSG00000157601	41.71995	5.1646495	0.0	0.0	MX1
donor33	ENSG00000185745	40.61629	4.3955617	0.0	0.0	IFIT1
donor33	ENSG00000134321	38.98582	4.192159	6.467470058718567e-297	6.99780260353349e-294	RSAD2
donor33	ENSG00000126709	38.78766	9.117143	4.223613107522566e-296	4.218414814467154e-293	IFI6
donor33	ENSG00000185201	37.264652	13.395681	1.5758630471123363e-277	1.3640670535804382e-274	IFITM2
donor33	ENSG00000115415	37.061382	2.6745312	4.729622746309182e-278	4.386387267005602e-275	STAT1
donor33	ENSG00000067066	35.182686	2.117344	1.5044307108730394e-254	1.2208455218734715e-251	SP100
donor33	ENSG00000138646	34.744747	2.9672682	1.180747423895927e-243	9.018132089332186e-241	HERC5
donor33	ENSG00000111335	34.549976	2.443145	4.1039132636369146e-243	2.9602894341700945e-240	OAS2
donor33	ENSG00000133106	34.079002	2.799956	2.648245295463271e-236	1.8097272061207954e-233	EPSTI1
donor33	ENSG00000111331	33.70366	2.9539397	1.973298147498419e-230	1.2810651573559737e-227	OAS3
donor33	ENSG00000137965	33.167477	2.3917959	9.505902756345168e-226	5.610210972199348e-223	IFI44
donor33	ENSG00000234745	32.955387	19.566954	4.420826041990227e-226	2.7333335871048146e-223	HLA-B
donor33	ENSG00000130303	32.859333	3.3067088	1.4910848439283288e-222	8.41749809285453e-220	BST2
donor33	ENSG00000188313	32.74559	2.5460737	7.341711256568588e-221	3.971865789803606e-218	PLSCR1
donor33	ENSG00000089127	32.207615	2.616183	2.4246066298117703e-214	1.259243699259041e-211	OAS1
donor8	ENSG00000197728	62.807716	30.486212	0.0	0.0	RPS26
donor8	ENSG00000110848	51.82731	5.6489587	0.0	0.0	CD69
donor8	ENSG00000170345	49.979767	15.720843	0.0	0.0	FOS
donor8	ENSG00000177606	46.524437	4.6332717	0.0	0.0	JUN
donor8	ENSG00000067082	41.83707	3.5372124	0.0	0.0	KLF6
donor8	ENSG00000087074	39.162838	2.1729016	0.0	0.0	PPP1R15A
donor8	ENSG00000129824	38.39305	3.175711	2.91503514714258e-308	5.406973764357038e-305	RPS4Y1
donor8	ENSG00000099860	36.41434	2.3292243	1.0507922908493137e-274	1.7054358880484361e-271	GADD45B
donor8	ENSG00000128016	35.797802	4.488407	2.124402504248979e-267	3.0648046794631937e-264	ZFP36
donor8	ENSG00000157514	25.195065	1.9354117	3.8937388445663644e-137	3.1597690723656047e-134	TSC22D3
donor8	ENSG00000125534	24.839897	2.153693	1.6197167406158025e-133	1.2370824800091517e-130	PPDPF
donor8	ENSG00000137193	24.49717	1.3487772	9.174656006298691e-130	6.617985199210123e-127	PIM1
donor8	ENSG00000197019	24.021261	1.5643607	9.54120780451357e-125	6.19415210669021e-122	SERTAD1
donor8	ENSG00000173812	23.896769	3.1524277	5.386849661292557e-124	3.3306121905820265e-121	EIF1
donor8	ENSG00000121966	23.712435	1.3222013	5.381124538404919e-122	3.175841863938612e-119	CXCR4
donor8	ENSG00000132002	22.847122	1.2170602	1.9450032838339237e-113	1.0101569054919867e-110	DNAJB1
donor8	ENSG00000204525	22.563076	6.225872	5.82340453626374e-111	2.9081186345710925e-108	HLA-C
donor8	ENSG00000141682	22.450098	1.8621603	2.740910544116589e-109	1.2709993751717782e-106	PMAIP1
donor8	ENSG00000125347	22.44832	1.4463934	1.378727209106757e-109	6.630145956682272e-107	IRF1
donor8	ENSG00000126524	22.18057	1.0641702	3.183723196738419e-107	1.3779153995483877e-104	SBDS
donor8	ENSG00000118515	21.318659	1.7962301	4.641264687478016e-99	1.943941312974663e-96	SGK1
donor8	ENSG00000262202	21.234774	1.4422879	2.083550417321641e-98	8.454005818282558e-96	ENSG00000262202
donor8	ENSG00000100906	20.396265	1.7513883	3.379354994857398e-91	1.2905160368596605e-88	NFKBIA
donor8	ENSG00000198851	20.278358	2.1285863	3.024493335927556e-90	1.1220006135338112e-87	CD3E
donor8	ENSG00000134107	20.213566	1.405065	1.7853665404923914e-89	6.439221989375892e-87	BHLHE40
donor26	ENSG00000137959	42.219784	2.624475	0.0	0.0	IFI44L
donor26	ENSG00000132530	40.843433	2.0498	0.0	0.0	XAF1
donor26	ENSG00000204525	38.282887	10.02016	1.59223745762603e-309	3.4456018583027294e-306	HLA-C
donor26	ENSG00000121966	36.98934	1.8342984	6.51761224367791e-289	1.2089239624559142e-285	CXCR4
donor26	ENSG00000055332	27.759752	1.3026571	2.439057411918992e-166	2.6390601196963493e-163	EIF2AK2
donor26	ENSG00000185885	26.049995	6.045283	3.0089098784038834e-147	2.441730366324751e-144	IFITM1
donor26	ENSG00000187608	25.64134	2.8179407	6.917571147258152e-142	4.9898746542222136e-139	ISG15
donor26	ENSG00000110848	25.44964	1.7227758	1.0140411350085514e-140	6.929636893132122e-138	CD69
donor26	ENSG00000229807	25.139822	1.5701041	3.949781115178654e-137	2.229737304325202e-134	XIST
donor26	ENSG00000126709	24.398848	2.8985534	2.225643901376549e-129	1.0320628719811827e-126	IFI6
donor26	ENSG00000183486	23.957787	1.2397952	5.566074825459438e-125	2.331287597863398e-122	MX2
donor26	ENSG00000132274	23.880177	1.0035806	2.6215614171544436e-124	1.0636985450104155e-121	TRIM22
donor26	ENSG00000119917	22.657515	1.6478889	3.7748741835456763e-112	1.1139310545262968e-109	IFIT3
donor26	ENSG00000276405	22.083633	4.6167545	4.8554638944780835e-106	1.2608668641180688e-103	TRBV13
donor26	ENSG00000157601	21.93273	1.7416713	2.9867125655220823e-105	7.316882254856361e-103	MX1
donor26	ENSG00000133106	21.670166	1.1665547	5.943703108319305e-103	1.378090020686033e-100	EPSTI1
donor26	ENSG00000134321	21.502487	1.9539554	3.8150860097727466e-101	8.540530474291267e-99	RSAD2
donor26	ENSG00000111335	21.21194	1.0925468	9.61578571663273e-99	2.0467436351599895e-96	OAS2
donor26	ENSG00000272501	21.152128	1.3323646	3.992056865610181e-98	8.360139732755256e-96	ENSG00000272501
donor26	ENSG00000160932	20.491482	2.2644374	2.018416597186447e-92	4.0318647842875124e-90	LY6E
donor26	ENSG00000211782	20.075777	3.0563872	1.9113381804072616e-88	3.545259276343984e-86	TRAV8-1
donor26	ENSG00000089127	19.974907	1.2037326	6.992914207300075e-88	1.2437807954463584e-85	OAS1
donor26	ENSG00000205413	19.95763	0.9100644	9.155681390717165e-88	1.6064509077982658e-85	SAMD9
donor26	ENSG00000067066	19.701292	0.8224764	1.2452369066521802e-85	2.0466020248065706e-83	SP100
donor26	ENSG00000130303	19.296408	1.2133222	3.17726642294531e-82	4.741796233968035e-80	BST2
donor16	ENSG00000129824	33.643238	3.4481287	9.510694997874659e-237	6.174343192620228e-233	RPS4Y1
donor16	ENSG00000203875	25.715479	1.6308552	1.9834945814026306e-141	6.438423411232938e-138	SNHG5
donor16	ENSG00000133112	21.645964	10.672583	8.22439581668617e-102	2.1357111056770648e-98	TPT1
donor16	ENSG00000173762	17.1436	1.7109492	4.989682100968559e-65	6.478603239897577e-62	CD7
donor16	ENSG00000145425	16.55612	9.581085	7.294906812583939e-61	8.610642732235442e-58	RPS3A
donor16	ENSG00000083845	16.26879	5.5696497	7.42682060267751e-59	6.724423669089671e-56	RPS5
donor16	ENSG00000164587	16.265734	8.193325	7.7685116324973105e-59	6.724423669089671e-56	RPS14
donor16	ENSG00000168028	16.092073	6.088703	1.2906103902208457e-57	1.0473303316642162e-54	RPSA
donor16	ENSG00000100316	15.833235	4.4669833	7.166535663234781e-56	5.169461058413355e-53	RPL3
donor16	ENSG00000076662	15.776251	0.8416045	1.700503330977169e-55	1.1620702762846085e-52	ICAM3
donor16	ENSG00000110203	15.659824	2.0632203	1.6138862682545792e-54	1.0477349653508729e-51	FOLR3
donor16	ENSG00000142541	15.604525	3.2142923	2.419294513663553e-54	1.4958152364479794e-51	RPL13A
donor16	ENSG00000100376	15.398228	1.2719551	6.23363058352048e-53	3.678975431655905e-50	FAM118A
donor16	ENSG00000120738	15.249511	1.5952525	6.410822866274717e-52	3.6190488737265616e-49	EGR1
donor16	ENSG00000156508	15.095765	23.420366	5.414730427706156e-51	2.9293691613890304e-48	EEF1A1
donor16	ENSG00000167526	14.983855	9.344558	2.770438407851257e-50	1.4388548915016288e-47	RPL13
donor16	ENSG00000231500	14.82939	7.1571755	2.7378165017206056e-49	1.316585535494087e-46	RPS18
donor16	ENSG00000196683	14.753226	1.1411967	7.973028098853311e-49	3.697207029839693e-46	TOMM7
donor16	ENSG00000105193	14.704502	3.6961217	1.6213032339251262e-48	7.017000396427946e-46	RPS16
donor16	ENSG00000111796	14.651994	1.4841722	3.959306941897526e-48	1.658311010761209e-45	KLRB1
donor16	ENSG00000170889	14.593527	3.0839713	7.879765519789548e-48	3.1972148596546093e-45	RPS9
donor16	ENSG00000167658	14.539319	2.6568532	1.7685798180385373e-47	6.958557684064354e-45	EEF2
donor16	ENSG00000067048	14.361222	1.0838202	2.3411962249552365e-46	8.443914384671887e-44	DDX3Y
donor16	ENSG00000161970	14.220064	1.839742	1.6275937807711338e-45	5.561230960403264e-43	RPL26
donor16	ENSG00000137845	14.167468	0.81660914	3.4637349352369925e-45	1.1531572922850541e-42	ADAM10
donor25	ENSG00000251562	28.575108	44.955654	1.9453131362891585e-174	1.2628972880789217e-170	MALAT1
donor25	ENSG00000118515	24.474812	2.1267834	1.1019117466647316e-128	2.8614444237389753e-125	SGK1
donor25	ENSG00000129824	22.396221	1.9096698	3.70416706703535e-109	4.372264108944271e-106	RPS4Y1
donor25	ENSG00000139318	21.627338	1.7711571	1.1229208597987703e-101	1.1215388033559411e-98	DUSP6
donor25	ENSG00000129003	21.179848	1.0716283	7.267112066006035e-98	6.739727361787312e-95	VPS13C
donor25	ENSG00000267519	20.795582	1.5877697	3.0372078733074293e-94	2.3197121780602153e-91	MIR23AHG
donor25	ENSG00000143384	20.659124	1.3714166	3.706945708578066e-93	2.6739435044543115e-90	MCL1
donor25	ENSG00000125740	20.505415	1.2488589	6.457070791203983e-92	4.412558271210132e-89	FOSB
donor25	ENSG00000212907	19.860987	3.8436499	1.423093760524007e-86	8.798785422211288e-84	MT-ND4L
donor25	ENSG00000163660	19.731682	0.98884565	2.064526776237377e-85	1.2184461664848229e-82	CCNL1
donor25	ENSG00000067048	19.595861	1.3378776	3.2167731362210747e-84	1.815938365247584e-81	DDX3Y
donor25	ENSG00000183878	19.349176	1.4564989	3.855209390285423e-82	2.085668280144414e-79	UTY
donor25	ENSG00000128016	19.260458	2.1588986	1.5219794890181062e-81	7.600531417465805e-79	ZFP36
donor25	ENSG00000120738	19.092575	1.8002576	5.506278422784392e-80	2.4652937600493986e-77	EGR1
donor25	ENSG00000198786	18.904493	2.407366	1.0267676080651261e-78	4.0398638251871505e-76	MT-ND5
donor25	ENSG00000198886	18.432377	2.7400882	5.961659736635015e-75	2.276652647660854e-72	MT-ND4
donor25	ENSG00000105835	17.630259	1.2013925	9.587383779953263e-69	3.3643943513219773e-66	NAMPT
donor25	ENSG00000245532	16.941582	2.7957158	1.0786554511083461e-63	3.183014176634265e-61	NEAT1
donor25	ENSG00000106565	16.633224	1.492595	1.9538545014131617e-61	5.177315682928263e-59	TMEM176B
donor25	ENSG00000173812	16.524113	2.3166106	9.444365043572411e-61	2.4525127145148837e-58	EIF1
donor25	ENSG00000198888	16.460598	2.2692308	2.6900567921458745e-60	6.848568115533732e-58	MT-ND1
donor25	ENSG00000223482	16.071802	0.95192933	1.482669733629815e-57	3.377365582710442e-55	NUTM2A-AS1
donor25	ENSG00000157168	15.847194	1.9358888	6.9220781803173935e-56	1.4496171466651778e-53	NRG1
donor25	ENSG00000081237	15.842402	1.771369	5.088972320695063e-56	1.1012536101984115e-53	PTPRC
donor25	ENSG00000136826	15.597492	1.1427749	2.5801292453362984e-54	5.153907403299461e-52	KLF4
donor6	ENSG00000197728	66.19268	38.582718	0.0	0.0	RPS26
donor6	ENSG00000129824	47.874424	5.02493	0.0	0.0	RPS4Y1
donor6	ENSG00000142937	38.090496	32.268604	8.957421479631093e-300	3.876772016384337e-296	RPS8
donor6	ENSG00000147403	33.43533	35.219257	1.4782011961981378e-234	4.798241082859155e-231	RPL10
donor6	ENSG00000145425	32.913357	18.595331	8.707798813827811e-228	2.2612411959748064e-224	RPS3A
donor6	ENSG00000161016	32.346867	14.751902	1.8620807915572098e-220	4.029542832929802e-217	RPL8
donor6	ENSG00000114942	31.984468	7.232173	1.0942270075096565e-215	2.029634780786483e-212	EEF1B2
donor6	ENSG00000134184	30.492931	2.7210708	5.773446235340609e-194	8.329158435518052e-191	GSTM1
donor6	ENSG00000143947	30.171768	17.563023	4.465850312296672e-193	5.798460045485999e-190	RPS27A
donor6	ENSG00000110700	29.958761	15.1988125	1.217101663211873e-190	1.4366225450129962e-187	RPS13
donor6	ENSG00000112306	29.251974	30.312372	9.528817373393565e-182	1.0310180398011838e-178	RPS12
donor6	ENSG00000164346	28.401434	1.5048289	8.18959935291198e-172	8.179519846016089e-169	NSA2
donor6	ENSG00000144713	27.712788	17.493605	3.842142587401262e-164	3.563312811058427e-161	RPL32
donor6	ENSG00000108107	26.771446	19.555225	1.112066031965001e-153	9.626043572689049e-151	RPL28
donor6	ENSG00000167641	25.962961	4.1813436	1.899435722450038e-142	1.3701263011272941e-139	PPP1R14A
donor6	ENSG00000197958	25.87525	11.45352	6.488664504003372e-144	4.955812936469399e-141	RPL12
donor6	ENSG00000198755	25.341911	5.622641	2.9175696636936693e-138	1.9937749743894e-135	RPL10A
donor6	ENSG00000063177	25.315208	10.300048	5.087788948931451e-138	3.302992585646298e-135	RPL18
donor6	ENSG00000156482	25.289564	15.354674	1.0049767559808858e-137	6.213627714121819e-135	RPL30
donor6	ENSG00000198918	24.973448	12.781379	1.7956007828904102e-134	1.0136556767412646e-131	RPL39
donor6	ENSG00000125534	24.674633	2.4144645	2.95208272735594e-131	1.5970767554995634e-128	PPDPF
donor6	ENSG00000142676	24.638897	14.254551	5.177183717412822e-131	2.6888221354755234e-128	RPL11
donor6	ENSG00000083845	24.474468	7.8863177	2.6525743232533534e-129	1.3246548081969824e-126	RPS5
donor6	ENSG00000156508	24.224619	34.788795	9.294033491504255e-127	4.469397439025602e-124	EEF1A1
donor6	ENSG00000087250	23.977852	5.277695	3.7244334113165684e-122	1.6119347804178108e-119	MT3
donor20	ENSG00000100376	31.820795	2.5030954	2.3137418672662795e-209	3.004162440458537e-205	FAM118A
donor20	ENSG00000185650	23.22156	1.8387021	5.091392109326382e-116	2.203554504916458e-112	ZFP36L1
donor20	ENSG00000120738	21.573595	2.1616788	1.219476218931228e-100	3.958419806650766e-97	EGR1
donor20	ENSG00000245532	20.226109	3.5306168	2.2764794987639557e-89	4.9263016353252e-86	NEAT1
donor20	ENSG00000139318	18.629108	1.5387739	3.094706409507261e-76	4.0181668021042277e-73	DUSP6
donor20	ENSG00000162444	17.06175	1.4695777	2.365491291408558e-64	2.0475692618432475e-61	RBP7
donor20	ENSG00000129824	16.583519	1.5620372	4.534140913176637e-61	3.270626978704748e-58	RPS4Y1
donor20	ENSG00000143546	15.928844	66.604324	1.5616272492801579e-56	1.0138084102326785e-53	S100A8
donor20	ENSG00000170909	15.18238	1.2379848	1.6654486337706685e-51	9.829175027671982e-49	OSCAR
donor20	ENSG00000143384	15.06901	1.0074694	8.267426320819544e-51	4.667141884761781e-48	MCL1
donor20	ENSG00000076944	14.582698	1.2432644	9.729246531968943e-48	4.51159060611017e-45	STXBP2
donor20	ENSG00000198886	14.167395	2.2810893	3.49541785942717e-45	1.512816849560079e-42	MT-ND4
donor20	ENSG00000196154	14.081075	8.924242	1.1474173372985758e-44	4.8058279701563573e-42	S100A4
donor20	ENSG00000165168	13.970984	1.1471435	5.409281495105604e-44	2.1948159666390987e-41	CYBB
donor20	ENSG00000123384	13.949607	1.0026667	7.427520302337107e-44	2.8364389295748526e-41	LRP1
donor20	ENSG00000198888	13.933741	2.073723	8.907084532777162e-44	3.304273873530819e-41	MT-ND1
donor20	ENSG00000100300	13.894596	1.9806108	1.5187424970350577e-43	5.477597939306441e-41	TSPO
donor20	ENSG00000090013	13.87067	1.029966	2.1755735765883294e-43	7.634499275249424e-41	BLVRB
donor20	ENSG00000132334	13.727649	0.88311285	1.5190417449149127e-42	5.190325793677691e-40	PTPRE
donor20	ENSG00000136826	13.63536	1.0195354	5.406768924490636e-42	1.800038146553498e-39	KLF4
donor20	ENSG00000119535	13.431122	0.9726962	8.247582612566361e-41	2.6118686010136983e-38	CSF3R
donor20	ENSG00000141505	13.384984	0.95748276	1.5107506872715679e-40	4.6703778389366754e-38	ASGR1
donor20	ENSG00000257764	13.335994	1.2916787	3.005912204831559e-40	8.870173651712036e-38	ENSG00000257764
donor20	ENSG00000114353	13.062704	0.8097953	1.0151236819895805e-38	2.928970197100603e-36	GNAI2
donor20	ENSG00000198502	13.01671	3.5904171	2.1886623530912862e-38	6.046296168624949e-36	HLA-DRB5
donor22	ENSG00000049247	20.420052	3.1571536	4.977956745305647e-90	1.2926758076209704e-86	UTS2
donor22	ENSG00000167618	19.712236	2.4080276	2.1244327459646884e-84	3.940519253372217e-81	LAIR2
donor22	ENSG00000100450	19.026493	2.5391912	3.124485652981714e-79	4.056832171831457e-76	GZMH
donor22	ENSG00000036448	18.247246	2.6606438	9.221296484711726e-73	9.977442796458088e-70	MYOM2
donor22	ENSG00000229807	15.83338	1.3968943	9.380202107075237e-56	5.5360247344665845e-53	XIST
donor22	ENSG00000008517	15.009308	6.291748	2.086060695658219e-50	8.737229700782683e-48	IL32
donor22	ENSG00000137441	14.815057	1.7021666	3.931260183984175e-49	1.5467721887530462e-46	FGFBP2
donor22	ENSG00000115956	14.8031645	1.133486	4.468591940072973e-49	1.7064764044090435e-46	PLEK
donor22	ENSG00000134864	14.597935	2.0345488	1.1908989375262953e-47	4.179089676984167e-45	GGACT
donor22	ENSG00000186470	14.340796	0.83107865	3.3461539520850612e-46	1.0596698271676203e-43	BTN3A2
donor22	ENSG00000139187	13.968018	1.1165745	6.391889225484328e-44	1.886188402356557e-41	KLRG1
donor22	ENSG00000105374	13.919912	5.583124	1.1757166906998934e-43	3.392334558232759e-41	NKG7
donor22	ENSG00000078596	13.767193	1.2373549	1.0189690502420022e-42	2.814956201774927e-40	ITM2A
donor22	ENSG00000077984	13.561003	1.7804896	1.5181789241292532e-41	3.9424070301788446e-39	CST7
donor22	ENSG00000196924	13.410889	1.0035422	1.1510365989991694e-40	2.9304037649814143e-38	FLNA
donor22	ENSG00000271503	13.331662	4.1912007	3.1903772815981823e-40	7.966126658513616e-38	CCL5
donor22	ENSG00000177311	13.136598	0.9262458	4.2524897129687004e-39	9.519711453997519e-37	ZBTB38
donor22	ENSG00000206503	13.128604	4.4594493	4.593504504180397e-39	1.0108824149538691e-36	HLA-A
donor22	ENSG00000205810	13.086858	1.7525984	8.636089907110368e-39	1.8085643766761453e-36	KLRC3
donor22	ENSG00000172543	12.986536	1.6532803	2.826803527436122e-38	5.8259074603540655e-36	CTSW
donor22	ENSG00000125354	12.961466	1.0718566	4.391146883463931e-38	8.771484789983952e-36	SEPTIN6
donor22	ENSG00000116489	12.937073	0.88958645	5.535226069914146e-38	1.0889299286631101e-35	CAPZA1
donor22	ENSG00000081237	12.634299	1.5929121	2.4864708207592338e-36	4.547089737568717e-34	PTPRC
donor22	ENSG00000124942	12.479675	1.303731	1.75040129754507e-35	2.9904224272796302e-33	AHNAK
donor22	ENSG00000100376	12.221344	1.0691124	4.16814575446355e-34	6.442762437613659e-32	FAM118A
