File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF772BMP	bam	bam		alignments	GRCh38	ENCSR706GDQ	ATAC-seq	/human-donors/ENCDO765HXB/	CLO:0026863	GM19455	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF995LIP/, /files/ENCFF140XLU/, /files/ENCFF764HIM/, /files/ENCFF304XEX/, /files/ENCFF356LFX/, /files/ENCFF110MCL/, /files/ENCFF493CCB/, /files/ENCFF212UAV/	3358435286	ENCODE Processing Pipeline	390fdb6ec2ff732c411fd470d4bd0c3b		https://www.encodeproject.org/files/ENCFF772BMP/@@download/ENCFF772BMP.bam				released	s3://encode-public/2021/01/26/37f8eaf7-017c-434b-a97b-7419f6e91258/ENCFF772BMP.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/37f8eaf7-017c-434b-a97b-7419f6e91258/ENCFF772BMP.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released		unreplicated experiment	
ENCFF413LGS	bam	bam		alignments	GRCh38	ENCSR383RDZ	ATAC-seq	/human-donors/ENCDO257EQW/	CLO:0027445	GM19328	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF304XEX/, /files/ENCFF140XLU/, /files/ENCFF356LFX/, /files/ENCFF493CCB/, /files/ENCFF090OCK/, /files/ENCFF747KDF/, /files/ENCFF212UAV/, /files/ENCFF110MCL/	2957938257	ENCODE Processing Pipeline	a361413efd00cc5ab5b923aa36c9a046		https://www.encodeproject.org/files/ENCFF413LGS/@@download/ENCFF413LGS.bam				released	s3://encode-public/2021/01/22/edfe05fb-0327-4847-b61b-515268434e77/ENCFF413LGS.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/22/edfe05fb-0327-4847-b61b-515268434e77/ENCFF413LGS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF130DND	bam	bam		alignments	GRCh38	ENCSR858GTE	ATAC-seq	/human-donors/ENCDO830RWV/	EFO:0010881	HG03442	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF304XEX/, /files/ENCFF493CCB/, /files/ENCFF110MCL/, /files/ENCFF140XLU/, /files/ENCFF212UAV/, /files/ENCFF356LFX/, /files/ENCFF215AUI/, /files/ENCFF562FVL/	4406368022	ENCODE Processing Pipeline	c5eac6ff59366054fe2a098e58363a44		https://www.encodeproject.org/files/ENCFF130DND/@@download/ENCFF130DND.bam				released	s3://encode-public/2021/02/04/8b953254-de0c-43b0-8cef-b0df4d2b64f3/ENCFF130DND.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/8b953254-de0c-43b0-8cef-b0df4d2b64f3/ENCFF130DND.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF949CVL	bam	bam		alignments	GRCh38	ENCSR512FHU	ATAC-seq	/human-donors/ENCDO296NPE/	EFO:0010835	GM19023	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF110MCL/, /files/ENCFF356LFX/, /files/ENCFF493CCB/, /files/ENCFF254NWV/, /files/ENCFF304XEX/, /files/ENCFF212UAV/, /files/ENCFF432KFP/, /files/ENCFF140XLU/	3241722307	ENCODE Processing Pipeline	63a27c8571cb80395f11fec5709b976f		https://www.encodeproject.org/files/ENCFF949CVL/@@download/ENCFF949CVL.bam				released	s3://encode-public/2021/02/01/8c64ff81-4e3f-4c10-bba9-5cc4b2805818/ENCFF949CVL.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/01/8c64ff81-4e3f-4c10-bba9-5cc4b2805818/ENCFF949CVL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF751SRZ	bam	bam		alignments	GRCh38	ENCSR902CFR	ATAC-seq	/human-donors/ENCDO635HMA/	CLO:0015947	GM21423	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF304XEX/, /files/ENCFF828UTS/, /files/ENCFF140XLU/, /files/ENCFF493CCB/, /files/ENCFF490QEI/, /files/ENCFF356LFX/, /files/ENCFF212UAV/, /files/ENCFF110MCL/	4245043593	ENCODE Processing Pipeline	67a3b5b9c6616e69c93c8ce4be67abd7		https://www.encodeproject.org/files/ENCFF751SRZ/@@download/ENCFF751SRZ.bam				released	s3://encode-public/2021/02/04/0abef448-ed9d-41f5-b866-d32dffe6e9fc/ENCFF751SRZ.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/0abef448-ed9d-41f5-b866-d32dffe6e9fc/ENCFF751SRZ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF373DIW	bam	bam		alignments	GRCh38	ENCSR024WOD	ATAC-seq	/human-donors/ENCDO317SJE/	CLO:0015884	GM21390	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF110MCL/, /files/ENCFF212UAV/, /files/ENCFF140XLU/, /files/ENCFF356LFX/, /files/ENCFF493CCB/, /files/ENCFF864DDF/, /files/ENCFF519IJZ/, /files/ENCFF304XEX/	4128307564	ENCODE Processing Pipeline	349b4f96679fce3236912d5141b54fa5		https://www.encodeproject.org/files/ENCFF373DIW/@@download/ENCFF373DIW.bam				released	s3://encode-public/2021/01/26/557a3b50-da62-4a12-b18d-639f46e89361/ENCFF373DIW.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/557a3b50-da62-4a12-b18d-639f46e89361/ENCFF373DIW.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released		unreplicated experiment	
ENCFF218LEA	bam	bam		alignments	GRCh38	ENCSR214EIV	ATAC-seq	/human-donors/ENCDO236ISC/	CLO:0013950	GM21619	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF110MCL/, /files/ENCFF318KED/, /files/ENCFF140XLU/, /files/ENCFF212UAV/, /files/ENCFF493CCB/, /files/ENCFF356LFX/, /files/ENCFF115LYZ/, /files/ENCFF304XEX/	3964916099	ENCODE Processing Pipeline	12469850e4f7b5e97e1f1ace4438ac16		https://www.encodeproject.org/files/ENCFF218LEA/@@download/ENCFF218LEA.bam				released	s3://encode-public/2021/01/26/5776f58c-ec0f-4d63-8252-d69bbf35ab7d/ENCFF218LEA.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/5776f58c-ec0f-4d63-8252-d69bbf35ab7d/ENCFF218LEA.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released		unreplicated experiment	
ENCFF030ITR	bam	bam		alignments	GRCh38	ENCSR400ISH	ATAC-seq	/human-donors/ENCDO933PKK/	EFO:0010841	HG02571	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF493CCB/, /files/ENCFF212UAV/, /files/ENCFF356LFX/, /files/ENCFF140XLU/, /files/ENCFF304XEX/, /files/ENCFF586NAW/, /files/ENCFF345HTJ/, /files/ENCFF110MCL/	3494712203	ENCODE Processing Pipeline	d709c0152e841bea79d68951b47df427		https://www.encodeproject.org/files/ENCFF030ITR/@@download/ENCFF030ITR.bam				released	s3://encode-public/2021/01/22/724cde38-aaf7-4bd3-899f-ce6bda86398a/ENCFF030ITR.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/22/724cde38-aaf7-4bd3-899f-ce6bda86398a/ENCFF030ITR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF430HQS	bam	bam		alignments	GRCh38	ENCSR163KRG	ATAC-seq	/human-donors/ENCDO177NIC/	EFO:0010884	HG03469	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF771GHV/, /files/ENCFF356LFX/, /files/ENCFF140XLU/, /files/ENCFF304XEX/, /files/ENCFF110MCL/, /files/ENCFF731WYO/, /files/ENCFF493CCB/, /files/ENCFF212UAV/	3494006699	ENCODE Processing Pipeline	fc57381d00f1032666f6f1bf7a5863c7		https://www.encodeproject.org/files/ENCFF430HQS/@@download/ENCFF430HQS.bam				released	s3://encode-public/2021/02/02/6cd797de-8de6-42ea-9231-4846b6a02bf3/ENCFF430HQS.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/02/6cd797de-8de6-42ea-9231-4846b6a02bf3/ENCFF430HQS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate number of reproducible peaks, moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF668HHR	bam	bam		alignments	GRCh38	ENCSR425WQW	ATAC-seq	/human-donors/ENCDO057UPO/	CLO:0027443	GM19324	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF110MCL/, /files/ENCFF140XLU/, /files/ENCFF212UAV/, /files/ENCFF263WTC/, /files/ENCFF356LFX/, /files/ENCFF794LFB/, /files/ENCFF304XEX/, /files/ENCFF493CCB/	5587662046	ENCODE Processing Pipeline	ac2262710ccb04a22855dd7b1a1be7bf		https://www.encodeproject.org/files/ENCFF668HHR/@@download/ENCFF668HHR.bam				released	s3://encode-public/2021/02/01/dfba75bc-8163-42b7-9a47-a3a805519857/ENCFF668HHR.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/01/dfba75bc-8163-42b7-9a47-a3a805519857/ENCFF668HHR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	low FRiP score, unreplicated experiment	
ENCFF955TYL	bam	bam		alignments	GRCh38	ENCSR454UTH	ATAC-seq	/human-donors/ENCDO876QML/	CLO:0026846	GM19452	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF304XEX/, /files/ENCFF009DJA/, /files/ENCFF212UAV/, /files/ENCFF518LZP/, /files/ENCFF493CCB/, /files/ENCFF356LFX/, /files/ENCFF140XLU/, /files/ENCFF110MCL/	3560886568	ENCODE Processing Pipeline	904317b255b6288158ade0fca5c7eafa		https://www.encodeproject.org/files/ENCFF955TYL/@@download/ENCFF955TYL.bam				released	s3://encode-public/2021/02/04/12a91349-86ad-46bd-a0c0-935cfd247a81/ENCFF955TYL.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/12a91349-86ad-46bd-a0c0-935cfd247a81/ENCFF955TYL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released		unreplicated experiment	
ENCFF614WUU	bam	bam		alignments	GRCh38	ENCSR624CTU	ATAC-seq	/human-donors/ENCDO260ZRE/	EFO:0010885	HG03520	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF212UAV/, /files/ENCFF493CCB/, /files/ENCFF304XEX/, /files/ENCFF887ODP/, /files/ENCFF135IWP/, /files/ENCFF110MCL/, /files/ENCFF140XLU/, /files/ENCFF356LFX/	3550965162	ENCODE Processing Pipeline	63e4e5fd3df0e87be7b361692e83d64f		https://www.encodeproject.org/files/ENCFF614WUU/@@download/ENCFF614WUU.bam				released	s3://encode-public/2021/02/04/4c3c5637-c1d6-4ada-a9e2-d0213bf33a31/ENCFF614WUU.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/4c3c5637-c1d6-4ada-a9e2-d0213bf33a31/ENCFF614WUU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF842JIO	bam	bam		alignments	GRCh38	ENCSR278JWM	ATAC-seq	/human-donors/ENCDO087EDQ/	EFO:0010887	HG03558	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF212UAV/, /files/ENCFF356LFX/, /files/ENCFF110MCL/, /files/ENCFF442UNU/, /files/ENCFF304XEX/, /files/ENCFF224CZN/, /files/ENCFF140XLU/, /files/ENCFF493CCB/	1702717310	ENCODE Processing Pipeline	a91a9aebfab666b407aa886b1fb4a6a6		https://www.encodeproject.org/files/ENCFF842JIO/@@download/ENCFF842JIO.bam				released	s3://encode-public/2021/01/26/8924a4d4-9c80-4aa7-b2cf-6096204dfb5d/ENCFF842JIO.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/8924a4d4-9c80-4aa7-b2cf-6096204dfb5d/ENCFF842JIO.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate number of reproducible peaks	unreplicated experiment	extremely low read depth
ENCFF963YZH	bam	bam		alignments	GRCh38	ENCSR305XRF	ATAC-seq	/human-donors/ENCDO756WCQ/	EFO:0010873	HG03175	cell line	Homo sapiens											DNA						2021-02-10	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF212UAV/, /files/ENCFF140XLU/, /files/ENCFF641WLI/, /files/ENCFF356LFX/, /files/ENCFF493CCB/, /files/ENCFF110MCL/, /files/ENCFF662IUF/, /files/ENCFF304XEX/	5207418126	ENCODE Processing Pipeline	cd8ab8907882ba9e76ec882c0bddf0bd		https://www.encodeproject.org/files/ENCFF963YZH/@@download/ENCFF963YZH.bam				released	s3://encode-public/2021/01/14/ed59a9a8-2c1c-42af-99d1-285a98355e46/ENCFF963YZH.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/14/ed59a9a8-2c1c-42af-99d1-285a98355e46/ENCFF963YZH.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF759FWM	bam	bam		alignments	GRCh38	ENCSR424KQH	ATAC-seq	/human-donors/ENCDO735LIL/	CLO:0014163	GM21447	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF212UAV/, /files/ENCFF342YJW/, /files/ENCFF304XEX/, /files/ENCFF727UXG/, /files/ENCFF356LFX/, /files/ENCFF140XLU/, /files/ENCFF493CCB/, /files/ENCFF110MCL/	3094451994	ENCODE Processing Pipeline	331663197b81b92e0e10010c2611e23b		https://www.encodeproject.org/files/ENCFF759FWM/@@download/ENCFF759FWM.bam				released	s3://encode-public/2021/02/04/712cb235-92fb-4eac-a5e9-4b08bc9d77ff/ENCFF759FWM.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/712cb235-92fb-4eac-a5e9-4b08bc9d77ff/ENCFF759FWM.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released		unreplicated experiment	
ENCFF687END	bam	bam		alignments	GRCh38	ENCSR315QWI	ATAC-seq	/human-donors/ENCDO381WTR/	EFO:0010839	GM21737	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF212UAV/, /files/ENCFF356LFX/, /files/ENCFF304XEX/, /files/ENCFF140XLU/, /files/ENCFF800ALS/, /files/ENCFF607PDX/, /files/ENCFF110MCL/, /files/ENCFF493CCB/	3975145155	ENCODE Processing Pipeline	b6b300599a8cdb317ebbd757ab200746		https://www.encodeproject.org/files/ENCFF687END/@@download/ENCFF687END.bam				released	s3://encode-public/2021/01/26/ae0c974a-c974-47fc-9fd0-d3dddac76074/ENCFF687END.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/ae0c974a-c974-47fc-9fd0-d3dddac76074/ENCFF687END.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF495DQP	bam	bam		alignments	GRCh38	ENCSR821JHD	ATAC-seq	/human-donors/ENCDO929LTS/	EFO:0010844	HG02623	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF690IKL/, /files/ENCFF493CCB/, /files/ENCFF212UAV/, /files/ENCFF304XEX/, /files/ENCFF643FBW/, /files/ENCFF140XLU/, /files/ENCFF356LFX/, /files/ENCFF110MCL/	3499402088	ENCODE Processing Pipeline	2fa733308a2dac4cbfc09dba79c332ea		https://www.encodeproject.org/files/ENCFF495DQP/@@download/ENCFF495DQP.bam				released	s3://encode-public/2021/01/26/3843d8cf-9025-4b5d-ac45-697fe9291d41/ENCFF495DQP.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/3843d8cf-9025-4b5d-ac45-697fe9291d41/ENCFF495DQP.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity	unreplicated experiment	
ENCFF088VJQ	bam	bam		alignments	GRCh38	ENCSR939EVW	ATAC-seq	/human-donors/ENCDO095MPC/	CLO:0014080	GM21528	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF356LFX/, /files/ENCFF304XEX/, /files/ENCFF721AOI/, /files/ENCFF460WIN/, /files/ENCFF110MCL/, /files/ENCFF212UAV/, /files/ENCFF493CCB/, /files/ENCFF140XLU/	5313496363	ENCODE Processing Pipeline	8a0ecbd445049e734463f77a580e2753		https://www.encodeproject.org/files/ENCFF088VJQ/@@download/ENCFF088VJQ.bam				released	s3://encode-public/2021/01/26/e610644c-819e-4246-afd6-284d3961cde1/ENCFF088VJQ.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/e610644c-819e-4246-afd6-284d3961cde1/ENCFF088VJQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	low FRiP score, unreplicated experiment	
ENCFF919PWF	bam	bam		alignments	GRCh38	ENCSR608KJD	ATAC-seq	/human-donors/ENCDO742ZFH/	EFO:0010867	HG03097	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF356LFX/, /files/ENCFF304XEX/, /files/ENCFF212UAV/, /files/ENCFF399NMA/, /files/ENCFF140XLU/, /files/ENCFF363JCO/, /files/ENCFF110MCL/, /files/ENCFF493CCB/	4495906222	ENCODE Processing Pipeline	d2fe6e478d9c113bcf28e2582856974e		https://www.encodeproject.org/files/ENCFF919PWF/@@download/ENCFF919PWF.bam				released	s3://encode-public/2021/02/04/cd4ab188-a0d2-4860-b791-8dbed3ae0357/ENCFF919PWF.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/cd4ab188-a0d2-4860-b791-8dbed3ae0357/ENCFF919PWF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released		low FRiP score, unreplicated experiment	
ENCFF270VDV	bam	bam		alignments	GRCh38	ENCSR487SOP	ATAC-seq	/human-donors/ENCDO293YOP/	EFO:0010864	HG03064	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF493CCB/, /files/ENCFF110MCL/, /files/ENCFF212UAV/, /files/ENCFF356LFX/, /files/ENCFF304XEX/, /files/ENCFF048TQK/, /files/ENCFF918OUM/, /files/ENCFF140XLU/	2988480007	ENCODE Processing Pipeline	f093fac8cf42e5ec8bebf3b0c8383864		https://www.encodeproject.org/files/ENCFF270VDV/@@download/ENCFF270VDV.bam				released	s3://encode-public/2021/01/26/3b1a9cb3-a06a-4e78-8e35-1dcb2a32df79/ENCFF270VDV.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/3b1a9cb3-a06a-4e78-8e35-1dcb2a32df79/ENCFF270VDV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	low read depth	unreplicated experiment	
ENCFF207CZR	bam	bam		alignments	GRCh38	ENCSR470ZNM	ATAC-seq	/human-donors/ENCDO316WAT/	EFO:0010863	HG03060	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF825MNF/, /files/ENCFF212UAV/, /files/ENCFF304XEX/, /files/ENCFF110MCL/, /files/ENCFF551TMF/, /files/ENCFF493CCB/, /files/ENCFF140XLU/, /files/ENCFF356LFX/	2784811297	ENCODE Processing Pipeline	fad12a3e0c2779cb5b98c4ec2004978d		https://www.encodeproject.org/files/ENCFF207CZR/@@download/ENCFF207CZR.bam				released	s3://encode-public/2021/02/02/27025c29-3158-4b9f-8398-2e3f7dae4a18/ENCFF207CZR.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/02/27025c29-3158-4b9f-8398-2e3f7dae4a18/ENCFF207CZR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	low read depth, moderate number of reproducible peaks	unreplicated experiment	
ENCFF715RQC	bam	bam		alignments	GRCh38	ENCSR673ZMQ	ATAC-seq	/human-donors/ENCDO065YPX/	EFO:0010860	HG03025	cell line	Homo sapiens											DNA						2021-02-10	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF493CCB/, /files/ENCFF110MCL/, /files/ENCFF356LFX/, /files/ENCFF304XEX/, /files/ENCFF212UAV/, /files/ENCFF140XLU/, /files/ENCFF234TNL/, /files/ENCFF637EZI/	3318307118	ENCODE Processing Pipeline	67916d292b0ec86235fc9eda8203ad8a		https://www.encodeproject.org/files/ENCFF715RQC/@@download/ENCFF715RQC.bam				released	s3://encode-public/2021/01/14/e628f23f-d2c9-4982-bf5b-e6fdd3204f74/ENCFF715RQC.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/14/e628f23f-d2c9-4982-bf5b-e6fdd3204f74/ENCFF715RQC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	low FRiP score, unreplicated experiment	
ENCFF231QTG	bam	bam		alignments	GRCh38	ENCSR381LJX	ATAC-seq	/human-donors/ENCDO227PML/	EFO:0010861	HG03039	cell line	Homo sapiens											DNA						2021-02-10	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF356LFX/, /files/ENCFF408ZBM/, /files/ENCFF212UAV/, /files/ENCFF304XEX/, /files/ENCFF140XLU/, /files/ENCFF110MCL/, /files/ENCFF493CCB/, /files/ENCFF391MAF/	3990234187	ENCODE Processing Pipeline	4ab8c94c74cc75174fc4826a7c5dd102		https://www.encodeproject.org/files/ENCFF231QTG/@@download/ENCFF231QTG.bam				released	s3://encode-public/2021/01/14/5a469fc8-40cd-4d21-b755-f5687f307d13/ENCFF231QTG.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/14/5a469fc8-40cd-4d21-b755-f5687f307d13/ENCFF231QTG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF978QLZ	bam	bam		alignments	GRCh38	ENCSR368FYV	ATAC-seq	/human-donors/ENCDO650SIC/	EFO:0010851	HG02852	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF140XLU/, /files/ENCFF356LFX/, /files/ENCFF110MCL/, /files/ENCFF606PPG/, /files/ENCFF751USU/, /files/ENCFF493CCB/, /files/ENCFF304XEX/, /files/ENCFF212UAV/	4173914994	ENCODE Processing Pipeline	86d819db9206832fb54853581f63acd1		https://www.encodeproject.org/files/ENCFF978QLZ/@@download/ENCFF978QLZ.bam				released	s3://encode-public/2021/01/22/f55196c5-00f1-4f1f-abb6-7d447ac08ec1/ENCFF978QLZ.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/22/f55196c5-00f1-4f1f-abb6-7d447ac08ec1/ENCFF978QLZ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
