cluster	eye	score	probe	genes
1	eye2	0.0019372484	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
10	eye1	0.0012126837	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
10	eye2	0.0	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
11	eye1	0.005213018	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
11	eye2	0.0023733252	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
12	eye1	0.0047366563	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
12	eye2	0.0032626968	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
13	eye1	0.0097211385	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
13	eye2	0.0066688224	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
14	eye1	0.0	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
14	eye2	0.0	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
15	eye1	0.006982764	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
15	eye2	0.0019195088	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
16	eye1	0.00694242	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
16	eye2	0.0041897693	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
17	eye1	0.0072540953	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
17	eye2	0.0052378494	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
18	eye1	0.0062419376	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
18	eye2	0.0061641415	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
19	eye1	0.0064074825	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
19	eye2	0.0059980364	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
2	eye1	0.006371705	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
2	eye2	0.0035912963	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
20	eye1	0.0070753307	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
20	eye2	0.0094642155	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
21	eye1	0.0	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
21	eye2	0.0031432663	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
22	eye1	0.014991404	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
22	eye2	0.0035537556	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
23	eye1	0.009041323	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
23	eye2	0.0	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
24	eye1	0.0	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
24	eye2	0.008655859	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
25	eye1	0.0	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
25	eye2	0.0	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
3	eye1	0.0029439651	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
3	eye2	0.0018761347	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
4	eye1	0.0036542716	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
4	eye2	0.0024485514	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
5	eye1	0.005175559	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
5	eye2	0.0049361824	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
6	eye1	0.0028949028	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
6	eye2	0.0008881899	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
7	eye1	0.0061190454	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
7	eye2	0.0022857627	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
8	eye1	0.0054261643	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
8	eye2	0.001253348	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
9	eye1	0.006291403	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
9	eye2	0.0027346548	Immune_T	CD3D,CD3E,CD2,CD4,CD8A
0	eye1	0.00044378958	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
0	eye2	0.0009428034	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
1	eye1	0.0011101947	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
1	eye2	0.0013376643	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
10	eye1	0.0036830134	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
10	eye2	0.0	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
11	eye1	0.0016858776	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
11	eye2	0.0012901712	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
12	eye1	0.0015800798	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
12	eye2	0.0	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
13	eye1	0.0027921714	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
13	eye2	0.009659075	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
14	eye1	0.0	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
14	eye2	0.0	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
15	eye1	0.00507682	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
15	eye2	0.004775202	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
16	eye1	0.003070679	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
16	eye2	0.0029456466	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
17	eye1	0.0	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
17	eye2	0.006056062	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
18	eye1	0.0	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
18	eye2	0.0	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
19	eye1	0.009813347	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
19	eye2	0.018650226	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
2	eye1	0.001003643	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
2	eye2	0.0010383679	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
20	eye1	0.0	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
20	eye2	0.0	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
21	eye1	0.0	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
21	eye2	0.006172815	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
22	eye1	0.0	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
22	eye2	0.0043614777	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
23	eye1	0.007412134	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
23	eye2	0.0	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
24	eye1	0.0077753165	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
24	eye2	0.007822009	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
25	eye1	0.0	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
25	eye2	0.0	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
3	eye1	0.0006297354	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
3	eye2	0.0024412163	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
4	eye1	0.0009721192	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
4	eye2	0.0022543643	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
5	eye1	0.0	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
5	eye2	0.0019667402	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
6	eye1	0.002174221	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
6	eye2	0.0011162239	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
7	eye1	0.0012721654	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
7	eye2	0.0	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
8	eye1	0.09137954	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
8	eye2	0.004390345	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
9	eye1	0.0016133118	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
9	eye2	0.0012882124	Immune_mac	CD68,LSP1,ITGAM,FCGR3A,CD14
0	eye1	0.006668586	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
0	eye2	0.010708948	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
1	eye1	0.0054997434	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
1	eye2	0.013101558	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
10	eye1	0.008113181	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
10	eye2	0.012728333	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
11	eye1	0.007042226	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
11	eye2	0.014412056	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
12	eye1	0.040737048	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
12	eye2	0.029948276	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
13	eye1	0.04689182	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
13	eye2	0.036489505	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
14	eye1	0.004631851	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
14	eye2	0.015413321	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
15	eye1	0.012134822	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
15	eye2	0.028975833	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
16	eye1	0.02075589	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
16	eye2	0.013330225	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
17	eye1	0.010934243	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
17	eye2	0.008489643	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
18	eye1	0.01817004	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
18	eye2	0.016136508	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
19	eye1	0.016478973	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
19	eye2	0.0057504773	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
2	eye1	0.0033877445	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
2	eye2	0.009282958	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
20	eye1	0.002993385	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
20	eye2	0.013485256	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
21	eye1	0.041190177	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
21	eye2	0.024366578	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
22	eye1	0.03268702	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
22	eye2	0.017792583	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
23	eye1	0.021582248	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
23	eye2	0.002556455	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
24	eye1	0.014973787	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
24	eye2	0.0	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
25	eye1	0.0	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
25	eye2	0.0	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
3	eye1	0.0049549476	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
3	eye2	0.007971525	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
4	eye1	0.0077032326	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
4	eye2	0.012405266	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
5	eye1	0.009520829	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
5	eye2	0.01573521	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
6	eye1	0.009681612	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
6	eye2	0.0089886645	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
7	eye1	0.00629757	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
7	eye2	0.010031534	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
8	eye1	0.01815545	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
8	eye2	0.021836286	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
9	eye1	0.007048365	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
9	eye2	0.013232409	Inflammation_MHCII	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,CD74
0	eye1	0.00047059177	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
0	eye2	0.0004984324	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
1	eye1	0.00015211699	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
1	eye2	0.00019152102	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
10	eye1	0.0015219322	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
10	eye2	0.00016777677	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
11	eye1	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
11	eye2	0.0006287628	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
12	eye1	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
12	eye2	0.0006231799	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
13	eye1	0.00094008713	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
13	eye2	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
14	eye1	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
14	eye2	0.00066894165	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
15	eye1	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
15	eye2	0.0011152759	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
16	eye1	0.00090952957	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
16	eye2	0.0007895365	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
17	eye1	0.0008465449	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
17	eye2	0.0020445676	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
18	eye1	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
18	eye2	0.0051864237	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
19	eye1	0.0011195764	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
19	eye2	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
2	eye1	0.0005916053	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
2	eye2	0.00034231364	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
20	eye1	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
20	eye2	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
21	eye1	0.0032587165	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
21	eye2	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
22	eye1	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
22	eye2	0.0020063978	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
23	eye1	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
23	eye2	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
24	eye1	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
24	eye2	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
25	eye1	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
25	eye2	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
3	eye1	0.00027564736	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
3	eye2	0.0006326207	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
4	eye1	0.00057989056	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
4	eye2	0.00022738434	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
5	eye1	0.00055194413	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
5	eye2	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
6	eye1	0.0007405662	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
6	eye2	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
7	eye1	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
7	eye2	0.0005014399	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
8	eye1	0.31666905	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
8	eye2	0.0020607281	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
9	eye1	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
9	eye2	0.0	Inflammation_cytokine	IL1B,TNF,IL6,CXCL8,CCL2,CXCL10,CCL3,CCL4,CCL5
0	eye1	0.022933284	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
0	eye2	0.024534546	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
1	eye1	0.016246984	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
1	eye2	0.019714745	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
10	eye1	0.023596723	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
10	eye2	0.01309403	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
11	eye1	0.020206932	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
11	eye2	0.021752749	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
12	eye1	0.01307922	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
12	eye2	0.009267459	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
13	eye1	0.05326436	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
13	eye2	0.040474378	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
14	eye1	0.009869896	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
14	eye2	0.017101042	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
15	eye1	0.032852087	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
15	eye2	0.023835171	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
16	eye1	0.04098452	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
16	eye2	0.032298	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
17	eye1	0.03449612	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
17	eye2	0.024871666	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
18	eye1	0.023889221	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
18	eye2	0.028405253	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
19	eye1	0.03408922	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
19	eye2	0.0241594	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
2	eye1	0.02597461	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
2	eye2	0.02510926	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
20	eye1	0.022077963	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
20	eye2	0.0153256	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
21	eye1	0.017066289	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
21	eye2	0.012382622	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
22	eye1	0.01921137	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
22	eye2	0.010751867	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
23	eye1	0.024777533	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
23	eye2	0.023470571	Inflammation_IFN	STAT1,IRF1,IRF7,ISG15,IFIT1,IFIT2,IFIT3,MX1,OAS1,OAS2,GBP1,GBP2
