cluster	eye	value	gene
7	eye2	0.07548765	TNFAIP3
8	eye1	0.0145742055	TNFAIP3
8	eye2	0.015281364	TNFAIP3
9	eye1	0.12191515	TNFAIP3
9	eye2	0.11295315	TNFAIP3
0	eye1	0.031041227	NFKBIZ
0	eye2	0.055549353	NFKBIZ
1	eye1	0.019516623	NFKBIZ
1	eye2	0.03443502	NFKBIZ
10	eye1	0.04198318	NFKBIZ
10	eye2	0.05003379	NFKBIZ
11	eye1	0.034857914	NFKBIZ
11	eye2	0.026384419	NFKBIZ
12	eye1	0.033861578	NFKBIZ
12	eye2	0.020415321	NFKBIZ
13	eye1	0.030560391	NFKBIZ
13	eye2	0.056215137	NFKBIZ
14	eye1	0.011743249	NFKBIZ
14	eye2	0.009001316	NFKBIZ
15	eye1	0.0	NFKBIZ
15	eye2	0.023185268	NFKBIZ
16	eye1	0.11432564	NFKBIZ
16	eye2	0.20140365	NFKBIZ
17	eye1	0.08012628	NFKBIZ
17	eye2	0.06424363	NFKBIZ
18	eye1	0.050172817	NFKBIZ
18	eye2	0.0	NFKBIZ
19	eye1	0.08196479	NFKBIZ
19	eye2	0.041926228	NFKBIZ
2	eye1	0.04707368	NFKBIZ
2	eye2	0.045529634	NFKBIZ
20	eye1	0.05527235	NFKBIZ
20	eye2	0.11044439	NFKBIZ
21	eye1	0.0	NFKBIZ
21	eye2	0.018475942	NFKBIZ
22	eye1	0.066913754	NFKBIZ
22	eye2	0.093569435	NFKBIZ
23	eye1	0.040323343	NFKBIZ
23	eye2	0.058886338	NFKBIZ
24	eye1	0.047536023	NFKBIZ
24	eye2	0.045429867	NFKBIZ
25	eye1	0.0	NFKBIZ
25	eye2	0.0	NFKBIZ
3	eye1	0.013841821	NFKBIZ
3	eye2	0.026503822	NFKBIZ
4	eye1	0.040791776	NFKBIZ
4	eye2	0.048964772	NFKBIZ
5	eye1	0.015798999	NFKBIZ
5	eye2	0.029492734	NFKBIZ
6	eye1	0.035988662	NFKBIZ
6	eye2	0.031853266	NFKBIZ
7	eye1	0.0110003855	NFKBIZ
7	eye2	0.018027322	NFKBIZ
8	eye1	0.18700005	NFKBIZ
8	eye2	0.20241973	NFKBIZ
9	eye1	0.0027712455	NFKBIZ
9	eye2	0.010329232	NFKBIZ
0	eye1	0.052102357	TRAF1
0	eye2	0.04070223	TRAF1
1	eye1	0.021259136	TRAF1
1	eye2	0.025195105	TRAF1
10	eye1	0.0068197916	TRAF1
10	eye2	0.0	TRAF1
11	eye1	0.020316584	TRAF1
11	eye2	0.01794752	TRAF1
12	eye1	0.03164176	TRAF1
12	eye2	0.028907651	TRAF1
13	eye1	0.0021669732	TRAF1
13	eye2	0.0	TRAF1
14	eye1	0.18465461	TRAF1
14	eye2	0.22758304	TRAF1
15	eye1	0.0	TRAF1
15	eye2	0.01282187	TRAF1
16	eye1	0.007306057	TRAF1
16	eye2	0.010551749	TRAF1
17	eye1	0.014197676	TRAF1
17	eye2	0.0	TRAF1
18	eye1	0.010055009	TRAF1
18	eye2	0.0	TRAF1
19	eye1	0.016367555	TRAF1
19	eye2	0.018000223	TRAF1
2	eye1	0.043461144	TRAF1
2	eye2	0.04132974	TRAF1
20	eye1	0.0	TRAF1
20	eye2	0.0	TRAF1
21	eye1	0.025121655	TRAF1
21	eye2	0.0	TRAF1
22	eye1	0.0	TRAF1
22	eye2	0.0	TRAF1
23	eye1	0.041513633	TRAF1
23	eye2	0.0	TRAF1
24	eye1	0.0	TRAF1
24	eye2	0.0	TRAF1
25	eye1	0.0	TRAF1
25	eye2	0.0	TRAF1
3	eye1	0.04783633	TRAF1
3	eye2	0.037690703	TRAF1
4	eye1	0.026094161	TRAF1
4	eye2	0.019141965	TRAF1
5	eye1	0.023170976	TRAF1
5	eye2	0.023650942	TRAF1
6	eye1	0.02872557	TRAF1
6	eye2	0.01788473	TRAF1
7	eye1	0.028763097	TRAF1
7	eye2	0.05330004	TRAF1
8	eye1	0.023733197	TRAF1
8	eye2	0.0071443724	TRAF1
9	eye1	0.05121699	TRAF1
9	eye2	0.047345903	TRAF1
0	eye1	0.0	BIRC3
0	eye2	0.0	BIRC3
1	eye1	0.0	BIRC3
1	eye2	0.0	BIRC3
10	eye1	0.0	BIRC3
10	eye2	0.009194135	BIRC3
11	eye1	0.0	BIRC3
11	eye2	0.0	BIRC3
12	eye1	0.0	BIRC3
12	eye2	0.0	BIRC3
13	eye1	0.0	BIRC3
13	eye2	0.0077347755	BIRC3
14	eye1	0.0	BIRC3
14	eye2	0.0	BIRC3
15	eye1	0.0	BIRC3
15	eye2	0.0	BIRC3
16	eye1	0.0	BIRC3
16	eye2	0.0	BIRC3
17	eye1	0.0	BIRC3
17	eye2	0.0	BIRC3
18	eye1	0.0	BIRC3
18	eye2	0.0	BIRC3
19	eye1	0.031177366	BIRC3
19	eye2	0.0	BIRC3
2	eye1	0.0	BIRC3
2	eye2	0.0013735377	BIRC3
20	eye1	0.0	BIRC3
20	eye2	0.014842147	BIRC3
21	eye1	0.0	BIRC3
21	eye2	0.0	BIRC3
22	eye1	0.0	BIRC3
22	eye2	0.0	BIRC3
23	eye1	0.0	BIRC3
23	eye2	0.0	BIRC3
24	eye1	0.0	BIRC3
24	eye2	0.0	BIRC3
25	eye1	0.0	BIRC3
25	eye2	0.0	BIRC3
3	eye1	0.0	BIRC3
3	eye2	0.0	BIRC3
4	eye1	0.0	BIRC3
4	eye2	0.0	BIRC3
5	eye1	0.0	BIRC3
5	eye2	0.0	BIRC3
6	eye1	0.0	BIRC3
6	eye2	0.0019730937	BIRC3
7	eye1	0.0	BIRC3
7	eye2	0.0	BIRC3
8	eye1	0.008659953	BIRC3
8	eye2	0.008777829	BIRC3
9	eye1	0.0	BIRC3
9	eye2	0.0	BIRC3
0	eye1	0.2011172	STAT1
0	eye2	0.22336811	STAT1
1	eye1	0.13684179	STAT1
1	eye2	0.17275119	STAT1
10	eye1	0.12892401	STAT1
10	eye2	0.07619449	STAT1
11	eye1	0.19657847	STAT1
11	eye2	0.18806954	STAT1
12	eye1	0.100751504	STAT1
12	eye2	0.08406046	STAT1
13	eye1	0.21602678	STAT1
13	eye2	0.19979568	STAT1
14	eye1	0.07270303	STAT1
14	eye2	0.14933513	STAT1
15	eye1	0.19728394	STAT1
15	eye2	0.16800223	STAT1
16	eye1	0.11131838	STAT1
16	eye2	0.12671374	STAT1
17	eye1	0.21703193	STAT1
17	eye2	0.14139654	STAT1
18	eye1	0.028788231	STAT1
18	eye2	0.07144161	STAT1
19	eye1	0.11407797	STAT1
19	eye2	0.03745664	STAT1
2	eye1	0.23188719	STAT1
2	eye2	0.21738108	STAT1
20	eye1	0.18017119	STAT1
20	eye2	0.059282184	STAT1
21	eye1	0.08312681	STAT1
21	eye2	0.07535414	STAT1
22	eye1	0.15029448	STAT1
22	eye2	0.09065566	STAT1
23	eye1	0.21631734	STAT1
23	eye2	0.17297533	STAT1
24	eye1	0.20251553	STAT1
24	eye2	0.05045672	STAT1
25	eye1	0.08156146	STAT1
25	eye2	0.0	STAT1
3	eye1	0.22373317	STAT1
3	eye2	0.19835131	STAT1
4	eye1	0.17222925	STAT1
4	eye2	0.21790102	STAT1
5	eye1	0.16757223	STAT1
5	eye2	0.18508159	STAT1
6	eye1	0.14629075	STAT1
6	eye2	0.19667079	STAT1
7	eye1	0.09020133	STAT1
7	eye2	0.12822644	STAT1
8	eye1	0.07747781	STAT1
8	eye2	0.10105226	STAT1
9	eye1	0.07299709	STAT1
9	eye2	0.107664116	STAT1
0	eye1	0.029304178	IRF1
0	eye2	0.023274196	IRF1
1	eye1	0.025652846	IRF1
1	eye2	0.018721735	IRF1
10	eye1	0.004603985	IRF1
10	eye2	0.009641977	IRF1
11	eye1	0.0062091453	IRF1
11	eye2	0.021247128	IRF1
12	eye1	0.010827698	IRF1
12	eye2	0.0064606476	IRF1
13	eye1	0.010995818	IRF1
13	eye2	0.019437056	IRF1
14	eye1	0.0052284347	IRF1
14	eye2	0.009073137	IRF1
15	eye1	0.013748832	IRF1
15	eye2	0.0	IRF1
16	eye1	0.018008666	IRF1
16	eye2	0.007563874	IRF1
17	eye1	0.0053519937	IRF1
17	eye2	0.0	IRF1
18	eye1	0.0	IRF1
18	eye2	0.070958	IRF1
19	eye1	0.031168396	IRF1
19	eye2	0.0073567056	IRF1
2	eye1	0.035083007	IRF1
2	eye2	0.032294326	IRF1
20	eye1	0.0	IRF1
20	eye2	0.0	IRF1
21	eye1	0.024066962	IRF1
21	eye2	0.0	IRF1
22	eye1	0.0	IRF1
22	eye2	0.0	IRF1
23	eye1	0.0	IRF1
23	eye2	0.03237505	IRF1
24	eye1	0.0	IRF1
24	eye2	0.0	IRF1
25	eye1	0.06353639	IRF1
25	eye2	0.0	IRF1
3	eye1	0.02103575	IRF1
3	eye2	0.02734825	IRF1
4	eye1	0.015175147	IRF1
4	eye2	0.025300985	IRF1
5	eye1	0.0053429264	IRF1
5	eye2	0.019498518	IRF1
6	eye1	0.015444062	IRF1
6	eye2	0.03554818	IRF1
7	eye1	0.015781384	IRF1
7	eye2	0.02148168	IRF1
8	eye1	0.35553446	IRF1
8	eye2	0.0150769325	IRF1
9	eye1	0.02540916	IRF1
9	eye2	0.013715958	IRF1
0	eye1	0.0007116169	ISG15
0	eye2	0.0	ISG15
1	eye1	0.0034039947	ISG15
1	eye2	0.004198895	ISG15
10	eye1	0.006697239	ISG15
10	eye2	0.0	ISG15
11	eye1	0.0	ISG15
11	eye2	0.0	ISG15
12	eye1	0.0	ISG15
12	eye2	0.0	ISG15
13	eye1	0.016926223	ISG15
13	eye2	0.016105471	ISG15
14	eye1	0.0	ISG15
14	eye2	0.0	ISG15
15	eye1	0.02659833	ISG15
15	eye2	0.012495364	ISG15
16	eye1	0.0076944465	ISG15
16	eye2	0.009320304	ISG15
17	eye1	0.01301286	ISG15
17	eye2	0.0	ISG15
18	eye1	0.0	ISG15
18	eye2	0.0	ISG15
19	eye1	0.010838569	ISG15
19	eye2	0.0	ISG15
2	eye1	0.0034575686	ISG15
2	eye2	0.0	ISG15
20	eye1	0.0	ISG15
20	eye2	0.0	ISG15
21	eye1	0.0	ISG15
21	eye2	0.0	ISG15
22	eye1	0.0	ISG15
22	eye2	0.0	ISG15
23	eye1	0.006669562	ISG15
23	eye2	0.0128183905	ISG15
24	eye1	0.0	ISG15
24	eye2	0.0	ISG15
25	eye1	0.0	ISG15
25	eye2	0.0	ISG15
3	eye1	0.0	ISG15
3	eye2	0.004790947	ISG15
4	eye1	0.0	ISG15
4	eye2	0.0	ISG15
5	eye1	0.0	ISG15
5	eye2	0.0026101577	ISG15
6	eye1	0.0	ISG15
6	eye2	0.0	ISG15
7	eye1	0.0	ISG15
7	eye2	0.004355292	ISG15
8	eye1	0.08390324	ISG15
8	eye2	0.094897084	ISG15
9	eye1	0.0	ISG15
9	eye2	0.0044660233	ISG15
0	eye1	0.0040527238	MX1
0	eye2	0.0	MX1
1	eye1	0.0	MX1
1	eye2	0.0016461235	MX1
10	eye1	0.044219255	MX1
10	eye2	0.022875601	MX1
11	eye1	0.0	MX1
11	eye2	0.0	MX1
12	eye1	0.0	MX1
12	eye2	0.007883356	MX1
13	eye1	0.020747522	MX1
13	eye2	0.018223163	MX1
14	eye1	0.0	MX1
14	eye2	0.0	MX1
15	eye1	0.019261425	MX1
15	eye2	0.012310203	MX1
16	eye1	0.03975045	MX1
16	eye2	0.0	MX1
17	eye1	0.008113283	MX1
17	eye2	0.012590601	MX1
18	eye1	0.0	MX1
18	eye2	0.0	MX1
19	eye1	0.027266309	MX1
19	eye2	0.0	MX1
2	eye1	0.0	MX1
2	eye2	0.001127864	MX1
20	eye1	0.0	MX1
20	eye2	0.0	MX1
21	eye1	0.0	MX1
21	eye2	0.0	MX1
22	eye1	0.0	MX1
22	eye2	0.0	MX1
23	eye1	0.0	MX1
23	eye2	0.028218923	MX1
24	eye1	0.040883575	MX1
24	eye2	0.0	MX1
25	eye1	0.0	MX1
25	eye2	0.0	MX1
3	eye1	0.0	MX1
3	eye2	0.0	MX1
4	eye1	0.0	MX1
4	eye2	0.0	MX1
5	eye1	0.002537534	MX1
5	eye2	0.0025556204	MX1
6	eye1	0.0	MX1
6	eye2	0.0026570046	MX1
7	eye1	0.0	MX1
7	eye2	0.0	MX1
8	eye1	0.015568366	MX1
8	eye2	0.01834322	MX1
9	eye1	0.0029509708	MX1
9	eye2	0.0	MX1
0	eye1	0.0	OAS1
0	eye2	0.0	OAS1
1	eye1	0.0	OAS1
1	eye2	0.0	OAS1
10	eye1	0.0	OAS1
10	eye2	0.0	OAS1
11	eye1	0.0	OAS1
11	eye2	0.0	OAS1
12	eye1	0.0	OAS1
12	eye2	0.0	OAS1
13	eye1	0.0035464633	OAS1
13	eye2	0.0044439887	OAS1
14	eye1	0.0	OAS1
14	eye2	0.0	OAS1
15	eye1	0.0	OAS1
15	eye2	0.0	OAS1
16	eye1	0.0	OAS1
16	eye2	0.0	OAS1
17	eye1	0.0	OAS1
17	eye2	0.0	OAS1
18	eye1	0.0	OAS1
18	eye2	0.0	OAS1
19	eye1	0.0	OAS1
19	eye2	0.006064486	OAS1
2	eye1	0.0	OAS1
2	eye2	0.0	OAS1
20	eye1	0.0	OAS1
20	eye2	0.0	OAS1
21	eye1	0.0	OAS1
21	eye2	0.0	OAS1
22	eye1	0.0	OAS1
22	eye2	0.0	OAS1
23	eye1	0.0	OAS1
23	eye2	0.0	OAS1
24	eye1	0.0	OAS1
24	eye2	0.0	OAS1
25	eye1	0.0	OAS1
25	eye2	0.0	OAS1
3	eye1	0.0	OAS1
3	eye2	0.0	OAS1
4	eye1	0.0	OAS1
4	eye2	0.0	OAS1
5	eye1	0.0	OAS1
5	eye2	0.0024879286	OAS1
6	eye1	0.0	OAS1
6	eye2	0.0021077741	OAS1
7	eye1	0.0	OAS1
7	eye2	0.0	OAS1
8	eye1	0.008707162	OAS1
8	eye2	0.0075246715	OAS1
9	eye1	0.0	OAS1
9	eye2	0.0	OAS1
0	eye1	0.0	GBP1
0	eye2	0.0014983708	GBP1
1	eye1	0.0	GBP1
1	eye2	0.0	GBP1
10	eye1	0.0	GBP1
10	eye2	0.0	GBP1
11	eye1	0.0	GBP1
11	eye2	0.0	GBP1
12	eye1	0.0	GBP1
12	eye2	0.0	GBP1
13	eye1	0.0063573327	GBP1
13	eye2	0.0	GBP1
14	eye1	0.0	GBP1
14	eye2	0.0	GBP1
15	eye1	0.0	GBP1
15	eye2	0.0	GBP1
16	eye1	0.0	GBP1
16	eye2	0.0	GBP1
17	eye1	0.0	GBP1
17	eye2	0.0	GBP1
18	eye1	0.0	GBP1
18	eye2	0.0	GBP1
19	eye1	0.0	GBP1
19	eye2	0.0	GBP1
2	eye1	0.0019072043	GBP1
2	eye2	0.00304942	GBP1
20	eye1	0.0	GBP1
20	eye2	0.0	GBP1
21	eye1	0.0	GBP1
21	eye2	0.0	GBP1
22	eye1	0.0	GBP1
22	eye2	0.0	GBP1
23	eye1	0.002932713	GBP1
23	eye2	0.0	GBP1
24	eye1	0.0	GBP1
24	eye2	0.0	GBP1
25	eye1	0.0	GBP1
25	eye2	0.0	GBP1
3	eye1	0.0	GBP1
3	eye2	0.0059377663	GBP1
4	eye1	0.0	GBP1
4	eye2	0.0	GBP1
5	eye1	0.0	GBP1
5	eye2	0.0	GBP1
6	eye1	0.0037520307	GBP1
6	eye2	0.0	GBP1
7	eye1	0.00375558	GBP1
7	eye2	0.0	GBP1
8	eye1	0.026824273	GBP1
8	eye2	0.03676406	GBP1
9	eye1	0.0041253828	GBP1
9	eye2	0.0	GBP1
0	eye1	0.004400087	GBP2
0	eye2	0.0026479955	GBP2
1	eye1	0.0	GBP2
1	eye2	0.0021508131	GBP2
10	eye1	0.0	GBP2
10	eye2	0.005143526	GBP2
11	eye1	0.0	GBP2
11	eye2	0.0	GBP2
12	eye1	0.0	GBP2
12	eye2	0.0	GBP2
13	eye1	0.0016896522	GBP2
13	eye2	0.0	GBP2
14	eye1	0.0	GBP2
14	eye2	0.0075092935	GBP2
15	eye1	0.0	GBP2
15	eye2	0.0	GBP2
16	eye1	0.0	GBP2
16	eye2	0.0	GBP2
17	eye1	0.0	GBP2
17	eye2	0.0	GBP2
18	eye1	0.0	GBP2
18	eye2	0.017719775	GBP2
19	eye1	0.014709483	GBP2
19	eye2	0.0	GBP2
2	eye1	0.0	GBP2
2	eye2	0.0	GBP2
20	eye1	0.0	GBP2
20	eye2	0.0	GBP2
21	eye1	0.017410425	GBP2
21	eye2	0.0	GBP2
22	eye1	0.0	GBP2
22	eye2	0.0	GBP2
23	eye1	0.002932713	GBP2
23	eye2	0.0	GBP2
24	eye1	0.0	GBP2
24	eye2	0.0	GBP2
25	eye1	0.0	GBP2
25	eye2	0.0	GBP2
3	eye1	0.0023881092	GBP2
3	eye2	0.0	GBP2
4	eye1	0.001485378	GBP2
4	eye2	0.0	GBP2
5	eye1	0.0	GBP2
5	eye2	0.0	GBP2
6	eye1	0.0	GBP2
6	eye2	0.0023760372	GBP2
7	eye1	0.0	GBP2
7	eye2	0.0036323462	GBP2
8	eye1	0.03476833	GBP2
8	eye2	0.0698459	GBP2
9	eye1	0.0	GBP2
9	eye2	0.0	GBP2
0	eye1	0.012413698	HLA-DRA
0	eye2	0.013858998	HLA-DRA
1	eye1	0.003100353	HLA-DRA
1	eye2	0.009477337	HLA-DRA
10	eye1	0.007208235	HLA-DRA
10	eye2	0.0051401327	HLA-DRA
11	eye1	0.011239538	HLA-DRA
11	eye2	0.0071206726	HLA-DRA
12	eye1	0.020119483	HLA-DRA
12	eye2	0.0	HLA-DRA
13	eye1	0.0024463641	HLA-DRA
13	eye2	0.033333477	HLA-DRA
14	eye1	0.0	HLA-DRA
14	eye2	0.017317932	HLA-DRA
15	eye1	0.0	HLA-DRA
15	eye2	0.014117806	HLA-DRA
16	eye1	0.026070215	HLA-DRA
16	eye2	0.017640987	HLA-DRA
17	eye1	0.013504369	HLA-DRA
17	eye2	0.012590601	HLA-DRA
18	eye1	0.0	HLA-DRA
18	eye2	0.013393804	HLA-DRA
19	eye1	0.009749718	HLA-DRA
19	eye2	0.0	HLA-DRA
2	eye1	0.0026840626	HLA-DRA
2	eye2	0.014374532	HLA-DRA
20	eye1	0.014966926	HLA-DRA
20	eye2	0.0	HLA-DRA
21	eye1	0.0	HLA-DRA
21	eye2	0.017216215	HLA-DRA
22	eye1	0.0	HLA-DRA
22	eye2	0.021697495	HLA-DRA
23	eye1	0.016086292	HLA-DRA
23	eye2	0.0	HLA-DRA
24	eye1	0.0	HLA-DRA
24	eye2	0.0	HLA-DRA
25	eye1	0.0	HLA-DRA
25	eye2	0.0	HLA-DRA
3	eye1	0.0	HLA-DRA
3	eye2	0.011405162	HLA-DRA
4	eye1	0.016295604	HLA-DRA
4	eye2	0.01212002	HLA-DRA
5	eye1	0.014511787	HLA-DRA
5	eye2	0.019371452	HLA-DRA
6	eye1	0.006185768	HLA-DRA
6	eye2	0.0038788626	HLA-DRA
7	eye1	0.009862182	HLA-DRA
7	eye2	0.007898459	HLA-DRA
8	eye1	0.018649857	HLA-DRA
8	eye2	0.02728511	HLA-DRA
9	eye1	0.009670371	HLA-DRA
9	eye2	0.016419733	HLA-DRA
0	eye1	0.0038334471	HLA-DRB1
0	eye2	0.00510024	HLA-DRB1
1	eye1	0.002655886	HLA-DRB1
1	eye2	0.01032116	HLA-DRB1
10	eye1	0.003188809	HLA-DRB1
10	eye2	0.0067544356	HLA-DRB1
11	eye1	0.0	HLA-DRB1
11	eye2	0.018695503	HLA-DRB1
12	eye1	0.0064266226	HLA-DRB1
12	eye2	0.014211651	HLA-DRB1
13	eye1	0.0057910173	HLA-DRB1
13	eye2	0.010025217	HLA-DRB1
14	eye1	0.010748219	HLA-DRB1
14	eye2	0.0	HLA-DRB1
15	eye1	0.0	HLA-DRB1
15	eye2	0.026417328	HLA-DRB1
16	eye1	0.009020766	HLA-DRB1
16	eye2	0.0	HLA-DRB1
17	eye1	0.004089584	HLA-DRB1
17	eye2	0.0	HLA-DRB1
18	eye1	0.01600817	HLA-DRB1
18	eye2	0.018849116	HLA-DRB1
19	eye1	0.0	HLA-DRB1
19	eye2	0.009298794	HLA-DRB1
2	eye1	0.0	HLA-DRB1
2	eye2	0.005930061	HLA-DRB1
20	eye1	0.0	HLA-DRB1
20	eye2	0.0	HLA-DRB1
21	eye1	0.0	HLA-DRB1
21	eye2	0.0	HLA-DRB1
22	eye1	0.0	HLA-DRB1
22	eye2	0.014934119	HLA-DRB1
23	eye1	0.007076371	HLA-DRB1
23	eye2	0.0	HLA-DRB1
24	eye1	0.0	HLA-DRB1
24	eye2	0.0	HLA-DRB1
25	eye1	0.0	HLA-DRB1
25	eye2	0.0	HLA-DRB1
3	eye1	0.006517259	HLA-DRB1
3	eye2	0.006694567	HLA-DRB1
4	eye1	0.0	HLA-DRB1
4	eye2	0.012593655	HLA-DRB1
5	eye1	0.010423879	HLA-DRB1
5	eye2	0.01009818	HLA-DRB1
6	eye1	0.0039724424	HLA-DRB1
6	eye2	0.00430504	HLA-DRB1
7	eye1	0.0028070973	HLA-DRB1
7	eye2	0.0	HLA-DRB1
8	eye1	0.0033857867	HLA-DRB1
8	eye2	0.012771391	HLA-DRB1
9	eye1	0.0072662807	HLA-DRB1
9	eye2	0.0020657242	HLA-DRB1
0	eye1	0.008123118	CD74
0	eye2	0.021619434	CD74
1	eye1	0.009680969	CD74
1	eye2	0.029014928	CD74
10	eye1	0.017498823	CD74
10	eye2	0.012494027	CD74
11	eye1	0.0	CD74
11	eye2	0.027169125	CD74
12	eye1	0.008722687	CD74
12	eye2	0.029148016	CD74
13	eye1	0.035287004	CD74
13	eye2	0.035721544	CD74
14	eye1	0.0	CD74
14	eye2	0.0062159793	CD74
15	eye1	0.035324212	CD74
15	eye2	0.036392096	CD74
16	eye1	0.024917444	CD74
16	eye2	0.030020982	CD74
17	eye1	0.0	CD74
17	eye2	0.029857617	CD74
18	eye1	0.027117401	CD74
18	eye2	0.029590506	CD74
19	eye1	0.0044433065	CD74
19	eye2	0.0	CD74
2	eye1	0.0094422735	CD74
2	eye2	0.015171008	CD74
20	eye1	0.0	CD74
20	eye2	0.037964262	CD74
21	eye1	0.0	CD74
21	eye2	0.015910627	CD74
22	eye1	0.0	CD74
22	eye2	0.017229741	CD74
23	eye1	0.020805994	CD74
23	eye2	0.0	CD74
24	eye1	0.038876582	CD74
24	eye2	0.0	CD74
25	eye1	0.0	CD74
25	eye2	0.0	CD74
3	eye1	0.0030616098	CD74
3	eye2	0.014018911	CD74
4	eye1	0.0122668715	CD74
4	eye2	0.02019902	CD74
5	eye1	0.008809285	CD74
5	eye2	0.02389592	CD74
6	eye1	0.016183693	CD74
6	eye2	0.010362251	CD74
7	eye1	0.0033237038	CD74
7	eye2	0.01970329	CD74
8	eye1	0.0358786	CD74
8	eye2	0.03692645	CD74
9	eye1	0.006888794	CD74
9	eye2	0.02127864	CD74
