feature	n_pairs	statistic	p_value	p_adjust_bh	significant
ACH-001628	17548	-0.27346241825304102	1.5964528087941045e-298	1.9785252225841542e-298	true
ACH-001610	17548	-0.25685736187369629	2.0992116763795901e-262	2.3341033054906127e-262	true
ACH-001804	17548	-0.24339154906871988	5.3123136190816169e-235	5.6668103692911256e-235	true
ACH-001459	17548	-0.26333537425589149	3.4695593185064444e-276	3.9905359002216976e-276	true
ACH-001786	17548	-0.33163934344102008	0	0	true
ACH-001864	17548	-0.30968454809299079	0	0	true
ACH-002039	17548	-0.25502108505607402	1.4370719013338267e-258	1.5882668408529166e-258	true
ACH-001295	17548	-0.35610940469689678	0	0	true
ACH-001655	17548	-0.25166465747674316	1.2224994631148992e-251	1.329799711849836e-251	true
ACH-001650	17548	-0.29087947921173024	0	0	true
ACH-001550	17548	-0.22678470076268326	1.7712071066098254e-203	1.824128327348868e-203	true
ACH-001518	17548	-0.27183924202856008	7.0621680986571497e-295	8.6263249311393538e-295	true
ACH-002778	17548	-0.23161930542216433	2.1233016636589703e-212	2.1969997514219926e-212	true
ACH-001577	17548	-0.25781961370913298	1.9938089266951951e-264	2.2236311892262892e-264	true
ACH-001407	17548	-0.35818321052212815	0	0	true
ACH-002680	17548	-0.29905115366824803	0	0	true
ACH-001555	17548	-0.27430129796416347	2.0374935315887911e-300	2.5567182768400871e-300	true
ACH-001433	17548	-0.30324347069446961	0	0	true
ACH-001524	17548	-0.28490290726686635	0	0	true
ACH-000143	17548	-0.33898367139936991	0	0	true
ACH-001623	17548	-0.22215728171978233	3.9122979982931721e-195	3.9993185283756895e-195	true
ACH-002475	17548	-0.33295545579031272	0	0	true
ACH-001603	17124	-0.28975066213556327	0	0	true
ACH-001567	17548	-0.28534426249264355	0	0	true
ACH-001289	17548	-0.30924021482817404	0	0	true
ACH-001388	17548	-0.27199117750262969	3.2266048909187735e-295	3.9456155151700745e-295	true
ACH-001562	17548	-0.27381970671521472	2.4961892813990248e-299	3.1110698049526826e-299	true
ACH-002706	17548	-0.35677451385248871	0	0	true
ACH-001403	17548	-0.28403430605279967	0	0	true
ACH-001401	17676	-0.29727007129299388	0	0	true
ACH-001310	17548	-0.32435706041806306	0	0	true
ACH-001377	17548	-0.33672633056333007	0	0	true
ACH-002080	17548	-0.34256953260398099	0	0	true
ACH-002021	17548	-0.35223683949206208	0	0	true
ACH-001340	17548	-0.36948327912470302	0	0	true
ACH-001853	17548	-0.19219650334649899	1.2253145948446282e-145	1.2353948794457267e-145	true
ACH-001841	17548	-0.37215671948075291	0	0	true
ACH-002508	17548	-0.33867541133187995	0	0	true
ACH-001382	17548	-0.23926634953989076	6.1366907706115803e-227	6.4403139105466911e-227	true
ACH-001959	17548	-0.35249681370816005	0	0	true
ACH-002040	17548	-0.30467008320220085	0	0	true
ACH-002070	17548	-0.31906499758744283	0	0	true
ACH-002048	17548	-0.35577235666700668	0	0	true
ACH-002847	17548	-0.33429022004974268	0	0	true
ACH-002711	17433	-0.29723250274109342	0	0	true
ACH-001053	17548	-0.29077220256663877	0	0	true
ACH-001802	17548	-0.35289668553255055	0	0	true
ACH-001992	17548	-0.34039637954429131	0	0	true
ACH-001379	17548	-0.309929880361907	0	0	true
ACH-001453	17548	-0.30171240397097915	0	0	true
ACH-001654	17676	-0.30145264881215289	0	0	true
ACH-001380	17548	-0.33519614272122777	0	0	true
ACH-000532	17676	-0.33630676364948825	0	0	true
ACH-001765	17548	-0.35377986404351852	0	0	true
ACH-002710	17548	-0.33439388640794215	0	0	true
ACH-001335	17548	-0.28106309285210979	0	0	true
ACH-001856	17548	-0.32623399231978928	0	0	true
ACH-001050	17547	-0.34518971091224893	0	0	true
ACH-001336	17548	-0.3208537132288638	0	0	true
ACH-001229	17548	-0.28563570009614703	0	0	true
ACH-001391	17547	-0.28178494556611455	0	0	true
ACH-001736	17548	-0.33471488910299418	0	0	true
ACH-002654	17548	-0.27135038040343695	8.7505244986105418e-294	1.0665003891676716e-293	true
ACH-001274	17548	-0.33739247061019245	0	0	true
ACH-001172	17548	-0.342632863984906	0	0	true
ACH-002693	17548	-0.31894453229847419	0	0	true
ACH-002784	17548	-0.29966954360694775	0	0	true
ACH-001511	17548	-0.27758832630559438	6.6447301198099839e-308	8.5520855567682752e-308	true
ACH-002027	17548	-0.25483471339873431	3.5075341635912133e-258	3.8726828653064147e-258	true
ACH-002059	17548	-0.36845912398622216	0	0	true
ACH-001556	17547	-0.33267919349030428	0	0	true
ACH-001607	17548	-0.36916373852709905	0	0	true
ACH-001863	17548	-0.28479865915385599	0	0	true
ACH-001542	17676	-0.35408548700636489	0	0	true
ACH-000101	17548	-0.32864888745478898	0	0	true
ACH-001626	17124	-0.25425549001716791	8.0482687509785239e-251	8.7460496870239537e-251	true
ACH-001370	17548	-0.29721326678504817	0	0	true
ACH-001652	17548	-0.34171436358937701	0	0	true
ACH-001618	17548	-0.32618310458552846	0	0	true
ACH-001283	17548	-0.30840828126025538	0	0	true
ACH-002499	17548	-0.25560219041279869	8.8534867164313997e-260	9.8046143054456164e-260	true
ACH-001702	17548	-0.30196345685477782	0	0	true
ACH-001498	17547	-0.36688046986530293	0	0	true
ACH-002533	17548	-0.3666802875592125	0	0	true
ACH-001496	17676	-0.30413248902843809	0	0	true
ACH-001451	17548	-0.27980801445146219	0	0	true
ACH-001322	17548	-0.3330492317482166	0	0	true
ACH-001509	17674	-0.25755867229464202	9.3197017853840941e-266	1.0436173674394575e-265	true
ACH-001515	17548	-0.2899486029066507	0	0	true
ACH-001402	17547	-0.31319105808720532	0	0	true
ACH-001508	17546	-0.2819978202845968	0	0	true
ACH-001735	17548	-0.33439263605837233	0	0	true
ACH-001513	17548	-0.28888385281735435	0	0	true
ACH-002020	17548	-0.3012821779205529	0	0	true
ACH-001669	17548	-0.37311099407740694	0	0	true
ACH-001624	17548	-0.29542204474383965	0	0	true
ACH-001819	17676	-0.37203746163086493	0	0	true
ACH-001991	17547	-0.29855862191453836	0	0	true
ACH-002003	17548	-0.29299718590180635	0	0	true
ACH-001662	17548	-0.28931954657774817	0	0	true
ACH-001411	17547	-0.26916717903874882	6.4902102468010916e-289	7.8066542008959689e-289	true
ACH-001523	17547	-0.25816983801262594	3.7710619223100832e-265	4.2100013161012366e-265	true
ACH-002531	17548	-0.28221261059603897	0	0	true
ACH-000556	17548	-0.26494588428191346	1.1294944699677793e-279	1.3045365448947232e-279	true
ACH-001375	17548	-0.28843334056290326	0	0	true
ACH-001461	17548	-0.30071218218775475	0	0	true
ACH-001605	17124	-0.33752132211265723	0	0	true
ACH-002062	17548	-0.30406172347957727	0	0	true
ACH-001517	17676	-0.30069526037875727	0	0	true
ACH-001510	17548	-0.33235055206621611	0	0	true
ACH-002471	17548	-0.32650705805555397	0	0	true
ACH-001842	17548	-0.2494020366279637	5.0120615085317912e-247	5.3987342225689115e-247	true
ACH-002043	17676	-0.34904297733287437	0	0	true
ACH-002004	17548	-0.27304992715227777	1.3552781875610077e-297	1.6721161531093863e-297	true
ACH-002511	17548	-0.29452496785496496	0	0	true
ACH-001001	17548	-0.35923773866747127	0	0	true
ACH-001431	17547	-0.35373007728187861	0	0	true
ACH-001300	17548	-0.35275696962103736	0	0	true
ACH-001834	17548	-0.3017145539991985	0	0	true
ACH-001270	17548	-0.26844213704665471	2.4996205946129948e-287	2.9903270237073027e-287	true
ACH-001033	17548	-0.31653427197476564	0	0	true
ACH-002001	17548	-0.33419989235329595	0	0	true
ACH-001536	17548	-0.31149218943111368	0	0	true
ACH-001385	17548	-0.388105939382831	0	0	true
ACH-002055	17548	-0.29897184752326728	0	0	true
ACH-001862	17548	-0.32136907537078985	0	0	true
ACH-002526	17548	-0.30405585072600932	0	0	true
ACH-001839	17548	-0.23611610849801815	6.9374462515741078e-221	7.2325172169057099e-221	true
ACH-001645	17548	-0.25718764949003181	4.2546096123912794e-263	4.7354534838219792e-263	true
ACH-001386	17548	-0.29851465850844294	0	0	true
ACH-001668	17548	-0.3221678381083502	0	0	true
ACH-001674	17676	-0.37934392307109266	0	0	true
ACH-001228	17548	-0.26980608627521485	2.3995613545108722e-290	2.8989224250005386e-290	true
ACH-002291	17548	-0.29719577440051903	0	0	true
ACH-002782	17548	-0.32719720263915941	0	0	true
ACH-001836	17548	-0.29738594636043475	0	0	true
ACH-000597	17548	-0.36958389025082405	0	0	true
ACH-001990	17548	-0.31604523933685941	0	0	true
ACH-001538	17548	-0.32061337476106355	0	0	true
ACH-001986	17548	-0.31001357681877767	0	0	true
ACH-001528	17548	-0.43932192712567836	0	0	true
ACH-002023	17548	-0.335434178262629	0	0	true
ACH-002069	17548	-0.31789518954221729	0	0	true
ACH-002690	17548	-0.2988500871389711	0	0	true
ACH-002490	17432	-0.3812235749588106	0	0	true
ACH-001838	17548	-0.21953754175383403	1.7074958223068626e-190	1.7390285244731943e-190	true
ACH-001368	17676	-0.38132138263366833	0	0	true
ACH-001688	17548	-0.24152843643535996	2.4314184900314653e-231	2.57870634086991e-231	true
ACH-001302	17548	-0.2722477697664461	8.5846189368027353e-296	1.0520927430326019e-295	true
ACH-001041	17548	-0.31447636367613629	0	0	true
ACH-001641	17548	-0.25948883030479597	5.9020563300123389e-268	6.6428246244934795e-268	true
ACH-001346	17548	-0.29447733582372626	0	0	true
ACH-002005	17548	-0.30340018059352342	0	0	true
ACH-002045	17676	-0.33978472096742429	0	0	true
ACH-001020	17548	-0.35543851947446092	0	0	true
ACH-002660	17548	-0.25892760660594238	9.1267712180028672e-267	1.0251353007593853e-266	true
ACH-002522	17548	-0.24112975705465636	1.4624138451325159e-230	1.548025404204573e-230	true
ACH-001799	17548	-0.2651225719903631	4.6644264232569525e-280	5.404267168962625e-280	true
ACH-001334	17548	-0.35185474023672692	0	0	true
ACH-001344	17548	-0.23860728644689849	1.1528195519429627e-225	1.2064136297847132e-225	true
ACH-002806	17548	-0.28079690304630633	0	0	true
ACH-001970	17548	-0.29204680044190373	0	0	true
ACH-001795	17548	-0.31803328332063358	0	0	true
ACH-001711	17548	-0.26902561759498766	1.2855311484921025e-288	1.5429171455786605e-288	true
ACH-002524	17548	-0.30096415733960441	0	0	true
ACH-002084	17548	-0.27606002261987611	2.0715052131504755e-304	2.6323389978167909e-304	true
ACH-001642	17548	-0.27917214456661688	0	0	true
ACH-002024	17548	-0.2511093291097552	1.6740020968726359e-250	1.8155597963131929e-250	true
ACH-001275	17548	-0.3395747935433357	0	0	true
ACH-002500	17548	-0.38770189881455613	0	0	true
ACH-000874	17431	-0.32887943401155761	0	0	true
ACH-001848	17548	-0.30623115606797296	0	0	true
ACH-002463	17548	-0.2636278235567806	8.1062505958954902e-277	9.3527138151388337e-277	true
ACH-001619	17676	-0.33367292356665057	0	0	true
ACH-002687	17548	-0.32557109961040875	0	0	true
ACH-002486	17548	-0.32738663637734999	0	0	true
ACH-002061	17548	-0.3680829833783662	0	0	true
ACH-001570	17548	-0.30176574287069902	0	0	true
ACH-002650	17548	-0.31117032973121617	0	0	true
ACH-001151	17676	-0.33912389313655	0	0	true
ACH-001389	17547	-0.38868968328078296	0	0	true
ACH-001554	17548	-0.37211044239609575	0	0	true
ACH-002052	17548	-0.30492570891856469	0	0	true
ACH-001574	17548	-0.39072985533006632	0	0	true
ACH-001696	17548	-0.28902213526124265	0	0	true
ACH-001303	17548	-0.29834585744355091	0	0	true
ACH-001849	17548	-0.30212128772733532	0	0	true
ACH-001529	17548	-0.35763705846208704	0	0	true
ACH-001329	17548	-0.28355409382329033	0	0	true
ACH-001522	17548	-0.29256186346746654	0	0	true
ACH-002470	17432	-0.33395924305748759	0	0	true
ACH-001843	17548	-0.31594662967788983	0	0	true
ACH-001164	17547	-0.28909412546433921	0	0	true
ACH-003180	17433	-0.26087487517675484	3.8252793016089669e-269	4.3186111255626313e-269	true
