tf	match_radius	q_threshold	dnase_mode	dnase_expansion	reproducible_pairs	closed_pairs	closed_fraction	closed_qsum	total_qsum	closed_q_fraction	closed_fesum	total_fesum	closed_fe_fraction	median_closed_q	median_all_q	median_closed_fe	median_all_fe	median_summit_distance
TF6	500	3.00000	rep2	0	9880	6643	0.67236842	86857.200340	143922.744360	0.60349878	56127.467680	88242.184050	0.63606163	9.334970	10.312400	7.266770	7.610270	33.000
TF1	500	3.00000	rep2	250	65256	50410	0.77249602	545263.390790	729710.877380	0.74723210	248739.078650	324579.308030	0.76634299	8.285360	8.562595	4.476860	4.514410	50.000
TF2	500	3.00000	rep2	250	5179	2013	0.38868507	16244.705610	41826.776000	0.38838053	11768.128960	30321.275100	0.38811458	6.298580	6.082980	5.329150	5.303930	49.000
TF3	500	3.00000	rep2	250	11233	2030	0.18071753	24400.171810	180748.953070	0.13499482	13271.599820	82396.425860	0.16107009	8.401980	10.559900	5.763600	6.224290	30.000
TF4	500	3.00000	rep2	250	141652	124440	0.87849095	904042.972090	1042938.009580	0.86682330	524051.005090	599424.837100	0.87425641	6.301620	6.353200	3.970410	3.987610	71.000
TF5	500	3.00000	rep2	250	5560	1875	0.33723022	13964.118160	41350.228880	0.33770353	12362.213470	36647.527680	0.33732735	6.162720	6.386460	6.072860	6.072860	42.000
TF6	500	3.00000	rep2	250	9880	3985	0.40334008	46832.186040	143922.744360	0.32539809	32221.790780	88242.184050	0.36515178	8.607970	10.312400	7.079920	7.610270	33.000
TF1	500	3.00000	rep2	500	65256	49142	0.75306485	530483.084230	729710.877380	0.72697708	242399.989120	324579.308030	0.74681282	8.285360	8.562595	4.476860	4.514410	50.000
TF2	500	3.00000	rep2	500	5179	1863	0.35972195	15132.422420	41826.776000	0.36178792	10932.336740	30321.275100	0.36055003	6.345310	6.082980	5.347860	5.303930	49.000
TF3	500	3.00000	rep2	500	11233	1829	0.16282382	22367.273760	180748.953070	0.12374774	12099.143390	82396.425860	0.14684063	8.570870	10.559900	5.808400	6.224290	30.000
TF4	500	3.00000	rep2	500	141652	120346	0.84958913	872347.416630	1042938.009580	0.83643266	506469.699110	599424.837100	0.84492612	6.270930	6.353200	3.967800	3.987610	71.000
TF5	500	3.00000	rep2	500	5560	1608	0.28920863	11930.208780	41350.228880	0.28851615	10597.512590	36647.527680	0.28917401	6.311130	6.386460	6.072860	6.072860	42.000
TF6	500	3.00000	rep2	500	9880	3558	0.36012146	41565.725650	143922.744360	0.28880582	28778.997440	88242.184050	0.32613650	8.609185	10.312400	7.109700	7.610270	33.000
TF1	1000	1.30103	union	0	71905	61394	0.85382101	626456.469980	751008.860120	0.83415323	291549.239620	343990.060660	0.84755135	7.671070	7.946460	4.315850	4.355000	54.000
TF2	1000	1.30103	union	0	6632	4080	0.61519903	26598.591080	45556.056740	0.58386509	21442.358050	35755.429140	0.59969517	4.818050	5.032160	4.790340	4.885960	60.000
TF3	1000	1.30103	union	0	11995	4336	0.36148395	53760.188440	183000.277470	0.29377108	27672.144120	85114.428760	0.32511696	7.766010	9.914570	5.404835	6.053120	32.000
TF4	1000	1.30103	union	0	174276	164895	0.94617159	1076022.094160	1147683.283660	0.93756013	654539.189150	694331.696020	0.94268949	5.569090	5.647490	3.749430	3.761470	81.000
TF5	1000	1.30103	union	0	6465	3977	0.61515855	26472.396390	43940.064240	0.60246604	24687.891260	40536.131300	0.60903422	5.691970	5.691970	5.727120	5.964790	47.000
TF6	1000	1.30103	union	0	10582	6814	0.64392364	82746.690800	146420.605980	0.56513009	54988.962280	91337.483260	0.60204158	8.607970	9.627210	7.032350	7.378960	35.000
TF1	1000	1.30103	union	250	71905	53216	0.74008762	531357.645930	751008.860120	0.70752514	251414.380650	343990.060660	0.73087688	7.606320	7.946460	4.289990	4.355000	54.000
TF2	1000	1.30103	union	250	6632	2220	0.33474065	15142.809740	45556.056740	0.33239948	11928.522460	35755.429140	0.33361430	5.037845	5.032160	4.875975	4.885960	60.000
TF3	1000	1.30103	union	250	11995	1921	0.16015006	20688.763220	183000.277470	0.11305318	11814.684140	85114.428760	0.13880942	7.545410	9.914570	5.453600	6.053120	32.000
TF4	1000	1.30103	union	250	174276	150191	0.86179967	969058.583440	1147683.283660	0.84436063	593780.794070	694331.696020	0.85518319	5.427060	5.647490	3.737940	3.761470	81.000
TF5	1000	1.30103	union	250	6465	2081	0.32188708	14014.463910	43940.064240	0.31894500	12963.191480	40536.131300	0.31979350	5.691970	5.691970	5.949390	5.964790	47.000
TF6	1000	1.30103	union	250	10582	3984	0.37648838	43560.479310	146420.605980	0.29750238	30837.713610	91337.483260	0.33762386	8.061005	9.627210	6.729770	7.378960	35.000
TF1	1000	1.30103	union	500	71905	51562	0.71708504	514354.094000	751008.860120	0.68488419	243670.797180	343990.060660	0.70836581	7.606320	7.946460	4.294390	4.355000	54.000
TF2	1000	1.30103	union	500	6632	1964	0.29613993	13745.764740	45556.056740	0.30173298	10682.384740	35755.429140	0.29876259	5.176370	5.032160	4.933820	4.885960	60.000
TF3	1000	1.30103	union	500	11995	1671	0.13930805	18517.768220	183000.277470	0.10118984	10459.952030	85114.428760	0.12289282	7.762260	9.914570	5.598930	6.053120	32.000
TF4	1000	1.30103	union	500	174276	144137	0.82706167	927754.368000	1147683.283660	0.80837142	569486.494320	694331.696020	0.82019372	5.418870	5.647490	3.737940	3.761470	81.000
TF5	1000	1.30103	union	500	6465	1737	0.26867749	11770.007640	43940.064240	0.26786505	10861.563570	40536.131300	0.26794771	5.691970	5.691970	5.969400	5.964790	47.000
TF6	1000	1.30103	union	500	10582	3493	0.33008883	38045.296320	146420.605980	0.25983567	27100.576930	91337.483260	0.29670816	8.068480	9.627210	6.768300	7.378960	35.000
TF1	1000	1.30103	rep1	0	71905	63095	0.87747723	646596.866730	751008.860120	0.86097102	300042.197550	343990.060660	0.87224089	7.689940	7.946460	4.319080	4.355000	54.000
TF2	1000	1.30103	rep1	0	6632	4409	0.66480700	28945.064610	45556.056740	0.63537248	23266.734810	35755.429140	0.65071894	4.880440	5.032160	4.801570	4.885960	60.000
TF3	1000	1.30103	rep1	0	11995	5526	0.46069195	71967.800200	183000.277470	0.39326607	36246.693320	85114.428760	0.42585839	8.255045	9.914570	5.558530	6.053120	32.000
TF4	1000	1.30103	rep1	0	174276	166833	0.95729188	1090048.380810	1147683.283660	0.94978153	662590.833650	694331.696020	0.95428574	5.604440	5.647490	3.750640	3.761470	81.000
TF5	1000	1.30103	rep1	0	6465	4541	0.70239753	30403.219390	43940.064240	0.69192478	28268.243150	40536.131300	0.69735918	5.691970	5.691970	5.798470	5.964790	47.000
TF6	1000	1.30103	rep1	0	10582	7700	0.72765073	97117.837350	146420.605980	0.66327985	63478.681550	91337.483260	0.69499048	8.893250	9.627210	7.134630	7.378960	35.000
TF1	1000	1.30103	rep1	250	71905	55293	0.76897295	554063.188780	751008.860120	0.73775852	261398.477260	343990.060660	0.75990125	7.609220	7.946460	4.295500	4.355000	54.000
TF2	1000	1.30103	rep1	250	6632	2528	0.38118215	17098.126870	45556.056740	0.37532061	13548.077580	35755.429140	0.37890966	5.017470	5.032160	4.854600	4.885960	60.000
TF3	1000	1.30103	rep1	250	11995	2889	0.24085035	33677.548950	183000.277470	0.18403004	18390.243080	85114.428760	0.21606493	7.841460	9.914570	5.558530	6.053120	32.000
TF4	1000	1.30103	rep1	250	174276	153994	0.88362138	995209.580740	1147683.283660	0.86714653	609113.131610	694331.696020	0.87726534	5.439240	5.647490	3.737940	3.761470	81.000
TF5	1000	1.30103	rep1	250	6465	2724	0.42134571	18115.409700	43940.064240	0.41227545	16892.173990	40536.131300	0.41671895	5.691970	5.691970	5.812210	5.964790	47.000
TF6	1000	1.30103	rep1	250	10582	4946	0.46739747	57351.141840	146420.605980	0.39168764	39447.103340	91337.483260	0.43188297	8.361850	9.627210	6.990590	7.378960	35.000
TF1	1000	1.30103	rep1	500	71905	53870	0.74918295	539216.283250	751008.860120	0.71798924	254721.465260	343990.060660	0.74049077	7.609220	7.946460	4.301570	4.355000	54.000
TF2	1000	1.30103	rep1	500	6632	2262	0.34107358	15686.736750	45556.056740	0.34433921	12259.333620	35755.429140	0.34286635	5.090980	5.032160	4.912930	4.885960	60.000
TF3	1000	1.30103	rep1	500	11995	2583	0.21533972	30625.680680	183000.277470	0.16735319	16640.460490	85114.428760	0.19550693	7.984870	9.914570	5.629010	6.053120	32.000
TF4	1000	1.30103	rep1	500	174276	148963	0.85475338	960270.258710	1147683.283660	0.83670318	588814.058340	694331.696020	0.84802993	5.423550	5.647490	3.737940	3.761470	81.000
TF5	1000	1.30103	rep1	500	6465	2327	0.35993813	15547.707050	43940.064240	0.35383897	14471.135000	40536.131300	0.35699349	5.691970	5.691970	5.949390	5.964790	47.000
TF6	1000	1.30103	rep1	500	10582	4433	0.41891892	51209.109970	146420.605980	0.34973978	35414.443320	91337.483260	0.38773176	8.377510	9.627210	7.032350	7.378960	35.000
TF1	1000	1.30103	rep2	0	71905	63521	0.88340171	651347.194950	751008.860120	0.86729629	302141.722010	343990.060660	0.87834434	7.702760	7.946460	4.326310	4.355000	54.000
TF2	1000	1.30103	rep2	0	6632	4488	0.67671894	29719.239980	45556.056740	0.65236638	23757.897870	35755.429140	0.66445568	4.921880	5.032160	4.809700	4.885960	60.000
TF3	1000	1.30103	rep2	0	11995	4961	0.41358900	61967.873020	183000.277470	0.33862174	31853.657790	85114.428760	0.37424510	7.837170	9.914570	5.444890	6.053120	32.000
TF4	1000	1.30103	rep2	0	174276	167153	0.95912805	1093605.157590	1147683.283660	0.95288062	664166.547210	694331.696020	0.95655513	5.604620	5.647490	3.753520	3.761470	81.000
TF5	1000	1.30103	rep2	0	6465	4189	0.64795050	27862.417770	43940.064240	0.63410052	25994.683710	40536.131300	0.64127194	5.691970	5.691970	5.734510	5.964790	47.000
TF6	1000	1.30103	rep2	0	10582	7244	0.68455868	89096.435840	146420.605980	0.60849657	58828.780750	91337.483260	0.64408147	8.725120	9.627210	7.047480	7.378960	35.000
TF1	1000	1.30103	rep2	250	71905	55832	0.77646895	562327.619620	751008.860120	0.74876296	264572.786460	343990.060660	0.76912916	7.626970	7.946460	4.315850	4.355000	54.000
TF2	1000	1.30103	rep2	250	6632	2581	0.38917370	17724.927110	45556.056740	0.38907949	13891.326930	35755.429140	0.38850958	5.076900	5.032160	4.881800	4.885960	60.000
TF3	1000	1.30103	rep2	250	11995	2267	0.18899541	25092.234690	183000.277470	0.13711583	14135.952760	85114.428760	0.16608174	7.761850	9.914570	5.517930	6.053120	32.000
TF4	1000	1.30103	rep2	250	174276	154060	0.88400009	998419.754560	1147683.283660	0.86994362	610070.617630	694331.696020	0.87864434	5.477390	5.647490	3.745290	3.761470	81.000
TF5	1000	1.30103	rep2	250	6465	2219	0.34323279	14974.364360	43940.064240	0.34079068	13837.696390	40536.131300	0.34136697	5.691970	5.691970	5.898760	5.964790	47.000
TF6	1000	1.30103	rep2	250	10582	4359	0.41192591	48147.329510	146420.605980	0.32882892	33879.322920	91337.483260	0.37092464	8.170820	9.627210	6.786950	7.378960	35.000
TF1	1000	1.30103	rep2	500	71905	54299	0.75514916	546260.618450	751008.860120	0.72736907	257338.336080	343990.060660	0.74809817	7.626970	7.946460	4.315850	4.355000	54.000
TF2	1000	1.30103	rep2	500	6632	2311	0.34846200	16255.008330	45556.056740	0.35681333	12579.045190	35755.429140	0.35180798	5.216560	5.032160	4.940640	4.885960	60.000
TF3	1000	1.30103	rep2	500	11995	1999	0.16665277	22811.375190	183000.277470	0.12465213	12704.966090	85114.428760	0.14926924	7.861190	9.914570	5.633580	6.053120	32.000
TF4	1000	1.30103	rep2	500	174276	148555	0.85241227	960640.695420	1147683.283660	0.83702595	587900.118080	694331.696020	0.84671364	5.439240	5.647490	3.740970	3.761470	81.000
TF5	1000	1.30103	rep2	500	6465	1859	0.28754834	12578.229690	43940.064240	0.28625879	11616.382400	40536.131300	0.28656860	5.691970	5.691970	5.969400	5.964790	47.000
TF6	1000	1.30103	rep2	500	10582	3852	0.36401436	42482.196510	146420.605980	0.29013810	30035.516720	91337.483260	0.32884108	8.180460	9.627210	6.866770	7.378960	35.000
TF1	1000	2.00000	union	0	70628	60248	0.85303279	624560.033650	748892.355310	0.83397838	288824.003150	340958.187060	0.84709508	7.833960	8.142870	4.352190	4.379570	53.000
TF2	1000	2.00000	union	0	6278	3830	0.61006690	26178.890600	44961.055940	0.58225702	20627.608150	34600.647940	0.59616248	5.033975	5.276820	4.881800	4.971470	57.000
TF3	1000	2.00000	union	0	11811	4222	0.35746338	53568.403030	182691.121160	0.29321843	27324.133580	84559.577720	0.32313470	7.861190	10.155400	5.477790	6.063860	32.000
TF4	1000	2.00000	union	0	167935	158778	0.94547295	1066086.738190	1137370.742430	0.93732562	640502.761810	679780.771310	0.94221959	5.766910	5.779580	3.797220	3.810840	79.000
TF5	1000	2.00000	union	0	6284	3852	0.61298536	26266.728360	43639.370820	0.60190438	24251.060770	39896.192480	0.60785401	5.691970	5.691970	5.927840	6.013970	47.000
TF6	1000	2.00000	union	0	10450	6708	0.64191388	82571.327910	146200.336480	0.56478206	54621.181170	90879.974780	0.60102549	8.725120	9.781030	7.061810	7.407070	34.000
TF1	1000	2.00000	union	250	70628	52242	0.73967831	529747.335540	748892.355310	0.70737447	249093.552390	340958.187060	0.73056921	7.672290	8.142870	4.332600	4.379570	53.000
TF2	1000	2.00000	union	250	6278	2103	0.33497929	14943.093460	44961.055940	0.33235637	11547.399730	34600.647940	0.33373363	5.296620	5.276820	4.971890	4.971470	57.000
TF3	1000	2.00000	union	250	11811	1872	0.15849632	20607.378540	182691.121160	0.11279902	11663.158890	84559.577720	0.13792830	7.761850	10.155400	5.521700	6.063860	32.000
TF4	1000	2.00000	union	250	167935	144493	0.86041028	959797.916930	1137370.742430	0.84387428	580695.257830	679780.771310	0.85423902	5.747010	5.779580	3.775790	3.810840	79.000
TF5	1000	2.00000	union	250	6284	2008	0.31954169	13897.009000	43639.370820	0.31845118	12712.517590	39896.192480	0.31863987	5.691970	5.691970	6.000890	6.013970	47.000
TF6	1000	2.00000	union	250	10450	3921	0.37521531	43458.435580	146200.336480	0.29725264	30618.989200	90879.974780	0.33691679	8.170820	9.781030	6.807160	7.407070	34.000
TF1	1000	2.00000	union	500	70628	50620	0.71671292	512792.149410	748892.355310	0.68473412	241423.640840	340958.187060	0.70807404	7.672290	8.142870	4.335990	4.379570	53.000
TF2	1000	2.00000	union	500	6278	1870	0.29786556	13584.667810	44961.055940	0.30214299	10375.495720	34600.647940	0.29986420	5.450965	5.276820	5.051325	4.971470	57.000
TF3	1000	2.00000	union	500	11811	1633	0.13826094	18455.394420	182691.121160	0.10101966	10341.919010	84559.577720	0.12230334	7.861190	10.155400	5.633580	6.063860	32.000
TF4	1000	2.00000	union	500	167935	138630	0.82549796	918767.126980	1137370.742430	0.80779916	556823.789730	679780.771310	0.81912260	5.709210	5.779580	3.774460	3.810840	79.000
TF5	1000	2.00000	union	500	6284	1678	0.26702737	11676.669660	43639.370820	0.26757191	10661.999200	39896.192480	0.26724353	5.691970	5.691970	6.072860	6.013970	47.000
TF6	1000	2.00000	union	500	10450	3445	0.32966507	37968.575210	146200.336480	0.25970238	26933.524380	90879.974780	0.29636369	8.170820	9.781030	6.847720	7.407070	34.000
TF1	1000	2.00000	rep1	0	70628	61924	0.87676276	644660.198430	748892.355310	0.86081824	297259.827930	340958.187060	0.87183660	7.865280	8.142870	4.359600	4.379570	53.000
TF2	1000	2.00000	rep1	0	6278	4142	0.65976426	28496.467110	44961.055940	0.63380333	22397.057900	34600.647940	0.64730169	5.076900	5.276820	4.899470	4.971470	57.000
TF3	1000	2.00000	rep1	0	11811	5395	0.45677758	71747.535690	182691.121160	0.39272590	35847.550380	84559.577720	0.42393247	8.564280	10.155400	5.633580	6.063860	32.000
TF4	1000	2.00000	rep1	0	167935	160657	0.95666180	1080016.145710	1137370.742430	0.94957265	648421.069800	679780.771310	0.95386792	5.777210	5.779580	3.802280	3.810840	79.000
TF5	1000	2.00000	rep1	0	6284	4411	0.70194144	30189.278340	43639.370820	0.69178995	27813.872300	39896.192480	0.69715606	5.691970	5.691970	5.959170	6.013970	47.000
TF6	1000	2.00000	rep1	0	10450	7589	0.72622010	96933.059060	146200.336480	0.66301529	63092.660320	90879.974780	0.69424161	8.998460	9.781030	7.198190	7.407070	34.000
TF1	1000	2.00000	rep1	250	70628	54279	0.76851957	552386.008940	748892.355310	0.73760402	258984.729360	340958.187060	0.75957915	7.689940	8.142870	4.335990	4.379570	53.000
TF2	1000	2.00000	rep1	250	6278	2390	0.38069449	16861.542200	44961.055940	0.37502549	13097.584940	34600.647940	0.37853583	5.234000	5.276820	4.968900	4.971470	57.000
TF3	1000	2.00000	rep1	250	11811	2814	0.23825248	33551.399990	182691.121160	0.18365096	18159.165550	84559.577720	0.21474996	7.984870	10.155400	5.616490	6.063860	32.000
TF4	1000	2.00000	rep1	250	167935	148170	0.88230565	985738.570200	1137370.742430	0.86668184	595738.203960	679780.771310	0.87636813	5.747010	5.779580	3.775790	3.810840	79.000
TF5	1000	2.00000	rep1	250	6284	2635	0.41931891	17970.872190	43639.370820	0.41180411	16582.724820	39896.192480	0.41564680	5.691970	5.691970	5.969400	6.013970	47.000
TF6	1000	2.00000	rep1	250	10450	4872	0.46622010	57229.996820	146200.336480	0.39144915	39189.992410	90879.974780	0.43122803	8.528690	9.781030	7.032660	7.407070	34.000
TF1	1000	2.00000	rep1	500	70628	52881	0.74872572	537575.804070	748892.355310	0.71782787	252365.116220	340958.187060	0.74016441	7.689940	8.142870	4.342260	4.379570	53.000
TF2	1000	2.00000	rep1	500	6278	2152	0.34278433	15497.935400	44961.055940	0.34469687	11899.151340	34600.647940	0.34389967	5.363505	5.276820	5.013530	4.971470	57.000
TF3	1000	2.00000	rep1	500	11811	2519	0.21327576	30518.855170	182691.121160	0.16705166	16443.893930	84559.577720	0.19446519	8.242470	10.155400	5.712200	6.063860	32.000
TF4	1000	2.00000	rep1	500	167935	143304	0.85333016	951030.475890	1137370.742430	0.83616576	575803.743530	679780.771310	0.84704329	5.744700	5.779580	3.775420	3.810840	79.000
TF5	1000	2.00000	rep1	500	6284	2255	0.35884787	15431.860510	43639.370820	0.35362243	14224.424560	39896.192480	0.35653589	5.691970	5.691970	6.043090	6.013970	47.000
TF6	1000	2.00000	rep1	500	10450	4374	0.41856459	51113.446900	146200.336480	0.34961238	35209.278320	90879.974780	0.38742615	8.528690	9.781030	7.054080	7.407070	34.000
TF1	1000	2.00000	rep2	0	70628	62343	0.88269525	649397.046020	748892.355310	0.86714338	299341.592150	340958.187060	0.87794223	7.875720	8.142870	4.364390	4.379570	53.000
TF2	1000	2.00000	rep2	0	6278	4227	0.67330360	29281.497960	44961.055940	0.65126357	22908.128450	34600.647940	0.66207224	5.104200	5.276820	4.899470	4.971470	57.000
TF3	1000	2.00000	rep2	0	11811	4836	0.40944882	61757.172520	182691.121160	0.33804146	31472.317640	84559.577720	0.37219105	7.985260	10.155400	5.510820	6.063860	32.000
TF4	1000	2.00000	rep2	0	167935	160981	0.95859112	1083577.731760	1137370.742430	0.95270407	650002.443230	679780.771310	0.95619422	5.777210	5.779580	3.805610	3.810840	79.000
TF5	1000	2.00000	rep2	0	6284	4055	0.64528962	27640.848930	43639.370820	0.63339247	25524.770510	39896.192480	0.63977961	5.691970	5.691970	5.931710	6.013970	47.000
TF6	1000	2.00000	rep2	0	10450	7131	0.68239234	88907.949090	146200.336480	0.60812411	58435.545570	90879.974780	0.64299694	8.888340	9.781030	7.101290	7.407070	34.000
TF1	1000	2.00000	rep2	250	70628	54816	0.77612278	560647.504630	748892.355310	0.74863564	262153.338800	340958.187060	0.76887240	7.751220	8.142870	4.349210	4.379570	53.000
TF2	1000	2.00000	rep2	250	6278	2450	0.39025167	17506.927990	44961.055940	0.38937982	13467.858730	34600.647940	0.38923718	5.337960	5.276820	5.007290	4.971470	57.000
TF3	1000	2.00000	rep2	250	11811	2212	0.18728304	25000.601670	182691.121160	0.13684629	13966.311360	84559.577720	0.16516534	7.787630	10.155400	5.594050	6.063860	32.000
TF4	1000	2.00000	rep2	250	167935	148265	0.88287135	989000.959250	1137370.742430	0.86955020	596763.903290	679780.771310	0.87787700	5.747170	5.779580	3.788300	3.810840	79.000
TF5	1000	2.00000	rep2	250	6284	2142	0.34086569	14850.044240	43639.370820	0.34029006	13572.218140	39896.192480	0.34018831	5.691970	5.691970	5.969400	6.013970	47.000
TF6	1000	2.00000	rep2	250	10450	4288	0.41033493	48030.922020	146200.336480	0.32852812	33632.048310	90879.974780	0.37007106	8.227495	9.781030	6.883000	7.407070	34.000
TF1	1000	2.00000	rep2	500	70628	53317	0.75489891	544632.069200	748892.355310	0.72725014	254996.637100	340958.187060	0.74788243	7.739770	8.142870	4.351960	4.379570	53.000
TF2	1000	2.00000	rep2	500	6278	2204	0.35106722	16072.335050	44961.055940	0.35747237	12231.511600	34600.647940	0.35350528	5.498650	5.276820	5.051325	4.971470	57.000
TF3	1000	2.00000	rep2	500	11811	1957	0.16569300	22742.168430	182691.121160	0.12448426	12574.630460	84559.577720	0.14870735	7.984870	10.155400	5.691200	6.063860	32.000
TF4	1000	2.00000	rep2	500	167935	142930	0.85110311	951470.154160	1137370.742430	0.83655234	574971.975980	679780.771310	0.84581971	5.747010	5.779580	3.782650	3.810840	79.000
TF5	1000	2.00000	rep2	500	6284	1796	0.28580522	12478.026500	43639.370820	0.28593507	11402.013670	39896.192480	0.28579203	5.691970	5.691970	6.072860	6.013970	47.000
TF6	1000	2.00000	rep2	500	10450	3799	0.36354067	42396.978610	146200.336480	0.28999235	29850.841370	90879.974780	0.32846445	8.290740	9.781030	6.926790	7.407070	34.000
TF1	1000	3.00000	union	0	66348	56358	0.84943028	614724.603940	738063.935890	0.83288801	278084.696800	329169.118310	0.84480798	8.286810	8.471810	4.463520	4.495670	51.000
TF2	1000	3.00000	union	0	5333	3197	0.59947497	24595.448360	42574.702740	0.57770100	18267.991830	31061.489720	0.58812349	5.783070	5.937180	5.173530	5.264420	51.000
TF3	1000	3.00000	union	0	11355	3955	0.34830471	52918.146330	181558.382890	0.29146628	26404.676970	82991.536120	0.31816108	8.564280	10.407600	5.641900	6.181410	31.000
TF4	1000	3.00000	union	0	149439	140961	0.94326782	1021632.513690	1091190.711900	0.93625477	592524.712210	629980.757500	0.94054414	6.268730	6.304960	3.960630	3.971560	76.000
TF5	1000	3.00000	union	0	5740	3488	0.60766551	25381.497200	42306.694560	0.59994045	22759.426950	37666.088010	0.60424186	5.840850	6.162720	6.072860	6.072860	44.000
TF6	1000	3.00000	union	0	10002	6351	0.63497301	81678.660120	145076.816900	0.56300284	53199.009240	89100.427840	0.59706794	9.200630	10.242700	7.235150	7.610270	33.000
TF1	1000	3.00000	union	250	66348	48827	0.73592271	521103.357180	738063.935890	0.70604094	239630.670500	329169.118310	0.72798649	8.230000	8.471810	4.445850	4.495670	51.000
TF2	1000	3.00000	union	250	5333	1788	0.33527095	14156.211840	42574.702740	0.33250289	10375.308640	31061.489720	0.33402482	6.087520	5.937180	5.301840	5.264420	51.000
TF3	1000	3.00000	union	250	11355	1755	0.15455746	20331.109540	181558.382890	0.11198111	11256.922730	82991.536120	0.13563941	7.984870	10.407600	5.669890	6.181410	31.000
TF4	1000	3.00000	union	250	149439	128014	0.85663046	918709.937700	1091190.711900	0.84193343	536291.477930	629980.757500	0.85128232	6.142160	6.304960	3.948040	3.971560	76.000
TF5	1000	3.00000	union	250	5740	1838	0.32020906	13487.985550	42306.694560	0.31881445	12025.308210	37666.088010	0.31926087	6.132170	6.162720	6.072860	6.072860	44.000
TF6	1000	3.00000	union	250	10002	3706	0.37052589	42923.153750	145076.816900	0.29586501	29758.819210	89100.427840	0.33399188	8.524640	10.242700	7.032660	7.610270	33.000
TF1	1000	3.00000	union	500	66348	47314	0.71311871	504415.993780	738063.935890	0.68343130	232257.379860	329169.118310	0.70558678	8.230000	8.471810	4.451140	4.495670	51.000
TF2	1000	3.00000	union	500	5333	1606	0.30114382	12909.207470	42574.702740	0.30321310	9391.025210	31061.489720	0.30233660	6.243805	5.937180	5.326060	5.264420	51.000
TF3	1000	3.00000	union	500	11355	1540	0.13562307	18228.734830	181558.382890	0.10040150	10013.260150	82991.536120	0.12065399	8.290960	10.407600	5.763600	6.181410	31.000
TF4	1000	3.00000	union	500	149439	122755	0.82143885	879137.818760	1091190.711900	0.80566835	514020.859590	629980.757500	0.81593105	6.110720	6.304960	3.948040	3.971560	76.000
TF5	1000	3.00000	union	500	5740	1538	0.26794425	11337.467120	42306.694560	0.26798282	10097.221110	37666.088010	0.26807194	6.162720	6.162720	6.072860	6.072860	44.000
TF6	1000	3.00000	union	500	10002	3258	0.32573485	37493.791330	145076.816900	0.25844096	26179.986050	89100.427840	0.29382559	8.502070	10.242700	7.058985	7.610270	33.000
TF1	1000	3.00000	rep1	0	66348	57954	0.87348526	634618.553180	738063.935890	0.85984225	286302.353760	329169.118310	0.86977282	8.311360	8.471810	4.468050	4.495670	51.000
TF2	1000	3.00000	rep1	0	5333	3460	0.64879055	26785.151380	42574.702740	0.62913302	19850.156370	31061.489720	0.63906002	5.832040	5.937180	5.198190	5.264420	51.000
TF3	1000	3.00000	rep1	0	11355	5095	0.44870101	71012.605210	181558.382890	0.39112821	34812.257560	82991.536120	0.41946756	8.936920	10.407600	5.792360	6.181410	31.000
TF4	1000	3.00000	rep1	0	149439	142700	0.95490468	1035213.069750	1091190.711900	0.94870040	600067.168690	629980.757500	0.95251666	6.270930	6.304960	3.960630	3.971560	76.000
TF5	1000	3.00000	rep1	0	5740	3996	0.69616725	29177.085930	42306.694560	0.68965648	26112.266290	37666.088010	0.69325666	5.969390	6.162720	6.072860	6.072860	44.000
TF6	1000	3.00000	rep1	0	10002	7217	0.72155569	96001.528000	145076.816900	0.66172894	61609.900630	89100.427840	0.69146582	9.496750	10.242700	7.362160	7.610270	33.000
TF1	1000	3.00000	rep1	250	66348	50753	0.76495147	543461.267770	738063.935890	0.73633359	249221.088950	329169.118310	0.75712172	8.240150	8.471810	4.451140	4.495670	51.000
TF2	1000	3.00000	rep1	250	5333	2011	0.37708607	15910.444580	42574.702740	0.37370653	11679.969600	31061.489720	0.37602735	6.092060	5.937180	5.308330	5.264420	51.000
TF3	1000	3.00000	rep1	250	11355	2649	0.23328930	33150.189650	181558.382890	0.18258694	17581.511570	82991.536120	0.21184704	8.531430	10.407600	5.778080	6.181410	31.000
TF4	1000	3.00000	rep1	250	149439	131329	0.87881343	943742.174760	1091190.711900	0.86487372	550369.367160	629980.757500	0.87362885	6.169740	6.304960	3.949000	3.971560	76.000
TF5	1000	3.00000	rep1	250	5740	2397	0.41759582	17392.833350	42306.694560	0.41111303	15612.348850	37666.088010	0.41449351	6.058540	6.162720	6.072860	6.072860	44.000
TF6	1000	3.00000	rep1	250	10002	4627	0.46260748	56617.091270	145076.816900	0.39025595	38208.765420	89100.427840	0.42882808	8.914190	10.242700	7.198190	7.610270	33.000
TF1	1000	3.00000	rep1	500	66348	49449	0.74529752	528876.183750	738063.935890	0.71657232	242853.864520	329169.118310	0.73777840	8.239490	8.471810	4.453840	4.495670	51.000
TF2	1000	3.00000	rep1	500	5333	1819	0.34108382	14646.450400	42574.702740	0.34401768	10649.911320	31061.489720	0.34286544	6.260440	5.937180	5.340570	5.264420	51.000
TF3	1000	3.00000	rep1	500	11355	2384	0.20995156	30183.329480	181558.382890	0.16624586	15964.322960	82991.536120	0.19236086	8.607500	10.407600	5.808400	6.181410	31.000
TF4	1000	3.00000	rep1	500	149439	126954	0.84953727	910223.729380	1091190.711900	0.83415641	531736.128150	629980.757500	0.84405138	6.117770	6.304960	3.948040	3.971560	76.000
